lemma_syntag	F
trinus_Adj	1
tripaille_N	1
Tristan_N	2
triste_Adj	25
tristesse_N	13
tristeur_N	6
Triton_N	1
trogne_N	1
Troie_N	1
Troïlos_N	1
trompation_N	1
trompe_N	1
tromperie_N	2
trompette_N	1
trompeur_Adj	1
tronçon_N	2
trône_N	2
tropé_N	2
trot_N	1
trotton_N	1
trou_N	3
trouble2_Adj	2
troupe_N	1
trous_N	1
Trouscaille_N	1
trousse_N	1
troyen_Adj	1
Troyes_N	2
truage_N	2
truand_Adj	14
truande_N	1
truanderie_N	1
truandise_N	1
trudaine_N	1
truffe_N	2
truie_N	2
Tubes_N	1
tueur_N	1
tuile_N	1
Tulette_N	1
Tulle_N	1
Tulles_N	1
turc_N	5
Turelututu_N	4
Turgis_N	2
turlupin_N	1
turlupine_N	1
tuyau_N	1
tyran_N	4
Ubba_N	1
ues_N	7
Ulysse_N	1
unicorne_N	2
unité_N	1
univers_N	1
universel_Adj	1
université_N	1
UNKNOWN_Adj	2
UNKNOWN_N	63
urinal_N	2
urine_N	3
us_N	2
usage_N	33
usurier_Adj	1
utilité_N	1
vache_N	8
vacher_N	1
vacherie_N	1
vaillance_N	9
vaillant_Adj	4
vaillantise_N	1
vain_Adj	14
vainqueur_N	1
vair_Adj	7
vair_N	2
vaisseau_N	5
vaisselle_N	1
vaissellement_N	1
val_N	11
Valage_N	1
Valecte_N	1
Valérien_N	1
Valery_N	1
Valéry_N	1
valet_N	11
valeton_N	1
valeur_N	23
vallée_N	2
Valmière_N	1
value_N	2
vandale_N	1
vanité_N	7
vantance_N	1
vanterie_N	1
vassal_Adj	1
vassal_N	22
vasselage_N	6
Vauchelles_N	1
vautour_N	1
Vauvert_N	1
Vaux_N	3
vavasseur_N	3
vé_N	1
veau_N	2
Végèce_N	2
veille_N	2
veilleur_N	1
veine_N	2
veisdus_Adj	1
velu_Adj	1
venaison_N	5
vendeur_N	2
vendredi_N	3
vénerie_N	1
veneur_N	2
vengeance_N	6
vengement_N	2
venimeux_Adj	2
venin_N	3
vent_N	29
ventaille_N	1
vente_N	4
ventre_N	12
venue_N	2
vêpre_N	9
vêprée_N	5
ver3_N	1
Verdelais_N	1
verdeur_N	1
verdu_N	1
verdure_N	2
vergé_Adj	2
verge_N	2
verger_N	10
vergogne_N	3
véritable_Adj	3
verité_N	3
vérité_N	45
vermeil_Adj	18
Vermendois_N	6
Vérone_N	1
verrière_N	1
vers_N	6
vert_Adj	20
verté_N	1
vertu_N	71
vertuable_Adj	2
vertueux_Adj	5
verus_Adj	1
Vespasien_N	1
vesse_N	1
vestit_N	2
vêtement_N	5
vêture_N	3
veuglaire_N	1
veuil_N	12
veuillance_N	1
veulie_N	1
veuve_Adj	1
veuve_N	6
viaire_N	11
viande_N	13
vicaire_N	2
vice_N	10
victoire_N	5
victorien_Adj	1
victorieux_Adj	3
vide_Adj	6
vie_N	160
vieillard_Adj	1
vieillard_N	1
vieillesse_N	9
vielle_N	3
vielleur_N	2
viennois_Adj	1
vierge_Adj	1
vierge_N	23
vieux_Adj	41
vif_Adj	42
vif_N	3
vigne_N	4
vigoureux_Adj	1
vigueur_N	8
vil_Adj	12
vilain_Adj	34
vilain_N	3
vilenaille_N	1
vilenie_N	11
viletance_N	1
vileté_N	5
village_N	5
ville_N	46
Villon_N	9
vilotière_N	1
Vimeu_N	1
vin_N	39
viole_N	1
virago_N	1
vire_N	2
virginal_Adj	1
virgine_N	2
virginette_N	1
virtuauté_N	1
vis_N	48
vis2_N	1
visage_N	8
visible_Adj	2
vision_N	2
visnage_N	1
vit_N	2
vitaile_N	1
vitaille_N	3
vite_Adj	1
vivant_N	2
vivier_N	1
vivre_N	4
voie_N	59
voiere_N	2
voil_N	2
voile_N	1
voir_Adj	14
voir_N	25
voir2_Adj	35
voir2_N	46
voire2_N	1
voisdie_N	3
voiseux_Adj	2
voisin_N	23
voisine_N	5
voix_N	21
vol_N	2
volage_Adj	2
volaille_N	1
volatile_N	1
volenté_N	1
volentif_Adj	1
voleur_N	1
volonté_N	59
vomite_N	1
votre_Adj	37
vouge_N	1
vougier_N	1
vouloir_N	39
voult_N	2
voûti_Adj	3
Vouvantes_N	1
voyable_Adj	1
voyage_N	3
voyée_N	1
vrai_Adj	90
Vredeau_N	2
vue_N	6
Wagon_N	1
Walaincourt_N	1
Walet_N	5
Wallingford_N	1
Wanemer_N	1
Waranche_N	1
warat_N	1
Warwick_N	3
Wedon_N	1
Welf_N	2
wihot_Adj	1
Winchester_N	1
Worcester_N	1
Wyche_N	2
Yaumont_N	1
Ysengrin_N	16
Yvain_N	2
Yzorez_N	1
Zacharie_N	1
Zimri_N	1
zodiaque_N	1
