wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,verstype,subtype,syllabified,ref
1431,178,6,an,an,924,Pre,Pre,en,10s,---,/V\,"ConBeth, chanson 9, v. 24"
1432,178,7,sa,sa,924,Det,Det,son4,10s,---,C/V\,"ConBeth, chanson 9, v. 24"
1433,178,8,franchise,franchise,924,N,N,,10s,---,C/V\.'C/V\.C/(e)\,"ConBeth, chanson 9, v. 24"
1434,178,9,.,.,924,Pnc,Pnc,,10s,---,,"ConBeth, chanson 9, v. 24"
1435,179,1,a,a,925,Pre,Pre,à,10s,---,/V\,"ConBeth, chanson 9, v. 25"
1436,179,2,la,la,925,Det,Det,le,10s,---,C/V\,"ConBeth, chanson 9, v. 25"
1437,179,3,millor,millor,925,N,N,,10s,---,C/V\.'C/V\,"ConBeth, chanson 9, v. 25"
1438,179,4,del,del,925,Pre+Det,Pre+Det,de.le,10s,---,C/V\,"ConBeth, chanson 9, v. 25"
1439,179,5,roiaume,roiaume,925,N,N,,10s,---,C/V\.'C/V\.C/(e)\,"ConBeth, chanson 9, v. 25"
1440,179,6,de,de,925,Pre,Pre,de,10s,---,C/(e)\,"ConBeth, chanson 9, v. 25"
1441,179,7,france,france,925,N,N,,10s,---,'C/V\.C/(e)\,"ConBeth, chanson 9, v. 25"
1442,179,8,",",",",925,Pnc,Pnc,,10s,---,,"ConBeth, chanson 9, v. 25"
1443,180,1,voire,voire,926,Adv,Adv,voire1,10s,---,'C/V\.C/(e)\,"ConBeth, chanson 9, v. 26"
1444,180,2,del,del,926,Pre+Det,Pre+Det,de.le,10s,---,C/V\,"ConBeth, chanson 9, v. 26"
1445,180,3,mont,mont,926,N,N,,10s,---,C/V\,"ConBeth, chanson 9, v. 26"
1446,180,4,",",",",926,Pnc,Pnc,,10s,---,,"ConBeth, chanson 9, v. 26"
1447,180,5,ai,ai,926,Vfin,Vfin,avoir,10s,---,/V\,"ConBeth, chanson 9, v. 26"
1448,180,6,mon,mon,926,Det,Det,mon,10s,---,C/V\,"ConBeth, chanson 9, v. 26"
1449,180,7,cuer,cuer,926,N,N,,10s,---,C/V\,"ConBeth, chanson 9, v. 26"
1450,180,8,atorné,atorné,926,Vpp,Vpp,atourner,10s,---,/V\.C/V\.'C/V\,"ConBeth, chanson 9, v. 26"
1451,180,9,",",",",926,Pnc,Pnc,,10s,---,,"ConBeth, chanson 9, v. 26"
1452,181,1,et,et,927,Crd,Crd,et,10s,---,/V\,"ConBeth, chanson 9, v. 27"
1453,181,2,non,non,927,Neg,Neg,non,10s,---,C/V\,"ConBeth, chanson 9, v. 27"
1454,181,3,por,por,927,Pre,Pre,pour,10s,---,C/V\,"ConBeth, chanson 9, v. 27"
1455,181,4,quant,quant,927,Qux,Qux,quant,10s,---,C/V\,"ConBeth, chanson 9, v. 27"
1456,181,5,pavor,pavor,927,N,N,,10s,---,C/V\.'C/V\,"ConBeth, chanson 9, v. 27"
1457,181,6,ai,ai,927,Vfin,Vfin,avoir,10s,---,/V\,"ConBeth, chanson 9, v. 27"
1458,181,7,et,et,927,Crd,Crd,et,10s,---,/V\,"ConBeth, chanson 9, v. 27"
1459,181,8,dotance,dotance,927,N,N,,10s,---,C/V\.'C/V\.C/(e)\,"ConBeth, chanson 9, v. 27"
1460,182,1,ke,ke,928,Sub,Sub,que,10s,---,C/(e)\,"ConBeth, chanson 9, v. 28"
1461,182,2,sa,sa,928,Det,Det,son4,10s,---,C/V\,"ConBeth, chanson 9, v. 28"
1462,182,3,valors,valors,928,N,N,,10s,---,C/V\.'C/V\,"ConBeth, chanson 9, v. 28"
1463,182,4,ne,ne,928,Neg,Neg,ne,10s,---,C/(e)\,"ConBeth, chanson 9, v. 28"
1464,182,5,me,me,928,Prn,Prn$$,me,10s,---,C/(e)\,"ConBeth, chanson 9, v. 28"
1465,182,6,tiegne,tiegne,928,Vfin,Vfin,tenir,10s,---,'C/V\.C/(e)\,"ConBeth, chanson 9, v. 28"
1466,182,7,en,en,928,Pre,Pre,en,10s,---,/V\,"ConBeth, chanson 9, v. 28"
1467,182,8,vilté,vilté,928,N,N,,10s,---,C/V\.'C/V\,"ConBeth, chanson 9, v. 28"
1468,182,9,",",",",928,Pnc,Pnc,,10s,---,,"ConBeth, chanson 9, v. 28"
1469,183,1,car,car,929,Crd,Crd,car,10s,---,C/V\,"ConBeth, chanson 9, v. 29"
1470,183,2,tant,tant,929,QIs,QIs,tant,10s,---,C/V\,"ConBeth, chanson 9, v. 29"
1471,183,3,redoc,redoc,929,Vfin,Vfin,redouter,10s,---,C/V\.'C/V\,"ConBeth, chanson 9, v. 29"
1472,183,4,orgelleuse,orgelleuse,929,Adj,Adj,,10s,---,/V\.C/V\.'C/V\.C/(e)\,"ConBeth, chanson 9, v. 29"
1473,183,5,beauté,beauté,929,N,N,,10s,---,C/V\.'C/V\,"ConBeth, chanson 9, v. 29"
1474,183,6,;,;,929,Pnc,Pnc,,10s,---,,"ConBeth, chanson 9, v. 29"
1475,184,1,et,et,930,Crd,Crd,et,10s,---,/V\,"ConBeth, chanson 9, v. 30"
1476,184,2,dieus,dieus,930,N,N,,10s,---,C/V\,"ConBeth, chanson 9, v. 30"
1477,184,3,m',m',930,Prn,Prn$$,me,10s,---,C/\,"ConBeth, chanson 9, v. 30"
1478,184,4,en,en,930,Prn,Prn$$,en2,10s,---,/V\,"ConBeth, chanson 9, v. 30"
1479,184,5,doinst,doinst,930,Vfin,Vfin,donner,10s,---,C/V\,"ConBeth, chanson 9, v. 30"
1480,184,6,trover,trover,930,Vinf,Vinf,trouver,10s,---,C/V\.'C/V\,"ConBeth, chanson 9, v. 30"
1481,184,7,bone,bone,930,Adj,Adj,bon,10s,---,'C/V\.C/(e)\,"ConBeth, chanson 9, v. 30"
1482,184,8,esperance,esperance,930,N,N,,10s,---,/V\.C/V\.'C/V\.C/(e)\,"ConBeth, chanson 9, v. 30"
1483,184,9,",",",",930,Pnc,Pnc,,10s,---,,"ConBeth, chanson 9, v. 30"
1484,185,1,k',k',931,Crd,Crd,que,10s,---,C/\,"ConBeth, chanson 9, v. 31"
1485,185,2,en,en,931,Pre,Pre,en,10s,---,/V\,"ConBeth, chanson 9, v. 31"
1486,185,3,tot,tot,931,QIs,QIs,tout,10s,---,C/V\,"ConBeth, chanson 9, v. 31"
1487,185,4,le,le,931,Det,Det,le,10s,---,C/(e)\,"ConBeth, chanson 9, v. 31"
1488,185,5,mont,mont,931,N,N,,10s,---,C/V\,"ConBeth, chanson 9, v. 31"
1489,185,6,n',n',931,Neg,Neg,ne,10s,---,C/\,"ConBeth, chanson 9, v. 31"
1490,185,7,a,a,931,Vfin,Vfin,avoir,10s,---,/V\,"ConBeth, chanson 9, v. 31"
1491,185,8,orgoill,orgoill,931,N,N,,10s,---,/V\.'C/V\,"ConBeth, chanson 9, v. 31"
1492,185,9,ne,ne,931,Crd,Crd,ne2,10s,---,C/(e)\,"ConBeth, chanson 9, v. 31"
1493,185,10,fierté,fierté,931,N,N,,10s,---,C/V\.'C/V\,"ConBeth, chanson 9, v. 31"
1494,186,1,k',k',932,Qux,Qux,que,10s,---,C/\,"ConBeth, chanson 9, v. 32"
1495,186,2,amors,amors,932,N,N,,10s,---,/V\.'C/V\,"ConBeth, chanson 9, v. 32"
1496,186,3,ne,ne,932,Neg,Neg,ne,10s,---,C/(e)\,"ConBeth, chanson 9, v. 32"
1497,186,4,puist,puist,932,Vfin,Vfin,pouvoir2,10s,---,C/V\,"ConBeth, chanson 9, v. 32"
1498,186,5,plaissier,plaissier,932,Vinf,Vinf,plaisser,10s,---,C/V\.'C/V\,"ConBeth, chanson 9, v. 32"
1499,186,6,par,par,932,Pre,Pre,par,10s,---,C/V\,"ConBeth, chanson 9, v. 32"
1500,186,7,sa,sa,932,Det,Det,son4,10s,---,C/V\,"ConBeth, chanson 9, v. 32"
1501,186,8,poissance,poissance,932,N,N,,10s,---,C/V\.'C/V\.C/(e)\,"ConBeth, chanson 9, v. 32"
1502,186,9,.,.,932,Pnc,Pnc,,10s,---,,"ConBeth, chanson 9, v. 32"
1503,187,1,l',l',1001,Det,Det,le,10s,---,C/\,"ConBeth, chanson 10, v. 1"
1504,187,2,autrier,autrier,1001,N,N,,10s,---,/V\.'C/V\,"ConBeth, chanson 10, v. 1"
1505,187,3,avint,avint,1001,Vfin,Vfin,avenir,10s,---,/V\.'C/V\,"ConBeth, chanson 10, v. 1"
1506,187,4,en,en,1001,Pre,Pre,en,10s,---,/V\,"ConBeth, chanson 10, v. 1"
1507,187,5,cel,cel,1001,Dem,Dem,cil,10s,---,C/V\,"ConBeth, chanson 10, v. 1"
1508,187,6,autre,autre,1001,Adj,Adj,autre,10s,---,'/V\.C/(e)\,"ConBeth, chanson 10, v. 1"
1509,187,7,païs,païs,1001,N,N,,10s,---,C/V\.'C/V\,"ConBeth, chanson 10, v. 1"
1510,188,1,c',c',1002,Sub,Sub,que,10s,---,C/\,"ConBeth, chanson 10, v. 2"
1511,188,2,uns,uns,1002,QIs,QIs,un,10s,---,/V\,"ConBeth, chanson 10, v. 2"
1512,188,3,chevaliers,chevaliers,1002,N,N,,10s,---,C/V\.C/V\.'C/V\,"ConBeth, chanson 10, v. 2"
1513,188,4,eut,eut,1002,Vfin,Vfin,avoir,10s,---,/V\,"ConBeth, chanson 10, v. 2"
1514,188,5,une,une,1002,QIs,QIs,un,10s,---,'/V\.C/(e)\,"ConBeth, chanson 10, v. 2"
1515,188,6,dame,dame,1002,N,N,,10s,---,'C/V\.C/(e)\,"ConBeth, chanson 10, v. 2"
1516,188,7,amee,amee,1002,Vpp,Vpp,aimer,10s,---,/V\.'C/V\./(e)\,"ConBeth, chanson 10, v. 2"
1517,188,8,.,.,1002,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 2"
1518,189,1,tant,tant,1003,QIs,QIs,tant,10s,---,C/V\,"ConBeth, chanson 10, v. 3"
1519,189,2,com,com,1003,Sub,Sub,comme,10s,---,C/V\,"ConBeth, chanson 10, v. 3"
1520,189,3,la,la,1003,Det,Det,le,10s,---,C/V\,"ConBeth, chanson 10, v. 3"
1521,189,4,dame,dame,1003,N,N,,10s,---,'C/V\.C/(e)\,"ConBeth, chanson 10, v. 3"
1522,189,5,fu,fu,1003,Vfin,Vfin,être,10s,---,C/V\,"ConBeth, chanson 10, v. 3"
1523,189,6,en,en,1003,Pre,Pre,en,10s,---,/V\,"ConBeth, chanson 10, v. 3"
1524,189,7,son,son,1003,Det,Det,son4,10s,---,C/V\,"ConBeth, chanson 10, v. 3"
1525,189,8,bon,bon,1003,Adj,Adj,bon,10s,---,C/V\,"ConBeth, chanson 10, v. 3"
1526,189,9,pris,pris,1003,N,N,,10s,---,C/V\,"ConBeth, chanson 10, v. 3"
1527,189,10,",",",",1003,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 3"
1528,190,1,li,li,1004,Prn,Prn$$,li,10s,---,C/V\,"ConBeth, chanson 10, v. 4"
1529,190,2,a,a,1004,Vfin,Vfin,avoir,10s,---,/V\,"ConBeth, chanson 10, v. 4"
1530,190,3,s',s',1004,Det,Det,son4,10s,---,C/\,"ConBeth, chanson 10, v. 4"
1531,190,4,amor,amor,1004,N,N,,10s,---,/V\.'C/V\,"ConBeth, chanson 10, v. 4"
1532,190,5,escondite,escondite,1004,Vpp,Vpp,escondire,10s,---,/V\.C/V\.'C/V\.C/(e)\,"ConBeth, chanson 10, v. 4"
1533,190,6,et,et,1004,Crd,Crd,et,10s,---,/V\,"ConBeth, chanson 10, v. 4"
1534,190,7,veee,veee,1004,Vpp,Vpp,véer,10s,---,C/(V)\.'/V\./(e)\,"ConBeth, chanson 10, v. 4"
1535,190,8,.,.,1004,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 4"
1536,191,1,puis,puis,1005,PrA,PrA,puis,10s,---,C/V\,"ConBeth, chanson 10, v. 5"
1537,191,2,fu,fu,1005,Vfin,Vfin,être,10s,---,C/V\,"ConBeth, chanson 10, v. 5"
1538,191,3,un,un,1005,QIs,QIs,un,10s,---,/V\,"ConBeth, chanson 10, v. 5"
1539,191,4,jors,jors,1005,N,N,,10s,---,C/V\,"ConBeth, chanson 10, v. 5"
1540,191,5,k',k',1005,Qux,Qux,que,10s,---,C/\,"ConBeth, chanson 10, v. 5"
1541,191,6,ele,ele,1005,Prn,Prn$,elle,10s,---,'/V\.C/(e)\,"ConBeth, chanson 10, v. 5"
1542,191,7,li,li,1005,Prn,Prn$$,li,10s,---,C/V\,"ConBeth, chanson 10, v. 5"
1543,191,8,dist,dist,1005,Vfin,Vfin,dire,10s,---,C/V\,"ConBeth, chanson 10, v. 5"
1544,191,9,:,:,1005,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 5"
1545,191,10,«,«,1005,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 5"
1546,191,11,amis,amis,1005,N,N,,10s,---,/V\.'C/V\,"ConBeth, chanson 10, v. 5"
1547,191,12,",",",",1005,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 5"
1548,192,1,mené,mené,1006,Vpp,Vpp,mener,10s,---,C/V\.'C/V\,"ConBeth, chanson 10, v. 6"
1549,192,2,vous,vous,1006,Prn,Prn$$,vous,10s,---,C/V\,"ConBeth, chanson 10, v. 6"
1550,192,3,ai,ai,1006,Vfin,Vfin,avoir,10s,---,/V\,"ConBeth, chanson 10, v. 6"
1551,192,4,par,par,1006,Pre,Pre,par,10s,---,C/V\,"ConBeth, chanson 10, v. 6"
1552,192,5,parole,parole,1006,N,N,,10s,---,C/V\.'C/V\.C/(e)\,"ConBeth, chanson 10, v. 6"
1553,192,6,mains,mains,1006,QIs,QIs,maint,10s,---,C/V\,"ConBeth, chanson 10, v. 6"
1554,192,7,dis,dis,1006,N,N,,10s,---,C/V\,"ConBeth, chanson 10, v. 6"
1555,192,8,;,;,1006,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 6"
1556,193,1,ore,ore,1007,Adv,Adv,or2,10s,---,'/V\.C/(e)\,"ConBeth, chanson 10, v. 7"
1557,193,2,est,est,1007,Vfin,Vfin,être,10s,---,/V\,"ConBeth, chanson 10, v. 7"
1558,193,3,l',l',1007,Det,Det,le,10s,---,C/\,"ConBeth, chanson 10, v. 7"
1559,193,4,amors,amors,1007,N,N,,10s,---,/V\.'C/V\,"ConBeth, chanson 10, v. 7"
1560,193,5,coneue,coneue,1007,Vpp,Vpp,connaître,10s,---,C/V\.C/(V)\.'/V\./(e)\,"ConBeth, chanson 10, v. 7"
1561,193,6,et,et,1007,Crd,Crd,et,10s,---,/V\,"ConBeth, chanson 10, v. 7"
1562,193,7,provee,provee,1007,Vpp,Vpp,prouver,10s,---,C/V\.'C/V\./(e)\,"ConBeth, chanson 10, v. 7"
1563,193,8,.,.,1007,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 7"
1564,194,1,des,des,1008,Pre,Pre,dès,10s,---,C/V\,"ConBeth, chanson 10, v. 8"
1565,194,2,or,or,1008,Adv,Adv,or2,10s,---,/V\,"ConBeth, chanson 10, v. 8"
1566,194,3,mais,mais,1008,Adv,Adv,mais,10s,---,C/V\,"ConBeth, chanson 10, v. 8"
1567,194,4,sui,sui,1008,Vfin,Vfin,être,10s,---,C/V\,"ConBeth, chanson 10, v. 8"
1568,194,5,tot,tot,1008,QIs,QIs,tout,10s,---,C/V\,"ConBeth, chanson 10, v. 8"
1569,194,6,a,a,1008,Pre,Pre,à,10s,---,/V\,"ConBeth, chanson 10, v. 8"
1570,194,7,vostre,vostre,1008,Det,Det,votre,10s,---,'C/V\.C/(e)\,"ConBeth, chanson 10, v. 8"
1571,194,8,devis,devis,1008,N,N,,10s,---,C/V\.'C/V\,"ConBeth, chanson 10, v. 8"
1572,194,9,.,.,1008,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 8"
1573,194,10,»,»,1008,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 8"
1574,195,1,li,li,1009,Det,Det,le,10s,---,C/V\,"ConBeth, chanson 10, v. 9"
1575,195,2,chevalliers,chevalliers,1009,N,N,,10s,---,C/V\.C/V\.'C/V\,"ConBeth, chanson 10, v. 9"
1576,195,3,le,le,1009,Prn,Prn$$,le,10s,---,C/(e)\,"ConBeth, chanson 10, v. 9"
1577,195,4,regarda,regarda,1009,Vfin,Vfin,regarder,10s,---,C/V\.C/V\.'C/V\,"ConBeth, chanson 10, v. 9"
1578,195,5,el,el,1009,Pre+Det,Pre+Det,en.le,10s,---,/V\,"ConBeth, chanson 10, v. 9"
1579,195,6,vis,vis,1009,N,N,,10s,---,C/V\,"ConBeth, chanson 10, v. 9"
1580,195,7,",",",",1009,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 9"
1581,196,1,si,si,1010,Adv,Adv,si4,10s,---,C/V\,"ConBeth, chanson 10, v. 10"
1582,196,2,la,la,1010,Prn,Prn$$,le,10s,---,C/V\,"ConBeth, chanson 10, v. 10"
1583,196,3,vit,vit,1010,Vfin,Vfin,voir,10s,---,C/V\,"ConBeth, chanson 10, v. 10"
1584,196,4,mout,mout,1010,QIs,QIs,moult,10s,---,C/V\,"ConBeth, chanson 10, v. 10"
1585,196,5,pale,pale,1010,Adj,Adj,,10s,---,'C/V\.C/(e)\,"ConBeth, chanson 10, v. 10"
1586,196,6,et,et,1010,Crd,Crd,et,10s,---,/V\,"ConBeth, chanson 10, v. 10"
1587,196,7,descoulouree,descoulouree,1010,Vpp,Vpp,décolorer,10s,---,C/V\.C/V\.C/V\.'C/V\./(e)\,"ConBeth, chanson 10, v. 10"
1588,196,8,.,.,1010,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 10"
1589,197,1,«,«,1011,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 11"
1590,197,2,dame,dame,1011,N,N,,10s,---,'C/V\.C/(e)\,"ConBeth, chanson 10, v. 11"
1591,197,3,»,»,1011,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 11"
1592,197,4,",",",",1011,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 11"
1593,197,5,fait,fait,1011,Vfin,Vfin,faire,10s,---,C/V\,"ConBeth, chanson 10, v. 11"
1594,197,6,il,il,1011,Prn,Prn%,il,10s,---,/V\,"ConBeth, chanson 10, v. 11"
1595,197,7,",",",",1011,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 11"
1596,197,8,«,«,1011,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 11"
1597,197,9,certes,certes,1011,Adv,Adv,certes,10s,---,'C/V\.C/e\,"ConBeth, chanson 10, v. 11"
1598,197,10,mal,mal,1011,Adv,Adv,mal3,10s,---,C/V\,"ConBeth, chanson 10, v. 11"
1599,197,11,sui,sui,1011,Vfin,Vfin,être,10s,---,C/V\,"ConBeth, chanson 10, v. 11"
1600,197,12,baillis,baillis,1011,Vpp,Vpp,baillir,10s,---,C/V\.'C/V\,"ConBeth, chanson 10, v. 11"
1601,198,1,ke,ke,1012,Sub,Sub,que,10s,---,C/(e)\,"ConBeth, chanson 10, v. 12"
1602,198,2,n',n',1012,Neg,Neg,ne,10s,---,C/\,"ConBeth, chanson 10, v. 12"
1603,198,3,eustes,eustes,1012,Vfin,Vfin,avoir,10s,---,/(V)\.'/V\.C/e\,"ConBeth, chanson 10, v. 12"
1604,198,4,piech',piech',1012,N,N,,10s,---,C/V\,"ConBeth, chanson 10, v. 12"
1605,198,5,a,a,1012,Vfin,Vfin,avoir,10s,---,/V\,"ConBeth, chanson 10, v. 12"
1606,198,6,ceste,ceste,1012,Dem,Dem,cist,10s,---,'C/V\.C/(e)\,"ConBeth, chanson 10, v. 12"
1607,198,7,pensee,pensee,1012,N,N,,10s,---,C/V\.'C/V\./(e)\,"ConBeth, chanson 10, v. 12"
1608,198,8,.,.,1012,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 12"
1609,199,1,vostres,vostres,1013,Det,Det,votre,10s,---,'C/V\.C/e\,"ConBeth, chanson 10, v. 13"
1610,199,2,cler,cler,1013,Adj,Adj,clair,10s,---,C/V\,"ConBeth, chanson 10, v. 13"
1611,199,3,vis,vis,1013,N,N,,10s,---,C/V\,"ConBeth, chanson 10, v. 13"
1612,199,4,",",",",1013,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 13"
1613,199,5,ki,ki,1013,Qux,Qux,qui,10s,---,C/V\,"ConBeth, chanson 10, v. 13"
1614,199,6,sambloit,sambloit,1013,Vfin,Vfin,sembler,10s,---,C/V\.'C/V\,"ConBeth, chanson 10, v. 13"
1615,199,7,flors,flors,1013,N,N,,10s,---,C/V\,"ConBeth, chanson 10, v. 13"
1616,199,8,de,de,1013,Pre,Pre,de,10s,---,C/(e)\,"ConBeth, chanson 10, v. 13"
1617,199,9,lis,lis,1013,N,N,,10s,---,C/V\,"ConBeth, chanson 10, v. 13"
1618,199,10,",",",",1013,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 13"
1619,200,1,est,est,1014,Vfin,Vfin,être,10s,---,/V\,"ConBeth, chanson 10, v. 14"
1620,200,2,si,si,1014,Adv,Adv,si4,10s,---,C/V\,"ConBeth, chanson 10, v. 14"
1621,200,3,alés,alés,1014,Vpp,Vpp,aller,10s,---,/V\.'C/V\,"ConBeth, chanson 10, v. 14"
1622,200,4,",",",",1014,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 14"
1623,200,5,dame,dame,1014,N,N,,10s,---,'C/V\.C/(e)\,"ConBeth, chanson 10, v. 14"
1624,200,6,",",",",1014,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 14"
1625,200,7,de,de,1014,Pre,Pre,de,10s,---,C/(e)\,"ConBeth, chanson 10, v. 14"
1626,200,8,mal,mal,1014,N,N,mal,10s,---,C/V\,"ConBeth, chanson 10, v. 14"
1627,200,9,em,em,1014,Pre,Pre,en,10s,---,/V\,"ConBeth, chanson 10, v. 14"
1628,200,10,pis,pis,1014,Adv,Adv,pis2,10s,---,C/V\,"ConBeth, chanson 10, v. 14"
1629,201,1,k',k',1015,Sub,Sub,que,10s,---,C/\,"ConBeth, chanson 10, v. 15"
1630,201,2,il,il,1015,Prn,Prn$,il,10s,---,/V\,"ConBeth, chanson 10, v. 15"
1631,201,3,m',m',1015,Prn,Prn$$,me,10s,---,C/\,"ConBeth, chanson 10, v. 15"
1632,201,4,est,est,1015,Vfin,Vfin,être,10s,---,/V\,"ConBeth, chanson 10, v. 15"
1633,201,5,a,a,1015,Pre,Pre,à,10s,---,/V\,"ConBeth, chanson 10, v. 15"
1634,201,6,vis,vis,1015,N,N,,10s,---,C/V\,"ConBeth, chanson 10, v. 15"
1635,201,7,ke,ke,1015,Sub,Sub,que,10s,---,C/(e)\,"ConBeth, chanson 10, v. 15"
1636,201,8,me,me,1015,Prn,Prn$$,me,10s,---,C/(e)\,"ConBeth, chanson 10, v. 15"
1637,201,9,soiés,soiés,1015,Vfin,Vfin,être,10s,---,C/V\.'C/V\,"ConBeth, chanson 10, v. 15"
1638,201,10,emblee,emblee,1015,Vpp,Vpp,embler,10s,---,/V\.'C/V\./(e)\,"ConBeth, chanson 10, v. 15"
1639,201,11,.,.,1015,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 15"
1640,202,1,a,a,1016,Pre,Pre,à,10s,---,/V\,"ConBeth, chanson 10, v. 16"
1641,202,2,tart,tart,1016,Adv,Adv,tard,10s,---,C/V\,"ConBeth, chanson 10, v. 16"
1642,202,3,avés,avés,1016,Vfin,Vfin,avoir,10s,---,/V\.'C/V\,"ConBeth, chanson 10, v. 16"
1643,202,4,",",",",1016,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 16"
1644,202,5,dame,dame,1016,N,N,,10s,---,'C/V\.C/(e)\,"ConBeth, chanson 10, v. 16"
1645,202,6,",",",",1016,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 16"
1646,202,7,cest,cest,1016,Dem,Dem,cist,10s,---,C/V\,"ConBeth, chanson 10, v. 16"
1647,202,8,consell,consell,1016,N,N,,10s,---,C/V\.'C/V\,"ConBeth, chanson 10, v. 16"
1648,202,9,pris,pris,1016,Vpp,Vpp,prendre,10s,---,C/V\,"ConBeth, chanson 10, v. 16"
1649,202,10,.,.,1016,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 16"
1650,202,11,»,»,1016,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 16"
1651,203,1,quant,quant,1017,Sub,Sub,quand,10s,---,C/V\,"ConBeth, chanson 10, v. 17"
1652,203,2,la,la,1017,Det,Det,le,10s,---,C/V\,"ConBeth, chanson 10, v. 17"
1653,203,3,dame,dame,1017,N,N,,10s,---,'C/V\.C/(e)\,"ConBeth, chanson 10, v. 17"
1654,203,4,s',s',1017,Prn,Prn$$,se,10s,---,C/\,"ConBeth, chanson 10, v. 17"
1655,203,5,oï,oï,1017,Vfin,Vfin,ouïr,10s,---,/V\.'C/V\,"ConBeth, chanson 10, v. 17"
1656,203,6,si,si,1017,Adv,Adv,si4,10s,---,C/V\,"ConBeth, chanson 10, v. 17"
1657,203,7,ramprosner,ramprosner,1017,Vinf,Vinf,ramprosner,10s,---,C/V\.C/V\.'C/V\,"ConBeth, chanson 10, v. 17"
1658,203,8,",",",",1017,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 17"
1659,204,1,grant,grant,1018,Adj,Adj,grand,10s,---,C/V\,"ConBeth, chanson 10, v. 18"
1660,204,2,honte,honte,1018,N,N,,10s,---,'C/V\.C/(e)\,"ConBeth, chanson 10, v. 18"
1661,204,3,en,en,1018,Prn,Prn$$,en2,10s,---,/V\,"ConBeth, chanson 10, v. 18"
1662,204,4,ot,ot,1018,Vfin,Vfin,avoir,10s,---,/V\,"ConBeth, chanson 10, v. 18"
1663,204,5,",",",",1018,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 18"
1664,204,6,si,si,1018,Adv,Adv,si4,10s,---,C/V\,"ConBeth, chanson 10, v. 18"
1665,204,7,dist,dist,1018,Vfin,Vfin,dire,10s,---,C/V\,"ConBeth, chanson 10, v. 18"
1666,204,8,par,par,1018,Pre,Pre,par,10s,---,C/V\,"ConBeth, chanson 10, v. 18"
1667,204,9,sa,sa,1018,Det,Det,son4,10s,---,C/V\,"ConBeth, chanson 10, v. 18"
1668,204,10,folie,folie,1018,N,N,,10s,---,C/V\.'C/V\./(e)\,"ConBeth, chanson 10, v. 18"
1669,204,11,:,:,1018,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 18"
1670,205,1,«,«,1019,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 19"
1671,205,2,par,par,1019,Pre,Pre,par,10s,---,C/V\,"ConBeth, chanson 10, v. 19"
1672,205,3,dieu,dieu,1019,N,N,,10s,---,C/V\,"ConBeth, chanson 10, v. 19"
1673,205,4,",",",",1019,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 19"
1674,205,5,vassal,vassal,1019,N,N,,10s,---,C/V\.'C/V\,"ConBeth, chanson 10, v. 19"
1675,205,6,",",",",1019,Pnc,Pnc,,10s,---,,"ConBeth, chanson 10, v. 19"
1676,205,7,jel,jel,1019,Prn+Prn,Prn$+Prn$$,je.le,10s,---,C/V\,"ConBeth, chanson 10, v. 19"
1677,205,8,dis,dis,1019,Vfin,Vfin,dire,10s,---,C/V\,"ConBeth, chanson 10, v. 19"
1678,205,9,por,por,1019,Pre,Pre,pour,10s,---,C/V\,"ConBeth, chanson 10, v. 19"
