wd_id,line_id,linewd,lex_id,word,textlineid,syntag,syntag2,lemma,syllabified,ref
2864,387,11,.,.,387,Pnc,Pnc,.,,"GuilMachBeh, v. 387"
2865,388,1,delié,Delié,388,Adj,Adj,délié,C/V\.'C/V\,"GuilMachBeh, v. 388"
2866,388,2,cuirien,cuirien,388,N,N,cuirien,C/V\.'C/V\,"GuilMachBeh, v. 388"
2867,389,1,blanc,Blanc,389,Adj,Adj,blanc,C/V\,"GuilMachBeh, v. 389"
2868,389,2,et,et,389,Crd,Crd,et,/V\,"GuilMachBeh, v. 389"
2869,389,3,souef,souëf,389,Adj,Adj,souef,C/V\.'C/V\,"GuilMachBeh, v. 389"
2870,389,4,avoit,avoit,389,Vfin,Vfin,avoir,/V\.'C/V\,"GuilMachBeh, v. 389"
2871,389,5,",",",",389,Pnc,Pnc,",",,"GuilMachBeh, v. 389"
2872,389,6,sus,sus,389,PrA,PrA,sus,C/V\,"GuilMachBeh, v. 389"
2873,389,7,toute,toute,389,QIs,QIs,tout,'C/V\.C/(e)\,"GuilMachBeh, v. 389"
2874,389,8,rien,rien,389,N,N,rien,C/V\,"GuilMachBeh, v. 389"
2875,390,1,resplendissant,Resplendissant,390,Vprs,Vprs,resplendir,C/V\.C/V\.C/V\.'C/V\,"GuilMachBeh, v. 390"
2876,390,2,",",",",390,Pnc,Pnc,",",,"GuilMachBeh, v. 390"
2877,390,3,si,si,390,Adv,Adv,si,C/V\,"GuilMachBeh, v. 390"
2878,390,4,qu',qu',390,Sub,Sub,que,C/\,"GuilMachBeh, v. 390"
2879,390,5,on,on,390,Prn,Prn$,on,/V\,"GuilMachBeh, v. 390"
2880,390,6,si,si,390,Prn+Prn,Prn$$+Prn$$,se.y,C/V\,"GuilMachBeh, v. 390"
2881,390,7,mirast,mirast,390,Vfin,Vfin,mirer,C/V\.'C/V\,"GuilMachBeh, v. 390"
2882,390,8,bien,bien,390,Adv,Adv,bien,C/V\,"GuilMachBeh, v. 390"
2883,390,9,;,;,390,Pnc,Pnc,;,,"GuilMachBeh, v. 390"
2884,391,1,vice,Vice,391,N,N,vice,'C/V\.C/(e)\,"GuilMachBeh, v. 391"
2885,391,2,",",",",391,Pnc,Pnc,",",,"GuilMachBeh, v. 391"
2886,391,3,tache,tache,391,N,N,tache,'C/V\.C/(e)\,"GuilMachBeh, v. 391"
2887,391,4,n',n',391,Neg,Neg$$,ne,C/\,"GuilMachBeh, v. 391"
2888,391,5,i,i,391,Prn,Prn$$,y,/V\,"GuilMachBeh, v. 391"
2889,391,6,avoit,avoit,391,Vfin,Vfin,avoir,/V\.'C/V\,"GuilMachBeh, v. 391"
2890,391,7,fors,fors,391,PrA,PrA,hors,C/V\,"GuilMachBeh, v. 391"
2891,391,8,que,que,391,Sub,Sub,que,C/(e)\,"GuilMachBeh, v. 391"
2892,391,9,bien,bien,391,Adv,Adv,bien,C/V\,"GuilMachBeh, v. 391"
2893,392,1,douce,Douce,392,Adj,Adj,doux,'C/V\.C/(e)\,"GuilMachBeh, v. 392"
2894,392,2,et,et,392,Crd,Crd,et,/V\,"GuilMachBeh, v. 392"
2895,392,3,serree,serrée,392,Vpp,Vpp,serrer,C/V\.'C/V\./(e)\,"GuilMachBeh, v. 392"
2896,393,1,avait,Avait,393,Vfin,Vfin,avoir,/V\.'C/V\,"GuilMachBeh, v. 393"
2897,393,2,la,la,393,Det,Det,le,C/V\,"GuilMachBeh, v. 393"
2898,393,3,char,char,393,N,N,chair,C/V\,"GuilMachBeh, v. 393"
2899,393,4,",",",",393,Pnc,Pnc,",",,"GuilMachBeh, v. 393"
2900,393,5,tendrette,tendrette,393,Adj,Adj,tendret,C/V\.'C/V\.C/(e)\,"GuilMachBeh, v. 393"
2901,393,6,de,de,393,Pre,Pre,de,C/(e)\,"GuilMachBeh, v. 393"
2902,393,7,rousee,rousée,393,N,N,rosée,C/V\.'C/V\./(e)\,"GuilMachBeh, v. 393"
2903,393,8,",",",",393,Pnc,Pnc,",",,"GuilMachBeh, v. 393"
2904,394,1,mais,Mais,394,Crd,Crd,mais,C/V\,"GuilMachBeh, v. 394"
2905,394,2,de,de,394,Pre,Pre,de,C/(e)\,"GuilMachBeh, v. 394"
2906,394,3,maniere,maniere,394,N,N,manière,C/V\.'C/V\.C/(e)\,"GuilMachBeh, v. 394"
2907,394,4,humble,humble,394,Adj,Adj,humble,'/V\.C/(e)\,"GuilMachBeh, v. 394"
2908,394,5,et,et,394,Crd,Crd,et,/V\,"GuilMachBeh, v. 394"
2909,394,6,asseuree,asseurée,394,Vpp,Vpp,assurer,/V\.C/(V)\./V\.'C/V\./(e)\,"GuilMachBeh, v. 394"
2910,395,1,et,Et,395,Crd,Crd,et,/V\,"GuilMachBeh, v. 395"
2911,395,2,de,de,395,Pre,Pre,de,C/(e)\,"GuilMachBeh, v. 395"
2912,395,3,tres,trés,395,PrA,PrA,très,C/V\,"GuilMachBeh, v. 395"
2913,395,4,biau,biau,395,Adj,Adj,beau,C/V\,"GuilMachBeh, v. 395"
2914,395,5,maintien,maintien,395,N,N,maintien,C/V\.'C/V\,"GuilMachBeh, v. 395"
2915,395,6,estoit,estoit,395,Vfin,Vfin,être,/V\.'C/V\,"GuilMachBeh, v. 395"
2916,395,7,paree,parée,395,Vpp,Vpp,parer,C/V\.'C/V\./(e)\,"GuilMachBeh, v. 395"
2917,395,8,.,.,395,Pnc,Pnc,.,,"GuilMachBeh, v. 395"
2918,396,1,et,Et,396,Crd,Crd,et,/V\,"GuilMachBeh, v. 396"
2919,396,2,vraiement,vraiement,396,Adv,Adv,vraiment,C/V\.C/(V)\.'/V\,"GuilMachBeh, v. 396"
2920,396,3,",",",",396,Pnc,Pnc,",",,"GuilMachBeh, v. 396"
2921,397,1,tant,Tant,397,QIs,QIs,tant,C/V\,"GuilMachBeh, v. 397"
2922,397,2,fu,fu,397,Vfin,Vfin,être,C/V\,"GuilMachBeh, v. 397"
2923,397,3,belle,belle,397,Adj,Adj,beau,'C/V\.C/(e)\,"GuilMachBeh, v. 397"
2924,397,4,",",",",397,Pnc,Pnc,",",,"GuilMachBeh, v. 397"
2925,397,5,que,que,397,Sub,Sub,que,C/(e)\,"GuilMachBeh, v. 397"
2926,397,6,je,je,397,Prn,Prn$,je,C/(e)\,"GuilMachBeh, v. 397"
2927,397,7,croy,croy,397,Vfin,Vfin,croire,C/V\,"GuilMachBeh, v. 397"
2928,397,8,fermement,fermement,397,Adv,Adv,fermement,C/V\.C/e\.'C/V\,"GuilMachBeh, v. 397"
2929,397,9,",",",",397,Pnc,Pnc,",",,"GuilMachBeh, v. 397"
2930,398,1,se,Se,398,Sub,Sub,si,C/(e)\,"GuilMachBeh, v. 398"
2931,398,2,nature,Nature,398,N,N,nature,C/V\.'C/V\.C/(e)\,"GuilMachBeh, v. 398"
2932,398,3,",",",",398,Pnc,Pnc,",",,"GuilMachBeh, v. 398"
2933,398,4,qui,qui,398,Qux,Qux,qui,C/V\,"GuilMachBeh, v. 398"
2934,398,5,tout,tout,398,QIs,QIs,tout,C/V\,"GuilMachBeh, v. 398"
2935,398,6,fait,fait,398,Vfin,Vfin,faire,C/V\,"GuilMachBeh, v. 398"
2936,398,7,soutilment,soutilment,398,Adv,Adv,subtilement,C/V\.C/V\.'C/V\,"GuilMachBeh, v. 398"
2937,398,8,",",",",398,Pnc,Pnc,",",,"GuilMachBeh, v. 398"
2938,399,1,en,En,399,Prn,Prn$$,en,/V\,"GuilMachBeh, v. 399"
2939,399,2,voloit,voloit,399,Vfin,Vfin,vouloir,C/V\.'C/V\,"GuilMachBeh, v. 399"
2940,399,3,faire,faire,399,Vinf,Vinf,faire,'C/V\.C/(e)\,"GuilMachBeh, v. 399"
2941,399,4,une,une,399,QIs,QIs,un,'/V\.C/(e)\,"GuilMachBeh, v. 399"
2942,399,5,aussi,aussi,399,Adv,Adv,aussi,/V\.'C/V\,"GuilMachBeh, v. 399"
2943,399,6,proprement,proprement,399,Adv,Adv,proprement,C/V\.C/e\.'C/V\,"GuilMachBeh, v. 399"
2944,399,7,",",",",399,Pnc,Pnc,",",,"GuilMachBeh, v. 399"
2945,400,1,qu',Qu',400,Sub,Sub,que,C/\,"GuilMachBeh, v. 400"
2946,400,2,elle,elle,400,Prn,Prn$,elle,'/V\.C/(e)\,"GuilMachBeh, v. 400"
2947,400,3,y,y,400,Prn,Prn$$,y,/V\,"GuilMachBeh, v. 400"
2948,400,4,faurroit,faurroit,400,Vfin,Vfin,faillir,C/V\.'C/V\,"GuilMachBeh, v. 400"
2949,400,5,",",",",400,Pnc,Pnc,",",,"GuilMachBeh, v. 400"
2950,401,1,et,Et,401,Crd,Crd,et,/V\,"GuilMachBeh, v. 401"
2951,401,2,que,que,401,Sub,Sub,que,C/(e)\,"GuilMachBeh, v. 401"
2952,401,3,jamais,jamais,401,Adv,Adv,jamais,C/V\.'C/V\,"GuilMachBeh, v. 401"
2953,401,4,assener,assener,401,Vinf,Vinf,assener,/V\.C/e\.'C/V\,"GuilMachBeh, v. 401"
2954,401,5,n',n',401,Neg,Neg$$,ne,C/\,"GuilMachBeh, v. 401"
2955,401,6,i,i,401,Prn,Prn$$,y,/V\,"GuilMachBeh, v. 401"
2956,401,7,saroit,saroit,401,Vfin,Vfin,savoir,C/V\.'C/V\,"GuilMachBeh, v. 401"
2957,401,8,",",",",401,Pnc,Pnc,",",,"GuilMachBeh, v. 401"
2958,402,1,se,Se,402,Sub,Sub,si,C/(e)\,"GuilMachBeh, v. 402"
2959,402,2,l',l',402,Det,Det,le,C/\,"GuilMachBeh, v. 402"
2960,402,3,exemple,exemple,402,N,N,exemple,/V\.'C/V\.C/(e)\,"GuilMachBeh, v. 402"
2961,402,4,de,de,402,Pre,Pre,de,C/(e)\,"GuilMachBeh, v. 402"
2962,402,5,ceste,ceste,402,Dem,Dem,cist,'C/V\.C/(e)\,"GuilMachBeh, v. 402"
2963,402,6,ci,ci,402,Adv,Adv,ci,C/V\,"GuilMachBeh, v. 402"
2964,402,7,n',n',402,Neg,Neg$$,ne,C/\,"GuilMachBeh, v. 402"
2965,402,8,avoit,avoit,402,Vfin,Vfin,avoir,/V\.'C/V\,"GuilMachBeh, v. 402"
2966,402,9,",",",",402,Pnc,Pnc,",",,"GuilMachBeh, v. 402"
2967,403,1,qui,Qui,403,Qux,Qux,qui,C/V\,"GuilMachBeh, v. 403"
2968,403,2,de,de,403,Pre,Pre,de,C/(e)\,"GuilMachBeh, v. 403"
2969,403,3,biauté,biauté,403,N,N,beauté,C/V\.'C/V\,"GuilMachBeh, v. 403"
2970,403,4,toutes,toutes,403,QIs,QIs,tout,'C/V\.C/e\,"GuilMachBeh, v. 403"
2971,403,5,autres,autres,403,Adj,Adj,autre,'/V\.C/e\,"GuilMachBeh, v. 403"
2972,403,6,passoit,passoit,403,Vfin,Vfin,passer,C/V\.'C/V\,"GuilMachBeh, v. 403"
2973,403,7,.,.,403,Pnc,Pnc,.,,"GuilMachBeh, v. 403"
2974,404,1,et,Et,404,Crd,Crd,et,/V\,"GuilMachBeh, v. 404"
2975,404,2,se,se,404,Sub,Sub,si,C/(e)\,"GuilMachBeh, v. 404"
2976,404,3,vous,vous,404,Prn,Prn$$,vous,C/V\,"GuilMachBeh, v. 404"
2977,404,4,di,di,404,Vfin,Vfin,dire,C/V\,"GuilMachBeh, v. 404"
2978,405,1,qu',Qu',405,Sub,Sub,que,C/\,"GuilMachBeh, v. 405"
2979,405,2,onques,onques,405,Adv,Adv,onques,'/V\.C/e\,"GuilMachBeh, v. 405"
2980,405,3,encor,encor,405,Adv,Adv,encore,/V\.'C/V\,"GuilMachBeh, v. 405"
2981,405,4,en,en,405,Pre,Pre,en,/V\,"GuilMachBeh, v. 405"
2982,405,5,ma,ma,405,Det,Det,mon,C/V\,"GuilMachBeh, v. 405"
2983,405,6,vie,vie,405,N,N,vie,'C/V\./(e)\,"GuilMachBeh, v. 405"
2984,405,7,ne,ne,405,Neg,Neg$$,ne,C/(e)\,"GuilMachBeh, v. 405"
2985,405,8,vi,vi,405,Vfin,Vfin,voir,C/V\,"GuilMachBeh, v. 405"
2986,406,1,corps,Corps,406,N,N,corps,C/V\,"GuilMachBeh, v. 406"
2987,406,2,de,de,406,Pre,Pre,de,C/(e)\,"GuilMachBeh, v. 406"
2988,406,3,dame,dame,406,N,N,dame,'C/V\.C/(e)\,"GuilMachBeh, v. 406"
2989,406,4,si,si,406,Adv,Adv,si,C/V\,"GuilMachBeh, v. 406"
2990,406,5,tres,trés,406,PrA,PrA,très,C/V\,"GuilMachBeh, v. 406"
2991,406,6,bien,bien,406,Adv,Adv,bien,C/V\,"GuilMachBeh, v. 406"
2992,406,7,assevi,assevi,406,Vpp,Vpp,assevir,/V\.C/e\.'C/V\,"GuilMachBeh, v. 406"
2993,406,8,.,.,406,Pnc,Pnc,.,,"GuilMachBeh, v. 406"
2994,407,1,mais,Mais,407,Crd,Crd,mais,C/V\,"GuilMachBeh, v. 407"
2995,407,2,elle,elle,407,Prn,Prn$,elle,'/V\.C/(e)\,"GuilMachBeh, v. 407"
2996,407,3,avoit,avoit,407,Vfin,Vfin,avoir,/V\.'C/V\,"GuilMachBeh, v. 407"
2997,407,4,.xiiij.,.xiiij.,407,QIs,QIs,quatorze,C/V\.'C/V\./(e)\,"GuilMachBeh, v. 407"
2998,407,5,ans,ans,407,N,N,an,/V\,"GuilMachBeh, v. 407"
2999,407,6,et,et,407,Crd,Crd,et,/V\,"GuilMachBeh, v. 407"
3000,407,7,demi,demi,407,Adj,Adj,demi,C/V\.'C/V\,"GuilMachBeh, v. 407"
3001,408,1,ou,Ou,408,Crd,Crd,ou,/V\,"GuilMachBeh, v. 408"
3002,408,2,environ,environ,408,PrA,PrA,environ,/V\.C/V\.'C/V\,"GuilMachBeh, v. 408"
3003,408,3,.,.,408,Pnc,Pnc,.,,"GuilMachBeh, v. 408"
3004,409,1,si,Si,409,Adv,Adv,si,C/V\,"GuilMachBeh, v. 409"
3005,409,2,que,que,409,Sub,Sub,que,C/(e)\,"GuilMachBeh, v. 409"
3006,409,3,",",",",409,Pnc,Pnc,",",,"GuilMachBeh, v. 409"
3007,409,4,dame,dame,409,N,N,dame,'C/V\.C/(e)\,"GuilMachBeh, v. 409"
3008,409,5,",",",",409,Pnc,Pnc,",",,"GuilMachBeh, v. 409"
3009,409,6,quant,quant,409,Sub,Sub,quand,C/V\,"GuilMachBeh, v. 409"
3010,409,7,je,je,409,Prn,Prn$,je,C/(e)\,"GuilMachBeh, v. 409"
3011,409,8,vi,vi,409,Vfin,Vfin,voir,C/V\,"GuilMachBeh, v. 409"
3012,409,9,sa,sa,409,Det,Det,son,C/V\,"GuilMachBeh, v. 409"
3013,409,10,fasson,fasson,409,N,N,façon,C/V\.'C/V\,"GuilMachBeh, v. 409"
3014,409,11,",",",",409,Pnc,Pnc,",",,"GuilMachBeh, v. 409"
3015,410,1,qui,Qui,410,Qux,Qux,qui,C/V\,"GuilMachBeh, v. 410"
3016,410,2,tant,tant,410,QIs,QIs,tant,C/V\,"GuilMachBeh, v. 410"
3017,410,3,estoit,estoit,410,Vfin,Vfin,être,/V\.'C/V\,"GuilMachBeh, v. 410"
3018,410,4,bele,bele,410,Adj,Adj,beau,'C/V\.C/(e)\,"GuilMachBeh, v. 410"
3019,410,5,sans,sans,410,Pre,Pre,sans,C/V\,"GuilMachBeh, v. 410"
3020,410,6,meffaçon,meffaçon,410,N,N,méfaçon,C/V\.C/V\.'C/V\,"GuilMachBeh, v. 410"
3021,410,7,",",",",410,Pnc,Pnc,",",,"GuilMachBeh, v. 410"
3022,411,1,dedens,Dedens,411,PrA,PrA,dedans,C/V\.'C/V\,"GuilMachBeh, v. 411"
3023,411,2,mon,mon,411,Det,Det,mon,C/V\,"GuilMachBeh, v. 411"
3024,411,3,cuer,cuer,411,N,N,coeur,C/V\,"GuilMachBeh, v. 411"
3025,411,4,la,la,411,Det,Det,le,C/V\,"GuilMachBeh, v. 411"
3026,411,5,douce,douce,411,Adj,Adj,doux,'C/V\.C/(e)\,"GuilMachBeh, v. 411"
3027,411,6,impression,impression,411,N,N,impression,/V\.C/V\.C/{V}\.'/V\,"GuilMachBeh, v. 411"
3028,412,1,de,De,412,Pre,Pre,de,C/(e)\,"GuilMachBeh, v. 412"
3029,412,2,sa,sa,412,Det,Det,son,C/V\,"GuilMachBeh, v. 412"
3030,412,3,figure,figure,412,N,N,figure,C/V\.'C/V\.C/(e)\,"GuilMachBeh, v. 412"
3031,413,1,fu,Fu,413,Vfin,Vfin,être,C/V\,"GuilMachBeh, v. 413"
3032,413,2,telement,telement,413,Adv,Adv,tellement,C/V\.C/e\.'C/V\,"GuilMachBeh, v. 413"
3033,413,3,empreinte,empreinte,413,Vpp,Vpp,empreindre,/V\.'C/V\.C/(e)\,"GuilMachBeh, v. 413"
3034,413,4,qu',qu',413,Sub,Sub,que,C/\,"GuilMachBeh, v. 413"
3035,413,5,elle,elle,413,Prn,Prn$,elle,'/V\.C/(e)\,"GuilMachBeh, v. 413"
3036,413,6,y,y,413,Prn,Prn$$,y,/V\,"GuilMachBeh, v. 413"
3037,413,7,dure,dure,413,Vfin,Vfin,durer,'C/V\.C/(e)\,"GuilMachBeh, v. 413"
3038,413,8,",",",",413,Pnc,Pnc,",",,"GuilMachBeh, v. 413"
3039,414,1,ne,Ne,414,Crd,Crd,ne,C/(e)\,"GuilMachBeh, v. 414"
3040,414,2,onques,onques,414,Adv,Adv,onques,'/V\.C/e\,"GuilMachBeh, v. 414"
3041,414,3,puis,puis,414,PrA,PrA,puis,C/V\,"GuilMachBeh, v. 414"
3042,414,4,n',n',414,Neg,Neg$$,ne,C/\,"GuilMachBeh, v. 414"
3043,414,5,en,en,414,Prn,Prn$$,en,/V\,"GuilMachBeh, v. 414"
3044,414,6,parti,parti,414,Vfin,Vfin,partir,C/V\.'C/V\,"GuilMachBeh, v. 414"
3045,414,7,",",",",414,Pnc,Pnc,",",,"GuilMachBeh, v. 414"
3046,414,8,dont,dont,414,Qux,Qux,dont,C/V\,"GuilMachBeh, v. 414"
3047,414,9,j',j',414,Prn,Prn$,je,C/\,"GuilMachBeh, v. 414"
3048,414,10,endure,endure,414,Vfin,Vfin,endurer,/V\.'C/V\.C/(e)\,"GuilMachBeh, v. 414"
3049,415,1,meinte,Meinte,415,QIs,QIs,maint,'C/V\.C/(e)\,"GuilMachBeh, v. 415"
3050,415,2,doleur,doleur,415,N,N,douleur,C/V\.'C/V\,"GuilMachBeh, v. 415"
3051,415,3,et,et,415,Crd,Crd,et,/V\,"GuilMachBeh, v. 415"
3052,415,4,meinte,meinte,415,QIs,QIs,maint,'C/V\.C/(e)\,"GuilMachBeh, v. 415"
3053,415,5,durté,durté,415,N,N,dureté,C/V\.'C/V\,"GuilMachBeh, v. 415"
3054,415,6,dure,dure,415,Adj,Adj,dur,'C/V\.C/(e)\,"GuilMachBeh, v. 415"
3055,415,7,.,.,415,Pnc,Pnc,.,,"GuilMachBeh, v. 415"
3056,416,1,et,Et,416,Crd,Crd,et,/V\,"GuilMachBeh, v. 416"
3057,416,2,sans,sans,416,Pre,Pre,sans,C/V\,"GuilMachBeh, v. 416"
3058,416,3,doutance,doutance,416,N,N,doutance,C/V\.'C/V\.C/(e)\,"GuilMachBeh, v. 416"
3059,416,4,",",",",416,Pnc,Pnc,",",,"GuilMachBeh, v. 416"
3060,417,1,eins,Eins,417,PrA,PrA,ains,/V\,"GuilMachBeh, v. 417"
3061,417,2,que,que,417,Sub,Sub,que,C/(e)\,"GuilMachBeh, v. 417"
3062,417,3,partis,partis,417,Vpp,Vpp,partir,C/V\.'C/V\,"GuilMachBeh, v. 417"
3063,417,4,fusse,fusse,417,Vfin,Vfin,être,'C/V\.C/(e)\,"GuilMachBeh, v. 417"
3064,417,5,de,de,417,Pre,Pre,de,C/(e)\,"GuilMachBeh, v. 417"
3065,417,6,sa,sa,417,Det,Det,son,C/V\,"GuilMachBeh, v. 417"
3066,417,7,presence,presence,417,N,N,présence,C/V\.'C/V\.C/(e)\,"GuilMachBeh, v. 417"
3067,417,8,",",",",417,Pnc,Pnc,",",,"GuilMachBeh, v. 417"
3068,418,1,dedens,Dedens,418,PrA,PrA,dedans,C/V\.'C/V\,"GuilMachBeh, v. 418"
3069,418,2,mon,mon,418,Det,Det,mon,C/V\,"GuilMachBeh, v. 418"
3070,418,3,cuer,cuer,418,N,N,coeur,C/V\,"GuilMachBeh, v. 418"
3071,418,4,se,se,418,Prn,Prn$$,se,C/(e)\,"GuilMachBeh, v. 418"
3072,418,5,fiche,fiche,418,Vfin,Vfin,ficher,'C/V\.C/e\,"GuilMachBeh, v. 418"
3073,418,6,si,si,418,Adv,Adv,si,C/V\,"GuilMachBeh, v. 418"
3074,418,7,plaisence,Plaisence,418,N,N,plaisance,C/V\.'C/V\.C/(e)\,"GuilMachBeh, v. 418"
3075,418,8,",",",",418,Pnc,Pnc,",",,"GuilMachBeh, v. 418"
3076,419,1,en,En,419,Pre,Pre,en,/V\,"GuilMachBeh, v. 419"
3077,419,2,remirant,remirant,419,Vprs,Vprs,remirer,C/V\.C/V\.'C/V\,"GuilMachBeh, v. 419"
3078,419,3,sa,sa,419,Det,Det,son,C/V\,"GuilMachBeh, v. 419"
3079,419,4,douce,douce,419,Adj,Adj,doux,'C/V\.C/(e)\,"GuilMachBeh, v. 419"
3080,419,5,contenance,contenance,419,N,N,contenance,C/V\.C/e\.'C/V\.C/(e)\,"GuilMachBeh, v. 419"
3081,419,6,",",",",419,Pnc,Pnc,",",,"GuilMachBeh, v. 419"
3082,420,1,que,Que,420,Sub,Sub,que,C/(e)\,"GuilMachBeh, v. 420"
3083,420,2,sachiez,sachiez,420,Vfin,Vfin,savoir,C/V\.'C/V\,"GuilMachBeh, v. 420"
3084,420,3,bien,bien,420,Adv,Adv,bien,C/V\,"GuilMachBeh, v. 420"
3085,420,4,",",",",420,Pnc,Pnc,",",,"GuilMachBeh, v. 420"
3086,421,1,se,Se,421,Sub,Sub,si,C/(e)\,"GuilMachBeh, v. 421"
3087,421,2,j',j',421,Prn,Prn$,je,C/\,"GuilMachBeh, v. 421"
3088,421,3,eusse,eüsse,421,Vfin,Vfin,avoir,/(V)\.'/V\.C/(e)\,"GuilMachBeh, v. 421"
3089,421,4,l',l',421,Det,Det,le,C/\,"GuilMachBeh, v. 421"
3090,421,5,avoir,avoir,421,N,N,avoir,/V\.'C/V\,"GuilMachBeh, v. 421"
3091,421,6,othevien,Othevien,421,N,N,Othevien,/V\.C/V\.C/{V}\.'/V\,"GuilMachBeh, v. 421"
3092,421,7,",",",",421,Pnc,Pnc,",",,"GuilMachBeh, v. 421"
3093,422,1,et,Et,422,Crd,Crd,et,/V\,"GuilMachBeh, v. 422"
3094,422,2,sceusse,sceüsse,422,Vfin,Vfin,savoir,C/(V)\.'/V\.C/(e)\,"GuilMachBeh, v. 422"
3095,422,3,le,le,422,Det,Det,le,C/(e)\,"GuilMachBeh, v. 422"
3096,422,4,scens,scens,422,N,N,sens,C/V\,"GuilMachBeh, v. 422"
3097,422,5,de,de,422,Pre,Pre,de,C/(e)\,"GuilMachBeh, v. 422"
3098,422,6,galien,Galien,422,N,N,Galien,C/V\.C/{V}\.'/V\,"GuilMachBeh, v. 422"
3099,422,7,",",",",422,Pnc,Pnc,",",,"GuilMachBeh, v. 422"
3100,423,1,et,Et,423,Crd,Crd,et,/V\,"GuilMachBeh, v. 423"
3101,423,2,avec,avec,423,PrA,PrA,avec,/V\.'C/V\,"GuilMachBeh, v. 423"
3102,423,3,ce,ce,423,Prn,Prn,ce,C/(e)\,"GuilMachBeh, v. 423"
3103,423,4,tuit,tuit,423,QIs,QIs,tout,C/V\,"GuilMachBeh, v. 423"
3104,423,5,li,li,423,Det,Det,le,C/V\,"GuilMachBeh, v. 423"
3105,423,6,bien,bien,423,N,N,bien,C/V\,"GuilMachBeh, v. 423"
3106,423,7,fussent,fussent,423,Vfin,Vfin,être,'C/V\.C/e\,"GuilMachBeh, v. 423"
3107,423,8,mien,mien,423,Adj,Adj,mien,C/V\,"GuilMachBeh, v. 423"
3108,423,9,",",",",423,Pnc,Pnc,",",,"GuilMachBeh, v. 423"
3109,424,1,je,Je,424,Prn,Prn,je,C/(e)\,"GuilMachBeh, v. 424"
3110,424,2,tout,tout,424,QIs,QIs,tout,C/V\,"GuilMachBeh, v. 424"
3111,424,3,eusse,eüsse,424,Vfin,Vfin,avoir,/(V)\.'/V\.C/(e)\,"GuilMachBeh, v. 424"
3112,425,1,guerpi,Guerpi,425,Vpp,Vpp,guerpir,C/V\.'C/V\,"GuilMachBeh, v. 425"
3113,425,2,par,par,425,Pre,Pre,par,C/V\,"GuilMachBeh, v. 425"
3114,425,3,si,si,425,Adv,Adv,si,C/V\,"GuilMachBeh, v. 425"
3115,425,4,",",",",425,Pnc,Pnc,",",,"GuilMachBeh, v. 425"
3116,425,5,que,que,425,Sub,Sub,que,C/(e)\,"GuilMachBeh, v. 425"
3117,425,6,veoir,veoir,425,Vinf,Vinf,voir,C/(V)\.'/V\,"GuilMachBeh, v. 425"
3118,425,7,la,la,425,Prn,Prn$$,le,C/V\,"GuilMachBeh, v. 425"
3119,425,8,peusse,peüsse,425,Vfin,Vfin,pouvoir,C/(V)\.'/V\.C/(e)\,"GuilMachBeh, v. 425"
3120,426,1,a,A,426,Pre,Pre,à,/V\,"GuilMachBeh, v. 426"
3121,426,2,mon,mon,426,Det,Det,mon,C/V\,"GuilMachBeh, v. 426"
3122,426,3,voloir,voloir,426,Vinf,Vinf,vouloir,C/V\.'C/V\,"GuilMachBeh, v. 426"
3123,426,4,",",",",426,Pnc,Pnc,",",,"GuilMachBeh, v. 426"
3124,426,5,ou,ou,426,Crd,Crd,ou,/V\,"GuilMachBeh, v. 426"
3125,426,6,que,que,426,Sub,Sub,que,C/(e)\,"GuilMachBeh, v. 426"
3126,426,7,faire,faire,426,Vinf,Vinf,faire,'C/V\.C/(e)\,"GuilMachBeh, v. 426"
3127,426,8,sceusse,sceüsse,426,Vfin,Vfin,savoir,C/(V)\.'/V\.C/(e)\,"GuilMachBeh, v. 426"
3128,427,1,chose,Chose,427,N,N,chose,'C/V\.C/(e)\,"GuilMachBeh, v. 427"
3129,427,2,a,a,427,Pre,Pre,à,/V\,"GuilMachBeh, v. 427"
3130,427,3,son,son,427,Det,Det,son,C/V\,"GuilMachBeh, v. 427"
3131,427,4,vueil,vueil,427,N,N,veuil,C/V\,"GuilMachBeh, v. 427"
3132,427,5,",",",",427,Pnc,Pnc,",",,"GuilMachBeh, v. 427"
3133,427,6,dont,dont,427,Qux,Qux,dont,C/V\,"GuilMachBeh, v. 427"
3134,427,7,plaire,plaire,427,Vinf,Vinf,plaire,'C/V\.C/(e)\,"GuilMachBeh, v. 427"
3135,427,8,li,li,427,Prn,Prn$$,le,C/V\,"GuilMachBeh, v. 427"
3136,427,9,deusse,deüsse,427,Vfin,Vfin,devoir,C/(V)\.'/V\.C/(e)\,"GuilMachBeh, v. 427"
3137,427,10,.,.,427,Pnc,Pnc,.,,"GuilMachBeh, v. 427"
3138,428,1,mais,Mais,428,Crd,Crd,mais,C/V\,"GuilMachBeh, v. 428"
3139,428,2,fine,Fine,428,Adj,Adj,fin2,'C/V\.C/(e)\,"GuilMachBeh, v. 428"
3140,428,3,amour,Amour,428,N,N,amour,/V\.'C/V\,"GuilMachBeh, v. 428"
3141,428,4,",",",",428,Pnc,Pnc,",",,"GuilMachBeh, v. 428"
3142,429,1,qui,Qui,429,Qux,Qux,qui,C/V\,"GuilMachBeh, v. 429"
3143,429,2,vit,vit,429,Vfin,Vfin,voir,C/V\,"GuilMachBeh, v. 429"
