wd_id,line_id,linewd,word,lex_id,syntag,syntag2,lemma,syllabified,ref
1913,294,6,son,son,Det,Det,son4,C/V\,"MirNDPers, Miracle de la nonne, v. 294"
1914,294,7,gent,gent,Adj,Adj,gent2,C/V\,"MirNDPers, Miracle de la nonne, v. 294"
1915,294,8,corps,corps,N,N,corps,C/V\,"MirNDPers, Miracle de la nonne, v. 294"
1916,294,9,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 294"
1917,295,1,et,et,Crd,Crd,et,/V\,"MirNDPers, Miracle de la nonne, v. 295"
1918,295,2,sommes,sommes,Vfin,Vfin,être,'C/V\.C/e\,"MirNDPers, Miracle de la nonne, v. 295"
1919,295,3,en,en,Pre,Pre,en,/V\,"MirNDPers, Miracle de la nonne, v. 295"
1920,295,4,certains,certains,Adj,Adj,certain,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 295"
1921,295,5,accors,accors,N,N,accord,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 295"
1922,295,6,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 295"
1923,296,1,alons,alons,Vfin,Vfin,aller,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 296"
1924,296,2,men,men,Adv,Adv,men,C/V\,"MirNDPers, Miracle de la nonne, v. 296"
1925,296,3,boire,boire,Vinf,Vinf,boire,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 296"
1926,296,4,sanz,sanz,Pre,Pre,sans,C/V\,"MirNDPers, Miracle de la nonne, v. 296"
1927,296,5,delay,delay,N,N,délai,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 296"
1928,296,6,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 296"
1929,297,1,sachiez,sachiez,Vfin,Vfin,savoir,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 297"
1930,297,2,assez,assez,Adv,Adv,assez,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 297"
1931,297,3,tost,tost,Adv,Adv,tôt,C/V\,"MirNDPers, Miracle de la nonne, v. 297"
1932,297,4,revenray,revenray,Vfin,Vfin,revenir,C/V\.C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 297"
1933,298,1,yci,yci,Adv,Adv,ici,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 298"
1934,298,2,la,la,Prn,Prn$$,le,C/V\,"MirNDPers, Miracle de la nonne, v. 298"
1935,298,3,querre,querre,Vinf,Vinf,quérir,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 298"
1936,298,4,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 298"
1937,299,1,or,or,Adv,Adv,or2,/V\,"MirNDPers, Miracle de la nonne, v. 299"
1938,299,2,alons,alons,Vfin,Vfin,aller,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 299"
1939,299,3,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 299"
1940,299,4,mon,mon,Det,Det,mon,C/V\,"MirNDPers, Miracle de la nonne, v. 299"
1941,299,5,seigneur,seigneur,N,N,seigneur,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 299"
1942,299,6,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 299"
1943,299,7,bonne,bonne,Adj,Adj,bon,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 299"
1944,299,8,erre,erre,N,N,erre,'/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 299"
1945,299,9,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 299"
1946,300,1,qu',qu',Crd,Crd,que,C/\,"MirNDPers, Miracle de la nonne, v. 300"
1947,300,2,il,il,Prn,Prn$,il,/V\,"MirNDPers, Miracle de la nonne, v. 300"
1948,300,3,est,est,Vfin,Vfin,être,/V\,"MirNDPers, Miracle de la nonne, v. 300"
1949,300,4,ja,ja,Adv,Adv,jà,C/V\,"MirNDPers, Miracle de la nonne, v. 300"
1950,300,5,tart,tart,Adv,Adv,tard,C/V\,"MirNDPers, Miracle de la nonne, v. 300"
1951,300,6,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 300"
1952,301,1,prieure,prieure,N,N,prieure,C/V\.'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 301"
1953,301,2,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 301"
1954,301,3,se,se,Sub,Sub,si3,C/(e)\,"MirNDPers, Miracle de la nonne, v. 301"
1955,301,4,jhesus,jhesus,N,N,Jésus,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 301"
1956,301,5,vous,vous,Prn,Prn$$,vous,C/V\,"MirNDPers, Miracle de la nonne, v. 301"
1957,301,6,gart,gart,Vfin,Vfin,garder,C/V\,"MirNDPers, Miracle de la nonne, v. 301"
1958,301,7,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 301"
1959,302,1,trop,trop,Adv,Adv,trop,C/V\,"MirNDPers, Miracle de la nonne, v. 302"
1960,302,2,me,me,Prn,Prn$$,me,C/(e)\,"MirNDPers, Miracle de la nonne, v. 302"
1961,302,3,merveil,merveil,Vfin,Vfin,merveiller,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 302"
1962,302,4,de,de,Pre,Pre,de,C/(e)\,"MirNDPers, Miracle de la nonne, v. 302"
1963,302,5,nostre,nostre,Det,Det,notre,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 302"
1964,302,6,suer,suer,N,N,soeur,C/V\,"MirNDPers, Miracle de la nonne, v. 302"
1965,303,1,conment,conment,Qux,Qux,comment,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 303"
1966,303,2,peut,peut,Vfin,Vfin,pouvoir2,C/V\,"MirNDPers, Miracle de la nonne, v. 303"
1967,303,3,durer,durer,Vinf,Vinf,durer,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 303"
1968,303,4,a,a,Pre,Pre,à,/V\,"MirNDPers, Miracle de la nonne, v. 303"
1969,303,5,nul,nul,QIs,QIs,nul,C/V\,"MirNDPers, Miracle de la nonne, v. 303"
1970,303,6,fuer,fuer,N,N,fuer,C/V\,"MirNDPers, Miracle de la nonne, v. 303"
1971,304,1,tant,tant,QIs,QIs,tant,C/V\,"MirNDPers, Miracle de la nonne, v. 304"
1972,304,2,en,en,Pre,Pre,en,/V\,"MirNDPers, Miracle de la nonne, v. 304"
1973,304,3,l',l',Det,Det,le,C/\,"MirNDPers, Miracle de la nonne, v. 304"
1974,304,4,eglise,eglise,N,N,église,/V\.'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 304"
1975,304,5,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 304"
1976,305,1,dame,dame,N,N,dame,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 305"
1977,305,2,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 305"
1978,305,3,elle,elle,Prn,Prn$,elle,'/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 305"
1979,305,4,est,est,Vfin,Vfin,être,/V\,"MirNDPers, Miracle de la nonne, v. 305"
1980,305,5,toute,toute,QIs,QIs,tout,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 305"
1981,305,6,en,en,Pre,Pre,en,/V\,"MirNDPers, Miracle de la nonne, v. 305"
1982,305,7,dieu,dieu,N,N,dieu,C/V\,"MirNDPers, Miracle de la nonne, v. 305"
1983,305,8,esprise,esprise,Vpp,Vpp,éprendre,/V\.'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 305"
1984,305,9,:,:,Pnc,Pnc,:,,"MirNDPers, Miracle de la nonne, v. 305"
1985,306,1,touzjours,touzjours,Adv,Adv,toujours,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 306"
1986,306,2,est,est,Vfin,Vfin,être,/V\,"MirNDPers, Miracle de la nonne, v. 306"
1987,306,3,devant,devant,PrA,PrA,devant,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 306"
1988,306,4,nostre,nostre,Det,Det,notre,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 306"
1989,306,5,dame,dame,N,N,dame,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 306"
1990,306,6,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 306"
1991,307,1,certes,certes,Adv,Adv,certes,'C/V\.C/e\,"MirNDPers, Miracle de la nonne, v. 307"
1992,307,2,c',c',Prn,Prn,ce,C/\,"MirNDPers, Miracle de la nonne, v. 307"
1993,307,3,est,est,Vfin,Vfin,être,/V\,"MirNDPers, Miracle de la nonne, v. 307"
1994,307,4,une,une,QIs,QIs,un,'/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 307"
1995,307,5,sainte,sainte,Adj,Adj,saint,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 307"
1996,307,6,femme,femme,N,N,femme,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 307"
1997,307,7,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 307"
1998,308,1,a,a,Pre,Pre,à,/V\,"MirNDPers, Miracle de la nonne, v. 308"
1999,308,2,mon,mon,Det,Det,mon,C/V\,"MirNDPers, Miracle de la nonne, v. 308"
2000,308,3,cuidier,cuidier,Vinf,Vinf,cuider,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 308"
2001,308,4,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 308"
2002,309,1,prieure,prieure,N,N,prieure,C/V\.'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 309"
2003,309,2,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 309"
2004,309,3,ce,ce,Prn,Prn,ce,C/(e)\,"MirNDPers, Miracle de la nonne, v. 309"
2005,309,4,n',n',Neg,Neg$$,ne,C/\,"MirNDPers, Miracle de la nonne, v. 309"
2006,309,5,est,est,Vfin,Vfin,être,/V\,"MirNDPers, Miracle de la nonne, v. 309"
2007,309,6,d',d',Pre,Pre,de,C/\,"MirNDPers, Miracle de la nonne, v. 309"
2008,309,7,ui,ui,Adv,Adv,hui2,/V\,"MirNDPers, Miracle de la nonne, v. 309"
2009,309,8,ne,ne,Crd,Crd,ne2,C/(e)\,"MirNDPers, Miracle de la nonne, v. 309"
2010,309,9,d',d',Pre,Pre,de,C/\,"MirNDPers, Miracle de la nonne, v. 309"
2011,309,10,yer,yer,Adv,Adv,hier,/V\,"MirNDPers, Miracle de la nonne, v. 309"
2012,309,11,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 309"
2013,310,1,mais,mais,Crd,Crd,mais,C/V\,"MirNDPers, Miracle de la nonne, v. 310"
2014,310,2,des,des,Pre,Pre,dès,C/V\,"MirNDPers, Miracle de la nonne, v. 310"
2015,310,3,lors,lors,Adv,Adv,lors,C/V\,"MirNDPers, Miracle de la nonne, v. 310"
2016,310,4,que,que,Sub,Sub,que,C/(e)\,"MirNDPers, Miracle de la nonne, v. 310"
2017,310,5,ceens,ceens,Adv,Adv,céans,C/(V)\.'/V\,"MirNDPers, Miracle de la nonne, v. 310"
2018,310,6,entra,entra,Vfin,Vfin,entrer,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 310"
2019,310,7,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 310"
2020,311,1,alez,alez,Vfin,Vfin,aller,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 311"
2021,311,2,la,la,Prn,Prn%$,le,C/V\,"MirNDPers, Miracle de la nonne, v. 311"
2022,311,3,faire,faire,Vinf,Vinf,faire,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 311"
2023,311,4,venir,venir,Vinf,Vinf,venir,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 311"
2024,311,5,ça,ça,Adv,Adv,çà,C/V\,"MirNDPers, Miracle de la nonne, v. 311"
2025,311,6,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 311"
2026,312,1,s',s',Prn,Prn$$,se,C/\,"MirNDPers, Miracle de la nonne, v. 312"
2027,312,2,irons,irons,Vfin,Vfin,aller,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 312"
2028,312,3,couchier,couchier,Vinf,Vinf,coucher,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 312"
2029,312,4,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 312"
2030,313,1,voulentiers,voulentiers,Adv,Adv,volentiers,C/V\.C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 313"
2031,313,2,:,:,Pnc,Pnc,:,,"MirNDPers, Miracle de la nonne, v. 313"
2032,313,3,je,je,Prn,Prn$,je,C/(e)\,"MirNDPers, Miracle de la nonne, v. 313"
2033,313,4,la,la,Prn,Prn$$,le,C/V\,"MirNDPers, Miracle de la nonne, v. 313"
2034,313,5,vois,vois,Vfin,Vfin,voir,C/V\,"MirNDPers, Miracle de la nonne, v. 313"
2035,313,6,huchier,huchier,Vinf,Vinf,hucher,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 313"
2036,313,7,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 313"
2037,314,1,suer,suer,N,N,soeur,C/V\,"MirNDPers, Miracle de la nonne, v. 314"
2038,314,2,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 314"
2039,314,3,l',l',Det,Det,le,C/\,"MirNDPers, Miracle de la nonne, v. 314"
2040,314,4,abbesse,abbesse,N,N,abbesse,/V\.'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 314"
2041,314,5,vous,vous,Prn,Prn$$,vous,C/V\,"MirNDPers, Miracle de la nonne, v. 314"
2042,314,6,mande,mande,Vfin,Vfin,mander,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 314"
2043,314,7,ainsi,ainsi,Adv,Adv,ainsi,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 314"
2044,315,1,qu',qu',Sub,Sub,que,C/\,"MirNDPers, Miracle de la nonne, v. 315"
2045,315,2,a,a,Pre,Pre,à,/V\,"MirNDPers, Miracle de la nonne, v. 315"
2046,315,3,li,li,Prn,Prn,li,C/V\,"MirNDPers, Miracle de la nonne, v. 315"
2047,315,4,vous,vous,Prn,Prn$,vous,C/V\,"MirNDPers, Miracle de la nonne, v. 315"
2048,315,5,en,en,Prn,Prn$$,en2,/V\,"MirNDPers, Miracle de la nonne, v. 315"
2049,315,6,venez,venez,Vfin,Vfin,venir,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 315"
2050,315,7,de,de,Pre,Pre,de,C/(e)\,"MirNDPers, Miracle de la nonne, v. 315"
2051,315,8,ci,ci,Adv,Adv,ci,C/V\,"MirNDPers, Miracle de la nonne, v. 315"
2052,316,1,sanz,sanz,Pre,Pre,sans,C/V\,"MirNDPers, Miracle de la nonne, v. 316"
2053,316,2,demouree,demouree,N,N,demeurée,C/V\.C/V\.'C/V\./(e)\,"MirNDPers, Miracle de la nonne, v. 316"
2054,316,3,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 316"
2055,317,1,suer,suer,N,N,soeur,C/V\,"MirNDPers, Miracle de la nonne, v. 317"
2056,317,2,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 317"
2057,317,3,je,je,Prn,Prn$,je,C/(e)\,"MirNDPers, Miracle de la nonne, v. 317"
2058,317,4,vois,vois,Vfin,Vfin,aller,C/V\,"MirNDPers, Miracle de la nonne, v. 317"
2059,317,5,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 317"
2060,317,6,puis,puis,PrA,PrA,puis,C/V\,"MirNDPers, Miracle de la nonne, v. 317"
2061,317,7,qu',qu',Sub,Sub,que,C/\,"MirNDPers, Miracle de la nonne, v. 317"
2062,317,8,il,il,Prn,Prn$,il,/V\,"MirNDPers, Miracle de la nonne, v. 317"
2063,317,9,li,li,Prn,Prn$$,li,C/V\,"MirNDPers, Miracle de la nonne, v. 317"
2064,317,10,agree,agree,Vfin,Vfin,agréer,/V\.'C/V\./(e)\,"MirNDPers, Miracle de la nonne, v. 317"
2065,317,11,:,:,Pnc,Pnc,:,,"MirNDPers, Miracle de la nonne, v. 317"
2066,318,1,plus,plus,Adv,Adv,plus,C/V\,"MirNDPers, Miracle de la nonne, v. 318"
2067,318,2,ne,ne,Neg,Neg$$,ne,C/(e)\,"MirNDPers, Miracle de la nonne, v. 318"
2068,318,3,vueil,vueil,Vfin,Vfin,vouloir,C/V\,"MirNDPers, Miracle de la nonne, v. 318"
2069,318,4,ci,ci,Adv,Adv,ci,C/V\,"MirNDPers, Miracle de la nonne, v. 318"
2070,318,5,faire,faire,Vinf,Vinf,faire,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 318"
2071,318,6,demour,demour,N,N,demeur,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 318"
2072,318,7,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 318"
2073,319,1,ma,ma,Det,Det,mon,C/V\,"MirNDPers, Miracle de la nonne, v. 319"
2074,319,2,dame,dame,N,N,dame,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 319"
2075,319,3,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 319"
2076,319,4,dieu,dieu,N,N,dieu,C/V\,"MirNDPers, Miracle de la nonne, v. 319"
2077,319,5,vous,vous,Prn,Prn$$,vous,C/V\,"MirNDPers, Miracle de la nonne, v. 319"
2078,319,6,doint,doint,Vfin,Vfin,donner,C/V\,"MirNDPers, Miracle de la nonne, v. 319"
2079,319,7,s',s',Det,Det,son4,C/\,"MirNDPers, Miracle de la nonne, v. 319"
2080,319,8,amour,amour,N,N,amour,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 319"
2081,320,1,par,par,Pre,Pre,par,C/V\,"MirNDPers, Miracle de la nonne, v. 320"
2082,320,2,son,son,Det,Det,son4,C/V\,"MirNDPers, Miracle de la nonne, v. 320"
2083,320,3,plaisir,plaisir,N,N,plaisir,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 320"
2084,320,4,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 320"
2085,321,1,et,et,Crd,Crd,et,/V\,"MirNDPers, Miracle de la nonne, v. 321"
2086,321,2,il,il,Prn,Prn$,il,/V\,"MirNDPers, Miracle de la nonne, v. 321"
2087,321,3,vous,vous,Prn,Prn$$,vous,C/V\,"MirNDPers, Miracle de la nonne, v. 321"
2088,321,4,doint,doint,Vfin,Vfin,donner,C/V\,"MirNDPers, Miracle de la nonne, v. 321"
2089,321,5,vostre,vostre,Det,Det,votre,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 321"
2090,321,6,plaisir,plaisir,N,N,plaisir,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 321"
2091,321,7,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 321"
2092,322,1,suer,suer,N,N,soeur,C/V\,"MirNDPers, Miracle de la nonne, v. 322"
2093,322,2,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 322"
2094,322,3,il,il,Prn,Prn$,il,/V\,"MirNDPers, Miracle de la nonne, v. 322"
2095,322,4,nous,nous,Prn,Prn$$,nous,C/V\,"MirNDPers, Miracle de la nonne, v. 322"
2096,322,5,fault,fault,Vfin,Vfin,falloir,C/V\,"MirNDPers, Miracle de la nonne, v. 322"
2097,322,6,aler,aler,Vinf,Vinf,aller,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 322"
2098,322,7,couchier,couchier,Vinf,Vinf,coucher,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 322"
2099,322,8,:,:,Pnc,Pnc,:,,"MirNDPers, Miracle de la nonne, v. 322"
2100,323,1,pensons,pensons,Vfin,Vfin,penser,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 323"
2101,323,2,d',d',Pre,Pre,de,C/\,"MirNDPers, Miracle de la nonne, v. 323"
2102,323,3,en,en,Pre,Pre,en,/V\,"MirNDPers, Miracle de la nonne, v. 323"
2103,323,4,dortoir,dortoir,N,N,dortoir,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 323"
2104,323,5,nous,nous,Prn,Prn,nous,C/V\,"MirNDPers, Miracle de la nonne, v. 323"
2105,323,6,fichier,fichier,Vpp,Vpp,ficher,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 323"
2106,323,7,;,;,Pnc,Pnc,;,,"MirNDPers, Miracle de la nonne, v. 323"
2107,324,1,il,il,Prn,Prn$,il,/V\,"MirNDPers, Miracle de la nonne, v. 324"
2108,324,2,est,est,Vfin,Vfin,être,/V\,"MirNDPers, Miracle de la nonne, v. 324"
2109,324,3,saisons,saisons,N,N,saison,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 324"
2110,324,4,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 324"
2111,325,1,c',c',Prn,Prn,ce,C/\,"MirNDPers, Miracle de la nonne, v. 325"
2112,325,2,est,est,Vfin,Vfin,être,/V\,"MirNDPers, Miracle de la nonne, v. 325"
2113,325,3,mon,mon,Adv,Adv,men,C/V\,"MirNDPers, Miracle de la nonne, v. 325"
2114,325,4,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 325"
2115,325,5,car,car,Crd,Crd,car,C/V\,"MirNDPers, Miracle de la nonne, v. 325"
2116,325,6,jours,jours,N,N,jour,C/V\,"MirNDPers, Miracle de la nonne, v. 325"
2117,325,7,avons,avons,Vfin,Vfin,avoir,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 325"
2118,325,8,moult,moult,QIs,QIs,moult,C/V\,"MirNDPers, Miracle de la nonne, v. 325"
2119,325,9,longs,longs,Adj,Adj,long,C/V\,"MirNDPers, Miracle de la nonne, v. 325"
2120,326,1,et,et,Crd,Crd,et,/V\,"MirNDPers, Miracle de la nonne, v. 326"
2121,326,2,courtes,courtes,Adj,Adj,court,'C/V\.C/e\,"MirNDPers, Miracle de la nonne, v. 326"
2122,326,3,nuiz,nuiz,N,N,nuit,C/V\,"MirNDPers, Miracle de la nonne, v. 326"
2123,326,4,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 326"
2124,327,1,alons,alons,Vfin,Vfin,aller,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 327"
2125,327,2,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 327"
2126,327,3,dame,dame,N,N,dame,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 327"
2127,327,4,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 327"
2128,327,5,je,je,Prn,Prn$,je,C/(e)\,"MirNDPers, Miracle de la nonne, v. 327"
2129,327,6,vueil,vueil,Vfin,Vfin,vouloir,C/V\,"MirNDPers, Miracle de la nonne, v. 327"
2130,327,7,cest,cest,Dem,Dem,cist,C/V\,"MirNDPers, Miracle de la nonne, v. 327"
2131,327,8,huis,huis,N,N,huis,/V\,"MirNDPers, Miracle de la nonne, v. 327"
2132,328,1,fermer,fermer,Vinf,Vinf,fermer,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 328"
2133,328,2,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 328"
2134,328,3,puis,puis,PrA,PrA,puis,C/V\,"MirNDPers, Miracle de la nonne, v. 328"
2135,328,4,que,que,Sub,Sub,que,C/(e)\,"MirNDPers, Miracle de la nonne, v. 328"
2136,328,5,sommes,sommes,Vfin,Vfin,être,'C/V\.C/e\,"MirNDPers, Miracle de la nonne, v. 328"
2137,328,6,dedans,dedans,PrA,PrA,dedans,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 328"
2138,328,7,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 328"
2139,329,1,afin,afin,Adv,Adv,afin,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 329"
2140,329,2,que,que,Sub,Sub,que,C/(e)\,"MirNDPers, Miracle de la nonne, v. 329"
2141,329,3,nul,nul,QIs,QIs,nul,C/V\,"MirNDPers, Miracle de la nonne, v. 329"
2142,329,4,ame,ame,N,N,âme,'/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 329"
2143,329,5,ceens,ceens,Adv,Adv,céans,C/(V)\.'/V\,"MirNDPers, Miracle de la nonne, v. 329"
2144,330,1,ne,ne,Neg,Neg$$,ne,C/(e)\,"MirNDPers, Miracle de la nonne, v. 330"
2145,330,2,puist,puist,Vfin,Vfin,pouvoir2,C/V\,"MirNDPers, Miracle de la nonne, v. 330"
2146,330,3,entrer,entrer,Vinf,Vinf,entrer,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 330"
2147,330,4,.,.,Pnc,Pnc,.,,"MirNDPers, Miracle de la nonne, v. 330"
2148,331,1,perrotin,perrotin,N,N,Perrotin,C/V\.C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 331"
2149,331,2,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 331"
2150,331,3,sanz,sanz,Pre,Pre,sans,C/V\,"MirNDPers, Miracle de la nonne, v. 331"
2151,331,4,nous,nous,Prn,Prn,nous,C/V\,"MirNDPers, Miracle de la nonne, v. 331"
2152,331,5,plus,plus,Adv,Adv,plus,C/V\,"MirNDPers, Miracle de la nonne, v. 331"
2153,331,6,monstrer,monstrer,Vinf,Vinf,montrer,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 331"
2154,331,7,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 331"
2155,332,1,alons,alons,Vfin,Vfin,aller,/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 332"
2156,332,2,men,men,Adv,Adv,men,C/V\,"MirNDPers, Miracle de la nonne, v. 332"
2157,332,3,la,la,Adv,Adv,là,C/V\,"MirNDPers, Miracle de la nonne, v. 332"
2158,332,4,la,la,Det,Det,le,C/V\,"MirNDPers, Miracle de la nonne, v. 332"
2159,332,5,belle,belle,Adj,Adj,beau,'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 332"
2160,332,6,attendre,attendre,Vinf,Vinf,attendre,/V\.'C/V\.C/(e)\,"MirNDPers, Miracle de la nonne, v. 332"
2161,332,7,",",",",Pnc,Pnc,",",,"MirNDPers, Miracle de la nonne, v. 332"
2162,333,1,car,car,Crd,Crd,car,C/V\,"MirNDPers, Miracle de la nonne, v. 333"
2163,333,2,il,il,Prn,Prn$,il,/V\,"MirNDPers, Miracle de la nonne, v. 333"
2164,333,3,m',m',Prn,Prn$$,me,C/\,"MirNDPers, Miracle de la nonne, v. 333"
2165,333,4,est,est,Vfin,Vfin,être,/V\,"MirNDPers, Miracle de la nonne, v. 333"
2166,333,5,bien,bien,Adv,Adv,bien,C/V\,"MirNDPers, Miracle de la nonne, v. 333"
2167,333,6,mestier,mestier,N,N,métier,C/V\.'C/V\,"MirNDPers, Miracle de la nonne, v. 333"
2168,333,7,d',d',Pre,Pre,de,C/\,"MirNDPers, Miracle de la nonne, v. 333"
