wd_id,line_id,linewd,word,lex_id,pos_nca,textlineid,syntag,syntag2,lemma,syllabified,ref
194,31,4,soir,soir,NOM:obj:masc:sg,31,N,N,soir,C/V\,"RenNouv, v. 31"
195,31,5,ne,ne,PROCON,31,Crd,Crd,ne,C/(e)\,"RenNouv, v. 31"
196,31,6,main,main,NOM:obj:masc:sg,31,N,N,main2,C/V\,"RenNouv, v. 31"
197,32,1,qu,qu,PROCON,32,Sub,Sub,que,C/\,"RenNouv, v. 32"
198,32,2,i,i,PRO:pers:suj:3:masc:sg:unb,32,Prn,Prn$,il,/V\,"RenNouv, v. 32"
199,32,3,en,en,PRE,32,Pre,Pre,en,/V\,"RenNouv, v. 32"
200,32,4,che,che,DET:demo:obj:masc:sg,32,Dem,Dem,ce,C/(e)\,"RenNouv, v. 32"
201,32,5,siecle,siecle,NOM:obj:masc:sg,32,N,N,siècle,'C/V\.C/(e)\,"RenNouv, v. 32"
202,32,6,ait,ait,VER:subp:3:sg,32,Vfin,Vfin,avoir,/V\,"RenNouv, v. 32"
203,32,7,nul,nul,DET:ind:obj:masc:sg,32,QIs,QIs,nul,C/V\,"RenNouv, v. 32"
204,32,8,demain,demain,ADV,32,Adv,Adv,demain,C/V\.'C/V\,"RenNouv, v. 32"
205,33,1,pour,pour,PRE,33,Pre,Pre,pour,C/V\,"RenNouv, v. 33"
206,33,2,che,che,PRO:invar,33,Prn,Prn,ce,C/(e)\,"RenNouv, v. 33"
207,33,3,ne,ne,PRO:clit,33,Neg,Neg$$,ne,C/(e)\,"RenNouv, v. 33"
208,33,4,laissent,laissent,VER:pres:3:pl,33,Vfin,Vfin,laisser,'C/V\.C/e\,"RenNouv, v. 33"
209,33,5,mal,mal,NOM:obj:masc:sg,33,N,N,mal,C/V\,"RenNouv, v. 33"
210,33,6,a,a,PRE,33,Pre,Pre,à,/V\,"RenNouv, v. 33"
211,33,7,faire,faire,VER:infi,33,Vinf,Vinf,faire,'C/V\.C/(e)\,"RenNouv, v. 33"
212,34,1,tant,tant,ADV,34,QIs,QIs,tant,C/V\,"RenNouv, v. 34"
213,34,2,est,est,VER:pres:3:sg,34,Vfin,Vfin,être,/V\,"RenNouv, v. 34"
214,34,3,li,li,DET:def:suj:masc:sg,34,Det,Det,le,C/V\,"RenNouv, v. 34"
215,34,4,mons,mons,NOM:suj:masc:sg,34,N,N,monde,C/V\,"RenNouv, v. 34"
216,34,5,de,de,PRE,34,Pre,Pre,de,C/(e)\,"RenNouv, v. 34"
217,34,6,mal,mal,ADJ:obj:masc:sg,34,Adj,Adj,mal,C/V\,"RenNouv, v. 34"
218,34,7,affaire,affaire,NOM:obj:masc:sg,34,N,N,affaire,/V\.'C/V\.C/(e)\,"RenNouv, v. 34"
219,35,1,de,de,PRE,35,Pre,Pre,de,C/(e)\,"RenNouv, v. 35"
220,35,2,fausseté,fausseté,NOM:obj:femi:sg,35,N,N,fausseté,C/V\.C/e\.'C/V\,"RenNouv, v. 35"
221,35,3,et,et,CON:coord,35,Crd,Crd,et,/V\,"RenNouv, v. 35"
222,35,4,de,de,PRE,35,Pre,Pre,de,C/(e)\,"RenNouv, v. 35"
223,35,5,mal,mal,ADJ:obj:masc:sg,35,Adj,Adj,mal,C/V\,"RenNouv, v. 35"
224,35,6,art,art,NOM:obj:masc:sg,35,N,N,art,/V\,"RenNouv, v. 35"
225,36,1,li,li,DET:def:suj:masc:pl,36,Det,Det,le,C/V\,"RenNouv, v. 36"
226,36,2,cuer,cuer,NOM:suj:masc:pl,36,N,N,coeur,C/V\,"RenNouv, v. 36"
227,36,3,sont,sont,VER:pres:3:pl,36,Vfin,Vfin,être,C/V\,"RenNouv, v. 36"
228,36,4,mais,mais,CON:coord,36,Adv,Adv,mais,C/V\,"RenNouv, v. 36"
229,36,5,plain,plain,ADJ:suj:masc:pl,36,Adj,Adj,plein,C/V\,"RenNouv, v. 36"
230,36,6,de,de,PRE,36,Pre,Pre,de,C/(e)\,"RenNouv, v. 36"
231,36,7,renart,renart,NOM:obj:masc:sg,36,N,N,renard,C/V\.'C/V\,"RenNouv, v. 36"
232,37,1,et,et,CON:coord,37,Crd,Crd,et,/V\,"RenNouv, v. 37"
