wd_id,line_id,linewd,word,lex_id,lemma,textlineid,syntag,syntag2,syllabified,ref
2646,376,4,si,si,si,5894,Adv,Adv,C/V\,"GautArrEr, v. 5894"
2647,376,5,le,le,le,5894,Prn,Prn$$,C/(e)\,"GautArrEr, v. 5894"
2648,376,6,salue,salue,saluer,5894,Vfin,Vfin,C/V\.'C/V\./(e)\,"GautArrEr, v. 5894"
2649,377,1,sifaitement,sifaitement,sifaitement,5895,Adv,Adv,C/V\.C/V\.C/e\.'C/V\,"GautArrEr, v. 5895"
2650,377,2,con,con,comme,5895,Sub,Sub,C/V\,"GautArrEr, v. 5895"
2651,377,3,vous,vous,vous,5895,Prn,Prn$,C/V\,"GautArrEr, v. 5895"
2652,377,4,orrés,orrés,ouïr,5895,Vfin,Vfin,/V\.'C/V\,"GautArrEr, v. 5895"
2653,378,1,et,et,et,5896,Crd,Crd,/V\,"GautArrEr, v. 5896"
2654,378,2,con,con,comme,5896,Sub,Sub,C/V\,"GautArrEr, v. 5896"
2655,378,3,vos,vos,vous,5896,Prn,Prn,C/V\,"GautArrEr, v. 5896"
2656,378,4,oïr,oïr,ouïr,5896,Vinf,Vinf,/V\.'C/V\,"GautArrEr, v. 5896"
2657,378,5,ci,ci,ci,5896,Adv,Adv,C/V\,"GautArrEr, v. 5896"
2658,378,6,porés,porés,pouvoir,5896,Vfin,Vfin,C/V\.'C/V\,"GautArrEr, v. 5896"
2659,378,7,:,:,:,5896,Pnc,Pnc,,"GautArrEr, v. 5896"
2660,379,1,"""","""","""",5897,Pnc,Pnc,,"GautArrEr, v. 5897"
2661,379,2,crois,crois,croix,5897,N,N,C/V\,"GautArrEr, v. 5897"
2662,379,3,",",",",",",5897,Pnc,Pnc,,"GautArrEr, v. 5897"
2663,379,4,beneoite,beneoite,benoît,5897,Adj,Adj,C/V\.C/(V)\.'/V\.C/(e)\,"GautArrEr, v. 5897"
2664,379,5,soies,soies,être,5897,Vfin,Vfin,'C/V\./e\,"GautArrEr, v. 5897"
2665,379,6,tu,tu,tu,5897,Prn,Prn%,C/V\,"GautArrEr, v. 5897"
2666,379,7,!,!,!,5897,Pnc,Pnc,,"GautArrEr, v. 5897"
2667,380,1,dius,dius,Dieu,5898,N,N,C/V\,"GautArrEr, v. 5898"
2668,380,2,beneie,beneie,bénir,5898,Vfin,Vfin,C/V\.C/(V)\.'/V\./(e)\,"GautArrEr, v. 5898"
2669,380,3,ta,ta,ton,5898,Det,Det,C/V\,"GautArrEr, v. 5898"
2670,380,4,vertu,vertu,vertu,5898,N,N,C/V\.'C/V\,"GautArrEr, v. 5898"
2671,380,5,!,!,!,5898,Pnc,Pnc,,"GautArrEr, v. 5898"
2672,381,1,par,par,par,5899,Pre,Pre,C/V\,"GautArrEr, v. 5899"
2673,381,2,toi,toi,toi,5899,Prn,Prn,C/V\,"GautArrEr, v. 5899"
2674,381,3,ai,ai,avoir,5899,Vfin,Vfin,/V\,"GautArrEr, v. 5899"
2675,381,4,fait,fait,faire,5899,Vpp,Vpp,C/V\,"GautArrEr, v. 5899"
2676,381,5,et,et,et,5899,Crd,Crd,/V\,"GautArrEr, v. 5899"
2677,381,6,esploitié,esploitié,exploiter,5899,Vpp,Vpp,/V\.C/V\.'C/V\,"GautArrEr, v. 5899"
2678,382,1,ce,ce,ce,5900,Prn,Prn,C/(e)\,"GautArrEr, v. 5900"
2679,382,2,que,que,que,5900,Qux,Qux,C/(e)\,"GautArrEr, v. 5900"
2680,382,3,g',g',je,5900,Prn,Prn$,C/\,"GautArrEr, v. 5900"
2681,382,4,ai,ai,avoir,5900,Vfin,Vfin,/V\,"GautArrEr, v. 5900"
2682,382,5,le,le,le,5900,Det,Det,C/(e)\,"GautArrEr, v. 5900"
2683,382,6,plus,plus,plus,5900,Adv,Adv,C/V\,"GautArrEr, v. 5900"
2684,382,7,covoitié,covoitié,convoiter,5900,Vpp,Vpp,C/V\.C/V\.'C/V\,"GautArrEr, v. 5900"
2685,382,8,.,.,.,5900,Pnc,Pnc,,"GautArrEr, v. 5900"
2686,383,1,sainte,sainte,saint,5901,Adj,Adj,'C/V\.C/(e)\,"GautArrEr, v. 5901"
2687,383,2,crois,crois,croix,5901,N,N,C/V\,"GautArrEr, v. 5901"
2688,383,3,",",",",",",5901,Pnc,Pnc,,"GautArrEr, v. 5901"
2689,383,4,molt,molt,moult,5901,QIs,QIs,C/V\,"GautArrEr, v. 5901"
2690,383,5,t',t',te,5901,Prn,Prn$$,C/\,"GautArrEr, v. 5901"
2691,383,6,ai,ai,avoir,5901,Vfin,Vfin,/V\,"GautArrEr, v. 5901"
2692,383,7,goulousee,goulousee,gouloser,5901,Vpp,Vpp,C/V\.C/V\.'C/V\./(e)\,"GautArrEr, v. 5901"
2693,383,8,",",",",",",5901,Pnc,Pnc,,"GautArrEr, v. 5901"
2694,384,1,que,que,que,5902,Crd,Crd,C/(e)\,"GautArrEr, v. 5902"
2695,384,2,tu,tu,tu,5902,Prn,Prn$,C/V\,"GautArrEr, v. 5902"
2696,384,3,fus,fus,être,5902,Vfin,Vfin,C/V\,"GautArrEr, v. 5902"
2697,384,4,du,du,de.le,5902,Pre+Det,Pre+Det,C/V\,"GautArrEr, v. 5902"
2698,384,5,sanc,sanc,sang,5902,N,N,C/V\,"GautArrEr, v. 5902"
2699,384,6,arousee,arousee,arroser,5902,Vpp,Vpp,/V\.C/V\.'C/V\./(e)\,"GautArrEr, v. 5902"
2700,385,1,dont,dont,dont,5903,Qux,Qux,C/V\,"GautArrEr, v. 5903"
2701,385,2,dius,dius,Dieu,5903,N,N,C/V\,"GautArrEr, v. 5903"
2702,385,3,racata,racata,racheter,5903,Vfin,Vfin,C/V\.C/V\.'C/V\,"GautArrEr, v. 5903"
2703,385,4,tout,tout,tout,5903,QIs,QIs,C/V\,"GautArrEr, v. 5903"
2704,385,5,le,le,le,5903,Det,Det,C/(e)\,"GautArrEr, v. 5903"
2705,385,6,monde,monde,monde,5903,N,N,'C/V\.C/(e)\,"GautArrEr, v. 5903"
2706,385,7,!,!,!,5903,Pnc,Pnc,,"GautArrEr, v. 5903"
2707,386,1,lavee,lavee,laver,5904,Vpp,Vpp,C/V\.'C/V\./(e)\,"GautArrEr, v. 5904"
2708,386,2,fus,fus,être,5904,Vfin,Vfin,C/V\,"GautArrEr, v. 5904"
2709,386,3,de,de,de,5904,Pre,Pre,C/(e)\,"GautArrEr, v. 5904"
2710,386,4,la,la,le,5904,Det,Det,C/V\,"GautArrEr, v. 5904"
2711,386,5,sainte,sainte,saint,5904,Adj,Adj,'C/V\.C/(e)\,"GautArrEr, v. 5904"
2712,386,6,onde,onde,onde,5904,N,N,'/V\.C/(e)\,"GautArrEr, v. 5904"
2713,386,7,.,.,.,5904,Pnc,Pnc,,"GautArrEr, v. 5904"
2714,387,1,molt,molt,moult,5905,QIs,QIs,C/V\,"GautArrEr, v. 5905"
2715,387,2,ricement,ricement,richement,5905,Adv,Adv,C/V\.C/e\.'C/V\,"GautArrEr, v. 5905"
2716,387,3,fus,fus,être,5905,Vfin,Vfin,C/V\,"GautArrEr, v. 5905"
2717,387,4,atornee,atornee,atourner,5905,Vpp,Vpp,/V\.C/V\.'C/V\./(e)\,"GautArrEr, v. 5905"
2718,388,1,et,et,et,5906,Crd,Crd,/V\,"GautArrEr, v. 5906"
2719,388,2,des,des,de.le,5906,Pre+Det,Pre+Det,C/V\,"GautArrEr, v. 5906"
2720,388,3,sains,sains,saint,5906,Adj,Adj,C/V\,"GautArrEr, v. 5906"
2721,388,4,membres,membres,membre,5906,N,N,'C/V\.C/e\,"GautArrEr, v. 5906"
2722,388,5,aournee,aournee,aorner,5906,Vpp,Vpp,/(V)\./V\.'C/V\./(e)\,"GautArrEr, v. 5906"
2723,389,1,diu,diu,Dieu,5907,N,N,C/V\,"GautArrEr, v. 5907"
2724,389,2,",",",",",",5907,Pnc,Pnc,,"GautArrEr, v. 5907"
2725,389,3,nostre,nostre,notre,5907,Det,Det,'C/V\.C/(e)\,"GautArrEr, v. 5907"
2726,389,4,verai,verai,vrai,5907,Adj,Adj,C/V\.'C/V\,"GautArrEr, v. 5907"
2727,389,5,sauveor,sauveor,sauveur,5907,N,N,C/V\.C/(V)\.'/V\,"GautArrEr, v. 5907"
2728,389,6,",",",",",",5907,Pnc,Pnc,,"GautArrEr, v. 5907"
2729,390,1,par,par,par,5908,Pre,Pre,C/V\,"GautArrEr, v. 5908"
2730,390,2,cui,cui,qui,5908,Qux,Qux,C/V\,"GautArrEr, v. 5908"
2731,390,3,sont,sont,être,5908,Vfin,Vfin,C/V\,"GautArrEr, v. 5908"
2732,390,4,sauf,sauf,sauf,5908,Adj,Adj,C/V\,"GautArrEr, v. 5908"
2733,390,5,li,li,le,5908,Det,Det,C/V\,"GautArrEr, v. 5908"
2734,390,6,peceor,peceor,pécheur,5908,N,N,C/V\.C/e\.'C/V\,"GautArrEr, v. 5908"
2735,390,7,.,.,.,5908,Pnc,Pnc,,"GautArrEr, v. 5908"
2736,391,1,crois,crois,croix,5909,N,N,C/V\,"GautArrEr, v. 5909"
2737,391,2,prescieuse,prescieuse,précieux,5909,Adj,Adj,C/V\.C/V\.'C/V\.C/(e)\,"GautArrEr, v. 5909"
2738,391,3,u,u,où,5909,Qux,Qux,/V\,"GautArrEr, v. 5909"
2739,391,4,li,li,le,5909,Det,Det,C/V\,"GautArrEr, v. 5909"
2740,391,5,saint,saint,saint,5909,Adj,Adj,C/V\,"GautArrEr, v. 5909"
2741,391,6,membre,membre,membre,5909,N,N,'C/V\.C/(e)\,"GautArrEr, v. 5909"
2742,392,1,furent,furent,être,5910,Vfin,Vfin,'C/V\.C/e\,"GautArrEr, v. 5910"
2743,392,2,pendu,pendu,pendre,5910,Vpp,Vpp,C/V\.'C/V\,"GautArrEr, v. 5910"
2744,392,3,por,por,pour,5910,Pre,Pre,C/V\,"GautArrEr, v. 5910"
2745,392,4,nos,nos,nous,5910,Prn,Prn$,C/V\,"GautArrEr, v. 5910"
2746,392,5,raembre,raembre,raiembre,5910,Vinf,Vinf,C/(V)\.'/V\.C/(e)\,"GautArrEr, v. 5910"
2747,392,6,",",",",",",5910,Pnc,Pnc,,"GautArrEr, v. 5910"
2748,393,1,tous,tous,tout,5911,QIs,QIs,C/V\,"GautArrEr, v. 5911"
2749,393,2,jors,jors,jour,5911,N,N,C/V\,"GautArrEr, v. 5911"
2750,393,3,seras,seras,être,5911,Vfin,Vfin,C/V\.'C/V\,"GautArrEr, v. 5911"
2751,393,4,en,en,en,5911,Pre,Pre,/V\,"GautArrEr, v. 5911"
2752,393,5,me,me,mon,5911,Det,Det,C/(e)\,"GautArrEr, v. 5911"
2753,393,6,memoire,memoire,mémoire,5911,N,N,C/V\.'C/V\.C/(e)\,"GautArrEr, v. 5911"
2754,394,1,por,por,pour,5912,Pre,Pre,C/V\,"GautArrEr, v. 5912"
2755,394,2,l',l',le,5912,Det,Det,C/\,"GautArrEr, v. 5912"
2756,394,3,onor,onor,honneur,5912,N,N,/V\.'C/V\,"GautArrEr, v. 5912"
2757,394,4,grant,grant,grand,5912,Adj,Adj,C/V\,"GautArrEr, v. 5912"
2758,394,5,",",",",",",5912,Pnc,Pnc,,"GautArrEr, v. 5912"
2759,394,6,por,por,pour,5912,Pre,Pre,C/V\,"GautArrEr, v. 5912"
2760,394,7,le,le,le,5912,Det,Det,C/(e)\,"GautArrEr, v. 5912"
2761,394,8,victoire,victoire,victoire,5912,N,N,C/V\.'C/V\.C/(e)\,"GautArrEr, v. 5912"
2762,395,1,que,que,que,5913,Qux,Qux,C/(e)\,"GautArrEr, v. 5913"
2763,395,2,de,de,de,5913,Pre,Pre,C/(e)\,"GautArrEr, v. 5913"
2764,395,3,par,par,par,5913,Pre,Pre,C/V\,"GautArrEr, v. 5913"
2765,395,4,toi,toi,toi,5913,Prn,Prn,C/V\,"GautArrEr, v. 5913"
2766,395,5,m',m',me,5913,Prn,Prn$$,C/\,"GautArrEr, v. 5913"
2767,395,6,a,a,avoir,5913,Vfin,Vfin,/V\,"GautArrEr, v. 5913"
2768,395,7,dius,dius,Dieu,5913,N,N,C/V\,"GautArrEr, v. 5913"
2769,395,8,doné,doné,donner,5913,Vpp,Vpp,C/V\.'C/V\,"GautArrEr, v. 5913"
2770,395,9,.,.,.,5913,Pnc,Pnc,,"GautArrEr, v. 5913"
2771,396,1,molt,molt,moult,5914,QIs,QIs,C/V\,"GautArrEr, v. 5914"
2772,396,2,ai,ai,avoir,5914,Vfin,Vfin,/V\,"GautArrEr, v. 5914"
2773,396,3,grant,grant,grand,5914,Adj,Adj,C/V\,"GautArrEr, v. 5914"
2774,396,4,cose,cose,chose,5914,N,N,'C/V\.C/(e)\,"GautArrEr, v. 5914"
2775,396,5,conquesté,conquesté,conquêter,5914,Vpp,Vpp,C/V\.C/V\.'C/V\,"GautArrEr, v. 5914"
2776,397,1,quant,quant,quand,5915,Sub,Sub,C/V\,"GautArrEr, v. 5915"
2777,397,2,revenras,revenras,revenir,5915,Vfin,Vfin,C/V\.C/e\.'C/V\,"GautArrEr, v. 5915"
2778,397,3,el,el,en.le,5915,Pre+Det,Pre+Det,/V\,"GautArrEr, v. 5915"
2779,397,4,liu,liu,lieu,5915,N,N,C/V\,"GautArrEr, v. 5915"
2780,397,5,par,par,par,5915,Pre,Pre,C/V\,"GautArrEr, v. 5915"
2781,397,6,moi,moi,moi,5915,Prn,Prn,C/V\,"GautArrEr, v. 5915"
2782,398,1,u,u,où,5916,Qux,Qux,/V\,"GautArrEr, v. 5916"
2783,398,2,li,li,le,5916,Det,Det,C/V\,"GautArrEr, v. 5916"
2784,398,3,fius,fius,fils,5916,N,N,C/V\,"GautArrEr, v. 5916"
2785,398,4,diu,diu,Dieu,5916,N,N,C/V\,"GautArrEr, v. 5916"
2786,398,5,pendi,pendi,pendre,5916,Vfin,Vfin,C/V\.'C/V\,"GautArrEr, v. 5916"
2787,398,6,en,en,en,5916,Pre,Pre,/V\,"GautArrEr, v. 5916"
2788,398,7,toi,toi,toi,5916,Prn,Prn,C/V\,"GautArrEr, v. 5916"
2789,398,8,.,.,.,5916,Pnc,Pnc,,"GautArrEr, v. 5916"
2790,399,1,n',n',ne,5917,Neg,Neg$$,C/\,"GautArrEr, v. 5917"
2791,399,2,est,est,être,5917,Vfin,Vfin,/V\,"GautArrEr, v. 5917"
2792,399,3,hom,hom,homme,5917,N,N,/V\,"GautArrEr, v. 5917"
2793,399,4,el,el,en.le,5917,Pre+Det,Pre+Det,/V\,"GautArrEr, v. 5917"
2794,399,5,mont,mont,monde,5917,N,N,C/V\,"GautArrEr, v. 5917"
2795,399,6,si,si,si,5917,Adv,Adv,C/V\,"GautArrEr, v. 5917"
2796,399,7,embarnis,embarnis,embarnir,5917,Vpp,Vpp,/V\.C/V\.'C/V\,"GautArrEr, v. 5917"
2797,399,8,",",",",",",5917,Pnc,Pnc,,"GautArrEr, v. 5917"
2798,400,1,se,se,si,5918,Sub,Sub,C/(e)\,"GautArrEr, v. 5918"
2799,400,2,il,il,il,5918,Prn,Prn,/V\,"GautArrEr, v. 5918"
2800,400,3,de,de,de,5918,Pre,Pre,C/(e)\,"GautArrEr, v. 5918"
2801,400,4,toi,toi,toi,5918,Prn,Prn,C/V\,"GautArrEr, v. 5918"
2802,400,5,nen,nen,ne,5918,Neg,Neg$$,C/V\,"GautArrEr, v. 5918"
2803,400,6,est,est,être,5918,Vfin,Vfin,/V\,"GautArrEr, v. 5918"
2804,400,7,garnis,garnis,garnir,5918,Vpp,Vpp,C/V\.'C/V\,"GautArrEr, v. 5918"
2805,400,8,",",",",",",5918,Pnc,Pnc,,"GautArrEr, v. 5918"
2806,401,1,qui,qui,qui,5919,Qux,Qux,C/V\,"GautArrEr, v. 5919"
2807,401,2,puisse,puisse,pouvoir,5919,Vfin,Vfin,'C/V\.C/(e)\,"GautArrEr, v. 5919"
2808,401,3,gaires,gaires,guère,5919,Adv,Adv,'C/V\.C/e\,"GautArrEr, v. 5919"
2809,401,4,esploitier,esploitier,exploiter,5919,Vinf,Vinf,/V\.C/V\.'C/V\,"GautArrEr, v. 5919"
2810,401,5,.,.,.,5919,Pnc,Pnc,,"GautArrEr, v. 5919"
2811,402,1,por,por,pour,5920,Pre,Pre,C/V\,"GautArrEr, v. 5920"
2812,402,2,ce,ce,ce,5920,Prn,Prn,C/(e)\,"GautArrEr, v. 5920"
2813,402,3,doit,doit,devoir,5920,Vfin,Vfin,C/V\,"GautArrEr, v. 5920"
2814,402,4,cascuns,cascuns,chacun,5920,QIs,QIs,C/V\.'C/V\,"GautArrEr, v. 5920"
2815,402,5,covoitier,covoitier,convoiter,5920,Vinf,Vinf,C/V\.C/V\.'C/V\,"GautArrEr, v. 5920"
2816,403,1,qu',qu',que,5921,Sub,Sub,C/\,"GautArrEr, v. 5921"
2817,403,2,il,il,il,5921,Prn,Prn$,/V\,"GautArrEr, v. 5921"
2818,403,3,en,en,en,5921,Prn,Prn$$,/V\,"GautArrEr, v. 5921"
2819,403,4,soit,soit,être,5921,Vfin,Vfin,C/V\,"GautArrEr, v. 5921"
2820,403,5,garnis,garnis,garnir,5921,Vpp,Vpp,C/V\.'C/V\,"GautArrEr, v. 5921"
2821,403,6,et,et,et,5921,Crd,Crd,/V\,"GautArrEr, v. 5921"
2822,403,7,signiés,signiés,signer,5921,Vpp,Vpp,C/V\.'C/V\,"GautArrEr, v. 5921"
2823,403,8,",",",",",",5921,Pnc,Pnc,,"GautArrEr, v. 5921"
2824,404,1,u,u,ou,5922,Crd,Crd,/V\,"GautArrEr, v. 5922"
2825,404,2,il,il,il,5922,Prn,Prn$,/V\,"GautArrEr, v. 5922"
2826,404,3,est,est,être,5922,Vfin,Vfin,/V\,"GautArrEr, v. 5922"
2827,404,4,mors,mors,mourir,5922,Vpp,Vpp,C/V\,"GautArrEr, v. 5922"
2828,404,5,et,et,et,5922,Crd,Crd,/V\,"GautArrEr, v. 5922"
2829,404,6,engigniés,engigniés,engigner,5922,Vpp,Vpp,/V\.C/V\.'C/V\,"GautArrEr, v. 5922"
2830,404,7,.,.,.,5922,Pnc,Pnc,,"GautArrEr, v. 5922"
2831,405,1,crois,crois,croix,5923,N,N,C/V\,"GautArrEr, v. 5923"
2832,405,2,",",",",",",5923,Pnc,Pnc,,"GautArrEr, v. 5923"
2833,405,3,tu,tu,tu,5923,Prn,Prn$,C/V\,"GautArrEr, v. 5923"
2834,405,4,sauves,sauves,sauver,5923,Vfin,Vfin,'C/V\.C/e\,"GautArrEr, v. 5923"
2835,405,5,as,as,à.le,5923,Pre+Det,Pre+Det,/V\,"GautArrEr, v. 5923"
2836,405,6,tiens,tiens,tien,5923,Adj,Adj,C/V\,"GautArrEr, v. 5923"
2837,405,7,le,le,le,5923,Det,Det,C/(e)\,"GautArrEr, v. 5923"
2838,405,8,vie,vie,vie,5923,N,N,'C/V\./(e)\,"GautArrEr, v. 5923"
2839,406,1,s',s',si,5924,Adv,Adv,C/\,"GautArrEr, v. 5924"
2840,406,2,en,en,en,5924,Prn,Prn$$,/V\,"GautArrEr, v. 5924"
2841,406,3,a,a,avoir,5924,Vfin,Vfin,/V\,"GautArrEr, v. 5924"
2842,406,4,diables,diables,diable,5924,N,N,C/V\.'C/V\.C/e\,"GautArrEr, v. 5924"
2843,406,5,grant,grant,grand,5924,Adj,Adj,C/V\,"GautArrEr, v. 5924"
2844,406,6,envie,envie,envie,5924,N,N,/V\.'C/V\./(e)\,"GautArrEr, v. 5924"
2845,406,7,.,.,.,5924,Pnc,Pnc,,"GautArrEr, v. 5924"
2846,407,1,tu,tu,tu,5925,Prn,Prn$,C/V\,"GautArrEr, v. 5925"
2847,407,2,iés,iés,être,5925,Vfin,Vfin,/V\,"GautArrEr, v. 5925"
2848,407,3,as,as,à.le,5925,Pre+Det,Pre+Det,/V\,"GautArrEr, v. 5925"
2849,407,4,tiens,tiens,tien,5925,Adj,Adj,C/V\,"GautArrEr, v. 5925"
2850,407,5,joie,joie,joie,5925,N,N,'C/V\./(e)\,"GautArrEr, v. 5925"
2851,407,6,et,et,et,5925,Crd,Crd,/V\,"GautArrEr, v. 5925"
2852,407,7,confors,confors,confort,5925,N,N,C/V\.'C/V\,"GautArrEr, v. 5925"
2853,407,8,",",",",",",5925,Pnc,Pnc,,"GautArrEr, v. 5925"
2854,408,1,tu,tu,tu,5926,Prn,Prn$,C/V\,"GautArrEr, v. 5926"
2855,408,2,fais,fais,faire,5926,Vfin,Vfin,C/V\,"GautArrEr, v. 5926"
2856,408,3,adiés,adiés,adès,5926,Adv,Adv,/V\.'C/V\,"GautArrEr, v. 5926"
2857,408,4,les,les,le,5926,Det,Det,C/V\,"GautArrEr, v. 5926"
2858,408,5,tiens,tiens,tien,5926,Adj,Adj,C/V\,"GautArrEr, v. 5926"
2859,408,6,plus,plus,plus,5926,Adv,Adv,C/V\,"GautArrEr, v. 5926"
2860,408,7,fors,fors,fort,5926,Adj,Adj,C/V\,"GautArrEr, v. 5926"
2861,408,8,.,.,.,5926,Pnc,Pnc,,"GautArrEr, v. 5926"
2862,409,1,crois,crois,croix,5927,N,N,C/V\,"GautArrEr, v. 5927"
2863,409,2,",",",",",",5927,Pnc,Pnc,,"GautArrEr, v. 5927"
2864,409,3,tu,tu,tu,5927,Prn,Prn$,C/V\,"GautArrEr, v. 5927"
2865,409,4,m',m',me,5927,Prn,Prn$$,C/\,"GautArrEr, v. 5927"
2866,409,5,as,as,avoir,5927,Vfin,Vfin,/V\,"GautArrEr, v. 5927"
2867,409,6,aidié,aidié,aider,5927,Vpp,Vpp,/V\.'C/V\,"GautArrEr, v. 5927"
2868,409,7,et,et,et,5927,Crd,Crd,/V\,"GautArrEr, v. 5927"
2869,409,8,valu,valu,valoir,5927,Vpp,Vpp,C/V\.'C/V\,"GautArrEr, v. 5927"
2870,409,9,.,.,.,5927,Pnc,Pnc,,"GautArrEr, v. 5927"
2871,410,1,en,en,en,5928,Pre,Pre,/V\,"GautArrEr, v. 5928"
2872,410,2,nule,nule,nul,5928,QIs,QIs,'C/V\.C/(e)\,"GautArrEr, v. 5928"
2873,410,3,maison,maison,maison,5928,N,N,C/V\.'C/V\,"GautArrEr, v. 5928"
2874,410,4,n',n',ne,5928,Neg,Neg$$,C/\,"GautArrEr, v. 5928"
2875,410,5,a,a,avoir,5928,Vfin,Vfin,/V\,"GautArrEr, v. 5928"
2876,410,6,salu,salu,salut,5928,N,N,C/V\.'C/V\,"GautArrEr, v. 5928"
2877,411,1,s',s',si,5929,Sub,Sub,C/\,"GautArrEr, v. 5929"
2878,411,2,on,on,on,5929,Prn,Prn$,/V\,"GautArrEr, v. 5929"
2879,411,3,ne,ne,ne,5929,Neg,Neg$$,C/(e)\,"GautArrEr, v. 5929"
2880,411,4,garnist,garnist,garnir,5929,Vfin,Vfin,C/V\.'C/V\,"GautArrEr, v. 5929"
2881,411,5,de,de,de,5929,Pre,Pre,C/(e)\,"GautArrEr, v. 5929"
2882,411,6,toi,toi,toi,5929,Prn,Prn,C/V\,"GautArrEr, v. 5929"
2883,411,7,l',l',le,5929,Det,Det,C/\,"GautArrEr, v. 5929"
2884,411,8,entree,entree,entrée,5929,N,N,/V\.'C/V\./(e)\,"GautArrEr, v. 5929"
2885,411,9,.,.,.,5929,Pnc,Pnc,,"GautArrEr, v. 5929"
2886,412,1,bone,bone,bon,5930,Adj,Adj,'C/V\.C/(e)\,"GautArrEr, v. 5930"
2887,412,2,aventure,aventure,aventure,5930,N,N,/V\.C/V\.'C/V\.C/(e)\,"GautArrEr, v. 5930"
2888,412,3,ai,ai,avoir,5930,Vfin,Vfin,/V\,"GautArrEr, v. 5930"
2889,412,4,encontree,encontree,encontrée,5930,Vpp,Vpp,/V\.C/V\.'C/V\./(e)\,"GautArrEr, v. 5930"
2890,413,1,quant,quant,quand,5931,Sub,Sub,C/V\,"GautArrEr, v. 5931"
2891,413,2,je,je,je,5931,Prn,Prn$,C/(e)\,"GautArrEr, v. 5931"
2892,413,3,te,te,te,5931,Prn,Prn$$,C/(e)\,"GautArrEr, v. 5931"
2893,413,4,voi,voi,voir,5931,Vfin,Vfin,C/V\,"GautArrEr, v. 5931"
2894,413,5,sifaitement,sifaitement,sifaitement,5931,Adv,Adv,C/V\.C/V\.C/e\.'C/V\,"GautArrEr, v. 5931"
2895,413,6,;,;,;,5931,Pnc,Pnc,,"GautArrEr, v. 5931"
2896,414,1,mais,mais,mais,5932,Crd,Crd,C/V\,"GautArrEr, v. 5932"
2897,414,2,je,je,je,5932,Prn,Prn$,C/(e)\,"GautArrEr, v. 5932"
2898,414,3,te,te,te,5932,Prn,Prn$$,C/(e)\,"GautArrEr, v. 5932"
2899,414,4,venrai,venrai,venir,5932,Vfin,Vfin,C/V\.'C/V\,"GautArrEr, v. 5932"
2900,414,5,autrement,autrement,autrement,5932,Adv,Adv,/V\.C/e\.'C/V\,"GautArrEr, v. 5932"
2901,415,1,a,a,à,5933,Pre,Pre,/V\,"GautArrEr, v. 5933"
2902,415,2,molt,molt,moult,5933,QIs,QIs,C/V\,"GautArrEr, v. 5933"
2903,415,3,cort,cort,court,5933,Adj,Adj,C/V\,"GautArrEr, v. 5933"
2904,415,4,terme,terme,terme,5933,N,N,'C/V\.C/(e)\,"GautArrEr, v. 5933"
2905,415,5,",",",",",",5933,Pnc,Pnc,,"GautArrEr, v. 5933"
2906,415,6,se,se,si,5933,Sub,Sub,C/(e)\,"GautArrEr, v. 5933"
2907,415,7,je,je,je,5933,Prn,Prn$,C/(e)\,"GautArrEr, v. 5933"
2908,415,8,vif,vif,vivre,5933,Vfin,Vfin,C/V\,"GautArrEr, v. 5933"
2909,415,9,",",",",",",5933,Pnc,Pnc,,"GautArrEr, v. 5933"
2910,416,1,malgré,malgré,malgré,5934,N,N,C/V\.'C/V\,"GautArrEr, v. 5934"
2911,416,2,en,en,en,5934,Prn,Prn$$,/V\,"GautArrEr, v. 5934"
2912,416,3,aient,aient,avoir,5934,Vfin,Vfin,'/V\./e\,"GautArrEr, v. 5934"
2913,416,4,cist,cist,cist,5934,Dem,Dem,C/V\,"GautArrEr, v. 5934"
2914,416,5,caitif,caitif,chétif,5934,Adj,Adj,C/V\.'C/V\,"GautArrEr, v. 5934"
2915,417,1,qui,qui,qui,5935,Qux,Qux,C/V\,"GautArrEr, v. 5935"
2916,417,2,de,de,de,5935,Pre,Pre,C/(e)\,"GautArrEr, v. 5935"
2917,417,3,lor,lor,leur,5935,Det,Det,C/V\,"GautArrEr, v. 5935"
2918,417,4,creator,creator,créateur,5935,N,N,C/V\.C/V\.'C/V\,"GautArrEr, v. 5935"
2919,417,5,n',n',ne,5935,Neg,Neg$$,C/\,"GautArrEr, v. 5935"
2920,417,6,ont,ont,avoir,5935,Vfin,Vfin,/V\,"GautArrEr, v. 5935"
2921,417,7,cure,cure,cure,5935,N,N,'C/V\.C/(e)\,"GautArrEr, v. 5935"
2922,417,8,",",",",",",5935,Pnc,Pnc,,"GautArrEr, v. 5935"
2923,418,1,ains,ains,ains,5936,Crd,Crd,/V\,"GautArrEr, v. 5936"
2924,418,2,aourent,aourent,aorer,5936,Vfin,Vfin,/(V)\.'/V\.C/e\,"GautArrEr, v. 5936"
2925,418,3,se,se,son,5936,Det,Det,C/(e)\,"GautArrEr, v. 5936"
2926,418,4,creature,creature,créature,5936,N,N,C/V\.C/V\.'C/V\.C/(e)\,"GautArrEr, v. 5936"
2927,418,5,.,.,.,5936,Pnc,Pnc,,"GautArrEr, v. 5936"
2928,419,1,ce,ce,ce,5937,Prn,Prn,C/(e)\,"GautArrEr, v. 5937"
2929,419,2,fait,fait,faire,5937,Vfin,Vfin,C/V\,"GautArrEr, v. 5937"
