wd_id,line_id,linewd,word,lex_id,pos_nca,syntag,syntag2,syllabified,lemma,ref,tei_right,tei_left
2458,407,1,et,et,CON:coord,Crd,Crd,/V\,et,"Coincy, II Mir 23, v. 163",,<l n=&quot;163&quot;>
2459,407,2,qui,qui,PROCON,Qux,Qux,C/V\,qui,"Coincy, II Mir 23, v. 163",,
2460,407,3,bien,bien,ADV,Adv,Adv,C/V\,bien,"Coincy, II Mir 23, v. 163",,
2461,407,4,l',l',PRO:pers:obj:3:masc:sg:unb,Prn,Prn$$,C/\,le,"Coincy, II Mir 23, v. 163",,
2462,407,5,aimme,aimme,VER:pres:3:sg,Vfin,Vfin,'/V\.C/(e)\,aimer,"Coincy, II Mir 23, v. 163",,
2463,407,6,bien,bien,ADV,Adv,Adv,C/V\,bien,"Coincy, II Mir 23, v. 163",,
2464,407,7,la,la,PRO:pers:acc:3:femi:sg,Prn,Prn$$,C/V\,le,"Coincy, II Mir 23, v. 163",,
2465,407,8,doute,doute,VER:pres:3:sg,Vfin,Vfin,'C/V\.C/(e)\,douter,"Coincy, II Mir 23, v. 163",</l>,
2466,408,1,mais,mais,CON:coord,Crd,Crd,C/V\,mais,"Coincy, II Mir 23, v. 164",,<l n=&quot;164&quot;>
2467,408,2,pluseurs,pluseurs,PRO:ind:suj:masc:pl,QIs,QIs,C/V\.'C/V\,plusieurs,"Coincy, II Mir 23, v. 164",,
2468,408,3,sont,sont,VER:pres:3:pl,Vfin,Vfin,C/V\,être,"Coincy, II Mir 23, v. 164",,
2469,408,4,ce,ce,PRO:invar,Prn,Prn,C/(e)\,ce,"Coincy, II Mir 23, v. 164",,
2470,408,5,n,n,PRO:clit,Neg,Neg$$,C/\,ne,"Coincy, II Mir 23, v. 164",,
2471,408,6,est,est,VER:pres:3:sg,Vfin,Vfin,/V\,être,"Coincy, II Mir 23, v. 164",,
2472,408,7,pas,pas,NOM:obj:masc:pl,Neg,Neg,C/V\,pas,"Coincy, II Mir 23, v. 164",,
2473,408,8,doute,doute,NOM:suj:femi:sg,N,N,'C/V\.C/(e)\,doute,"Coincy, II Mir 23, v. 164",</l>,
2474,409,1,qui,qui,PROCON,Qux,Qux,C/V\,qui,"Coincy, II Mir 23, v. 165",,<l n=&quot;165&quot;>
2475,409,2,des,des,PREDET:de:obj:masc:pl,Pre+Det,Pre+Det,C/V\,de.le,"Coincy, II Mir 23, v. 165",,
2476,409,3,sainz,sainz,ADJ:obj:masc:pl,Adj,Adj,C/V\,saint,"Coincy, II Mir 23, v. 165",,
2477,409,4,welent,welent,VER:pres:3:pl,Vfin,Vfin,'C/V\.C/e\,vouloir,"Coincy, II Mir 23, v. 165",,
2478,409,5,coppoier,coppoier,VER:infi,Vinf,Vinf,C/V\.C/V\.'C/V\,coupoyer,"Coincy, II Mir 23, v. 165",</l>,
2479,410,1,celui,celui,PRO:demo:obj:masc:sg,Dem,Dem,C/V\.'C/V\,cil,"Coincy, II Mir 23, v. 166",,<l n=&quot;166&quot;>
2480,410,2,doit,doit,VER:pres:3:sg,Vfin,Vfin,C/V\,devoir,"Coincy, II Mir 23, v. 166",,
2481,410,3,on,on,PRO:invar,Prn,Prn%,/V\,on,"Coincy, II Mir 23, v. 166",,
2482,410,4,les,les,DET:def:obj:masc:pl,Det,Det,C/V\,le,"Coincy, II Mir 23, v. 166",,
2483,410,5,iex,iex,NOM:obj:masc:pl,N,N,/V\,oeil,"Coincy, II Mir 23, v. 166",,
2484,410,6,poier,poier,VER:infi,Vinf,Vinf,C/V\.'C/V\,poier,"Coincy, II Mir 23, v. 166",</l>,
2485,411,1,voire,voire,ADV,Adv,Adv,'C/V\.C/(e)\,voire,"Coincy, II Mir 23, v. 167",,<l n=&quot;167&quot;>
2486,411,2,crever,crever,VER:infi,Vinf,Vinf,C/V\.'C/V\,crever,"Coincy, II Mir 23, v. 167",,
2487,411,3,foi,foi,NOM:obj:femi:sg,N,N,C/V\,foi,"Coincy, II Mir 23, v. 167",,
2488,411,4,que,que,PROCON,Qux,Qux,C/(e)\,que,"Coincy, II Mir 23, v. 167",,
2489,411,5,doi,doi,VER:pres:1:sg,Vfin,Vfin,C/V\,devoir,"Coincy, II Mir 23, v. 167",,
2490,411,6,m',m',DET:poss:obj:femi:sg,Det,Det,C/\,mon,"Coincy, II Mir 23, v. 167",,
2491,411,7,ame,ame,NOM:obj:femi:sg,N,N,'/V\.C/(e)\,âme,"Coincy, II Mir 23, v. 167",</l>,
2492,412,1,qui,qui,PROCON,Qux,Qux,C/V\,qui,"Coincy, II Mir 23, v. 168",,<pb n=&quot;208&quot;/><l n=&quot;168&quot;>
2493,412,2,coppoie,coppoie,VER:pres:3:sg,Vfin,Vfin,C/V\.'C/V\./(e)\,coupoyer,"Coincy, II Mir 23, v. 168",,
2494,412,3,seur,seur,PRE,PrA,PrA,C/V\,sur,"Coincy, II Mir 23, v. 168",,
2495,412,4,nostre,nostre,DET:poss:obj:femi:sg,Det,Det,'C/V\.C/(e)\,notre,"Coincy, II Mir 23, v. 168",,
2496,412,5,dame,dame,NOM:obj:femi:sg,N,N,'C/V\.C/(e)\,dame,"Coincy, II Mir 23, v. 168",</l>,
2497,413,1,qui,qui,PROCON,Qux,Qux,C/V\,qui,"Coincy, II Mir 23, v. 169",,<l n=&quot;169&quot;>
2498,413,2,en,en,PRO:clit,Prn,Prn$$,/V\,en,"Coincy, II Mir 23, v. 169",,
2499,413,3,coppoie,coppoie,VER:pres:3:sg,Vfin,Vfin,C/V\.'C/V\./(e)\,coupoyer,"Coincy, II Mir 23, v. 169",,
2500,413,4,qui,qui,PROCON,Qux,Qux,C/V\,qui,"Coincy, II Mir 23, v. 169",,
2501,413,5,en,en,PRO:clit,Prn,Prn$$,/V\,en,"Coincy, II Mir 23, v. 169",,
2502,413,6,jure,jure,VER:pres:3:sg,Vfin,Vfin,'C/V\.C/(e)\,jurer,"Coincy, II Mir 23, v. 169",</l>,
2503,414,1,il,il,PRO:pers:suj:3:masc:sg:unb,Prn,Prn$,/V\,il,"Coincy, II Mir 23, v. 170",,<l n=&quot;170&quot;>
2504,414,2,fait,fait,VER:pres:3:sg,Vfin,Vfin,C/V\,faire,"Coincy, II Mir 23, v. 170",,
2505,414,3,a,a,PRE,Pre,Pre,/V\,à,"Coincy, II Mir 23, v. 170",,
2506,414,4,dieu,dieu,NOM:obj:masc:sg,N,N,C/V\,dieu,"Coincy, II Mir 23, v. 170",,
2507,414,5,plus,plus,ADV,Adv,Adv,C/V\,plus,"Coincy, II Mir 23, v. 170",,
2508,414,6,grant,grant,ADJ:obj:femi:sg,Adj,Adj,C/V\,grand,"Coincy, II Mir 23, v. 170",,
2509,414,7,injure,injure,NOM:obj:femi:sg,N,N,/V\.'C/V\.C/(e)\,injure,"Coincy, II Mir 23, v. 170",</l>,
2510,415,1,et,et,CON:coord,Crd,Crd,/V\,et,"Coincy, II Mir 23, v. 171",,<l n=&quot;171&quot;>
2511,415,2,plus,plus,ADV,Adv,Adv,C/V\,plus,"Coincy, II Mir 23, v. 171",,
2512,415,3,la,la,DET:def:suj:femi:sg,Det,Det,C/V\,le,"Coincy, II Mir 23, v. 171",,
2513,415,4,chose,chose,NOM:suj:femi:sg,N,N,'C/V\.C/(e)\,chose,"Coincy, II Mir 23, v. 171",,
2514,415,5,li,li,PRO:pers:suj:3:masc:sg:bet,Prn,Prn$$,C/V\,li,"Coincy, II Mir 23, v. 171",,
2515,415,6,est,est,VER:pres:3:sg,Vfin,Vfin,/V\,être,"Coincy, II Mir 23, v. 171",,
2516,415,7,pesme,pesme,ADJ:suj:femi:sg,Adj,Adj,'C/V\.C/(e)\,pesme,"Coincy, II Mir 23, v. 171",</l>,
2517,416,1,que,que,PROCON,Sub,Sub,C/(e)\,que,"Coincy, II Mir 23, v. 172",,<l n=&quot;172&quot;>
2518,416,2,s,s,PROCON,Sub,Sub,C/\,si,"Coincy, II Mir 23, v. 172",,
2519,416,3,il,il,PRO:pers:suj:3:masc:sg:unb,Prn,Prn$,/V\,il,"Coincy, II Mir 23, v. 172",,
2520,416,4,juroit,juroit,VER:impf:3:sg,Vfin,Vfin,C/V\.'C/V\,jurer,"Coincy, II Mir 23, v. 172",,
2521,416,5,de,de,PRE,Pre,Pre,C/(e)\,de,"Coincy, II Mir 23, v. 172",,
2522,416,6,lui,lui,PRO:pers:obj:3:masc:sg:bet,Prn,Prn,C/V\,lui,"Coincy, II Mir 23, v. 172",,
2523,416,7,meesme,meesme,ADV,Adv,Adv,C/(V)\.'/V\.C/(e)\,même,"Coincy, II Mir 23, v. 172",</l>,
2524,417,1,de,de,PRE,Pre,Pre,C/(e)\,de,"Coincy, II Mir 23, v. 173",,<l n=&quot;173&quot;>
2525,417,2,lui,lui,PRO:pers:obj:3:masc:sg:bet,Prn,Prn,C/V\,lui,"Coincy, II Mir 23, v. 173",,
2526,417,3,meesme,meesme,ADV,Adv,Adv,C/(V)\.'/V\.C/(e)\,même,"Coincy, II Mir 23, v. 173",,
2527,417,4,si,si,PROCON,Adv,Adv,C/V\,si,"Coincy, II Mir 23, v. 173",,
2528,417,5,fait,fait,VER:pres:3:sg,Vfin,Vfin,C/V\,faire,"Coincy, II Mir 23, v. 173",,
2529,417,6,il,il,PRO:pers:suj:3:masc:sg:unb,Prn,Prn%,/V\,il,"Coincy, II Mir 23, v. 173",</l>,
2530,418,1,et,et,CON:coord,Crd,Crd,/V\,et,"Coincy, II Mir 23, v. 174",,<l n=&quot;174&quot;>
2531,418,2,d',d',PRE,Pre,Pre,C/\,de,"Coincy, II Mir 23, v. 174",,
2532,418,3,autre,autre,ADJ:obj:femi:sg,Adj,Adj,'/V\.C/(e)\,autre,"Coincy, II Mir 23, v. 174",,
2533,418,4,part,part,NOM:obj:femi:sg,N,N,C/V\,part,"Coincy, II Mir 23, v. 174",,
2534,418,5,certes,certes,ADV,Adv,Adv,'C/V\.C/e\,certes,"Coincy, II Mir 23, v. 174",,
2535,418,6,tuit,tuit,PRO:ind:suj:masc:pl,QIs,QIs,C/V\,tout,"Coincy, II Mir 23, v. 174",,
2536,418,7,cil,cil,PRO:demo:suj:masc:pl,Dem,Dem,C/V\,cil,"Coincy, II Mir 23, v. 174",</l>,
2537,419,1,sont,sont,VER:pres:3:pl,Vfin,Vfin,C/V\,être,"Coincy, II Mir 23, v. 175",,<l n=&quot;175&quot;>
2538,419,2,bien,bien,ADV,Adv,Adv,C/V\,bien,"Coincy, II Mir 23, v. 175",,
2539,419,3,venchu,venchu,VER:pper:masc:sg,Vpp,Vpp,C/V\.'C/V\,vaincre,"Coincy, II Mir 23, v. 175",,
2540,419,4,et,et,CON:coord,Crd,Crd,/V\,et,"Coincy, II Mir 23, v. 175",,
2541,419,5,recreant,recreant,VER:ppre,Vprs,Vprs,C/V\.C/e\.'C/V\,recroire,"Coincy, II Mir 23, v. 175",</l>,
2542,420,1,ne,ne,PROCON,Crd,Crd,C/(e)\,ne,"Coincy, II Mir 23, v. 176",,<l n=&quot;176&quot;>
2543,420,2,cler,cler,ADJ:obj:masc:sg,Adj,Adj,C/V\,clair,"Coincy, II Mir 23, v. 176",,
2544,420,3,ne,ne,PRO:clit,Neg,Neg$$,C/(e)\,ne,"Coincy, II Mir 23, v. 176",,
2545,420,4,sont,sont,VER:pres:3:pl,Vfin,Vfin,C/V\,être,"Coincy, II Mir 23, v. 176",,
2546,420,5,il,il,PRO:pers:suj:3:masc:pl,Prn,Prn%,/V\,il,"Coincy, II Mir 23, v. 176",,
2547,420,6,pas,pas,NOM:obj:masc:pl,Neg,Neg,C/V\,pas,"Coincy, II Mir 23, v. 176",,
2548,420,7,veant,veant,VER:ppre,Vprs,Vprs,C/(V)\.'/V\,voir,"Coincy, II Mir 23, v. 176",</l>,
2549,421,1,cui,cui,PROCON,Qux,Qux,C/V\,qui,"Coincy, II Mir 23, v. 177",,<l n=&quot;177&quot;>
2550,421,2,la,la,DET:def:suj:femi:sg,Det,Det,C/V\,le,"Coincy, II Mir 23, v. 177",,
2551,421,3,honte,honte,NOM:suj:femi:sg,N,N,'C/V\.C/(e)\,honte,"Coincy, II Mir 23, v. 177",,
2552,421,4,c',c',PROCON,Qux,Qux,C/\,que,"Coincy, II Mir 23, v. 177",,
2553,421,5,on,on,PRO:invar,Prn,Prn$,/V\,on,"Coincy, II Mir 23, v. 177",,
2554,421,6,fait,fait,VER:pres:3:sg,Vfin,Vfin,C/V\,faire,"Coincy, II Mir 23, v. 177",,
2555,421,7,lor,lor,DET:poss:obj:femi:sg,Det,Det,C/V\,leur,"Coincy, II Mir 23, v. 177",,
2556,421,8,mere,mere,NOM:obj:femi:sg,N,N,'C/V\.C/(e)\,mère,"Coincy, II Mir 23, v. 177",</l>,
2557,422,1,n,n,PRO:clit,Neg,Neg$$,C/\,ne,"Coincy, II Mir 23, v. 178",,<l n=&quot;178&quot;>
2558,422,2,est,est,VER:pres:3:sg,Vfin,Vfin,/V\,être,"Coincy, II Mir 23, v. 178",,
2559,422,3,assez,assez,ADV,Adv,Adv,/V\.'C/V\,assez,"Coincy, II Mir 23, v. 178",,
2560,422,4,plus,plus,ADV,Adv,Adv,C/V\,plus,"Coincy, II Mir 23, v. 178",,
2561,422,5,aigre,aigre,ADJ:suj:femi:sg,Adj,Adj,'/V\.C/(e)\,aigre,"Coincy, II Mir 23, v. 178",,
2562,422,6,et,et,CON:coord,Crd,Crd,/V\,et,"Coincy, II Mir 23, v. 178",,
2563,422,7,amere,amere,ADJ:suj:femi:sg,Adj,Adj,/V\.'C/V\.C/(e)\,amer,"Coincy, II Mir 23, v. 178",</l>,
2564,423,1,que,que,PROCON,Sub,Sub,C/(e)\,que,"Coincy, II Mir 23, v. 179",,<l n=&quot;179&quot;>
2565,423,2,ne,ne,PRO:clit,Neg,Neg$$,C/(e)\,ne,"Coincy, II Mir 23, v. 179",,
2566,423,3,soit,soit,VER:subp:3:sg,Vfin,Vfin,C/V\,être,"Coincy, II Mir 23, v. 179",,
2567,423,4,cele,cele,PRO:demo:suj:femi:sg,Dem,Dem,'C/V\.C/(e)\,cil,"Coincy, II Mir 23, v. 179",,
2568,423,5,c',c',PROCON,Qux,Qux,C/\,que,"Coincy, II Mir 23, v. 179",,
2569,423,6,on,on,PRO:invar,Prn,Prn$,/V\,on,"Coincy, II Mir 23, v. 179",,
2570,423,7,leur,leur,PRO:pers:dat:3:pl,Prn,Prn$$,C/V\,leur,"Coincy, II Mir 23, v. 179",,
2571,423,8,fait,fait,VER:pres:3:sg,Vfin,Vfin,C/V\,faire,"Coincy, II Mir 23, v. 179",</l>,
2572,424,1,or,or,ADV,Adv,Adv,/V\,or,"Coincy, II Mir 23, v. 180",,<l n=&quot;180&quot;>
2573,424,2,i,i,PRO:clit,Prn,Prn$$,/V\,y,"Coincy, II Mir 23, v. 180",,
2574,424,3,pensommes,pensommes,VER:impe:1:pl,Vfin,Vfin,C/V\.'C/V\.C/e\,penser,"Coincy, II Mir 23, v. 180",,
2575,424,4,tout,tout,PRO:ind:suj:masc:pl,QIs,QIs,C/V\,tout,"Coincy, II Mir 23, v. 180",,
2576,424,5,affait,affait,NOM:obj:masc:sg,N,N,/V\.'C/V\,affait,"Coincy, II Mir 23, v. 180",</l>,
2577,425,1,et,et,CON:coord,Crd,Crd,/V\,et,"Coincy, II Mir 23, v. 181",,<l n=&quot;181&quot;>
2578,425,2,a,a,PRE,Pre,Pre,/V\,à,"Coincy, II Mir 23, v. 181",,
2579,425,3,noz,noz,DET:poss:obj:masc:pl,Det,Det,C/V\,notre,"Coincy, II Mir 23, v. 181",,
2580,425,4,cuers,cuers,NOM:obj:masc:pl,N,N,C/V\,coeur,"Coincy, II Mir 23, v. 181",,
2581,425,5,prenons,prenons,VER:pres:1:pl,Vfin,Vfin,C/V\.'C/V\,prendre,"Coincy, II Mir 23, v. 181",,
2582,425,6,l',l',PRO:pers:obj:3:masc:sg:unb,Det,Det,C/\,le,"Coincy, II Mir 23, v. 181",,
2583,425,7,autrui,autrui,PRO:invar,Adj,Adj,/V\.'C/V\,autrui,"Coincy, II Mir 23, v. 181",</l>,
2584,426,1,se,se,PROCON,Sub,Sub,C/(e)\,si,"Coincy, II Mir 23, v. 182",,<l n=&quot;182&quot;>
2585,426,2,diex,diex,NOM:suj:masc:sg,N,N,C/V\,dieu,"Coincy, II Mir 23, v. 182",,
2586,426,3,m',m',PRO:pers:obj:1:sg:unb,Prn,Prn$$,C/\,me,"Coincy, II Mir 23, v. 182",,
2587,426,4,aïst,aïst,VER:subp:3:sg,Vfin,Vfin,/{V}\.'/V\,aider,"Coincy, II Mir 23, v. 182",,
2588,426,5,demain,demain,ADV,Adv,Adv,C/V\.'C/V\,demain,"Coincy, II Mir 23, v. 182",,
2589,426,6,et,et,CON:coord,Crd,Crd,/V\,et,"Coincy, II Mir 23, v. 182",,
2590,426,7,hui,hui,ADV,Adv,Adv,/V\,hui,"Coincy, II Mir 23, v. 182",</l>,
2591,427,1,de,de,PRE,Pre,Pre,C/(e)\,de,"Coincy, II Mir 23, v. 183",,<l n=&quot;183&quot;>
2592,427,2,moi,moi,PRO:pers:obj:1:sg:bet,Prn,Prn,C/V\,moi,"Coincy, II Mir 23, v. 183",,
2593,427,3,sai,sai,VER:pres:1:sg,Vfin,Vfin,C/V\,savoir,"Coincy, II Mir 23, v. 183",,
2594,427,4,bien,bien,ADV,Adv,Adv,C/V\,bien,"Coincy, II Mir 23, v. 183",,
2595,427,5,sanz,sanz,PRE,Pre,Pre,C/V\,sans,"Coincy, II Mir 23, v. 183",,
2596,427,6,nule,nule,DET:ind:obj:femi:sg,QIs,QIs,'C/V\.C/(e)\,nul,"Coincy, II Mir 23, v. 183",,
2597,427,7,trufe,trufe,NOM:obj:femi:sg,N,N,'C/V\.C/(e)\,truffe,"Coincy, II Mir 23, v. 183",</l>,
2598,428,1,qui,qui,PROCON,Qux,Qux,C/V\,qui,"Coincy, II Mir 23, v. 184",,<l n=&quot;184&quot;>
2599,428,2,me,me,PRO:pers:obj:1:sg:unb,Prn,Prn$$,C/(e)\,me,"Coincy, II Mir 23, v. 184",,
2600,428,3,donroit,donroit,VER:cond:3:sg,Vfin,Vfin,C/V\.'C/V\,donner,"Coincy, II Mir 23, v. 184",,
2601,428,4,une,une,DET:ndf:obj:femi:sg,QIs,QIs,'/V\.C/(e)\,un,"Coincy, II Mir 23, v. 184",,
2602,428,5,grant,grant,ADJ:obj:femi:sg,Adj,Adj,C/V\,grand,"Coincy, II Mir 23, v. 184",,
2603,428,6,bufe,bufe,NOM:obj:femi:sg,N,N,'C/V\.C/(e)\,buffe,"Coincy, II Mir 23, v. 184",</l>,
2604,429,1,ne,ne,PRO:clit,Neg,Neg$$,C/(e)\,ne,"Coincy, II Mir 23, v. 185",,<l n=&quot;185&quot;>
2605,429,2,me,me,PRO:pers:obj:1:sg:unb,Prn,Prn$$,C/(e)\,me,"Coincy, II Mir 23, v. 185",,
2606,429,3,pourroit,pourroit,VER:cond:3:sg,Vfin,Vfin,C/V\.'C/V\,pouvoir,"Coincy, II Mir 23, v. 185",,
2607,429,4,mie,mie,ADV,Neg,Neg,'C/V\./(e)\,mie,"Coincy, II Mir 23, v. 185",,
2608,429,5,a,a,PRE,Pre,Pre,/V\,à,"Coincy, II Mir 23, v. 185",,
2609,429,6,nul,nul,DET:ind:obj:masc:sg,QIs,QIs,C/V\,nul,"Coincy, II Mir 23, v. 185",,
2610,429,7,fuer,fuer,NOM:obj:masc:sg,N,N,C/V\,fuer,"Coincy, II Mir 23, v. 185",</l>,
2611,430,1,d',d',PRE,Pre,Pre,C/\,de,"Coincy, II Mir 23, v. 186",,<l n=&quot;186&quot;>
2612,430,2,assez,assez,ADV,Adv,Adv,/V\.'C/V\,assez,"Coincy, II Mir 23, v. 186",,
2613,430,3,si,si,PROCON,Adv,Adv,C/V\,si,"Coincy, II Mir 23, v. 186",,
2614,430,4,croupir,croupir,VER:infi,Vinf,Vinf,C/V\.'C/V\,croupir,"Coincy, II Mir 23, v. 186",,
2615,430,5,seur,seur,PRE,PrA,PrA,C/V\,sur,"Coincy, II Mir 23, v. 186",,
2616,430,6,le,le,DET:def:obj:masc:sg,Det,Det,C/(e)\,le,"Coincy, II Mir 23, v. 186",,
2617,430,7,cuer,cuer,NOM:obj:masc:sg,N,N,C/V\,coeur,"Coincy, II Mir 23, v. 186",</l>,
2618,431,1,ne,ne,PROCON,Crd,Crd,C/(e)\,ne,"Coincy, II Mir 23, v. 187",,<l n=&quot;187&quot;>
2619,431,2,tant,tant,ADV,QIs,QIs,C/V\,tant,"Coincy, II Mir 23, v. 187",,
2620,431,3,ne,ne,PRO:clit,Neg,Neg$$,C/(e)\,ne,"Coincy, II Mir 23, v. 187",,
2621,431,4,m',m',PRO:pers:obj:1:sg:unb,Prn,Prn$$,C/\,me,"Coincy, II Mir 23, v. 187",,
2622,431,5,en,en,PRO:clit,Prn,Prn$$,/V\,en,"Coincy, II Mir 23, v. 187",,
2623,431,6,forseneroie,forseneroie,VER:cond:1:sg,Vfin,Vfin,C/V\.C/e\.C/e\.'C/V\./(e)\,forcener,"Coincy, II Mir 23, v. 187",</l>,
2624,432,1,de,de,PRE,Pre,Pre,C/(e)\,de,"Coincy, II Mir 23, v. 188",,<l n=&quot;188&quot;>
2625,432,2,la,la,DET:def:obj:femi:sg,Det,Det,C/V\,le,"Coincy, II Mir 23, v. 188",,
2626,432,3,moitié,moitié,NOM:obj:femi:sg,N,N,C/V\.'C/V\,moitié,"Coincy, II Mir 23, v. 188",,
2627,432,4,com,com,CON:subord,Sub,Sub,C/V\,comme,"Coincy, II Mir 23, v. 188",,
2628,432,5,je,je,PRO:pers:suj:1:sg:unb,Prn,Prn$,C/(e)\,je,"Coincy, II Mir 23, v. 188",,
2629,432,6,feroie,feroie,VER:cond:1:sg,Vfin,Vfin,C/V\.'C/V\./(e)\,faire,"Coincy, II Mir 23, v. 188",</l>,
2630,433,1,de,de,PRE,Pre,Pre,C/(e)\,de,"Coincy, II Mir 23, v. 189",,<l n=&quot;189&quot;>
2631,433,2,ma,ma,DET:poss:obj:femi:sg,Det,Det,C/V\,mon,"Coincy, II Mir 23, v. 189",,
2632,433,3,mere,mere,NOM:obj:femi:sg,N,N,'C/V\.C/(e)\,mère,"Coincy, II Mir 23, v. 189",,
2633,433,4,se,se,PROCON,Sub,Sub,C/(e)\,si,"Coincy, II Mir 23, v. 189",,
2634,433,5,vive,vive,ADJ:suj:femi:sg,Adj,Adj,'C/V\.C/(e)\,vif,"Coincy, II Mir 23, v. 189",,
2635,433,6,estoit,estoit,VER:impf:3:sg,Vfin,Vfin,/V\.'C/V\,être,"Coincy, II Mir 23, v. 189",</l>,
2636,434,1,se,se,PROCON,Sub,Sub,C/(e)\,si,"Coincy, II Mir 23, v. 190",,<l n=&quot;190&quot;>
2637,434,2,qui,qui,PROCON,Qux,Qux,C/V\,qui,"Coincy, II Mir 23, v. 190",,
2638,434,3,que,que,PROCON,Sub,Sub,C/(e)\,que,"Coincy, II Mir 23, v. 190",,
2639,434,4,soit,soit,VER:subp:3:sg,Vfin,Vfin,C/V\,être,"Coincy, II Mir 23, v. 190",,
2640,434,5,la,la,PRO:pers:acc:3:femi:sg,Prn,Prn$$,C/V\,le,"Coincy, II Mir 23, v. 190",,
2641,434,6,molestoit,molestoit,VER:impf:3:sg,Vfin,Vfin,C/V\.C/e\.'C/V\,molester,"Coincy, II Mir 23, v. 190",</l>,
2642,435,1,et,et,CON:coord,Crd,Crd,/V\,et,"Coincy, II Mir 23, v. 191",,<l n=&quot;191&quot;>
2643,435,2,qui,qui,PROCON,Qux,Qux,C/V\,qui,"Coincy, II Mir 23, v. 191",,
2644,435,3,li,li,PRO:pers:suj:3:masc:sg:bet,Prn,Prn$$,C/V\,li,"Coincy, II Mir 23, v. 191",,
2645,435,4,porteroit,porteroit,VER:cond:3:sg,Vfin,Vfin,C/V\.C/e\.'C/V\,porter,"Coincy, II Mir 23, v. 191",,
2646,435,5,onneur,onneur,NOM:obj:femi:sg,N,N,/V\.'C/V\,honneur,"Coincy, II Mir 23, v. 191",</l>,
2647,436,1,gré,gré,NOM:obj:masc:sg,N,N,C/V\,gré,"Coincy, II Mir 23, v. 192",,<l n=&quot;192&quot;>
2648,436,2,l',l',PRO:pers:obj:3:masc:sg:unb,Prn,Prn$$,C/\,le,"Coincy, II Mir 23, v. 192",,
2649,436,3,en,en,PRO:clit,Prn,Prn$$,/V\,en,"Coincy, II Mir 23, v. 192",,
2650,436,4,saroie,saroie,VER:cond:1:sg,Vfin,Vfin,C/V\.'C/V\./(e)\,être,"Coincy, II Mir 23, v. 192",,
2651,436,5,assez,assez,ADV,Adv,Adv,/V\.'C/V\,assez,"Coincy, II Mir 23, v. 192",,
2652,436,6,greigneur,greigneur,ADJ:obj:masc:sg,Adj,Adj,C/V\.'C/V\,graindre,"Coincy, II Mir 23, v. 192",</l>,
2653,437,1,et,et,CON:coord,Crd,Crd,/V\,et,"Coincy, II Mir 23, v. 193",,<l n=&quot;193&quot;>
2654,437,2,assez,assez,ADV,Adv,Adv,/V\.'C/V\,assez,"Coincy, II Mir 23, v. 193",,
2655,437,3,plus,plus,ADV,Adv,Adv,C/V\,plus,"Coincy, II Mir 23, v. 193",,
2656,437,4,l',l',PRO:pers:obj:3:masc:sg:unb,Prn,Prn$$,C/\,le,"Coincy, II Mir 23, v. 193",,
2657,437,5,en,en,PRO:clit,Prn,Prn$$,/V\,en,"Coincy, II Mir 23, v. 193",,
2658,437,6,ameroie,ameroie,VER:cond:1:sg,Vfin,Vfin,/V\.C/e\.'C/V\./e\,aimer,"Coincy, II Mir 23, v. 193",</l>,
2659,438,1,de,de,PRE,Pre,Pre,C/(e)\,de,"Coincy, II Mir 23, v. 194",,<l n=&quot;194&quot;>
2660,438,2,moi,moi,PRO:pers:obj:1:sg:bet,Prn,Prn,C/V\,moi,"Coincy, II Mir 23, v. 194",,
2661,438,3,meisme,meisme,ADV,Adv,Adv,C/(V)\.'/V\.C/(e)\,même,"Coincy, II Mir 23, v. 194",,
2662,438,4,ne,ne,PRO:clit,Neg,Neg$$,C/(e)\,ne,"Coincy, II Mir 23, v. 194",,
2663,438,5,feroie,feroie,VER:cond:1:sg,Vfin,Vfin,C/V\.'C/V\./(e)\,faire,"Coincy, II Mir 23, v. 194",</l>,
2664,439,1,de,de,PRE,Pre,Pre,C/(e)\,de,"Coincy, II Mir 23, v. 195",,<pb n=&quot;209&quot;/><l n=&quot;195&quot;>
2665,439,2,ce,ce,PRO:invar,Prn,Prn,C/(e)\,ce,"Coincy, II Mir 23, v. 195",,
2666,439,3,se,se,PROCON,Prn,Prn$$,C/(e)\,se,"Coincy, II Mir 23, v. 195",,
2667,439,4,tienent,tienent,VER:pres:3:pl,Vfin,Vfin,'C/V\.C/e\,tenir,"Coincy, II Mir 23, v. 195",,
2668,439,5,bien,bien,ADV,Adv,Adv,C/V\,bien,"Coincy, II Mir 23, v. 195",,
2669,439,6,a,a,PRE,Pre,Pre,/V\,à,"Coincy, II Mir 23, v. 195",,
2670,439,7,moi,moi,PRO:pers:obj:1:sg:bet,Prn,Prn,C/V\,moi,"Coincy, II Mir 23, v. 195",</l>,
2671,440,1,tout,tout,PRO:ind:suj:masc:pl,QIs,QIs,C/V\,tout,"Coincy, II Mir 23, v. 196",,<l n=&quot;196&quot;>
2672,440,2,li,li,DET:def:suj:masc:pl,Det,Det,C/V\,le,"Coincy, II Mir 23, v. 196",,
2673,440,3,pluseur,pluseur,PRO:ind:suj:masc:pl,QIs,QIs,C/V\.'C/V\,plusieurs,"Coincy, II Mir 23, v. 196",,
2674,440,4,si,si,PROCON,Adv,Adv,C/V\,si,"Coincy, II Mir 23, v. 196",,
