wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
321,35,10,:,:,9_3,Pnc,Pnc,,,PUNCT,:,9
322,36,1,L',l',9_4,Det,Det,le,C/\,DET,le,10
323,36,2,enfant,enfant,9_4,N,N,,/V\.'C/V\,NOUN,enfant,3
324,36,3,servi,servi,9_4,Vfin,Vfin,servir,C/V\.'C/V\,VERB,servir,10
325,36,4,le,le,9_4,Det,Det,le,C/(e)\,DET,le,10
326,36,5,roy,roy,9_4,N,N,,C/V\,NOUN,roi,8
327,36,6,du,du,9_4,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
328,36,7,tout,tout,9_4,QIs,QIs,tout,C/V\,PRON,tout,10
329,36,8,a,a,9_4,Pre,Pre,à,/V\,ADP,à,10
330,36,9,son,son,9_4,Det,Det,son4,C/V\,DET,son,10
331,36,10,plezir,plezir,9_4,N,N,,C/V\.'C/V\,NOUN,plaisir,0
332,36,11,.,.,9_4,Pnc,Pnc,,,PUNCT,.,9
333,37,1,Alexis,alexis,10_1,N,N,,/V\.C/V\.'C/V\,PROPN,Alexis,9
334,37,2,se,se,10_1,Prn,Prn$$,se,C/(e)\,PRON,se,10
335,37,3,porta,porta,10_1,Vfin,Vfin,porter,C/V\.'C/V\,VERB,porter,10
336,37,4,si,si,10_1,Adv,Adv,si4,C/V\,ADV,si,10
337,37,5,que,que,10_1,Sub,Sub,que,C/(e)\,SCONJ,que,10
338,37,6,chacun,chacun,10_1,QIs,QIs,chacun,C/V\.'C/V\,PRON,chacun,10
339,37,7,l',l',10_1,Prn,Prn$$,le,C/\,PRON,le,10
340,37,8,out,out,10_1,Vfin,Vfin,avoir,/V\,VERB,avoir,10
341,37,9,chier,chier,10_1,Adj,Adj,cher,C/V\,ADJ,cher,10
342,37,10,:,:,10_1,Pnc,Pnc,,,PUNCT,:,9
343,38,1,L',l',10_2,Det,Det,le,C/\,DET,le,10
344,38,2,emperere,emperere,10_2,N,N,,/V\.C/e\.'C/V\.C/(e)\,NOUN,empereur,8
345,38,3,l',l',10_2,Prn,Prn$$,le,C/\,PRON,le,10
346,38,4,amoit,amoit,10_2,Vfin,Vfin,aimer,/V\.'C/V\,VERB,aimer,10
347,38,5,",",",",10_2,Pnc,Pnc,,,PUNCT,",",9
348,38,6,si,si,10_2,Adv,Adv,si4,C/V\,ADV,si,10
349,38,7,le,le,10_2,Prn,Prn$$,le,C/(e)\,PRON,le,10
350,38,8,fist,fist,10_2,Vfin,Vfin,faire,C/V\,VERB,faire,10
351,38,9,chevallier,chevallier,10_2,N,N,,C/V\.C/V\.'C/V\,NOUN,chevalier,9
352,38,10,.,.,10_2,Pnc,Pnc,,,PUNCT,.,9
353,39,1,Quant,quant,10_3,Sub,Sub,quand,C/V\,SCONJ,quand,10
354,39,2,son,son,10_3,Det,Det,son4,C/V\,DET,son,10
355,39,3,pére,pere,10_3,N,N,,'C/V\.C/(e)\,NOUN,père,8
356,39,4,le,le,10_3,Prn,Prn$$,le,C/(e)\,PRON,le,10
357,39,5,sout,sout,10_3,Vfin,Vfin,savoir,C/V\,VERB,savoir,10
358,39,6,",",",",10_3,Pnc,Pnc,,,PUNCT,",",9
359,39,7,Dieu,dieu,10_3,N,N,,C/V\,PROPN,Dieu,3
360,39,8,prist,prist,10_3,Vfin,Vfin,prendre,C/V\,VERB,prendre,10
361,39,9,a,a,10_3,Pre,Pre,à,/V\,ADP,à,10
362,39,10,mercier,mercier,10_3,Vinf,Vinf,,C/V\.C/V\.'C/V\,VERB,mercier,8
363,39,11,;,;,10_3,Pnc,Pnc,,,PUNCT,;,9
364,40,1,Adonquez,adonquëz,10_4,Adv,Adv,adonc,/V\.'C/V\.C/e\,ADV,adonc,10
365,40,2,s',s',10_4,Prn,Prn$$,se,C/\,PRON,se,10
366,40,3,apensa,apensa,10_4,Vfin,Vfin,,/V\.C/V\.'C/V\,VERB,apenser,9
367,40,4,qu',qu',10_4,Sub,Sub,que,C/\,SCONJ,que,10
368,40,5,il,il,10_4,Prn,Prn$,il,/V\,PRON,il,10
369,40,6,li,li,10_4,Prn,Prn$$,li,C/V\,PRON,li,10
370,40,7,donroit,donroit,10_4,Vfin,Vfin,donner,C/V\.'C/V\,VERB,donner,10
371,40,8,moulier,moulier,10_4,N,N,,C/V\.'C/V\,NOUN,moillier,5
372,40,9,.,.,10_4,Pnc,Pnc,,,PUNCT,.,9
373,41,1,La,la,11_1,Det,Det,le,C/V\,DET,le,10
374,41,2,fille,fille,11_1,N,N,,'C/V\.C/(e)\,NOUN,fille,3
375,41,3,d',d',11_1,Pre,Pre,de,C/\,ADP,de,10
376,41,4,un,un,11_1,QIs,QIs,un,/V\,DET,un,10
377,41,5,haut,haut,11_1,Adj,Adj,haut,C/V\,ADJ,haut,10
