wd_id,line_id,linewd,lex_id,word,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
999,134,5,tres,trés,134,Adv,Adv,très,C/V\,ADV,très,10
1000,134,6,loial,loial,134,Adj,Adj,,C/V\.'C/V\,ADJ,loyal,9
1001,134,7,corage,corage,134,N,N,,C/V\.'C/V\.C/(e)\,NOUN,courage,9
1002,135,1,a,A,135,Pre,Pre,à,/V\,ADP,à,10
1003,135,2,bel,bel,135,Adj,Adj,beau,C/V\,ADJ,beau,10
1004,135,3,et,et,135,Crd,Crd,et,/V\,CCONJ,et,10
1005,135,4,bon,bon,135,Adj,Adj,bon,C/V\,ADJ,bon,10
1006,135,5,",",",",135,Pnc,Pnc,,,PUNCT,",",9
1007,135,6,dous,dous,135,Adj,Adj,doux,C/V\,ADJ,doux,10
1008,135,7,",",",",135,Pnc,Pnc,,,PUNCT,",",9
1009,135,8,gracieus,gracieus,135,Adj,Adj,,C/V\.C/{V}\.'/V\,ADJ,gracieux,9
1010,135,9,",",",",135,Pnc,Pnc,,,PUNCT,",",9
1011,135,10,et,et,135,Crd,Crd,et,/V\,CCONJ,et,10
1012,135,11,sage,sage,135,Adj,Adj,sage,'C/V\.C/(e)\,ADJ,sage,10
1013,135,12,",",",",135,Pnc,Pnc,,,PUNCT,",",9
1014,136,1,qui,Qui,136,Qux,Qux,qui,C/V\,PRON,qui,10
1015,136,2,de,de,136,Pre,Pre,de,C/(e)\,ADP,de,10
1016,136,3,valour,valour,136,N,N,,C/V\.'C/V\,NOUN,valeur,9
1017,136,4,",",",",136,Pnc,Pnc,,,PUNCT,",",9
1018,137,1,de,De,137,Pre,Pre,de,C/(e)\,ADP,de,10
1019,137,2,courtoisie,courtoisie,137,N,N,,C/V\.C/V\.'C/V\./(e)\,NOUN,courtoisie,8
1020,137,3,et,et,137,Crd,Crd,et,/V\,CCONJ,et,10
1021,137,4,de,de,137,Pre,Pre,de,C/(e)\,ADP,de,10
1022,137,5,parfaite,parfaite,137,Vpp,Vpp,,C/V\.'C/V\.C/(e)\,VERB,parfaire,8
1023,137,6,honnour,honnour,137,N,N,,/V\.'C/V\,NOUN,honneur,8
1024,137,7,",",",",137,Pnc,Pnc,,,PUNCT,",",9
1025,138,1,et,Et,138,Crd,Crd,et,/V\,CCONJ,et,10
1026,138,2,de,de,138,Pre,Pre,de,C/(e)\,ADP,de,10
1027,138,3,plaisant,plaisant,138,Vprs,Vprs,plaire,C/V\.'C/V\,VERB,plaire,10
1028,138,4,maintient,maintient,138,N,N,,C/V\.'C/V\,PROPN|NOUN,maintenir,-1
1029,138,5,avoit,avoit,138,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
1030,138,6,la,la,138,Det,Det,le,C/V\,DET,le,10
1031,138,7,flour,flour,138,N,N,,C/V\,NOUN,fleur,8
1032,138,8,",",",",138,Pnc,Pnc,,,PUNCT,",",9
1033,139,1,et,Et,139,Crd,Crd,et,/V\,CCONJ,et,10
1034,139,2,des,des,139,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
1035,139,3,tres,trés,139,Adv,Adv,très,C/V\,ADV,très,10
1036,139,4,bons,bons,139,Adj,Adj,bon,C/V\,ADJ,bon,10
1037,139,5,estoit,estoit,139,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10
1038,139,6,tout,tout,139,QIs,QIs,tout,C/V\,DET,tout,10
1039,139,7,le,le,139,Det,Det,le,C/(e)\,DET,le,10
1040,139,8,millour,millour,139,Adj,Adj,meilleur,C/V\.'C/V\,ADJ,meilleur,10
1041,139,9,.,.,139,Pnc,Pnc,,,PUNCT,.,9
1042,140,1,et,Et,140,Crd,Crd,et,/V\,CCONJ,et,10
1043,140,2,s',s',140,Adv,Adv,si4,C/\,ADV,si,10
1044,140,3,ot,ot,140,Vfin,Vfin,avoir,/V\,VERB,avoir,10
1045,140,4,en,en,140,Pre,Pre,en,/V\,ADP,en,10
1046,140,5,li,li,140,Prn,Prn,li,C/V\,PRON,li,10
1047,141,1,gent,Gent,141,Adj,Adj,gent2,C/V\,ADJ,gent,10
1048,141,2,corps,corps,141,N,N,,C/V\,NOUN,corps,3
1049,141,3,faitis,faitis,141,Adj,Adj,,C/V\.'C/V\,ADJ,faitis,9
1050,141,4,",",",",141,Pnc,Pnc,,,PUNCT,",",9
1051,141,5,cointe,cointe,141,Adj,Adj,,'C/V\.C/(e)\,ADJ,cointe,8
1052,141,6,",",",",141,Pnc,Pnc,,,PUNCT,",",9
1053,141,7,apert,apert,141,Adj,Adj,,/V\.'C/V\,ADJ,apert,8
1054,141,8,",",",",141,Pnc,Pnc,,,PUNCT,",",9
1055,141,9,et,et,141,Crd,Crd,et,/V\,CCONJ,et,10
1056,141,10,joli,joli,141,Adj,Adj,,C/V\.'C/V\,ADJ,joli,6
1057,141,11,",",",",141,Pnc,Pnc,,,PUNCT,",",9
1058,142,1,juene,Juene,142,Adj,Adj,,'C/V\.C/(e)\,ADJ,jeune,8
1059,142,2,",",",",142,Pnc,Pnc,,,PUNCT,",",9
1060,142,3,gentil,gentil,142,Adj,Adj,gentil,C/V\.'C/V\,ADJ,gentil,10
1061,142,4,",",",",142,Pnc,Pnc,,,PUNCT,",",9
1062,142,5,de,de,142,Pre,Pre,de,C/(e)\,ADP,de,10
1063,142,6,maniere,maniere,142,N,N,,C/V\.'C/V\.C/(e)\,NOUN,manière,8
1064,142,7,garni,garni,142,Vpp,Vpp,,C/V\.'C/V\,VERB,garnir,8
1065,142,8,",",",",142,Pnc,Pnc,,,PUNCT,",",9
1066,143,1,plein,Plein,143,Adj,Adj,plein,C/V\,ADJ,plein,10
1067,143,2,de,de,143,Pre,Pre,de,C/(e)\,ADP,de,10
1068,143,3,tout,tout,143,QIs,QIs,tout,C/V\,DET,tout,10
1069,143,4,ce,ce,143,Prn,Prn,ce,C/(e)\,PRON,ce,10
1070,143,5,qu',qu',143,Qux,Qux,que,C/\,PRON,que,10
1071,143,6,il,il,143,Prn,Prn$,il,/V\,PRON,il,10
1072,143,7,faut,faut,143,Vfin,Vfin,faillir,C/V\,VERB,faillir,10
1073,143,8,a,a,143,Pre,Pre,à,/V\,ADP,à,10
1074,143,9,vray,vray,143,Adj,Adj,vrai,C/V\,ADJ,vrai,10
1075,143,10,ami,ami,143,N,N,,/V\.'C/V\,NOUN,ami,8
1076,143,11,.,.,143,Pnc,Pnc,,,PUNCT,.,9
1077,144,1,et,Et,144,Crd,Crd,et,/V\,CCONJ,et,10
1078,144,2,d',d',144,Pre,Pre,de,C/\,ADP,de,10
1079,144,3,estre,estre,144,Vinf,Vinf,être,'/V\.C/(e)\,VERB,être,10
1080,144,4,amez,amez,144,Vpp,Vpp,aimer,/V\.'C/V\,VERB,aimer,10
1081,145,1,par,Par,145,Pre,Pre,par,C/V\,ADP,par,10
1082,145,2,dessus,dessus,145,PrA,PrA,dessus,C/V\.'C/V\,ADP,dessus,10
1083,145,3,tous,tous,145,QIs,QIs,tout,C/V\,PRON,tout,10
1084,145,4,estoit,estoit,145,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10
1085,145,5,dignes,dignes,145,Adj,Adj,,'C/V\.C/e\,ADJ,digne,9
1086,145,6,clamez,clamez,145,Vpp,Vpp,clamer,C/V\.'C/V\,VERB,clamer,10
1087,145,7,",",",",145,Pnc,Pnc,,,PUNCT,",",9
1088,146,1,car,Car,146,Crd,Crd,car,C/V\,CCONJ,car,10
1089,146,2,il,il,146,Prn,Prn$,il,/V\,PRON,il,10
1090,146,3,estoit,estoit,146,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10
1091,146,4,vrais,vrais,146,Adj,Adj,vrai,C/V\,ADJ,vrai,10
1092,146,5,",",",",146,Pnc,Pnc,,,PUNCT,",",9
1093,146,6,loiaus,loiaus,146,Adj,Adj,,C/V\.'C/V\,ADJ,loyal,9
1094,146,7,",",",",146,Pnc,Pnc,,,PUNCT,",",9
1095,146,8,et,et,146,Crd,Crd,et,/V\,CCONJ,et,10
1096,146,9,secrez,secrez,146,Adj,Adj,,C/V\.'C/V\,ADJ,secret,8
1097,146,10,",",",",146,Pnc,Pnc,,,PUNCT,",",9
1098,147,1,et,Et,147,Crd,Crd,et,/V\,CCONJ,et,10
1099,147,2,en,en,147,Pre,Pre,en,/V\,ADP,en,10
1100,147,3,trestous,trestous,147,QIs,QIs,trèstout,C/V\.'C/V\,DET,trèstout,10
1101,147,4,fais,fais,147,N,N,,C/V\,NOUN,faix,3
1102,147,5,amoureus,amoureus,147,Adj,Adj,,/V\.C/V\.'C/V\,ADJ,amoureux,9
1103,147,6,discrez,discrez,147,Adj,Adj,,C/V\.'C/V\,ADJ,discret,8
1104,147,7,;,;,147,Pnc,Pnc,,,PUNCT,;,9
1105,148,1,et,Et,148,Crd,Crd,et,/V\,CCONJ,et,10
1106,148,2,je,je,148,Prn,Prn$,je,C/(e)\,PRON,je,10
1107,148,3,l',l',148,Prn,Prn$$,le,C/\,PRON,le,10
1108,148,4,amoie,amoie,148,Vfin,Vfin,aimer,/V\.'C/V\./(e)\,VERB,aimer,10
1109,149,1,si,Si,149,Adv,Adv,si4,C/V\,ADV,si,10
1110,149,2,loiaument,loiaument,149,Adv,Adv,,C/V\.C/V\.'C/V\,ADV,loyalement,9
1111,149,3,que,que,149,Sub,Sub,que,C/(e)\,SCONJ,que,10
1112,149,4,tout,tout,149,QIs,QIs,tout,C/V\,DET,tout,10
1113,149,5,mon,mon,149,Det,Det,mon,C/V\,DET,mon,10
1114,149,6,cuer,cuer,149,N,N,,C/V\,NOUN,coeur,3
1115,149,7,mettoie,mettoie,149,Vfin,Vfin,mettre,C/V\.'C/V\./(e)\,VERB,mettre,10
1116,150,1,en,En,150,Pre,Pre,en,/V\,ADP,en,10
1117,150,2,li,li,150,Prn,Prn,li,C/V\,PRON,li,10
1118,150,3,amer,amer,150,Vinf,Vinf,aimer,/V\.'C/V\,VERB,aimer,10
1119,150,4,",",",",150,Pnc,Pnc,,,PUNCT,",",9
1120,150,5,n',n',150,Crd,Crd,ne2,C/\,CCONJ,ne,10
1121,150,6,autre,autre,150,Adj,Adj,autre,'/V\.C/(e)\,ADJ,autre,10
1122,150,7,entente,entente,150,N,N,,/V\.'C/V\.C/(e)\,NOUN,entente,8
1123,150,8,n',n',150,Neg,Neg$$,ne,C/\,ADV,ne,10
1124,150,9,avoie,avoie,150,Vfin,Vfin,avoir,/V\.'C/V\./(e)\,VERB,avoir,10
1125,150,10,;,;,150,Pnc,Pnc,,,PUNCT,;,9
1126,151,1,qu',Qu',151,Crd,Crd,que,C/\,CCONJ,que,10
1127,151,2,en,en,151,Pre,Pre,en,/V\,ADP,en,10
1128,151,3,li,li,151,Prn,Prn,li,C/V\,PRON,li,10
1129,151,4,estoit,estoit,151,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10
1130,151,5,m',m',151,Det,Det,mon,C/\,DET,mon,10
1131,151,6,esperence,esperence,151,N,N,,/V\.C/e\.'C/V\.C/(e)\,NOUN,espérance,6
1132,151,7,",",",",151,Pnc,Pnc,,,PUNCT,",",9
1133,151,8,ma,ma,151,Det,Det,mon,C/V\,DET,mon,10
1134,151,9,joie,joie,151,N,N,,'C/V\./(e)\,NOUN,joie,8
1135,151,10,",",",",151,Pnc,Pnc,,,PUNCT,",",9
1136,152,1,et,Et,152,Crd,Crd,et,/V\,CCONJ,et,10
1137,152,2,mon,mon,152,Det,Det,mon,C/V\,DET,mon,10
1138,152,3,plaisir,plaisir,152,N,N,,C/V\.'C/V\,NOUN,plaisir,8
1139,152,4,",",",",152,Pnc,Pnc,,,PUNCT,",",9
1140,153,1,mon,Mon,153,Det,Det,mon,C/V\,DET,mon,10
1141,153,2,cuer,cuer,153,N,N,,C/V\,NOUN,coeur,3
1142,153,3,",",",",153,Pnc,Pnc,,,PUNCT,",",9
1143,153,4,m',m',153,Det,Det,mon,C/\,DET,mon,10
1144,153,5,amor,amor,153,N,N,,/V\.'C/V\,NOUN,amour,8
1145,153,6,",",",",153,Pnc,Pnc,,,PUNCT,",",9
1146,153,7,mon,mon,153,Det,Det,mon,C/V\,DET,mon,10
1147,153,8,penser,penser,153,Vinf,Vinf,penser,C/V\.'C/V\,VERB,penser,10
1148,153,9,",",",",153,Pnc,Pnc,,,PUNCT,",",9
1149,153,10,mon,mon,153,Det,Det,mon,C/V\,DET,mon,10
1150,153,11,desir,desir,153,N,N,,C/V\.'C/V\,NOUN,désir,8
1151,153,12,.,.,153,Pnc,Pnc,,,PUNCT,.,9
1152,154,1,de,De,154,Pre,Pre,de,C/(e)\,ADP,de,10
1153,154,2,tous,tous,154,QIs,QIs,tout,C/V\,DET,tout,10
1154,154,3,les,les,154,Det,Det,le,C/V\,DET,le,10
1155,154,4,biens,biens,154,N,N,bien,C/V\,NOUN,bien,10
1156,154,5,pooit,pooit,154,Vfin,Vfin,pouvoir2,C/V\.'C/V\,VERB,pouvoir,10
1157,154,6,mes,mes,154,Det,Det,mon,C/V\,DET,mon,10
1158,154,7,cuers,cuers,154,N,N,,C/V\,NOUN,coeur,3
1159,154,8,joir,joïr,154,Vinf,Vinf,,C/V\.'C/V\,VERB,jouir,9
1160,155,1,par,Par,155,Pre,Pre,par,C/V\,ADP,par,10
1161,155,2,li,li,155,Prn,Prn,li,C/V\,PRON,li,10
1162,155,3,veoir,veoïr,155,Vinf,Vinf,voir,C/(V)\.'/V\,VERB,voir,10
1163,155,4,seulement,seulement,155,Adv,Adv,seulement,C/V\.C/e\.'C/V\,ADV,seulement,10
1164,155,5,et,et,155,Crd,Crd,et,/V\,CCONJ,et,10
1165,155,6,oïr,oïr,155,Vinf,Vinf,ouïr,/V\.'C/V\,VERB,ouïr,10
1166,155,7,.,.,155,Pnc,Pnc,,,PUNCT,.,9
1167,156,1,tous,Tous,156,QIs,QIs,tout,C/V\,DET,tout,10
1168,156,2,mes,mes,156,Det,Det,mon,C/V\,DET,mon,10
1169,156,3,confors,confors,156,N,N,,C/V\.'C/V\,NOUN,confort,8
1170,157,1,estoit,Estoit,157,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10
1171,157,2,en,en,157,Pre,Pre,en,/V\,ADP,en,10
1172,157,3,li,li,157,Prn,Prn,li,C/V\,PRON,li,10
1173,157,4,;,;,157,Pnc,Pnc,,,PUNCT,;,9
1174,157,5,c',c',157,Prn,Prn,ce,C/\,PRON,ce,10
1175,157,6,estoit,estoit,157,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10
1176,157,7,tous,tous,157,QIs,QIs,tout,C/V\,DET,tout,10
1177,157,8,mes,mes,157,Det,Det,mon,C/V\,DET,mon,10
1178,157,9,depors,depors,157,N,N,,C/V\.'C/V\,NOUN,déport,9
1179,157,10,",",",",157,Pnc,Pnc,,,PUNCT,",",9
1180,158,1,tous,Tous,158,QIs,QIs,tout,C/V\,DET,tout,10
1181,158,2,mes,mes,158,Det,Det,mon,C/V\,DET,mon,10
1182,158,3,solas,solas,158,N,N,,C/V\.'C/V\,NOUN,soulas,8
1183,158,4,",",",",158,Pnc,Pnc,,,PUNCT,",",9
1184,158,5,mes,mes,158,Det,Det,mon,C/V\,DET,mon,10
1185,158,6,deduis,deduis,158,N,N,,C/V\.'C/V\,NOUN,déduit,8
1186,158,7,",",",",158,Pnc,Pnc,,,PUNCT,",",9
1187,158,8,mes,mes,158,Det,Det,mon,C/V\,DET,mon,10
1188,158,9,tresors,tresors,158,N,N,,C/V\.'C/V\,NOUN,trésor,9
1189,158,10,.,.,158,Pnc,Pnc,,,PUNCT,.,9
1190,159,1,c',C',159,Prn,Prn,ce,C/\,PRON,ce,10
1191,159,2,estoit,estoit,159,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10
1192,159,3,mes,mes,159,Det,Det,mon,C/V\,DET,mon,10
1193,159,4,murs,murs,159,N,N,,C/V\,NOUN,mur,3
1194,159,5,",",",",159,Pnc,Pnc,,,PUNCT,",",9
1195,159,6,mes,mes,159,Det,Det,mon,C/V\,DET,mon,10
1196,159,7,chastiaus,chastiaus,159,N,N,,C/V\.'C/V\,NOUN,château,9
1197,159,8,",",",",159,Pnc,Pnc,,,PUNCT,",",9
1198,159,9,mes,mes,159,Det,Det,mon,C/V\,DET,mon,10
1199,159,10,ressors,ressors,159,N,N,,C/V\.'C/V\,NOUN,ressort,8
1200,159,11,.,.,159,Pnc,Pnc,,,PUNCT,.,9
1201,160,1,et,Et,160,Crd,Crd,et,/V\,CCONJ,et,10
1202,160,2,il,il,160,Prn,Prn$,il,/V\,PRON,il,10
1203,160,3,m',m',160,Prn,Prn$$,me,C/\,PRON,me,10
1204,160,4,amoit,amoit,160,Vfin,Vfin,aimer,/V\.'C/V\,VERB,aimer,10
1205,160,5,;,;,160,Pnc,Pnc,,,PUNCT,;,9
1206,161,1,par,Par,161,Pre,Pre,par,C/V\,ADP,par,10
1207,161,2,dessus,dessus,161,PrA,PrA,dessus,C/V\.'C/V\,ADV,dessus,10
1208,161,3,tout,tout,161,QIs,QIs,tout,C/V\,PRON,tout,10
1209,161,4,me,me,161,Prn,Prn$$,me,C/(e)\,PRON,me,10
1210,161,5,servoit,servoit,161,Vfin,Vfin,servir,C/V\.'C/V\,VERB,servir,10
1211,161,6,et,et,161,Crd,Crd,et,/V\,CCONJ,et,10
1212,161,7,cremoit,cremoit,161,Vfin,Vfin,craindre,C/V\.'C/V\,VERB,craindre,10
1213,161,8,;,;,161,Pnc,Pnc,,,PUNCT,;,9
1214,162,1,son,Son,162,Det,Det,son4,C/V\,DET,son,10
1215,162,2,cuer,cuer,162,N,N,,C/V\,NOUN,coeur,3
1216,162,3,",",",",162,Pnc,Pnc,,,PUNCT,",",9
1217,162,4,s',s',162,Det,Det,son4,C/\,DET,son,10
1218,162,5,amour,amour,162,N,N,,/V\.'C/V\,NOUN,amour,8
1219,162,6,",",",",162,Pnc,Pnc,,,PUNCT,",",9
1220,162,7,sa,sa,162,Det,Det,son4,C/V\,DET,son,10
1221,162,8,dame,dame,162,N,N,,'C/V\.C/(e)\,NOUN,dame,8
1222,162,9,me,me,162,Prn,Prn$$,me,C/(e)\,PRON,me,10
1223,162,10,clamoit,clamoit,162,Vfin,Vfin,clamer,C/V\.'C/V\,VERB,clamer,10
1224,162,11,.,.,162,Pnc,Pnc,,,PUNCT,.,9
1225,163,1,tous,Tous,163,QIs,QIs,tout,C/V\,PRON,tout,10
1226,163,2,estoit,estoit,163,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10
1227,163,3,miens,miens,163,Adj,Adj,mon,C/V\,ADJ,mon,10
1228,163,4,;,;,163,Pnc,Pnc,,,PUNCT,;,9
1229,163,5,mes,mes,163,Det,Det,mon,C/V\,DET,mon,10
1230,163,6,cuers,cuers,163,N,N,,C/V\,NOUN,coeur,3
1231,163,7,bien,bien,163,Adv,Adv,bien,C/V\,ADV,bien,10
1232,163,8,le,le,163,Prn,Prn$$,le,C/(e)\,PRON,le,10
1233,163,9,savoit,savoit,163,Vfin,Vfin,savoir,C/V\.'C/V\,VERB,savoir,10
1234,163,10,;,;,163,Pnc,Pnc,,,PUNCT,;,9
1235,164,1,ne,Ne,164,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10
1236,164,2,riens,riens,164,N,N,rien,C/V\,PROPN|NOUN,rien,10
1237,164,3,desplaire,desplaire,164,Vinf,Vinf,déplaire,C/V\.'C/V\.C/(e)\,VERB,déplaire,10
1238,165,1,ne,Ne,165,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
1239,165,2,li,li,165,Prn,Prn$$,li,C/V\,PRON,li,10
1240,165,3,peust,peüst,165,Vfin,Vfin,pouvoir2,C/(V)\.'/V\,VERB,pouvoir,10
1241,165,4,qui,qui,165,Qux,Qux,qui,C/V\,PRON,qui,10
1242,165,5,a,a,165,Pre,Pre,à,/V\,ADP,à,10
1243,165,6,moy,moy,165,Prn,Prn,moi,C/V\,PRON,moi,10
1244,165,7,deust,deüst,165,Vfin,Vfin,devoir2,C/(V)\.'/V\,VERB,devoir,10
1245,165,8,plaire,plaire,165,Vinf,Vinf,plaire,'C/V\.C/(e)\,VERB,plaire,10
1246,166,1,de,De,166,Pre,Pre,de,C/(e)\,ADP,de,10
1247,166,2,nos,nos,166,Prn,Prn,nous,C/V\,PRON,nous,10
1248,166,3,.ij.,.ij.,166,QIs,QIs,deux,C/V\,NUM,deux,10
1249,166,4,cuers,cuers,166,N,N,,C/V\,NOUN,coeur,3
1250,166,5,estoit,estoit,166,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10
1251,166,6,si,si,166,Adv,Adv,si4,C/V\,ADV,si,10
1252,166,7,juste,juste,166,Adj,Adj,,'C/V\.C/(e)\,ADJ,juste,8
1253,166,8,paire,paire,166,N,N,,'C/V\.C/(e)\,NOUN,paire,3
1254,167,1,qu',Qu',167,Sub,Sub,que,C/\,SCONJ,que,10
1255,167,2,onques,onques,167,Adv,Adv,onques,'/V\.C/e\,ADV,onques,10
1256,167,3,ne,ne,167,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
1257,167,4,fu,fu,167,Vfin,Vfin,être,C/V\,VERB,être,10
1258,167,5,l',l',167,Det,Det,le,C/\,DET,le,10
1259,167,6,un,un,167,QIs,QIs,un,/V\,PRON,un,10
1260,167,7,a,a,167,Pre,Pre,à,/V\,ADP,à,10
1261,167,8,l',l',167,Det,Det,le,C/\,DET,le,10
1262,167,9,autre,autre,167,Adj,Adj,autre,'/V\.C/(e)\,ADJ,autre,10
1263,167,10,contraire,contraire,167,Adj,Adj,,C/V\.'C/V\.C/(e)\,ADJ,contraire,8
1264,167,11,;,;,167,Pnc,Pnc,,,PUNCT,;,9
1265,168,1,einsois,Einsois,168,Adv,Adv,ainçois,/V\.'C/V\,ADV,ainçois,10
1266,168,2,estoient,estoient,168,Vfin,Vfin,être,/V\.'C/V\./e\,VERB,être,10
1267,169,1,tuit,Tuit,169,QIs,QIs,tout,C/V\,PRON,tout,10
1268,169,2,d',d',169,Pre,Pre,de,C/\,ADP,de,10
1269,169,3,un,un,169,QIs,QIs,un,/V\,DET,un,10
1270,169,4,acort,acort,169,N,N,,/V\.'C/V\,NOUN,accord,8
1271,169,5,;,;,169,Pnc,Pnc,,,PUNCT,;,9
1272,169,6,une,une,169,QIs,QIs,un,'/V\.C/(e)\,DET,un,10
1273,169,7,pensee,pensée,169,N,N,,C/V\.'C/V\./(e)\,NOUN,pensée,8
1274,169,8,avoient,avoient,169,Vfin,Vfin,avoir,/V\.'C/V\./e\,VERB,avoir,10
1275,169,9,.,.,169,Pnc,Pnc,,,PUNCT,.,9
1276,170,1,de,De,170,Pre,Pre,de,C/(e)\,ADP,de,10
1277,170,2,volenté,volenté,170,N,N,,C/V\.C/V\.'C/V\,NOUN,volonté,8
1278,170,3,",",",",170,Pnc,Pnc,,,PUNCT,",",9
1279,170,4,de,de,170,Pre,Pre,de,C/(e)\,ADP,de,10
1280,170,5,desir,desir,170,N,N,,C/V\.'C/V\,NOUN,désir,8
1281,170,6,se,se,170,Prn,Prn$$,se,C/(e)\,PRON,se,10
1282,170,7,sambloient,sambloient,170,Vfin,Vfin,sembler,C/V\.'C/V\./e\,VERB,sembler,10
1283,170,8,;,;,170,Pnc,Pnc,,,PUNCT,;,9
1284,171,1,un,Un,171,QIs,QIs,un,/V\,DET,un,10
1285,171,2,bien,bien,171,N,N,bien,C/V\,NOUN,bien,10
1286,171,3,",",",",171,Pnc,Pnc,,,PUNCT,",",9
1287,171,4,un,un,171,QIs,QIs,un,/V\,DET,un,10
1288,171,5,mal,mal,171,N,N,mal,C/V\,NOUN,mal,10
1289,171,6,",",",",171,Pnc,Pnc,,,PUNCT,",",9
1290,171,7,une,une,171,QIs,QIs,un,'/V\.C/(e)\,DET,un,10
1291,171,8,joie,joie,171,N,N,,'C/V\./(e)\,NOUN,joie,8
1292,171,9,sentoient,sentoient,171,Vfin,Vfin,sentir,C/V\.'C/V\./e\,VERB,sentir,10
1293,172,1,conjointement,Conjointement,172,Adv,Adv,,C/V\.C/V\.C/e\.'C/V\,ADV,conjointement,8
1294,172,2,",",",",172,Pnc,Pnc,,,PUNCT,",",9
1295,173,1,n',N',173,Crd,Crd,ne2,C/\,CCONJ,ne,10
1296,173,2,onques,onques,173,Adv,Adv,onques,'/V\.C/e\,ADV,onques,10
1297,173,3,ne,ne,173,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
1298,173,4,fu,fu,173,Vfin,Vfin,être,C/V\,VERB,être,10
1299,173,5,entre,entre,173,PrA,PrA,entre,'/V\.C/(e)\,ADP,entre,10
1300,173,6,eaus,eaus,173,Prn,Prn,eux,/V\,PRON,eux,10
1301,173,7,.ij.,.ij.,173,QIs,QIs,deux,C/V\,NUM,deux,10
1302,173,8,autrement,autrement,173,Adv,Adv,,/V\.C/e\.'C/V\,ADV,autrement,9
1303,173,9,;,;,173,Pnc,Pnc,,,PUNCT,;,9
1304,174,1,mais,Mais,174,Crd,Crd,mais,C/V\,CCONJ,mais,10
1305,174,2,c',c',174,Prn,Prn,ce,C/\,PRON,ce,10
1306,174,3,a,a,174,Vfin,Vfin,avoir,/V\,VERB,avoir,10
1307,174,4,esté,esté,174,Vpp,Vpp,être,/V\.'C/V\,VERB,être,10
1308,174,5,toudis,toudis,174,Adv,Adv,toudis,C/V\.'C/V\,ADV,toudis,10
1309,174,6,si,si,174,Adv,Adv,si4,C/V\,ADV,si,10
1310,174,7,loyaument,loyaument,174,Adv,Adv,,C/V\.C/V\.'C/V\,ADV,loyalement,9
1311,175,1,qu',Qu',175,Sub,Sub,que,C/\,SCONJ,que,10
1312,175,2,il,il,175,Prn,Prn$,il,/V\,PRON,il,10
1313,175,3,n',n',175,Neg,Neg$$,ne,C/\,ADV,ne,10
1314,175,4,ot,ot,175,Vfin,Vfin,avoir,/V\,VERB,avoir,10
1315,175,5,onques,onques,175,Adv,Adv,onques,'/V\.C/e\,ADV,onques,10
1316,175,6,un,un,175,QIs,QIs,un,/V\,DET,un,10
1317,175,7,villain,villain,175,Adj,Adj,vilain,C/V\.'C/V\,ADJ,vilain,10
1318,175,8,pensement,pensement,175,N,N,,C/V\.C/e\.'C/V\,NOUN,pensement,3
1319,176,1,en,En,176,Pre,Pre,en,/V\,ADP,en,10
1320,176,2,nos,nos,176,Det,Det,notre,C/V\,DET,notre,10
1321,176,3,amours,amours,176,N,N,,/V\.'C/V\,NOUN,amour,8
1322,176,4,.,.,176,Pnc,Pnc,,,PUNCT,.,9
1323,177,1,lasse,Lasse,177,Adj,Adj,las,'C/V\.C/(e)\,ADJ,las,10
1324,177,2,",",",",177,Pnc,Pnc,,,PUNCT,",",9
1325,177,3,dolente,dolente,177,Adj,Adj,dolent,C/V\.'C/V\.C/(e)\,ADJ,dolent,10
1326,177,4,!,!,177,Pnc,Pnc,,,PUNCT,!,9
1327,177,5,or,Or,177,Adv,Adv,or2,/V\,ADV,or,10
1328,177,6,est,est,177,Vfin,Vfin,être,/V\,VERB,être,10
1329,177,7,bien,bien,177,Adv,Adv,bien,C/V\,ADV,bien,10
1330,177,8,a,a,177,Pre,Pre,à,/V\,ADP,à,10
1331,177,9,rebours,rebours,177,N,N,,C/V\.'C/V\,NOUN,rebours,9
1332,177,10,.,.,177,Pnc,Pnc,,,PUNCT,.,9
1333,178,1,car,Car,178,Crd,Crd,car,C/V\,CCONJ,car,10
1334,178,2,mes,mes,178,Det,Det,mon,C/V\,DET,mon,10
1335,178,3,douceurs,douceurs,178,N,N,,C/V\.'C/V\,NOUN,douceur,9
1336,178,4,sont,sont,178,Vfin,Vfin,être,C/V\,VERB,être,10
1337,178,5,dolereus,dolereus,178,Adj,Adj,,C/V\.C/e\.'C/V\,ADJ,douloureux,9
