wd_id,line_id,linewd,word,lex_id,pos_nca,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
63,7,7,il,il,PRO:pers:suj:3:masc:sg:unb,7,Prn,Prn$,il,/V\,PRON,il,10
64,7,8,turt,turt,VER:subp:3:sg,7,Vfin,Vfin,tourner,C/V\,VERB,tourner,10
65,7,9,vers,vers,PRE,7,Pre,Pre,vers2,C/V\,ADP,vers,10
66,7,10,moi,moi,PRO:pers:obj:1:sg:bet,7,Prn,Prn,moi,C/V\,PRON,moi,10
67,7,11,s,s,DET:poss:obj:femi:sg,7,Det,Det,son4,C/\,DET,son,10
68,7,12,oïe,oïe,NOM:obj:femi:sg,7,N,N,,/V\.'C/V\./(e)\,PROPN|NOUN,ouïe,8
69,8,1,et,et,CON:coord,8,Crd,Crd,et,/V\,CCONJ,et,10
70,8,2,enpoinge,enpoinge,VER:subp:3:sg,8,Vfin,Vfin,empoindre,/V\.'C/V\.C/(e)\,VERB,empoindre,10
71,8,3,son,son,DET:poss:obj:masc:sg,8,Det,Det,son4,C/V\,DET,son,10
72,8,4,cuer,cuer,NOM:obj:masc:sg,8,N,N,,C/V\,NOUN,coeur,3
73,8,5,a,a,PRE,8,Pre,Pre,à,/V\,ADP,à,10
74,8,6,entendre,entendre,VER:infi,8,Vinf,Vinf,entendre,/V\.'C/V\.C/(e)\,VERB,entendre,10
75,8,7,la,la,DET:def:obj:femi:sg,8,Det,Det,le,C/V\,DET,le,10
76,8,8,vie,vie,NOM:obj:femi:sg,8,N,N,,'C/V\./(e)\,NOUN,vie,3
77,9,1,de,de,PRE,9,Pre,Pre,de,C/(e)\,ADP,de,10
78,9,2,celui,celui,PRO:demo:obj:masc:sg,9,Dem,Dem,cil,C/V\.'C/V\,PRON,cil,10
79,9,3,qui,qui,PROCON,9,Qux,Qux,qui,C/V\,PRON,qui,10
80,9,4,por,por,PRE,9,Pre,Pre,pour,C/V\,ADP,pour,10
81,9,5,deu,deu,NOM:obj:masc:sg,9,N,N,,C/V\,PROPN,Dieu,3
82,9,6,soffrit,soffrit,VER:simp:3:sg,9,Vfin,Vfin,souffrir,C/V\.'C/V\,VERB,souffrir,10
