wd_id,line_id,linewd,word,lex_id,pos_nca,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
149,28,2,les,les,DET:def:obj:femi:pl,28,Det,Det,le,C/V\,DET,le,10
150,28,3,torbes,torbes,NOM:obj:femi:pl,28,N,N,,'C/V\.C/e\,NOUN,turber,2
151,28,4,que,que,PROCON,28,Qux,Qux,que,C/(e)\,PRON,que,10
152,28,5,il,il,PRO:pers:suj:3:masc:pl,28,Prn,Prn$,il,/V\,PRON,il,10
153,28,6,cremoient,cremoient,VER:impf:3:pl,28,Vfin,Vfin,craindre,C/V\.'C/V\./e\,VERB,craindre,10
154,29,1,ce,ce,PRO:invar,29,Prn,Prn,ce,C/(e)\,PRON,ce,10
155,29,2,dient,dient,VER:pres:3:pl,29,Vfin,Vfin,dire,'C/V\./e\,VERB,dire,10
156,29,3,tuit,tuit,PRO:ind:suj:masc:pl,29,QIs,QIs,tout,C/V\,PRON,tout,10
157,29,4,"""","""",PON:cit,29,Pnc,Pnc,,,PUNCT,"""",9
158,29,5,lessiez,lessiez,VER:impe:2:pl,29,Vfin,Vfin,laisser,C/V\.C/<V>\.'/V\,VERB,laisser,10
159,29,6,aler,aler,VER:infi,29,Vinf,Vinf,aller,/V\.'C/V\,VERB,aller,10
160,30,1,puis,puis,ADV,30,PrA,PrA,puis,C/V\,ADV,puis,10
161,30,2,en,en,PRO:clit,30,Prn,Prn$$,en2,/V\,PRON,en,10
162,30,3,porrommes,porrommes,VER:futu:1:pl,30,Vfin,Vfin,pouvoir2,C/V\.'C/V\.C/e\,VERB,pouvoir,10
163,30,4,mieuz,mieuz,ADV,30,Adv,Adv,mieux,C/V\,ADV,mieux,10
164,30,5,parler,parler,VER:infi,30,Vinf,Vinf,parler,C/V\.'C/V\,VERB,parler,10
165,31,1,ceus,ceus,PRO:demo:obj:masc:pl,31,Dem,Dem,cil,C/V\,PRON,cil,10
166,31,2,qui,qui,PROCON,31,Qux,Qux,qui,C/V\,PRON,qui,10
167,31,3,venu,venu,VER:pper:masc:sg,31,Vpp,Vpp,venir,C/V\.'C/V\,VERB,venir,10
168,31,4,sont,sont,VER:pres:3:pl,31,Vfin,Vfin,être,C/V\,VERB,être,10
169,31,5,a,a,PRE,31,Pre,Pre,à,/V\,ADP,à,10
170,31,6,la,la,DET:def:obj:femi:sg,31,Det,Det,le,C/V\,DET,le,10
171,31,7,feste,feste,NOM:obj:femi:sg,31,N,N,,'C/V\.C/(e)\,NOUN,fête,3
172,32,1,tost,tost,ADV,32,Adv,Adv,tôt,C/V\,ADV,tôt,10
173,32,2,em,em,PRO:clit,32,Prn,Prn$$,en2,/V\,PRON,en,10
174,32,3,porroit,porroit,VER:cond:3:sg,32,Vfin,Vfin,pouvoir2,C/V\.'C/V\,VERB,pouvoir,10
175,32,4,issir,issir,VER:infi,32,Vinf,Vinf,issir,/V\.'C/V\,VERB,issir,10
176,32,5,moleste,moleste,NOM:suj:femi:sg,32,Adj,Adj,,C/V\.'C/V\.C/(e)\,ADJ,moleste,8
177,32,6,"""","""",PON:cit,32,Pnc,Pnc,,,PUNCT,"""",9
178,33,1,li,li,DET:def:suj:masc:sg,33,Det,Det,le,C/V\,DET,le,10
