wd_id,line_id,linewd,word,lex_id,pos_nca,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
3071,404,7,tint,tint,VER:simp:3:sg,699,Vfin,Vfin,tenir,C/V\,VERB,tenir,10
3072,404,8,origni,origni,NPR:obj:masc:sg,699,N,N,,/V\.C/V\.'C/V\,NOUN,origni,-10
3073,405,1,et,et,CON:coord,700,Crd,Crd,et,/V\,CCONJ,et,10
3074,405,2,saint,saint,ADJ:obj:masc:sg,700,Adj,Adj,saint,C/V\,ADJ,saint,10
3075,405,3,quentin,quentin,NPR:obj:masc:sg,700,N,N,,C/V\.'C/V\,NOUN,Quentin,2
3076,405,4,et,et,CON:coord,700,Crd,Crd,et,/V\,CCONJ,et,10
3077,405,5,perone,perone,NPR:obj:masc:sg,700,N,N,,C/V\.'C/V\.C/(e)\,NOUN,Peronne,2
3078,405,6,et,et,CON:coord,700,Crd,Crd,et,/V\,CCONJ,et,10
3079,405,7,clari,clari,NPR:obj:masc:sg,700,N,N,,C/V\.'C/V\,NOUN,clarir,2
3080,406,1,et,et,CON:coord,701,Crd,Crd,et,/V\,CCONJ,et,10
3081,406,2,ham,ham,NPR:obj:masc:sg,701,N,N,,C/V\,NOUN,aim,5
3082,406,3,et,et,CON:coord,701,Crd,Crd,et,/V\,CCONJ,et,10
3083,406,4,roie,roie,NPR:obj:masc:sg,701,N,N,,'C/V\./(e)\,NOUN,raie,8
3084,406,5,neele,neele,NPR:obj:masc:sg,701,N,N,,C/(V)\.'/V\.C/(e)\,PROPN|NOUN,UNKNOWN,-10
3085,406,6,et,et,CON:coord,701,Crd,Crd,et,/V\,CCONJ,et,10
3086,406,7,falevi,falevi,NPR:obj:masc:sg,701,N,N,,C/V\.C/e\.'C/V\,PROPN|NOUN,UNKNOWN,-10
3087,407,1,penseiz,penseiz,VER:pres:2:pl,702,Vfin,Vfin,penser,C/V\.'C/V\,VERB,penser,10
3088,407,2,qe,qe,PROCON,702,Sub,Sub,que,C/(e)\,SCONJ,que,10
3089,407,3,j,j,PRO:pers:suj:1:sg:unb,702,Prn,Prn$,je,C/\,PRON,je,10
3090,407,4,aie,aie,VER:subp:1:sg,702,Vfin,Vfin,avoir,'/V\./(e)\,VERB,avoir,10
3091,407,5,le,le,DET:def:obj:masc:sg,702,Det,Det,le,C/(e)\,DET,le,10
3092,407,6,riche,riche,ADJ:obj:masc:sg,702,Adj,Adj,riche,'C/V\.C/(e)\,ADJ,riche,10
3093,407,7,fié,fié,NOM:obj:masc:sg,702,N,N,,C/V\,NOUN,fief,3
3094,407,8,saisi,saisi,VER:pper:masc:sg,702,Vpp,Vpp,saisir,C/V\.'C/V\,VERB,saisir,10
3095,408,1,li,li,DET:def:suj:masc:sg,703,Det,Det,le,C/V\,DET,le,10
3096,408,2,empereres,empereres,NOM:suj:masc:sg,703,N,N,,/V\.C/e\.'C/V\.C/e\,NOUN,empereur,9
3097,408,3,m,m',PRO:pers:obj:1:sg:unb,703,Prn,Prn$$,me,C/\,PRON,me,10
3098,408,4,en,en,PRO:clit,703,Prn,Prn$$,en2,/V\,PRON,en,10
3099,408,5,a,a,VER:pres:3:sg,703,Vfin,Vfin,avoir,/V\,VERB,avoir,10
3100,408,6,del,del,PREDET:de:obj:masc:sg,703,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
3101,408,7,tout,tout,PRO:ind:obj:masc:sg,703,QIs,QIs,tout,C/V\,PRON,tout,10
3102,408,8,failli,failli,VER:pper:masc:sg,703,Vpp,Vpp,faillir,C/V\.'C/V\,VERB,faillir,10
3103,408,9,’,’,PON:cit,703,Pnc,Pnc,,,PUNCT,’,9
3104,409,1,et,et,CON:coord,704,Crd,Crd,et,/V\,CCONJ,et,10
3105,409,2,li,li,DET:def:suj:masc:pl,704,Det,Det,le,C/V\,DET,le,10
3106,409,3,baron,baron,NOM:suj:masc:pl,704,N,N,,C/V\.'C/V\,NOUN,baron,8
3107,409,4,chascuns,chascuns,PRO:ind:suj:masc:sg,704,QIs,QIs,chacun,C/V\.'C/V\,PRON,chacun,10
3108,409,5,li,li,PRO:pers:suj:3:masc:sg:bet,704,Prn,Prn$$,li,C/V\,PRON,li,10
3109,409,6,respondi,respondi,VER:simp:3:sg,704,Vfin,Vfin,répondre,C/V\.C/V\.'C/V\,VERB,répondre,10
3110,410,1,‘,‘,PON:cit,705,Pnc,Pnc,,,PUNCT,‘,9
3111,410,2,donnés,donnés,VER:impe:2:pl,705,Vfin,Vfin,donner,C/V\.'C/V\,VERB,donner,10
3112,410,3,nos,nos,PRO:pers:1:pl,705,Prn,Prn%%,nous,C/V\,PRON,nous,10
3113,410,4,trives,trives,NOM:obj:femi:pl,705,N,N,,'C/V\.C/e\,NOUN,trêve,9
3114,410,5,s,s,PROCON,705,Adv,Adv,si4,C/\,ADV,si,10
3115,410,6,irons,irons,VER:futu:1:pl,705,Vfin,Vfin,aller,/V\.'C/V\,VERB,aller,10
3116,410,7,a,a,PRE,705,Pre,Pre,à,/V\,ADP,à,10
3117,410,8,loeys,loeys,NPR:obj:masc:sg,705,N,N,,C/V\.C/(V)\.'/V\,NOUN,Louis,5
3118,411,1,a,a,PRE,706,Pre,Pre,à,/V\,ADP,à,10
3119,411,2,sa,sa,DET:poss:obj:femi:sg,706,Det,Det,son4,C/V\,DET,son,10
3120,411,3,parole,parole,NOM:obj:femi:sg,706,N,N,,C/V\.'C/V\.C/(e)\,NOUN,parole,8
