wd_id,word,lex_id,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
227,esperit,esperit,101014,N,N,,/V\.C/e\.'C/V\,NOUN,esprit,8
228,translatez,translatez,101014,Vpp,Vpp,,C/V\.C/V\.'C/V\,VERB,translater,9
229,estoit,estoit,101014,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10
230,en,en,101014,Pre,Pre,en,/V\,ADP,en,10
231,une,une,101014,QIs,QIs,un,'/V\.C/(e)\,DET,un,10
232,contree,contree,101014,N,N,,C/V\.'C/V\./(e)\,NOUN,contrée,9
233,tenebreuse,tenebreuse,101014,Adj,Adj,,C/V\.C/e\.'C/V\.C/(e)\,ADJ,ténébreux,9
234,en,en,101014,Pre,Pre,en,/V\,ADP,en,10
235,laquelle,laquelle,101015,Qux,Qux,lequel,C/V\.'C/V\.C/(e)\,DET,lequel,10
236,terminoit,terminoit,101015,Vfin,Vfin,,C/V\.C/V\.'C/V\,VERB,terminer,9
237,un,un,101015,QIs,QIs,un,/V\,DET,un,10
238,val,val,101015,N,N,,C/V\,NOUN,val,8
239,flotant,flotant,101015,Vprs,Vprs,,C/V\.'C/V\,VERB,flotter,9
240,sur,sur,101015,PrA,PrA,sur,C/V\,ADP,sur,10
241,diverses,diverses,101015,QIs,QIs,divers,C/V\.'C/V\.C/e\,DET,divers,10
242,eaues,eaues,101015,N,N,,/<V>\.'/V\./e\,NOUN,eau,9
243,.,.,101015,Pnc,Pnc,,,PUNCT,.,9
244,La,la,101015,Adv,Adv,là,C/V\,ADV,là,10
245,m',m',101015,Prn,Prn$$,me,C/\,PRON,me,10
246,apparoit,apparoit,101015,Vfin,Vfin,apparaître,/V\.C/V\.'C/V\,VERB,apparaître,10
247,l',l',101016,Det,Det,le,C/\,DET,le,10
248,estature,estature,101016,N,N,,/V\.C/V\.'C/V\.C/e\,NOUN,stature,9
249,d',d',101016,Pre,Pre,de,C/\,ADP,de,10
250,un,un,101016,QIs,QIs,un,/V\,DET,un,10
251,homme,homme,101016,N,N,,'/V\.C/(e)\,NOUN,homme,9
252,de,de,101016,Pre,Pre,de,C/(e)\,ADP,de,10
253,belle,belle,101016,Adj,Adj,beau,'C/V\.C/(e)\,ADJ,beau,10
254,forme,forme,101016,N,N,,'C/V\.C/(e)\,NOUN,forme,8
255,mais,mais,101016,Crd,Crd,mais,C/V\,CCONJ,mais,10
256,de,de,101016,Pre,Pre,de,C/(e)\,ADP,de,10
257,grandeur,grandeur,101016,N,N,,C/V\.'C/V\,NOUN,grandeur,9
258,inextimable,inextimable,101016,Adj,Adj,,/V\.C/V\.C/V\.'C/V\.C/(e)\,ADJ,inestimable,9
259,",",",",101016,Pnc,Pnc,,,PUNCT,",",9
260,car,car,101017,Crd,Crd,car,C/V\,CCONJ,car,10
261,sa,sa,101017,Det,Det,son4,C/V\,DET,son,10
262,teste,teste,101017,N,N,,'C/V\.C/(e)\,NOUN,tête,3
263,tresperçoit,tresperçoit,101017,Vfin,Vfin,,C/V\.C/V\.'C/V\,VERB,trespercer,9
264,les,les,101017,Det,Det,le,C/V\,DET,le,10
265,nues,nues,101017,N,N,,'C/V\./e\,NOUN,nue,8
266,",",",",101017,Pnc,Pnc,,,PUNCT,",",9
267,ses,ses,101017,Det,Det,son4,C/V\,DET,son,10
268,piez,piez,101017,N,N,,C/V\,NOUN,pied,3
269,marchoient,marchoient,101017,Vfin,Vfin,,C/V\.'C/V\./e\,VERB,marcher,9
270,les,les,101017,Det,Det,le,C/V\,DET,le,10
271,abismes,abismes,101017,N,N,,/V\.'C/V\.C/e\,NOUN,abîme,8
272,et,et,101017,Crd,Crd,et,/V\,CCONJ,et,10
273,son,son,101018,Det,Det,son4,C/V\,DET,son,10
274,ventre,ventre,101018,N,N,,'C/V\.C/(e)\,NOUN,ventre,8
275,avironnoit,avironnoit,101018,Vfin,Vfin,,/V\.C/V\.C/V\.'C/V\,VERB,avironner,9
276,toute,toute,101018,QIs,QIs,tout,'C/V\.C/(e)\,DET,tout,10
277,la,la,101018,Det,Det,le,C/V\,DET,le,10
278,terre,terre,101018,N,N,,'C/V\.C/(e)\,NOUN,terre,8
279,.,.,101018,Pnc,Pnc,,,PUNCT,.,9
280,Clere,clere,101018,Adj,Adj,clair,'C/V\.C/(e)\,ADJ,clair,10
281,face,face,101018,N,N,,'C/V\.C/(e)\,NOUN,face,3
282,et,et,101018,Crd,Crd,et,/V\,CCONJ,et,10
283,sanguine,sanguine,101018,Adj,Adj,,C/V\.'C/V\.C/(e)\,ADJ,sanguin,8
284,avoit,avoit,101018,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
285,;,;,101018,Pnc,Pnc,,,PUNCT,;,9
286,aux,aux,101019,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
287,crins,crins,101019,N,N,,C/V\,NOUN,crin,3
288,de,de,101019,Pre,Pre,de,C/(e)\,ADP,de,10
289,son,son,101019,Det,Det,son4,C/V\,DET,son,10
290,chief,chief,101019,N,N,,C/V\,NOUN,chef,9
291,donnoient,donnoient,101019,Vfin,Vfin,donner,C/V\.'C/V\./e\,VERB,donner,10
292,aournement,aournement,101019,N,N,,/V\.C/V\.C/e\.'C/V\,NOUN,aornement,3
293,innombrables,innombrables,101019,Adj,Adj,,/V\.C/V\.'C/V\.C/e\,ADJ,innombrable,9
294,estoilles,estoilles,101020,N,N,,/V\.'C/V\.C/e\,NOUN,étoile,9
295,.,.,101020,Pnc,Pnc,,,PUNCT,.,9
296,De,de,101020,Pre,Pre,de,C/(e)\,ADP,de,10
297,la,la,101020,Det,Det,le,C/V\,DET,le,10
298,beauté,beauté,101020,N,N,,C/V\.'C/V\,NOUN,beauté,9
299,de,de,101020,Pre,Pre,de,C/(e)\,ADP,de,10
300,ses,ses,101020,Det,Det,son4,C/V\,DET,son,10
301,yeulx,yeulx,101020,N,N,,C/V\,NOUN,oeil,9
302,yssoit,yssoit,101020,Vfin,Vfin,issir,/V\.'C/V\,VERB,issir,10
303,si,si,101020,Adv,Adv,si4,C/V\,ADV,si,10
304,grant,grant,101020,Adj,Adj,grand,C/V\,ADJ,grand,10
305,clarté,clarté,101020,N,N,,C/V\.'C/V\,NOUN,clarté,9
306,que,que,101020,Sub,Sub,que,C/(e)\,SCONJ,que,10
307,tout,tout,101020,QIs,QIs,tout,C/V\,PRON,tout,10
308,l',l',101021,Prn,Prn$$,le,C/\,PRON,le,10
309,enluminoit,enluminoit,101021,Vfin,Vfin,,/V\.C/V\.C/V\.'C/V\,VERB,enluminer,9
310,et,et,101021,Crd,Crd,et,/V\,CCONJ,et,10
311,jusques,jusques,101021,PrA,PrA,jusque,'C/V\.C/e\,ADP,jusque,10
312,aux,aux,101021,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
313,entrailles,entrailles,101021,N,N,,/V\.'C/V\.C/e\,NOUN,entrailles,9
314,de,de,101021,Pre,Pre,de,C/(e)\,ADP,de,10
315,son,son,101021,Det,Det,son4,C/V\,DET,son,10
316,corps,corps,101021,N,N,,C/V\,NOUN,corps,3
317,reverberoit,reverberoit,101021,Vfin,Vfin,,C/V\.C/V\.C/e\.'C/V\,VERB,réverbérer,6
318,leur,leur,101021,Det,Det,leur2,C/V\,DET,leur,10
319,clarté,clarté,101022,N,N,,C/V\.'C/V\,NOUN,clarté,9
320,.,.,101022,Pnc,Pnc,,,PUNCT,.,9
321,L',l',101022,Det,Det,le,C/\,DET,le,10
322,aspiracion,aspiracion,101022,N,N,,/V\.C/V\.C/V\.C/{V}\.'/V\,NOUN,aspiration,9
323,de,de,101022,Pre,Pre,de,C/(e)\,ADP,de,10
324,sa,sa,101022,Det,Det,son4,C/V\,DET,son,10
325,tres,tres,101022,Adv,Adv,très,C/V\,ADV,très,10
326,grant,grant,101022,Adj,Adj,grand,C/V\,ADJ,grand,10
327,gueule,gueule,101022,N,N,,'C/V\.C/(e)\,NOUN,gueule,9
328,atraioit,atraioit,101022,Vfin,Vfin,attraire,/V\.C/V\.'C/V\,VERB,attraire,10
329,si,si,101022,Adv,Adv,si4,C/V\,ADV,si,10
330,grant,grant,101022,Adj,Adj,grand,C/V\,ADJ,grand,10
331,hair,háir,101022,N,N,,/V\,NOUN,hair,-10
332,et,et,101022,Crd,Crd,et,/V\,CCONJ,et,10
333,vent,vent,101023,N,N,,C/V\,PROPN|NOUN,vent,5
334,que,que,101023,Sub,Sub,que,C/(e)\,SCONJ,que,10
335,tout,tout,101023,QIs,QIs,tout,C/V\,PRON,tout,10
336,en,en,101023,Prn,Prn$$,en2,/V\,PRON,en,10
337,estoit,estoit,101023,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10
338,remplis,remplis,101023,Vpp,Vpp,remplir,C/V\.'C/V\,VERB,remplir,10
339,de,de,101023,Pre,Pre,de,C/(e)\,ADP,de,10
340,convenable,convenable,101023,Adj,Adj,,C/V\.C/e\.'C/V\.C/(e)\,ADJ,convenable,9
341,frescheur,frescheur,101023,N,N,,C/V\.'C/V\,NOUN,fraîcheur,6
342,.,.,101023,Pnc,Pnc,,,PUNCT,.,9
343,·II·,·ii·,101023,QIs,QIs,deux,C/V\,NUM,deux,10
344,conduis,conduis,101024,N,N,,C/V\.'C/V\,NOUN,conduit,8
345,principaux,principaux,101024,Adj,Adj,,C/V\.C/V\.'C/V\,ADJ,principal,9
346,avoit,avoit,101024,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
347,cest,cest,101024,Dem,Dem,cist,C/V\,DET,cist,10
348,ymage,ymage,101024,N,N,,/V\.'C/V\.C/(e)\,NOUN,image,9
349,:,:,101024,Pnc,Pnc,,,PUNCT,:,9
350,l',l',101024,Det,Det,le,C/\,DET,le,10
351,un,un,101024,QIs,QIs,un,/V\,PRON,un,10
352,estoit,estoit,101024,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10
353,le,le,101024,Det,Det,le,C/(e)\,DET,le,10
354,pertuis,pertuis,101024,N,N,,C/V\.'C/V\,NOUN,pertuis,9
355,de,de,101024,Pre,Pre,de,C/(e)\,ADP,de,10
