wd_id,line_id,linewd,word,lex_id,textlineid,pos_nca,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
260,43,5,savoir,savoir,43,VER:infi,Vinf,Vinf,savoir,C/V\.'C/V\,VERB,savoir,10
261,43,6,davez,davez,43,VER:pres:2:pl,Vfin,Vfin,devoir2,C/V\.'C/V\,VERB,devoir,10
262,43,7,",",",",43,PON,Pnc,Pnc,,,PUNCT,",",9
263,44,1,qu,qu,44,PROCON,Sub,Sub,que,C/\,SCONJ,que,10
264,44,2,en,en,44,PRE,Pre,Pre,en,/V\,ADP,en,10
265,44,3,fait,fait,44,NOM:obj:masc:sg,N,N,,C/V\,NOUN,fait,8
266,44,4,d',d',44,PRE,Pre,Pre,de,C/\,ADP,de,10
267,44,5,armes,armes,44,NOM:obj:femi:pl,N,N,,'/V\.C/e\,NOUN,arme,3
268,44,6,estey,estey,44,VER:pper:masc:sg,Vpp,Vpp,être,/V\.'C/V\,VERB,être,10
269,44,7,avez,avez,44,VER:pres:2:pl,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
270,44,8,",",",",44,PON,Pnc,Pnc,,,PUNCT,",",9
271,45,1,que,que,45,PROCON,Sub,Sub,que,C/(e)\,SCONJ,que,10
272,45,2,force,force,45,NOM:suj:femi:sg,N,N,,'C/V\.C/(e)\,NOUN,force,3
273,45,3,ne,ne,45,PROCON,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10
274,45,4,vertu,vertu,45,NOM:suj:femi:sg,N,N,,C/V\.'C/V\,NOUN,vertu,8
275,45,5,de,de,45,PRE,Pre,Pre,de,C/(e)\,ADP,de,10
276,45,6,jant,jant,45,NOM:obj:femi:sg,N,N,,C/V\,NOUN,géant,9
277,45,7,",",",",45,PON,Pnc,Pnc,,,PUNCT,",",9
278,46,1,puisqu,puisqu,46,CON:subord,Sub,Sub,puisque,C/V\,SCONJ,puisque,10
279,46,2,il,il,46,PRO:pers:suj:3:masc:pl,Prn,Prn$,il,/V\,PRON,il,10
280,46,3,sont,sont,46,VER:pres:3:pl,Vfin,Vfin,être,C/V\,VERB,être,10
281,46,4,fol,fol,46,ADJ:suj:masc:pl,Adj,Adj,fou,C/V\,ADJ,fou,10
282,46,5,et,et,46,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
283,46,6,neglijant,neglijant,46,VER:ppre,Vprs,Vprs,,C/V\.C/V\.'C/V\,VERB,UNKNOWN,-10
284,46,7,",",",",46,PON,Pnc,Pnc,,,PUNCT,",",9
285,47,1,ne,ne,47,PRO:clit,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
286,47,2,vaut,vaut,47,VER:pres:3:sg,Vfin,Vfin,valoir,C/V\,VERB,valoir,10
287,47,3,tant,tant,47,ADV,QIs,QIs,tant,C/V\,ADV,tant,10
288,47,4,ne,ne,47,PROCON,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10
289,47,5,tant,tant,47,ADV,QIs,QIs,tant,C/V\,ADV,tant,10
290,47,6,ne,ne,47,PRO:clit,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
291,47,7,profite,profite,47,VER:pres:3:sg,Vfin,Vfin,,C/V\.'C/V\.C/(e)\,VERB,profiter,9
292,48,1,come,come,48,CON:subord,Sub,Sub,comme,'C/V\.C/(e)\,SCONJ,comme,10
293,48,2,assez,assez,48,ADV,Adv,Adv,assez,/V\.'C/V\,ADV,assez,10
294,48,3,moins,moins,48,ADV,Adv,Adv,moins,C/V\,ADV,moins,10
295,48,4,de,de,48,PRE,Pre,Pre,de,C/(e)\,ADP,de,10
296,48,5,jant,jant,48,NOM:obj:femi:sg,N,N,,C/V\,PROPN|NOUN,géant,8
297,48,6,alite,alite,48,VER:pper:femi:sg,Vpp,Vpp,,/V\.'C/V\.C/(e)\,VERB,aliter,8
298,49,1,qui,qui,49,PROCON,Qux,Qux,qui,C/V\,PRON,qui,10
299,49,2,sevent,sevent,49,VER:pres:3:pl,Vfin,Vfin,savoir,'C/V\.C/e\,VERB,savoir,10
300,49,3,et,et,49,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
301,49,4,ars,ars,49,NOM:obj:masc:pl,N,N,,/V\,NOUN,arc,3
302,49,5,et,et,49,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
303,49,6,usaiges,usaiges,49,NOM:obj:masc:pl,N,N,,/V\.'C/V\.C/e\,NOUN,usage,8
304,49,7,",",",",49,PON,Pnc,Pnc,,,PUNCT,",",9
305,50,1,car,car,50,CON:coord,Crd,Crd,car,C/V\,CCONJ,car,10
306,50,2,li,li,50,DET:def:suj:masc:sg,Det,Det,le,C/V\,DET,le,10
307,50,3,ux,ux,50,NOM:suj:masc:sg,N,N,,/V\,NOUN,oux,-10
308,50,4,fait,fait,50,VER:pres:3:sg,Vfin,Vfin,faire,C/V\,VERB,faire,10
309,50,5,totes,totes,50,DET:ind:obj:femi:pl,QIs,QIs,tout,'C/V\.C/e\,DET,tout,10
310,50,6,janz,janz,50,NOM:obj:femi:pl,N,N,,C/V\,NOUN,génant,-10
311,50,7,saiges,saiges,50,ADJ:obj:femi:pl,Adj,Adj,sage,'C/V\.C/e\,ADJ,sage,10
312,50,8,.,.,50,PON,Pnc,Pnc,,,PUNCT,.,9
313,51,1,ci,ci,51,ADV,Adv,Adv,ci,C/V\,ADV,ci,10
314,51,2,comance,comance,51,VER:pres:3:sg,Vfin,Vfin,commencer,C/V\.'C/V\.C/(e)\,VERB,commencer,10
315,51,3,con,con,51,CON:subord,Sub,Sub,comme,C/V\,SCONJ,comme,10
316,51,4,li,li,51,DET:def:suj:masc:pl,Det,Det,le,C/V\,DET,le,10
317,51,5,romain,romain,51,NOM:suj:masc:pl,Adj,Adj,,C/V\.'C/V\,ADJ,romain,8
318,52,1,mistrent,mistrent,52,VER:simp:3:pl,Vfin,Vfin,mettre,'C/V\.C/e\,VERB,mettre,10
319,52,2,per,per,52,PRE,Pre,Pre,par,C/V\,ADP,par,10
320,52,3,force,force,52,NOM:obj:femi:sg,N,N,,'C/V\.C/(e)\,NOUN,force,3
321,52,4,souz,souz,52,PRE,Pre,Pre,sous,C/V\,ADP,sous,10
322,52,5,lour,lour,52,DET:poss:obj:femi:sg,Det,Det,leur2,C/V\,DET,leur,10
323,52,6,main,main,52,NOM:obj:femi:sg,N,N,,C/V\,NOUN,main,8
324,53,1,totes,totes,53,DET:ind:obj:femi:pl,QIs,QIs,tout,'C/V\.C/e\,DET,tout,10
325,53,2,janz,janz,53,NOM:obj:femi:pl,N,N,,C/V\,NOUN,génant,-10
326,53,3,et,et,53,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
327,53,4,comant,comant,53,ADV,Qux,Qux,comment,C/V\.'C/V\,ADV,comment,10
328,53,5,voinquirent,voinquirent,53,VER:simp:3:pl,Vfin,Vfin,vaincre,C/V\.'C/V\.C/e\,VERB,vaincre,10
329,54,1,toz,toz,54,DET:ind:obj:masc:pl,QIs,QIs,tout,C/V\,DET,tout,10
330,54,2,cex,cex,54,PRO:demo:obj:masc:pl,Dem,Dem,cil,C/V\,PRON,cil,10
331,54,3,c',c',54,PROCON,Qux,Qux,que,C/\,PRON,que,10
332,54,4,onques,onques,54,ADV,Adv,Adv,onques,'/V\.C/e\,ADV,onques,10
333,54,5,las,las,54,PRO:pers:acc:3:masc:pl,Prn,Prn$$,le,C/V\,PRON,le,10
334,54,6,contredirent,contredirent,54,VER:simp:3:pl,Vfin,Vfin,contredire,C/V\.C/e\.'C/V\.C/e\,VERB,contredire,10
335,54,7,;,;,54,PON,Pnc,Pnc,,,PUNCT,;,9
336,55,1,de,de,55,PRE,Pre,Pre,de,C/(e)\,ADP,de,10
337,55,2,quel,quel,55,ADJ:obj:masc:sg,Qux,Qux,quel,C/V\,DET,quel,10
338,55,3,païs,païs,55,NOM:obj:masc:sg,N,N,,C/V\.'C/V\,NOUN,pays,8
339,55,4,",",",",55,PON,Pnc,Pnc,,,PUNCT,",",9
340,55,5,de,de,55,PRE,Pre,Pre,de,C/(e)\,ADP,de,10
341,55,6,quel,quel,55,ADJ:obj:masc:sg,Qux,Qux,quel,C/V\,DET,quel,10
342,55,7,empire,empire,55,NOM:obj:masc:sg,N,N,,/V\.'C/V\.C/(e)\,NOUN,empire,8
343,56,1,lon,lon,56,PRO:invar,Prn,Prn$,on,C/V\,PRON,on,10
344,56,2,doit,doit,56,VER:pres:3:sg,Vfin,Vfin,devoir2,C/V\,VERB,devoir,10
345,56,3,las,las,56,DET:def:obj:masc:pl,Det,Det,le,C/V\,DET,le,10
346,56,4,chevaliers,chevaliers,56,NOM:obj:masc:pl,N,N,,C/V\.C/V\.'C/V\,NOUN,chevalier,8
347,56,5,alire,alire,56,VER:infi,Vinf,Vinf,élire,/V\.'C/V\.C/(e)\,VERB,élire,10
348,56,6,",",",",56,PON,Pnc,Pnc,,,PUNCT,",",9
349,57,1,li,li,57,DET:def:suj:masc:pl,Det,Det,le,C/V\,DET,le,10
350,57,2,quel,quel,57,ADJ:suj:masc:pl,Qux,Qux,quel,C/V\,DET,quel,10
351,57,3,das,das,57,PREDET:de:obj:masc:pl,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
352,57,4,chevaliers,chevaliers,57,NOM:obj:masc:pl,N,N,,C/V\.C/V\.'C/V\,NOUN,chevalier,8
353,57,5,meuz,meuz,57,ADV,Adv,Adv,mieux,C/V\,ADV,mieux,10
354,57,6,vaillent,vaillent,57,VER:pres:3:pl,Vfin,Vfin,valoir,'C/V\.C/e\,VERB,valoir,10
355,57,7,:,:,57,PON,Pnc,Pnc,,,PUNCT,:,9
356,58,1,ou,ou,58,PROCON,Crd,Crd,ou,/V\,CCONJ,ou,10
357,58,2,cil,cil,58,PRO:demo:suj:masc:pl,Dem,Dem,cil,C/V\,PRON,cil,10
358,58,3,das,das,58,PREDET:de:obj:masc:pl,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
359,58,4,chans,chans,58,NOM:obj:masc:pl,N,N,,C/V\,NOUN,champ,3
360,58,5,",",",",58,PON,Pnc,Pnc,,,PUNCT,",",9
361,58,6,qu,qu,58,PROCON,Qux,Qux,que,C/\,PRON,que,10
362,58,7,adés,adés,58,ADV,Adv,Adv,adès,/V\.'C/V\,ADV,adès,10
363,58,8,travaillent,travaillent,58,VER:pres:3:pl,Vfin,Vfin,,C/V\.'C/V\.C/e\,VERB,travailler,9
364,59,1,et,et,59,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
365,59,2,qui,qui,59,PROCON,Qux,Qux,qui,C/V\,PRON,qui,10
366,59,3,sont,sont,59,VER:pres:3:pl,Vfin,Vfin,être,C/V\,VERB,être,10
367,59,4,toz,toz,59,DET:ind:obj:masc:pl,QIs,QIs,tout,C/V\,DET,tout,10
368,59,5,jours,jours,59,NOM:obj:masc:pl,N,N,,C/V\,NOUN,jour,8
369,59,6,laboranz,laboranz,59,VER:ppre:pl,Vprs,Vprs,labourer,C/V\.C/V\.'C/V\,VERB,labourer,10
370,59,7,",",",",59,PON,Pnc,Pnc,,,PUNCT,",",9
371,60,1,ou,ou,60,PROCON,Crd,Crd,ou,/V\,CCONJ,ou,10
372,60,2,cil,cil,60,PRO:demo:suj:masc:pl,Dem,Dem,cil,C/V\,PRON,cil,10
373,60,3,as,as,60,PREDET:a:obj:femi:pl,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
374,60,4,citez,citez,60,NOM:obj:femi:pl,N,N,,C/V\.'C/V\,NOUN,cité,8
375,60,5,demoranz,demoranz,60,VER:ppre:pl,Vprs,Vprs,demeurer,C/V\.C/V\.'C/V\,VERB,demeurer,10
376,60,6,;,;,60,PON,Pnc,Pnc,,,PUNCT,;,9
377,61,1,de,de,61,PRE,Pre,Pre,de,C/(e)\,ADP,de,10
378,61,2,quel,quel,61,ADJ:obj:masc:sg,Qux,Qux,quel,C/V\,DET,quel,10
379,61,3,aaige,aaige,61,NOM:obj:masc:sg,N,N,,/(V)\.'/V\.C/(e)\,NOUN,âge,8
380,61,4,ci,ci,61,ADV,Adv,Adv,ci,C/V\,ADV,ci,10
381,61,5,vuet,vuet,61,VER:pres:3:sg,Vfin,Vfin,vouloir,C/V\,VERB,vouloir,10
382,61,6,dire,dire,61,VER:infi,Vinf,Vinf,dire,'C/V\.C/(e)\,VERB,dire,10
383,62,1,lon,lon,62,PRO:invar,Prn,Prn$,on,C/V\,PRON,on,10
384,62,2,doit,doit,62,VER:pres:3:sg,Vfin,Vfin,devoir2,C/V\,VERB,devoir,10
385,62,3,le,le,62,DET:def:obj:masc:sg,Det,Det,le,C/(e)\,DET,le,10
386,62,4,chevalier,chevalier,62,NOM:obj:masc:sg,N,N,,C/V\.C/V\.'C/V\,NOUN,chevalier,8
387,62,5,alire,alire,62,VER:infi,Vinf,Vinf,élire,/V\.'C/V\.C/(e)\,VERB,élire,10
388,62,6,;,;,62,PON,Pnc,Pnc,,,PUNCT,;,9
389,63,1,de,de,63,PRE,Pre,Pre,de,C/(e)\,ADP,de,10
390,63,2,quel,quel,63,ADJ:obj:femi:sg,Qux,Qux,quel,C/V\,DET,quel,10
391,63,3,estature,estature,63,NOM:obj:femi:sg,N,N,,/V\.C/V\.'C/V\.C/e\,NOUN,stature,8
392,63,4,prover,prover,63,VER:infi,Vinf,Vinf,,C/V\.'C/V\,VERB,prouver,9
393,64,1,doit,doit,64,VER:pres:3:sg,Vfin,Vfin,devoir2,C/V\,VERB,devoir,10
394,64,2,lon,lon,64,PRO:invar,Prn,Prn%,on,C/V\,PRON,on,10
395,64,3,jovenciax,jovenciax,64,NOM:obj:masc:pl,N,N,,C/V\.C/V\.'C/V\,NOUN,jouvenceau,9
396,64,4,a,a,64,PRE,Pre,Pre,à,/V\,ADP,à,10
397,64,5,ovrer,ovrer,64,VER:infi,Vinf,Vinf,oeuvrer,/V\.'C/V\,VERB,oeuvrer,10
398,64,6,;,;,64,PON,Pnc,Pnc,,,PUNCT,;,9
399,65,1,comant,comant,65,ADV,Qux,Qux,comment,C/V\.'C/V\,ADV,comment,10
400,65,2,lon,lon,65,PRO:invar,Prn,Prn$,on,C/V\,PRON,on,10
401,65,3,doit,doit,65,VER:pres:3:sg,Vfin,Vfin,devoir2,C/V\,VERB,devoir,10
402,65,4,a,a,65,PRE,Pre,Pre,à,/V\,ADP,à,10
403,65,5,la,la,65,DET:def:obj:femi:sg,Det,Det,le,C/V\,DET,le,10
404,65,6,facon,facon,65,NOM:obj:femi:sg,N,N,,C/V\.'C/V\,NOUN,façon,6
405,66,1,du,du,66,PREDET:de:obj:masc:sg,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
406,66,2,cors,cors,66,NOM:obj:masc:sg,N,N,,C/V\,NOUN,corps,3
407,66,3,et,et,66,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
408,66,4,de,de,66,PRE,Pre,Pre,de,C/(e)\,ADP,de,10
409,66,5,l',l',66,DET:def:obj:femi:sg,Det,Det,le,C/\,DET,le,10
410,66,6,astatacon,astatacon,66,NOM:obj:femi:sg,N,N,,/V\.C/V\.C/V\.'C/V\,NOUN,astatacon,-10
411,67,1,veoir,veoir,67,VER:infi,Vinf,Vinf,voir,C/(V)\.'/V\,VERB,voir,10
412,67,2,",",",",67,PON,Pnc,Pnc,,,PUNCT,",",9
413,67,3,retenir,retenir,67,VER:infi,Vinf,Vinf,retenir,C/V\.C/e\.'C/V\,VERB,retenir,10
414,67,4,et,et,67,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
415,67,5,alire,alire,67,VER:infi,Vinf,Vinf,élire,/V\.'C/V\.C/(e)\,VERB,élire,10
416,68,1,le,le,68,DET:def:obj:masc:sg,Det,Det,le,C/(e)\,DET,le,10
417,68,2,moillour,moillour,68,ADJ:obj:masc:sg,Adj,Adj,meilleur,C/V\.'C/V\,ADJ,meilleur,10
418,68,3,chevalier,chevalier,68,NOM:obj:masc:sg,N,N,,C/V\.C/V\.'C/V\,NOUN,chevalier,8
419,68,4,du,du,68,PREDET:de:obj:masc:sg,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
420,68,5,pire,pire,68,ADJ:obj:masc:sg,Adj,Adj,pire,'C/V\.C/(e)\,ADJ,pire,10
421,68,6,;,;,68,PON,Pnc,Pnc,,,PUNCT,;,9
422,69,1,de,de,69,PRE,Pre,Pre,de,C/(e)\,ADP,de,10
423,69,2,quel,quel,69,ADJ:obj:masc:sg,Qux,Qux,quel,C/V\,DET,quel,10
424,69,3,art,art,69,NOM:obj:masc:sg,N,N,,/V\,NOUN,art,8
425,69,4,ou,ou,69,PROCON,Crd,Crd,ou,/V\,CCONJ,ou,10
426,69,5,de,de,69,PRE,Pre,Pre,de,C/(e)\,ADP,de,10
427,69,6,quel,quel,69,ADJ:obj:masc:sg,Qux,Qux,quel,C/V\,DET,quel,10
428,69,7,mestier,mestier,69,NOM:obj:masc:sg,N,N,,C/V\.'C/V\,NOUN,métier,8
429,70,1,ou,ou,70,PROCON,Crd,Crd,ou,/V\,CCONJ,ou,10
430,70,2,retenir,retenir,70,VER:infi,Vinf,Vinf,retenir,C/V\.C/e\.'C/V\,VERB,retenir,10
431,70,3,ou,ou,70,PROCON,Crd,Crd,ou,/V\,CCONJ,ou,10
432,70,4,fors,fors,70,ADV,PrA,PrA,hors,C/V\,ADV,hors,10
433,70,5,getier,getier,70,VER:infi,Vinf,Vinf,jeter,C/V\.'C/V\,VERB,jeter,10
434,71,1,doit,doit,71,VER:pres:3:sg,Vfin,Vfin,devoir2,C/V\,VERB,devoir,10
435,71,2,lon,lon,71,PRO:invar,Prn,Prn%,on,C/V\,PRON,on,10
436,71,3,chevaliers,chevaliers,71,NOM:obj:masc:pl,N,N,,C/V\.C/V\.'C/V\,NOUN,chevalier,8
437,71,4,ausimant,ausimant,71,ADV,Adv,Adv,,/V\.C/V\.'C/V\,ADV,aussiment,9
438,71,5,",",",",71,PON,Pnc,Pnc,,,PUNCT,",",9
439,72,1,ici,ici,72,ADV,Adv,Adv,ici,/V\.'C/V\,ADV,ici,10
440,72,2,le,le,72,PRO:pers:obj:3:masc:sg:unb,Prn,Prn$$,le,C/(e)\,PRON,le,10
441,72,3,devise,devise,72,VER:pres:3:sg,Vfin,Vfin,,C/V\.'C/V\.C/(e)\,VERB,deviser,3
442,72,4,briemant,briemant,72,ADV,Adv,Adv,,C/V\.'C/V\,ADV,brièvement,9
443,72,5,;,;,72,PON,Pnc,Pnc,,,PUNCT,;,9
444,73,1,quant,quant,73,ADV,Sub,Sub,quand,C/V\,SCONJ,quand,10
445,73,2,las,las,73,DET:def:obj:masc:pl,Det,Det,le,C/V\,DET,le,10
446,73,3,chevaliers,chevaliers,73,NOM:obj:masc:pl,N,N,,C/V\.C/V\.'C/V\,NOUN,chevalier,8
447,73,4,eslauz,eslauz,73,VER:pper:masc:pl,Vpp,Vpp,élire,/V\.C/(V)\.'/V\,VERB,élire,10
448,73,5,",",",",73,PON,Pnc,Pnc,,,PUNCT,",",9
449,74,1,on,on,74,PRO:invar,Prn,Prn$,on,/V\,PRON,on,10
450,74,2,doit,doit,74,VER:pres:3:sg,Vfin,Vfin,devoir2,C/V\,VERB,devoir,10
451,74,3,soingnier,soingnier,74,VER:infi,Vinf,Vinf,,C/V\.'C/V\,VERB,soigner,9
452,74,4,por,por,74,PRE,Pre,Pre,pour,C/V\,ADP,pour,10
453,74,5,estre,estre,74,VER:infi,Vinf,Vinf,être,'/V\.C/(e)\,VERB,être,10
454,74,6,aüz,aüz,74,VER:pper:masc:pl,Vpp,Vpp,avoir,/(V)\.'/V\,VERB,avoir,10
455,74,7,",",",",74,PON,Pnc,Pnc,,,PUNCT,",",9
456,75,1,meuz,meuz,75,ADV,Adv,Adv,mieux,C/V\,ADV,mieux,10
457,75,2,retenir,retenir,75,VER:infi,Vinf,Vinf,retenir,C/V\.C/e\.'C/V\,VERB,retenir,10
458,75,3,en,en,75,PRE,Pre,Pre,en,/V\,ADP,en,10
459,75,4,lor,lor,75,DET:poss:obj:masc:sg,Det,Det,leur2,C/V\,DET,leur,10
460,75,5,office,office,75,NOM:obj:masc:sg,N,N,,/V\.'C/V\.C/(e)\,NOUN,office,8
461,76,1,et,et,76,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
462,76,2,meuz,meuz,76,ADV,Adv,Adv,mieux,C/V\,ADV,mieux,10
463,76,3,se,se,76,PROCON,Prn,Prn$$,se,C/(e)\,PRON,se,10
464,76,4,gardoient,gardoient,76,VER:subp:3:pl,Vfin,Vfin,garder,C/V\.'C/V\./e\,VERB,garder,10
465,76,5,de,de,76,PRE,Pre,Pre,de,C/(e)\,ADP,de,10
466,76,6,vice,vice,76,NOM:obj:masc:sg,N,N,,'C/V\.C/(e)\,NOUN,vice,8
467,76,7,;,;,76,PON,Pnc,Pnc,,,PUNCT,;,9
468,77,1,con,con,77,CON:subord,Sub,Sub,comme,C/V\,SCONJ,comme,10
469,77,2,lon,lon,77,PRO:invar,Prn,Prn$,on,C/V\,PRON,on,10
470,77,3,doit,doit,77,VER:pres:3:sg,Vfin,Vfin,devoir2,C/V\,VERB,devoir,10
471,77,4,chevaliers,chevaliers,77,NOM:obj:masc:pl,N,N,,C/V\.C/V\.'C/V\,NOUN,chevalier,8
472,77,5,noviaux,noviaux,77,ADJ:obj:masc:pl,Adj,Adj,nouveau,C/V\.'C/V\,ADJ,nouveau,10
473,78,1,faire,faire,78,VER:infi,Vinf,Vinf,faire,'C/V\.C/(e)\,VERB,faire,10
474,78,2,hanter,hanter,78,VER:infi,Vinf,Vinf,,C/V\.'C/V\,VERB,hanter,9
475,78,3,per,per,78,PRE,Pre,Pre,par,C/V\,ADP,par,10
476,78,4,granz,granz,78,ADJ:obj:masc:pl,Adj,Adj,grand,C/V\,ADJ,grand,10
477,78,5,aviaux,aviaux,78,NOM:obj:masc:pl,N,N,,/V\.'C/V\,NOUN,aveau,6
478,78,6,",",",",78,PON,Pnc,Pnc,,,PUNCT,",",9
479,79,1,user,user,79,VER:infi,Vinf,Vinf,user,/V\.'C/V\,VERB,user,10
480,79,2,l',l',79,DET:def:obj:masc:sg,Det,Det,le,C/\,DET,le,10
481,79,3,art,art,79,NOM:obj:masc:sg,N,N,,/V\,PROPN|NOUN,art,8
482,79,4,de,de,79,PRE,Pre,Pre,de,C/(e)\,ADP,de,10
483,79,5,chevalerie,chevalerie,79,NOM:obj:femi:sg,N,N,,C/V\.C/V\.C/e\.'C/V\./(e)\,NOUN,chevalerie,8
484,79,6,",",",",79,PON,Pnc,Pnc,,,PUNCT,",",9
485,80,1,saillir,saillir,80,VER:infi,Vinf,Vinf,,C/V\.'C/V\,VERB,saillir,9
486,80,2,",",",",80,PON,Pnc,Pnc,,,PUNCT,",",9
487,80,3,jouer,jouer,80,VER:infi,Vinf,Vinf,jouer,C/V\.'C/V\,VERB,jouer,10
488,80,4,de,de,80,PRE,Pre,Pre,de,C/(e)\,ADP,de,10
489,80,5,l',l',80,DET:def:obj:femi:sg,Det,Det,le,C/\,DET,le,10
490,80,6,escremie,escremie,80,NOM:obj:femi:sg,N,N,,/V\.C/e\.'C/V\./(e)\,NOUN,escremie,9
491,80,7,;,;,80,PON,Pnc,Pnc,,,PUNCT,;,9
492,81,1,comant,comant,81,ADV,Qux,Qux,comment,C/V\.'C/V\,ADV,comment,10
493,81,2,lon,lon,81,PRO:invar,Prn,Prn$,on,C/V\,PRON,on,10
494,81,3,doit,doit,81,VER:pres:3:sg,Vfin,Vfin,devoir2,C/V\,VERB,devoir,10
495,81,4,nouer,nouer,81,VER:infi,Vinf,Vinf,noer,C/V\.'C/V\,VERB,noer,10
496,81,5,aprandre,aprandre,81,VER:infi,Vinf,Vinf,apprendre,/V\.'C/V\.C/(e)\,VERB,apprendre,10
497,82,1,as,as,82,PREDET:a:obj:masc:pl,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
498,82,2,chevaliers,chevaliers,82,NOM:obj:masc:pl,N,N,,C/V\.C/V\.'C/V\,NOUN,chevalier,8
499,82,3,por,por,82,PRE,Pre,Pre,pour,C/V\,ADP,pour,10
500,82,4,meuz,meuz,82,ADV,Adv,Adv,mieux,C/V\,ADV,mieux,10
501,82,5,atandre,atandre,82,VER:infi,Vinf,Vinf,attendre,/V\.'C/V\.C/(e)\,VERB,attendre,10
502,82,6,;,;,82,PON,Pnc,Pnc,,,PUNCT,;,9
503,83,1,con,con,83,CON:subord,Sub,Sub,comme,C/V\,SCONJ,comme,10
504,83,2,li,li,83,DET:def:suj:masc:pl,Det,Det,le,C/V\,DET,le,10
505,83,3,ancien,ancien,83,ADJ:suj:masc:pl,Adj,Adj,,/V\.C/{V}\.'/V\,ADJ,ancien,9
506,83,4,envoioient,envoioient,83,VER:impf:3:pl,Vfin,Vfin,envoyer,/V\.C/V\.'C/V\./e\,VERB,envoyer,10
507,84,1,las,las,84,DET:def:obj:masc:pl,Det,Det,le,C/V\,DET,le,10
508,84,2,nues,nues,84,ADJ:obj:masc:pl,Adj,Adj,,'C/V\./e\,ADJ,nu,3
509,84,3,chevaliers,chevaliers,84,NOM:obj:masc:pl,N,N,,C/V\.C/V\.'C/V\,NOUN,chevalier,8
510,84,4,",",",",84,PON,Pnc,Pnc,,,PUNCT,",",9
511,84,5,et,et,84,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
512,84,6,jouoient,jouoient,84,VER:impf:3:pl,Vfin,Vfin,jouer,C/V\.'C/V\./e\,VERB,jouer,10
513,85,1,as,as,85,PREDET:a:obj:masc:pl,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
514,85,2,espiez,espiez,85,NOM:obj:masc:pl,N,N,,/V\.C/<V>\.'/V\,NOUN,espiet,3
515,85,3,",",",",85,PON,Pnc,Pnc,,,PUNCT,",",9
516,85,4,as,as,85,PREDET:a:obj:masc:pl,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
517,85,5,escuz,escuz,85,NOM:obj:masc:pl,N,N,,/V\.'C/V\,NOUN,écu,8
518,85,6,",",",",85,PON,Pnc,Pnc,,,PUNCT,",",9
519,85,7,as,as,85,PREDET:a:obj:femi:pl,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
520,85,8,targes,targes,85,NOM:obj:femi:pl,N,N,,'C/V\.C/e\,NOUN,targe,3
521,86,1,qui,qui,86,PROCON,Qux,Qux,qui,C/V\,PRON,qui,10
522,86,2,estoient,estoient,86,VER:impf:3:pl,Vfin,Vfin,être,/V\.'C/V\./e\,VERB,être,10
523,86,3,faites,faites,86,VER:pper:femi:pl,Vpp,Vpp,faire,'C/V\.C/e\,VERB,faire,10
524,86,4,de,de,86,PRE,Pre,Pre,de,C/(e)\,ADP,de,10
525,86,5,verges,verges,86,NOM:obj:femi:pl,N,N,,'C/V\.C/e\,NOUN,verge,8
526,86,6,;,;,86,PON,Pnc,Pnc,,,PUNCT,;,9
527,87,1,comant,comant,87,ADV,Qux,Qux,comment,C/V\.'C/V\,ADV,comment,10
528,87,2,l',l',87,DET:def:suj:masc:sg,Det,Det,le,C/\,DET,le,10
529,87,3,uns,uns,87,DET:ndf:suj:masc:sg,QIs,QIs,un,/V\,PRON,un,10
530,87,4,doit,doit,87,VER:pres:3:sg,Vfin,Vfin,devoir2,C/V\,VERB,devoir,10
531,87,5,l',l',87,DET:def:obj:masc:sg,Det,Det,le,C/\,DET,le,10
532,87,6,autre,autre,87,ADJ:obj:masc:sg,Adj,Adj,autre,'/V\.C/(e)\,ADJ,autre,10
533,87,7,ferir,ferir,87,VER:infi,Vinf,Vinf,férir,C/V\.'C/V\,VERB,férir,10
