wd_id,line_id,linewd,word,lex_id,textlineid,pos_nca,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
731,120,3,raison,raison,120,NOM:obj:femi:sg,N,N,,C/V\.'C/V\,NOUN,raison,8
732,120,4,et,et,120,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
733,120,5,per,per,120,PRE,Pre,Pre,par,C/V\,ADP,par,10
734,120,6,apaces,apaces,120,NOM:obj:femi:pl,N,N,,/V\.'C/V\.C/e\,NOUN,apace,-10
735,120,7,;,;,120,PON,Pnc,Pnc,,,PUNCT,;,9
736,121,1,comant,comant,121,ADV,Qux,Qux,comment,C/V\.'C/V\,ADV,comment,10
737,121,2,grande,grande,121,ADJ:obj:femi:sg,Adj,Adj,grand,'C/V\.C/(e)\,ADJ,grand,10
738,121,3,apace,apace,121,NOM:obj:femi:sg,N,N,,/V\.'C/V\.C/(e)\,NOUN,apace,-10
739,121,4,tenir,tenir,121,VER:infi,Vinf,Vinf,tenir,C/V\.'C/V\,VERB,tenir,10
740,122,1,de,de,122,PRE,Pre,Pre,de,C/(e)\,ADP,de,10
741,122,2,l',l',122,DET:def:obj:masc:sg,Det,Det,le,C/\,DET,le,10
742,122,3,aler,aler,122,VER:infi,Vinf,Vinf,aller,/V\.'C/V\,VERB,aller,10
743,122,4,et,et,122,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
744,122,5,du,du,122,PREDET:de:obj:masc:sg,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
745,122,6,revenir,revenir,122,VER:infi,Vinf,Vinf,revenir,C/V\.C/e\.'C/V\,VERB,revenir,10
746,123,1,doivent,doivent,123,VER:pres:3:pl,Vfin,Vfin,devoir2,'C/V\.C/e\,VERB,devoir,10
747,123,2,chevalier,chevalier,123,NOM:suj:masc:pl,N,N,,C/V\.C/V\.'C/V\,NOUN,chevalier,8
748,123,3,ausimant,ausimant,123,ADV,Adv,Adv,,/V\.C/V\.'C/V\,ADV,aussiment,9
749,123,4,",",",",123,PON,Pnc,Pnc,,,PUNCT,",",9
750,124,1,et,et,124,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
751,124,2,come,come,124,CON:subord,Sub,Sub,comme,'C/V\.C/(e)\,SCONJ,comme,10
752,124,3,grant,grant,124,ADJ:obj:masc:sg,Adj,Adj,grand,C/V\,ADJ,grand,10
753,124,4,ausemant,ausemant,124,NOM:obj:masc:sg,N,N,,/(V)\./V\.C/e\.'C/V\,PROPN|NOUN,UNKNOWN,-10
754,125,1,ont,ont,125,VER:pres:3:pl,Vfin,Vfin,avoir,/V\,VERB,avoir,10
755,125,2,le,le,125,DET:def:obj:masc:sg,Det,Det,le,C/(e)\,DET,le,10
756,125,3,mois,mois,125,NOM:obj:masc:sg,N,N,,C/V\,NOUN,mois,8
757,125,4,que,que,125,PROCON,Qux,Qux,que,C/(e)\,PRON,que,10
758,125,5,hors,hors,125,ADV,PrA,PrA,hors,C/V\,ADV,hors,10
759,125,6,vont,vont,125,VER:pres:3:pl,Vfin,Vfin,aller,C/V\,VERB,aller,10
760,125,7,por,por,125,PRE,Pre,Pre,pour,C/V\,ADP,pour,10
761,125,8,prandre,prandre,125,VER:infi,Vinf,Vinf,prendre,'C/V\.C/(e)\,VERB,prendre,10
762,126,1,lor,lor,126,DET:poss:obj:masc:pl,Det,Det,leur2,C/V\,DET,leur,10
763,126,2,rans,rans,126,NOM:obj:masc:pl,N,N,,C/V\,NOUN,rang,8
764,126,3,et,et,126,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
765,126,4,lor,lor,126,DET:poss:obj:masc:sg,Det,Det,leur2,C/V\,DET,leur,10
766,126,5,ordre,ordre,126,NOM:obj:masc:sg,N,N,,'/V\.C/(e)\,NOUN,ordre,8
767,126,6,entandre,entandre,126,VER:infi,Vinf,Vinf,entendre,/V\.'C/V\.C/(e)\,VERB,entendre,10
768,126,7,",",",",126,PON,Pnc,Pnc,,,PUNCT,",",9
769,127,1,das,das,127,PREDET:de:obj:masc:pl,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
770,127,2,romains,romains,127,NOM:obj:masc:pl,Adj,Adj,,C/V\.'C/V\,ADJ,romain,8
771,127,3,aprés,aprés,127,PRE,PrA,PrA,après,/V\.'C/V\,ADP,après,10
772,127,4,ce,ce,127,PRO:invar,Prn,Prn,ce,C/(e)\,PRON,ce,10
773,127,5,reconte,reconte,127,VER:pres:3:sg,Vfin,Vfin,raconter,C/V\.'C/V\.C/(e)\,VERB,raconter,10
774,128,1,a,a,128,PRE,Pre,Pre,à,/V\,ADP,à,10
775,128,2,ce,ce,128,PRO:invar,Prn,Prn,ce,C/(e)\,PRON,ce,10
776,128,3,que,que,128,PROCON,Qux,Qux,que,C/(e)\,ADJ|ADV|DET|PRON,que,10
777,128,4,chevalerie,chevalerie,128,NOM:suj:femi:sg,N,N,,C/V\.C/V\.C/e\.'C/V\./(e)\,NOUN,chevalerie,8
778,128,5,monte,monte,128,VER:pres:3:sg,Vfin,Vfin,monter,'C/V\.C/(e)\,VERB,monter,10
779,128,6,.,.,128,PON,Pnc,Pnc,,,PUNCT,.,9
780,129,1,li,li,129,DET:def:suj:masc:sg,Det,Det,le,C/V\,DET,le,10
781,129,2,prologues,prologues,129,NOM:suj:masc:sg,N,N,,C/V\.'C/V\.C/e\,NOUN,prologue,9
782,129,3,et,et,129,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
783,129,4,la,la,129,DET:def:suj:femi:sg,Det,Det,le,C/V\,DET,le,10
784,129,5,sustance,sustance,129,NOM:suj:femi:sg,N,N,,C/V\.'C/V\.C/(e)\,NOUN,substance,9
785,130,1,du,du,130,PREDET:de:obj:masc:sg,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
786,130,2,premier,premier,130,ADJ:ord:obj:masc:sg,Adj,Adj,premier,C/V\.C/<V>\.'/V\,ADJ,premier,10
787,130,3,livre,livre,130,NOM:obj:masc:sg,N,N,,'C/V\.C/(e)\,NOUN,livre,3
788,130,4,ci,ci,130,ADV,Adv,Adv,ci,C/V\,ADV,ci,10
789,130,5,comance,comance,130,VER:pres:3:sg,Vfin,Vfin,commencer,C/V\.'C/V\.C/(e)\,VERB,commencer,10
790,130,6,.,.,130,PON,Pnc,Pnc,,,PUNCT,.,9
791,131,1,li,li,131,DET:def:suj:masc:pl,Det,Det,le,C/V\,DET,le,10
792,131,2,anciain,anciain,131,ADJ:suj:masc:pl,Adj,Adj,,/V\.C/{V}\.'/V\,ADJ,ancien,0
793,131,3,prodome,prodome,131,NOM:suj:masc:pl,N,N,,C/V\.'C/V\.C/(e)\,NOUN,prudhomme,9
794,131,4,saige,saige,131,ADJ:suj:masc:pl,Adj,Adj,sage,'C/V\.C/(e)\,ADJ,sage,10
795,132,1,soloient,soloient,132,VER:impf:3:pl,Vfin,Vfin,souloir,C/V\.'C/V\./e\,VERB,souloir,10
796,132,2,avoir,avoir,132,VER:infi,Vinf,Vinf,avoir,/V\.'C/V\,VERB,avoir,10
797,132,3,tel,tel,132,ADJ:obj:masc:sg,Adj,Adj,tel,C/V\,ADJ,tel,10
798,132,4,usaige,usaige,132,NOM:obj:masc:sg,N,N,,/V\.'C/V\.C/(e)\,NOUN,usage,9
799,133,1,que,que,133,PROCON,Qux,Qux,que,C/(e)\,ADJ|ADV|DET|PRON,que,10
800,133,2,il,il,133,PRO:pers:suj:3:masc:pl,Prn,Prn,il,/V\,PRON,il,10
801,133,3,ce,ce,133,PRO:invar,Prn,Prn,ce,C/(e)\,PRON,ce,10
802,133,4,en,en,133,PRE,Pre,Pre,en,/V\,ADP,en,10
803,133,5,escrit,escrit,133,NOM:obj:masc:sg,N,N,,/V\.'C/V\,NOUN,écrit,8
804,133,6,metoient,metoient,133,VER:impf:3:pl,Vfin,Vfin,mettre,C/V\.'C/V\./e\,VERB,mettre,10
805,134,1,que,que,134,PROCON,Sub,Sub,que,C/(e)\,SCONJ,que,10
806,134,2,il,il,134,PRO:pers:suj:3:masc:pl,Prn,Prn$,il,/V\,PRON,il,10
807,134,3,vaoient,vaoient,134,VER:impf:3:pl,Vfin,Vfin,voir,C/(V)\.'/V\./e\,VERB,voir,10
808,134,4,et,et,134,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
809,134,5,pansoient,pansoient,134,VER:impf:3:pl,Vfin,Vfin,penser,C/V\.'C/V\./e\,VERB,penser,10
810,135,1,qui,qui,135,PROCON,Qux,Qux,qui,C/V\,PRON,qui,10
811,135,2,bons,bons,135,ADJ:suj:masc:sg,Adj,Adj,bon,C/V\,ADJ,bon,10
812,135,3,fust,fust,135,VER:subi:3:sg,Vfin,Vfin,être,C/V\,VERB,être,10
813,135,4,et,et,135,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
814,135,5,non,non,135,ADV,Neg,Neg,ne,C/V\,ADV,ne,10
815,135,6,mie,mie,135,ADV,Neg,Neg,mie3,'C/V\./(e)\,ADV,mie,10
816,135,7,faubles,faubles,135,NOM:suj:femi:pl,N,N,,'C/V\.C/e\,PROPN|NOUN,UNKNOWN,-10
817,135,8,",",",",135,PON,Pnc,Pnc,,,PUNCT,",",9
818,136,1,mas,mas,136,CON:subord,Crd,Crd,mais,C/V\,CCONJ,mais,10
819,136,2,choses,choses,136,NOM:suj:femi:pl,N,N,,'C/V\.C/e\,NOUN,chose,8
820,136,3,a,a,136,PRE,Pre,Pre,à,/V\,ADP,à,10
821,136,4,toz,toz,136,PRO:ind:obj:masc:pl,QIs,QIs,tout,C/V\,ADV,tout,10
822,136,5,profitaubles,profitaubles,136,ADJ:suj:femi:pl,Adj,Adj,,C/V\.C/V\.'C/V\.C/e\,ADJ,profitable,9
823,137,1,et,et,137,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
824,137,2,qui,qui,137,PROCON,Qux,Qux,qui,C/V\,PRON,qui,10
825,137,3,estoient,estoient,137,VER:impf:3:pl,Vfin,Vfin,être,/V\.'C/V\./e\,VERB,être,10
826,137,4,necessaires,necessaires,137,ADJ:suj:femi:pl,Adj,Adj,,C/V\.C/e\.'C/V\.C/e\,ADJ,nécessaire,9
827,138,1,en,en,138,PRE,Pre,Pre,en,/V\,ADP,en,10
828,138,2,moult,moult,138,ADV,QIs,QIs,moult,C/V\,ADV,moult,10
829,138,3,de,de,138,PRE,Pre,Pre,de,C/(e)\,ADP,de,10
830,138,4,leus,leus,138,NOM:obj:masc:pl,N,N,,C/V\,NOUN,lieu,3
831,138,5,",",",",138,PON,Pnc,Pnc,,,PUNCT,",",9
832,138,6,en,en,138,PRE,Pre,Pre,en,/V\,ADP,en,10
833,138,7,moult,moult,138,ADV,QIs,QIs,moult,C/V\,ADV,moult,10
834,138,8,d',d',138,PRE,Pre,Pre,de,C/\,ADP,de,10
835,138,9,afaires,afaires,138,NOM:obj:masc:pl,N,N,,/V\.'C/V\.C/e\,NOUN,affaire,9
836,138,10,.,.,138,PON,Pnc,Pnc,,,PUNCT,.,9
837,139,1,aprés,aprés,139,PRE,PrA,PrA,après,/V\.'C/V\,ADV,après,10
838,139,2,de,de,139,PRE,Pre,Pre,de,C/(e)\,ADP,de,10
839,139,3,ce,ce,139,PRO:invar,Prn,Prn,ce,C/(e)\,PRON,ce,10
840,139,4,livres,livres,139,NOM:obj:masc:pl,N,N,,'C/V\.C/e\,NOUN,livre,8
841,139,5,facoient,facoient,139,VER:impf:3:pl,Vfin,Vfin,,C/V\.'C/V\./e\,VERB,faire,0
842,140,1,et,et,140,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
843,140,2,las,las,140,PRO:pers:acc:3:masc:pl,Prn,Prn,le,C/V\,PRON,le,10
844,140,3,donoient,donoient,140,VER:impf:3:pl,Vfin,Vfin,donner,C/V\.'C/V\./e\,VERB,donner,10
845,140,4,et,et,140,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
846,140,5,offroient,offroient,140,VER:impf:3:pl,Vfin,Vfin,offrir,/V\.'C/V\./e\,VERB,offrir,10
847,141,1,as,as,141,PREDET:a:obj:masc:pl,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
848,141,2,princes,princes,141,NOM:obj:masc:pl,N,N,,'C/V\.C/e\,NOUN,prince,8
849,141,3,per,per,141,PRE,Pre,Pre,par,C/V\,ADP,par,10
850,141,4,granz,granz,141,ADJ:obj:femi:sg,Adj,Adj,grand,C/V\,ADJ,grand,10
851,141,5,dignetey,dignetey,141,NOM:obj:femi:sg,N,N,,C/V\.C/e\.'C/V\,NOUN,digneté,-10
852,142,1,por,por,142,PRE,Pre,Pre,pour,C/V\,ADP,pour,10
853,142,2,metre,metre,142,VER:infi,Vinf,Vinf,mettre,'C/V\.C/(e)\,VERB,mettre,10
854,142,3,en,en,142,PRE,Pre,Pre,en,/V\,ADP,en,10
855,142,4,auctoritey,auctoritey,142,NOM:obj:femi:sg,N,N,,/V\.C/V\.C/V\.'C/V\,NOUN,autorité,0
856,142,5,.,.,142,PON,Pnc,Pnc,,,PUNCT,.,9
857,143,1,li,li,143,DET:def:suj:masc:pl,Det,Det,le,C/V\,DET,le,10
858,143,2,emparour,emparour,143,NOM:suj:masc:pl,N,N,,/V\.C/V\.'C/V\,NOUN,empareur,0
859,143,3,et,et,143,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
860,143,4,li,li,143,DET:def:suj:masc:pl,Det,Det,le,C/V\,DET,le,10
861,143,5,haut,haut,143,ADJ:suj:masc:pl,Adj,Adj,haut,C/V\,ADJ,haut,10
862,143,6,home,home,143,NOM:suj:masc:pl,N,N,,'/V\.C/(e)\,NOUN,homme,8
863,143,7,",",",",143,PON,Pnc,Pnc,,,PUNCT,",",9
864,144,1,qui,qui,144,PROCON,Qux,Qux,qui,C/V\,PRON,qui,10
865,144,2,signour,signour,144,NOM:suj:masc:pl,N,N,,C/V\.'C/V\,NOUN,seigneur,9
866,144,3,estoient,estoient,144,VER:impf:3:pl,Vfin,Vfin,être,/V\.'C/V\./e\,VERB,être,10
867,144,4,de,de,144,PRE,Pre,Pre,de,C/(e)\,ADP,de,10
868,144,5,rome,rome,144,NPR:obj:masc:sg,N,N,,'C/V\.C/(e)\,NOUN,Rome,5
869,144,6,",",",",144,PON,Pnc,Pnc,,,PUNCT,",",9
870,145,1,lor,lor,145,PRO:pers:dat:3:pl,Prn,Prn,leur,C/V\,PRON,leur,10
871,145,2,confermoient,confermoient,145,VER:impf:3:pl,Vfin,Vfin,,C/V\.C/V\.'C/V\./e\,VERB,confermer,0
872,145,3,bonemant,bonemant,145,ADV,Adv,Adv,,C/V\.C/e\.'C/V\,ADV,bonnement,9
873,145,4,.,.,145,PON,Pnc,Pnc,,,PUNCT,.,9
874,146,1,et,et,146,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
875,146,2,sachiez,sachiez,146,VER:impe:2:pl,Vfin,Vfin,savoir,C/V\.'C/V\,VERB,savoir,10
876,146,3,bien,bien,146,ADV,Adv,Adv,bien,C/V\,ADV,bien,10
877,146,4,que,que,146,PROCON,Sub,Sub,que,C/(e)\,SCONJ,que,10
878,146,5,autremant,autremant,146,ADV,Adv,Adv,,/V\.C/e\.'C/V\,ADV,autrement,9
879,147,1,ne,ne,147,PRO:clit,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
880,147,2,fussent,fussent,147,VER:subi:3:pl,Vfin,Vfin,être,'C/V\.C/e\,VERB,être,10
881,147,3,confert,confert,147,VER:pper:masc:sg,Vpp,Vpp,confire,C/V\.'C/V\,VERB,confire,10
882,147,4,ne,ne,147,PROCON,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10
883,147,5,leü,leü,147,VER:pper:masc:sg,Vpp,Vpp,lire,C/(V)\.'/V\,VERB,lire,10
884,147,6,",",",",147,PON,Pnc,Pnc,,,PUNCT,",",9
885,148,1,se,se,148,PROCON,Sub,Sub,si3,C/(e)\,SCONJ,si,10
886,148,2,premiers,premiers,148,ADJ:ord:obj:masc:pl,Adj,Adj,premier,C/V\.C/<V>\.'/V\,ADJ,premier,10
887,148,3,n,n,148,PRO:clit,Neg,Neg$$,ne,C/\,ADV,ne,10
888,148,4,aussent,aussent,148,VER:subi:3:pl,Vfin,Vfin,avoir,/(V)\.'/V\.C/e\,VERB,avoir,10
889,148,5,vaü,vaü,148,VER:pper:masc:sg,Vpp,Vpp,voir,C/(V)\.'/V\,VERB,voir,10
890,149,1,li,li,149,DET:def:suj:masc:pl,Det,Det,le,C/V\,DET,le,10
891,149,2,emparour,emparour,149,NOM:suj:masc:pl,N,N,,/V\.C/V\.'C/V\,NOUN,empareur,0
892,149,3,",",",",149,PON,Pnc,Pnc,,,PUNCT,",",9
893,149,4,ainz,ainz,149,ADV,PrA,PrA,ains,/V\,ADV,ains,10
894,149,5,que,que,149,PROCON,Sub,Sub,que,C/(e)\,SCONJ,que,10
895,149,6,nul,nul,149,DET:ind:suj:masc:pl,QIs,QIs,nul,C/V\,DET,nul,10
896,149,7,autre,autre,149,ADJ:suj:masc:pl,Adj,Adj,autre,'/V\.C/(e)\,ADJ,autre,10
897,149,8,",",",",149,PON,Pnc,Pnc,,,PUNCT,",",9
898,150,1,n,n,150,PROCON,Crd,Crd,ne2,C/\,CCONJ,ne,10
899,150,2,avant,avant,150,PRE,PrA,PrA,avant,/V\.'C/V\,ADV,avant,10
900,150,3,ne,ne,150,PROCON,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10
901,150,4,las,las,150,PRO:pers:acc:3:masc:pl,Prn,Prn$$,le,C/V\,PRON,le,10
902,150,5,osasent,osasent,150,VER:subi:3:pl,Vfin,Vfin,oser,/V\.'C/V\.C/e\,VERB,oser,10
903,150,6,matre,matre,150,VER:infi,Vinf,Vinf,mettre,'C/V\.C/(e)\,VERB,mettre,10
904,150,7,",",",",150,PON,Pnc,Pnc,,,PUNCT,",",9
905,151,1,ne,ne,151,PROCON,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10
906,151,2,mostrer,mostrer,151,VER:infi,Vinf,Vinf,montrer,C/V\.'C/V\,VERB,montrer,10
907,151,3,",",",",151,PON,Pnc,Pnc,,,PUNCT,",",9
908,151,4,ne,ne,151,PROCON,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10
909,151,5,auctorisier,auctorisier,151,VER:infi,Vinf,Vinf,,/V\.C/V\.C/V\.'C/V\,VERB,autoriser,9
910,151,6,;,;,151,PON,Pnc,Pnc,,,PUNCT,;,9
911,152,1,car,car,152,CON:coord,Crd,Crd,car,C/V\,CCONJ,car,10
912,152,2,li,li,152,DET:def:suj:masc:pl,Det,Det,le,C/V\,DET,le,10
913,152,3,prince,prince,152,NOM:suj:masc:pl,N,N,,'C/V\.C/(e)\,NOUN,prince,8
914,152,4,font,font,152,VER:pres:3:pl,Vfin,Vfin,faire,C/V\,VERB,faire,10
915,152,5,a,a,152,PRE,Pre,Pre,à,/V\,ADP,à,10
916,152,6,prisier,prisier,152,VER:infi,Vinf,Vinf,priser,C/V\.'C/V\,VERB,priser,10
917,153,1,plus,plus,153,ADV,Adv,Adv,plus,C/V\,ADV,plus,10
918,153,2,",",",",153,PON,Pnc,Pnc,,,PUNCT,",",9
919,153,3,a,a,153,PRE,Pre,Pre,à,/V\,ADP,à,10
920,153,4,doter,doter,153,VER:infi,Vinf,Vinf,,C/V\.'C/V\,VERB,doter,6
921,153,5,",",",",153,PON,Pnc,Pnc,,,PUNCT,",",9
922,153,6,et,et,153,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
923,153,7,per,per,153,PRE,Pre,Pre,par,C/V\,ADP,par,10
924,153,8,raison,raison,153,NOM:obj:femi:sg,N,N,,C/V\.'C/V\,NOUN,raison,8
925,154,1,que,que,154,PROCON,Sub,Sub,que,C/(e)\,SCONJ,que,10
926,154,2,janz,janz,154,NOM:suj:femi:pl,N,N,,C/V\,NOUN,génant,-10
927,154,3,qui,qui,154,PROCON,Qux,Qux,qui,C/V\,PRON,qui,10
928,154,4,sont,sont,154,VER:pres:3:pl,Vfin,Vfin,être,C/V\,VERB,être,10
929,154,5,fuer,fuer,154,PRE,PrA,PrA,hors,C/V\,ADP|ADV,hors,10
930,154,6,de,de,154,PRE,Pre,Pre,de,C/(e)\,ADP,de,10
931,154,7,saison,saison,154,NOM:obj:femi:sg,N,N,,C/V\.'C/V\,NOUN,saison,8
932,154,8,",",",",154,PON,Pnc,Pnc,,,PUNCT,",",9
933,155,1,cui,cui,155,PROCON,Qux,Qux,cui,C/V\,PRON,qui,11
934,155,2,deux,deux,155,NOM:suj:masc:sg,N,N,,C/V\,PROPN|NOUN,deux|douloir|deux,-1
935,155,3,n,n,155,PRO:clit,Neg,Neg$$,ne,C/\,ADV,ne,10
936,155,4,a,a,155,VER:pres:3:sg,Vfin,Vfin,avoir,/V\,VERB,avoir,10
937,155,5,tant,tant,155,ADV,QIs,QIs,tant,C/V\,ADV,tant,10
938,155,6,doney,doney,155,VER:pper:masc:sg,Vpp,Vpp,donner,C/V\.'C/V\,VERB,donner,10
939,155,7,hautaces,hautaces,155,NOM:obj:femi:pl,N,N,,C/V\.'C/V\.C/e\,NOUN,hautace,-10
940,155,8,",",",",155,PON,Pnc,Pnc,,,PUNCT,",",9
941,156,1,valours,valours,156,NOM:obj:femi:pl,N,N,,C/V\.'C/V\,NOUN,valeur,9
942,156,2,",",",",156,PON,Pnc,Pnc,,,PUNCT,",",9
943,156,3,sanz,sanz,156,NOM:obj:masc:pl,Adj,Adj,saint,C/V\,ADJ,saint,10
944,156,4,",",",",156,PON,Pnc,Pnc,,,PUNCT,",",9
945,156,5,forces,forces,156,NOM:obj:femi:pl,N,N,,'C/V\.C/e\,NOUN,force,3
946,156,6,",",",",156,PON,Pnc,Pnc,,,PUNCT,",",9
947,156,7,ne,ne,156,PROCON,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10
948,156,8,prouaces,prouaces,156,NOM:obj:femi:pl,N,N,,C/V\.'C/V\.C/e\,NOUN,prouace,-10
949,156,9,",",",",156,PON,Pnc,Pnc,,,PUNCT,",",9
950,157,1,ne,ne,157,PROCON,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10
951,157,2,grace,grace,157,NOM:obj:femi:sg,N,N,,'C/V\.C/(e)\,NOUN,grâce,8
952,157,3,",",",",157,PON,Pnc,Pnc,,,PUNCT,",",9
953,157,4,come,come,157,CON:subord,Sub,Sub,comme,'C/V\.C/(e)\,SCONJ,comme,10
954,157,5,il,il,157,PRO:pers:suj:3:masc:sg:unb,Prn,Prn$,il,/V\,PRON,il,10
955,157,6,lor,lor,157,PRO:pers:dat:3:pl,Prn,Prn$$,leur,C/V\,PRON,leur,10
956,157,7,done,done,157,VER:pres:3:sg,Vfin,Vfin,donner,'C/V\.C/(e)\,VERB,donner,10
957,157,8,:,:,157,PON,Pnc,Pnc,,,PUNCT,:,9
958,158,1,la,la,158,ADV,Adv,Adv,là,C/V\,ADV,là,10
959,158,2,ou,ou,158,PROCON,Qux,Qux,où,/V\,PRON,où,10
960,158,3,deu,deu,158,NOM:obj:masc:sg,N,N,,C/V\,PROPN,Dieu,3
961,158,4,plait,plait,158,VER:pres:3:sg,Vfin,Vfin,plaire,C/V\,VERB,plaire,10
962,158,5,si,si,158,PROCON,Adv,Adv,si4,C/V\,ADV,si,10
963,158,6,s,s,158,PROCON,Prn,Prn$$,se,C/\,PRON,se,10
964,158,7,abandone,abandone,158,VER:pres:3:sg,Vfin,Vfin,,/V\.C/V\.'C/V\.C/(e)\,VERB,abandonner,9
965,159,1,de,de,159,PRE,Pre,Pre,de,C/(e)\,ADP,de,10
966,159,2,l',l',159,DET:def:obj:masc:sg,Det,Det,le,C/\,DET,le,10
967,159,3,ome,ome,159,NOM:obj:masc:sg,N,N,,'/V\.C/(e)\,NOUN,homme,8
968,159,4,faire,faire,159,VER:infi,Vinf,Vinf,faire,'C/V\.C/(e)\,VERB,faire,10
969,159,5,riche,riche,159,ADJ:obj:masc:sg,Adj,Adj,riche,'C/V\.C/(e)\,ADJ,riche,10
970,159,6,ou,ou,159,PROCON,Crd,Crd,ou,/V\,CCONJ,ou,10
971,159,7,povre,povre,159,ADJ:obj:masc:sg,Adj,Adj,pauvre,'C/V\.C/(e)\,ADJ,pauvre,10
972,159,8,;,;,159,PON,Pnc,Pnc,,,PUNCT,;,9
973,160,1,li,li,160,DET:def:suj:masc:sg,Det,Det,le,C/V\,DET,le,10
974,160,2,uns,uns,160,DET:ndf:suj:masc:sg,QIs,QIs,un,/V\,PRON,un,10
975,160,3,",",",",160,PON,Pnc,Pnc,,,PUNCT,",",9
976,160,4,quant,quant,160,ADV,Sub,Sub,quand,C/V\,SCONJ,quand,10
977,160,5,nait,nait,160,VER:pres:3:sg,Vfin,Vfin,naître,C/V\,VERB,naître,10
978,160,6,",",",",160,PON,Pnc,Pnc,,,PUNCT,",",9
979,160,7,richaces,richaces,160,NOM:obj:femi:pl,N,N,,C/V\.'C/V\.C/e\,NOUN,richasse,-10
980,160,8,trove,trove,160,VER:pres:3:sg,Vfin,Vfin,trouver,'C/V\.C/(e)\,VERB,trouver,10
981,160,9,;,;,160,PON,Pnc,Pnc,,,PUNCT,;,9
982,161,1,uns,uns,161,DET:ndf:suj:masc:sg,QIs,QIs,un,/V\,DET,un,10
983,161,2,autres,autres,161,ADJ:suj:masc:sg,Adj,Adj,autre,'/V\.C/e\,ADJ,autre,10
984,161,3,",",",",161,PON,Pnc,Pnc,,,PUNCT,",",9
985,161,4,quant,quant,161,ADV,Sub,Sub,quand,C/V\,SCONJ,quand,10
986,161,5,nait,nait,161,VER:pres:3:sg,Vfin,Vfin,naître,C/V\,VERB,naître,10
987,161,6,",",",",161,PON,Pnc,Pnc,,,PUNCT,",",9
988,161,7,povretey,povretey,161,NOM:obj:femi:sg,N,N,,C/V\.C/e\.'C/V\,NOUN,pauvreté,0
989,162,1,retrueve,retrueve,162,VER:pres:3:sg,Vfin,Vfin,retrouver,C/V\.'C/V\.C/(e)\,VERB,retrouver,10
990,162,2,et,et,162,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10
991,162,3,male,male,162,ADJ:obj:femi:sg,Adj,Adj,mal2,'C/V\.C/(e)\,ADJ,mal,10
992,162,4,aurtey,aurtey,162,NOM:obj:femi:sg,N,N,,/(V)\./V\.'C/V\,NOUN,auré,0
993,162,5,.,.,162,PON,Pnc,Pnc,,,PUNCT,.,9
994,163,1,don,don,163,ADV,Adv,Adv,donc,C/V\,ADV,donc,10
995,163,2,est,est,163,VER:pres:3:sg,Vfin,Vfin,être,/V\,VERB,être,10
996,163,3,il,il,163,PRO:pers:suj:3:masc:sg:unb,Prn,Prn%,il,/V\,PRON,il,10
997,163,4,bien,bien,163,ADV,Adv,Adv,bien,C/V\,ADV,bien,10
998,163,5,apparissanz,apparissanz,163,VER:ppre:pl,Vprs,Vprs,apparaître,/V\.C/V\.C/V\.'C/V\,VERB,apparaître,10
999,164,1,c',c',164,PROCON,Sub,Sub,que,C/\,SCONJ,que,10
1000,164,2,on,on,164,PRO:invar,Prn,Prn$,on,/V\,PRON,on,10
1001,164,3,doit,doit,164,VER:pres:3:sg,Vfin,Vfin,devoir2,C/V\,VERB,devoir,10
1002,164,4,meuz,meuz,164,ADV,Adv,Adv,mieux,C/V\,ADV,mieux,10
1003,164,5,prisier,prisier,164,VER:infi,Vinf,Vinf,priser,C/V\.'C/V\,VERB,priser,10
1004,164,6,las,las,164,DET:def:obj:masc:pl,Det,Det,le,C/V\,DET,le,10
1005,164,7,naissanz,naissanz,164,VER:ppre:pl,Vprs,Vprs,naître,C/V\.'C/V\,VERB,naître,10
