wd_id,line_id,linewd,word,lex_id,pos_nca,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
2592,438,2,nicolais,nicolais,NPR:suj:masc:sg,482,N,N,,C/V\.C/V\.'C/V\,NOUN,Nicolas,2
2593,438,3,dignes,dignes,ADJ:suj:masc:sg,482,Adj,Adj,,'C/V\.C/e\,ADJ,digne,9
2594,438,4,confés,confés,NOM:suj:masc:sg,482,N,N,,C/V\.'C/V\,NOUN,confès,3
2595,439,1,de,de,PRE,483,Pre,Pre,de,C/(e)\,ADP,de,10
2596,439,2,vostre,vostre,DET:poss:obj:masc:sg,483,Det,Det,votre,'C/V\.C/(e)\,DET,votre,10
2597,439,3,home,home,NOM:obj:masc:sg,483,N,N,,'/V\.C/(e)\,NOUN,homme,8
2598,439,4,vous,vous,PRO:pers:2:pl,483,Prn,Prn$$,vous,C/V\,PRON,vous,10
2599,439,5,prende,prende,VER:subp:3:sg,483,Vfin,Vfin,prendre,'C/V\.C/(e)\,VERB,prendre,10
2600,439,6,pes,pes,NOM:suj:masc:sg,483,N,N,,C/V\,NOUN,paix,9
2601,440,1,soiés,soiés,VER:impe:2:pl,484,Vfin,Vfin,être,C/V\.'C/V\,VERB,être,10
2602,440,2,me,me,DET:poss:suj:masc:sg,484,Prn,Prn%%,me,C/(e)\,PRON,me,10
2603,440,3,secours,secours,NOM:suj:masc:sg,484,N,N,,C/V\.'C/V\,NOUN,secours,8
2604,440,4,et,et,CON:coord,484,Crd,Crd,et,/V\,CCONJ,et,10
2605,440,5,garans,garans,NOM:suj:masc:sg,484,N,N,,C/V\.'C/V\,NOUN,garant,9
2606,441,1,bons,bons,ADJ:suj:masc:sg,485,Adj,Adj,bon,C/V\,ADJ,bon,10
2607,441,2,amis,amis,NOM:suj:masc:sg,485,N,N,,/V\.'C/V\,NOUN,ami,3
2608,441,3,dieu,dieu,NOM:obj:masc:sg,485,N,N,,C/V\,PROPN,Dieu,3
2609,441,4,vrai,vrai,ADJ:obj:masc:sg,485,Adj,Adj,vrai,C/V\,ADJ,vrai,10
2610,441,5,conseilliere,conseilliere,NOM:suj:masc:sg,485,N,N,,C/V\.C/V\.'C/V\.C/(e)\,NOUN,conseillère,6
2611,442,1,soiés,soiés,VER:impe:2:pl,486,Vfin,Vfin,être,C/V\.'C/V\,VERB,être,10
2612,442,2,pour,pour,PRE,486,Pre,Pre,pour,C/V\,ADP,pour,10
2613,442,3,vostre,vostre,DET:poss:obj:masc:sg,486,Det,Det,votre,'C/V\.C/(e)\,DET,votre,10
2614,442,4,home,home,NOM:obj:masc:sg,486,N,N,,'/V\.C/(e)\,NOUN,homme,8
2615,442,5,veilliere,veilliere,NOM:suj:masc:sg,486,N,N,,C/V\.'C/V\.C/(e)\,PROPN|NOUN,UNKNOWN,-10
2616,443,1,si,si,PROCON,487,Adv,Adv,si4,C/V\,ADV,si,10
2617,443,2,me,me,PRO:pers:obj:1:sg:unb,487,Prn,Prn$$,me,C/(e)\,PRON,me,10
2618,443,3,wardés,wardés,VER:impe:2:pl,487,Vfin,Vfin,garder,C/V\.'C/V\,VERB,garder,10
2619,443,4,de,de,PRE,487,Pre,Pre,de,C/(e)\,ADP,de,10
2620,443,5,ches,ches,DET:demo:obj:masc:pl,487,Dem,Dem,cil,C/V\,DET,cil,10
2621,443,6,tirans,tirans,NOM:obj:masc:pl,487,N,N,,C/V\.'C/V\,PROPN|NOUN,tirant|tyran,-1
2622,444,1,preudom,preudom,NOM:suj:masc:sg,488,N,N,,C/V\.'C/V\,NOUN,prudhomme,9
2623,444,2,qui,qui,PROCON,488,Qux,Qux,qui,C/V\,PRON,qui,10
2624,444,3,si,si,PROCON,488,Adv,Adv,si4,C/V\,ADV,si,10
2625,444,4,iés,iés,VER:pres:2:sg,488,Vfin,Vfin,être,/V\,VERB,être,10
2626,444,5,efferés,efferés,VER:pper:masc:pl,488,Vpp,Vpp,,/V\.C/e\.'C/V\,VERB,efférer,-10
2627,445,1,soies,soies,VER:subp:2:sg,489,Vfin,Vfin,être,'C/V\./e\,VERB,être,10
2628,445,2,en,en,PRO:clit,489,Pre,Pre,en,/V\,ADP,en,10
2629,445,3,dieu,dieu,NOM:obj:masc:sg,489,N,N,,C/V\,NOUN,dieu,3
