wd_id,word,lex_id,page_id,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
1980,il,il,1030,Prn,Prn$,il,/V\,PRON,il,10
1981,vous,vous,1030,Prn,Prn$$,vous,C/V\,PRON,vous,10
1982,plaist,plaist,1030,Vfin,Vfin,plaire,C/V\,VERB,plaire,10
1983,ceste,ceste,1030,Dem,Dem,cist,'C/V\.C/(e)\,DET,cist,10
1984,fois,fois,1030,N,N,,C/V\,NOUN,fois,3
1985,lui,lui,1030,Prn,Prn$$,lui,C/V\,PRON,lui,10
1986,pardonner,pardonner,1030,Vinf,Vinf,pardonner,C/V\.C/V\.'C/V\,VERB,pardonner,10
1987,",",",",1030,Pnc,Pnc,,,PUNCT,",",9
1988,il,il,1030,Prn,Prn$,il,/V\,PRON,il,10
1989,la,la,1030,Prn,Prn$$,le,C/V\,PRON,le,10
1990,vous,vous,1030,Prn,Prn$$,vous,C/V\,PRON,vous,10
1991,fera,fera,1030,Vfin,Vfin,faire,C/V\.'C/V\,VERB,faire,10
1992,demain,demain,1030,Adv,Adv,demain,C/V\.'C/V\,ADV,demain,10
1993,.,.,1030,Pnc,Pnc,,,PUNCT,.,9
1994,—,—,1030,Pnc,Pnc,,,PUNCT,—,9
1995,Demain,demain,1030,Adv,Adv,demain,C/V\.'C/V\,ADV,demain,10
1996,?,?,1030,Pnc,Pnc,,,PUNCT,?,9
1997,dist,dist,1030,Vfin,Vfin,dire,C/V\,VERB,dire,10
1998,Madame,madame,1030,N,N,,C/V\.'C/V\.C/(e)\,NOUN,madame,9
1999,",",",",1030,Pnc,Pnc,,,PUNCT,",",9
2000,ains,ains,1030,PrA,PrA,ains,/V\,ADV,ains,10
2001,qu',qu',1030,Sub,Sub,que,C/\,SCONJ,que,10
2002,il,il,1030,Prn,Prn$,il,/V\,PRON,il,10
2003,se,se,1030,Prn,Prn$$,se,C/(e)\,PRON,se,10
2004,parte,parte,1030,Vfin,Vfin,partir,'C/V\.C/(e)\,VERB,partir,10
2005,de,de,1030,Pre,Pre,de,C/(e)\,ADP,de,10
2006,cy,cy,1030,Adv,Adv,ci,C/V\,ADV,ci,10
2007,je,je,1030,Prn,Prn$,je,C/(e)\,PRON,je,10
2008,le,le,1030,Prn,Prn$$,le,C/(e)\,PRON,le,10
2009,vueil,vueil,1030,Vfin,Vfin,vouloir,C/V\,VERB,vouloir,10
2010,savoir,savoir,1030,Vinf,Vinf,savoir,C/V\.'C/V\,VERB,savoir,10
2011,!,!,1030,Pnc,Pnc,,,PUNCT,!,9
2012,»,»,1030,Pnc,Pnc,,,PUNCT,»,9
2013,.,.,1030,Pnc,Pnc,,,PUNCT,.,9
2014,Alors,alors,1030,Adv,Adv,alors,/V\.'C/V\,ADV,alors,10
2015,toutes,toutes,1030,QIs,QIs,tout,'C/V\.C/e\,PRON,tout,10
2016,lui,lui,1030,Prn,Prn$$,lui,C/V\,PRON,lui,10
2017,dirent,dirent,1030,Vfin,Vfin,dire,'C/V\.C/e\,VERB,dire,10
2018,",",",",1030,Pnc,Pnc,,,PUNCT,",",9
2019,l',l',1030,Det,Det,le,C/\,DET,le,10
2020,une,une,1030,QIs,QIs,un,'/V\.C/(e)\,PRON,un,10
2021,:,:,1030,Pnc,Pnc,,,PUNCT,:,9
2022,«,«,1030,Pnc,Pnc,,,PUNCT,«,9
2023,Mon,mon,1030,Det,Det,mon,C/V\,DET,mon,10
2024,filz,filz,1030,N,N,,C/V\,NOUN,fils,3
2025,»,»,1030,Pnc,Pnc,,,PUNCT,»,9
2026,",",",",1030,Pnc,Pnc,,,PUNCT,",",9
2027,l',l',1030,Det,Det,le,C/\,DET,le,10
2028,autre,autre,1030,Adj,Adj,autre,'/V\.C/(e)\,ADJ,autre,10
2029,:,:,1030,Pnc,Pnc,,,PUNCT,:,9
2030,«,«,1030,Pnc,Pnc,,,PUNCT,«,9
2031,Mon,mon,1030,Det,Det,mon,C/V\,DET,mon,10
2032,amy,amy,1030,N,N,,/V\.'C/V\,NOUN,ami,3
2033,»,»,1030,Pnc,Pnc,,,PUNCT,»,9
2034,",",",",1030,Pnc,Pnc,,,PUNCT,",",9
2035,et,et,1030,Crd,Crd,et,/V\,CCONJ,et,10
2036,l',l',1030,Det,Det,le,C/\,DET,le,10
2037,autre,autre,1030,Adj,Adj,autre,'/V\.C/(e)\,ADJ,autre,10
2038,:,:,1030,Pnc,Pnc,,,PUNCT,:,9
2039,«,«,1030,Pnc,Pnc,,,PUNCT,«,9
2040,Petit,petit,1030,Adj,Adj,petit,C/V\.'C/V\,ADJ,petit,10
2041,Saintré,saintré,1030,N,N,,C/V\.'C/V\,PROPN,Saintref,-10
2042,",",",",1030,Pnc,Pnc,,,PUNCT,",",9
2043,dittes,dittes,1030,Vfin,Vfin,dire,'C/V\.C/e\,VERB,dire,10
2044,seurement,seurement,1030,Adv,Adv,,C/(V)\./V\.C/e\.'C/V\,ADV,sûrement,9
2045,a,a,1030,Pre,Pre,à,/V\,ADP,à,10
2046,Madame,madame,1030,N,N,,C/V\.'C/V\.C/(e)\,PROPN,madame,2
2047,puis,puis,1030,PrA,PrA,puis,C/V\,ADV,puis,10
2048,quant,quant,1030,Qux,Qux,quand,C/V\,ADJ|ADV|DET|PRON,quand,10
2049,ne,ne,1030,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
2050,veistes,veistes,1030,Vfin,Vfin,voir,C/(V)\.'/V\.C/e\,VERB,voir,10
2051,vostre,vostre,1030,Det,Det,votre,'C/V\.C/(e)\,DET,votre,10
2052,dame,dame,1030,N,N,,'C/V\.C/(e)\,NOUN,dame,8
2053,",",",",1030,Pnc,Pnc,,,PUNCT,",",9
2054,ou,ou,1030,Crd,Crd,ou,/V\,CCONJ,ou,10
2055,aultrement,aultrement,1030,Adv,Adv,,/V\.C/e\.'C/V\,ADV,autrement,9
2056,vous,vous,1030,Prn,Prn$,vous,C/V\,PRON,vous,10
2057,estes,estes,1030,Vfin,Vfin,être,'/V\.C/e\,VERB,être,10
2058,son,son,1030,Det,Det,son4,C/V\,DET,son,10
2059,prisonnier,prisonnier,1030,N,N,,C/V\.C/V\.'C/V\,NOUN,prisonnier,9
2060,.,.,1030,Pnc,Pnc,,,PUNCT,.,9
2061,»,»,1030,Pnc,Pnc,,,PUNCT,»,9
2062,Et,et,1030,Crd,Crd,et,/V\,CCONJ,et,10
2063,quant,quant,1030,Sub,Sub,quand,C/V\,SCONJ,quand,10
2064,il,il,1030,Prn,Prn$,il,/V\,PRON,il,10
2065,fut,fut,1030,Vfin,Vfin,être,C/V\,VERB,être,10
2066,bien,bien,1030,Adv,Adv,bien,C/V\,ADV,bien,10
2067,d',d',1030,Pre,Pre,de,C/\,ADP,de,10
2068,elles,elles,1030,Prn,Prn,elle,'/V\.C/e\,PRON,elle,10
2069,tout,tout,1030,QIs,QIs,tout,C/V\,ADV,tout,10
2070,assailli,assailli,1030,Vpp,Vpp,,/V\.C/V\.'C/V\,VERB,assaillir,9
2071,",",",",1030,Pnc,Pnc,,,PUNCT,",",9
2072,il,il,1030,Prn,Prn$,il,/V\,PRON,il,10
2073,dit,dit,1030,Vfin,Vfin,dire,C/V\,VERB,dire,10
2074,:,:,1030,Pnc,Pnc,,,PUNCT,:,9
2075,«,«,1030,Pnc,Pnc,,,PUNCT,«,9
2076,Que,que,1030,Qux,Qux,que,C/(e)\,PRON,que,10
2077,voullez,voullez,1030,Vfin,Vfin,vouloir,C/V\.'C/V\,VERB,vouloir,10
2078,vous,vous,1030,Prn,Prn%,vous,C/V\,PRON,vous,10
2079,que,que,1030,Sub,Sub,que,C/(e)\,SCONJ,que,10
2080,je,je,1030,Prn,Prn$,je,C/(e)\,PRON,je,10
2081,vous,vous,1030,Prn,Prn$$,vous,C/V\,PRON,vous,10
2082,dye,dye,1030,Vfin,Vfin,dire,'C/V\./(e)\,VERB,dire,10
2083,",",",",1030,Pnc,Pnc,,,PUNCT,",",9
2084,quant,quant,1030,Sub,Sub,quand,C/V\,SCONJ,quand,10
2085,je,je,1030,Prn,Prn$,je,C/(e)\,PRON,je,10
2086,n',n',1030,Neg,Neg$$,ne,C/\,ADV,ne,10
2087,en,en,1030,Prn,Prn$$,en2,/V\,PRON,en,10
2088,ay,ay,1030,Vfin,Vfin,avoir,/V\,VERB,avoir,10
2089,point,point,1030,Neg,Neg,point2,C/V\,ADV,point,10
2090,?,?,1030,Pnc,Pnc,,,PUNCT,?,9
2091,Et,et,1030,Crd,Crd,et,/V\,CCONJ,et,10
2092,se,se,1030,Sub,Sub,si3,C/(e)\,SCONJ,si,10
2093,je,je,1030,Prn,Prn$,je,C/(e)\,PRON,je,10
2094,l',l',1030,Prn,Prn$$,le,C/\,PRON,le,10
2095,eusse,eusse,1030,Vfin,Vfin,avoir,/(V)\.'/V\.C/(e)\,VERB,avoir,10
2096,",",",",1030,Pnc,Pnc,,,PUNCT,",",9
2097,je,je,1030,Prn,Prn$,je,C/(e)\,PRON,je,10
2098,le,le,1030,Prn,Prn$$,le,C/(e)\,PRON,le,10
2099,diroye,diroye,1030,Vfin,Vfin,dire,C/V\.'C/V\./(e)\,VERB,dire,10
2100,voullentiers,voullentiers,1030,Adv,Adv,volentiers,C/V\.C/V\.'C/V\,ADV,volentiers,10
2101,.,.,1030,Pnc,Pnc,,,PUNCT,.,9
2102,—,—,1030,Pnc,Pnc,,,PUNCT,—,9
2103,Dittes,dittes,1030,Vfin,Vfin,dire,'C/V\.C/e\,VERB,dire,10
2104,sans,sans,1030,Pre,Pre,sans,C/V\,ADP,sans,10
2105,plus,plus,1030,Adv,Adv,plus,C/V\,ADV,plus,10
2106,de,de,1030,Pre,Pre,de,C/(e)\,ADP,de,10
2107,celle,celle,1030,Dem,Dem,cil,'C/V\.C/(e)\,PRON,cil,10
2108,que,que,1030,Qux,Qux,que,C/(e)\,PRON,que,10
2109,plus,plus,1030,Adv,Adv,plus,C/V\,ADV,plus,10
2110,vous,vous,1030,Prn,Prn$,vous,C/V\,PRON,vous,10
2111,amez,amez,1030,Vfin,Vfin,aimer,/V\.'C/V\,VERB,aimer,10
2112,.,.,1030,Pnc,Pnc,,,PUNCT,.,9
2113,—,—,1030,Pnc,Pnc,,,PUNCT,—,8
2114,De,de,1030,Pre,Pre,de,C/(e)\,ADP,de,10
2115,celle,celle,1030,Dem,Dem,cil,'C/V\.C/(e)\,PRON,cil,10
2116,que,que,1030,Qux,Qux,que,C/(e)\,PRON,que,10
2117,plus,plus,1030,Adv,Adv,plus,C/V\,ADV,plus,10
2118,j',j',1030,Prn,Prn$,je,C/\,PRON,je,10
2119,ayme,ayme,1030,Vfin,Vfin,aimer,'/V\.C/(e)\,VERB,aimer,10
2120,",",",",1030,Pnc,Pnc,,,PUNCT,",",9
2121,c',c',1030,Prn,Prn,ce,C/\,PRON,ce,10
2122,est,est,1030,Vfin,Vfin,être,/V\,VERB,être,10
2123,madame,madame,1030,N,N,,C/V\.'C/V\.C/(e)\,NOUN,madame,9
2124,ma,ma,1030,Det,Det,mon,C/V\,DET,mon,10
2125,mere,mere,1030,N,N,,'C/V\.C/(e)\,NOUN,mère,3
2126,",",",",1030,Pnc,Pnc,,,PUNCT,",",9
2127,et,et,1030,Crd,Crd,et,/V\,CCONJ,et,10
2128,aprés,aprés,1030,PrA,PrA,après,/V\.'C/V\,ADV,après,10
2129,est,est,1030,Vfin,Vfin,être,/V\,VERB,être,10
2130,ma,ma,1030,Det,Det,mon,C/V\,DET,mon,10
2131,sereur,sereur,1030,N,N,,C/V\.'C/V\,NOUN,soeur,9
2132,Jacqueline,jacqueline,1030,N,N,,C/V\.C/e\.'C/V\.C/(e)\,PROPN,Jacqueline,8
2133,.,.,1030,Pnc,Pnc,,,PUNCT,.,9
2134,»,»,1030,Pnc,Pnc,,,PUNCT,»,9
2135,Alors,alors,1031,Adv,Adv,alors,/V\.'C/V\,ADV,alors,10
2136,Madame,madame,1031,N,N,,C/V\.'C/V\.C/(e)\,NOUN,madame,9
2137,lui,lui,1031,Prn,Prn$$,lui,C/V\,PRON,lui,10
2138,dist,dist,1031,Vfin,Vfin,dire,C/V\,VERB,dire,10
2139,:,:,1031,Pnc,Pnc,,,PUNCT,:,9
2140,«,«,1031,Pnc,Pnc,,,PUNCT,«,9
2141,Je,je,1031,Prn,Prn$,je,C/(e)\,PRON,je,10
2142,n',n',1031,Neg,Neg$$,ne,C/\,ADV,ne,10
2143,entendz,entendz,1031,Vfin,Vfin,entendre,/V\.'C/V\,VERB,entendre,10
2144,point,point,1031,Neg,Neg,point2,C/V\,ADV,point,10
2145,de,de,1031,Pre,Pre,de,C/(e)\,ADP,de,10
2146,vostre,vostre,1031,Det,Det,votre,'C/V\.C/(e)\,DET,votre,10
2147,mere,mere,1031,N,N,,'C/V\.C/(e)\,NOUN,mère,3
2148,ne,ne,1031,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10
2149,de,de,1031,Pre,Pre,de,C/(e)\,ADP,de,10
2150,vostre,vostre,1031,Det,Det,votre,'C/V\.C/(e)\,DET,votre,10
2151,sereur,sereur,1031,N,N,,C/V\.'C/V\,NOUN,soeur,9
2152,",",",",1031,Pnc,Pnc,,,PUNCT,",",9
2153,car,car,1031,Crd,Crd,car,C/V\,CCONJ,car,10
2154,l',l',1031,Det,Det,le,C/\,DET,le,10
2155,amour,amour,1031,N,N,,/V\.'C/V\,NOUN,amour,8
2156,de,de,1031,Pre,Pre,de,C/(e)\,ADP,de,10
2157,mere,mere,1031,N,N,,'C/V\.C/(e)\,NOUN,mère,3
2158,",",",",1031,Pnc,Pnc,,,PUNCT,",",9
2159,de,de,1031,Pre,Pre,de,C/(e)\,ADP,de,10
2160,sereur,sereur,1031,N,N,,C/V\.'C/V\,NOUN,soeur,9
2161,et,et,1031,Crd,Crd,et,/V\,CCONJ,et,10
2162,de,de,1031,Pre,Pre,de,C/(e)\,ADP,de,10
2163,parens,parens,1031,N,N,,C/V\.'C/V\,NOUN,parent,8
2164,est,est,1031,Vfin,Vfin,être,/V\,VERB,être,10
2165,toute,toute,1031,QIs,QIs,tout,'C/V\.C/(e)\,DET,tout,10
2166,differente,differente,1031,Adj,Adj,,C/V\.C/V\.'C/V\.C/(e)\,ADJ,différent,8
2167,a,a,1031,Pre,Pre,à,/V\,ADP,à,10
2168,celle,celle,1031,Dem,Dem,cil,'C/V\.C/(e)\,PRON,cil,10
2169,de,de,1031,Pre,Pre,de,C/(e)\,ADP,de,10
2170,dame,dame,1031,N,N,,'C/V\.C/(e)\,NOUN,dame,8
2171,par,par,1031,Pre,Pre,par,C/V\,ADP,par,10
2172,amours,amours,1031,N,N,,/V\.'C/V\,NOUN,amour,8
2173,;,;,1031,Pnc,Pnc,,,PUNCT,;,9
2174,mais,mais,1031,Crd,Crd,mais,C/V\,CCONJ,mais,10
2175,je,je,1031,Prn,Prn$,je,C/(e)\,PRON,je,10
2176,vous,vous,1031,Prn,Prn$$,vous,C/V\,PRON,vous,10
2177,demande,demande,1031,Vfin,Vfin,demander,C/V\.'C/V\.C/(e)\,VERB,demander,10
2178,de,de,1031,Pre,Pre,de,C/(e)\,ADP,de,10
2179,celles,celles,1031,Dem,Dem,cil,'C/V\.C/e\,PRON,cil,10
2180,qui,qui,1031,Qux,Qux,qui,C/V\,PRON,qui,10
2181,riens,riens,1031,N,N,rien,C/V\,PROPN|NOUN,rien,10
2182,ne,ne,1031,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
2183,vous,vous,1031,Prn,Prn$$,vous,C/V\,PRON,vous,10
2184,sont,sont,1031,Vfin,Vfin,être,C/V\,VERB,être,10
2185,.,.,1031,Pnc,Pnc,,,PUNCT,.,9
2186,—,—,1031,Pnc,Pnc,,,PUNCT,—,8
2187,De,de,1031,Pre,Pre,de,C/(e)\,ADP,de,10
2188,celles,celles,1031,Dem,Dem,cil,'C/V\.C/e\,PRON,cil,10
2189,qui,qui,1031,Qux,Qux,qui,C/V\,PRON,qui,10
2190,riens,riens,1031,N,N,rien,C/V\,PROPN|NOUN,rien,10
2191,ne,ne,1031,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
2192,me,me,1031,Prn,Prn$$,me,C/(e)\,PRON,me,10
2193,sont,sont,1031,Vfin,Vfin,être,C/V\,VERB,être,10
2194,?,?,1031,Pnc,Pnc,,,PUNCT,?,9
2195,Sur,sur,1031,PrA,PrA,sur,C/V\,ADP,sur,10
2196,ma,ma,1031,Det,Det,mon,C/V\,DET,mon,10
2197,foy,foy,1031,N,N,,C/V\,NOUN,foi,3
2198,",",",",1031,Pnc,Pnc,,,PUNCT,",",9
2199,madame,madame,1031,N,N,,C/V\.'C/V\.C/(e)\,NOUN,madame,9
2200,",",",",1031,Pnc,Pnc,,,PUNCT,",",9
2201,je,je,1031,Prn,Prn$,je,C/(e)\,PRON,je,10
2202,n',n',1031,Neg,Neg$$,ne,C/\,ADV,ne,10
2203,en,en,1031,Prn,Prn$$,en2,/V\,PRON,en,10
2204,ayme,ayme,1031,Vfin,Vfin,aimer,'/V\.C/(e)\,VERB,aimer,10
2205,nulle,nulle,1031,QIs,QIs,nul,'C/V\.C/(e)\,PRON,nul,10
2206,.,.,1031,Pnc,Pnc,,,PUNCT,.,9
2207,»,»,1031,Pnc,Pnc,,,PUNCT,»,9
2208,Alors,alors,1031,Adv,Adv,alors,/V\.'C/V\,ADV,alors,10
2209,Madame,madame,1031,N,N,,C/V\.'C/V\.C/(e)\,NOUN,madame,9
2210,lui,lui,1031,Prn,Prn$$,lui,C/V\,PRON,lui,10
2211,dist,dist,1031,Vfin,Vfin,dire,C/V\,VERB,dire,10
2212,:,:,1031,Pnc,Pnc,,,PUNCT,:,9
2213,«,«,1031,Pnc,Pnc,,,PUNCT,«,9
2214,N',n',1031,Neg,Neg$$,ne,C/\,ADV,ne,10
2215,en,en,1031,Prn,Prn$$,en2,/V\,PRON,en,10
2216,amez,amez,1031,Vfin,Vfin,aimer,/V\.'C/V\,VERB,aimer,10
2217,vous,vous,1031,Prn,Prn%,vous,C/V\,PRON,vous,10
2218,nulle,nulle,1031,QIs,QIs,nul,'C/V\.C/(e)\,PRON,nul,10
2219,?,?,1031,Pnc,Pnc,,,PUNCT,?,9
2220,Ha,ha,1031,Exc,Exc,,/V\,INTJ,haa,3
2221,!,!,1031,Pnc,Pnc,,,PUNCT,!,9
2222,failli,failli,1031,Vpp,Vpp,faillir,C/V\.'C/V\,VERB,faillir,10
2223,gentil,gentil,1031,Adj,Adj,gentil,C/V\.'C/V\,ADJ,gentil,10
2224,homme,homme,1031,N,N,,'/V\.C/(e)\,NOUN,homme,8
2225,",",",",1031,Pnc,Pnc,,,PUNCT,",",9
2226,et,et,1031,Crd,Crd,et,/V\,CCONJ,et,10
2227,dittes,dittes,1031,Vfin,Vfin,dire,'C/V\.C/e\,VERB,dire,10
2228,vous,vous,1031,Prn,Prn%,vous,C/V\,PRON,vous,10
2229,que,que,1031,Sub,Sub,que,C/(e)\,SCONJ,que,10
2230,n',n',1031,Neg,Neg$$,ne,C/\,ADV,ne,10
2231,en,en,1031,Prn,Prn$$,en2,/V\,PRON,en,10
2232,amez,amez,1031,Vfin,Vfin,aimer,/V\.'C/V\,VERB,aimer,10
2233,nulle,nulle,1031,QIs,QIs,nul,'C/V\.C/(e)\,PRON,nul,10
2234,?,?,1031,Pnc,Pnc,,,PUNCT,?,9
2235,Ad,ad,1031,Pre,Pre,à,/V\,ADP,à,10
2236,ce,ce,1031,Dem,Dem,cist,C/(e)\,DET,cist,10
2237,cop,cop,1031,N,N,,C/V\,NOUN,coup,8
2238,cognoiz,cognoiz,1031,Vfin,Vfin,connaître,C/V\.'C/V\,VERB,connaître,10
2239,je,je,1031,Prn,Prn%,je,C/(e)\,PRON,je,10
2240,bien,bien,1031,Adv,Adv,bien,C/V\,ADV,bien,10
2241,que,que,1031,Sub,Sub,que,C/(e)\,SCONJ,que,10
2242,jamais,jamais,1031,Adv,Adv,jamais,C/V\.'C/V\,ADV,jamais,10
2243,ne,ne,1031,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
2244,vauldrez,vauldrez,1031,Vfin,Vfin,valoir,C/V\.'C/V\,VERB,valoir,10
2245,riens,riens,1031,N,N,rien,C/V\,PROPN|NOUN,rien,10
2246,.,.,1031,Pnc,Pnc,,,PUNCT,.,9
2247,Et,et,1031,Exc,Exc,,/V\,INTJ,hé,0
2248,!,!,1031,Pnc,Pnc,,,PUNCT,!,9
2249,failli,failli,1031,Vpp,Vpp,faillir,C/V\.'C/V\,VERB,faillir,10
2250,cœur,cœur,1031,N,N,,C/V\,NOUN,cour,0
2251,que,que,1031,Sub,Sub,que,C/(e)\,SCONJ,que,10
2252,vous,vous,1031,Prn,Prn$,vous,C/V\,PRON,vous,10
2253,estes,estes,1031,Vfin,Vfin,être,'/V\.C/e\,VERB,être,10
2254,:,:,1031,Pnc,Pnc,,,PUNCT,:,9
2255,dont,dont,1031,Qux,Qux,dont,C/V\,PRON,dont,10
2256,sont,sont,1031,Vfin,Vfin,être,C/V\,VERB,être,10
2257,venues,venues,1031,Vpp,Vpp,venir,C/V\.'C/V\./e\,VERB,venir,10
2258,les,les,1031,Det,Det,le,C/V\,DET,le,10
2259,grans,grans,1031,Adj,Adj,grand,C/V\,ADJ,grand,10
2260,vaillances,vaillances,1031,N,N,,C/V\.'C/V\.C/e\,NOUN,vaillance,9
2261,",",",",1031,Pnc,Pnc,,,PUNCT,",",9
2262,les,les,1031,Det,Det,le,C/V\,DET,le,10
2263,grans,grans,1031,Adj,Adj,grand,C/V\,ADJ,grand,10
2264,emprinses,emprinses,1031,N,N,,/V\.'C/V\.C/e\,NOUN,emprise,8
2265,et,et,1031,Crd,Crd,et,/V\,CCONJ,et,10
2266,les,les,1031,Det,Det,le,C/V\,DET,le,10
2267,chevalereux,chevalereux,1031,Adj,Adj,,C/V\.C/V\.C/e\.'C/V\,ADJ,chevalereux,9
2268,fais,fais,1031,N,N,,C/V\,NOUN,faix,3
2269,de,de,1031,Pre,Pre,de,C/(e)\,ADP,de,10
2270,Lancelot,lancelot,1031,N,N,,C/V\.C/e\.'C/V\,PROPN,Lancelot,8
2271,",",",",1031,Pnc,Pnc,,,PUNCT,",",9
2272,de,de,1031,Pre,Pre,de,C/(e)\,ADP,de,10
2273,Gauvain,gauvain,1031,N,N,,C/V\.'C/V\,PROPN,Gauvain,9
2274,",",",",1031,Pnc,Pnc,,,PUNCT,",",9
2275,de,de,1031,Pre,Pre,de,C/(e)\,ADP,de,10
2276,Tristran,tristran,1031,N,N,,C/V\.'C/V\,PROPN,Tristan,9
2277,",",",",1031,Pnc,Pnc,,,PUNCT,",",9
2278,de,de,1031,Pre,Pre,de,C/(e)\,ADP,de,10
2279,Guron,guron,1031,N,N,,C/V\.'C/V\,PROPN,Guron,-10
2280,le,le,1031,Det,Det,le,C/(e)\,DET,le,10
2281,courtois,courtois,1031,Adj,Adj,,C/V\.'C/V\,ADJ,courtois,9
2282,",",",",1031,Pnc,Pnc,,,PUNCT,",",9
2283,et,et,1031,Crd,Crd,et,/V\,CCONJ,et,10
2284,des,des,1031,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
2285,aultres,aultres,1031,Adj,Adj,autre,'/V\.C/e\,ADJ,autre,10
2286,preux,preux,1031,Adj,Adj,preux,C/V\,ADJ,preux,10
2287,de,de,1031,Pre,Pre,de,C/(e)\,ADP,de,10
2288,la,la,1031,Det,Det,le,C/V\,DET,le,10
2289,Table,table,1031,N,N,,'C/V\.C/(e)\,NOUN,table,8
2290,Ronde,ronde,1031,Adj,Adj,,'C/V\.C/(e)\,ADJ,rond,8
2291,",",",",1031,Pnc,Pnc,,,PUNCT,",",9
2292,aussi,aussi,1031,Adv,Adv,aussi,/V\.'C/V\,ADV,aussi,10
2293,de,de,1031,Pre,Pre,de,C/(e)\,ADP,de,10
2294,Ponthus,ponthus,1031,N,N,,C/V\.'C/V\,PROPN,Ponthus,9
2295,et,et,1031,Crd,Crd,et,/V\,CCONJ,et,10
2296,de,de,1031,Pre,Pre,de,C/(e)\,ADP,de,10
2297,tant,tant,1031,QIs,QIs,tant,C/V\,ADV,tant,10
2298,d',d',1031,Pre,Pre,de,C/\,ADP,de,10
2299,aultres,aultres,1031,Adj,Adj,autre,'/V\.C/e\,ADJ,autre,10
2300,sy,sy,1031,Adv,Adv,si4,C/V\,ADV,si,10
2301,tres,tres,1031,Adv,Adv,très,C/V\,ADV,très,10
2302,vaillans,vaillans,1031,Vprs,Vprs,valoir,C/V\.'C/V\,VERB,valoir,10
2303,chevaliers,chevaliers,1031,N,N,,C/V\.C/V\.'C/V\,NOUN,chevalier,8
2304,et,et,1031,Crd,Crd,et,/V\,CCONJ,et,10
2305,escuiers,escuiers,1031,N,N,,/V\.C/V\.'C/V\,NOUN,écuyer,9
2306,de,de,1031,Pre,Pre,de,C/(e)\,ADP,de,10
2307,ce,ce,1031,Dem,Dem,cist,C/(e)\,DET,cist,10
2308,royaume,royaume,1031,N,N,,C/V\.'C/V\.C/(e)\,NOUN,royaume,9
2309,",",",",1031,Pnc,Pnc,,,PUNCT,",",9
2310,et,et,1031,Crd,Crd,et,/V\,CCONJ,et,10
2311,aultres,aultres,1031,Adj,Adj,autre,'/V\.C/e\,ADJ,autre,10
2312,sans,sans,1031,Pre,Pre,sans,C/V\,ADP,sans,10
2313,nombre,nombre,1031,N,N,,'C/V\.C/(e)\,NOUN,nombre,8
2314,",",",",1031,Pnc,Pnc,,,PUNCT,",",9
2315,que,que,1031,Qux,Qux,que,C/(e)\,PRON,que,10
2316,je,je,1031,Prn,Prn$,je,C/(e)\,PRON,je,10
2317,bien,bien,1031,Adv,Adv,bien,C/V\,ADV,bien,10
2318,nommeroye,nommeroye,1031,Vfin,Vfin,,C/V\.C/e\.'C/V\./(e)\,VERB,nommer,9
2319,se,se,1031,Sub,Sub,si3,C/(e)\,SCONJ,si,10
2320,je,je,1031,Prn,Prn$,je,C/(e)\,PRON,je,10
2321,avoye,avoye,1031,Vfin,Vfin,avoir,/V\.'C/V\./(e)\,VERB,avoir,10
2322,temps,temps,1031,N,N,,C/V\,NOUN,temps,8
2323,",",",",1031,Pnc,Pnc,,,PUNCT,",",9
2324,sy,sy,1031,Sub,Sub,si3,C/V\,SCONJ,si,10
2325,non,non,1031,NVP,NVP,non,C/V\,ADV,non,10
2326,pour,pour,1031,Pre,Pre,pour,C/V\,ADP,pour,10
2327,le,le,1031,Det,Det,le,C/(e)\,DET,le,10
2328,service,service,1031,N,N,,C/V\.'C/V\.C/(e)\,NOUN,service,8
2329,d',d',1031,Pre,Pre,de,C/\,ADP,de,10
2330,amours,amours,1031,N,N,,/V\.'C/V\,NOUN,amour,8
2331,acquerir,acquerir,1031,Vinf,Vinf,acquérir,/V\.C/e\.'C/V\,VERB,acquérir,10
2332,et,et,1031,Crd,Crd,et,/V\,CCONJ,et,10
2333,eulz,eulz,1031,Prn,Prn$$,eux,/V\,PRON,eux,10
2334,entretenir,entretenir,1031,Vinf,Vinf,entretenir,/V\.C/e\.C/e\.'C/V\,VERB,entretenir,10
2335,en,en,1031,Pre,Pre,en,/V\,ADP,en,10
2336,la,la,1031,Det,Det,le,C/V\,DET,le,10
2337,grace,grace,1031,N,N,,'C/V\.C/(e)\,NOUN,grâce,8
2338,de,de,1031,Pre,Pre,de,C/(e)\,ADP,de,10
2339,leurs,leurs,1031,Det,Det,leur2,C/V\,DET,leur,10
2340,tres,tres,1031,Adv,Adv,très,C/V\,ADV,très,10
2341,desirees,desirees,1031,Vpp,Vpp,désirer,C/V\.C/V\.'C/V\./e\,VERB,désirer,10
2342,dames,dames,1031,N,N,,'C/V\.C/e\,NOUN,dame,3
2343,?,?,1031,Pnc,Pnc,,,PUNCT,?,9
