wd_id,word,lex_id,para_id,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
2290,tout,tout,12,QIs,QIs,tout,C/V\,PRON,tout,10
2291,a,a,12,Pre,Pre,à,/V\,ADP,à,10
2292,joie,joie,12,N,N,,'C/V\./(e)\,NOUN,joie,8
2293,et,et,12,Crd,Crd,et,/V\,CCONJ,et,10
2294,a,a,12,Pre,Pre,à,/V\,ADP,à,10
2295,deduit,deduit,12,N,N,,C/V\.'C/V\,NOUN,déduit,8
2296,;,;,12,Pnc,Pnc,,,PUNCT,;,9
2297,mais,mais,12,Crd,Crd,mais,C/V\,CCONJ,mais,10
2298,toutevoies,toutevoies,12,Adv,Adv,toutefois,C/V\.C/e\.'C/V\./e\,ADV,toutefois,10
2299,en,en,12,Prn,Prn$$,en2,/V\,PRON,en,10
2300,haioient,haioient,12,Vfin,Vfin,haïr,C/V\.'C/V\./e\,VERB,haïr,10
2301,il,il,12,Prn,Prn%,il,/V\,PRON,il,10
2302,l',l',12,Det,Det,le,C/\,DET,le,10
2303,enfant,enfant,12,N,N,,/V\.'C/V\,NOUN,enfant,3
2304,.,.,12,Pnc,Pnc,,,PUNCT,.,9
2305,Grant,grant,13,Adj,Adj,grand,C/V\,ADJ,grand,10
2306,dommaiges,dommaiges,13,N,N,,C/V\.'C/V\.C/e\,NOUN,dommage,9
2307,est,est,13,Vfin,Vfin,être,/V\,VERB,être,10
2308,que,que,13,Sub,Sub,que,C/(e)\,SCONJ,que,10
2309,Berinus,berinus,13,N,N,,C/V\.C/V\.'C/V\,PROPN,Berinus,-10
2310,li,li,13,Det,Det,le,C/V\,DET,le,10
2311,enfes,enfes,13,N,N,,'/V\.C/e\,NOUN,enfant,9
2312,avoit,avoit,13,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
2313,enchargié,enchargié,13,Vpp,Vpp,,/V\.C/V\.'C/V\,VERB,encharger,9
2314,si,si,13,Adv,Adv,si4,C/V\,ADV,si,10
2315,mauvaise,mauvaise,13,Adj,Adj,,C/V\.'C/V\.C/(e)\,ADJ,mauvais,9
2316,coustume,coustume,13,N,N,,C/V\.'C/V\.C/(e)\,NOUN,coutume,9
2317,par,par,13,Pre,Pre,par,C/V\,ADP,par,10
2318,le,le,13,Det,Det,le,C/(e)\,DET,le,10
2319,mauvais,mauvais,13,Adj,Adj,,C/V\.'C/V\,ADJ,mauvais,9
2320,chastiement,chastiement,13,N,N,,C/V\.C/V\.C/e\.'C/V\,NOUN,châtiment,9
2321,du,du,13,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
2322,pere,pere,13,N,N,,'C/V\.C/(e)\,NOUN,père,3
2323,et,et,13,Crd,Crd,et,/V\,CCONJ,et,10
2324,de,de,13,Pre,Pre,de,C/(e)\,ADP,de,10
2325,la,la,13,Det,Det,le,C/V\,DET,le,10
2326,mere,mere,13,N,N,,'C/V\.C/(e)\,NOUN,mère,3
2327,.,.,13,Pnc,Pnc,,,PUNCT,.,9
2328,Et,et,13,Crd,Crd,et,/V\,CCONJ,et,10
2329,de,de,13,Pre,Pre,de,C/(e)\,ADP,de,10
2330,tant,tant,13,QIs,QIs,tant,C/V\,ADV,tant,10
2331,qu',qu',13,Sub,Sub,que,C/\,SCONJ,que,10
2332,il,il,13,Prn,Prn$,il,/V\,PRON,il,10
2333,deüst,deust,13,Vfin,Vfin,devoir2,C/(V)\.'/V\,VERB,devoir,10
2334,plus,plus,13,Adv,Adv,plus,C/V\,ADV,plus,10
2335,amender,amender,13,Vinf,Vinf,,/V\.C/V\.'C/V\,VERB,amender,9
2336,et,et,13,Crd,Crd,et,/V\,CCONJ,et,10
2337,entendre,entendre,13,Vinf,Vinf,entendre,/V\.'C/V\.C/(e)\,VERB,entendre,10
2338,a,a,13,Pre,Pre,à,/V\,ADP,à,10
2339,bien,bien,13,Adv,Adv,bien,C/V\,ADV,bien,10
2340,faire,faire,13,Vinf,Vinf,faire,'C/V\.C/(e)\,VERB,faire,10
2341,",",",",13,Pnc,Pnc,,,PUNCT,",",9
2342,de,de,13,Pre,Pre,de,C/(e)\,ADP,de,10
2343,tant,tant,13,QIs,QIs,tant,C/V\,ADV,tant,10
2344,estoit,estoit,13,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10
2345,il,il,13,Prn,Prn%,il,/V\,PRON,il,10
2346,plus,plus,13,Adv,Adv,plus,C/V\,ADV,plus,10
2347,tentez,tentez,13,Vpp,Vpp,,C/V\.'C/V\,VERB,tenter,8
2348,de,de,13,Pre,Pre,de,C/(e)\,ADP,de,10
2349,foloier,foloier,13,Vinf,Vinf,foloyer,C/V\.C/V\.'C/V\,VERB,foloyer,10
2350,;,;,13,Pnc,Pnc,,,PUNCT,;,9
2351,et,et,13,Crd,Crd,et,/V\,CCONJ,et,10
2352,con,con,13,Sub,Sub,comme,C/V\,SCONJ,comme,10
2353,plus,plus,13,Adv,Adv,plus,C/V\,ADV,plus,10
2354,vint,vint,13,Vfin,Vfin,venir,C/V\,VERB,venir,10
2355,avant,avant,13,PrA,PrA,avant,/V\.'C/V\,ADV,avant,10
2356,",",",",13,Pnc,Pnc,,,PUNCT,",",9
2357,de,de,13,Pre,Pre,de,C/(e)\,ADP,de,10
2358,tant,tant,13,QIs,QIs,tant,C/V\,ADV,tant,10
2359,se,se,13,Prn,Prn$$,se,C/(e)\,PRON,se,10
2360,pena,pena,13,Vfin,Vfin,pener,C/V\.'C/V\,VERB,pener,10
2361,il,il,13,Prn,Prn%,il,/V\,PRON,il,10
2362,plus,plus,13,Adv,Adv,plus,C/V\,ADV,plus,10
2363,de,de,13,Pre,Pre,de,C/(e)\,ADP,de,10
2364,mal,mal,13,N,N,mal,C/V\,NOUN,mal,10
2365,faire,faire,13,Vinf,Vinf,faire,'C/V\.C/(e)\,VERB,faire,10
2366,.,.,13,Pnc,Pnc,,,PUNCT,.,9
2367,Et,et,13,Crd,Crd,et,/V\,CCONJ,et,10
2368,tousjours,tousjours,13,Adv,Adv,toujours,C/V\.'C/V\,ADV,toujours,10
2369,faisoit,faisoit,13,Vfin,Vfin,faire,C/V\.'C/V\,VERB,faire,10
2370,de,de,13,Pre,Pre,de,C/(e)\,ADP,de,10
2371,pis,pis,13,Adv,Adv,pis2,C/V\,ADV,pis,10
2372,en,en,13,Pre,Pre,en,/V\,ADP,en,10
2373,pis,pis,13,Adv,Adv,pis2,C/V\,ADV,pis,10
2374,",",",",13,Pnc,Pnc,,,PUNCT,",",9
2375,si,si,13,Adv,Adv,si4,C/V\,ADV,si,10
2376,que,que,13,Sub,Sub,que,C/(e)\,SCONJ,que,10
2377,il,il,13,Prn,Prn$,il,/V\,PRON,il,10
2378,n',n',13,Neg,Neg$$,ne,C/\,ADV,ne,10
2379,avoit,avoit,13,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
2380,grant,grant,13,Adj,Adj,grand,C/V\,ADJ,grand,10
2381,ne,ne,13,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10
2382,petit,petit,13,Adj,Adj,petit,C/V\.'C/V\,ADJ,petit,10
2383,a,a,13,Pre,Pre,à,/V\,ADP,à,10
2384,l',l',13,Det,Det,le,C/\,DET,le,10
2385,ostel,ostel,13,N,N,,/V\.'C/V\,NOUN,hôtel,3
2386,son,son,13,Det,Det,son4,C/V\,DET,son,10
2387,pere,pere,13,N,N,,'C/V\.C/(e)\,NOUN,père,3
2388,qui,qui,13,Qux,Qux,qui,C/V\,PRON,qui,10
2389,ne,ne,13,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
2390,le,le,13,Prn,Prn$$,le,C/(e)\,PRON,le,10
2391,haïst,haist,13,Vfin,Vfin,haïr,C/V\.'C/V\,VERB,haïr,10
2392,pour,pour,13,Pre,Pre,pour,C/V\,ADP,pour,10
2393,les,les,13,Det,Det,le,C/V\,DET,le,10
2394,merveilles,merveilles,13,N,N,,C/V\.'C/V\.C/e\,NOUN,merveille,8
2395,qu',qu',13,Qux,Qux,que,C/\,PRON,que,10
2396,il,il,13,Prn,Prn$,il,/V\,PRON,il,10
2397,faisoit,faisoit,13,Vfin,Vfin,faire,C/V\.'C/V\,VERB,faire,10
2398,et,et,13,Crd,Crd,et,/V\,CCONJ,et,10
2399,pour,pour,13,Pre,Pre,pour,C/V\,ADP,pour,10
2400,la,la,13,Det,Det,le,C/V\,DET,le,10
2401,mauvaistié,mauvaistié,13,N,N,,C/V\.C/V\.'C/V\,NOUN,mauvaiseté,9
2402,dont,dont,13,Qux,Qux,dont,C/V\,PRON,dont,10
2403,il,il,13,Prn,Prn$,il,/V\,PRON,il,10
2404,s',s',13,Prn,Prn$$,se,C/\,PRON,se,10
2405,appensoit,appensoit,13,Vfin,Vfin,,/V\.C/V\.'C/V\,VERB,apenser,9
2406,.,.,13,Pnc,Pnc,,,PUNCT,.,9
2407,Tant,tant,14,QIs,QIs,tant,C/V\,ADV,tant,10
2408,s',s',14,Prn,Prn$$,se,C/\,PRON,se,10
2409,acoustuma,acoustuma,14,Vfin,Vfin,,/V\.C/V\.C/V\.'C/V\,VERB,accoutumer,9
2410,Berinus,berinus,14,N,N,,C/V\.C/V\.'C/V\,PROPN,Berinus,-10
2411,a,a,14,Pre,Pre,à,/V\,ADP,à,10
2412,faire,faire,14,Vinf,Vinf,faire,'C/V\.C/(e)\,VERB,faire,10
2413,males,males,14,Adj,Adj,mal2,'C/V\.C/e\,ADJ,mal,10
2414,enfances,enfances,14,N,N,,/V\.'C/V\.C/e\,NOUN,enfance,9
2415,qu',qu',14,Sub,Sub,que,C/\,SCONJ,que,10
2416,il,il,14,Prn,Prn$,il,/V\,PRON,il,10
2417,n',n',14,Neg,Neg$$,ne,C/\,ADV,ne,10
2418,estoit,estoit,14,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10
2419,nulz,nulz,14,QIs,QIs,nul,C/V\,PRON,nul,10
2420,qui,qui,14,Qux,Qux,qui,C/V\,PRON,qui,10
2421,le,le,14,Prn,Prn$$,le,C/(e)\,PRON,le,10
2422,veïst,veist,14,Vfin,Vfin,voir,C/(V)\.'/V\,VERB,voir,10
2423,ou,ou,14,Crd,Crd,ou,/V\,CCONJ,ou,10
2424,qui,qui,14,Qux,Qux,qui,C/V\,PRON,qui,10
2425,en,en,14,Prn,Prn$$,en2,/V\,PRON,en,10
2426,oïst,oïst,14,Vfin,Vfin,ouïr,/V\.'C/V\,VERB,ouïr,10
2427,parler,parler,14,Vinf,Vinf,parler,C/V\.'C/V\,VERB,parler,10
2428,qui,qui,14,Qux,Qux,qui,C/V\,PRON,qui,10
2429,ne,ne,14,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
2430,lui,lui,14,Prn,Prn$$,lui,C/V\,PRON,lui,10
2431,donnast,donnast,14,Vfin,Vfin,donner,C/V\.'C/V\,VERB,donner,10
2432,maleïcon,maleicon,14,N,N,,C/V\.C/V\.'C/V\,NOUN,maléisson,6
2433,",",",",14,Pnc,Pnc,,,PUNCT,",",9
2434,si,si,14,Adv,Adv,si4,C/V\,ADV,si,10
2435,que,que,14,Sub,Sub,que,C/(e)\,SCONJ,que,10
2436,tout,tout,14,QIs,QIs,tout,C/V\,DET,tout,10
2437,cil,cil,14,Dem,Dem,cil,C/V\,PRON,cil,10
2438,qui,qui,14,Qux,Qux,qui,C/V\,PRON,qui,10
2439,demouroient,demouroient,14,Vfin,Vfin,demeurer,C/V\.C/V\.'C/V\./e\,VERB,demeurer,10
2440,ou,ou,14,Crd,Crd,ou,/V\,CCONJ,ou,10
2441,reparoient,reparoient,14,Vfin,Vfin,répairer,C/V\.C/V\.'C/V\./e\,VERB,répairer,10
2442,a,a,14,Pre,Pre,à,/V\,ADP,à,10
2443,l',l',14,Det,Det,le,C/\,DET,le,10
2444,ostel,ostel,14,N,N,,/V\.'C/V\,NOUN,hôtel,3
2445,l',l',14,Prn,Prn$$,le,C/\,PRON,le,10
2446,eschevoient,eschevoient,14,Vfin,Vfin,esquiver,/V\.C/e\.'C/V\./e\,VERB,esquiver,10
2447,a,a,14,Pre,Pre,à,/V\,ADP,à,10
2448,leur,leur,14,Det,Det,leur2,C/V\,DET,leur,10
2449,pouoir,pouoir,14,N,N,pouvoir,C/V\.'C/V\,PROPN|NOUN,pouvoir,10
2450,et,et,14,Crd,Crd,et,/V\,CCONJ,et,10
2451,se,se,14,Prn,Prn$$,se,C/(e)\,PRON,se,10
2452,tardoient,tardoient,14,Vfin,Vfin,,C/V\.'C/V\./e\,VERB,tarder,9
2453,de,de,14,Pre,Pre,de,C/(e)\,ADP,de,10
2454,venir,venir,14,Vinf,Vinf,venir,C/V\.'C/V\,VERB,venir,10
2455,y,y,14,Prn,Prn,y2,/V\,PRON,y,10
2456,.,.,14,Pnc,Pnc,,,PUNCT,.,9
2457,Et,et,14,Crd,Crd,et,/V\,CCONJ,et,10
2458,quand,quand,14,Sub,Sub,quand,C/V\,SCONJ,quand,10
2459,il,il,14,Prn,Prn$,il,/V\,PRON,il,10
2460,avint,avint,14,Vfin,Vfin,avenir,/V\.'C/V\,VERB,avenir,10
2461,que,que,14,Sub,Sub,que,C/(e)\,SCONJ,que,10
2462,Berinus,berinus,14,N,N,,C/V\.C/V\.'C/V\,PROPN,Berinus,-10
2463,fu,fu,14,Vfin,Vfin,être,C/V\,VERB,être,10
2464,de,de,14,Pre,Pre,de,C/(e)\,ADP,de,10
2465,l',l',14,Det,Det,le,C/\,DET,le,10
2466,aage,aage,14,N,N,,/(V)\.'/V\,NOUN,âge,3
2467,qu',qu',14,Qux,Qux,que,C/\,PRON,que,10
2468,il,il,14,Prn,Prn$,il,/V\,PRON,il,10
2469,pot,pot,14,Vfin,Vfin,pouvoir2,C/V\,VERB,pouvoir,10
2470,aler,aler,14,Vinf,Vinf,aller,/V\.'C/V\,VERB,aller,10
2471,par,par,14,Pre,Pre,par,C/V\,ADP,par,10
2472,la,la,14,Det,Det,le,C/V\,DET,le,10
2473,ville,ville,14,N,N,,'C/V\.C/(e)\,NOUN,ville,3
2474,pour,pour,14,Pre,Pre,pour,C/V\,ADP,pour,10
2475,lui,lui,14,Prn,Prn$,lui,C/V\,PRON,lui,10
2476,esbatre,esbatre,14,Vinf,Vinf,ébattre,/V\.'C/V\.C/(e)\,VERB,ébattre,10
2477,et,et,14,Crd,Crd,et,/V\,CCONJ,et,10
2478,deduire,deduire,14,Vinf,Vinf,déduire,C/V\.'C/V\.C/(e)\,VERB,déduire,10
2479,",",",",14,Pnc,Pnc,,,PUNCT,",",9
2480,lors,lors,14,Adv,Adv,lors,C/V\,ADV,lors,10
2481,fu,fu,14,Vfin,Vfin,être,C/V\,VERB,être,10
2482,il,il,14,Prn,Prn%,il,/V\,PRON,il,10
2483,mesdisant,mesdisant,14,Vprs,Vprs,médire,C/V\.C/V\.'C/V\,VERB,médire,10
2484,et,et,14,Crd,Crd,et,/V\,CCONJ,et,10
2485,plain,plain,14,Adj,Adj,plein,C/V\,ADJ,plein,10
2486,de,de,14,Pre,Pre,de,C/(e)\,ADP,de,10
2487,mauvaises,mauvaises,14,Adj,Adj,,C/V\.'C/V\.C/e\,ADJ,mauvais,9
2488,paroles,paroles,14,N,N,,C/V\.'C/V\.C/e\,NOUN,parole,8
2489,et,et,14,Crd,Crd,et,/V\,CCONJ,et,10
2490,disoit,disoit,14,Vfin,Vfin,dire,C/V\.'C/V\,VERB,dire,10
2491,villenie,villenie,14,N,N,,C/V\.C/V\.'C/V\./(e)\,NOUN,vilenie,9
2492,aux,aux,14,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
2493,uns,uns,14,QIs,QIs,un,/V\,PRON,un,10
2494,et,et,14,Crd,Crd,et,/V\,CCONJ,et,10
2495,aux,aux,14,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
2496,autres,autres,14,Adj,Adj,autre,'/V\.C/e\,ADJ,autre,10
2497,",",",",14,Pnc,Pnc,,,PUNCT,",",9
2498,si,si,14,Adv,Adv,si4,C/V\,ADV,si,10
2499,que,que,14,Sub,Sub,que,C/(e)\,SCONJ,que,10
2500,par,par,14,Pre,Pre,par,C/V\,ADP,par,10
2501,le,le,14,Det,Det,le,C/(e)\,DET,le,10
2502,venin,venin,14,N,N,,C/V\.'C/V\,NOUN,venin,8
2503,de,de,14,Pre,Pre,de,C/(e)\,ADP,de,10
2504,sa,sa,14,Det,Det,son4,C/V\,DET,son,10
2505,bouche,bouche,14,N,N,,'C/V\.C/(e)\,NOUN,bouche,3
2506,il,il,14,Prn,Prn$,il,/V\,PRON,il,10
2507,conquist,conquist,14,Vfin,Vfin,conquérir,C/V\.'C/V\,VERB,conquérir,10
2508,moult,moult,14,QIs,QIs,moult,C/V\,ADV,moult,10
2509,d',d',14,Pre,Pre,de,C/\,ADP,de,10
2510,ennemis,ennemis,14,N,N,,/V\.C/e\.'C/V\,NOUN,ennemi,8
2511,.,.,14,Pnc,Pnc,,,PUNCT,.,9
2512,Et,et,14,Crd,Crd,et,/V\,CCONJ,et,10
2513,avec,avec,14,PrA,PrA,avec,/V\.'C/V\,ADP,avec,10
2514,ce,ce,14,Prn,Prn,ce,C/(e)\,PRON,ce,10
2515,il,il,14,Prn,Prn$,il,/V\,PRON,il,10
2516,faisoit,faisoit,14,Vfin,Vfin,faire,C/V\.'C/V\,VERB,faire,10
2517,a,a,14,Pre,Pre,à,/V\,ADP,à,10
2518,pluseurs,pluseurs,14,QIs,QIs,plusieurs,C/V\.'C/V\,DET,plusieurs,10
2519,gens,gens,14,N,N,,C/V\,NOUN,gent,11
2520,injure,injure,14,N,N,,/V\.'C/V\.C/(e)\,NOUN,injure,8
2521,",",",",14,Pnc,Pnc,,,PUNCT,",",9
2522,si,si,14,Adv,Adv,si4,C/V\,ADV,si,10
2523,comme,comme,14,Sub,Sub,comme,'C/V\.C/(e)\,SCONJ,comme,10
2524,de,de,14,Pre,Pre,de,C/(e)\,ADP,de,10
2525,eulx,eulx,14,Prn,Prn$,eux,/V\,PRON,eux,10
2526,batre,batre,14,Vinf,Vinf,battre,'C/V\.C/(e)\,VERB,battre,10
2527,et,et,14,Crd,Crd,et,/V\,CCONJ,et,10
2528,ferir,ferir,14,Vinf,Vinf,férir,C/V\.'C/V\,VERB,férir,10
2529,vilainement,vilainement,14,Adv,Adv,,C/V\.C/V\.C/e\.'C/V\,ADV,vilainement,9
2530,",",",",14,Pnc,Pnc,,,PUNCT,",",9
2531,dont,dont,14,Qux,Qux,dont,C/V\,PRON,dont,10
2532,aucuns,aucuns,14,QIs,QIs,aucun,/V\.'C/V\,PRON,aucun,10
2533,en,en,14,Prn,Prn$$,en2,/V\,PRON,en,10
2534,y,y,14,Prn,Prn$$,y2,/V\,PRON,y,10
2535,avoient,avoient,14,Vfin,Vfin,avoir,/V\.'C/V\./e\,VERB,avoir,10
2536,qui,qui,14,Qux,Qux,qui,C/V\,PRON,qui,10
2537,volentiers,volentiers,14,Adv,Adv,volentiers,C/V\.C/V\.'C/V\,ADV,volentiers,10
2538,s',s',14,Prn,Prn$$,se,C/\,PRON,se,10
2539,en,en,14,Prn,Prn$$,en2,/V\,PRON,en,10
2540,vengassent,vengassent,14,Vfin,Vfin,,C/V\.'C/V\.C/e\,VERB,venger,0
2541,et,et,14,Crd,Crd,et,/V\,CCONJ,et,10
2542,l',l',14,Prn,Prn$$,le,C/\,PRON,le,10
2543,eüssent,eussent,14,Vfin,Vfin,avoir,/(V)\.'/V\.C/e\,VERB,avoir,10
2544,mis,mis,14,Vpp,Vpp,mettre,C/V\,VERB,mettre,10
2545,a,a,14,Pre,Pre,à,/V\,ADP,à,10
2546,mort,mort,14,N,N,,C/V\,NOUN,mort,3
2547,",",",",14,Pnc,Pnc,,,PUNCT,",",9
2548,se,se,14,Sub,Sub,si3,C/(e)\,SCONJ,si,10
2549,ne,ne,14,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
2550,fust,fust,14,Vfin,Vfin,être,C/V\,VERB,être,10
2551,pour,pour,14,Pre,Pre,pour,C/V\,ADP,pour,10
2552,cremeur,cremeur,14,N,N,,C/V\.'C/V\,NOUN,crémeur,9
2553,du,du,14,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
2554,pere,pere,14,N,N,,'C/V\.C/(e)\,NOUN,père,3
2555,qui,qui,14,Qux,Qux,qui,C/V\,PRON,qui,10
2556,moult,moult,14,QIs,QIs,moult,C/V\,ADV,moult,10
2557,estoit,estoit,14,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10
2558,amez,amez,14,Vpp,Vpp,aimer,/V\.'C/V\,VERB,aimer,10
2559,et,et,14,Crd,Crd,et,/V\,CCONJ,et,10
2560,honnorez,honnorez,14,Vpp,Vpp,honorer,/V\.C/V\.'C/V\,VERB,honorer,10
2561,de,de,14,Pre,Pre,de,C/(e)\,ADP,de,10
2562,l',l',14,Det,Det,le,C/\,DET,le,10
2563,empereur,empereur,14,N,N,,/V\.C/V\.C/(V)\.'/V\,NOUN,empereur,9
2564,",",",",14,Pnc,Pnc,,,PUNCT,",",9
2565,et,et,14,Crd,Crd,et,/V\,CCONJ,et,10
2566,pour,pour,14,Pre,Pre,pour,C/V\,ADP,pour,10
2567,ce,ce,14,Prn,Prn,ce,C/(e)\,PRON,ce,10
2568,ilz,ilz,14,Prn,Prn$,il,/V\,PRON,il,10
2569,s',s',14,Prn,Prn$$,se,C/\,PRON,se,10
2570,en,en,14,Prn,Prn$$,en2,/V\,PRON,en,10
2571,deportoient,deportoient,14,Vfin,Vfin,,C/V\.C/V\.'C/V\./e\,VERB,déporter,9
2572,et,et,14,Crd,Crd,et,/V\,CCONJ,et,10
2573,souffroient,souffroient,14,Vfin,Vfin,souffrir,C/V\.'C/V\./e\,VERB,souffrir,10
2574,a,a,14,Pre,Pre,à,/V\,ADP,à,10
2575,grant,grant,14,Adj,Adj,grand,C/V\,ADJ,grand,10
2576,meschief,meschief,14,N,N,,C/V\.'C/V\,NOUN,méchef,9
2577,.,.,14,Pnc,Pnc,,,PUNCT,.,9
2578,Et,et,15,Crd,Crd,et,/V\,CCONJ,et,10
2579,quant,quant,15,Sub,Sub,quand,C/V\,SCONJ,quand,10
2580,il,il,15,Prn,Prn$,il,/V\,PRON,il,10
2581,avenoit,avenoit,15,Vfin,Vfin,avenir,/V\.C/e\.'C/V\,VERB,avenir,10
2582,qu',qu',15,Sub,Sub,que,C/\,SCONJ,que,10
2583,il,il,15,Prn,Prn$,il,/V\,PRON,il,10
2584,en,en,15,Prn,Prn$$,en2,/V\,PRON,en,10
2585,avoit,avoit,15,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
2586,navrez,navrez,15,Vpp,Vpp,,C/V\.'C/V\,VERB,navrer,9
2587,ou,ou,15,Crd,Crd,ou,/V\,CCONJ,ou,10
2588,bleciez,bleciez,15,Vpp,Vpp,,C/V\.'C/V\,VERB,blesser,9
2589,deux,deux,15,QIs,QIs,deux,C/V\,NUM,deux,10
2590,ou,ou,15,Crd,Crd,ou,/V\,CCONJ,ou,10
2591,troix,troix,15,QIs,QIs,trois,C/V\,NUM,trois,10
2592,",",",",15,Pnc,Pnc,,,PUNCT,",",9
2593,et,et,15,Crd,Crd,et,/V\,CCONJ,et,10
2594,aucun,aucun,15,QIs,QIs,aucun,/V\.'C/V\,PRON,aucun,10
2595,s',s',15,Prn,Prn$$,se,C/\,PRON,se,10
2596,en,en,15,Prn,Prn$$,en2,/V\,PRON,en,10
2597,venoit,venoit,15,Vfin,Vfin,venir,C/V\.'C/V\,VERB,venir,10
2598,plaindre,plaindre,15,Vinf,Vinf,plaindre,'C/V\.C/(e)\,VERB,plaindre,10
2599,a,a,15,Pre,Pre,à,/V\,ADP,à,10
2600,son,son,15,Det,Det,son4,C/V\,DET,son,10
2601,pere,pere,15,N,N,,'C/V\.C/(e)\,NOUN,père,3
2602,",",",",15,Pnc,Pnc,,,PUNCT,",",9
2603,il,il,15,Prn,Prn$,il,/V\,PRON,il,10
2604,le,le,15,Prn,Prn$$,le,C/(e)\,PRON,le,10
2605,appaisoit,appaisoit,15,Vfin,Vfin,,/V\.C/V\.'C/V\,VERB,apaiser,9
2606,",",",",15,Pnc,Pnc,,,PUNCT,",",9
2607,comment,comment,15,Qux,Qux,comment,C/V\.'C/V\,ADV,comment,10
2608,qu',qu',15,Sub,Sub,que,C/\,SCONJ,que,10
2609,il,il,15,Prn,Prn$,il,/V\,PRON,il,10
2610,en,en,15,Prn,Prn$$,en2,/V\,PRON,en,10
2611,advenist,advenist,15,Vfin,Vfin,avenir,/V\.C/e\.'C/V\,VERB,avenir,10
2612,",",",",15,Pnc,Pnc,,,PUNCT,",",9
2613,mais,mais,15,Crd,Crd,mais,C/V\,CCONJ,mais,10
2614,de,de,15,Pre,Pre,de,C/(e)\,ADP,de,10
2615,ce,ce,15,Prn,Prn,ce,C/(e)\,PRON,ce,10
2616,faisoit,faisoit,15,Vfin,Vfin,faire,C/V\.'C/V\,VERB,faire,10
2617,il,il,15,Prn,Prn%,il,/V\,PRON,il,10
2618,que,que,15,Sub,Sub,que,C/(e)\,SCONJ,que,10
2619,fol,fol,15,Adj,Adj,fou,C/V\,ADJ,fou,10
2620,",",",",15,Pnc,Pnc,,,PUNCT,",",9
2621,que,que,15,Sub,Sub,que,C/(e)\,SCONJ,que,10
2622,de,de,15,Pre,Pre,de,C/(e)\,ADP,de,10
2623,riens,riens,15,N,N,rien,C/V\,PROPN|NOUN,rien,10
2624,ne,ne,15,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
2625,le,le,15,Prn,Prn$$,le,C/(e)\,PRON,le,10
2626,chastïoit,chastioit,15,Vfin,Vfin,,C/V\.C/V\.'C/V\,VERB,châtier,9
2627,ne,ne,15,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10
2628,blasmoit,blasmoit,15,Vfin,Vfin,,C/V\.'C/V\,VERB,blâmer,9
2629,de,de,15,Pre,Pre,de,C/(e)\,ADP,de,10
2630,ses,ses,15,Det,Det,son4,C/V\,DET,son,10
2631,folies,folies,15,N,N,,C/V\.'C/V\./e\,NOUN,folie,9
2632,;,;,15,Pnc,Pnc,,,PUNCT,;,9
2633,car,car,15,Crd,Crd,car,C/V\,CCONJ,car,10
2634,quant,quant,15,Sub,Sub,quand,C/V\,SCONJ,quand,10
2635,il,il,15,Prn,Prn$,il,/V\,PRON,il,10
2636,le,le,15,Prn,Prn$$,le,C/(e)\,PRON,le,10
2637,peüst,peust,15,Vfin,Vfin,pouvoir2,C/(V)\.'/V\,VERB,pouvoir,10
2638,avoir,avoir,15,Vinf,Vinf,avoir,/V\.'C/V\,VERB,avoir,10
2639,dottriné,dottriné,15,Vpp,Vpp,,C/V\.C/V\.'C/V\,VERB,doctriner,9
2640,et,et,15,Crd,Crd,et,/V\,CCONJ,et,10
2641,enseigné,enseigné,15,Vpp,Vpp,,/V\.C/V\.'C/V\,VERB,enseigner,9
2642,",",",",15,Pnc,Pnc,,,PUNCT,",",9
2643,il,il,15,Prn,Prn$,il,/V\,PRON,il,10
2644,ne,ne,15,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
2645,le,le,15,Prn,Prn$$,le,C/(e)\,PRON,le,10
2646,voult,voult,15,Vfin,Vfin,vouloir,C/V\,VERB,vouloir,10
2647,faire,faire,15,Vinf,Vinf,faire,'C/V\.C/(e)\,VERB,faire,10
2648,et,et,15,Crd,Crd,et,/V\,CCONJ,et,10
2649,",",",",15,Pnc,Pnc,,,PUNCT,",",9
2650,quant,quant,15,Sub,Sub,quand,C/V\,SCONJ,quand,10
2651,il,il,15,Prn,Prn$,il,/V\,PRON,il,10
2652,voult,voult,15,Vfin,Vfin,vouloir,C/V\,VERB,vouloir,10
