wd_id,word,lex_id,pos_nca,chapter_id,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
795,la,la,DET:def:suj:femi:sg,6,169,Det,Det,le,C/V\,DET,le,10
796,pucele,pucele,NOM:suj:femi:sg,6,169,N,N,,C/V\.'C/V\.C/(e)\,NOUN,pucelle,8
797,ne,ne,PRO:clit,6,169,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
798,pooit,pooit,VER:impf:3:sg,6,169,Vfin,Vfin,pouvoir2,C/V\.'C/V\,VERB,pouvoir,10
799,veoir,veoir,VER:infi,6,169,Vinf,Vinf,voir,C/(V)\.'/V\,VERB,voir,10
800,que,que,PROCON,6,169,Sub,Sub,que,C/(e)\,SCONJ,que,10
801,du,du,PREDET:de:obj:masc:sg,6,169,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
802,travers,travers,NOM:obj:masc:sg,6,169,N,N,,C/V\.'C/V\,NOUN,travers,8
803,de,de,PRE,6,169,Pre,Pre,de,C/(e)\,ADP,de,10
804,celui,celui,DET:demo:obj:masc:sg,6,169,Dem,Dem,cil,C/V\.'C/V\,DET,cil,10
805,oil,oil,NOM:obj:masc:sg,6,169,N,N,,/V\,NOUN,oeil,8
806,",",",",PON,6,169,Pnc,Pnc,,,PUNCT,",",9
807,se,se,PROCON,6,169,Sub,Sub,si3,C/(e)\,SCONJ,si,10
808,cele,cele,DET:demo:suj:femi:sg,6,169,Dem,Dem,cil,'C/V\.C/(e)\,DET,cil,10
809,bocete,bocete,NOM:suj:femi:sg,6,169,N,N,,C/V\.'C/V\.C/(e)\,NOUN,bossette,6
810,ne,ne,PRO:clit,6,169,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
811,fust,fust,VER:subi:3:sg,6,169,Vfin,Vfin,être,C/V\,VERB,être,10
812,esloigniee,esloigniee,VER:pper:femi:sg,6,169,Vpp,Vpp,,/V\.C/V\.'C/V\./(e)\,VERB,éloigner,9
813,as,as,PREDET:a:obj:masc:pl,6,169,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
814,doiz,doiz,NOM:obj:masc:pl,6,169,N,N,,C/V\,NOUN,doigt,3
815,et,et,CON:coord,6,169,Crd,Crd,et,/V\,CCONJ,et,10
816,fust,fust,VER:subi:3:sg,6,169,Vfin,Vfin,être,C/V\,VERB,être,10
817,souslevee,souslevee,VER:pper:femi:sg,6,169,Vpp,Vpp,soulever,C/V\.C/V\.'C/V\./(e)\,VERB,soulever,10
818,de,de,PRE,6,169,Pre,Pre,de,C/(e)\,ADP,de,10
819,l,l',DET:def:obj:masc:sg,6,169,Det,Det,le,C/\,DET,le,10
820,ueil,ueil,NOM:obj:masc:sg,6,169,N,N,,/V\,NOUN,oeil,8
821,.,.,PON,6,169,Pnc,Pnc,,,PUNCT,.,9
822,et,et,CON:coord,6,170,Crd,Crd,et,/V\,CCONJ,et,10
823,estoit,estoit,VER:impf:3:sg,6,170,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10
824,cele,cele,DET:demo:suj:femi:sg,6,170,Dem,Dem,cil,'C/V\.C/(e)\,DET,cil,10
825,piece,piece,NOM:suj:femi:sg,6,170,N,N,,'C/V\.C/(e)\,NOUN,pièce,8
826,de,de,PRE,6,170,Pre,Pre,de,C/(e)\,ADP,de,10
827,char,char,NOM:obj:femi:sg,6,170,N,N,,C/V\,NOUN,chair,3
828,rouge,rouge,ADJ:suj:femi:sg,6,170,Adj,Adj,,'C/V\.C/(e)\,ADJ,rouge,8
829,et,et,CON:coord,6,170,Crd,Crd,et,/V\,CCONJ,et,10
830,mole,mole,ADJ:suj:femi:sg,6,170,Adj,Adj,,'C/V\.C/(e)\,ADJ,mou,8
831,a,a,PRE,6,170,Pre,Pre,à,/V\,ADP,à,10
832,maniere,maniere,NOM:obj:femi:sg,6,170,N,N,,C/V\.'C/V\.C/(e)\,NOUN,manière,8
833,de,de,PRE,6,170,Pre,Pre,de,C/(e)\,ADP,de,10
834,char,char,NOM:obj:femi:sg,6,170,N,N,,C/V\,NOUN,chair,3
835,ne,ne,PRO:clit,6,170,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10
836,ne,ne,PRO:clit,6,170,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
837,metoit,metoit,VER:impf:3:sg,6,170,Vfin,Vfin,mettre,C/V\.'C/V\,VERB,mettre,10
838,hors,hors,ADV,6,170,PrA,PrA,hors,C/V\,ADV,hors,10
839,nule,nule,DET:ind:obj:femi:sg,6,170,QIs,QIs,nul,'C/V\.C/(e)\,DET,nul,10
840,pourreture,pourreture,NOM:obj:femi:sg,6,170,N,N,,C/V\.C/e\.'C/V\.C/(e)\,NOUN,pourriture,9
841,.,.,PON,6,170,Pnc,Pnc,,,PUNCT,.,9
842,et,et,CON:coord,6,171,Crd,Crd,et,/V\,CCONJ,et,10
843,einsi,einsi,ADV,6,171,Adv,Adv,ainsi,/V\.'C/V\,ADV,ainsi,10
844,dura,dura,VER:simp:3:sg,6,171,Vfin,Vfin,durer,C/V\.'C/V\,VERB,durer,10
845,cele,cele,DET:demo:suj:femi:sg,6,171,Dem,Dem,cil,'C/V\.C/(e)\,DET,cil,10
846,maladie,maladie,NOM:suj:femi:sg,6,171,N,N,,C/V\.C/V\.'C/V\./(e)\,NOUN,maladie,8
847,par,par,PRE,6,171,Pre,Pre,par,C/V\,ADP,par,10
848,l,l',DET:def:obj:masc:sg,6,171,Det,Det,le,C/\,DET,le,10
849,espace,espace,NOM:obj:masc:sg,6,171,N,N,,/V\.'C/V\.C/(e)\,NOUN,espace,8
850,de,de,PRE,6,171,Pre,Pre,de,C/(e)\,ADP,de,10
851,un,un,DET:ndf:obj:masc:sg,6,171,QIs,QIs,un,/V\,NUM,un,10
852,an,an,NOM:obj:masc:sg,6,171,N,N,,/V\,NOUN,an,3
853,et,et,CON:coord,6,171,Crd,Crd,et,/V\,CCONJ,et,10
854,nuef,nuef,ADJ:card,6,171,QIs,QIs,neuf,C/V\,NUM,neuf,10
855,mois,mois,NOM:obj:masc:pl,6,171,N,N,,C/V\,NOUN,mois,8
856,ou,ou,PROCON,6,171,Crd,Crd,ou,/V\,CCONJ,ou,10
857,environ,environ,ADV,6,171,PrA,PrA,environ,/V\.C/V\.'C/V\,ADV,environ,10
858,.,.,PON,6,171,Pnc,Pnc,,,PUNCT,.,9
859,et,et,CON:coord,6,172,Crd,Crd,et,/V\,CCONJ,et,10
860,le,le,DET:def:suj:masc:sg,6,172,Det,Det,le,C/(e)\,DET,le,10
861,dit,dit,VER:pper:masc:sg,6,172,Vpp,Vpp,dire,C/V\,VERB,dire,10
862,jehan,jehan,NPR:suj:masc:sg,6,172,N,N,,C/(V)\.'/V\,PROPN,Jean,8
863,",",",",PON,6,172,Pnc,Pnc,,,PUNCT,",",9
864,pere,pere,NOM:suj:masc:sg,6,172,N,N,,'C/V\.C/(e)\,NOUN,père,3
865,de,de,PRE,6,172,Pre,Pre,de,C/(e)\,ADP,de,10
866,la,la,DET:def:obj:femi:sg,6,172,Det,Det,le,C/V\,DET,le,10
867,pucelete,pucelete,NOM:obj:femi:sg,6,172,N,N,,C/V\.C/e\.'C/V\.C/(e)\,NOUN,pucelette,9
868,",",",",PON,6,172,Pnc,Pnc,,,PUNCT,",",9
869,et,et,CON:coord,6,172,Crd,Crd,et,/V\,CCONJ,et,10
870,marguerite,marguerite,NPR:suj:femi:sg,6,172,N,N,,C/V\.C/V\.'C/V\.C/(e)\,NOUN,marguerite,8
871,",",",",PON,6,172,Pnc,Pnc,,,PUNCT,",",9
872,sa,sa,DET:poss:suj:femi:sg,6,172,Det,Det,son4,C/V\,DET,son,10
873,femme,femme,NOM:suj:femi:sg,6,172,N,N,,'C/V\.C/(e)\,NOUN,femme,3
874,et,et,CON:coord,6,172,Crd,Crd,et,/V\,CCONJ,et,10
875,mere,mere,NOM:suj:femi:sg,6,172,N,N,,'C/V\.C/(e)\,NOUN,mère,3
876,de,de,PRE,6,172,Pre,Pre,de,C/(e)\,ADP,de,10
877,cel,cel,DET:demo:obj:masc:sg,6,172,Dem,Dem,cil,C/V\,DET,cil,10
878,enfant,enfant,NOM:obj:masc:sg,6,172,N,N,,/V\.'C/V\,NOUN,enfant,3
879,",",",",PON,6,172,Pnc,Pnc,,,PUNCT,",",9
880,l,l',PRO:pers:obj:3:masc:sg:unb,6,172,Prn,Prn$$,le,C/\,PRON,le,10
881,aporterent,aporterent,VER:simp:3:pl,6,172,Vfin,Vfin,apporter,/V\.C/V\.'C/V\.C/e\,VERB,apporter,10
882,a,a,PRE,6,172,Pre,Pre,à,/V\,ADP,à,10
883,paris,paris,NPR:obj:masc:sg,6,172,N,N,,C/V\.'C/V\,NOUN,Paris,5
884,et,et,CON:coord,6,172,Crd,Crd,et,/V\,CCONJ,et,10
885,la,la,PRO:pers:acc:3:femi:sg,6,172,Prn,Prn$$,le,C/V\,PRON,le,10
886,mostrerent,mostrerent,VER:simp:3:pl,6,172,Vfin,Vfin,montrer,C/V\.'C/V\.C/e\,VERB,montrer,10
887,as,as,PREDET:a:obj:masc:pl,6,172,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
888,mires,mires,NOM:obj:masc:pl,6,172,N,N,,'C/V\.C/e\,NOUN,mire,8
889,et,et,CON:coord,6,172,Crd,Crd,et,/V\,CCONJ,et,10
890,as,as,PREDET:a:obj:masc:pl,6,172,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
891,cyrurgiens,cyrurgiens,NOM:obj:masc:pl,6,172,N,N,,C/V\.C/V\.C/{V}\.'/V\,NOUN,chirurgien,6
892,et,et,CON:coord,6,172,Crd,Crd,et,/V\,CCONJ,et,10
893,demanderent,demanderent,VER:simp:3:pl,6,172,Vfin,Vfin,demander,C/V\.C/V\.'C/V\.C/e\,VERB,demander,10
894,conseil,conseil,NOM:obj:masc:sg,6,172,N,N,,C/V\.'C/V\,NOUN,conseil,3
895,de,de,PRE,6,172,Pre,Pre,de,C/(e)\,ADP,de,10
896,cele,cele,DET:demo:obj:femi:sg,6,172,Dem,Dem,cil,'C/V\.C/(e)\,DET,cil,10
897,maladie,maladie,NOM:obj:femi:sg,6,172,N,N,,C/V\.C/V\.'C/V\./(e)\,NOUN,maladie,8
898,",",",",PON,6,172,Pnc,Pnc,,,PUNCT,",",9
899,les,les,DET:def:suj:masc:pl,6,172,Det,Det,le,C/V\,DET,le,10
900,quex,quex,ADJ:suj:masc:pl,6,172,Qux,Qux,quel,C/V\,DET,quel,10
901,mires,mires,NOM:suj:masc:pl,6,172,N,N,,'C/V\.C/e\,NOUN,mire,8
902,leur,leur,PRO:pers:dat:3:pl,6,172,Prn,Prn$$,leur,C/V\,PRON,leur,10
903,distrent,distrent,VER:simp:3:pl,6,172,Vfin,Vfin,dire,'C/V\.C/e\,VERB,dire,10
904,que,que,PROCON,6,172,Sub,Sub,que,C/(e)\,SCONJ,que,10
905,se,se,PROCON,6,172,Sub,Sub,si3,C/(e)\,SCONJ,si,10
906,cele,cele,DET:demo:suj:femi:sg,6,172,Dem,Dem,cil,'C/V\.C/(e)\,DET,cil,10
907,piece,piece,NOM:suj:femi:sg,6,172,N,N,,'C/V\.C/(e)\,NOUN,pièce,8
908,de,de,PRE,6,172,Pre,Pre,de,C/(e)\,ADP,de,10
909,char,char,NOM:obj:femi:sg,6,172,N,N,,C/V\,NOUN,chair,3
910,estoit,estoit,VER:impf:3:sg,6,172,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10
911,coupee,coupee,VER:pper:femi:sg,6,172,Vpp,Vpp,,C/V\.'C/V\./(e)\,VERB,couper,8
912,",",",",PON,6,172,Pnc,Pnc,,,PUNCT,",",9
913,que,que,PROCON,6,172,Sub,Sub,que,C/(e)\,SCONJ,que,10
914,l,l',DET:def:suj:masc:sg,6,172,Det,Det,le,C/\,DET,le,10
915,enfant,enfant,NOM:suj:masc:sg,6,172,N,N,,/V\.'C/V\,NOUN,enfant,3
916,mourroit,mourroit,VER:cond:3:sg,6,172,Vfin,Vfin,mourir,C/V\.'C/V\,VERB,mourir,10
917,ou,ou,PROCON,6,172,Crd,Crd,ou,/V\,CCONJ,ou,10
918,perdroit,perdroit,VER:cond:3:sg,6,172,Vfin,Vfin,perdre,C/V\.'C/V\,VERB,perdre,10
919,cel,cel,DET:demo:obj:masc:sg,6,172,Dem,Dem,cil,C/V\,DET,cil,10
920,oil,oil,NOM:obj:masc:sg,6,172,N,N,,/V\,NOUN,oeil,8
921,.,.,PON,6,172,Pnc,Pnc,,,PUNCT,.,9
922,et,et,CON:coord,6,173,Crd,Crd,et,/V\,CCONJ,et,10
923,furent,furent,VER:simp:3:pl,6,173,Vfin,Vfin,être,'C/V\.C/e\,VERB,être,10
924,fetes,fetes,VER:pper:femi:pl,6,173,Vpp,Vpp,faire,'C/V\.C/e\,VERB,faire,10
925,aucunes,aucunes,DET:ind:suj:femi:pl,6,173,QIs,QIs,aucun,/V\.'C/V\.C/e\,DET,aucun,10
926,medecines,medecines,NOM:suj:femi:pl,6,173,N,N,,C/V\.C/e\.'C/V\.C/e\,NOUN,médecine,9
927,a,a,PRE,6,173,Pre,Pre,à,/V\,ADP,à,10
928,la,la,DET:def:obj:femi:sg,6,173,Det,Det,le,C/V\,DET,le,10
929,dite,dite,VER:pper:femi:sg,6,173,Vpp,Vpp,dire,'C/V\.C/(e)\,VERB,dire,10
930,maladie,maladie,NOM:obj:femi:sg,6,173,N,N,,C/V\.C/V\.'C/V\./(e)\,NOUN,maladie,8
931,",",",",PON,6,173,Pnc,Pnc,,,PUNCT,",",9
932,et,et,CON:coord,6,173,Crd,Crd,et,/V\,CCONJ,et,10
933,herbes,herbes,NOM:suj:femi:pl,6,173,N,N,,'C/V\.C/e\,NOUN,herbe,8
934,i,i,PRO:clit,6,173,Prn,Prn$$,y2,/V\,PRON,y,10
935,furent,furent,VER:simp:3:pl,6,173,Vfin,Vfin,être,'C/V\.C/e\,VERB,être,10
936,mises,mises,VER:pper:femi:pl,6,173,Vpp,Vpp,mettre,'C/V\.C/e\,VERB,mettre,10
937,",",",",PON,6,173,Pnc,Pnc,,,PUNCT,",",9
938,qui,qui,PROCON,6,173,Qux,Qux,qui,C/V\,PRON,qui,10
939,en,en,PRE,6,173,Pre,Pre,en,/V\,ADP,en,10
940,riens,riens,ADV,6,173,N,N,rien,C/V\,PROPN|NOUN,rien,10
941,du,du,PREDET:de:obj:masc:sg,6,173,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
942,monde,monde,NOM:obj:masc:sg,6,173,N,N,,'C/V\.C/(e)\,NOUN,monde,8
943,n,n,PRO:clit,6,173,Neg,Neg$$,ne,C/\,ADV,ne,10
944,i,i,PRO:clit,6,173,Prn,Prn$$,y2,/V\,PRON,y,10
945,proufitierent,proufitierent,VER:simp:3:pl,6,173,Vfin,Vfin,,C/V\.C/V\.'C/V\.C/e\,VERB,profiter,0
946,",",",",PON,6,173,Pnc,Pnc,,,PUNCT,",",9
947,aincois,aincois,ADV,6,173,Adv,Adv,ainçois,/V\.'C/V\,ADV,ainçois,10
948,i,i,PRO:clit,6,173,Prn,Prn$$,y2,/V\,PRON,y,10
949,nurent,nurent,VER:simp:3:pl,6,173,Vfin,Vfin,nuire,'C/V\.C/e\,VERB,nuire,10
950,",",",",PON,6,173,Pnc,Pnc,,,PUNCT,",",9
951,et,et,CON:coord,6,173,Crd,Crd,et,/V\,CCONJ,et,10
952,crut,crut,VER:simp:3:sg,6,173,Vfin,Vfin,croître,C/V\,VERB,croître,10
953,plus,plus,ADV,6,173,Adv,Adv,plus,C/V\,ADV,plus,10
954,fort,fort,ADJ:obj:masc:sg,6,173,Adj,Adj,fort,C/V\,ADJ,fort,10
955,la,la,DET:def:suj:femi:sg,6,173,Det,Det,le,C/V\,DET,le,10
956,maladie,maladie,NOM:suj:femi:sg,6,173,N,N,,C/V\.C/V\.'C/V\./(e)\,NOUN,maladie,8
957,.,.,PON,6,173,Pnc,Pnc,,,PUNCT,.,9
958,apres,aprés,PRE,6,174,PrA,PrA,après,/V\.'C/V\,ADP,après,10
959,ces,ces,DET:demo:obj:femi:pl,6,174,Dem,Dem,cist,C/V\,DET,cist,10
960,choses,choses,NOM:obj:femi:pl,6,174,N,N,,'C/V\.C/e\,NOUN,chose,8
961,",",",",PON,6,174,Pnc,Pnc,,,PUNCT,",",9
962,comme,comme,CON:subord,6,174,Sub,Sub,comme,'C/V\.C/(e)\,SCONJ,comme,10
963,les,les,DET:def:suj:masc:pl,6,174,Det,Det,le,C/V\,DET,le,10
964,diz,diz,VER:pper:masc:pl,6,174,Vpp,Vpp,dire,C/V\,VERB,dire,10
965,jehan,jehan,NPR:suj:masc:sg,6,174,N,N,,C/(V)\.'/V\,PROPN,Jean,8
966,et,et,CON:coord,6,174,Crd,Crd,et,/V\,CCONJ,et,10
967,marguerite,marguerite,NPR:suj:femi:sg,6,174,N,N,,C/V\.C/V\.'C/V\.C/(e)\,NOUN,marguerite,8
968,eussent,eussent,VER:subi:3:pl,6,174,Vfin,Vfin,avoir,/(V)\.'/V\.C/e\,VERB,avoir,10
969,entendu,entendu,VER:pper:masc:sg,6,174,Vpp,Vpp,entendre,/V\.C/V\.'C/V\,VERB,entendre,10
970,que,que,PROCON,6,174,Sub,Sub,que,C/(e)\,SCONJ,que,10
971,pluseurs,pluseurs,DET:ind:suj:masc:pl,6,174,QIs,QIs,plusieurs,C/V\.'C/V\,DET,plusieurs,10
972,miracles,miracles,NOM:suj:masc:pl,6,174,N,N,,C/V\.'C/V\.C/e\,NOUN,miracle,8
973,estoient,estoient,VER:impf:3:pl,6,174,Vfin,Vfin,être,/V\.'C/V\./e\,VERB,être,10
974,fez,fez,VER:pper:masc:pl,6,174,Vpp,Vpp,faire,C/V\,VERB,faire,10
975,au,au,PREDET:a:obj:masc:sg,6,174,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
976,tombel,tombel,NOM:obj:masc:sg,6,174,N,N,,C/V\.'C/V\,NOUN,tombel,3
977,du,du,PREDET:de:obj:masc:sg,6,174,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
978,benoiet,benoiet,ADJ:obj:masc:sg,6,174,Adj,Adj,,C/V\.C/V\.'C/V\,ADJ,UNKNOWN,-10
979,saint,saint,ADJ:obj:masc:sg,6,174,Adj,Adj,saint,C/V\,ADJ,saint,10
980,loys,loys,NPR:obj:masc:sg,6,174,N,N,,C/V\,NOUN,loi,3
981,",",",",PON,6,174,Pnc,Pnc,,,PUNCT,",",9
982,jehan,jehan,NPR:suj:masc:sg,6,174,N,N,,C/(V)\.'/V\,PROPN,Jean,8
983,",",",",PON,6,174,Pnc,Pnc,,,PUNCT,",",9
984,le,le,DET:def:suj:masc:sg,6,174,Det,Det,le,C/(e)\,DET,le,10
985,pere,pere,NOM:suj:masc:sg,6,174,N,N,,'C/V\.C/(e)\,NOUN,père,3
986,d,d',PRE,6,174,Pre,Pre,de,C/\,ADP,de,10
987,icele,icele,DET:demo:obj:femi:sg,6,174,Dem,Dem,cil,/V\.'C/V\.C/(e)\,DET,cil,10
988,pucelete,pucelete,NOM:obj:femi:sg,6,174,N,N,,C/V\.C/e\.'C/V\.C/(e)\,NOUN,pucelette,9
989,",",",",PON,6,174,Pnc,Pnc,,,PUNCT,",",9
990,la,la,PRO:pers:acc:3:femi:sg,6,174,Prn,Prn$$,le,C/V\,PRON,le,10
991,voua,voua,VER:simp:3:sg,6,174,Vfin,Vfin,vouer,C/V\.'C/V\,VERB,vouer,10
992,a,a,PRE,6,174,Pre,Pre,à,/V\,ADP,à,10
993,dieu,dieu,NOM:obj:masc:sg,6,174,N,N,,C/V\,NOUN,dieu,3
994,et,et,CON:coord,6,174,Crd,Crd,et,/V\,CCONJ,et,10
995,au,au,PREDET:a:obj:masc:sg,6,174,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
996,benoiet,benoiet,ADJ:obj:masc:sg,6,174,Adj,Adj,,C/V\.C/V\.'C/V\,ADJ,UNKNOWN,-10
997,saint,saint,ADJ:obj:masc:sg,6,174,Adj,Adj,saint,C/V\,ADJ,saint,10
998,loys,loys,NPR:obj:masc:sg,6,174,N,N,,C/V\,NOUN,loi,3
999,en,en,PRE,6,174,Pre,Pre,en,/V\,ADP,en,10
1000,disant,disant,VER:ppre,6,174,Vprs,Vprs,dire,C/V\.'C/V\,VERB,dire,10
1001,ces,ces,DET:demo:obj:femi:pl,6,174,Dem,Dem,cist,C/V\,DET,cist,10
1002,paroles,paroles,NOM:obj:femi:pl,6,174,N,N,,C/V\.'C/V\.C/e\,NOUN,parole,8
1003,:,:,PON,6,174,Pnc,Pnc,,,PUNCT,:,9
1004,"""","""",PON:cit,6,174,Pnc,Pnc,,,PUNCT,"""",9
1005,biau,biau,ADJ:suj:masc:sg,6,174,Adj,Adj,beau,C/V\,ADJ,beau,10
1006,sire,sire,NOM:suj:masc:sg,6,174,N,N,,'C/V\.C/(e)\,NOUN,sire,11
1007,diex,diex,NOM:suj:masc:sg,6,174,N,N,,C/V\,PROPN,Dieu,3
1008,et,et,CON:coord,6,174,Crd,Crd,et,/V\,CCONJ,et,10
1009,le,le,DET:def:suj:masc:sg,6,174,Det,Det,le,C/(e)\,DET,le,10
1010,benoiet,benoiet,ADJ:suj:masc:sg,6,174,Adj,Adj,,C/V\.C/V\.'C/V\,ADJ,UNKNOWN,-10
1011,saint,saint,ADJ:suj:masc:sg,6,174,Adj,Adj,saint,C/V\,ADJ,saint,10
1012,loys,loys,NPR:suj:masc:sg,6,174,N,N,,C/V\,NOUN,loi,3
1013,",",",",PON,6,174,Pnc,Pnc,,,PUNCT,",",9
1014,je,je,PRO:pers:suj:1:sg:unb,6,174,Prn,Prn$,je,C/(e)\,PRON,je,10
1015,vos,vos,PRO:pers:2:pl,6,174,Prn,Prn$$,vous,C/V\,PRON,vous,10
1016,veu,veu,VER:pres:1:sg,6,174,Vfin,Vfin,voir,C/V\,VERB,voir,10
1017,ma,ma,DET:poss:obj:femi:sg,6,174,Det,Det,mon,C/V\,DET,mon,10
1018,fille,fille,NOM:obj:femi:sg,6,174,N,N,,'C/V\.C/(e)\,NOUN,fille,3
1019,et,et,CON:coord,6,174,Crd,Crd,et,/V\,CCONJ,et,10
1020,la,la,PRO:pers:acc:3:femi:sg,6,174,Prn,Prn$$,le,C/V\,PRON,le,10
1021,vous,vous,PRO:pers:2:pl,6,174,Prn,Prn$$,vous,C/V\,PRON,vous,10
1022,doins,doins,VER:pres:1:sg,6,174,Vfin,Vfin,donner,C/V\,VERB,donner,10
1023,",",",",PON,6,174,Pnc,Pnc,,,PUNCT,",",9
1024,et,et,CON:coord,6,174,Crd,Crd,et,/V\,CCONJ,et,10
1025,vous,vous,PRO:pers:2:pl,6,174,Prn,Prn$$,vous,C/V\,PRON,vous,10
1026,promet,promet,VER:pres:1:sg,6,174,Vfin,Vfin,promettre,C/V\.'C/V\,VERB,promettre,10
1027,que,que,PROCON,6,174,Sub,Sub,que,C/(e)\,SCONJ,que,10
1028,des,dés,PRE,6,174,Pre,Pre,dès,C/V\,ADP,dès,10
1029,or,or,ADV,6,174,Adv,Adv,or2,/V\,ADV,or,10
1030,en,en,PRE,6,174,Pre,Pre,en,/V\,ADP,en,10
1031,avant,avant,PRE,6,174,PrA,PrA,avant,/V\.'C/V\,ADV,avant,10
1032,ele,ele,PRO:pers:suj:3:femi:sg,6,174,Prn,Prn$,elle,'/V\.C/(e)\,PRON,elle,10
1033,n,n,PRO:clit,6,174,Neg,Neg$$,ne,C/\,ADV,ne,10
1034,aura,aura,VER:futu:3:sg,6,174,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
1035,autre,autre,ADJ:obj:masc:sg,6,174,Adj,Adj,autre,'/V\.C/(e)\,ADJ,autre,10
1036,mire,mire,NOM:obj:masc:sg,6,174,N,N,,'C/V\.C/(e)\,NOUN,mire,8
1037,que,que,PROCON,6,174,Sub,Sub,que,C/(e)\,SCONJ,que,10
1038,vous,vous,PRO:pers:2:pl,6,174,Prn,Prn,vous,C/V\,PRON,vous,10
1039,.,.,PON,6,174,Pnc,Pnc,,,PUNCT,.,9
1040,"""","""",PON:cit,6,175,Pnc,Pnc,,,PUNCT,"""",9
1041,et,et,CON:coord,6,175,Crd,Crd,et,/V\,CCONJ,et,10
1042,donques,donques,ADV,6,175,Adv,Adv,donc,'C/V\.C/e\,ADV,donc,10
1043,la,la,PRO:pers:acc:3:femi:sg,6,175,Prn,Prn$$,le,C/V\,PRON,le,10
1044,porta,porta,VER:simp:3:sg,6,175,Vfin,Vfin,porter,C/V\.'C/V\,VERB,porter,10
1045,la,la,DET:def:suj:femi:sg,6,175,Det,Det,le,C/V\,DET,le,10
1046,dite,dite,VER:pper:femi:sg,6,175,Vpp,Vpp,dire,'C/V\.C/(e)\,VERB,dire,10
1047,marguerite,marguerite,NPR:suj:femi:sg,6,175,N,N,,C/V\.C/V\.'C/V\.C/(e)\,NOUN,marguerite,8
1048,sa,sa,DET:poss:suj:femi:sg,6,175,Det,Det,son4,C/V\,DET,son,10
1049,femme,femme,NOM:suj:femi:sg,6,175,N,N,,'C/V\.C/(e)\,NOUN,femme,3
1050,au,au,PREDET:a:obj:masc:sg,6,175,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10
1051,dit,dit,VER:pper:masc:sg,6,175,Vpp,Vpp,dire,C/V\,VERB,dire,10
1052,tombel,tombel,NOM:obj:masc:sg,6,175,N,N,,C/V\.'C/V\,NOUN,tombel,3
1053,par,par,PRE,6,175,Pre,Pre,par,C/V\,ADP,par,10
1054,le,le,DET:def:obj:masc:sg,6,175,Det,Det,le,C/(e)\,DET,le,10
1055,commandement,commandement,NOM:obj:masc:sg,6,175,N,N,,C/V\.C/V\.C/e\.'C/V\,NOUN,commandement,8
1056,du,du,PREDET:de:obj:masc:sg,6,175,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
1057,dit,dit,VER:pper:masc:sg,6,175,Vpp,Vpp,dire,C/V\,VERB,dire,10
1058,jehan,jehan,NPR:obj:masc:sg,6,175,N,N,,C/(V)\.'/V\,PROPN,Jean,8
1059,jusques,jusques,ADV,6,175,PrA,PrA,jusque,'C/V\.C/e\,ADP,jusque,10
1060,a,a,PRE,6,175,Pre,Pre,à,/V\,ADP,à,10
1061,seze,seze,ADJ:card,6,175,QIs,QIs,seize,'C/V\.C/(e)\,NUM,seize,10
1062,jours,jours,NOM:obj:masc:pl,6,175,N,N,,C/V\,NOUN,jour,8
1063,continuez,continuez,VER:pper:masc:pl,6,175,Vpp,Vpp,continuer,C/V\.C/V\.C/V\.'C/V\,VERB,continuer,10
1064,",",",",PON,6,175,Pnc,Pnc,,,PUNCT,",",9
1065,escepté,escepté,VER:pper:masc:sg,6,175,Vpp,Vpp,,/V\.C/V\.'C/V\,VERB,excepter,5
1066,le,le,DET:def:obj:masc:sg,6,175,Det,Det,le,C/(e)\,DET,le,10
1067,secont,secont,ADJ:ord:obj:masc:sg,6,175,Adj,Adj,,C/V\.'C/V\,ADJ,second,9
1068,jour,jour,NOM:obj:masc:sg,6,175,N,N,,C/V\,NOUN,jour,8
1069,.,.,PON,6,175,Pnc,Pnc,,,PUNCT,.,9
1070,et,et,CON:coord,6,176,Crd,Crd,et,/V\,CCONJ,et,10
1071,comme,comme,CON:subord,6,176,Sub,Sub,comme,'C/V\.C/(e)\,SCONJ,comme,10
1072,la,la,DET:def:suj:femi:sg,6,176,Det,Det,le,C/V\,DET,le,10
1073,dite,dite,VER:pper:femi:sg,6,176,Vpp,Vpp,dire,'C/V\.C/(e)\,VERB,dire,10
