wd_id,word,lex_id,pos_nca,para_id,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
26,quens,quens,NOM:suj:masc:sg,12,N,N,,C/V\,NOUN,comte,8
27,de,de,PRE,12,Pre,Pre,de,C/(e)\,ADP,de,10
28,blois,blois,NPR:obj:masc:sg,12,N,N,,C/V\,PROPN|NOUN,Blois,8
29,.ii.,.ii.,ADJ:card,12,QIs,QIs,deux,C/V\,NUM,deux,10
30,li,li,DET:def:suj:masc:pl,12,Det,Det,le,C/V\,DET,le,10
31,message,message,NOM:suj:masc:pl,12,N,N,,C/V\.'C/V\.C/(e)\,NOUN,message,8
32,le,le,DET:def:obj:masc:sg,12,Det,Det,le,C/(e)\,DET,le,10
33,conte,conte,NOM:obj:masc:sg,12,N,N,,'C/V\.C/(e)\,NOUN,comte,3
34,thebaut,thebaut,NPR:obj:masc:sg,12,N,N,,C/V\.'C/V\,PROPN|NOUN,UNKNOWN,-10
35,furent,furent,VER:simp:3:pl,12,Vfin,Vfin,être,'C/V\.C/e\,VERB,être,10
36,jofrois,jofrois,NPR:suj:masc:sg,12,N,N,,C/V\.'C/V\,NOUN,Geoffroy,2
37,de,de,PRE,12,Pre,Pre,de,C/(e)\,ADP,de,10
38,vileardoin,vileardoin,NPR:obj:masc:sg,12,N,N,,C/V\.C/e\.C/V\.C/V\.'C/V\,NOUN,vileardoin,-10
39,li,li,DET:def:suj:masc:sg,12,Det,Det,le,C/V\,DET,le,10
40,mareschaus,mareschaus,NOM:suj:masc:sg,12,N,N,,C/V\.C/V\.'C/V\,NOUN,maréchal,9
41,de,de,PRE,12,Pre,Pre,de,C/(e)\,ADP,de,10
42,campaingne,campaingne,NPR:obj:femi:sg,12,N,N,,C/V\.'C/V\.C/(e)\,NOUN,champagne,6
43,et,et,CON:coord,12,Crd,Crd,et,/V\,CCONJ,et,10
44,miles,miles,NPR:suj:masc:sg,12,N,N,,'C/V\.C/e\,PROPN|NOUN,mille,-1
45,li,li,DET:def:suj:masc:sg,12,Det,Det,le,C/V\,DET,le,10
46,braibanz,braibanz,NOM:suj:masc:sg,12,N,N,,C/V\.'C/V\,NOUN,braibant,-10
47,et,et,CON:coord,12,Crd,Crd,et,/V\,CCONJ,et,10
48,li,li,DET:def:suj:masc:pl,12,Det,Det,le,C/V\,DET,le,10
49,message,message,NOM:suj:masc:pl,12,N,N,,C/V\.'C/V\.C/(e)\,NOUN,message,8
50,le,le,DET:def:obj:masc:sg,12,Det,Det,le,C/(e)\,DET,le,10
51,conte,conte,NOM:obj:masc:sg,12,N,N,,'C/V\.C/(e)\,NOUN,comte,3
52,baudoin,baudoin,NPR:obj:masc:sg,12,N,N,,C/V\.C/V\.'C/V\,PROPN|NOUN,baudouin|Baudouin,-1
53,furent,furent,VER:simp:3:pl,12,Vfin,Vfin,être,'C/V\.C/e\,VERB,être,10
54,coenes,coenes,NPR:suj:masc:sg,12,N,N,,'C/V\.C/e\,NOUN,couenne,6
55,de,de,PRE,12,Pre,Pre,de,C/(e)\,ADP,de,10
56,betune,betune,NPR:obj:masc:sg,12,N,N,,C/V\.'C/V\.C/(e)\,NOUN,Béthune,2
57,et,et,CON:coord,12,Crd,Crd,et,/V\,CCONJ,et,10
58,alars,alars,NPR:suj:masc:sg,12,N,N,,/V\.'C/V\,PROPN|NOUN,Alard,8
59,maqueriaus,maqueriaus,NOM:suj:masc:sg,12,N,N,,C/V\.C/V\.'C/V\,NOUN,maquereau,9
60,et,et,CON:coord,12,Crd,Crd,et,/V\,CCONJ,et,10
61,li,li,DET:def:suj:masc:pl,12,Det,Det,le,C/V\,DET,le,10
62,message,message,NOM:suj:masc:pl,12,N,N,,C/V\.'C/V\.C/(e)\,NOUN,message,8
63,le,le,DET:def:obj:masc:sg,12,Det,Det,le,C/(e)\,DET,le,10
64,conte,conte,NOM:obj:masc:sg,12,N,N,,'C/V\.C/(e)\,NOUN,comte,3
65,loys,loÿs,NPR:obj:masc:sg,12,N,N,,C/V\.'C/V\,PROPN|NOUN,lais|louis|Louis|loie|loi,-1
66,johans,johans,NPR:suj:masc:sg,12,N,N,,C/V\.'C/V\,PROPN|NOUN,Johan,8
67,de,de,PRE,12,Pre,Pre,de,C/(e)\,ADP,de,10
68,friaise,friaise,NPR:obj:masc:sg,12,N,N,,C/V\.'C/V\.C/(e)\,NOUN,friaise,-10
69,et,et,CON:coord,12,Crd,Crd,et,/V\,CCONJ,et,10
70,gautiers,gautiers,NPR:suj:masc:sg,12,N,N,,C/V\.'C/V\,NOUN,Gauthier,2
71,de,de,PRE,12,Pre,Pre,de,C/(e)\,ADP,de,10
72,gaudonville,gaudonville,NPR:obj:masc:sg,12,N,N,,C/V\.C/V\.'C/V\.C/(e)\,NOUN,gaudonville,-10
73,sor,sor,PRE,13,PrA,PrA,sur,C/V\,ADP,sur,10
74,ces,ces,DET:demo:obj:masc:pl,13,Dem,Dem,cist,C/V\,DET,cist,10
75,.vi.,.vi.,ADJ:card,13,QIs,QIs,six,C/V\,NUM,six,10
76,si,si,PROCON,13,Adv,Adv,si4,C/V\,ADV,si,10
77,mistrent,mistrent,VER:simp:3:pl,13,Vfin,Vfin,mettre,'C/V\.C/e\,VERB,mettre,10
78,lor,lor,DET:poss:obj:masc:sg,13,Det,Det,leur2,C/V\,DET,leur,10
79,afaire,afaire,NOM:obj:masc:sg,13,N,N,,/V\.'C/V\.C/(e)\,NOUN,affaire,8
80,entierement,entierement,ADV,13,Adv,Adv,,/V\.C/V\.C/e\.'C/V\,ADV,entièrement,9
81,en,en,PRE,13,Pre,Pre,en,/V\,ADP,en,10
82,tel,tel,ADJ:obj:femi:sg,13,Adj,Adj,tel,C/V\,ADJ,tel,10
83,maniere,maniere,NOM:obj:femi:sg,13,N,N,,C/V\.'C/V\.C/(e)\,NOUN,manière,8
84,que,que,PROCON,13,Sub,Sub,que,C/(e)\,SCONJ,que,10
85,il,il,PRO:pers:suj:3:masc:pl,13,Prn,Prn$,il,/V\,PRON,il,10
86,lor,lor,PRO:pers:dat:3:pl,13,Prn,Prn$$,leur,C/V\,PRON,leur,10
87,bailleroient,bailleroient,VER:cond:3:pl,13,Vfin,Vfin,bailler,C/V\.C/e\.'C/V\./e\,VERB,bailler,10
88,bones,bones,ADJ:obj:femi:pl,13,Adj,Adj,bon,'C/V\.C/e\,ADJ,bon,10
89,cartres,cartres,NOM:obj:femi:pl,13,N,N,,'C/V\.C/e\,NOUN,chartre,0
90,pendanz,pendanz,VER:ppre:pl,13,Vprs,Vprs,pendre,C/V\.'C/V\,VERB,pendre,10
91,que,que,PROCON,13,Sub,Sub,que,C/(e)\,SCONJ,que,10
92,il,il,PRO:pers:suj:3:masc:pl,13,Prn,Prn$,il,/V\,PRON,il,10
93,tendroient,tendroient,VER:cond:3:pl,13,Vfin,Vfin,tenir,C/V\.'C/V\./e\,VERB,tenir,10
94,ferm,ferm,ADJ:obj:masc:sg,13,Adj,Adj,,C/V\,ADJ,ferme,9
95,ce,ce,PRO:invar,13,Prn,Prn,ce,C/(e)\,PRON,ce,10
96,que,que,PROCON,13,Sub,Sub,que,C/(e)\,SCONJ,que,10
97,cil,cil,DET:demo:suj:masc:pl,13,Dem,Dem,cil,C/V\,DET,cil,10
98,.vi.,.vi.,ADJ:card,13,QIs,QIs,six,C/V\,NUM,six,10
99,feroient,feroient,VER:cond:3:pl,13,Vfin,Vfin,faire,C/V\.'C/V\./e\,VERB,faire,10
100,par,par,PRE,13,Pre,Pre,par,C/V\,ADP,par,10
101,toz,toz,DET:ind:obj:masc:pl,13,QIs,QIs,tout,C/V\,DET,tout,10
102,les,les,DET:def:obj:masc:pl,13,Det,Det,le,C/V\,DET,le,10
103,porz,porz,NOM:obj:masc:pl,13,N,N,,C/V\,NOUN,port,9
104,de,de,PRE,13,Pre,Pre,de,C/(e)\,ADP,de,10
105,mer,mer,NOM:obj:femi:sg,13,N,N,,C/V\,NOUN,mer,8
106,en,en,PRE,13,Pre,Pre,en,/V\,ADP,en,10
107,quelque,quelque,ADJ:obj:masc:sg,13,QIs,QIs,quelque,'C/V\.C/(e)\,DET,quelque,10
108,leu,leu,NOM:obj:masc:sg,13,N,N,,C/V\,NOUN,lieu,3
109,que,que,PROCON,13,Sub,Sub,que,C/(e)\,SCONJ,que,10
110,il,il,PRO:pers:suj:3:masc:pl,13,Prn,Prn$,il,/V\,PRON,il,10
111,hailassent,hailassent,VER:subi:3:pl,13,Vfin,Vfin,,/V\.'C/V\.C/e\,VERB,hailler,-10
112,de,de,PRE,13,Pre,Pre,de,C/(e)\,ADP,de,10
113,totes,totes,DET:ind:obj:femi:pl,13,QIs,QIs,tout,'C/V\.C/e\,DET,tout,10
114,convenances,convenances,NOM:obj:femi:pl,13,N,N,,C/V\.C/e\.'C/V\,NOUN,convenance,9
115,que,que,PROCON,13,Qux,Qux,que,C/(e)\,PRON,que,10
116,il,il,PRO:pers:suj:3:masc:pl,13,Prn,Prn$,il,/V\,PRON,il,10
117,feroient,feroient,VER:cond:3:pl,13,Vfin,Vfin,faire,C/V\.'C/V\./e\,VERB,faire,10
118,ensi,ensi,ADV,14,Adv,Adv,ainsi,/V\.'C/V\,ADV,ainsi,10
119,murent,murent,VER:simp:3:pl,14,Vfin,Vfin,mouvoir,'C/V\.C/e\,VERB,mouvoir,10
120,li,li,DET:def:suj:masc:pl,14,Det,Det,le,C/V\,DET,le,10
121,.vi.,.vi.,ADJ:card,14,QIs,QIs,six,C/V\,NUM,six,10
122,message,message,NOM:suj:masc:pl,14,N,N,,C/V\.'C/V\.C/(e)\,NOUN,message,8
123,con,con,CON:subord,14,Sub,Sub,comme,C/V\,SCONJ,comme,10
124,vos,vos,PRO:pers:2:pl,14,Prn,Prn$,vous,C/V\,PRON,vous,10
125,avez,avez,VER:pres:2:pl,14,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
126,oi,oi,VER:pper:masc:sg,14,Vpp,Vpp,ouïr,/V\,VERB,ouïr,10
127,et,et,CON:coord,14,Crd,Crd,et,/V\,CCONJ,et,10
128,pristrent,pristrent,VER:simp:3:pl,14,Vfin,Vfin,prendre,'C/V\.C/e\,VERB,prendre,10
129,consoill,consoill,NOM:obj:masc:sg,14,N,N,,C/V\.'C/V\,NOUN,conseil,9
130,entr,entr,PRE,14,PrA,PrA,entre,/V\,ADP,entre,10
131,aus,aus,PRO:pers:acc:3:masc:pl:bet,14,Prn,Prn,eux,/V\,PRON,eux,10
132,et,et,CON:coord,14,Crd,Crd,et,/V\,CCONJ,et,10
133,fu,fu,VER:simp:3:sg,14,Vfin,Vfin,être,C/V\,VERB,être,10
134,tels,tels,ADJ:suj:masc:sg,14,Adj,Adj,tel,C/V\,ADJ,tel,10
135,lor,lor,DET:poss:suj:masc:sg,14,Det,Det,leur2,C/V\,DET,leur,10
136,consaux,consaux,NOM:suj:masc:sg,14,N,N,,C/V\.'C/V\,NOUN,conseil,9
137,entr,entr,PRE,14,PrA,PrA,entre,/V\,ADP,entre,10
138,aus,aus,PRO:pers:acc:3:masc:pl:bet,14,Prn,Prn,eux,/V\,PRON,eux,10
139,acordez,acordez,VER:pper:masc:pl,14,Vpp,Vpp,,/V\.C/V\.'C/V\,VERB,accorder,8
140,que,que,PROCON,14,Sub,Sub,que,C/(e)\,SCONJ,que,10
141,en,en,PRE,14,Pre,Pre,en,/V\,ADP,en,10
142,venise,venise,NPR:obj:masc:sg,14,N,N,,C/V\.'C/V\.C/(e)\,NOUN,Venise,5
143,cuideient,cuideient,VER:impf:3:pl,14,Vfin,Vfin,cuider,C/V\.'C/V\./e\,VERB,cuider,10
144,trover,trover,VER:infi,14,Vinf,Vinf,trouver,C/V\.'C/V\,VERB,trouver,10
145,plus,plus,ADV,14,Adv,Adv,plus,C/V\,ADV,plus,10
146,grant,grant,ADJ:obj:femi:sg,14,Adj,Adj,grand,C/V\,ADJ,grand,10
147,plente,plenté,NOM:obj:femi:sg,14,N,N,,C/V\.'C/V\,NOUN,plante,3
148,de,de,PRE,14,Pre,Pre,de,C/(e)\,ADP,de,10
149,vaisiax,vaisiax,NOM:obj:masc:pl,14,N,N,,C/V\.'C/V\,NOUN,vaisseau,0
150,que,que,PROCON,14,Sub,Sub,que,C/(e)\,SCONJ,que,10
151,a,a,PRE,14,Pre,Pre,à,/V\,ADP,à,10
152,nul,nul,DET:ind:obj:masc:sg,14,QIs,QIs,nul,C/V\,DET,nul,10
153,autre,autre,ADJ:obj:masc:sg,14,Adj,Adj,autre,'/V\.C/(e)\,ADJ,autre,10
154,port,port,NOM:obj:masc:sg,14,N,N,,C/V\,NOUN,port,8
155,e,e,CON:coord,14,Crd,Crd,et,/V\,CCONJ,et,10
156,chevauchierent,chevauchierent,VER:simp:3:pl,14,Vfin,Vfin,chevaucher,C/V\.C/V\.'C/V\.C/e\,VERB,chevaucher,10
157,par,par,PRE,14,Pre,Pre,par,C/V\,ADP,par,10
158,lor,lor,DET:poss:obj:femi:pl,14,Det,Det,leur2,C/V\,DET,leur,10
159,jornees,jornees,NOM:obj:femi:pl,14,N,N,,C/V\.'C/V\./e\,NOUN,journée,9
160,tant,tant,ADV,14,QIs,QIs,tant,C/V\,ADV,tant,10
161,que,que,PROCON,14,Sub,Sub,que,C/(e)\,SCONJ,que,10
162,il,il,PRO:pers:suj:3:masc:pl,14,Prn,Prn$,il,/V\,PRON,il,10
163,vindrent,vindrent,VER:simp:3:pl,14,Vfin,Vfin,venir,'C/V\.C/e\,VERB,venir,10
164,la,la,DET:def:obj:femi:sg,14,Det,Det,le,C/V\,DET,le,10
165,premiere,premiere,ADJ:ord:obj:femi:sg,14,Adj,Adj,premier,C/V\.C/<V>\.'/V\.C/(e)\,ADJ,premier,10
166,semaine,semaine,NOM:obj:femi:sg,14,N,N,,C/V\.'C/V\.C/(e)\,NOUN,semaine,8
167,de,de,PRE,14,Pre,Pre,de,C/(e)\,ADP,de,10
168,quaresme,quaresme,NOM:obj:masc:sg,14,N,N,,C/V\.'C/V\.C/(e)\,NOUN,carême,9
169,li,li,DET:def:suj:masc:sg,15,Det,Det,le,C/V\,DET,le,10
170,dux,dux,NOM:suj:masc:sg,15,N,N,,C/V\,NOUN,duc,9
171,de,de,PRE,15,Pre,Pre,de,C/(e)\,ADP,de,10
172,venise,venise,NPR:obj:masc:sg,15,N,N,,C/V\.'C/V\.C/(e)\,NOUN,Venise,5
173,qui,qui,PROCON,15,Qux,Qux,qui,C/V\,PRON,qui,10
174,ot,ot,VER:simp:3:sg,15,Vfin,Vfin,avoir,/V\,VERB,avoir,10
175,a,a,PRE,15,Pre,Pre,à,/V\,ADP,à,10
176,nom,nom,NOM:obj:masc:sg,15,N,N,,C/V\,NOUN,nom,8
177,henris,henris,NPR:suj:masc:sg,15,N,N,,C/V\.'C/V\,NOUN,henri,-10
178,dandole,dandole,NPR:suj:masc:sg,15,N,N,,C/V\.'C/V\.C/(e)\,NOUN,dandele,-10
179,et,et,CON:coord,15,Crd,Crd,et,/V\,CCONJ,et,10
180,ere,ere,VER:impf:3:sg,15,Vfin,Vfin,être,'/V\.C/(e)\,VERB,être,10
181,mult,mult,ADV,15,QIs,QIs,moult,C/V\,ADV,moult,10
182,sages,sages,ADJ:suj:masc:sg,15,Adj,Adj,sage,'C/V\.C/e\,ADJ,sage,10
183,et,et,CON:coord,15,Crd,Crd,et,/V\,CCONJ,et,10
184,mult,mult,ADV,15,QIs,QIs,moult,C/V\,ADV,moult,10
185,prouz,prouz,ADJ:suj:masc:sg,15,Adj,Adj,preux,C/V\,ADJ,preux,10
186,si,si,PROCON,15,Adv,Adv,si4,C/V\,ADV,si,10
187,les,les,PRO:pers:acc:3:masc:pl,15,Prn,Prn$$,le,C/V\,PRON,le,10
188,honora,honora,VER:simp:3:sg,15,Vfin,Vfin,honorer,/V\.C/V\.'C/V\,VERB,honorer,10
189,mult,mult,ADV,15,QIs,QIs,moult,C/V\,ADV,moult,10
190,et,et,CON:coord,15,Crd,Crd,et,/V\,CCONJ,et,10
191,il,il,PRO:pers:suj:3:masc:sg:unb,15,Prn,Prn,il,/V\,PRON,il,10
192,et,et,CON:coord,15,Crd,Crd,et,/V\,CCONJ,et,10
193,les,les,DET:def:suj:femi:pl,15,Det,Det,le,C/V\,DET,le,10
194,autres,autres,ADJ:suj:femi:pl,15,Adj,Adj,autre,'/V\.C/e\,ADJ,autre,10
195,genz,genz,NOM:suj:femi:pl,15,N,N,,C/V\,NOUN,gent,3
196,et,et,CON:coord,15,Crd,Crd,et,/V\,CCONJ,et,10
197,les,les,PRO:pers:acc:3:masc:pl,15,Prn,Prn$$,le,C/V\,PRON,le,10
198,virent,virent,VER:simp:3:pl,15,Vfin,Vfin,voir,'C/V\.C/e\,VERB,voir,10
199,mult,mult,ADV,15,QIs,QIs,moult,C/V\,ADV,moult,10
200,volentiers,volentiers,ADV,15,Adv,Adv,volentiers,C/V\.C/V\.'C/V\,ADV,volentiers,10
201,et,et,CON:coord,15,Crd,Crd,et,/V\,CCONJ,et,10
202,quant,quant,ADV,15,Sub,Sub,quand,C/V\,SCONJ,quand,10
203,il,il,PRO:pers:suj:3:masc:pl,15,Prn,Prn$,il,/V\,PRON,il,10
204,baillerent,baillerent,VER:simp:3:pl,15,Vfin,Vfin,bailler,C/V\.'C/V\.C/e\,VERB,bailler,10
205,les,les,DET:def:obj:femi:pl,15,Det,Det,le,C/V\,DET,le,10
206,letres,letres,NOM:obj:femi:pl,15,N,N,,'C/V\.C/e\,NOUN,lettre,8
207,lor,lor,DET:poss:obj:masc:pl,15,Det,Det,leur2,C/V\,DET,leur,10
208,seignors,seignors,NOM:obj:masc:pl,15,N,N,,C/V\.'C/V\,NOUN,seigneur,9
209,si,si,PROCON,15,Adv,Adv,si4,C/V\,ADV,si,10
210,se,se,PROCON,15,Prn,Prn$$,se,C/(e)\,PRON,se,10
211,merveillerent,merveillerent,VER:simp:3:pl,15,Vfin,Vfin,,C/V\.C/V\.'C/V\.C/e\,VERB,merveiller,9
212,mult,mult,ADV,15,QIs,QIs,moult,C/V\,ADV,moult,10
213,por,por,PRE,15,Pre,Pre,pour,C/V\,ADP,pour,10
214,quel,quel,ADJ:obj:masc:sg,15,Qux,Qux,quel,C/V\,DET,quel,10
215,affaire,affaire,NOM:obj:masc:sg,15,N,N,,/V\.'C/V\.C/(e)\,NOUN,affaire,8
216,il,il,PRO:pers:suj:3:masc:pl,15,Prn,Prn$,il,/V\,PRON,il,10
217,erent,erent,VER:impf:3:pl,15,Vfin,Vfin,être,'/V\.C/e\,VERB,être,10
218,venu,venu,VER:pper:masc:sg,15,Vpp,Vpp,venir,C/V\.'C/V\,VERB,venir,10
219,en,en,PRO:clit,15,Pre,Pre,en,/V\,ADP,en,10
220,la,la,DET:def:obj:femi:sg,15,Det,Det,le,C/V\,DET,le,10
221,terre,terre,NOM:obj:femi:sg,15,N,N,,'C/V\.C/(e)\,NOUN,terre,8
222,les,les,DET:def:suj:femi:pl,15,Det,Det,le,C/V\,DET,le,10
223,letres,letres,NOM:suj:femi:pl,15,N,N,,'C/V\.C/e\,NOUN,lettre,8
224,erent,erent,VER:impf:3:pl,15,Vfin,Vfin,être,'/V\.C/e\,VERB,être,10
225,de,de,PRE,15,Pre,Pre,de,C/(e)\,ADP,de,10
226,creance,creance,NOM:obj:femi:sg,15,N,N,,C/V\.'C/V\.C/(e)\,NOUN,créance,8
227,et,et,CON:coord,15,Crd,Crd,et,/V\,CCONJ,et,10
228,distrent,distrent,VER:simp:3:pl,15,Vfin,Vfin,dire,'C/V\.C/e\,VERB,dire,10
229,li,li,DET:def:suj:masc:pl,15,Det,Det,le,C/V\,DET,le,10
230,conte,conte,NOM:suj:masc:pl,15,N,N,,'C/V\.C/(e)\,NOUN,comte,3
231,que,que,PROCON,15,Sub,Sub,que,C/(e)\,SCONJ,que,10
232,autant,autant,ADV,15,Adv,Adv,autant,/V\.'C/V\,ADV,autant,10
233,les,les,PRO:pers:acc:3:masc:pl,15,Prn,Prn$$,le,C/V\,PRON,le,10
234,creist,creist,VER:subi:3:sg,15,Vfin,Vfin,croire,C/V\,VERB,croire,10
235,en,en,PRO:invar,15,Prn,Prn%,on,/V\,PRON,on,10
236,comme,comme,CON:subord,15,Sub,Sub,comme,'C/V\.C/(e)\,SCONJ,comme,10
237,lor,lor,DET:poss:obj:masc:pl,15,Det,Det,leur2,C/V\,DET,leur,10
238,cors,cors,NOM:obj:masc:pl,15,N,N,,C/V\,NOUN,corps,3
239,et,et,CON:coord,15,Crd,Crd,et,/V\,CCONJ,et,10
240,tenroient,tenroient,VER:cond:3:pl,15,Vfin,Vfin,tenir,C/V\.'C/V\./e\,VERB,tenir,10
241,fait,fait,VER:pper:masc:sg,15,Vpp,Vpp,faire,C/V\,VERB,faire,10
242,ce,ce,PRO:invar,15,Prn,Prn,ce,C/(e)\,PRON,ce,10
243,que,que,PROCON,15,Qux,Qux,que,C/(e)\,PRON,que,10
244,cist,cist,DET:demo:suj:masc:pl,15,Dem,Dem,cist,C/V\,DET,cist,10
245,.vi.,.vi.,ADJ:card,15,QIs,QIs,six,C/V\,NUM,six,10
246,feroient,feroient,VER:cond:3:pl,15,Vfin,Vfin,faire,C/V\.'C/V\./e\,VERB,faire,10
247,et,et,CON:coord,16,Crd,Crd,et,/V\,CCONJ,et,10
248,li,li,DET:def:suj:masc:sg,16,Det,Det,le,C/V\,DET,le,10
249,duc,duc,NOM:suj:masc:sg,16,N,N,,C/V\,NOUN,duc,8
250,lor,lor,PRO:pers:dat:3:pl,16,Prn,Prn$$,leur,C/V\,PRON,leur,10
251,respont,respont,VER:pres:3:sg,16,Vfin,Vfin,répondre,C/V\.'C/V\,VERB,répondre,10
252,"""","""",PON:cit,16,Pnc,Pnc,,,PUNCT,"""",9
253,seingnor,seingnor,NOM:suj:masc:pl,16,N,N,,C/V\.'C/V\,NOUN,seigneur,9
254,je,je,PRO:pers:suj:1:sg:unb,16,Prn,Prn$,je,C/(e)\,PRON,je,10
255,ai,ai,VER:pres:1:sg,16,Vfin,Vfin,avoir,/V\,VERB,avoir,10
256,veues,veües,VER:pper:femi:pl,16,Vpp,Vpp,voir,C/(V)\.'/V\./e\,VERB,voir,10
257,vos,vos,DET:poss:obj:femi:pl,16,Det,Det,votre,C/V\,DET,votre,10
258,letres,letres,NOM:obj:femi:pl,16,N,N,,'C/V\.C/e\,NOUN,lettre,8
259,bien,bien,ADV,16,Adv,Adv,bien,C/V\,ADV,bien,10
260,avons,avons,VER:pres:1:pl,16,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10
261,queneu,queneu,VER:pper:masc:sg,16,Vpp,Vpp,connaître,C/V\.C/(V)\.'/V\,VERB,connaître,10
262,que,que,PROCON,16,Sub,Sub,que,C/(e)\,SCONJ,que,10
263,vostre,vostre,DET:poss:suj:masc:pl,16,Det,Det,votre,'C/V\.C/(e)\,DET,votre,10
264,seignor,seignor,NOM:suj:masc:pl,16,N,N,,C/V\.'C/V\,NOUN,seigneur,8
265,sont,sont,VER:pres:3:pl,16,Vfin,Vfin,être,C/V\,VERB,être,10
266,li,li,DET:def:suj:masc:pl,16,Det,Det,le,C/V\,DET,le,10
267,plus,plus,ADV,16,Adv,Adv,plus,C/V\,ADV,plus,10
268,haut,haut,ADJ:suj:masc:pl,16,Adj,Adj,haut,C/V\,ADJ,haut,10
269,home,home,NOM:suj:masc:pl,16,N,N,,'/V\.C/(e)\,NOUN,homme,8
270,qui,qui,PROCON,16,Qux,Qux,qui,C/V\,PRON,qui,10
271,soient,soient,VER:subp:3:pl,16,Vfin,Vfin,être,'C/V\./e\,VERB,être,10
272,sanz,sanz,PRE,16,Pre,Pre,sans,C/V\,ADP,sans,10
273,corone,corone,NOM:obj:femi:sg,16,N,N,,C/V\.'C/V\.C/(e)\,NOUN,couronne,8
274,et,et,CON:coord,16,Crd,Crd,et,/V\,CCONJ,et,10
275,il,il,PRO:pers:suj:3:masc:pl,16,Prn,Prn$,il,/V\,PRON,il,10
276,nos,nos,PRO:pers:1:pl,16,Prn,Prn$$,nous,C/V\,PRON,nous,10
277,mandent,mandent,VER:pres:3:pl,16,Vfin,Vfin,mander,'C/V\.C/e\,VERB,mander,10
278,que,que,PROCON,16,Sub,Sub,que,C/(e)\,SCONJ,que,10
279,nos,nos,PRO:pers:1:pl,16,Prn,Prn$,nous,C/V\,PRON,nous,10
280,creons,creons,VER:subp:1:pl,16,Vfin,Vfin,croire,C/V\.'C/V\,VERB,croire,10
281,ce,ce,PRO:invar,16,Prn,Prn,ce,C/(e)\,PRON,ce,10
282,que,que,PROCON,16,Qux,Qux,que,C/(e)\,PRON,que,10
283,vos,vos,PRO:pers:2:pl,16,Prn,Prn$,vous,C/V\,PRON,vous,10
284,nos,nos,PRO:pers:1:pl,16,Prn,Prn$$,nous,C/V\,PRON,nous,10
285,direz,direz,VER:futu:2:pl,16,Vfin,Vfin,dire,C/V\.'C/V\,VERB,dire,10
286,et,et,CON:coord,16,Crd,Crd,et,/V\,CCONJ,et,10
287,tenons,tenons,VER:subp:1:pl,16,Vfin,Vfin,tenir,C/V\.'C/V\,VERB,tenir,10
288,ferm,ferm,ADJ:obj:masc:sg,16,Adj,Adj,,C/V\,ADJ,ferme,9
289,ce,ce,PRO:invar,16,Prn,Prn,ce,C/(e)\,PRON,ce,10
