wd_id,line_id,linewd,word,lex_id,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score
933,148,4,vous,vous,Prn,Prn,vous,C/V\,PRON,vous,10
934,148,5,hui,hui,Adv,Adv,hui2,/V\,ADV,hui,10
935,148,6,mais,mais,Adv,Adv,mais,C/V\,ADV,mais,10
936,148,7,seans,seans,Adv,Adv,céans,C/(V)\.'/V\,ADV,céans,10
937,149,1,me,me,Prn,Prn$$,me,C/(e)\,PRON,me,10
938,149,2,puisse,puisse,Vfin,Vfin,pouvoir2,'C/V\.C/(e)\,VERB,pouvoir,10
939,149,3,esbattre,esbattre,Vinf,Vinf,ébattre,/V\.'C/V\.C/(e)\,VERB,ébattre,10
940,149,4,.,.,Pnc,Pnc,,,PUNCT,.,9
941,150,1,folie,folie,N,N,,C/V\.'C/V\./(e)\,NOUN,folie,8
942,150,2,vous,vous,Prn,Prn$$,vous,C/V\,PRON,vous,10
943,150,3,feroit,feroit,Vfin,Vfin,faire,C/V\.'C/V\,VERB,faire,10
944,150,4,embatre,embatre,Vinf,Vinf,embattre,/V\.'C/V\.C/(e)\,VERB,embattre,10
945,151,1,la,la,Adv,Adv,là,C/V\,ADV,là,10
946,151,2,ou,ou,Qux,Qux,où,/V\,PRON,où,10
947,151,3,l',l',Det,Det,le,C/\,DET,le,10
948,151,4,en,en,Prn,Prn$,on,/V\,PRON,on,10
949,151,5,n',n',Neg,Neg$$,ne,C/\,ADV,ne,10
950,151,6,a,a,Vfin,Vfin,avoir,/V\,VERB,avoir,10
951,151,7,cure,cure,N,N,,'C/V\.C/(e)\,NOUN,cure,3
952,151,8,de,de,Pre,Pre,de,C/(e)\,ADP,de,10
953,151,9,vous,vous,Prn,Prn,vous,C/V\,PRON,vous,10
954,151,10,.,.,Pnc,Pnc,,,PUNCT,.,9
955,152,1,par,par,Pre,Pre,par,C/V\,ADP,par,10
956,152,2,foy,foy,N,N,,C/V\,NOUN,foi,3
957,152,3,",",",",Pnc,Pnc,,,PUNCT,",",9
958,152,4,miex,miex,Adv,Adv,mieux,C/V\,ADV,mieux,10
959,152,5,vouldroie,vouldroie,Vfin,Vfin,vouloir,C/V\.'C/V\./(e)\,VERB,vouloir,10
960,152,6,avoir,avoir,Vinf,Vinf,avoir,/V\.'C/V\,VERB,avoir,10
961,152,7,roupz,roupz,Vpp,Vpp,rompre,C/V\,VERB,rompre,10
962,153,1,touz,touz,QIs,QIs,tout,C/V\,DET,tout,10
963,153,2,les,les,Det,Det,le,C/V\,DET,le,10
964,153,3,deux,deux,QIs,QIs,deux,C/V\,NUM,deux,10
965,153,4,braz,braz,N,N,,C/V\,NOUN,bras,3
966,153,5,.,.,Pnc,Pnc,,,PUNCT,.,9
967,154,1,cuer,cuer,N,N,,C/V\,NOUN,coeur,3
968,154,2,doulx,doulx,Adj,Adj,doux,C/V\,ADJ,doux,10
969,154,3,",",",",Pnc,Pnc,,,PUNCT,",",9
970,154,4,ne,ne,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
971,154,5,me,me,Prn,Prn$$,me,C/(e)\,PRON,me,10
972,154,6,refusez,refusez,Vfin,Vfin,,C/V\.C/V\.'C/V\,VERB,refuser,9
973,154,7,pas,pas,Neg,Neg,pas,C/V\,ADV,pas,10
974,154,8,.,.,Pnc,Pnc,,,PUNCT,.,9
975,155,1,se,se,Sub,Sub,si3,C/(e)\,SCONJ,si,10
976,155,2,vous,vous,Prn,Prn$,vous,C/V\,PRON,vous,10
977,155,3,faites,faites,Vfin,Vfin,faire,'C/V\.C/e\,VERB,faire,10
978,155,4,ma,ma,Det,Det,mon,C/V\,DET,mon,10
979,155,5,voulenté,voulenté,N,N,,C/V\.C/V\.'C/V\,NOUN,volonté,9
980,155,6,",",",",Pnc,Pnc,,,PUNCT,",",9
981,156,1,je,je,Prn,Prn$,je,C/(e)\,PRON,je,10
982,156,2,vous,vous,Prn,Prn$$,vous,C/V\,PRON,vous,10
983,156,3,feray,feray,Vfin,Vfin,faire,C/V\.'C/V\,VERB,faire,10
984,156,4,par,par,Pre,Pre,par,C/V\,ADP,par,10
985,156,5,verité,verité,N,N,,C/V\.C/V\.'C/V\,NOUN,vérité,8
986,157,1,bien,bien,Adv,Adv,bien,C/V\,ADV,bien,10
987,157,2,riche,riche,Adj,Adj,riche,'C/V\.C/(e)\,ADJ,riche,10
988,157,3,dame,dame,N,N,,'C/V\.C/(e)\,NOUN,dame,8
989,157,4,.,.,Pnc,Pnc,,,PUNCT,.,9
990,158,1,a,a,Pre,Pre,à,/V\,ADP,à,10
991,158,2,dieu,dieu,N,N,,C/V\,PROPN,Dieu,3
992,158,3,me,me,Prn,Prn$$,me,C/(e)\,PRON,me,10
993,158,4,rens,rens,Vfin,Vfin,rendre,C/V\,VERB,rendre,10
994,158,5,de,de,Pre,Pre,de,C/(e)\,ADP,de,10
995,158,6,corps,corps,N,N,,C/V\,NOUN,corps,3
996,158,7,et,et,Crd,Crd,et,/V\,CCONJ,et,10
997,158,8,d',d',Pre,Pre,de,C/\,ADP,de,10
998,158,9,ame,ame,N,N,,'/V\.C/(e)\,NOUN,âme,3
999,158,10,",",",",Pnc,Pnc,,,PUNCT,",",9
1000,159,1,biau,biau,Adj,Adj,beau,C/V\,ADJ,beau,10
1001,159,2,sire,sire,N,N,,'C/V\.C/(e)\,NOUN,sire,11
1002,159,3,:,:,Pnc,Pnc,,,PUNCT,:,9
1003,159,4,laissiez,laissiez,Vfin,Vfin,laisser,C/V\.'C/V\,VERB,laisser,10
1004,159,5,moy,moy,Prn,Prn%%,moi,C/V\,PRON,moi,10
1005,159,6,en,en,Pre,Pre,en,/V\,ADP,en,10
1006,159,7,paiz,paiz,N,N,,C/V\,NOUN,paix,3
1007,159,8,.,.,Pnc,Pnc,,,PUNCT,.,9
1008,160,1,se,se,Sub,Sub,si3,C/(e)\,SCONJ,si,10
1009,160,2,je,je,Prn,Prn$,je,C/(e)\,PRON,je,10
1010,160,3,devoie,devoie,Vfin,Vfin,devoir2,C/V\.'C/V\./(e)\,VERB,devoir,10
1011,160,4,tout,tout,QIs,QIs,tout,C/V\,PRON,tout,10
1012,160,5,despendre,despendre,Vinf,Vinf,dépendre,C/V\.'C/V\.C/(e)\,VERB,dépendre,10
1013,161,1,quanque,quanque,Qux,Qux,quanque,'C/V\.C/(e)\,PRON,quanque,10
1014,161,2,j',j',Prn,Prn$,je,C/\,PRON,je,10
1015,161,3,ay,ay,Vfin,Vfin,avoir,/V\,VERB,avoir,10
1016,161,4,",",",",Pnc,Pnc,,,PUNCT,",",9
1017,161,5,si,si,Adv,Adv,si4,C/V\,ADV,si,10
1018,161,6,vouldray,vouldray,Vfin,Vfin,vouloir,C/V\.'C/V\,VERB,vouloir,10
1019,161,7,je,je,Prn,Prn%,je,C/(e)\,PRON,je,10
1020,161,8,tendre,tendre,Vinf,Vinf,tendre,'C/V\.C/(e)\,VERB,tendre,10
1021,162,1,a,a,Pre,Pre,à,/V\,ADP,à,10
1022,162,2,avoir,avoir,Vinf,Vinf,avoir,/V\.'C/V\,VERB,avoir,10
1023,162,3,s',s',Det,Det,son4,C/\,DET,son,10
1024,162,4,amour,amour,N,N,,/V\.'C/V\,NOUN,amour,8
1025,162,5,maintenant,maintenant,Adv,Adv,maintenant,C/V\.C/e\.'C/V\,ADV,maintenant,10
1026,162,6,.,.,Pnc,Pnc,,,PUNCT,.,9
1027,163,1,e,e,Exc,Exc,,/V\,INTJ,hé,8
1028,163,2,!,!,Pnc,Pnc,,,PUNCT,!,9
1029,163,3,tresgracieuse,tresgracieuse,Adj,Adj,,C/V\.C/V\.C/{V}\.'/V\.C/(e)\,ADJ,gracieux,9
1030,163,4,avenant,avenant,Adj,Adj,,/V\.C/e\.'C/V\,ADJ,avenant,8
1031,163,5,",",",",Pnc,Pnc,,,PUNCT,",",9
1032,164,1,diex,diex,N,N,,C/V\,NOUN,dieu,3
1033,164,2,vous,vous,Prn,Prn$$,vous,C/V\,PRON,vous,10
1034,164,3,doint,doint,Vfin,Vfin,donner,C/V\,VERB,donner,10
1035,164,4,tresbonne,tresbonne,Adj,Adj,,C/V\.'C/V\.C/(e)\,ADJ,bon,5
1036,164,5,aventure,aventure,N,N,,/V\.C/V\.'C/V\.C/(e)\,NOUN,aventure,8
1037,165,1,conme,conme,Sub,Sub,comme,'C/V\.C/(e)\,SCONJ,comme,10
1038,165,2,a,a,Pre,Pre,à,/V\,ADP,à,10
1039,165,3,ycelle,ycelle,Dem,Dem,cil,/V\.'C/V\.C/(e)\,DET,cil,10
1040,165,4,creature,creature,N,N,,C/V\.C/V\.'C/V\.C/(e)\,NOUN,créature,8
1041,166,1,qui,qui,Qux,Qux,qui,C/V\,PRON,qui,10
1042,166,2,plus,plus,Adv,Adv,plus,C/V\,ADV,plus,10
1043,166,3,est,est,Vfin,Vfin,être,/V\,VERB,être,10
1044,166,4,de,de,Pre,Pre,de,C/(e)\,ADP,de,10
1045,166,5,mon,mon,Det,Det,mon,C/V\,DET,mon,10
1046,166,6,cuer,cuer,N,N,,C/V\,NOUN,coeur,3
1047,166,7,amee,amee,Vpp,Vpp,aimer,/V\.'C/V\./(e)\,VERB,aimer,10
1048,166,8,.,.,Pnc,Pnc,,,PUNCT,.,9
1049,167,1,or,or,Adv,Adv,or2,/V\,ADV,or,10
1050,167,2,me,me,Prn,Prn$$,me,C/(e)\,PRON,me,10
1051,167,3,soit,soit,Vfin,Vfin,être,C/V\,VERB,être,10
1052,167,4,vostre,vostre,Det,Det,votre,'C/V\.C/(e)\,DET,votre,10
1053,167,5,amour,amour,N,N,,/V\.'C/V\,NOUN,amour,8
1054,167,6,donnee,donnee,Vpp,Vpp,donner,C/V\.'C/V\./(e)\,VERB,donner,10
1055,167,7,",",",",Pnc,Pnc,,,PUNCT,",",9
1056,168,1,tresdoulce,tresdoulce,Adj,Adj,,C/V\.'C/V\.C/(e)\,ADJ,doux,8
1057,168,2,amie,amie,N,N,,/V\.'C/V\./(e)\,NOUN,ami,8
1058,168,3,.,.,Pnc,Pnc,,,PUNCT,.,9
1059,169,1,sire,sire,N,N,,'C/V\.C/(e)\,NOUN,sire,11
1060,169,2,",",",",Pnc,Pnc,,,PUNCT,",",9
1061,169,3,d',d',Pre,Pre,de,C/\,ADP,de,10
1062,169,4,amer,amer,Vinf,Vinf,aimer,/V\.'C/V\,VERB,aimer,10
1063,169,5,n',n',Neg,Neg$$,ne,C/\,ADV,ne,10
1064,169,6,ay,ay,Vfin,Vfin,avoir,/V\,VERB,avoir,10
1065,169,7,nulle,nulle,QIs,QIs,nul,'C/V\.C/(e)\,DET,nul,10
1066,169,8,envie,envie,N,N,,/V\.'C/V\./(e)\,NOUN,envie,8
1067,170,1,fors,fors,PrA,PrA,hors,C/V\,ADV,hors,10
1068,170,2,que,que,Sub,Sub,que,C/(e)\,SCONJ,que,10
1069,170,3,dieu,dieu,N,N,,C/V\,NOUN,dieu,3
1070,170,4,et,et,Crd,Crd,et,/V\,CCONJ,et,10
1071,170,5,sa,sa,Det,Det,son4,C/V\,DET,son,10
1072,170,6,doulce,doulce,Adj,Adj,doux,'C/V\.C/(e)\,ADJ,doux,10
1073,170,7,mere,mere,N,N,,'C/V\.C/(e)\,NOUN,mère,3
1074,170,8,.,.,Pnc,Pnc,,,PUNCT,.,9
1075,171,1,certes,certes,Adv,Adv,certes,'C/V\.C/e\,ADV,certes,10
1076,171,2,l',l',Det,Det,le,C/\,DET,le,10
1077,171,3,amour,amour,N,N,,/V\.'C/V\,NOUN,amour,8
1078,171,4,est,est,Vfin,Vfin,être,/V\,VERB,être,10
1079,171,5,trop,trop,Adv,Adv,trop,C/V\,ADV,trop,10
1080,171,6,amere,amere,Adj,Adj,,/V\.'C/V\.C/(e)\,ADJ,amer,9
1081,172,1,dont,dont,Qux,Qux,dont,C/V\,PRON,dont,10
1082,172,2,ci,ci,Adv,Adv,ci,C/V\,ADV,ci,10
1083,172,3,endroit,endroit,PrA,PrA,endroit,/V\.'C/V\,ADV,endroit,10
1084,172,4,me,me,Prn,Prn$$,me,C/(e)\,PRON,me,10
1085,172,5,requerez,requerez,Vfin,Vfin,requérir,C/V\.C/e\.'C/V\,VERB,requérir,10
1086,172,6,.,.,Pnc,Pnc,,,PUNCT,.,9
1087,173,1,ce,ce,Prn,Prn,ce,C/(e)\,PRON,ce,10
1088,173,2,n',n',Neg,Neg$$,ne,C/\,ADV,ne,10
1089,173,3,est,est,Vfin,Vfin,être,/V\,VERB,être,10
1090,173,4,pas,pas,Neg,Neg,pas,C/V\,ADV,pas,10
1091,173,5,ce,ce,Prn,Prn,ce,C/(e)\,PRON,ce,10
1092,173,6,que,que,Qux,Qux,que,C/(e)\,PRON,que,10
1093,173,7,vous,vous,Prn,Prn$,vous,C/V\,PRON,vous,10
1094,173,8,querez,querez,Vfin,Vfin,quérir,C/V\.'C/V\,VERB,quérir,10
1095,173,9,",",",",Pnc,Pnc,,,PUNCT,",",9
1096,174,1,sire,sire,N,N,,'C/V\.C/(e)\,NOUN,sire,11
1097,174,2,",",",",Pnc,Pnc,,,PUNCT,",",9
1098,174,3,pour,pour,Pre,Pre,pour,C/V\,ADP,pour,10
1099,174,4,voir,voir,Adj,Adj,voir2,C/V\,ADJ,voir,10
1100,174,5,.,.,Pnc,Pnc,,,PUNCT,.,9
1101,175,1,e,e,Exc,Exc,,/V\,INTJ,hé,8
1102,175,2,!,!,Pnc,Pnc,,,PUNCT,!,9
1103,175,3,belle,belle,Adj,Adj,beau,'C/V\.C/(e)\,ADJ,beau,10
1104,175,4,",",",",Pnc,Pnc,,,PUNCT,",",9
1105,175,5,plaine,plaine,Adj,Adj,plein,'C/V\.C/(e)\,ADJ,plein,10
1106,175,6,de,de,Pre,Pre,de,C/(e)\,ADP,de,10
1107,175,7,savoir,savoir,Vinf,Vinf,savoir,C/V\.'C/V\,VERB,savoir,10
1108,175,8,",",",",Pnc,Pnc,,,PUNCT,",",9
1109,176,1,vers,vers,Pre,Pre,vers2,C/V\,ADP,vers,10
1110,176,2,vous,vous,Prn,Prn,vous,C/V\,PRON,vous,10
1111,176,3,ne,ne,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
1112,176,4,vueil,vueil,Vfin,Vfin,vouloir,C/V\,VERB,vouloir,10
1113,176,5,de,de,Pre,Pre,de,C/(e)\,ADP,de,10
1114,176,6,riens,riens,N,N,rien,C/V\,PROPN|NOUN,rien,10
1115,176,7,mesprendre,mesprendre,Vinf,Vinf,méprendre,C/V\.'C/V\.C/(e)\,VERB,méprendre,10
1116,176,8,.,.,Pnc,Pnc,,,PUNCT,.,9
1117,177,1,plaise,plaise,Vfin,Vfin,plaire,'C/V\.C/(e)\,VERB,plaire,10
1118,177,2,vous,vous,Prn,Prn%%,vous,C/V\,PRON,vous,10
1119,177,3,cest,cest,Dem,Dem,cist,C/V\,DET,cist,10
1120,177,4,anel,anel,N,N,,/V\.'C/V\,NOUN,anneau,3
1121,177,5,a,a,Pre,Pre,à,/V\,ADP,à,10
1122,177,6,prendre,prendre,Vinf,Vinf,prendre,'C/V\.C/(e)\,VERB,prendre,10
1123,178,1,que,que,Qux,Qux,que,C/(e)\,ADJ|ADV|DET|PRON,que,10
1124,178,2,par,par,Pre,Pre,par,C/V\,ADP,par,10
1125,178,3,fine,fine,Adj,Adj,fin2,'C/V\.C/(e)\,ADJ,fin,10
1126,178,4,amistié,amistié,N,N,,/V\.C/V\.'C/V\,NOUN,amitié,3
1127,178,5,vous,vous,Prn,Prn$$,vous,C/V\,PRON,vous,10
1128,178,6,tens,tens,Vfin,Vfin,tendre,C/V\,VERB,tendre,10
1129,179,1,et,et,Crd,Crd,et,/V\,CCONJ,et,10
1130,179,2,qu',qu',Sub,Sub,que,C/\,SCONJ,que,10
1131,179,3,avec,avec,PrA,PrA,avec,/V\.'C/V\,ADP,avec,10
1132,179,4,vous,vous,Prn,Prn,vous,C/V\,PRON,vous,10
1133,179,5,hui,hui,Adv,Adv,hui2,/V\,ADV,hui,10
1134,179,6,mais,mais,Adv,Adv,mais,C/V\,ADV,mais,10
1135,179,7,seans,seans,Adv,Adv,céans,C/(V)\.'/V\,ADV,céans,10
1136,180,1,me,me,Prn,Prn$$,me,C/(e)\,PRON,me,10
1137,180,2,puisse,puisse,Vfin,Vfin,pouvoir2,'C/V\.C/(e)\,VERB,pouvoir,10
1138,180,3,esbattre,esbattre,Vinf,Vinf,ébattre,/V\.'C/V\.C/(e)\,VERB,ébattre,10
1139,180,4,.,.,Pnc,Pnc,,,PUNCT,.,9
1140,181,1,folie,folie,N,N,,C/V\.'C/V\./(e)\,NOUN,folie,8
1141,181,2,vous,vous,Prn,Prn$$,vous,C/V\,PRON,vous,10
1142,181,3,feroit,feroit,Vfin,Vfin,faire,C/V\.'C/V\,VERB,faire,10
1143,181,4,embatre,embatre,Vinf,Vinf,embattre,/V\.'C/V\.C/(e)\,VERB,embattre,10
1144,182,1,la,la,Adv,Adv,là,C/V\,ADV,là,10
1145,182,2,ou,ou,Qux,Qux,où,/V\,PRON,où,10
1146,182,3,l',l',Det,Det,le,C/\,DET,le,10
1147,182,4,en,en,Prn,Prn$,on,/V\,PRON,on,10
1148,182,5,n',n',Neg,Neg$$,ne,C/\,ADV,ne,10
1149,182,6,a,a,Vfin,Vfin,avoir,/V\,VERB,avoir,10
1150,182,7,cure,cure,N,N,,'C/V\.C/(e)\,NOUN,cure,3
1151,182,8,de,de,Pre,Pre,de,C/(e)\,ADP,de,10
1152,182,9,vous,vous,Prn,Prn,vous,C/V\,PRON,vous,10
1153,182,10,.,.,Pnc,Pnc,,,PUNCT,.,9
1154,183,1,par,par,Pre,Pre,par,C/V\,ADP,par,10
1155,183,2,foy,foy,N,N,,C/V\,NOUN,foi,3
1156,183,3,",",",",Pnc,Pnc,,,PUNCT,",",9
1157,183,4,miex,miex,Adv,Adv,mieux,C/V\,ADV,mieux,10
1158,183,5,vouldroie,vouldroie,Vfin,Vfin,vouloir,C/V\.'C/V\./(e)\,VERB,vouloir,10
1159,183,6,avoir,avoir,Vinf,Vinf,avoir,/V\.'C/V\,VERB,avoir,10
1160,183,7,roupz,roupz,Vpp,Vpp,rompre,C/V\,VERB,rompre,10
1161,184,1,touz,touz,QIs,QIs,tout,C/V\,DET,tout,10
1162,184,2,les,les,Det,Det,le,C/V\,DET,le,10
1163,184,3,deux,deux,QIs,QIs,deux,C/V\,NUM,deux,10
1164,184,4,braz,braz,N,N,,C/V\,NOUN,bras,3
1165,184,5,.,.,Pnc,Pnc,,,PUNCT,.,9
1166,185,1,cuer,cuer,N,N,,C/V\,NOUN,coeur,3
1167,185,2,doulx,doulx,Adj,Adj,doux,C/V\,ADJ,doux,10
1168,185,3,",",",",Pnc,Pnc,,,PUNCT,",",9
1169,185,4,ne,ne,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
1170,185,5,me,me,Prn,Prn$$,me,C/(e)\,PRON,me,10
1171,185,6,refusez,refusez,Vfin,Vfin,,C/V\.C/V\.'C/V\,VERB,refuser,9
1172,185,7,pas,pas,Neg,Neg,pas,C/V\,ADV,pas,10
1173,185,8,.,.,Pnc,Pnc,,,PUNCT,.,9
1174,186,1,se,se,Sub,Sub,si3,C/(e)\,SCONJ,si,10
1175,186,2,vous,vous,Prn,Prn$,vous,C/V\,PRON,vous,10
1176,186,3,faites,faites,Vfin,Vfin,faire,'C/V\.C/e\,VERB,faire,10
1177,186,4,ma,ma,Det,Det,mon,C/V\,DET,mon,10
1178,186,5,voulenté,voulenté,N,N,,C/V\.C/V\.'C/V\,NOUN,volonté,9
1179,186,6,",",",",Pnc,Pnc,,,PUNCT,",",9
1180,187,1,je,je,Prn,Prn$,je,C/(e)\,PRON,je,10
1181,187,2,vous,vous,Prn,Prn$$,vous,C/V\,PRON,vous,10
1182,187,3,feray,feray,Vfin,Vfin,faire,C/V\.'C/V\,VERB,faire,10
1183,187,4,par,par,Pre,Pre,par,C/V\,ADP,par,10
1184,187,5,verité,verité,N,N,,C/V\.C/V\.'C/V\,NOUN,vérité,8
1185,188,1,bien,bien,Adv,Adv,bien,C/V\,ADV,bien,10
1186,188,2,riche,riche,Adj,Adj,riche,'C/V\.C/(e)\,ADJ,riche,10
1187,188,3,dame,dame,N,N,,'C/V\.C/(e)\,NOUN,dame,8
1188,188,4,.,.,Pnc,Pnc,,,PUNCT,.,9
1189,189,1,a,a,Pre,Pre,à,/V\,ADP,à,10
1190,189,2,dieu,dieu,N,N,,C/V\,PROPN,Dieu,3
1191,189,3,me,me,Det,Det,mon,C/(e)\,DET,mon,10
1192,189,4,rens,rens,Vfin,Vfin,rendre,C/V\,VERB,rendre,10
1193,189,5,de,de,Pre,Pre,de,C/(e)\,ADP,de,10
1194,189,6,corps,corps,N,N,,C/V\,NOUN,corps,3
1195,189,7,et,et,Crd,Crd,et,/V\,CCONJ,et,10
1196,189,8,d',d',Pre,Pre,de,C/\,ADP,de,10
1197,189,9,ame,ame,N,N,,'/V\.C/(e)\,NOUN,âme,3
1198,189,10,",",",",Pnc,Pnc,,,PUNCT,",",9
1199,190,1,biau,biau,Adj,Adj,beau,C/V\,ADJ,beau,10
1200,190,2,sire,sire,N,N,,'C/V\.C/(e)\,NOUN,sire,11
1201,190,3,:,:,Pnc,Pnc,,,PUNCT,:,9
1202,190,4,laissiez,laissiez,Vfin,Vfin,laisser,C/V\.'C/V\,VERB,laisser,10
1203,190,5,moy,moy,Prn,Prn%%,moi,C/V\,PRON,moi,10
1204,190,6,en,en,Pre,Pre,en,/V\,ADP,en,10
1205,190,7,paiz,paiz,N,N,,C/V\,NOUN,paix,3
1206,190,8,.,.,Pnc,Pnc,,,PUNCT,.,9
1207,191,1,je,je,Prn,Prn$,je,C/(e)\,PRON,je,10
1208,191,2,ne,ne,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
1209,191,3,pris,pris,Vfin,Vfin,priser,C/V\,VERB,priser,10
1210,191,4,voz,voz,Det,Det,votre,C/V\,DET,votre,10
1211,191,5,diz,diz,N,N,,C/V\,NOUN,dit,8
1212,191,6,ne,ne,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
1213,191,7,voz,voz,Prn,Prn$$,vous,C/V\,PRON,vous,10
1214,191,8,faiz,faiz,Vfin,Vfin,faire,C/V\,VERB,faire,10
1215,191,9,",",",",Pnc,Pnc,,,PUNCT,",",9
1216,192,1,si,si,Adv,Adv,si4,C/V\,ADV,si,10
1217,192,2,m',m',Prn,Prn$$,me,C/\,PRON,me,10
1218,192,3,aïst,aïst,Vfin,Vfin,aider,/{V}\.'/V\,VERB,aider,10
1219,192,4,diex,diex,N,N,,C/V\,NOUN,dieu,3
1220,192,5,",",",",Pnc,Pnc,,,PUNCT,",",9
1221,192,6,ce,ce,Dem,Dem,cist,C/(e)\,PRON,cist,10
1222,192,7,festu,festu,N,N,,C/V\.'C/V\,PROPN|NOUN,fétu|festu,-1
1223,192,8,ci,ci,Adv,Adv,ci,C/V\,ADV,ci,10
1224,192,9,.,.,Pnc,Pnc,,,PUNCT,.,9
1225,193,1,pour,pour,Pre,Pre,pour,C/V\,ADP,pour,10
1226,193,2,dieu,dieu,N,N,,C/V\,PROPN,Dieu,3
1227,193,3,",",",",Pnc,Pnc,,,PUNCT,",",9
1228,193,4,alez,alez,Vfin,Vfin,aller,/V\.'C/V\,VERB,aller,10
1229,193,5,vous,vous,Prn,Prn%%,vous,C/V\,PRON,vous,10
1230,193,6,ent,ent,Prn,Prn,en2,/V\,PRON,en,10
1231,193,7,de,de,Pre,Pre,de,C/(e)\,ADP,de,10
1232,193,8,cy,cy,Adv,Adv,ci,C/V\,ADV,ci,10
1233,193,9,.,.,Pnc,Pnc,,,PUNCT,.,9
1234,194,1,laissiez,laissiez,Vfin,Vfin,laisser,C/V\.'C/V\,VERB,laisser,10
1235,194,2,m',m',Prn,Prn%$,me,C/\,PRON,me,10
1236,194,3,ester,ester,Vinf,Vinf,être,/V\.'C/V\,VERB,être,10
1237,194,4,.,.,Pnc,Pnc,,,PUNCT,.,9
1238,195,1,elas,elas,Exc,Exc,,/V\.'C/V\,INTJ,las,-1
1239,195,2,!,!,Pnc,Pnc,,,PUNCT,!,9
1240,195,3,bien,bien,Adv,Adv,bien,C/V\,ADV,bien,10
1241,195,4,me,me,Prn,Prn$$,me,C/(e)\,PRON,me,10
1242,195,5,doy,doy,Vfin,Vfin,devoir2,C/V\,VERB,devoir,10
1243,195,6,dementer,dementer,Vinf,Vinf,,C/V\.C/V\.'C/V\,VERB,démenter,9
1244,195,7,:,:,Pnc,Pnc,,,PUNCT,:,9
1245,196,1,j',j',Prn,Prn$,je,C/\,PRON,je,10
1246,196,2,ay,ay,Vfin,Vfin,avoir,/V\,VERB,avoir,10
1247,196,3,du,du,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10
1248,196,4,tout,tout,QIs,QIs,tout,C/V\,PRON,tout,10
1249,196,5,failly,failly,Vpp,Vpp,faillir,C/V\.'C/V\,VERB,faillir,10
1250,196,6,a,a,Pre,Pre,à,/V\,ADP,à,10
1251,196,7,ma,ma,Det,Det,mon,C/V\,DET,mon,10
1252,196,8,proye,proye,N,N,,'C/V\./(e)\,NOUN,proie,8
1253,196,9,.,.,Pnc,Pnc,,,PUNCT,.,9
1254,197,1,a,a,Pre,Pre,à,/V\,ADP,à,10
1255,197,2,chose,chose,N,N,,'C/V\.C/(e)\,NOUN,chose,8
1256,197,3,que,que,Qux,Qux,que,C/(e)\,PRON,que,10
1257,197,4,ma,ma,Det,Det,mon,C/V\,DET,mon,10
1258,197,5,bouche,bouche,N,N,,'C/V\.C/(e)\,NOUN,bouche,3
1259,197,6,proie,proie,Vfin,Vfin,prier,'C/V\./(e)\,VERB,prier,10
1260,198,1,ne,ne,Neg,Neg$$,ne,C/(e)\,ADV,ne,10
1261,198,2,veult,veult,Vfin,Vfin,vouloir,C/V\,VERB,vouloir,10
1262,198,3,celle,celle,Dem,Dem,cil,'C/V\.C/(e)\,PRON,cil,10
1263,198,4,que,que,Qux,Qux,que,C/(e)\,PRON,que,10
1264,198,5,j',j',Prn,Prn$,je,C/\,PRON,je,10
1265,198,6,ains,ains,Vfin,Vfin,aimer,/V\,VERB,aimer,10
1266,198,7,entendre,entendre,Vinf,Vinf,entendre,/V\.'C/V\.C/(e)\,VERB,entendre,10
1267,198,8,.,.,Pnc,Pnc,,,PUNCT,.,9
1268,199,1,et,et,Crd,Crd,et,/V\,CCONJ,et,10
1269,199,2,dont,dont,Qux,Qux,dont,C/V\,PRON,dont,10
1270,199,3,viens,viens,Vfin,Vfin,venir,C/V\,VERB,venir,10
1271,199,4,tu,tu,Prn,Prn%,tu,C/V\,PRON,tu,10
1272,199,5,?,?,Pnc,Pnc,,,PUNCT,?,9
1273,199,6,c',c',Crd,Crd,que,C/\,CCONJ,que,10
1274,199,7,on,on,Prn,Prn$,on,/V\,PRON,on,10
1275,199,8,te,te,Prn,Prn$$,te,C/(e)\,PRON,te,10
1276,199,9,puist,puist,Vfin,Vfin,pouvoir2,C/V\,VERB,pouvoir,10
1277,199,10,pendre,pendre,Vinf,Vinf,pendre,'C/V\.C/(e)\,VERB,pendre,10
1278,199,11,!,!,Pnc,Pnc,,,PUNCT,!,9
1279,200,1,m',m',Prn,Prn$$,me,C/\,PRON,me,10
1280,200,2,as,as,Vfin,Vfin,avoir,/V\,VERB,avoir,10
1281,200,3,tu,tu,Prn,Prn%,tu,C/V\,PRON,tu,10
1282,200,4,bien,bien,Adv,Adv,bien,C/V\,ADV,bien,10
1283,200,5,fait,fait,Vfin,Vfin,faire,C/V\,VERB,faire,10
1284,200,6,icy,icy,Adv,Adv,ici,/V\.'C/V\,ADV,ici,10
