wd_id,line_id,linewd,word,lex_id,pos_nca,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score,Vorschlag_IR,Erklärung_IR
31,5,5,vaillant,vaillant,VER:ppre,5,Vprs,Vprs,valoir,C/V\.'C/V\,VERB,valoir,10,,
32,5,6,un,un,DET:ndf:obj:masc:sg,5,QIs,QIs,un,/V\,DET,un,10,,
33,5,7,sac,sac,NOM:obj:masc:sg,5,N,N,,C/V\,NOUN,sac,3,,
34,5,8,.,.,PON,5,Pnc,Pnc,,,PUNCT,.,9,,
35,6,1,bien,bien,ADV,6,Adv,Adv,bien,C/V\,ADV,bien,10,,
36,6,2,m',m',PRO:pers:obj:1:sg:unb,6,Prn,Prn$$,me,C/\,PRON,me,10,,
37,6,3,a,a,VER:pres:3:sg,6,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
38,6,4,dit,dit,VER:pper:masc:sg,6,Vpp,Vpp,dire,C/V\,VERB,dire,10,,
39,6,5,li,li,DET:def:suj:masc:sg,6,Det,Det,le,C/V\,DET,le,10,,
40,6,6,evesque,evesque,NOM:suj:masc:sg,6,N,N,,/V\.'C/V\.C/(e)\,NOUN,évêque,8,,
41,6,7,:,:,PON,6,Pnc,Pnc,,,PUNCT,:,9,,
42,6,8,eschac,eschac,NOM:obj:masc:sg,6,N,N,,/V\.'C/V\,NOUN,échac,-10,échec,DMF
43,6,9,!,!,PON,6,Pnc,Pnc,,,PUNCT,!,9,,
44,7,1,et,et,CON:coord,7,Crd,Crd,et,/V\,CCONJ,et,10,,
45,7,2,m',m',PRO:pers:obj:1:sg:unb,7,Prn,Prn$$,me,C/\,PRON,me,10,,
46,7,3,a,a,VER:pres:3:sg,7,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
47,7,4,rendu,rendu,VER:pper:masc:sg,7,Vpp,Vpp,rendre,C/V\.'C/V\,VERB,rendre,10,,
48,7,5,maté,maté,VER:pper:masc:sg,7,Vpp,Vpp,,C/V\.'C/V\,VERB,mater,8,,
49,7,6,en,en,PRE,7,Pre,Pre,en,/V\,ADP,en,10,,
50,7,7,l',l',DET:def:obj:masc:sg,7,Det,Det,le,C/\,DET,le,10,,
51,7,8,angle,angle,NOM:obj:masc:sg,7,N,N,,'/V\.C/(e)\,NOUN,ange,3,,
52,7,9,.,.,PON,7,Pnc,Pnc,,,PUNCT,.,9,,
53,8,1,sanz,sanz,PRE,8,Pre,Pre,sans,C/V\,ADP,sans,10,,
54,8,2,avoir,avoir,VER:infi,8,N,N,avoir2,/V\.'C/V\,PROPN|NOUN,avoir,10,,
55,8,3,m',m',PRO:pers:obj:1:sg:unb,8,Prn,Prn$$,me,C/\,PRON,me,10,,
56,8,4,a,a,VER:pres:3:sg,8,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
57,8,5,lessié,lessié,VER:pper:masc:sg,8,Vpp,Vpp,laisser,C/V\.'C/V\,VERB,laisser,10,,
