wd_id,word,lex_id,chapter_id,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score,Vorschlag_IR
344,mutation,mutation,1.5,N,N,,C/V\.C/V\.C/{V}\.'/V\,NOUN,mutation,9,
345,ou,ou,1.5,Pre+Det,Pre+Det,en.le,/V\,ADP.DET,en.le,10,
346,pays,pays,1.5,N,N,,C/V\.'C/V\,NOUN,pays,8,
347,",",",",1.5,Pnc,Pnc,,,PUNCT,",",9,
348,et,et,1.5,Crd,Crd,et,/V\,CCONJ,et,10,
349,mist,mist,1.5,Vfin,Vfin,mettre,C/V\,VERB,mettre,10,
350,partie,partie,1.5,N,N,,C/V\.'C/V\./(e)\,NOUN,partie,8,
351,de,de,1.5,Pre,Pre,de,C/(e)\,ADP,de,10,
352,ses,ses,1.5,Det,Det,son4,C/V\,DET,son,10,
353,gens,gens,1.5,N,N,,C/V\,NOUN,gent,11,
354,d',d',1.5,Pre,Pre,de,C/\,ADP,de,10,
355,armes,armes,1.5,N,N,,'/V\.C/e\,NOUN,arme,3,
356,ès,es,1.5,Pre+Det,Pre+Det,en.le,/V\,ADP.DET,en.le,10,
357,envyrons,envyrons,1.5,PrA,PrA,environ,/V\.C/V\.'C/V\,ADP|ADV,environ,10,
358,de,de,1.5,Pre,Pre,de,C/(e)\,ADP,de,10,
359,Paris,paris,1.5,N,N,,C/V\.'C/V\,PROPN,Paris,3,
360,",",",",1.5,Pnc,Pnc,,,PUNCT,",",9,
361,là,la,1.5,Adv,Adv,là,C/V\,ADV,là,10,
362,où,ou,1.5,Qux,Qux,où,/V\,PRON,où,10,
363,il,il,1.5,Prn,Prn$,il,/V\,PRON,il,10,
364,veoit,veoit,1.5,Vfin,Vfin,voir,C/(V)\.'/V\,VERB,voir,10,
365,qu',qu',1.5,Sub,Sub,que,C/\,SCONJ,que,10,
366,il,il,1.5,Prn,Prn$,il,/V\,PRON,il,10,
367,estoit,estoit,1.5,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10,
368,necessaire,necessaire,1.5,Adj,Adj,,C/V\.C/V\.'C/V\.C/(e)\,ADJ,nécessaire,8,
369,.,.,1.5,Pnc,Pnc,,,PUNCT,.,9,
370,Le,le,1.5,Det,Det,le,C/(e)\,DET,le,10,
371,premier,premier,1.5,Adj,Adj,premier,C/V\.C/<V>\.'/V\,ADJ,premier,10,
372,soir,soir,1.5,N,N,,C/V\,NOUN,soir,3,
373,que,que,1.5,Qux,Qux,que,C/(e)\,PRON,que,10,
374,furent,furent,1.5,Vfin,Vfin,être,'C/V\.C/e\,VERB,être,10,
375,arrivéz,arrivez,1.5,Vpp,Vpp,arriver,/V\.C/V\.'C/V\,VERB,arriver,10,
376,tous,tous,1.5,QIs,QIs,tout,C/V\,DET,tout,10,
377,ses,ses,1.5,Det,Det,son4,C/V\,DET,son,10,
378,seigneurs,seigneurs,1.5,N,N,,C/V\.'C/V\,NOUN,seigneur,8,
379,dessusdictz,dessusdictz,1.5,Adj,Adj,,C/V\.C/V\.'C/V\,ADJ,dessus-dit,4,
380,audict,audict,1.5,Pre+Dem,Pre+Dem,à.ledit,/V\.'C/V\,ADP.DET,à.ledit,10,
381,Estampes,estampes,1.5,N,N,,/V\.'C/V\.C/e\,PROPN,Étampes,8,
382,",",",",1.5,Pnc,Pnc,,,PUNCT,",",9,
383,se,se,1.5,Prn,Prn,se,C/(e)\,PRON,se,10,
384,contèrent,conterent,1.5,Vfin,Vfin,conter,C/V\.'C/V\.C/e\,VERB,conter,10,
385,des,des,1.5,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,
386,nouvelles,nouvelles,1.5,N,N,,C/V\.'C/V\.C/e\,NOUN,nouvelle,3,
387,l',l',1.5,Det,Det,le,C/\,DET,le,10,
388,un,un,1.5,QIs,QIs,un,/V\,PRON,un,10,
389,à,a,1.5,Pre,Pre,à,/V\,ADP,à,10,
390,l',l',1.5,Det,Det,le,C/\,DET,le,10,
391,autre,autre,1.5,Adj,Adj,autre,'/V\.C/(e)\,ADJ,autre,10,
392,.,.,1.5,Pnc,Pnc,,,PUNCT,.,9,
393,Les,les,1.5,Det,Det,le,C/V\,DET,le,10,
394,Bretons,bretons,1.5,Adj,Adj,,C/V\.'C/V\,ADJ,breton,-1,Bretons
395,avoient,avoient,1.5,Vfin,Vfin,avoir,/V\.'C/V\./e\,VERB,avoir,10,
396,prins,prins,1.5,Vpp,Vpp,prendre,C/V\,VERB,prendre,10,
397,aucuns,aucuns,1.5,QIs,QIs,aucun,/V\.'C/V\,DET,aucun,10,
398,prisonniers,prisonniers,1.5,N,N,,C/V\.C/V\.'C/V\,NOUN,prisonnier,8,
399,de,de,1.5,Pre,Pre,de,C/(e)\,ADP,de,10,
400,ceulx,ceulx,1.5,Dem,Dem,cil,C/V\,PRON,cil,10,
401,qui,qui,1.5,Qux,Qux,qui,C/V\,PRON,qui,10,
402,fuyoient,fuyoient,1.5,Vfin,Vfin,fuir,C/V\.'C/V\./e\,VERB,fuir,10,
403,du,du,1.5,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,
404,party,party,1.5,N,N,,C/V\.'C/V\,NOUN,parti,8,
405,du,du,1.5,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,
406,roy,roy,1.5,N,N,,C/V\,NOUN,roi,8,
407,",",",",1.5,Pnc,Pnc,,,PUNCT,",",9,
408,et,et,1.5,Crd,Crd,et,/V\,CCONJ,et,10,
409,quant,quant,1.5,Sub,Sub,quand,C/V\,SCONJ,quand,10,
410,ilz,ilz,1.5,Prn,Prn$,il,/V\,PRON,il,10,
411,eussent,eussent,1.5,Vfin,Vfin,avoir,/(V)\.'/V\.C/e\,VERB,avoir,10,
412,esté,esté,1.5,Vpp,Vpp,être,/V\.'C/V\,VERB,être,10,
413,ung,ung,1.5,QIs,QIs,un,/V\,DET,un,10,
414,peu,peu,1.5,N,N,peu,C/V\,PROPN|NOUN,peu,10,
415,plus,plus,1.5,Adv,Adv,plus,C/V\,ADV,plus,10,
416,avant,avant,1.5,PrA,PrA,avant,/V\.'C/V\,ADV,avant,10,
417,",",",",1.5,Pnc,Pnc,,,PUNCT,",",9,
418,ilz,ilz,1.5,Prn,Prn$,il,/V\,PRON,il,10,
419,eussent,eussent,1.5,Vfin,Vfin,avoir,/(V)\.'/V\.C/e\,VERB,avoir,10,
420,prins,prins,1.5,Vpp,Vpp,prendre,C/V\,VERB,prendre,10,
421,et,et,1.5,Crd,Crd,et,/V\,CCONJ,et,10,
422,desconfit,desconfit,1.5,Vpp,Vpp,déconfire,C/V\.C/V\.'C/V\,VERB,déconfire,10,
423,le,le,1.5,Det,Det,le,C/(e)\,DET,le,10,
424,tiers,tiers,1.5,Adj,Adj,tiers,C/V\,ADJ,tiers,10,
425,de,de,1.5,Pre,Pre,de,C/(e)\,ADP,de,10,
426,l',l',1.5,Det,Det,le,C/\,DET,le,10,
427,armée,armee,1.5,N,N,,/V\.'C/V\./(e)\,NOUN,armée,8,
428,.,.,1.5,Pnc,Pnc,,,PUNCT,.,9,
429,Ilz,ilz,1.5,Prn,Prn$,il,/V\,PRON,il,10,
430,avoient,avoient,1.5,Vfin,Vfin,avoir,/V\.'C/V\./e\,VERB,avoir,10,
431,bien,bien,1.5,Adv,Adv,bien,C/V\,ADV,bien,10,
432,tenu,tenu,1.5,Vpp,Vpp,tenir,C/V\.'C/V\,VERB,tenir,10,
433,conseil,conseil,1.5,N,N,,C/V\.'C/V\,NOUN,conseil,3,
434,pour,pour,1.5,Pre,Pre,pour,C/V\,ADP,pour,10,
435,envoyer,envoyer,1.5,Vinf,Vinf,envoyer,/V\.C/V\.'C/V\,VERB,envoyer,10,
436,gens,gens,1.5,N,N,,C/V\,NOUN,gent,11,
437,dehors,dehors,1.5,PrA,PrA,dehors,C/V\.'C/V\,ADV,dehors,10,
438,",",",",1.5,Pnc,Pnc,,,PUNCT,",",9,
439,jugeans,jugeans,1.5,Vprs,Vprs,,C/V\.C/e\.'C/V\,VERB,juger,9,
440,que,que,1.5,Sub,Sub,que,C/(e)\,SCONJ,que,10,
441,les,les,1.5,Det,Det,le,C/V\,DET,le,10,
442,ostz,ostz,1.5,N,N,,/V\,NOUN,ost,9,
443,estoient,estoient,1.5,Vfin,Vfin,être,/V\.'C/V\./e\,VERB,être,10,
444,près,pres,1.5,PrA,PrA,près,C/V\,ADV,près,10,
445,;,;,1.5,Pnc,Pnc,,,PUNCT,;,9,
446,toutesfois,toutesfois,1.5,Adv,Adv,toutefois,C/V\.C/e\.'C/V\,ADV,toutefois,10,
447,aucuns,aucuns,1.5,QIs,QIs,aucun,/V\.'C/V\,PRON,aucun,10,
448,les,les,1.5,Prn,Prn$$,le,C/V\,PRON,le,10,
449,deslouèrent,deslouerent,1.5,Vfin,Vfin,,C/V\.C/V\.'C/V\.C/e\,VERB,deslouer,9,
450,.,.,1.5,Pnc,Pnc,,,PUNCT,.,9,
451,Mais,mais,1.5,Crd,Crd,mais,C/V\,CCONJ,mais,10,
452,",",",",1.5,Pnc,Pnc,,,PUNCT,",",9,
453,nonobstant,nonobstant,1.5,Adv,Adv,nonobstant,C/V\.C/V\.'C/V\,ADV,nonobstant,10,
454,",",",",1.5,Pnc,Pnc,,,PUNCT,",",9,
455,messire,messire,1.5,N,N,,C/V\.'C/V\.C/(e)\,NOUN,messire,5,
456,Charles,charles,1.5,N,N,,'C/V\.C/e\,PROPN,Charles,9,
457,d',d',1.5,Pre,Pre,de,C/\,ADP,de,10,
458,Amboise,amboise,1.5,N,N,,/V\.'C/V\.C/(e)\,PROPN,Amboise,9,
459,et,et,1.5,Crd,Crd,et,/V\,CCONJ,et,10,
460,quelques,quelques,1.5,QIs,QIs,quelque,'C/V\.C/e\,DET,quelque,10,
461,autres,autres,1.5,Adj,Adj,autre,'/V\.C/e\,ADJ,autre,10,
462,se,se,1.5,Prn,Prn$$,se,C/(e)\,PRON,se,10,
463,misdrent,misdrent,1.5,Vfin,Vfin,mettre,'C/V\.C/e\,VERB,mettre,10,
464,plus,plus,1.5,Adv,Adv,plus,C/V\,ADV,plus,10,
465,avant,avant,1.5,PrA,PrA,avant,/V\.'C/V\,ADV,avant,10,
466,que,que,1.5,Sub,Sub,que,C/(e)\,SCONJ,que,10,
467,leur,leur,1.5,Det,Det,leur2,C/V\,DET,leur,10,
468,armée,armee,1.5,N,N,,/V\.'C/V\./(e)\,NOUN,armée,8,
469,",",",",1.5,Pnc,Pnc,,,PUNCT,",",9,
470,pour,pour,1.5,Pre,Pre,pour,C/V\,ADP,pour,10,
471,veoir,veoir,1.5,Vinf,Vinf,voir,C/(V)\.'/V\,VERB,voir,10,
472,s',s',1.5,Sub,Sub,si3,C/\,SCONJ,si,10,
473,ilz,ilz,1.5,Prn,Prn$,il,/V\,PRON,il,10,
474,rencontreroient,rencontreroient,1.5,Vfin,Vfin,,C/V\.C/V\.C/e\.'C/V\./e\,VERB,rencontrer,9,
475,riens,riens,1.5,N,N,rien,C/V\,PROPN|NOUN,rien,10,
476,et,et,1.5,Crd,Crd,et,/V\,CCONJ,et,10,
477,prindrent,prindrent,1.5,Vfin,Vfin,prendre,'C/V\.C/e\,VERB,prendre,10,
478,plusieurs,plusieurs,1.5,QIs,QIs,plusieurs,C/V\.'C/V\,DET,plusieurs,10,
479,prisonniers,prisonniers,1.5,N,N,,C/V\.C/V\.'C/V\,NOUN,prisonnier,8,
480,",",",",1.5,Pnc,Pnc,,,PUNCT,",",9,
481,comme,comme,1.5,Sub,Sub,comme,'C/V\.C/(e)\,SCONJ,comme,10,
482,ay,ay,1.5,Vfin,Vfin,avoir,/V\,VERB,avoir,10,
483,dit,dit,1.5,Vpp,Vpp,dire,C/V\,VERB,dire,10,
484,",",",",1.5,Pnc,Pnc,,,PUNCT,",",9,
485,et,et,1.5,Crd,Crd,et,/V\,CCONJ,et,10,
486,de,de,1.5,Pre,Pre,de,C/(e)\,ADP,de,10,
487,l',l',1.5,Det,Det,le,C/\,DET,le,10,
488,artillerie,artillerie,1.5,N,N,,/V\.C/V\.C/e\.'C/V\./(e)\,NOUN,artillerie,8,
489,",",",",1.5,Pnc,Pnc,,,PUNCT,",",9,
490,lesquelz,lesquelz,1.5,Qux,Qux,lequel,C/V\.'C/V\,DET,lequel,10,
491,prisonniers,prisonniers,1.5,N,N,,C/V\.C/V\.'C/V\,NOUN,prisonnier,8,
492,leur,leur,1.5,Prn,Prn$$,leur,C/V\,PRON,leur,10,
493,dirent,dirent,1.5,Vfin,Vfin,dire,'C/V\.C/e\,VERB,dire,10,
494,que,que,1.5,Sub,Sub,que,C/(e)\,SCONJ,que,10,
495,pour,pour,1.5,Pre,Pre,pour,C/V\,ADP,pour,10,
496,certain,certain,1.5,Adj,Adj,certain,C/V\.'C/V\,ADJ,certain,10,
497,le,le,1.5,Det,Det,le,C/(e)\,DET,le,10,
498,roy,roy,1.5,N,N,,C/V\,NOUN,roi,8,
499,estoit,estoit,1.5,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10,
500,mort,mort,1.5,Vpp,Vpp,mourir,C/V\,VERB,mourir,10,
501,:,:,1.5,Pnc,Pnc,,,PUNCT,:,9,
502,car,car,1.5,Crd,Crd,car,C/V\,CCONJ,car,10,
503,ainsi,ainsi,1.5,Adv,Adv,ainsi,/V\.'C/V\,ADV,ainsi,10,
504,le,le,1.5,Prn,Prn$$,le,C/(e)\,PRON,le,10,
505,cuydoient,cuydoient,1.5,Vfin,Vfin,cuider,C/V\.'C/V\./e\,VERB,cuider,10,
506,-,-,1.5,Pnc,Pnc,,,PUNCT,-,9,
507,ilz,ilz,1.5,Prn,Prn,il,/V\,PRON,il,10,
508,",",",",1.5,Pnc,Pnc,,,PUNCT,",",9,
509,parce,parce,1.5,Adv,Adv,parce,'C/V\.C/(e)\,ADV,parce,10,
510,qu',qu',1.5,Sub,Sub,que,C/\,SCONJ,que,10,
511,ilz,ilz,1.5,Prn,Prn$,il,/V\,PRON,il,10,
512,s',s',1.5,Prn,Prn$$,se,C/\,PRON,se,10,
513,en,en,1.5,Prn,Prn$$,en2,/V\,PRON,en,10,
514,estoyent,estoyent,1.5,Vfin,Vfin,être,/V\.'C/V\./e\,VERB,être,10,
515,fuyz,fuyz,1.5,Vpp,Vpp,fuir,C/V\,VERB,fuir,10,
516,dès,dés,1.5,Pre,Pre,dès,C/V\,ADP,dès,10,
517,le,le,1.5,Det,Det,le,C/(e)\,DET,le,10,
518,commencement,commencement,1.5,N,N,,C/V\.C/V\.C/e\.'C/V\,NOUN,commencement,8,
519,de,de,1.5,Pre,Pre,de,C/(e)\,ADP,de,10,
520,la,la,1.5,Det,Det,le,C/V\,DET,le,10,
521,bataille,bataille,1.5,N,N,,C/V\.'C/V\.C/(e)\,NOUN,bataille,8,
522,.,.,1.5,Pnc,Pnc,,,PUNCT,.,9,
523,Les,les,1.5,Det,Det,le,C/V\,DET,le,10,
524,dessusdits,dessusdits,1.5,Adj,Adj,,C/V\.C/V\.'C/V\,ADJ,dessus-dit,-1,Dessus-dit
525,rapportèrent,rapporterent,1.5,Vfin,Vfin,rapporter,C/V\.C/V\.'C/V\.C/e\,VERB,rapporter,10,
526,les,les,1.5,Det,Det,le,C/V\,DET,le,10,
527,nouvelles,nouvelles,1.5,N,N,,C/V\.'C/V\.C/e\,NOUN,nouvelle,3,
528,à,a,1.5,Pre,Pre,à,/V\,ADP,à,10,
529,l',l',1.5,Det,Det,le,C/\,DET,le,10,
530,ost,ost,1.5,N,N,,/V\,NOUN,ost,8,
531,des,des,1.5,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,
532,Bretons,bretons,1.5,Adj,Adj,,C/V\.'C/V\,ADJ,breton,-1,Bretons
533,",",",",1.5,Pnc,Pnc,,,PUNCT,",",9,
534,qui,qui,1.5,Qux,Qux,qui,C/V\,PRON,qui,10,
535,en,en,1.5,Prn,Prn$$,en2,/V\,PRON,en,10,
536,eurent,eurent,1.5,Vfin,Vfin,avoir,'/V\.C/e\,VERB,avoir,10,
537,très,tres,1.5,Adv,Adv,très,C/V\,ADV,très,10,
538,grand,grand,1.5,Adj,Adj,grand,C/V\,ADJ,grand,10,
539,joye,joye,1.5,N,N,,'C/V\./(e)\,NOUN,joie,8,
540,",",",",1.5,Pnc,Pnc,,,PUNCT,",",9,
541,cuydant,cuydant,1.5,Vprs,Vprs,cuider,C/V\.'C/V\,VERB,cuider,10,
542,que,que,1.5,Sub,Sub,que,C/(e)\,SCONJ,que,10,
543,ainsi,ainsi,1.5,Adv,Adv,ainsi,/V\.'C/V\,ADV,ainsi,10,
544,fust,fust,1.5,Vfin,Vfin,être,C/V\,VERB,être,10,
545,",",",",1.5,Pnc,Pnc,,,PUNCT,",",9,
546,esperant,esperant,1.5,Vprs,Vprs,espérer,/V\.C/e\.'C/V\,VERB,espérer,10,
547,les,les,1.5,Det,Det,le,C/V\,DET,le,10,
548,biens,biens,1.5,N,N,bien,C/V\,NOUN,bien,10,
549,qui,qui,1.5,Qux,Qux,qui,C/V\,PRON,qui,10,
550,leur,leur,1.5,Prn,Prn$$,leur,C/V\,PRON,leur,10,
551,fussent,fussent,1.5,Vfin,Vfin,être,'C/V\.C/e\,VERB,être,10,
552,advenuz,advenuz,1.5,Vpp,Vpp,avenir,/V\.C/e\.'C/V\,VERB,avenir,10,
553,si,si,1.5,Sub,Sub,si3,C/V\,SCONJ,si,10,
554,ledict,ledict,1.5,Dem,Dem,ledit,C/e\.'C/V\,DET,ledit,10,
555,monsr,monsr,1.5,N,N,,C/V\.'C/V\,NOUN,monsieur,6,
556,Charles,charles,1.5,N,N,,'C/V\.C/e\,PROPN,Charles,9,
557,eust,eust,1.5,Vfin,Vfin,avoir,/(V)\.'/V\,VERB,avoir,10,
558,esté,esté,1.5,Vpp,Vpp,être,/V\.'C/V\,VERB,être,10,
559,roy,roy,1.5,N,N,,C/V\,NOUN,roi,8,
560,;,;,1.5,Pnc,Pnc,,,PUNCT,;,9,
561,et,et,1.5,Crd,Crd,et,/V\,CCONJ,et,10,
562,tindrent,tindrent,1.5,Vfin,Vfin,tenir,'C/V\.C/e\,VERB,tenir,10,
563,conseil,conseil,1.5,N,N,,C/V\.'C/V\,NOUN,conseil,3,
564,",",",",1.5,Pnc,Pnc,,,PUNCT,",",9,
565,comme,comme,1.5,Sub,Sub,comme,'C/V\.C/(e)\,SCONJ,comme,10,
566,il,il,1.5,Prn,Prn$,il,/V\,PRON,il,10,
567,m',m',1.5,Prn,Prn$$,me,C/\,PRON,me,10,
568,a,a,1.5,Vfin,Vfin,avoir,/V\,VERB,avoir,10,
569,esté,esté,1.5,Vpp,Vpp,être,/V\.'C/V\,VERB,être,10,
570,dit,dit,1.5,Vpp,Vpp,dire,C/V\,VERB,dire,10,
571,depuis,depuis,1.5,PrA,PrA,depuis,C/V\.'C/V\,ADV,depuis,10,
572,par,par,1.5,Pre,Pre,par,C/V\,ADP,par,10,
573,ung,ung,1.5,QIs,QIs,un,/V\,DET,un,10,
574,homme,homme,1.5,N,N,,'/V\.C/(e)\,NOUN,homme,8,
575,de,de,1.5,Pre,Pre,de,C/(e)\,ADP,de,10,
576,bien,bien,1.5,N,N,bien,C/V\,NOUN,bien,10,
577,qui,qui,1.5,Qux,Qux,qui,C/V\,PRON,qui,10,
578,estoit,estoit,1.5,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10,
579,present,present,1.5,Adj,Adj,,C/V\.'C/V\,ADJ,présent,8,
580,",",",",1.5,Pnc,Pnc,,,PUNCT,",",9,
581,assavoir,assavoir,1.5,Adv,Adv,assavoir,/V\.C/V\.'C/V\,ADV,assavoir,10,
582,comment,comment,1.5,Qux,Qux,comment,C/V\.'C/V\,ADV,comment,10,
583,ilz,ilz,1.5,Prn,Prn$,il,/V\,PRON,il,10,
584,pourroyent,pourroyent,1.5,Vfin,Vfin,pouvoir2,C/V\.'C/V\./e\,VERB,pouvoir,10,
585,chasser,chasser,1.5,Vinf,Vinf,,C/V\.'C/V\,VERB,chasser,9,
586,ses,ses,1.5,Det,Det,son4,C/V\,DET,son,10,
587,Bourgnygnons,bourgnygnons,1.5,N,N,,C/V\.C/V\.'C/V\,PROPN,Bourguignon,-10,Bourgnygnons
588,et,et,1.5,Crd,Crd,et,/V\,CCONJ,et,10,
589,eulx,eulx,1.5,Prn,Prn$$,eux,/V\,PRON,eux,10,
590,en,en,1.5,Prn,Prn$$,en2,/V\,PRON,en,10,
591,despescher,despescher,1.5,Vinf,Vinf,,C/V\.C/V\.'C/V\,VERB,dépêcher,9,
592,",",",",1.5,Pnc,Pnc,,,PUNCT,",",9,
593,et,et,1.5,Crd,Crd,et,/V\,CCONJ,et,10,
594,estoit,estoit,1.5,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10,
595,l',l',1.5,Det,Det,le,C/\,DET,le,10,
596,oppinion,oppinion,1.5,N,N,,/V\.C/V\.C/{V}\.'/V\,NOUN,opinion,8,
597,d',d',1.5,Pre,Pre,de,C/\,ADP,de,10,
598,aucuns,aucuns,1.5,QIs,QIs,aucun,/V\.'C/V\,PRON,aucun,10,
599,et,et,1.5,Crd,Crd,et,/V\,CCONJ,et,10,
600,presque,presque,1.5,Adv,Adv,presque,'C/V\.C/(e)\,ADV,presque,10,
601,de,de,1.5,Pre,Pre,de,C/(e)\,ADP,de,10,
602,tous,tous,1.5,QIs,QIs,tout,C/V\,PRON,tout,10,
603,que,que,1.5,Sub,Sub,que,C/(e)\,SCONJ,que,10,
604,on,on,1.5,Prn,Prn$,on,/V\,PRON,on,10,
605,les,les,1.5,Prn,Prn$$,le,C/V\,PRON,le,10,
606,destroussast,destroussast,1.5,Vfin,Vfin,,C/V\.C/V\.'C/V\,VERB,détrousser,9,
607,qui,qui,1.5,Qux,Qux,qui,C/V\,PRON,qui,10,
608,pourroit,pourroit,1.5,Vfin,Vfin,pouvoir2,C/V\.'C/V\,VERB,pouvoir,10,
609,.,.,1.5,Pnc,Pnc,,,PUNCT,.,9,
610,Ceste,ceste,1.5,Dem,Dem,cist,'C/V\.C/(e)\,DET,cist,10,
611,joye,joye,1.5,N,N,,'C/V\./(e)\,NOUN,joie,8,
612,ne,ne,1.5,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,
613,leur,leur,1.5,Prn,Prn$$,leur,C/V\,PRON,leur,10,
614,dura,dura,1.5,Vfin,Vfin,durer,C/V\.'C/V\,VERB,durer,10,
615,guères,gueres,1.5,Adv,Adv,guère,'C/V\.C/e\,ADV,guère,10,
616,",",",",1.5,Pnc,Pnc,,,PUNCT,",",9,
617,mais,mais,1.5,Crd,Crd,mais,C/V\,CCONJ,mais,10,
618,par,par,1.5,Pre,Pre,par,C/V\,ADP,par,10,
619,là,la,1.5,Adv,Adv,là,C/V\,ADV,là,10,
620,povez,povez,1.5,Vfin,Vfin,pouvoir2,C/V\.'C/V\,VERB,pouvoir,10,
621,veoir,veoir,1.5,Vinf,Vinf,voir,C/(V)\.'/V\,VERB,voir,10,
622,quelz,quelz,1.5,Qux,Qux,quel,C/V\,PRON,quel,10,
623,sont,sont,1.5,Vfin,Vfin,être,C/V\,VERB,être,10,
624,les,les,1.5,Det,Det,le,C/V\,DET,le,10,
625,broulliz,broulliz,1.5,N,N,,C/V\.'C/V\,NOUN,brouillis,9,
626,en,en,1.5,Pre,Pre,en,/V\,ADP,en,10,
627,ce,ce,1.5,Dem,Dem,cist,C/(e)\,DET,cist,10,
628,royaulme,royaulme,1.5,N,N,,C/V\.'C/V\.C/(e)\,NOUN,royaume,8,
629,à,a,1.5,Pre,Pre,à,/V\,ADP,à,10,
630,toutes,toutes,1.5,QIs,QIs,tout,'C/V\.C/e\,DET,tout,10,
631,mutacions,mutacions,1.5,N,N,,C/V\.C/V\.C/{V}\.'/V\,NOUN,mutation,9,
632,.,.,1.5,Pnc,Pnc,,,PUNCT,.,9,
633,Pour,pour,1.5,Pre,Pre,pour,C/V\,ADP,pour,10,
634,revenir,revenir,1.5,Vinf,Vinf,revenir,C/V\.C/e\.'C/V\,VERB,revenir,10,
635,à,a,1.5,Pre,Pre,à,/V\,ADP,à,10,
636,mon,mon,1.5,Det,Det,mon,C/V\,DET,mon,10,
637,propoz,propoz,1.5,N,N,,C/V\.'C/V\,NOUN,propos,9,
638,de,de,1.5,Pre,Pre,de,C/(e)\,ADP,de,10,
639,ceste,ceste,1.5,Dem,Dem,cist,'C/V\.C/(e)\,DET,cist,10,
640,armée,armee,1.5,N,N,,/V\.'C/V\./(e)\,NOUN,armée,8,
641,d',d',1.5,Pre,Pre,de,C/\,ADP,de,10,
642,Estampes,estampes,1.5,N,N,,/V\.'C/V\.C/e\,PROPN,Étampes,8,
643,",",",",1.5,Pnc,Pnc,,,PUNCT,",",9,
644,comme,comme,1.5,Sub,Sub,comme,'C/V\.C/(e)\,SCONJ,comme,10,
645,tous,tous,1.5,QIs,QIs,tout,C/V\,PRON,tout,10,
646,eussent,eussent,1.5,Vfin,Vfin,avoir,/(V)\.'/V\.C/e\,VERB,avoir,10,
647,soupé,soupé,1.5,Vpp,Vpp,,C/V\.'C/V\,VERB,souper,9,
648,et,et,1.5,Crd,Crd,et,/V\,CCONJ,et,10,
649,qu',qu',1.5,Sub,Sub,que,C/\,SCONJ,que,10,
650,il,il,1.5,Prn,Prn$,il,/V\,PRON,il,10,
651,y,y,1.5,Prn,Prn$$,y2,/V\,PRON,y,10,
652,avoit,avoit,1.5,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10,
653,largement,largement,1.5,Adv,Adv,,C/V\.C/e\.'C/V\,ADV,largement,9,
654,gens,gens,1.5,N,N,,C/V\,NOUN,gent,11,
655,se,se,1.5,Prn,Prn$$,se,C/(e)\,PRON,se,10,
656,pourmenans,pourmenans,1.5,Vprs,Vprs,pourmener,C/V\.C/e\.'C/V\,VERB,pourmener,10,
657,par,par,1.5,Pre,Pre,par,C/V\,ADP,par,10,
658,les,les,1.5,Det,Det,le,C/V\,DET,le,10,
659,rues,rues,1.5,N,N,,'C/V\./e\,NOUN,rue,8,
660,",",",",1.5,Pnc,Pnc,,,PUNCT,",",9,
661,monsr,monsr,1.5,N,N,,C/V\.'C/V\,NOUN,monsieur,6,
662,Charles,charles,1.5,N,N,,'C/V\.C/e\,PROPN,Charles,9,
663,de,de,1.5,Pre,Pre,de,C/(e)\,ADP,de,10,
664,France,france,1.5,N,N,,'C/V\.C/(e)\,PROPN,France,8,
665,et,et,1.5,Crd,Crd,et,/V\,CCONJ,et,10,
666,monsr,monsr,1.5,N,N,,C/V\.'C/V\,NOUN,monsieur,6,
667,de,de,1.5,Pre,Pre,de,C/(e)\,ADP,de,10,
668,Charroloys,charroloys,1.5,N,N,,C/V\.C/V\.'C/V\,PROPN,Charolais,-10,Charolais
669,estoit,estoit,1.5,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10,
670,à,a,1.5,Pre,Pre,à,/V\,ADP,à,10,
671,une,une,1.5,QIs,QIs,un,'/V\.C/(e)\,DET,un,10,
672,fenestre,fenestre,1.5,N,N,,C/V\.'C/V\.C/(e)\,NOUN,fenêtre,9,
673,et,et,1.5,Crd,Crd,et,/V\,CCONJ,et,10,
674,parloient,parloient,1.5,Vfin,Vfin,parler,C/V\.'C/V\./e\,VERB,parler,10,
675,eulx,eulx,1.5,Prn,Prn,eux,/V\,PRON,eux,10,
676,deux,deux,1.5,QIs,QIs,deux,C/V\,NUM,deux,10,
677,de,de,1.5,Pre,Pre,de,C/(e)\,ADP,de,10,
678,très,tres,1.5,Adv,Adv,très,C/V\,ADV,très,10,
679,grand,grand,1.5,Adj,Adj,grand,C/V\,ADJ,grand,10,
