wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score,Vorschlag_IR,Erklärung_IR
217,27,3,estant,estant,27,Vprs,Vprs,être,/V\.'C/V\,VERB,être,10,,
218,27,4,n',n',27,Neg,Neg$$,ne,C/\,ADV,ne,10,,
219,27,5,ot,ot,27,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
220,27,6,de,de,27,Pre,Pre,de,C/(e)\,ADP,de,10,,
221,27,7,grant,grant,27,Adj,Adj,grand,C/V\,ADJ,grand,10,,
222,27,8,que,que,27,Sub,Sub,que,C/(e)\,SCONJ,que,10,,
223,27,9,trois,trois,27,QIs,QIs,trois,C/V\,NUM,trois,10,,
224,27,10,piés,piés,27,N,N,,C/V\,NOUN,pied,8,,
225,28,1,et,et,28,Crd,Crd,et,/V\,CCONJ,et,10,,
226,28,2,s',s',28,Adv,Adv,si4,C/\,ADV,si,10,,
227,28,3,ert,ert,28,Vfin,Vfin,être,/V\,VERB,être,10,,
228,28,4,faés,faés,28,Vpp,Vpp,,C/V\.'C/V\,VERB,féer,8,,
229,28,5,",",",",28,Pnc,Pnc,,,PUNCT,",",9,,
230,28,6,de,de,28,Pre,Pre,de,C/(e)\,ADP,de,10,,
231,28,7,vreté,vreté,28,N,N,,C/V\.'C/V\,NOUN,vrété,-10,vérité,DMF
232,28,8,le,le,28,Prn,Prn$$,le,C/(e)\,PRON,le,10,,
233,28,9,sachiés,sachiés,28,Vfin,Vfin,savoir,C/V\.'C/V\,VERB,savoir,10,,
234,28,10,.,.,28,Pnc,Pnc,,,PUNCT,.,9,,
235,29,1,che,che,29,Prn,Prn,ce,C/(e)\,PRON,ce,10,,
236,29,2,fu,fu,29,Vfin,Vfin,être,C/V\,VERB,être,10,,
237,29,3,a,a,29,Pre,Pre,à,/V\,ADP,à,10,,
238,29,4,pentecouste,pentecouste,29,N,N,,C/V\.C/e\.'C/V\.C/(e)\,NOUN,pentecôte,3,,
239,29,5,",",",",29,Pnc,Pnc,,,PUNCT,",",9,,
