wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score,,
319,34,10,.,.,34,Pnc,Pnc,,,PUNCT,.,9,,
320,35,1,ensi,ensi,35,Adv,Adv,ainsi,/V\.'C/V\,ADV,ainsi,10,,
321,35,2,disoit,disoit,35,Vfin,Vfin,dire,C/V\.'C/V\,VERB,dire,10,,
322,35,3,huon,huon,35,N,N,,C/V\.'C/V\,NOUN,huon,5,,
323,35,4,",",",",35,Pnc,Pnc,,,PUNCT,",",9,,
324,35,5,ly,ly,35,Det,Det,le,C/V\,DET,le,10,,
325,35,6,damoisiaulz,damoisiaulz,35,N,N,,C/V\.C/V\.'C/V\,NOUN,damoiseau,0,,
326,35,7,faitis,faitis,35,Adj,Adj,,C/V\.'C/V\,ADJ,faitis,9,,
327,35,8,",",",",35,Pnc,Pnc,,,PUNCT,",",9,,
328,36,1,moult,moult,36,QIs,QIs,moult,C/V\,ADV,moult,10,,
329,36,2,forment,forment,36,Adv,Adv,fortement,C/V\.'C/V\,ADV,fortement,10,,
330,36,3,se,se,36,Prn,Prn$$,se,C/(e)\,PRON,se,10,,
331,36,4,douttoit,douttoit,36,Vfin,Vfin,,C/V\.'C/V\,VERB,douter,0,,
332,36,5,qu',qu',36,Sub,Sub,que,C/\,SCONJ,que,10,,
333,36,6,en,en,36,Pre,Pre,en,/V\,ADP,en,10,,
334,36,7,prison,prison,36,N,N,,C/V\.'C/V\,NOUN,prison,8,,
335,36,8,ne,ne,36,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,,
336,36,9,fust,fust,36,Vfin,Vfin,être,C/V\,VERB,être,10,,
337,36,10,mis,mis,36,Vpp,Vpp,mettre,C/V\,VERB,mettre,10,,
338,37,1,et,et,37,Crd,Crd,et,/V\,CCONJ,et,10,,
339,37,2,dist,dist,37,Vfin,Vfin,dire,C/V\,VERB,dire,10,,
340,37,3,a,a,37,Pre,Pre,à,/V\,ADP,à,10,,
341,37,4,lui,lui,37,Prn,Prn,lui,C/V\,PRON,lui,10,,
342,37,5,meismëz,meismëz,37,Adv,Adv,même,C/(V)\.'/V\.C/e\,ADV,même,10,,
343,37,6,:,:,37,Pnc,Pnc,,,PUNCT,:,9,,
344,37,7,«,«,37,Pnc,Pnc,,,PUNCT,«,9,,
345,37,8,je,je,37,Prn,Prn$,je,C/(e)\,PRON,je,10,,
346,37,9,veul,veul,37,Vfin,Vfin,vouloir,C/V\,VERB,vouloir,10,,
347,37,10,estre,estre,37,Vinf,Vinf,être,'/V\.C/(e)\,VERB,être,10,,
348,37,11,partis,partis,37,Vpp,Vpp,partir,C/V\.'C/V\,VERB,partir,10,,
349,37,12,",",",",37,Pnc,Pnc,,,PUNCT,",",9,,
350,38,1,plus,plus,38,Adv,Adv,plus,C/V\,ADV,plus,10,,
351,38,2,ne,ne,38,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,,
352,38,3,puis,puis,38,Vfin,Vfin,pouvoir2,C/V\,VERB,pouvoir,10,,
353,38,4,maintenir,maintenir,38,Vinf,Vinf,maintenir,C/V\.C/e\.'C/V\,VERB,maintenir,10,,
354,38,5,l',l',38,Det,Det,le,C/\,DET,le,10,,
355,38,6,estat,estat,38,N,N,,/V\.'C/V\,NOUN,état,8,,
356,38,7,que,que,38,Qux,Qux,que,C/(e)\,PRON,que,10,,
357,38,8,j',j',38,Prn,Prn$,je,C/\,PRON,je,10,,
358,38,9,ay,ay,38,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
359,38,10,enpris,enpris,38,Vpp,Vpp,emprendre,/V\.'C/V\,VERB,emprendre,10,,
360,38,11,",",",",38,Pnc,Pnc,,,PUNCT,",",9,,
361,39,1,car,car,39,Crd,Crd,car,C/V\,CCONJ,car,10,,
362,39,2,j',j',39,Prn,Prn$,je,C/\,PRON,je,10,,
363,39,3,ay,ay,39,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
364,39,4,affaire,affaire,39,N,N,,/V\.'C/V\.C/(e)\,NOUN,affaire,8,,
365,39,5,a,a,39,Pre,Pre,à,/V\,ADP,à,10,,
366,39,6,gens,gens,39,N,N,,C/V\,NOUN,gent,11,,
367,39,7,ou,ou,39,Qux,Qux,où,/V\,ADJ|ADV|DET|PRON,où,10,,
368,39,8,n',n',39,Neg,Neg$$,ne,C/\,ADV,ne,10,,
369,39,9,a,a,39,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
370,39,10,nulle,nulle,39,QIs,QIs,nul,'C/V\.C/(e)\,DET,nul,10,,
371,39,11,merchis,merchis,39,N,N,,C/V\.'C/V\,NOUN,merci,9,,
372,39,12,;,;,39,Pnc,Pnc,,,PUNCT,;,9,,
373,40,1,je,je,40,Prn,Prn$,je,C/(e)\,PRON,je,10,,
374,40,2,me,me,40,Prn,Prn$$,me,C/(e)\,PRON,me,10,,
375,40,3,sui,sui,40,Vfin,Vfin,être,C/V\,VERB,être,10,,
376,40,4,obligiez,obligiez,40,Vfin,Vfin,,/V\.C/V\.'C/V\,VERB,obliger,8,,
377,40,5,ver,ver,40,Pre,Pre,vers2,C/V\,ADP,vers,10,,
378,40,6,yaulz,yaulz,40,Prn,Prn,eux,/V\,PRON,eux,10,,
379,40,7,en,en,40,Pre,Pre,en,/V\,ADP,en,10,,
380,40,8,tant,tant,40,QIs,QIs,tant,C/V\,ADV,tant,10,,
381,40,9,d',d',40,Pre,Pre,de,C/\,ADP,de,10,,
382,40,10,escris,escris,40,N,N,,/V\.'C/V\,NOUN,écrit,3,,
383,41,1,que,que,41,Sub,Sub,que,C/(e)\,SCONJ,que,10,,
384,41,2,plus,plus,41,Adv,Adv,plus,C/V\,ADV,plus,10,,
385,41,3,leur,leur,41,Prn,Prn$$,leur,C/V\,PRON,leur,10,,
386,41,4,doy,doy,41,Vfin,Vfin,devoir2,C/V\,VERB,devoir,10,,
387,41,5,",",",",41,Pnc,Pnc,,,PUNCT,",",9,,
388,41,6,ce,ce,41,Prn,Prn,ce,C/(e)\,PRON,ce,10,,
389,41,7,croy,croy,41,Vfin,Vfin,croire,C/V\,VERB,croire,10,,
390,41,8,",",",",41,Pnc,Pnc,,,PUNCT,",",9,,
391,41,9,.vi.,.vi.,41,QIs,QIs,six,C/V\,NUM,six,10,,
392,41,10,fiez,fiez,41,N,N,,C/<V>\.'/V\,NOUN,fief,3,,
393,41,11,voire,voire,41,Adv,Adv,voir2,'C/V\.C/(e)\,ADV,voir,10,,
394,41,12,.x.,.x.,41,QIs,QIs,dix,C/V\,NUM,dix,10,,
395,42,1,que,que,42,Qux,Qux,que,C/(e)\,PRON,que,10,,
396,42,2,je,je,42,Prn,Prn$,je,C/(e)\,PRON,je,10,,
397,42,3,n',n',42,Neg,Neg$$,ne,C/\,ADV,ne,10,,
398,42,4,aie,aie,42,Vfin,Vfin,avoir,'/V\./(e)\,VERB,avoir,10,,
399,42,5,vaillant,vaillant,42,Vprs,Vprs,valoir,C/V\.'C/V\,VERB,valoir,10,,
400,42,6,",",",",42,Pnc,Pnc,,,PUNCT,",",9,,
401,42,7,et,et,42,Crd,Crd,et,/V\,CCONJ,et,10,,
402,42,8,se,se,42,Sub,Sub,si3,C/(e)\,SCONJ,si,10,,
403,42,9,j',j',42,Prn,Prn$,je,C/\,PRON,je,10,,
404,42,10,estoie,estoie,42,Vfin,Vfin,être,/V\.'C/V\./(e)\,VERB,être,10,,
405,42,11,pris,pris,42,Vpp,Vpp,prendre,C/V\,VERB,prendre,10,,
406,42,12,.,.,42,Pnc,Pnc,,,PUNCT,.,9,,
407,43,1,je,je,43,Prn,Prn$,je,C/(e)\,PRON,je,10,,
408,43,2,seroie,seroie,43,Vfin,Vfin,être,C/V\.'C/V\./(e)\,VERB,être,10,,
409,43,3,par,par,43,Pre,Pre,par,C/V\,ADP,par,10,,
410,43,4,yaulz,yaulz,43,Prn,Prn,eux,/V\,PRON,eux,10,,
411,43,5,en,en,43,Pre,Pre,en,/V\,ADP,en,10,,
412,43,6,le,le,43,Det,Det,le,C/(e)\,DET,le,10,,
413,43,7,prison,prison,43,N,N,,C/V\.'C/V\,NOUN,prison,8,,
414,43,8,pouris,pouris,43,Vpp,Vpp,,C/V\.'C/V\,VERB,pourrir,9,,
415,43,9,.,.,43,Pnc,Pnc,,,PUNCT,.,9,,
416,43,10,»,»,43,Pnc,Pnc,,,PUNCT,»,9,,
417,44,1,adont,adont,44,Adv,Adv,adonc,/V\.'C/V\,ADV,adonc,10,,
418,44,2,s',s',44,Prn,Prn$$,se,C/\,PRON,se,10,,
419,44,3,en,en,44,Prn,Prn$$,en2,/V\,PRON,en,10,,
420,44,4,est,est,44,Vfin,Vfin,être,/V\,VERB,être,10,,
421,44,5,ly,ly,44,Det,Det,le,C/V\,DET,le,10,,
422,44,6,enfëz,enfëz,44,N,N,,'/V\.C/e\,NOUN,enfant,0,,
423,44,7,priveement,priveement,44,Adv,Adv,,C/V\.C/V\.C/e\.'C/V\,ADV,privément,9,,
424,44,8,partis,partis,44,Vpp,Vpp,partir,C/V\.'C/V\,VERB,partir,10,,
425,45,1,et,et,45,Crd,Crd,et,/V\,CCONJ,et,10,,
426,45,2,laissa,laissa,45,Vfin,Vfin,laisser,C/V\.'C/V\,VERB,laisser,10,,
427,45,3,pour,pour,45,Pre,Pre,pour,C/V\,ADP,pour,10,,
428,45,4,le,le,45,Det,Det,le,C/(e)\,DET,le,10,,
429,45,5,rente,rente,45,N,N,,'C/V\.C/(e)\,NOUN,rente,8,,
430,45,6,le,le,45,Det,Det,le,C/(e)\,DET,le,10,,
431,45,7,terre,terre,45,N,N,,'C/V\.C/(e)\,NOUN,terre,8,,
432,45,8,et,et,45,Crd,Crd,et,/V\,CCONJ,et,10,,
433,45,9,lëz,lëz,45,Det,Det,le,C/e\,DET,le,10,,
434,45,10,courtis,courtis,45,N,N,,C/V\.'C/V\,PROPN|NOUN,courtil,8,,
435,45,11,.,.,45,Pnc,Pnc,,,PUNCT,.,9,,
436,46,1,vers,vers,46,Pre,Pre,vers2,C/V\,ADP,vers,10,,
437,46,2,paris,paris,46,N,N,,C/V\.'C/V\,NOUN,Paris,5,,
438,46,3,s',s',46,Prn,Prn$$,se,C/\,PRON,se,10,,
439,46,4,en,en,46,Prn,Prn$$,en2,/V\,PRON,en,10,,
440,46,5,ala,ala,46,Vfin,Vfin,aller,/V\.'C/V\,VERB,aller,10,,
441,46,6,ly,ly,46,Det,Det,le,C/V\,DET,le,10,,
442,46,7,enfëz,enfëz,46,N,N,,'/V\.C/e\,NOUN,enfant,0,,
443,46,8,signouris,signouris,46,Adj,Adj,,C/V\.C/V\.'C/V\,ADJ,seigneuri,9,,
444,46,9,;,;,46,Pnc,Pnc,,,PUNCT,;,9,,
445,47,1,la,la,47,Adv,Adv,là,C/V\,ADV,là,10,,
446,47,2,ot,ot,47,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
447,47,3,de,de,47,Pre,Pre,de,C/(e)\,ADP,de,10,,
448,47,4,par,par,47,Pre,Pre,par,C/V\,ADP,par,10,,
449,47,5,se,se,47,Det,Det,son4,C/(e)\,DET,son,10,,
450,47,6,mere,mere,47,N,N,,'C/V\.C/(e)\,NOUN,mère,3,,
451,47,7,et,et,47,Crd,Crd,et,/V\,CCONJ,et,10,,
452,47,8,parens,parens,47,N,N,,C/V\.'C/V\,NOUN,parent,8,,
453,47,9,et,et,47,Crd,Crd,et,/V\,CCONJ,et,10,,
454,47,10,amis,amis,47,N,N,,/V\.'C/V\,NOUN,ami,3,,
455,47,11,",",",",47,Pnc,Pnc,,,PUNCT,",",9,,
456,48,1,car,car,48,Crd,Crd,car,C/V\,CCONJ,car,10,,
457,48,2,ly,ly,48,Det,Det,le,C/V\,DET,le,10,,
458,48,3,vraye,vraye,48,Adj,Adj,vrai,'C/V\./(e)\,ADJ,vrai,10,,
459,48,4,cronicque,cronicque,48,N,N,,C/V\.'C/V\.C/(e)\,NOUN,chronique,9,,
460,48,5,ou,ou,48,Qux,Qux,où,/V\,PRON,où,10,,
461,48,6,ly,ly,48,Prn,Prn$$,li,C/V\,PRON,li,10,,
462,48,7,fait,fait,48,N,N,,C/V\,NOUN,fait,8,,
463,48,8,furent,furent,48,Vfin,Vfin,être,'C/V\.C/e\,VERB,être,10,,
464,48,9,mis,mis,48,Vpp,Vpp,mettre,C/V\,VERB,mettre,10,,
465,49,1,qui,qui,49,Qux,Qux,qui,C/V\,PRON,qui,10,,
466,49,2,s',s',49,Prn,Prn$$,se,C/\,PRON,se,10,,
467,49,3,ensievent,ensievent,49,Vfin,Vfin,ensuivre,/V\.'C/V\.C/e\,VERB,ensuivre,10,,
468,49,4,ou,ou,49,Pre+Det,Pre+Det,en.le,/V\,ADP.DET,en.le,10,,
469,49,5,livre,livre,49,N,N,,'C/V\.C/(e)\,NOUN,livre,3,,
470,49,6,que,que,49,Qux,Qux,que,C/(e)\,PRON,que,10,,
471,49,7,j',j',49,Prn,Prn$,je,C/\,PRON,je,10,,
472,49,8,ay,ay,49,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
473,49,9,a,a,49,Pre,Pre,à,/V\,ADP,à,10,,
474,49,10,dire,dire,49,Vinf,Vinf,dire,'C/V\.C/(e)\,VERB,dire,10,,
475,49,11,enpris,enpris,49,Vpp,Vpp,emprendre,/V\.'C/V\,VERB,emprendre,10,,
476,50,1,temoigne,temoigne,50,N,N,,C/V\.'C/V\.C/(e)\,PROPN|NOUN,témoigner,-1,témoigner,DMF → hier Nomen
477,50,2,que,que,50,Sub,Sub,que,C/(e)\,SCONJ,que,10,,
478,50,3,ly,ly,50,Det,Det,le,C/V\,DET,le,10,,
479,50,4,perëz,perëz,50,N,N,,'C/V\.C/e\,PROPN|NOUN,UNKNOWN,-10,père,DMF
480,50,5,huon,huon,50,N,N,,C/V\.'C/V\,NOUN,huon,5,,
481,50,6,que,que,50,Qux,Qux,que,C/(e)\,ADJ|ADV|DET|PRON,que,10,,
482,50,7,je,je,50,Prn,Prn$,je,C/(e)\,PRON,je,10,,
483,50,8,vous,vous,50,Prn,Prn$$,vous,C/V\,PRON,vous,10,,
484,50,9,dis,dis,50,Vfin,Vfin,dire,C/V\,VERB,dire,10,,
485,51,1,fu,fu,51,Vfin,Vfin,être,C/V\,VERB,être,10,,
486,51,2,noblëz,noblëz,51,Adj,Adj,noble,'C/V\.C/e\,ADJ,noble,10,,
487,51,3,chevallier,chevallier,51,N,N,,C/V\.C/V\.'C/V\,NOUN,chevalier,9,,
488,51,4,et,et,51,Crd,Crd,et,/V\,CCONJ,et,10,,
489,51,5,d',d',51,Pre,Pre,de,C/\,ADP,de,10,,
490,51,6,ollenois,ollenois,51,N,N,,/V\.C/e\.'C/V\,NOUN,olonner,-10,orlenois,DMF
491,51,7,nouris,nouris,51,Vpp,Vpp,,C/V\.'C/V\,VERB,nourrir,9,,
492,51,8,.,.,51,Pnc,Pnc,,,PUNCT,.,9,,
493,52,1,sire,sire,52,N,N,,'C/V\.C/(e)\,NOUN,sire,11,,
494,52,2,fu,fu,52,Vfin,Vfin,être,C/V\,VERB,être,10,,
495,52,3,d',d',52,Pre,Pre,de,C/\,ADP,de,10,,
496,52,4,une,une,52,QIs,QIs,un,'/V\.C/(e)\,DET,un,10,,
497,52,5,ville,ville,52,N,N,,'C/V\.C/(e)\,NOUN,ville,3,,
498,52,6,qui,qui,52,Qux,Qux,qui,C/V\,PRON,qui,10,,
499,52,7,ot,ot,52,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
500,52,8,non,non,52,N,N,,C/V\,NOUN,nom,8,,
501,52,9,baugensis,baugensis,52,N,N,,C/V\.C/V\.'C/V\,PROPN|NOUN,UNKNOWN,-10,Baugeois/Baugé-en-Anjou,Baugeois – Wikipedia ; Baugé-en-Anjou – Wikipedia 
502,52,10,;,;,52,Pnc,Pnc,,,PUNCT,;,9,,
503,53,1,sagëz,sagëz,53,Adj,Adj,sage,'C/V\.C/e\,ADJ,sage,10,,
504,53,2,fu,fu,53,Vfin,Vfin,être,C/V\,VERB,être,10,,
505,53,3,et,et,53,Crd,Crd,et,/V\,CCONJ,et,10,,
506,53,4,soutis,soutis,53,Adj,Adj,,C/V\.'C/V\,ADJ,soutif,6,,
507,53,5,et,et,53,Crd,Crd,et,/V\,CCONJ,et,10,,
508,53,6,sy,sy,53,Adv,Adv,si4,C/V\,ADV,si,10,,
509,53,7,estoit,estoit,53,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10,,
510,53,8,toudis,toudis,53,Adv,Adv,toudis,C/V\.'C/V\,ADV,toudis,10,,
511,54,1,a,a,54,Pre,Pre,à,/V\,ADP,à,10,,
512,54,2,paris,paris,54,N,N,,C/V\.'C/V\,NOUN,Paris,5,,
513,54,3,",",",",54,Pnc,Pnc,,,PUNCT,",",9,,
514,54,4,a,a,54,Pre,Pre,à,/V\,ADP,à,10,,
515,54,5,le,le,54,Det,Det,le,C/(e)\,DET,le,10,,
516,54,6,court,court,54,N,N,,C/V\,NOUN,cour,3,,
517,54,7,du,du,54,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,,
518,54,8,fort,fort,54,Adj,Adj,fort,C/V\,ADJ,fort,10,,
519,54,9,rois,rois,54,N,N,,C/V\,NOUN,roi,3,,
520,54,10,loais,loais,54,N,N,,C/V\.C/V\.'C/V\,PROPN|NOUN,UNKNOWN,-10,lais ,DMF
521,54,11,",",",",54,Pnc,Pnc,,,PUNCT,",",9,,
522,55,1,car,car,55,Crd,Crd,car,C/V\,CCONJ,car,10,,
523,55,2,a,a,55,Pre,Pre,à,/V\,ADP,à,10,,
524,55,3,privé,privé,55,Vpp,Vpp,,C/V\.'C/V\,VERB,priver,8,,
525,55,4,consaulz,consaulz,55,N,N,,C/V\.'C/V\,NOUN,conseil,9,,
526,55,5,estoit,estoit,55,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10,,
527,55,6,moult,moult,55,QIs,QIs,moult,C/V\,ADV,moult,10,,
528,55,7,bien,bien,55,Adv,Adv,bien,C/V\,ADV,bien,10,,
529,55,8,oïs,oïs,55,Vpp,Vpp,ouïr,/V\.'C/V\,VERB,ouïr,10,,
530,55,9,.,.,55,Pnc,Pnc,,,PUNCT,.,9,,
531,56,1,or,or,56,Adv,Adv,or2,/V\,ADV,or,10,,
532,56,2,ama,ama,56,Vfin,Vfin,aimer,/V\.'C/V\,VERB,aimer,10,,
533,56,3,par,par,56,Pre,Pre,par,C/V\,ADP,par,10,,
534,56,4,amours,amours,56,N,N,,/V\.'C/V\,NOUN,amour,8,,
535,56,5,ly,ly,56,Det,Det,le,C/V\,DET,le,10,,
536,56,6,chevallier,chevallier,56,N,N,,C/V\.C/V\.'C/V\,NOUN,chevalier,9,,
537,56,7,nouris,nouris,56,Vpp,Vpp,,C/V\.'C/V\,VERB,nourrir,9,,
538,57,1,une,une,57,QIs,QIs,un,'/V\.C/(e)\,DET,un,10,,
539,57,2,gente,gente,57,Adj,Adj,gent2,'C/V\.C/(e)\,ADJ,gent,10,,
540,57,3,pucelle,pucelle,57,N,N,,C/V\.'C/V\.C/(e)\,NOUN,pucelle,8,,
541,57,4,qui,qui,57,Qux,Qux,qui,C/V\,PRON,qui,10,,
542,57,5,ot,ot,57,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
543,57,6,non,non,57,N,N,,C/V\,NOUN,nom,8,,
544,57,7,beatris,beatris,57,N,N,,C/V\.C/V\.'C/V\,PROPN|NOUN,Béatrice,8,,
545,57,8,;,;,57,Pnc,Pnc,,,PUNCT,;,9,,
546,58,1,tant,tant,58,QIs,QIs,tant,C/V\,ADV,tant,10,,
547,58,2,estoit,estoit,58,Vfin,Vfin,être,/V\.'C/V\,VERB,être,10,,
548,58,3,belle,belle,58,Adj,Adj,beau,'C/V\.C/(e)\,ADJ,beau,10,,
549,58,4,et,et,58,Crd,Crd,et,/V\,CCONJ,et,10,,
550,58,5,douce,douce,58,Adj,Adj,doux,'C/V\.C/(e)\,ADJ,doux,10,,
551,58,6,car,car,58,Crd,Crd,car,C/V\,CCONJ,car,10,,
552,58,7,si,si,58,Adv,Adv,si4,C/V\,ADV,si,10,,
553,58,8,en,en,58,Prn,Prn$$,en2,/V\,PRON,en,10,,
554,58,9,fu,fu,58,Vfin,Vfin,être,C/V\,VERB,être,10,,
555,58,10,sourpris,sourpris,58,Vpp,Vpp,surprendre,C/V\.'C/V\,VERB,surprendre,10,,
556,59,1,ly,ly,59,Det,Det,le,C/V\,DET,le,10,,
557,59,2,noblëz,noblëz,59,Adj,Adj,noble,'C/V\.C/e\,ADJ,noble,10,,
558,59,3,chevallier,chevallier,59,N,N,,C/V\.C/V\.'C/V\,NOUN,chevalier,9,,
559,59,4,qui,qui,59,Qux,Qux,qui,C/V\,PRON,qui,10,,
560,59,5,sen,sen,59,Det,Det,son4,C/V\,DET,son,10,,
561,59,6,cuer,cuer,59,N,N,,C/V\,NOUN,coeur,3,,
562,59,7,y,y,59,Prn,Prn$$,y2,/V\,PRON,y,10,,
563,59,8,ot,ot,59,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
564,59,9,mis,mis,59,Vpp,Vpp,mettre,C/V\,VERB,mettre,10,,
565,60,1,qu',qu',60,Sub,Sub,que,C/\,SCONJ,que,10,,
566,60,2,i,i,60,Prn,Prn$,il,/V\,PRON,il,10,,
567,60,3,le,le,60,Prn,Prn$$,le,C/(e)\,PRON,le,10,,
568,60,4,fist,fist,60,Vfin,Vfin,faire,C/V\,VERB,faire,10,,
569,60,5,demander,demander,60,Vinf,Vinf,demander,C/V\.C/V\.'C/V\,VERB,demander,10,,
570,60,6,adont,adont,60,Adv,Adv,adonc,/V\.'C/V\,ADV,adonc,10,,
571,60,7,par,par,60,Pre,Pre,par,C/V\,ADP,par,10,,
572,60,8,cez,cez,60,Dem,Dem,cist,C/V\,DET,cist,10,,
573,60,9,amis,amis,60,N,N,,/V\.'C/V\,NOUN,ami,3,,
574,61,1,au,au,61,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10,,
575,61,2,pere,pere,61,N,N,,'C/V\.C/(e)\,NOUN,père,3,,
576,61,3,le,le,61,Det,Det,le,C/(e)\,DET,le,10,,
577,61,4,pucelle,pucelle,61,N,N,,C/V\.'C/V\.C/(e)\,NOUN,pucelle,8,,
578,61,5,qui,qui,61,Qux,Qux,qui,C/V\,PRON,qui,10,,
579,61,6,d',d',61,Pre,Pre,de,C/\,ADP,de,10,,
580,61,7,avoir,avoir,61,Vinf,Vinf,avoir,/V\.'C/V\,VERB,avoir,10,,
581,61,8,fu,fu,61,Vfin,Vfin,être,C/V\,VERB,être,10,,
582,61,9,garnis,garnis,61,Vpp,Vpp,,C/V\.'C/V\,VERB,garnir,8,,
583,61,10,:,:,61,Pnc,Pnc,,,PUNCT,:,9,,
584,62,1,bouchiers,bouchiers,62,N,N,,C/V\.'C/V\,NOUN,boucher,9,,
585,62,2,fu,fu,62,Vfin,Vfin,être,C/V\,VERB,être,10,,
586,62,3,ly,ly,62,Det,Det,le,C/V\,DET,le,10,,
587,62,4,plus,plus,62,Adv,Adv,plus,C/V\,ADV,plus,10,,
588,62,5,riche,riche,62,Adj,Adj,riche,'C/V\.C/(e)\,ADJ,riche,10,,
589,62,6,de,de,62,Pre,Pre,de,C/(e)\,ADP,de,10,,
590,62,7,trestout,trestout,62,QIs,QIs,trèstout,C/V\.'C/V\,DET,trèstout,10,,
591,62,8,le,le,62,Det,Det,le,C/(e)\,DET,le,10,,
592,62,9,païs,païs,62,N,N,,C/V\.'C/V\,NOUN,pays,8,,
593,62,10,.,.,62,Pnc,Pnc,,,PUNCT,.,9,,
594,63,1,la,la,63,Adv,Adv,là,C/V\,ADV,là,10,,
595,63,2,fu,fu,63,Vfin,Vfin,être,C/V\,VERB,être,10,,
596,63,3,ly,ly,63,Det,Det,le,C/V\,DET,le,10,,
597,63,4,mariagëz,mariagëz,63,N,N,,C/V\.C/V\.'C/V\.C/e\,NOUN,mariage,0,,
598,63,5,ordonnez,ordonnez,63,Vpp,Vpp,,/V\.C/V\.'C/V\,VERB,ordonner,9,,
599,63,6,et,et,63,Crd,Crd,et,/V\,CCONJ,et,10,,
600,63,7,bastis,bastis,63,Vpp,Vpp,,C/V\.'C/V\,VERB,bâtir,8,,
601,63,8,.,.,63,Pnc,Pnc,,,PUNCT,.,9,,
602,64,1,d',d',64,Pre,Pre,de,C/\,ADP,de,10,,
603,64,2,yaus,yaus,64,Prn,Prn,le,/V\,PRON,le,10,,
604,64,3,deuz,deuz,64,QIs,QIs,deux,C/V\,NUM,deux,10,,
605,64,4,issy,issy,64,Vfin,Vfin,issir,/V\.'C/V\,VERB,issir,10,,
606,64,5,huon,huon,64,N,N,,C/V\.'C/V\,PROPN|NOUN,huon|Huon,-1,heut ?,DMF
607,64,6,capez,capez,64,N,N,,C/V\.'C/V\,NOUN,cape,6,,
608,64,7,qui,qui,64,Qux,Qux,qui,C/V\,PRON,qui,10,,
609,64,8,fu,fu,64,Vfin,Vfin,être,C/V\,VERB,être,10,,
610,64,9,leur,leur,64,Det,Det,leur2,C/V\,DET,leur,10,,
611,64,10,fis,fis,64,N,N,,C/V\,NOUN,fils,3,,
612,65,1,qui,qui,65,Qux,Qux,qui,C/V\,PRON,qui,10,,
613,65,2,fu,fu,65,Vfin,Vfin,être,C/V\,VERB,être,10,,
614,65,3,en,en,65,Pre,Pre,en,/V\,ADP,en,10,,
615,65,4,se,se,65,Det,Det,son4,C/(e)\,DET,son,10,,
616,65,5,jonesse,jonesse,65,N,N,,C/V\.'C/V\.C/(e)\,NOUN,jeunesse,9,,
617,65,6,de,de,65,Pre,Pre,de,C/(e)\,ADP,de,10,,
618,65,7,fortune,fortune,65,N,N,,C/V\.'C/V\.C/(e)\,NOUN,fortune,8,,
619,65,8,jus,jus,65,Adv,Adv,jus,C/V\,ADV,jus,10,,
620,65,9,mis,mis,65,Vpp,Vpp,mettre,C/V\,VERB,mettre,10,,
621,66,1,car,car,66,Crd,Crd,car,C/V\,CCONJ,car,10,,
622,66,2,il,il,66,Prn,Prn$,il,/V\,PRON,il,10,,
623,66,3,fu,fu,66,Vfin,Vfin,être,C/V\,VERB,être,10,,
624,66,4,en,en,66,Pre,Pre,en,/V\,ADP,en,10,,
625,66,5,enfanche,enfanche,66,N,N,,/V\.'C/V\.C/(e)\,NOUN,enfance,9,,
626,66,6,desguisez,desguisez,66,Vpp,Vpp,,C/V\.C/V\.'C/V\,VERB,déguiser,9,,
627,66,7,et,et,66,Crd,Crd,et,/V\,CCONJ,et,10,,
628,66,8,hastis,hastis,66,Adj,Adj,,C/V\.'C/V\,ADJ,hâtif,9,,
629,67,1,et,et,67,Crd,Crd,et,/V\,CCONJ,et,10,,
630,67,2,fist,fist,67,Vfin,Vfin,faire,C/V\,VERB,faire,10,,
631,67,3,moult,moult,67,QIs,QIs,moult,C/V\,ADV,moult,10,,
632,67,4,de,de,67,Pre,Pre,de,C/(e)\,ADP,de,10,,
633,67,5,mervellëz,mervellëz,67,N,N,,C/V\.'C/V\.C/e\,NOUN,merveiller,0,,
634,67,6,dont,dont,67,Qux,Qux,dont,C/V\,PRON,dont,10,,
635,67,7,il,il,67,Prn,Prn$,il,/V\,PRON,il,10,,
636,67,8,fu,fu,67,Vfin,Vfin,être,C/V\,VERB,être,10,,
637,67,9,moult,moult,67,QIs,QIs,moult,C/V\,ADV,moult,10,,
638,67,10,hais,hais,67,Vpp,Vpp,haïr,C/V\.'C/V\,VERB,haïr,10,,
639,67,11,.,.,67,Pnc,Pnc,,,PUNCT,.,9,,
640,68,1,mais,mais,68,Crd,Crd,mais,C/V\,CCONJ,mais,10,,
