wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score,Vorschlag_IR,Erklärung_IR
973,146,6,sceit,sceit,146,Vfin,Vfin,savoir,C/V\,VERB,savoir,10,,
974,146,7,aidier,aidier,146,Vfin,Vfin,aider,/V\.C/<V>\.'/V\,VERB,aider,10,,
975,146,8,.,.,146,Pnc,Pnc,,,PUNCT,.,9,,
976,147,1,Qui,qui,147,Qux,Qux,qui,C/V\,PRON,qui,10,,
977,147,2,la,la,147,Det,Det,le,C/V\,DET,le,10,,
978,147,3,chose,chose,147,N,N,,'C/V\.C/(e)\,NOUN,chose,8,,
979,147,4,blasme,blasme,147,Vfin,Vfin,,'C/V\.C/(e)\,VERB,blâmer,3,,
980,147,5,ne,ne,147,Crd,Crd,ne2,C/(e)\,CCONJ,ne,10,,
981,147,6,prise,prise,147,Vfin,Vfin,priser,'C/V\.C/(e)\,VERB,priser,10,,
982,148,1,Ancois,ancois,148,Adv,Adv,ainçois,/V\.'C/V\,ADV,ainçois,10,,
983,148,2,q',q',148,Sub,Sub,que,C/\,SCONJ,que,10,,
984,148,3,il,il,148,Prn,Prn$,il,/V\,PRON,il,10,,
985,148,4,en,en,148,Prn,Prn$$,en2,/V\,PRON,en,10,,
986,148,5,ait,ait,148,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
987,148,6,rien,rien,148,N,N,rien,C/V\,PROPN|NOUN,rien,10,,
988,148,7,aprise,aprise,148,Vpp,Vpp,apprendre,/V\.'C/V\.C/(e)\,VERB,apprendre,10,,
989,148,8,",",",",148,Pnc,Pnc,,,PUNCT,",",9,,
990,149,1,Nuns,nuns,149,QIs,QIs,nul,C/V\,ADJ|ADV|DET|NUM|PRON,nul,10,,
991,149,2,ne,ne,149,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,,
992,149,3,l',l',149,Prn,Prn$$,le,C/\,PRON,le,10,,
993,149,4,en,en,149,Prn,Prn$$,en2,/V\,PRON,en,10,,
994,149,5,doit,doit,149,Vfin,Vfin,devoir2,C/V\,VERB,devoir,10,,
995,149,6,croire,croire,149,Vinf,Vinf,croire,'C/V\.C/(e)\,VERB,croire,10,,
996,149,7,de,de,149,Pre,Pre,de,C/(e)\,ADP,de,10,,
997,149,8,rien,rien,149,N,N,rien,C/V\,PROPN|NOUN,rien,10,,
998,149,9,",",",",149,Pnc,Pnc,,,PUNCT,",",9,,
