wd_id,line_id,linewd,word,lex_id,textlineid,pos_nca,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score,Vorschlag_IR,Erklärung_IR
686,113,2,gloz,gloz,113,NOM:suj:masc:sg,N,N,,C/V\,NOUN,glout,9,,
687,113,3,n,n,113,PRO:clit,Neg,Neg$$,ne,C/\,ADV,ne,10,,
688,113,4,i,i,113,PRO:clit,Prn,Prn$$,y2,/V\,PRON,y,10,,
689,113,5,ai,ai,113,VER:pres:3:sg,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
690,113,6,plus,plus,113,ADV,Adv,Adv,plus,C/V\,ADV,plus,10,,
691,113,7,demorey,demorey,113,VER:pper:masc:sg,Vpp,Vpp,demeurer,C/V\.C/V\.'C/V\,VERB,demeurer,10,,
692,114,1,prent,prent,114,VER:pres:3:sg,Vfin,Vfin,prendre,C/V\,VERB,prendre,10,,
693,114,2,l',l',114,DET:def:obj:masc:sg,Det,Det,le,C/\,DET,le,10,,
694,114,3,aigneal,aigneal,114,NOM:obj:masc:sg,N,N,,/V\.'C/V\,NOUN,agneau,0,,
695,114,4,si,si,114,PROCON,Adv,Adv,si4,C/V\,ADV,si,10,,
696,114,5,l',l',114,PRO:pers:obj:3:masc:sg:unb,Prn,Prn$$,le,C/\,PRON,le,10,,
697,114,6,ai,ai,114,VER:pres:3:sg,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
698,114,7,devorey,devorey,114,VER:pper:masc:sg,Vpp,Vpp,,C/V\.C/V\.'C/V\,VERB,dévorer,0,,
699,115,1,si,si,115,PROCON,Adv,Adv,si4,C/V\,ADV,si,10,,
700,115,2,con,con,115,CON:subord,Sub,Sub,comme,C/V\,SCONJ,comme,10,,
701,115,3,li,li,115,DET:def:suj:masc:sg,Det,Det,le,C/V\,DET,le,10,,
702,115,4,lous,lous,115,NOM:suj:masc:sg,N,N,,C/V\,NOUN,loup,3,,
703,115,5,ploins,ploins,115,ADJ:suj:masc:sg,Adj,Adj,plein,C/V\,ADJ,plein,10,,
704,115,6,de,de,115,PRE,Pre,Pre,de,C/(e)\,ADP,de,10,,
705,115,7,malice,malice,115,NOM:obj:femi:sg,N,N,,C/V\.'C/V\.C/(e)\,NOUN,malice,8,,
706,116,1,occist,occist,116,VER:simp:3:sg,Vfin,Vfin,occire,/V\.'C/V\,VERB,occire,10,,
707,116,2,l',l',116,DET:def:obj:masc:sg,Det,Det,le,C/\,DET,le,10,,
708,116,3,aigneal,aigneal,116,NOM:obj:masc:sg,N,N,,/V\.'C/V\,NOUN,agneau,0,,
709,116,4,simple,simple,116,ADJ:obj:masc:sg,Adj,Adj,,'C/V\.C/(e)\,ADJ,simple,9,,
710,116,5,senz,senz,116,PRE,Pre,Pre,sans,C/V\,ADP,sans,10,,
711,116,6,vice,vice,116,NOM:obj:masc:sg,N,N,,'C/V\.C/(e)\,NOUN,vice,8,,
712,117,1,autresi,autresi,117,ADV,Adv,Adv,autresi,/V\.C/e\.'C/V\,ADV,autresi,10,,
713,117,2,a,a,117,PRE,Pre,Pre,à,/V\,ADP,à,10,,
714,117,3,cel,cel,117,DET:demo:obj:masc:sg,Dem,Dem,cil,C/V\,DET,cil,10,,
715,117,4,examplaire,examplaire,117,NOM:obj:masc:sg,N,N,,/V\.C/V\.'C/V\.C/(e)\,NOUN,exemplaire,8,,
716,118,1,soillent,soillent,118,VER:pres:3:pl,Vfin,Vfin,souloir,'C/V\.C/e\,VERB,souloir,10,,
717,118,2,es,es,118,PREDET:a:obj:masc:pl,Pre+Det,Pre+Det,en.le,/V\,ADP.DET,en.le,10,,
718,118,3,bons,bons,118,ADJ:obj:masc:pl,Adj,Adj,bon,C/V\,ADJ,bon,10,,
719,118,4,li,li,118,DET:def:suj:masc:pl,Det,Det,le,C/V\,DET,le,10,,
720,118,5,mavais,mavais,118,ADJ:suj:masc:pl,Adj,Adj,,C/V\.'C/V\,ADJ,mauvais,8,,
721,118,6,faire,faire,118,VER:infi,Vinf,Vinf,faire,'C/V\.C/(e)\,VERB,faire,10,,
722,119,1,il,il,119,PRO:pers:suj:3:masc:pl,Prn,Prn$,il,/V\,PRON,il,10,,
723,119,2,s,s,119,PROCON,Prn,Prn$$,se,C/\,PRON,se,10,,
724,119,3,estuidient,estuidient,119,VER:pres:3:pl,Vfin,Vfin,,/V\.C/V\.'C/V\./e\,VERB,étudier,0,,
725,119,4,de,de,119,PRE,Pre,Pre,de,C/(e)\,ADP,de,10,,
726,119,5,trover,trover,119,VER:infi,Vinf,Vinf,trouver,C/V\.'C/V\,VERB,trouver,10,,
727,120,1,achoison,achoison,120,NOM:obj:femi:sg,N,N,,/V\.C/V\.'C/V\,NOUN,ochaison,3,,
728,120,2,por,por,120,PRE,Pre,Pre,pour,C/V\,ADP,pour,10,,
729,120,3,les,les,120,DET:def:obj:masc:pl,Det,Det,le,C/V\,DET,le,10,,
730,120,4,bons,bons,120,ADJ:obj:masc:pl,Adj,Adj,bon,C/V\,ADJ,bon,10,,
731,120,5,grever,grever,120,VER:infi,Vinf,Vinf,grever,C/V\.'C/V\,VERB,grever,10,,
732,121,1,per,per,121,PRE,Pre,Pre,par,C/V\,ADP,par,10,,
733,121,2,fausetey,fausetey,121,NOM:obj:femi:sg,N,N,,C/V\.C/e\.'C/V\,NOUN,fausseté,0,,
734,121,3,per,per,121,PRE,Pre,Pre,par,C/V\,ADP,par,10,,
735,121,4,felonie,felonie,121,NOM:obj:femi:sg,N,N,,C/V\.C/V\.'C/V\./(e)\,NOUN,félonie,8,,
736,122,1,ont,ont,122,VER:pres:3:pl,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
737,122,2,cilz,cilz,122,DET:demo:suj:masc:pl,Dem,Dem,cil,C/V\,DET,cil,10,,
738,122,3,lous,lous,122,NOM:suj:masc:pl,N,N,,C/V\,NOUN,loup,3,,
739,122,4,pertout,pertout,122,ADV,Adv,Adv,partout,C/V\.'C/V\,ADV,partout,10,,
740,122,5,signorie,signorie,122,NOM:obj:femi:sg,N,N,,C/V\.C/V\.'C/V\./(e)\,NOUN,seigneurie,8,,
741,123,1,au,au,123,PREDET:a:obj:masc:sg,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10,,
742,123,2,dessoz,dessoz,123,ADV,PrA,PrA,dessous,C/V\.'C/V\,ADP|ADV,dessous,10,,
743,123,3,est,est,123,VER:pres:3:sg,Vfin,Vfin,être,/V\,VERB,être,10,,
744,123,4,en,en,123,PRO:clit,Prn,Prn$$,en2,/V\,PRON,en,10,,
745,123,5,toute,toute,123,DET:ind:obj:femi:sg,QIs,QIs,tout,'C/V\.C/(e)\,DET,tout,10,,
746,123,6,place,place,123,NOM:obj:femi:sg,N,N,,'C/V\.C/(e)\,NOUN,place,8,,
747,124,1,mise,mise,124,VER:pper:femi:sg,Vpp,Vpp,mettre,'C/V\.C/(e)\,VERB,mettre,10,,
748,124,2,vertuz,vertuz,124,NOM:suj:femi:sg,N,N,,C/V\.'C/V\,NOUN,vertu,8,,
749,124,3,droiz,droiz,124,NOM:suj:masc:sg,N,N,droit,C/V\,PROPN|NOUN,droit,10,,
750,124,4,et,et,124,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10,,
751,124,5,simplace,simplace,124,NOM:suj:femi:sg,N,N,,C/V\.'C/V\.C/(e)\,PROPN|NOUN,UNKNOWN,-10,simplesse,DMF
752,125,1,li,li,125,DET:def:suj:masc:sg,Det,Det,le,C/V\,DET,le,10,,
753,125,2,plus,plus,125,ADV,Adv,Adv,plus,C/V\,ADV,plus,10,,
754,125,3,fort,fort,125,ADJ:suj:masc:sg,Adj,Adj,fort,C/V\,ADJ,fort,10,,
755,125,4,lo,lo,125,DET:def:obj:masc:sg,Det,Det,le,C/(e)\,DET,le,10,,
756,125,5,plus,plus,125,ADV,Adv,Adv,plus,C/V\,ADV,plus,10,,
757,125,6,foible,foible,125,ADJ:obj:masc:sg,Adj,Adj,,'C/V\.C/(e)\,ADJ,faible,9,,
758,125,7,esquaiche,esquaiche,125,VER:pres:3:sg,Vfin,Vfin,,/V\.'C/V\.C/(e)\,VERB,escacher,8,,
759,126,1,povres,povres,126,ADJ:suj:masc:sg,Adj,Adj,pauvre,'C/V\.C/e\,ADJ,pauvre,10,,
760,126,2,hons,hons,126,NOM:suj:masc:sg,N,N,,/V\,NOUN,homme,8,,
761,126,3,est,est,126,VER:pres:3:sg,Vfin,Vfin,être,/V\,VERB,être,10,,
762,126,4,mort,mort,126,VER:pper:masc:sg,Vpp,Vpp,mourir,C/V\,VERB,mourir,10,,
763,126,5,qui,qui,126,PROCON,Qux,Qux,qui,C/V\,PRON,qui,10,,
764,126,6,ai,ai,126,VER:pres:3:sg,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
765,126,7,vaiche,vaiche,126,NOM:obj:femi:sg,N,N,,'C/V\.C/(e)\,NOUN,vache,9,,
766,127,1,il,il,127,PRO:pers:suj:3:masc:sg:unb,Prn,Prn$,il,/V\,PRON,il,10,,
767,127,2,covient,covient,127,VER:pres:3:sg,Vfin,Vfin,convenir,C/V\.'C/V\,VERB,convenir,10,,
768,127,3,que,que,127,PROCON,Sub,Sub,que,C/(e)\,SCONJ,que,10,,
769,127,4,voincu,voincu,127,VER:pper:masc:sg,Vpp,Vpp,vaincre,C/V\.'C/V\,VERB,vaincre,10,,
770,127,5,se,se,127,PROCON,Prn,Prn$$,se,C/(e)\,PRON,se,10,,
771,127,6,rende,rende,127,VER:subp:3:sg,Vfin,Vfin,rendre,'C/V\.C/(e)\,VERB,rendre,10,,
772,128,1,qui,qui,128,PROCON,Qux,Qux,qui,C/V\,PRON,qui,10,,
773,128,2,ne,ne,128,PRO:clit,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,,
774,128,3,trueve,trueve,128,VER:pres:3:sg,Vfin,Vfin,trouver,'C/V\.C/(e)\,VERB,trouver,10,,
775,128,4,qui,qui,128,PROCON,Qux,Qux,qui,C/V\,PRON,qui,10,,
776,128,5,lo,lo,128,PRO:pers:obj:3:masc:sg:unb,Prn,Prn$$,le,C/(e)\,PRON,le,10,,
777,128,6,deffende,deffende,128,VER:subp:3:sg,Vfin,Vfin,défendre,C/V\.'C/V\.C/(e)\,VERB,défendre,10,,
778,129,1,apertemant,apertemant,129,ADV,Adv,Adv,,/V\.C/V\.C/e\.'C/V\,ADV,apertement,9,,
779,129,2,puis,puis,129,VER:pres:1:sg,Vfin,Vfin,pouvoir2,C/V\,VERB,pouvoir,10,,
780,129,3,donc,donc,129,ADV,Adv,Adv,donc,C/V\,ADV,donc,10,,
781,129,4,conclure,conclure,129,VER:infi,Vinf,Vinf,conclure,C/V\.'C/V\.C/(e)\,VERB,conclure,10,,
782,130,1,ou,ou,130,PROCON,Qux,Qux,où,/V\,PRON,où,10,,
783,130,2,lous,lous,130,NOM:suj:masc:sg,N,N,,C/V\,NOUN,loup,3,,
784,130,3,raigne,raigne,130,VER:pres:3:sg,Vfin,Vfin,,'C/V\.C/(e)\,VERB,reille|règne,-1,regner,règne (DMF)
785,130,4,morte,morte,130,VER:pper:femi:sg,Vpp,Vpp,mourir,'C/V\.C/(e)\,VERB,mourir,10,,
786,130,5,est,est,130,VER:pres:3:sg,Vfin,Vfin,être,/V\,VERB,être,10,,
787,130,6,droiture,droiture,130,NOM:suj:femi:sg,N,N,,C/V\.'C/V\.C/(e)\,NOUN,droiture,8,,
788,131,1,onques,onques,131,ADV,Adv,Adv,onques,'/V\.C/e\,ADV,onques,10,,
789,131,2,vertuz,vertuz,131,NOM:suj:femi:sg,N,N,,C/V\.'C/V\,NOUN,vertu,8,,
790,131,3,ne,ne,131,PRO:clit,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,,
791,131,4,fut,fut,131,VER:simp:3:sg,Vfin,Vfin,être,C/V\,VERB,être,10,,
792,131,5,segure,segure,131,ADJ:suj:femi:sg,Adj,Adj,sûr,C/V\.'C/V\.C/(e)\,ADJ,sûr,10,,
793,132,1,avuec,avuec,132,PRE,PrA,PrA,avec,/V\.'C/V\,ADP,avec,10,,
794,132,2,gens,gens,132,NOM:obj:femi:pl,N,N,,C/V\,NOUN,gent,11,,
795,132,3,qui,qui,132,PROCON,Qux,Qux,qui,C/V\,PRON,qui,10,,
796,132,4,de,de,132,PRE,Pre,Pre,de,C/(e)\,ADP,de,10,,
797,132,5,deu,deu,132,NOM:obj:masc:sg,N,N,,C/V\,PROPN,Dieu,3,,
798,132,6,n,n,132,PRO:clit,Neg,Neg$$,ne,C/\,ADV,ne,10,,
799,132,7,on,on,132,VER:pres:3:pl,Prn,Prn,on,/V\,PRON,on,10,,
800,132,8,cure,cure,132,NOM:obj:femi:sg,N,N,,'C/V\.C/(e)\,NOUN,cure,3,,
801,133,1,la,la,133,DET:def:suj:femi:sg,Det,Det,le,C/V\,DET,le,10,,
802,133,2,rate,rate,133,NOM:suj:femi:sg,N,N,,'C/V\.C/(e)\,NOUN,rate,9,,
803,133,3,s,s,133,PROCON,Prn,Prn$$,se,C/\,PRON,se,10,,
804,133,4,an,an,133,PRO:clit,Prn,Prn$$,en2,/V\,PRON,en,10,,
805,133,5,vai,vai,133,VER:pres:3:sg,Vfin,Vfin,aller,C/V\,VERB,aller,10,,
806,133,6,per,per,133,PRE,Pre,Pre,par,C/V\,ADP,par,10,,
807,133,7,la,la,133,DET:def:obj:femi:sg,Det,Det,le,C/V\,DET,le,10,,
808,133,8,terre,terre,133,NOM:obj:femi:sg,N,N,,'C/V\.C/(e)\,NOUN,terre,8,,
809,134,1,por,por,134,PRE,Pre,Pre,pour,C/V\,ADP,pour,10,,
810,134,2,sa,sa,134,DET:poss:obj:femi:sg,Det,Det,son4,C/V\,DET,son,10,,
811,134,3,povre,povre,134,ADJ:obj:femi:sg,Adj,Adj,pauvre,'C/V\.C/(e)\,ADJ,pauvre,10,,
812,134,4,chevance,chevance,134,NOM:obj:femi:sg,N,N,,C/V\.'C/V\.C/(e)\,NOUN,chevance,9,,
813,134,5,querre,querre,134,VER:infi,Vinf,Vinf,quérir,'C/V\.C/(e)\,VERB,quérir,10,,
814,135,1,mais,mais,135,CON:coord,Crd,Crd,mais,C/V\,CCONJ,mais,10,,
815,135,2,quant,quant,135,ADV,Sub,Sub,quand,C/V\,SCONJ,quand,10,,
816,135,3,vient,vient,135,VER:pres:3:sg,Vfin,Vfin,venir,C/V\,VERB,venir,10,,
817,135,4,au,au,135,PREDET:a:obj:masc:sg,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10,,
818,135,5,torner,torner,135,VER:infi,Vinf,Vinf,tourner,C/V\.'C/V\,VERB,tourner,10,,
819,135,6,erriere,erriere,135,ADV,PrA,PrA,arrière,/V\.'C/V\.C/(e)\,ADV,arrière,10,,
820,136,1,ne,ne,136,PRO:clit,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,,
821,136,2,puet,puet,136,VER:pres:3:sg,Vfin,Vfin,pouvoir2,C/V\,VERB,pouvoir,10,,
822,136,3,pesser,pesser,136,VER:infi,Vinf,Vinf,,C/V\.'C/V\,VERB,pesser,-10,passer,DMF
823,136,4,en,en,136,PRE,Pre,Pre,en,/V\,ADP,en,10,,
824,136,5,sa,sa,136,DET:poss:obj:femi:sg,Det,Det,son4,C/V\,DET,son,10,,
825,136,6,doiere,doiere,136,NOM:obj:femi:sg,N,N,,C/V\.'C/V\.C/(e)\,NOUN,duière,6,,
826,137,1,l',l',137,DET:def:suj:femi:sg,Det,Det,le,C/\,DET,le,10,,
827,137,2,aigue,aigue,137,NOM:suj:femi:sg,N,N,,'/V\.C/(e)\,NOUN,aigue,8,,
828,137,3,li,li,137,PRO:pers:suj:3:masc:sg:bet,Prn,Prn$$,li,C/V\,PRON,li,10,,
829,137,4,ot,ot,137,VER:simp:3:sg,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
830,137,5,la,la,137,DET:def:obj:femi:sg,Det,Det,le,C/V\,DET,le,10,,
831,137,6,voie,voie,137,NOM:obj:femi:sg,N,N,,'C/V\./(e)\,NOUN,voie,8,,
832,137,7,close,close,137,VER:pper:femi:sg,Vpp,Vpp,clore,'C/V\.C/(e)\,VERB,clore,10,,
833,138,1,mout,mout,138,ADV,QIs,QIs,moult,C/V\,ADV,moult,10,,
834,138,2,s,s,138,PROCON,Prn,Prn$$,se,C/\,PRON,se,10,,
835,138,3,esbaist,esbaist,138,VER:pres:3:sg,Vfin,Vfin,,/V\.C/V\.'C/V\,VERB,ébahir,0,,
836,138,4,de,de,138,PRE,Pre,Pre,de,C/(e)\,ADP,de,10,,
837,138,5,ceste,ceste,138,DET:demo:obj:femi:sg,Dem,Dem,cist,'C/V\.C/(e)\,DET,cist,10,,
838,138,6,chose,chose,138,NOM:obj:femi:sg,N,N,,'C/V\.C/(e)\,NOUN,chose,8,,
839,139,1,la,la,139,DET:def:suj:femi:sg,Det,Det,le,C/V\,DET,le,10,,
840,139,2,rainne,rainne,139,NOM:suj:femi:sg,N,N,,'C/V\.C/(e)\,NOUN,raine,9,,
841,139,3,plainne,plainne,139,ADJ:suj:femi:sg,Adj,Adj,plein,'C/V\.C/(e)\,ADJ,plein,10,,
842,139,4,de,de,139,PRE,Pre,Pre,de,C/(e)\,ADP,de,10,,
843,139,5,parole,parole,139,NOM:obj:femi:sg,N,N,,C/V\.'C/V\.C/(e)\,NOUN,parole,8,,
844,140,1,li,li,140,PRO:pers:suj:3:masc:sg:bet,Prn,Prn$$,li,C/V\,PRON,li,10,,
845,140,2,vient,vient,140,VER:pres:3:sg,Vfin,Vfin,venir,C/V\,VERB,venir,10,,
846,140,3,au,au,140,PREDET:a:obj:masc:sg,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10,,
847,140,4,devant,devant,140,PRE,PrA,PrA,devant,C/V\.'C/V\,ADV,devant,10,,
848,140,5,si,si,140,PROCON,Adv,Adv,si4,C/V\,ADV,si,10,,
849,140,6,l',l',140,PRO:pers:obj:3:masc:sg:unb,Prn,Prn$$,le,C/\,PRON,le,10,,
850,140,7,acole,acole,140,VER:pres:3:sg,Vfin,Vfin,,/V\.'C/V\.C/(e)\,VERB,accoler,9,,
851,141,1,et,et,141,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10,,
852,141,2,li,li,141,PRO:pers:suj:3:masc:sg:bet,Prn,Prn$$,li,C/V\,PRON,li,10,,
853,141,3,dit,dit,141,VER:pres:3:sg,Vfin,Vfin,dire,C/V\,VERB,dire,10,,
854,141,4,"""","""",141,PON:cit,Pnc,Pnc,,,PUNCT,"""",9,,
855,141,5,mout,mout,141,ADV,QIs,QIs,moult,C/V\,ADV,moult,10,,
856,141,6,estes,estes,141,VER:pres:2:pl,Vfin,Vfin,être,'/V\.C/e\,VERB,être,10,,
857,141,7,lessee,lessee,141,VER:pper:femi:sg,Vpp,Vpp,laisser,C/V\.'C/V\./(e)\,VERB,laisser,10,,
858,142,1,bele,bele,142,ADJ:suj:femi:sg,Adj,Adj,beau,'C/V\.C/(e)\,ADJ,beau,10,,
859,142,2,suer,suer,142,NOM:suj:femi:sg,N,N,,C/V\,NOUN,soeur,8,,
860,142,3,soiez,soiez,142,VER:impe:2:pl,Vfin,Vfin,être,C/V\.'C/V\,VERB,être,10,,
861,142,4,confortee,confortee,142,VER:pper:femi:sg,Vpp,Vpp,,C/V\.C/V\.'C/V\./(e)\,VERB,conforter,9,,
862,143,1,je,je,143,PRO:pers:suj:1:sg:unb,Prn,Prn$,je,C/(e)\,PRON,je,10,,
863,143,2,vos,vos,143,PRO:pers:2:pl,Prn,Prn$$,vous,C/V\,PRON,vous,10,,
864,143,3,metrai,metrai,143,VER:futu:1:sg,Vfin,Vfin,mettre,C/V\.'C/V\,VERB,mettre,10,,
865,143,4,a,a,143,PRE,Pre,Pre,à,/V\,ADP,à,10,,
866,143,5,savetey,savetey,143,NOM:obj:femi:sg,N,N,,C/V\.C/e\.'C/V\,NOUN,saveté,-10,sauveté,DMF
867,144,1,ce,ce,144,PRO:invar,Prn,Prn,ce,C/(e)\,PRON,ce,10,,
868,144,2,vos,vos,144,PRO:pers:2:pl,Prn,Prn$$,vous,C/V\,PRON,vous,10,,
869,144,3,promest,promest,144,VER:pres:1:sg,Vfin,Vfin,promettre,C/V\.'C/V\,VERB,promettre,10,,
870,144,4,senz,senz,144,PRE,Pre,Pre,sans,C/V\,ADP,sans,10,,
871,144,5,fausetey,fausetey,144,NOM:obj:femi:sg,N,N,,C/V\.C/e\.'C/V\,NOUN,fausseté,0,,
872,145,1,je,je,145,PRO:pers:suj:1:sg:unb,Prn,Prn$,je,C/(e)\,PRON,je,10,,
873,145,2,suis,suis,145,VER:pres:1:sg,Vfin,Vfin,être,C/V\,VERB,être,10,,
874,145,3,bien,bien,145,ADV,Adv,Adv,bien,C/V\,ADV,bien,10,,
875,145,4,de,de,145,PRE,Pre,Pre,de,C/(e)\,ADP,de,10,,
876,145,5,noer,noer,145,VER:infi,Vinf,Vinf,noer,C/V\.'C/V\,VERB,noer,10,,
877,145,6,aprise,aprise,145,VER:pper:femi:sg,Vpp,Vpp,apprendre,/V\.'C/V\.C/(e)\,VERB,apprendre,10,,
878,146,1,tost,tost,146,ADV,Adv,Adv,tôt,C/V\,ADV,tôt,10,,
879,146,2,t,t,146,PRO:pers:obj:2:sg:unb,Prn,Prn$$,te,C/\,PRON,te,10,,
880,146,3,avrai,avrai,146,VER:futu:1:sg,Vfin,Vfin,avoir,/V\.'C/V\,VERB,avoir,10,,
881,146,4,outre,outre,146,ADV,PrA,PrA,outre2,'/V\.C/(e)\,ADP,outre,10,,
882,146,5,l',l',146,DET:def:obj:femi:sg,Det,Det,le,C/\,DET,le,10,,
883,146,6,aigue,aigue,146,NOM:obj:femi:sg,N,N,,'/V\.C/(e)\,NOUN,aigue,8,,
884,146,7,mise,mise,146,VER:pper:femi:sg,Vpp,Vpp,mettre,'C/V\.C/(e)\,VERB,mettre,10,,
885,146,8,"""","""",146,PON:cit,Pnc,Pnc,,,PUNCT,"""",9,,
886,147,1,la,la,147,DET:def:suj:femi:sg,Det,Det,le,C/V\,DET,le,10,,
887,147,2,rate,rate,147,NOM:suj:femi:sg,N,N,,'C/V\.C/(e)\,NOUN,rate,9,,
888,147,3,en,en,147,PRE,Pre,Pre,en,/V\,ADP,en,10,,
889,147,4,la,la,147,DET:def:obj:femi:sg,Det,Det,le,C/V\,DET,le,10,,
890,147,5,rainne,rainne,147,NOM:obj:femi:sg,N,N,,'C/V\.C/(e)\,NOUN,raine,9,,
891,147,6,se,se,147,PROCON,Prn,Prn$$,se,C/(e)\,PRON,se,10,,
892,147,7,fie,fie,147,VER:pres:3:sg,Vfin,Vfin,fier2,'C/V\./(e)\,VERB,fier,10,,
893,148,1,et,et,148,CON:coord,Crd,Crd,et,/V\,CCONJ,et,10,,
894,148,2,de,de,148,PRE,Pre,Pre,de,C/(e)\,ADP,de,10,,
895,148,3,ce,ce,148,PRO:invar,Prn,Prn,ce,C/(e)\,PRON,ce,10,,
896,148,4,formant,formant,148,ADV,Adv,Adv,fortement,C/V\.'C/V\,ADV,fortement,10,,
897,148,5,li,li,148,PRO:pers:acc:3:femi:sg:bet,Prn,Prn$$,li,C/V\,PRON,li,10,,
898,148,6,mercie,mercie,148,VER:pres:3:sg,Vfin,Vfin,,C/V\.'C/V\./(e)\,VERB,mercier,9,,
899,149,1,langue,langue,149,NOM:suj:femi:sg,N,N,,'C/V\.C/(e)\,NOUN,langue,9,,
900,149,2,vaut,vaut,149,VER:pres:3:sg,Vfin,Vfin,valoir,C/V\,VERB,valoir,10,,
901,149,3,pis,pis,149,ADV,Adv,Adv,pis2,C/V\,ADV,pis,10,,
902,149,4,que,que,149,PROCON,Sub,Sub,que,C/(e)\,SCONJ,que,10,,
903,149,5,nule,nule,149,DET:ind:suj:femi:sg,QIs,QIs,nul,'C/V\.C/(e)\,DET,nul,10,,
904,149,6,raige,raige,149,NOM:suj:femi:sg,N,N,,'C/V\.C/(e)\,NOUN,rage,8,,
905,150,1,qui,qui,150,PROCON,Qux,Qux,qui,C/V\,PRON,qui,10,,
906,150,2,ne,ne,150,PRO:clit,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,,
907,150,3,s,s,150,PROCON,Prn,Prn$$,se,C/\,PRON,se,10,,
908,150,4,acorde,acorde,150,VER:pres:3:sg,Vfin,Vfin,,/V\.'C/V\.C/(e)\,VERB,accorder,8,,
909,150,5,a,a,150,PRE,Pre,Pre,à,/V\,ADP,à,10,,
910,150,6,son,son,150,DET:poss:obj:masc:sg,Det,Det,son4,C/V\,DET,son,10,,
911,150,7,coraige,coraige,150,NOM:obj:masc:sg,N,N,,C/V\.'C/V\.C/(e)\,NOUN,courage,9,,
912,151,1,les,les,151,DET:def:suj:femi:pl,Det,Det,le,C/V\,DET,le,10,,
913,151,2,paroles,paroles,151,NOM:suj:femi:pl,N,N,,C/V\.'C/V\.C/e\,NOUN,parole,8,,
914,151,3,qui,qui,151,PROCON,Qux,Qux,qui,C/V\,PRON,qui,10,,
915,151,4,de,de,151,PRE,Pre,Pre,de,C/(e)\,ADP,de,10,,
916,151,5,fuers,fuers,151,ADV,PrA,PrA,hors,C/V\,ADP|ADV,hors,10,,
917,151,6,oignent,oignent,151,VER:pres:3:pl,Vfin,Vfin,oindre,'/V\.C/e\,VERB,oindre,10,,
918,152,1,celent,celent,152,VER:pres:3:pl,Vfin,Vfin,celer,'C/V\.C/e\,VERB,celer,10,,
919,152,2,les,les,152,DET:def:obj:masc:pl,Det,Det,le,C/V\,DET,le,10,,
920,152,3,maus,maus,152,NOM:obj:masc:pl,N,N,mal,C/V\,NOUN,mal,10,,
921,152,4,qui,qui,152,PROCON,Qux,Qux,qui,C/V\,PRON,qui,10,,
922,152,5,lo,lo,152,DET:def:obj:masc:sg,Det,Det,le,C/(e)\,DET,le,10,,
923,152,6,cuer,cuer,152,NOM:obj:masc:sg,N,N,,C/V\,NOUN,coeur,3,,
924,152,7,poignent,poignent,152,VER:pres:3:pl,Vfin,Vfin,poindre,'C/V\.C/e\,VERB,poindre,10,,
925,153,1,la,la,153,DET:def:suj:femi:sg,Det,Det,le,C/V\,DET,le,10,,
926,153,2,rainne,rainne,153,NOM:suj:femi:sg,N,N,,'C/V\.C/(e)\,NOUN,raine,9,,
927,153,3,per,per,153,PRE,Pre,Pre,par,C/V\,ADP,par,10,,
928,153,4,samblant,samblant,153,NOM:obj:masc:sg,N,N,,C/V\.'C/V\,PROPN|NOUN,semblant,8,,
929,153,5,de,de,153,PRE,Pre,Pre,de,C/(e)\,ADP,de,10,,
930,153,6,grace,grace,153,NOM:obj:femi:sg,N,N,,'C/V\.C/(e)\,NOUN,grâce,8,,
931,154,1,a,a,154,PRE,Pre,Pre,à,/V\,ADP,à,10,,
932,154,2,soi,soi,154,PRO:pers:obj:3:masc:sg:bet,Prn,Prn,soi,C/V\,PRON,soi,10,,
933,154,3,la,la,154,DET:def:obj:femi:sg,Det,Det,le,C/V\,DET,le,10,,
934,154,4,rate,rate,154,NOM:obj:femi:sg,N,N,,'C/V\.C/(e)\,NOUN,rate,9,,
935,154,5,a,a,154,PRE,Pre,Pre,à,/V\,ADP,à,10,,
936,154,6,un,un,154,DET:ndf:obj:masc:sg,QIs,QIs,un,/V\,DET,un,10,,
937,154,7,fy,fy,154,NOM:obj:masc:sg,N,N,,C/V\,PROPN|NOUN,foi,8,,
938,154,8,lace,lace,154,VER:pres:3:sg,Vfin,Vfin,laisser,'C/V\.C/(e)\,VERB,laisser,10,,
939,155,1,lo,lo,155,DET:def:obj:masc:sg,Det,Det,le,C/(e)\,DET,le,10,,
940,155,2,pié,pié,155,NOM:obj:masc:sg,N,N,,C/V\,NOUN,pied,8,,
