wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score,Vorschlag_IR
324,50,7,y,y,100,Prn,Prn$$,y2,/V\,PRON,y,10,
325,50,8,prendre,prendre,100,Vinf,Vinf,prendre,'C/V\.C/(e)\,VERB,prendre,10,
326,50,9,.,.,100,Pnc,Pnc,,,PUNCT,.,9,
327,51,1,Pour,pour,101,Pre,Pre,pour,C/V\,ADP,pour,10,
328,51,2,bien,bien,101,Adv,Adv,bien,C/V\,ADV,bien,10,
329,51,3,apprendre,apprendre,101,Vinf,Vinf,apprendre,/V\.'C/V\.C/(e)\,VERB,apprendre,10,
330,51,4,est,est,101,Vfin,Vfin,être,/V\,VERB,être,10,
331,51,5,on,on,101,Prn,Prn%,on,/V\,PRON,on,10,
332,51,6,savant,savant,101,Vprs,Vprs,savoir,C/V\.'C/V\,VERB,savoir,10,
333,52,1,Et,et,102,Crd,Crd,et,/V\,CCONJ,et,10,
334,52,2,par,par,102,Pre,Pre,par,C/V\,ADP,par,10,
335,52,3,servir,servir,102,Vinf,Vinf,servir,C/V\.'C/V\,VERB,servir,10,
336,52,4,vient,vient,102,Vfin,Vfin,venir,C/V\,VERB,venir,10,
337,52,5,on,on,102,Prn,Prn%,on,/V\,PRON,on,10,
338,52,6,avant,avant,102,PrA,PrA,avant,/V\.'C/V\,ADV,avant,10,
339,52,7,:,:,102,Pnc,Pnc,,,PUNCT,:,9,
340,53,1,Servir,servir,103,Vinf,Vinf,servir,C/V\.'C/V\,VERB,servir,10,
341,53,2,",",",",103,Pnc,Pnc,,,PUNCT,",",9,
342,53,3,ce,ce,103,Prn,Prn,ce,C/(e)\,PRON,ce,10,
343,53,4,dit,dit,103,Vfin,Vfin,dire,C/V\,VERB,dire,10,
344,53,5,l,l,103,Det,Det,le,C/\,DET,le,10,
345,53,6,Escripture,escripture,103,N,N,,/V\.C/V\.'C/V\.C/(e)\,NOUN,écriture,8,
346,53,7,",",",",103,Pnc,Pnc,,,PUNCT,",",9,
347,54,1,Est,est,104,Vfin,Vfin,être,/V\,VERB,être,10,
348,54,2,regner,regner,104,Vinf,Vinf,,C/V\.'C/V\,VERB,régner,9,
349,54,3,qui,qui,104,Qux,Qux,qui,C/V\,PRON,qui,10,
350,54,4,met,met,104,Vfin,Vfin,mettre,C/V\,VERB,mettre,10,
351,54,5,sa,sa,104,Det,Det,son4,C/V\,DET,son,10,
352,54,6,cure,cure,104,N,N,,'C/V\.C/(e)\,NOUN,cure,3,
353,55,1,En,en,105,Pre,Pre,en,/V\,ADP,en,10,
354,55,2,bien,bien,105,Adv,Adv,bien,C/V\,ADV,bien,10,
355,55,3,servir,servir,105,Vinf,Vinf,servir,C/V\.'C/V\,VERB,servir,10,
356,55,4,;,;,105,Pnc,Pnc,,,PUNCT,;,9,
357,55,5,par,par,105,Pre,Pre,par,C/V\,ADP,par,10,
358,55,6,droit,droit,105,Adj,Adj,droit2,C/V\,ADJ,droit,10,
359,55,7,dessert,dessert,105,N,N,,C/V\.'C/V\,PROPN|NOUN,desservir,-1,desservir
360,56,1,Loyer,loyer,106,N,N,,C/V\.'C/V\,PROPN|NOUN,loyer,8,
361,56,2,et,et,106,Crd,Crd,et,/V\,CCONJ,et,10,
362,56,3,honneur,honneur,106,N,N,,/V\.'C/V\,NOUN,honneur,8,
363,56,4,qui,qui,106,Qux,Qux,qui,C/V\,PRON,qui,10,
364,56,5,bien,bien,106,Adv,Adv,bien,C/V\,ADV,bien,10,
365,56,6,sert,sert,106,Vfin,Vfin,servir,C/V\,VERB,servir,10,
366,56,7,",",",",106,Pnc,Pnc,,,PUNCT,",",9,
367,57,1,Et,et,107,Crd,Crd,et,/V\,CCONJ,et,10,
368,57,2,par,par,107,Pre,Pre,par,C/V\,ADP,par,10,
369,57,3,servir,servir,107,Vinf,Vinf,servir,C/V\.'C/V\,VERB,servir,10,
370,57,4,devient,devient,107,Vfin,Vfin,devenir,C/V\.'C/V\,VERB,devenir,10,
371,57,5,on,on,107,Prn,Prn%,on,/V\,PRON,on,10,
372,57,6,maistre,maistre,107,N,N,,'C/V\.C/(e)\,NOUN,maître,8,
373,57,7,.,.,107,Pnc,Pnc,,,PUNCT,.,9,
374,58,1,Si,si,108,Adv,Adv,si4,C/V\,ADV,si,10,
375,58,2,fait,fait,108,Vfin,Vfin,faire,C/V\,VERB,faire,10,
376,58,3,bon,bon,108,Adj,Adj,bon,C/V\,ADJ,bon,10,
377,58,4,en,en,108,Pre,Pre,en,/V\,ADP,en,10,
378,58,5,service,service,108,N,N,,C/V\.'C/V\.C/(e)\,NOUN,service,8,
379,58,6,estre,estre,108,Vinf,Vinf,être,'/V\.C/(e)\,VERB,être,10,
380,59,1,Si,si,109,Adv,Adv,si4,C/V\,ADV,si,10,
381,59,2,fait,fait,109,Vfin,Vfin,faire,C/V\,VERB,faire,10,
382,59,3,qu,qu,109,Sub,Sub,que,C/\,SCONJ,que,10,
383,59,4,on,on,109,Prn,Prn$,on,/V\,PRON,on,10,
384,59,5,puist,puist,109,Vfin,Vfin,pouvoir2,C/V\,VERB,pouvoir,10,
385,59,6,par,par,109,Pre,Pre,par,C/V\,ADP,par,10,
386,59,7,bien,bien,109,Adv,Adv,bien,C/V\,ADV,bien,10,
387,59,8,servir,servir,109,Vinf,Vinf,servir,C/V\.'C/V\,VERB,servir,10,
388,60,1,Bon,bon,110,Adj,Adj,bon,C/V\,ADJ,bon,10,
389,60,2,guerdon,guerdon,110,N,N,,C/V\.'C/V\,NOUN,guerdon,8,
390,60,3,et,et,110,Crd,Crd,et,/V\,CCONJ,et,10,
391,60,4,los,los,110,N,N,,C/V\,NOUN,los,3,
392,60,5,desservir,desservir,110,Vinf,Vinf,desservir,C/V\.C/V\.'C/V\,VERB,desservir,10,
393,61,1,Ou,ou,111,Crd,Crd,ou,/V\,CCONJ,ou,10,
394,61,2,bon,bon,111,Adj,Adj,bon,C/V\,ADJ,bon,10,
395,61,3,ami,ami,111,N,N,,/V\.'C/V\,NOUN,ami,8,
396,61,4,ou,ou,111,Crd,Crd,ou,/V\,CCONJ,ou,10,
397,61,5,bonne,bonne,111,Adj,Adj,bon,'C/V\.C/(e)\,ADJ,bon,10,
398,61,6,amie,amie,111,N,N,,/V\.'C/V\./(e)\,NOUN,ami,8,
399,61,7,",",",",111,Pnc,Pnc,,,PUNCT,",",9,
400,62,1,Mais,mais,112,Crd,Crd,mais,C/V\,CCONJ,mais,10,
401,62,2,a,a,112,Pre,Pre,à,/V\,ADP,à,10,
402,62,3,moy,moy,112,Prn,Prn,moi,C/V\,PRON,moi,10,
403,62,4,ainsi,ainsi,112,Adv,Adv,ainsi,/V\.'C/V\,ADV,ainsi,10,
404,62,5,n,n,112,Neg,Neg$$,ne,C/\,ADV,ne,10,
405,62,6,en,en,112,Prn,Prn$$,en2,/V\,PRON,en,10,
406,62,7,prist,prist,112,Vfin,Vfin,prendre,C/V\,VERB,prendre,10,
407,62,8,mie,mie,112,Neg,Neg,mie3,'C/V\./(e)\,ADV,mie,10,
408,62,9,.,.,112,Pnc,Pnc,,,PUNCT,.,9,
409,63,1,Je,je,113,Prn,Prn$,je,C/(e)\,PRON,je,10,
410,63,2,ne,ne,113,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,
411,63,3,sçay,sçay,113,Vfin,Vfin,savoir,C/V\,VERB,savoir,10,
412,63,4,s,s,113,Sub,Sub,si3,C/\,SCONJ,si,10,
413,63,5,en,en,113,Pre,Pre,en,/V\,ADP,en,10,
414,63,6,servant,servant,113,Vprs,Vprs,servir,C/V\.'C/V\,VERB,servir,10,
415,63,7,mespris,mespris,113,Vfin,Vfin,méprendre,C/V\.'C/V\,VERB,méprendre,10,
416,63,8,",",",",113,Pnc,Pnc,,,PUNCT,",",9,
417,64,1,Car,car,114,Crd,Crd,car,C/V\,CCONJ,car,10,
418,64,2,moult,moult,114,QIs,QIs,moult,C/V\,ADV,moult,10,
419,64,3,petit,petit,114,Adj,Adj,petit,C/V\.'C/V\,ADJ,petit,10,
420,64,4,loyer,loyer,114,N,N,,C/V\.'C/V\,PROPN|NOUN,loyer,8,
421,64,5,y,y,114,Prn,Prn$$,y2,/V\,PRON,y,10,
422,64,6,pris,pris,114,Vfin,Vfin,prier,C/V\,VERB,prier,10,
423,65,1,Si,si,115,Adv,Adv,si4,C/V\,ADV,si,10,
424,65,2,y,y,115,Prn,Prn$$,y2,/V\,PRON,y,10,
425,65,3,os,os,115,Vfin,Vfin,oser,/V\,VERB,oser,10,
426,65,4,je,je,115,Prn,Prn%,je,C/(e)\,PRON,je,10,
427,65,5,diverse,diverse,115,QIs,QIs,divers,C/V\.'C/V\.C/(e)\,ADJ,divers,10,
428,65,6,peine,peine,115,N,N,,'C/V\.C/(e)\,NOUN,peine,8,
429,66,1,Et,et,116,Crd,Crd,et,/V\,CCONJ,et,10,
430,66,2,mainte,mainte,116,QIs,QIs,maint,'C/V\.C/(e)\,DET,maint,10,
431,66,3,contraire,contraire,116,Adj,Adj,,C/V\.'C/V\.C/(e)\,ADJ,contraire,8,
432,66,4,sepmaine,sepmaine,116,N,N,,C/V\.'C/V\.C/(e)\,NOUN,semaine,9,
433,66,5,",",",",116,Pnc,Pnc,,,PUNCT,",",9,
434,67,1,Travail,travail,117,N,N,,C/V\.'C/V\,NOUN,travail,8,
435,67,2,penible,penible,117,Adj,Adj,,C/V\.'C/V\.C/(e)\,ADJ,pénible,6,
436,67,3,et,et,117,Crd,Crd,et,/V\,CCONJ,et,10,
437,67,4,anuyeux,anuyeux,117,Adj,Adj,,/V\.C/V\.'C/V\,ADJ,ennuyeux,9,
438,67,5,",",",",117,Pnc,Pnc,,,PUNCT,",",9,
439,68,1,Sanz,sanz,118,Pre,Pre,sans,C/V\,ADP,sans,10,
440,68,2,qu,qu,118,Sub,Sub,que,C/\,SCONJ,que,10,
441,68,3,il,il,118,Prn,Prn$,il,/V\,PRON,il,10,
442,68,4,m,m,118,Prn,Prn$$,me,C/\,PRON,me,10,
443,68,5,en,en,118,Prn,Prn$$,en2,/V\,PRON,en,10,
444,68,6,fust,fust,118,Vfin,Vfin,être,C/V\,VERB,être,10,
445,68,7,en,en,118,Pre,Pre,en,/V\,ADP,en,10,
446,68,8,riens,riens,118,N,N,rien,C/V\,PROPN|NOUN,rien,10,
447,68,9,de,de,118,Pre,Pre,de,C/(e)\,ADP,de,10,
448,68,10,mieulx,mieulx,118,Adv,Adv,mieux,C/V\,ADV,mieux,10,
449,68,11,;,;,118,Pnc,Pnc,,,PUNCT,;,9,
450,69,1,Mais,mais,119,Crd,Crd,mais,C/V\,CCONJ,mais,10,
451,69,2,",",",",119,Pnc,Pnc,,,PUNCT,",",9,
452,69,3,je,je,119,Prn,Prn$,je,C/(e)\,PRON,je,10,
453,69,4,me,me,119,Prn,Prn$$,me,C/(e)\,PRON,me,10,
454,69,5,doubt,doubt,119,Vfin,Vfin,,C/V\,VERB,douter,9,
455,69,6,",",",",119,Pnc,Pnc,,,PUNCT,",",9,
456,69,7,et,et,119,Crd,Crd,et,/V\,CCONJ,et,10,
457,69,8,il,il,119,Prn,Prn$,il,/V\,PRON,il,10,
458,69,9,peut,peut,119,Vfin,Vfin,pouvoir2,C/V\,VERB,pouvoir,10,
459,69,10,estre,estre,119,Vinf,Vinf,être,'/V\.C/(e)\,VERB,être,10,
460,69,11,",",",",119,Pnc,Pnc,,,PUNCT,",",9,
461,70,1,Que,que,120,Sub,Sub,que,C/(e)\,SCONJ,que,10,
462,70,2,la,la,120,Det,Det,le,C/V\,DET,le,10,
463,70,3,deffaute,deffaute,120,N,N,,C/V\.'C/V\.C/(e)\,NOUN,défaute,9,
464,70,4,tint,tint,120,Vfin,Vfin,tenir,C/V\,VERB,tenir,10,
465,70,5,au,au,120,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10,
466,70,6,maistre,maistre,120,N,N,,'C/V\.C/(e)\,NOUN,maître,8,
467,70,7,",",",",120,Pnc,Pnc,,,PUNCT,",",9,
468,71,1,Car,car,121,Crd,Crd,car,C/V\,CCONJ,car,10,
469,71,2,bon,bon,121,Adj,Adj,bon,C/V\,ADJ,bon,10,
470,71,3,loyer,loyer,121,N,N,,C/V\.'C/V\,PROPN|NOUN,loyer,8,
471,71,4,cellui,cellui,121,Dem,Dem,cil,C/V\.'C/V\,PRON,cil,10,
472,71,5,actent,actent,121,Vfin,Vfin,attendre,/V\.'C/V\,VERB,attendre,10,
473,71,6,",",",",121,Pnc,Pnc,,,PUNCT,",",9,
474,72,1,Qui,qui,122,Qux,Qux,qui,C/V\,PRON,qui,10,
475,72,2,service,service,122,N,N,,C/V\.'C/V\.C/(e)\,NOUN,service,8,
476,72,3,a,a,122,Pre,Pre,à,/V\,ADP,à,10,
477,72,4,bon,bon,122,Adj,Adj,bon,C/V\,ADJ,bon,10,
478,72,5,maistre,maistre,122,N,N,,'C/V\.C/(e)\,NOUN,maître,8,
479,72,6,tend,tend,122,Vfin,Vfin,tendre,C/V\,VERB,tendre,10,
480,72,7,.,.,122,Pnc,Pnc,,,PUNCT,.,9,
481,73,1,Or,or,123,Adv,Adv,or2,/V\,ADV,or,10,
482,73,2,diray,diray,123,Vfin,Vfin,dire,C/V\.'C/V\,VERB,dire,10,
483,73,3,comment,comment,123,Qux,Qux,comment,C/V\.'C/V\,ADV,comment,10,
484,73,4,je,je,123,Prn,Prn$,je,C/(e)\,PRON,je,10,
485,73,5,fus,fus,123,Vfin,Vfin,être,C/V\,VERB,être,10,
486,73,6,mis,mis,123,Vpp,Vpp,mettre,C/V\,VERB,mettre,10,
487,73,7,",",",",123,Pnc,Pnc,,,PUNCT,",",9,
488,74,1,Du,du,124,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,
489,74,2,gré,gré,124,N,N,,C/V\,NOUN,gré,5,
490,74,3,de,de,124,Pre,Pre,de,C/(e)\,ADP,de,10,
491,74,4,mes,mes,124,Det,Det,mon,C/V\,DET,mon,10,
492,74,5,meilleurs,meilleurs,124,Adj,Adj,meilleur,C/V\.'C/V\,ADJ,meilleur,10,
493,74,6,amis,amis,124,N,N,,/V\.'C/V\,NOUN,ami,3,
494,74,7,",",",",124,Pnc,Pnc,,,PUNCT,",",9,
495,75,1,A,a,125,Pre,Pre,à,/V\,ADP,à,10,
496,75,2,sa,sa,125,Det,Det,son4,C/V\,DET,son,10,
497,75,3,court,court,125,N,N,,C/V\,NOUN,cour,3,
498,75,4,",",",",125,Pnc,Pnc,,,PUNCT,",",9,
499,75,5,ou,ou,125,Qux,Qux,où,/V\,PRON,où,10,
500,75,6,je,je,125,Prn,Prn$,je,C/(e)\,PRON,je,10,
501,75,7,fus,fus,125,Vfin,Vfin,être,C/V\,VERB,être,10,
502,75,8,lonc,lonc,125,Adj,Adj,long,C/V\,ADJ,long,10,
503,75,9,temps,temps,125,N,N,,C/V\,NOUN,temps,8,
504,75,10,;,;,125,Pnc,Pnc,,,PUNCT,;,9,
505,76,1,Et,et,126,Crd,Crd,et,/V\,CCONJ,et,10,
506,76,2,a,a,126,Pre,Pre,à,/V\,ADP,à,10,
507,76,3,vous,vous,126,Prn,Prn,vous,C/V\,PRON,vous,10,
508,76,4,declairier,declairier,126,Vinf,Vinf,,C/V\.C/V\.'C/V\,VERB,déclarer,3,
509,76,5,j,j,126,Prn,Prn$,je,C/\,PRON,je,10,
510,76,6,entens,entens,126,Vfin,Vfin,entendre,/V\.'C/V\,VERB,entendre,10,
511,77,1,Ou,ou,127,Qux,Qux,où,/V\,ADJ|ADV|DET|PRON,où,10,
512,77,2,sa,sa,127,Det,Det,son4,C/V\,DET,son,10,
513,77,3,demeure,demeure,127,N,N,,C/V\.'C/V\.C/(e)\,NOUN,demeure,8,
514,77,4,est,est,127,Vfin,Vfin,être,/V\,VERB,être,10,
515,77,5,cituee,cituee,127,Vpp,Vpp,,C/V\.C/V\.'C/V\./(e)\,VERB,situer,6,
516,78,1,Estrangement,estrangement,128,Adv,Adv,,/V\.C/V\.C/e\.'C/V\,ADV,étrangement,9,
517,78,2,instituee,instituee,128,Vpp,Vpp,,/V\.C/V\.C/V\.'C/V\./(e)\,VERB,instituer,9,
518,78,3,",",",",128,Pnc,Pnc,,,PUNCT,",",9,
519,79,1,Ses,ses,129,Det,Det,son4,C/V\,DET,son,10,
520,79,2,manieres,manieres,129,N,N,,C/V\.'C/V\.C/e\,NOUN,manière,8,
521,79,3,et,et,129,Crd,Crd,et,/V\,CCONJ,et,10,
522,79,4,divers,divers,129,QIs,QIs,divers,C/V\.'C/V\,ADJ,divers,10,
523,79,5,fais,fais,129,N,N,,C/V\,NOUN,faix,3,
524,79,6,",",",",129,Pnc,Pnc,,,PUNCT,",",9,
525,80,1,Si,si,130,Adv,Adv,si4,C/V\,ADV,si,10,
526,80,2,com,com,130,Sub,Sub,comme,C/V\,SCONJ,comme,10,
527,80,3,je,je,130,Prn,Prn$,je,C/(e)\,PRON,je,10,
528,80,4,les,les,130,Prn,Prn$$,le,C/V\,PRON,le,10,
529,80,5,vy,vy,130,Vfin,Vfin,voir,C/V\,VERB,voir,10,
530,80,6,",",",",130,Pnc,Pnc,,,PUNCT,",",9,
531,80,7,imparfais,imparfais,130,Adj,Adj,,/V\.C/V\.'C/V\,ADJ,imparfait,9,
532,80,8,",",",",130,Pnc,Pnc,,,PUNCT,",",9,
533,81,1,Tant,tant,131,QIs,QIs,tant,C/V\,ADV,tant,10,
534,81,2,comme,comme,131,Sub,Sub,comme,'C/V\.C/(e)\,SCONJ,comme,10,
535,81,3,je,je,131,Prn,Prn$,je,C/(e)\,PRON,je,10,
536,81,4,fus,fus,131,Vfin,Vfin,être,C/V\,VERB,être,10,
537,81,5,a,a,131,Pre,Pre,à,/V\,ADP,à,10,
538,81,6,sa,sa,131,Det,Det,son4,C/V\,DET,son,10,
539,81,7,court,court,131,N,N,,C/V\,NOUN,cour,3,
540,81,8,",",",",131,Pnc,Pnc,,,PUNCT,",",9,
541,82,1,La,la,132,Adv,Adv,là,C/V\,ADV,là,10,
542,82,2,ou,ou,132,Qux,Qux,où,/V\,PRON,où,10,
543,82,3,mainte,mainte,132,QIs,QIs,maint,'C/V\.C/(e)\,DET,maint,10,
544,82,4,aventure,aventure,132,N,N,,/V\.C/V\.'C/V\.C/(e)\,NOUN,aventure,8,
545,82,5,acourt,acourt,132,Vfin,Vfin,accourir,/V\.'C/V\,VERB,accourir,10,
546,82,6,",",",",132,Pnc,Pnc,,,PUNCT,",",9,
547,83,1,Ce,ce,133,Prn,Prn,ce,C/(e)\,PRON,ce,10,
548,83,2,que,que,133,Qux,Qux,que,C/(e)\,PRON,que,10,
549,83,3,j,j,133,Prn,Prn$,je,C/\,PRON,je,10,
550,83,4,apris,apris,133,Vfin,Vfin,apprendre,/V\.'C/V\,VERB,apprendre,10,
551,83,5,",",",",133,Pnc,Pnc,,,PUNCT,",",9,
552,83,6,qu,qu,133,Qux,Qux,que,C/\,ADJ|ADV|DET|PRON,que,10,
553,83,7,il,il,133,Prn,Prn$,il,/V\,PRON,il,10,
554,83,8,m,m,133,Prn,Prn$$,me,C/\,PRON,me,10,
555,83,9,i,i,133,Prn,Prn$$,y2,/V\,PRON,y,10,
556,83,10,advint,advint,133,Vfin,Vfin,avenir,/V\.'C/V\,VERB,avenir,10,
557,83,11,",",",",133,Pnc,Pnc,,,PUNCT,",",9,
558,84,1,Et,et,134,Crd,Crd,et,/V\,CCONJ,et,10,
559,84,2,comment,comment,134,Qux,Qux,comment,C/V\.'C/V\,ADV,comment,10,
560,84,3,de,de,134,Pre,Pre,de,C/(e)\,ADP,de,10,
561,84,4,moy,moy,134,Prn,Prn,moi,C/V\,PRON,moi,10,
562,84,5,lui,lui,134,Prn,Prn$$,lui,C/V\,PRON,lui,10,
563,84,6,souvint,souvint,134,Vfin,Vfin,souvenir,C/V\.'C/V\,VERB,souvenir,10,
564,84,7,",",",",134,Pnc,Pnc,,,PUNCT,",",9,
565,85,1,Lorsqu,lorsqu,135,Sub,Sub,lorsque,C/V\,SCONJ,lorsque,10,
566,85,2,il,il,135,Prn,Prn$,il,/V\,PRON,il,10,
567,85,3,lui,lui,135,Prn,Prn$$,lui,C/V\,PRON,lui,10,
568,85,4,plot,plot,135,Vfin,Vfin,plaire,C/V\,VERB,plaire,10,
569,85,5,tost,tost,135,Adv,Adv,tôt,C/V\,ADV,tôt,10,
570,85,6,acourir,acourir,135,Vinf,Vinf,accourir,/V\.C/V\.'C/V\,VERB,accourir,10,
571,86,1,A,a,136,Pre,Pre,à,/V\,ADP,à,10,
572,86,2,mon,mon,136,Det,Det,mon,C/V\,DET,mon,10,
573,86,3,grant,grant,136,Adj,Adj,grand,C/V\,ADJ,grand,10,
574,86,4,besoing,besoing,136,N,N,,C/V\.'C/V\,NOUN,besoin,8,
575,86,5,secourir,secourir,136,Vinf,Vinf,secourir,C/V\.C/V\.'C/V\,VERB,secourir,10,
576,86,6,",",",",136,Pnc,Pnc,,,PUNCT,",",9,
577,87,1,Et,et,137,Crd,Crd,et,/V\,CCONJ,et,10,
578,87,2,le,le,137,Det,Det,le,C/(e)\,DET,le,10,
579,87,3,secours,secours,137,N,N,,C/V\.'C/V\,NOUN,secours,8,
580,87,4,qu,qu,137,Qux,Qux,que,C/\,PRON,que,10,
581,87,5,elle,elle,137,Prn,Prn$,elle,'/V\.C/(e)\,PRON,elle,10,
582,87,6,me,me,137,Prn,Prn$$,me,C/(e)\,PRON,me,10,
583,87,7,fist,fist,137,Vfin,Vfin,faire,C/V\,VERB,faire,10,
584,87,8,",",",",137,Pnc,Pnc,,,PUNCT,",",9,
585,88,1,Qui,qui,138,Qux,Qux,qui,C/V\,PRON,qui,10,
586,88,2,de,de,138,Pre,Pre,de,C/(e)\,ADP,de,10,
587,88,3,gaires,gaires,138,Adv,Adv,guère,'C/V\.C/e\,ADV,guère,10,
588,88,4,ne,ne,138,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,
589,88,5,me,me,138,Prn,Prn$$,me,C/(e)\,PRON,me,10,
590,88,6,souffist,souffist,138,Vfin,Vfin,suffire,C/V\.'C/V\,VERB,suffire,10,
591,88,7,.,.,138,Pnc,Pnc,,,PUNCT,.,9,
592,89,1,Mais,mais,139,Crd,Crd,mais,C/V\,CCONJ,mais,10,
593,89,2,",",",",139,Pnc,Pnc,,,PUNCT,",",9,
594,89,3,pour,pour,139,Pre,Pre,pour,C/V\,ADP,pour,10,
595,89,4,mieulx,mieulx,139,Adv,Adv,mieux,C/V\,ADV,mieux,10,
596,89,5,donner,donner,139,Vinf,Vinf,donner,C/V\.'C/V\,VERB,donner,10,
597,89,6,a,a,139,Pre,Pre,à,/V\,ADP,à,10,
598,89,7,entendre,entendre,139,Vinf,Vinf,entendre,/V\.'C/V\.C/(e)\,VERB,entendre,10,
599,90,1,La,la,140,Det,Det,le,C/V\,DET,le,10,
600,90,2,fin,fin,140,N,N,,C/V\,NOUN,fin,3,
601,90,3,du,du,140,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,
602,90,4,procés,procés,140,N,N,,C/V\.'C/V\,NOUN,procès,9,
603,90,5,ou,ou,140,Qux,Qux,où,/V\,PRON,où,10,
604,90,6,vueil,vueil,140,Vfin,Vfin,vouloir,C/V\,VERB,vouloir,10,
605,90,7,tendre,tendre,140,Vinf,Vinf,tendre,'C/V\.C/(e)\,VERB,tendre,10,
606,90,8,",",",",140,Pnc,Pnc,,,PUNCT,",",9,
607,91,1,Vous,vous,141,Prn,Prn$$,vous,C/V\,PRON,vous,10,
608,91,2,diray,diray,141,Vfin,Vfin,dire,C/V\.'C/V\,VERB,dire,10,
609,91,3,qui,qui,141,Qux,Qux,qui,C/V\,PRON,qui,10,
610,91,4,je,je,141,Prn,Prn$,je,C/(e)\,PRON,je,10,
611,91,5,suis,suis,141,Vfin,Vfin,être,C/V\,VERB,être,10,
612,91,6,",",",",141,Pnc,Pnc,,,PUNCT,",",9,
613,91,7,qui,qui,141,Qux,Qux,qui,C/V\,PRON,qui,10,
614,91,8,parle,parle,141,Vfin,Vfin,parler,'C/V\.C/(e)\,VERB,parler,10,
615,91,9,",",",",141,Pnc,Pnc,,,PUNCT,",",9,
616,92,1,Qui,qui,142,Qux,Qux,qui,C/V\,PRON,qui,10,
617,92,2,de,de,142,Pre,Pre,de,C/(e)\,ADP,de,10,
618,92,3,femelle,femelle,142,N,N,,C/V\.'C/V\.C/(e)\,NOUN,femelle,6,
619,92,4,devins,devins,142,Vfin,Vfin,devenir,C/V\.'C/V\,VERB,devenir,10,
620,92,5,masle,masle,142,N,N,,'C/V\.C/(e)\,PROPN|NOUN,mâle,8,
621,93,1,Par,par,143,Pre,Pre,par,C/V\,ADP,par,10,
622,93,2,Fortune,fortune,143,N,N,,C/V\.'C/V\.C/(e)\,NOUN,fortune,8,
623,93,3,",",",",143,Pnc,Pnc,,,PUNCT,",",9,
624,93,4,qu,qu,143,Sub,Sub,que,C/\,SCONJ,que,10,
625,93,5,ainsy,ainsy,143,Adv,Adv,ainsi,/V\.'C/V\,ADV,ainsi,10,
626,93,6,le,le,143,Prn,Prn$$,le,C/(e)\,PRON,le,10,
627,93,7,voult,voult,143,Vfin,Vfin,vouloir,C/V\,VERB,vouloir,10,
628,93,8,;,;,143,Pnc,Pnc,,,PUNCT,;,9,
629,94,1,Si,si,144,Adv,Adv,si4,C/V\,ADV,si,10,
630,94,2,me,me,144,Prn,Prn$$,me,C/(e)\,PRON,me,10,
631,94,3,mua,mua,144,Vfin,Vfin,muer,C/V\.'C/V\,VERB,muer,10,
632,94,4,et,et,144,Crd,Crd,et,/V\,CCONJ,et,10,
633,94,5,corps,corps,144,N,N,,C/V\,NOUN,corps,3,
634,94,6,et,et,144,Crd,Crd,et,/V\,CCONJ,et,10,
635,94,7,voult,voult,144,N,N,,C/V\,PROPN|NOUN,voult,8,
636,95,1,En,en,145,Pre,Pre,en,/V\,ADP,en,10,
637,95,2,homme,homme,145,N,N,,'/V\.C/(e)\,NOUN,homme,8,
638,95,3,naturel,naturel,145,Adj,Adj,,C/V\.C/V\.'C/V\,ADJ,naturel,9,
639,95,4,parfaict,parfaict,145,Vpp,Vpp,parfaire,C/V\.'C/V\,VERB,parfaire,10,
640,95,5,;,;,145,Pnc,Pnc,,,PUNCT,;,9,
641,96,1,Et,et,146,Crd,Crd,et,/V\,CCONJ,et,10,
642,96,2,jadis,jadis,146,Adv,Adv,jadis,C/V\.'C/V\,ADV,jadis,10,
643,96,3,fus,fus,146,Vfin,Vfin,être,C/V\,VERB,être,10,
644,96,4,femme,femme,146,N,N,,'C/V\.C/(e)\,NOUN,femme,3,
645,96,5,",",",",146,Pnc,Pnc,,,PUNCT,",",9,
646,96,6,de,de,146,Pre,Pre,de,C/(e)\,ADP,de,10,
647,96,7,fait,fait,146,N,N,,C/V\,PROPN|NOUN,fait,8,
648,97,1,Homme,homme,147,N,N,,'/V\.C/(e)\,NOUN,homme,8,
649,97,2,suis,suis,147,Vfin,Vfin,être,C/V\,VERB,être,10,
650,97,3,",",",",147,Pnc,Pnc,,,PUNCT,",",9,
651,97,4,je,je,147,Prn,Prn$,je,C/(e)\,PRON,je,10,
652,97,5,ne,ne,147,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,
653,97,6,ment,ment,147,Vfin,Vfin,mentir,C/V\,VERB,mentir,10,
654,97,7,pas,pas,147,Neg,Neg,pas,C/V\,ADV,pas,10,
655,97,8,",",",",147,Pnc,Pnc,,,PUNCT,",",9,
656,98,1,Assez,assez,148,Adv,Adv,assez,/V\.'C/V\,ADV,assez,10,
657,98,2,le,le,148,Prn,Prn$$,le,C/(e)\,PRON,le,10,
