wd_id,word,lex_id,para_id,ch_id,verse_id,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score,Vorschlag_IR,Erklärung_IR
961,Deus,deus,4,1,17,N,N,,C/V\,PROPN,Dieu,3,,
962,",",",",4,1,17,Pnc,Pnc,,,PUNCT,",",9,,
963,ki,ki,4,1,17,Qux,Qux,qui,C/V\,PRON,qui,10,,
964,de,de,4,1,17,Pre,Pre,de,C/(e)\,ADP,de,10,,
965,tut,tut,4,1,17,QIs,QIs,tout,C/V\,DET,tout,10,,
966,bien,bien,4,1,17,Adv,Adv,bien,C/V\,ADV,bien,10,,
967,faire,faire,4,1,17,Vinf,Vinf,faire,'C/V\.C/(e)\,VERB,faire,10,,
968,ad,ad,4,1,17,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
969,poeste,poesté,4,1,17,N,N,,C/V\.C/(V)\.'/V\,NOUN,poeste,3,,
970,",",",",4,1,17,Pnc,Pnc,,,PUNCT,",",9,,
971,furnísse,furnisse,4,1,17,Vfin,Vfin,,C/V\.'C/V\.C/(e)\,VERB,fournir,0,,
972,en,en,4,1,17,Pre,Pre,en,/V\,ADP,en,10,,
973,grace,grace,4,1,17,N,N,,'C/V\.C/(e)\,NOUN,grâce,8,,
974,ta,ta,4,1,17,Det,Det,ton2,C/V\,DET,ton,10,,
975,volente,volenté,4,1,17,N,N,,C/V\.C/V\.'C/V\,NOUN,volonté,5,,
976,.,.,4,1,17,Pnc,Pnc,,,PUNCT,.,9,,
977,’,’,4,1,17,Pnc,Pnc,,,PUNCT,’,9,,
978,La,la,4,1,18,Det,Det,le,C/V\,DET,le,10,,
979,dame,dame,4,1,18,N,N,,'C/V\.C/(e)\,NOUN,dame,8,,
980,haitéé,haitee,4,1,18,Vpp,Vpp,,C/V\.'C/V\./(e)\,VERB,haiter,0,,
981,s',s',4,1,18,Prn,Prn$$,se,C/\,PRON,se,10,,
982,en,en,4,1,18,Prn,Prn$$,en2,/V\,PRON,en,10,,
983,parti,parti,4,1,18,Vfin,Vfin,partir,C/V\.'C/V\,VERB,partir,10,,
984,;,;,4,1,18,Pnc,Pnc,,,PUNCT,;,9,,
985,la,la,4,1,18,Det,Det,le,C/V\,DET,le,10,,
986,chere,chere,4,1,18,N,N,,'C/V\.C/(e)\,NOUN,chère,8,,
987,púis,puis,4,1,18,PrA,PrA,puis,C/V\,ADV,puis,10,,
988,ne,ne,4,1,18,Neg,Neg$$,ne,C/(e)\,ADV,ne,10,,
989,li,li,4,1,18,Prn,Prn$$,li,C/V\,PRON,li,10,,
990,chaï,chaï,4,1,18,Vfin,Vfin,choir,C/V\.'C/V\,VERB,choir,10,,
991,.,.,4,1,18,Pnc,Pnc,,,PUNCT,.,9,,
992,Od,od,4,1,19,Pre,Pre,o,/V\,ADP,o,10,,
993,sun,sun,4,1,19,Det,Det,son4,C/V\,DET,son,10,,
994,seignur,seignur,4,1,19,N,N,,C/V\.'C/V\,NOUN,seigneur,9,,
995,le,le,4,1,19,Det,Det,le,C/(e)\,DET,le,10,,
996,matin,matin,4,1,19,N,N,,C/V\.'C/V\,NOUN,matin,3,,
997,Deu,deu,4,1,19,N,N,,C/V\,PROPN,Dieu,3,,
998,atirat,atirat,4,1,19,Vfin,Vfin,,/V\.C/V\.'C/V\,VERB,attirer,0,,
999,",",",",4,1,19,Pnc,Pnc,,,PUNCT,",",9,,
1000,puis,puis,4,1,19,PrA,PrA,puis,C/V\,ADV,puis,10,,
1001,á,a,4,1,19,Pre,Pre,à,/V\,ADP,à,10,,
1002,sa,sa,4,1,19,Det,Det,son4,C/V\,DET,son,10,,
1003,maisun,maisun,4,1,19,N,N,,C/V\.'C/V\,NOUN,maison,8,,
1004,returnad,returnad,4,1,19,Vfin,Vfin,retourner,C/V\.C/V\.'C/V\,VERB,retourner,10,,
1005,.,.,4,1,19,Pnc,Pnc,,,PUNCT,.,9,,
1006,Deus,deus,4,1,20,N,N,,C/V\,PROPN,Dieu,3,,
1007,out,out,4,1,20,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
1008,sa,sa,4,1,20,Det,Det,son4,C/V\,DET,son,10,,
1009,ancele,ancele,4,1,20,N,N,,/V\.'C/V\.C/(e)\,NOUN,ancelle,9,,
1010,en,en,4,1,20,Pre,Pre,en,/V\,ADP,en,10,,
1011,remembrance,remembrance,4,1,20,N,N,,C/V\.C/V\.'C/V\.C/(e)\,NOUN,remembrance,8,,
1012,;,;,4,1,20,Pnc,Pnc,,,PUNCT,;,9,,
1013,tost,tost,4,1,20,Adv,Adv,tôt,C/V\,ADV,tôt,10,,
1014,cunceut,cunceut,4,1,20,Vfin,Vfin,concevoir,C/V\.'C/V\,VERB,concevoir,10,,
1015,é,e,4,1,20,Crd,Crd,et,/V\,CCONJ,et,10,,
1016,out,out,4,1,20,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
1017,enfant,enfant,4,1,20,N,N,,/V\.'C/V\,NOUN,enfant,3,,
1018,.,.,4,1,20,Pnc,Pnc,,,PUNCT,.,9,,
1019,Graces,graces,4,1,20,N,N,,'C/V\.C/e\,NOUN,grâce,8,,
1020,rendit,rendit,4,1,20,Vfin,Vfin,rendre,C/V\.'C/V\,VERB,rendre,10,,
1021,a,a,4,1,20,Pre,Pre,à,/V\,ADP,à,10,,
1022,l',l',4,1,20,Det,Det,le,C/\,DET,le,10,,
1023,enfanter,enfanter,4,1,20,Vinf,Vinf,,/V\.C/V\.'C/V\,VERB,enfanter,8,,
1024,é,e,4,1,20,Crd,Crd,et,/V\,CCONJ,et,10,,
1025,Samuel,samuel,4,1,20,N,N,,C/V\.C/V\.'C/V\,PROPN,Samuel,8,,
1026,le,le,4,1,20,Prn,Prn$$,le,C/(e)\,PRON,le,10,,
1027,fist,fist,4,1,20,Vfin,Vfin,faire,C/V\,VERB,faire,10,,
1028,numer,numer,4,1,20,Vinf,Vinf,,C/V\.'C/V\,VERB,nommer,9,,
1029,.,.,4,1,20,Pnc,Pnc,,,PUNCT,.,9,,
1030,—,—,4,1,20,Pnc,Pnc,,,PUNCT,—,9,,
1031,Fedeil,fedeil,4,1,20,Adj,Adj,,C/V\.'C/V\,ADJ,féal,8,,
1032,Deu,deu,4,1,20,N,N,,C/V\,PROPN,Dieu,3,,
1033,",",",",4,1,20,Pnc,Pnc,,,PUNCT,",",9,,
1034,entend,entend,4,1,20,Vfin,Vfin,entendre,/V\.'C/V\,VERB,entendre,10,,
1035,l',l',4,1,20,Det,Det,le,C/\,DET,le,10,,
1036,estorie,estorie,4,1,20,N,N,,/V\.'C/V\./(e)\,NOUN,histoire,8,,
1037,.,.,4,1,20,Pnc,Pnc,,,PUNCT,.,9,,
1038,Ásez,asez,4,1,20,Adv,Adv,assez,/V\.'C/V\,ADV,assez,10,,
1039,est,est,4,1,20,Vfin,Vfin,être,/V\,VERB,être,10,,
1040,clére,clere,4,1,20,Adj,Adj,clair,'C/V\.C/(e)\,ADJ,clair,10,,
1041,",",",",4,1,20,Pnc,Pnc,,,PUNCT,",",9,,
1042,é,e,4,1,20,Crd,Crd,et,/V\,CCONJ,et,10,,
1043,semble,semble,4,1,20,Vfin,Vfin,sembler,'C/V\.C/(e)\,VERB,sembler,10,,
1044,nue,nue,4,1,20,Adj,Adj,nu,'C/V\./(e)\,ADJ,nu,10,,
1045,",",",",4,1,20,Pnc,Pnc,,,PUNCT,",",9,,
1046,mais,mais,4,1,20,Crd,Crd,mais,C/V\,CCONJ,mais,10,,
1047,pleine,pleine,4,1,20,Adj,Adj,plein,'C/V\.C/(e)\,ADJ,plein,10,,
1048,est,est,4,1,20,Vfin,Vfin,être,/V\,VERB,être,10,,
1049,de,de,4,1,20,Pre,Pre,de,C/(e)\,ADP,de,10,,
1050,sens,sens,4,1,20,N,N,,C/V\,NOUN,sens,8,,
1051,é,e,4,1,20,Crd,Crd,et,/V\,CCONJ,et,10,,
1052,de,de,4,1,20,Pre,Pre,de,C/(e)\,ADP,de,10,,
1053,meule,meule,4,1,20,N,N,,'C/V\.C/(e)\,NOUN,meule,6,,
1054,.,.,4,1,20,Pnc,Pnc,,,PUNCT,.,9,,
1055,L',l',4,1,20,Det,Det,le,C/\,DET,le,10,,
1056,estorie,estorie,4,1,20,N,N,,/V\.'C/V\./(e)\,NOUN,histoire,8,,
1057,est,est,4,1,20,Vfin,Vfin,être,/V\,VERB,être,10,,
1058,paille,paille,4,1,20,N,N,,'C/V\.C/(e)\,NOUN,paille,3,,
1059,",",",",4,1,20,Pnc,Pnc,,,PUNCT,",",9,,
1060,le,le,4,1,20,Det,Det,le,C/(e)\,DET,le,10,,
1061,sen,sen,4,1,20,N,N,,C/V\,NOUN,sens,3,,
1062,est,est,4,1,20,Vfin,Vfin,être,/V\,VERB,être,10,,
1063,grains,grains,4,1,20,N,N,,C/V\,NOUN,grain,9,,
1064,;,;,4,1,20,Pnc,Pnc,,,PUNCT,;,9,,
1065,le,le,4,1,20,Det,Det,le,C/(e)\,DET,le,10,,
1066,sen,sen,4,1,20,N,N,,C/V\,NOUN,sens,3,,
1067,est,est,4,1,20,Vfin,Vfin,être,/V\,VERB,être,10,,
1068,fruit,fruit,4,1,20,N,N,,C/V\,NOUN,fruit,8,,
1069,",",",",4,1,20,Pnc,Pnc,,,PUNCT,",",9,,
1070,l',l',4,1,20,Det,Det,le,C/\,DET,le,10,,
1071,estorie,estorie,4,1,20,N,N,,/V\.'C/V\./(e)\,NOUN,histoire,8,,
1072,raims,raims,4,1,20,N,N,,C/V\,PROPN|NOUN,raim|Reims|rain,-1,raim,DMF
1073,.,.,4,1,20,Pnc,Pnc,,,PUNCT,.,9,,
1074,Cist,cist,4,1,20,Dem,Dem,cist,C/V\,DET,cist,10,,
1075,livres,livres,4,1,20,N,N,,'C/V\.C/e\,NOUN,livre,8,,
1076,est,est,4,1,20,Vfin,Vfin,être,/V\,VERB,être,10,,
1077,cum,cum,4,1,20,Sub,Sub,comme,C/V\,SCONJ,comme,10,,
1078,armairie,armairie,4,1,20,N,N,,/V\.'C/V\./(e)\,PROPN|NOUN,UNKNOWN,-10,armoirie,DMF
1079,des,des,4,1,20,Pre+Det,Pre+Det,de.le,C/V\,ADP.DET,de.le,10,,
1080,secreiz,secreiz,4,1,20,Adj,Adj,,C/V\.'C/V\,ADJ,secret,8,,
1081,Deu,deu,4,1,20,N,N,,C/V\,PROPN,Dieu,3,,
1082,.,.,4,1,20,Pnc,Pnc,,,PUNCT,.,9,,
1083,Plein,plein,4,1,20,Adj,Adj,plein,C/V\,ADJ,plein,10,,
1084,est,est,4,1,20,Vfin,Vfin,être,/V\,VERB,être,10,,
1085,de,de,4,1,20,Pre,Pre,de,C/(e)\,ADP,de,10,,
1086,figure,figure,4,1,20,N,N,,C/V\.'C/V\.C/(e)\,NOUN,figure,8,,
1087,é,e,4,1,20,Crd,Crd,et,/V\,CCONJ,et,10,,
1088,de,de,4,1,20,Pre,Pre,de,C/(e)\,ADP,de,10,,
1089,signefiance,signefiance,4,1,20,N,N,,C/V\.C/e\.C/V\.'C/V\.C/(e)\,NOUN,signifiance,9,,
1090,.,.,4,1,20,Pnc,Pnc,,,PUNCT,.,9,,
1091,É,e,4,1,20,Crd,Crd,et,/V\,CCONJ,et,10,,
1092,voil,voil,4,1,20,Vfin,Vfin,vouloir,C/V\,VERB,vouloir,10,,
1093,íci,ici,4,1,20,Adv,Adv,ici,/V\.'C/V\,ADV,ici,10,,
1094,un,un,4,1,20,QIs,QIs,un,/V\,DET,un,10,,
1095,poi,poi,4,1,20,N,N,,C/V\,PROPN|NOUN,poix|Poi|peu,-1,peu,DMF
1096,tucher,tucher,4,1,20,Vfin,Vfin,,C/V\.'C/V\,VERB,toucher,0,,
1097,que,que,4,1,20,Sub,Sub,que,C/(e)\,SCONJ,que,10,,
1098,par,par,4,1,20,Pre,Pre,par,C/V\,ADP,par,10,,
1099,tut,tut,4,1,20,QIs,QIs,tout,C/V\,PRON,tout,10,,
1100,des,dés,4,1,20,Pre,Pre,dès,C/V\,ADP,dès,10,,
1101,ore,ore,4,1,20,N,N,,'/V\.C/(e)\,PROPN|NOUN,heure|ore,-1,heure,DMF
1102,le,le,4,1,20,Prn,Prn$$,le,C/(e)\,PRON,le,10,,
1103,tienges,tienges,4,1,20,Vfin,Vfin,tenir,'C/V\.C/e\,VERB,tenir,10,,
1104,chier,chier,4,1,20,Adj,Adj,cher,C/V\,ADJ,cher,10,,
1105,.,.,4,1,20,Pnc,Pnc,,,PUNCT,.,9,,
1106,Helchana,helchana,4,1,20,N,N,,/V\.C/V\.'C/V\,PROPN,Helchana,-10,Helcana,Name
1107,",",",",4,1,20,Pnc,Pnc,,,PUNCT,",",9,,
1108,çó,ço,4,1,20,Prn,Prn,ce,C/V\,PRON,ce,10,,
1109,est,est,4,1,20,Vfin,Vfin,être,/V\,VERB,être,10,,
1110,la,la,4,1,20,Det,Det,le,C/V\,DET,le,10,,
1111,possessiun,possessiun,4,1,20,N,N,,C/V\.C/V\.C/{V}\.'/V\,NOUN,possession,9,,
1112,Deu,deu,4,1,20,N,N,,C/V\,PROPN,Dieu,3,,
1113,",",",",4,1,20,Pnc,Pnc,,,PUNCT,",",9,,
1114,é,e,4,1,20,Crd,Crd,et,/V\,CCONJ,et,10,,
1115,signefie,signefie,4,1,20,Vfin,Vfin,,C/V\.C/e\.'C/V\./(e)\,VERB,signifier,9,,
1116,le,le,4,1,20,Det,Det,le,C/(e)\,DET,le,10,,
1117,fiz,fiz,4,1,20,N,N,,C/V\,NOUN,fils,8,,
1118,Deu,deu,4,1,20,N,N,,C/V\,PROPN,Dieu,3,,
1119,",",",",4,1,20,Pnc,Pnc,,,PUNCT,",",9,,
1120,ki,ki,4,1,20,Qux,Qux,qui,C/V\,PRON,qui,10,,
1121,dist,dist,4,1,20,Vfin,Vfin,dire,C/V\,VERB,dire,10,,
1122,de,de,4,1,20,Pre,Pre,de,C/(e)\,ADP,de,10,,
1123,sei,sei,4,1,20,Prn,Prn,soi,C/V\,PRON,soi,10,,
1124,:,:,4,1,20,Pnc,Pnc,,,PUNCT,:,9,,
1125,‘,‘,4,1,20,Pnc,Pnc,,,PUNCT,‘,9,,
1126,Deus,deus,4,1,20,N,N,,C/V\,PROPN,Dieu,3,,
1127,mis,mis,4,1,20,Det,Det,mon,C/V\,DET,mon,10,,
1128,peres,peres,4,1,20,N,N,,'C/V\.C/e\,NOUN,père,8,,
1129,me,me,4,1,20,Prn,Prn$$,me,C/(e)\,PRON,me,10,,
1130,tint,tint,4,1,20,Vfin,Vfin,tenir,C/V\,VERB,tenir,10,,
1131,en,en,4,1,20,Pre,Pre,en,/V\,ADP,en,10,,
1132,sa,sa,4,1,20,Det,Det,son4,C/V\,DET,son,10,,
1133,possessiun,possessiun,4,1,20,N,N,,C/V\.C/V\.C/{V}\.'/V\,NOUN,possession,9,,
1134,cume,cume,4,1,20,Sub,Sub,comme,'C/V\.C/(e)\,SCONJ,comme,10,,
1135,sun,sun,4,1,20,Det,Det,son4,C/V\,DET,son,10,,
1136,fiz,fiz,4,1,20,N,N,,C/V\,NOUN,fils,8,,
1137,al,al,4,1,20,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10,,
1138,cumencement,cumencement,4,1,20,N,N,,C/V\.C/V\.C/e\.'C/V\,NOUN,commencement,0,,
1139,de,de,4,1,20,Pre,Pre,de,C/(e)\,ADP,de,10,,
1140,ses,ses,4,1,20,Det,Det,son4,C/V\,DET,son,10,,
1141,véies,veies,4,1,20,N,N,,'C/V\./e\,NOUN,Véies,2,,
1142,é,e,4,1,20,Crd,Crd,et,/V\,CCONJ,et,10,,
1143,de,de,4,1,20,Pre,Pre,de,C/(e)\,ADP,de,10,,
1144,ses,ses,4,1,20,Det,Det,son4,C/V\,DET,son,10,,
1145,ovres,ovres,4,1,20,N,N,,'/V\.C/e\,NOUN,oeuvre,6,,
1146,’,’,4,1,20,Pnc,Pnc,,,PUNCT,’,9,,
1147,.,.,4,1,20,Pnc,Pnc,,,PUNCT,.,9,,
1148,Icist,icist,4,1,20,Dem,Dem,cist,/V\.'C/V\,DET,cist,10,,
1149,fiz,fiz,4,1,20,N,N,,C/V\,NOUN,fils,8,,
1150,Deu,deu,4,1,20,N,N,,C/V\,PROPN,Dieu,3,,
1151,ad,ad,4,1,20,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
1152,eüd,eüd,4,1,20,Vpp,Vpp,avoir,/(V)\.'/V\,VERB,avoir,10,,
1153,dous,dous,4,1,20,QIs,QIs,deux,C/V\,NUM,deux,10,,
1154,muillers,muillers,4,1,20,N,N,,C/V\.'C/V\,NOUN,moillier,0,,
1155,",",",",4,1,20,Pnc,Pnc,,,PUNCT,",",9,,
1156,si,si,4,1,20,Adv,Adv,si4,C/V\,ADV,si,10,,
1157,cume,cume,4,1,20,Sub,Sub,comme,'C/V\.C/(e)\,SCONJ,comme,10,,
1158,out,out,4,1,20,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
1159,Helchana,helchana,4,1,20,N,N,,/V\.C/V\.'C/V\,PROPN,Helchana,-10,Helcana,Name
1160,.,.,4,1,20,Pnc,Pnc,,,PUNCT,.,9,,
1161,La,la,4,1,20,Det,Det,le,C/V\,DET,le,10,,
1162,premiere,premiere,4,1,20,Adj,Adj,premier,C/V\.C/<V>\.'/V\.C/(e)\,ADJ,premier,10,,
1163,fud,fud,4,1,20,Vfin,Vfin,être,C/V\,VERB,être,10,,
1164,Synagoge,synagoge,4,1,20,N,N,,C/V\.C/V\.'C/V\.C/(e)\,NOUN,synagogue,9,,
1165,é,e,4,1,20,Crd,Crd,et,/V\,CCONJ,et,10,,
1166,Judaïsme,judaisme,4,1,20,N,N,,C/V\.C/V\.'C/V\.C/(e)\,NOUN,judasme,-10,judaïsme,DMF
1167,",",",",4,1,20,Pnc,Pnc,,,PUNCT,",",9,,
1168,é,e,4,1,20,Crd,Crd,et,/V\,CCONJ,et,10,,
1169,si,si,4,1,20,Adv,Adv,si4,C/V\,ADV,si,10,,
1170,la,la,4,1,20,Prn,Prn$$,le,C/V\,PRON,le,10,,
1171,signefia,signefia,4,1,20,Vfin,Vfin,,C/V\.C/e\.C/V\.'C/V\,VERB,signifier,9,,
1172,Fenenna,fenennä,4,1,20,N,N,,C/V\.'C/V\.C/(e)\,PROPN,Fenanna,-10,Phenenna,Name
1173,",",",",4,1,20,Pnc,Pnc,,,PUNCT,",",9,,
1174,ki,ki,4,1,20,Qux,Qux,qui,C/V\,PRON,qui,10,,
1175,mult,mult,4,1,20,QIs,QIs,moult,C/V\,ADV,moult,10,,
1176,eut,eut,4,1,20,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
1177,enfanz,enfanz,4,1,20,N,N,,/V\.'C/V\,NOUN,enfant,8,,
1178,.,.,4,1,20,Pnc,Pnc,,,PUNCT,.,9,,
1179,Ensement,ensement,4,1,20,Adv,Adv,ensement,/V\.C/e\.'C/V\,ADV,ensement,10,,
1180,la,la,4,1,20,Det,Det,le,C/V\,DET,le,10,,
1181,Synagoge,synagoge,4,1,20,N,N,,C/V\.C/V\.'C/V\.C/(e)\,NOUN,synagogue,9,,
1182,par,par,4,1,20,Pre,Pre,par,C/V\,ADP,par,10,,
1183,la,la,4,1,20,Det,Det,le,C/V\,DET,le,10,,
1184,lei,lei,4,1,20,N,N,,C/V\,NOUN,loi,3,,
1185,plusurs,plusurs,4,1,20,QIs,QIs,plusieurs,C/V\.'C/V\,PRON,plusieurs,10,,
1186,éngendrad,engendrad,4,1,20,Vfin,Vfin,,/V\.C/V\.'C/V\,VERB,engendrer,0,,
1187,",",",",4,1,20,Pnc,Pnc,,,PUNCT,",",9,,
1188,mais,mais,4,1,20,Crd,Crd,mais,C/V\,CCONJ,mais,10,,
1189,ore,ore,4,1,20,Adv,Adv,or2,'/V\.C/(e)\,ADV,or,10,,
1190,est,est,4,1,20,Vfin,Vfin,être,/V\,VERB,être,10,,
1191,baraigne,baraigne,4,1,20,N,N,,C/V\.'C/V\.C/(e)\,PROPN|NOUN,UNKNOWN,-10,behaing,DMF
1192,par,par,4,1,20,Pre,Pre,par,C/V\,ADP,par,10,,
1193,mescreance,mescreance,4,1,20,N,N,,C/V\.C/V\.'C/V\.C/(e)\,NOUN,mécréance,9,,
1194,dum,dum,4,1,20,Qux,Qux,dont,C/V\,PRON,dont,10,,
1195,ele,ele,4,1,20,Prn,Prn$,elle,'/V\.C/(e)\,PRON,elle,10,,
1196,forsvead,forsvead,4,1,20,Vfin,Vfin,fourvoyer,C/V\.C/V\.'C/V\,VERB,fourvoyer,10,,
1197,.,.,4,1,20,Pnc,Pnc,,,PUNCT,.,9,,
1198,L',l',4,1,20,Det,Det,le,C/\,DET,le,10,,
1199,autre,autre,4,1,20,Adj,Adj,autre,'/V\.C/(e)\,ADJ,autre,10,,
1200,muiller,muiller,4,1,20,N,N,,C/V\.'C/V\,NOUN,moillier,9,,
1201,al,al,4,1,20,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10,,
1202,fiz,fiz,4,1,20,N,N,,C/V\,NOUN,fils,8,,
1203,Deu,deu,4,1,20,N,N,,C/V\,PROPN,Dieu,3,,
1204,est,est,4,1,20,Vfin,Vfin,être,/V\,VERB,être,10,,
1205,Sainte,sainte,4,1,20,Adj,Adj,saint,'C/V\.C/(e)\,ADJ,saint,10,,
1206,Eglise,eglise,4,1,20,N,N,,/V\.'C/V\.C/(e)\,NOUN,église,8,,
1207,",",",",4,1,20,Pnc,Pnc,,,PUNCT,",",9,,
1208,é,e,4,1,20,Crd,Crd,et,/V\,CCONJ,et,10,,
1209,cele,cele,4,1,20,Dem,Dem,cil,'C/V\.C/(e)\,PRON,cil,10,,
1210,signefiad,signefiad,4,1,20,Vfin,Vfin,,C/V\.C/e\.C/V\.'C/V\,VERB,signifier,0,,
1211,Anna,annä,4,1,20,N,N,,'/V\.C/(e)\,PROPN,Anna,6,,
1212,",",",",4,1,20,Pnc,Pnc,,,PUNCT,",",9,,
1213,ki,ki,4,1,20,Qux,Qux,qui,C/V\,PRON,qui,10,,
1214,tart,tart,4,1,20,Adv,Adv,tard,C/V\,ADV,tard,10,,
1215,out,out,4,1,20,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
1216,enfant,enfant,4,1,20,N,N,,/V\.'C/V\,NOUN,enfant,3,,
1217,.,.,4,1,20,Pnc,Pnc,,,PUNCT,.,9,,
1218,É,e,4,1,20,Crd,Crd,et,/V\,CCONJ,et,10,,
1219,Anna,annä,4,1,20,N,N,,'/V\.C/(e)\,PROPN,Anna,6,,
1220,",",",",4,1,20,Pnc,Pnc,,,PUNCT,",",9,,
1221,çó,ço,4,1,20,Prn,Prn,ce,C/V\,PRON,ce,10,,
1222,est,est,4,1,20,Vfin,Vfin,être,/V\,VERB,être,10,,
1223,grace,grace,4,1,20,N,N,,'C/V\.C/(e)\,NOUN,grâce,8,,
1224,.,.,4,1,20,Pnc,Pnc,,,PUNCT,.,9,,
1225,Ensement,ensement,4,1,20,Adv,Adv,ensement,/V\.C/e\.'C/V\,ADV,ensement,10,,
1226,Seinte,seinte,4,1,20,Adj,Adj,saint,'C/V\.C/(e)\,ADJ,saint,10,,
1227,Eglise,eglise,4,1,20,N,N,,/V\.'C/V\.C/(e)\,NOUN,église,8,,
1228,tart,tart,4,1,20,Adv,Adv,tard,C/V\,ADV,tard,10,,
1229,enfantad,enfantad,4,1,20,Vfin,Vfin,,/V\.C/V\.'C/V\,VERB,enfanter,0,,
1230,jesque,jesque,4,1,20,PrA,PrA,jusque,'C/V\.C/(e)\,ADP|ADV,jusque,10,,
1231,li,li,4,1,20,Det,Det,le,C/V\,DET,le,10,,
1232,fiz,fiz,4,1,20,N,N,,C/V\,NOUN,fils,8,,
1233,Deu,deu,4,1,20,N,N,,C/V\,PROPN,Dieu,3,,
1234,par,par,4,1,20,Pre,Pre,par,C/V\,ADP,par,10,,
1235,grace,grace,4,1,20,N,N,,'C/V\.C/(e)\,NOUN,grâce,8,,
1236,a,a,4,1,20,Pre,Pre,à,/V\,ADP,à,10,,
1237,li,li,4,1,20,Prn,Prn,li,C/V\,PRON,li,10,,
1238,s',s',4,1,20,Prn,Prn$$,se,C/\,PRON,se,10,,
1239,acumpaigna,acumpaigna,4,1,20,Vfin,Vfin,,/V\.C/V\.C/V\.'C/V\,VERB,accompagner,0,,
1240,é,e,4,1,20,Crd,Crd,et,/V\,CCONJ,et,10,,
1241,par,par,4,1,20,Pre,Pre,par,C/V\,ADP,par,10,,
1242,sa,sa,4,1,20,Det,Det,son4,C/V\,DET,son,10,,
1243,mort,mort,4,1,20,N,N,,C/V\,NOUN,mort,3,,
1244,de,de,4,1,20,Pre,Pre,de,C/(e)\,ADP,de,10,,
1245,mort,mort,4,1,20,N,N,,C/V\,NOUN,mort,3,,
1246,rachatá,rachata,4,1,20,Vfin,Vfin,racheter,C/V\.C/V\.'C/V\,VERB,racheter,10,,
1247,",",",",4,1,20,Pnc,Pnc,,,PUNCT,",",9,,
1248,mundá,munda,4,1,20,Vfin,Vfin,,C/V\.'C/V\,VERB,monder,0,,
1249,par,par,4,1,20,Pre,Pre,par,C/V\,ADP,par,10,,
1250,baptesme,baptesme,4,1,20,N,N,,C/V\.'C/V\.C/(e)\,NOUN,baptême,8,,
1251,é,e,4,1,20,Crd,Crd,et,/V\,CCONJ,et,10,,
1252,sun,sun,4,1,20,Det,Det,son4,C/V\,DET,son,10,,
1253,Saint,saint,4,1,20,Adj,Adj,saint,C/V\,ADJ,saint,10,,
1254,Esperit,esperit,4,1,20,N,N,,/V\.C/e\.'C/V\,NOUN,esprit,8,,
1255,li,li,4,1,20,Prn,Prn$$,li,C/V\,PRON,li,10,,
1256,enveia,enveia,4,1,20,Vfin,Vfin,envoyer,/V\.C/V\.'C/V\,VERB,envoyer,10,,
1257,.,.,4,1,20,Pnc,Pnc,,,PUNCT,.,9,,
1258,Puis,puis,5,1,21,PrA,PrA,puis,C/V\,ADV,puis,10,,
1259,revint,revint,5,1,21,Vfin,Vfin,revenir,C/V\.'C/V\,VERB,revenir,10,,
1260,le,le,5,1,21,Det,Det,le,C/(e)\,DET,le,10,,
1261,serf,serf,5,1,21,N,N,,C/V\,NOUN,serf,3,,
1262,Deu,deu,5,1,21,N,N,,C/V\,PROPN,Dieu,3,,
1263,Helchana,helchana,5,1,21,N,N,,/V\.C/V\.'C/V\,PROPN,Helchana,-10,Helcana,Name
1264,od,od,5,1,21,Pre,Pre,o,/V\,ADP,o,10,,
1265,sa,sa,5,1,21,Det,Det,son4,C/V\,DET,son,10,,
1266,maigniéé,maigniee,5,1,21,N,N,,C/V\.'C/V\./(e)\,NOUN,maignié,-10,maisnie,DMF
1267,al,al,5,1,21,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10,,
1268,tabernacle,tabernacle,5,1,21,N,N,,C/V\.C/e\.'C/V\.C/(e)\,NOUN,tabernacle,9,,
1269,pur,pur,5,1,21,Pre,Pre,pour,C/V\,ADP,pour,10,,
1270,sacrefier,sacrefier,5,1,21,Vinf,Vinf,,C/V\.C/e\.C/V\.'C/V\,VERB,sacrifier,9,,
1271,é,e,5,1,21,Crd,Crd,et,/V\,CCONJ,et,10,,
1272,festivalment,festivalment,5,1,21,Adv,Adv,,C/V\.C/V\.C/V\.'C/V\,ADV,festivamment,6,,
1273,offrir,offrir,5,1,21,Vinf,Vinf,offrir,/V\.'C/V\,VERB,offrir,10,,
1274,é,e,5,1,21,Crd,Crd,et,/V\,CCONJ,et,10,,
1275,plenierement,plenierement,5,1,21,Adv,Adv,,C/V\.C/V\.C/e\.'C/V\,ADV,plénièrement,9,,
1276,ses,ses,5,1,21,Det,Det,son4,C/V\,DET,son,10,,
