wd_id,line_id,linewd,word,lex_id,pos_nca,textlineid,syntag,syntag2,lemma,syllabified,pos,lemma_ofl,lemma_score,Vorschlag_IR,Erklärung_IR
219,36,6,en,en,PRO:clit,45,Pre,Pre,en,/V\,ADP,en,10,,
220,36,7,sele,sele,NOM:obj:femi:sg,45,N,N,,'C/V\.C/(e)\,NOUN,selle,9,,
221,37,1,vestue,vestue,VER:pper:femi:sg,46,Vpp,Vpp,vêtir,C/V\.'C/V\./(e)\,VERB,vêtir,10,,
222,37,2,co,co,PRO,46,Prn,Prn,ce,C/V\,PRON,ce,10,,
223,37,3,a,a,VER:pres:3:sg,46,Vfin,Vfin,avoir,/V\,VERB,avoir,10,,
224,37,4,de,de,PRE,46,Pre,Pre,de,C/(e)\,ADP,de,10,,
225,37,5,mort,mort,NOM:obj:femi:sg,46,N,N,,C/V\,NOUN,mort,3,,
226,37,6,nuvele,nuvele,ADJ:obj:femi:sg,46,Adj,Adj,nouveau,C/V\.'C/V\.C/(e)\,ADJ,nouveau,10,,
227,38,1,eis,eis,ADV,47,NVP,NVP,es2,/V\,ADV,es,10,,
228,38,2,lur,lur,PRO:pers:dat:3:pl,47,Prn,Prn,leur,C/V\,PRON,leur,10,,
229,38,3,puinnan(ai)t,puinnant,VER:impf:3:sg,47,Vfin,Vfin,,C/V\.'C/V\,VERB,UNKNOWN,-10,poindre,DMF
230,38,4,tierri,tierri,NPR:obj:masc:sg,47,N,N,,C/V\.'C/V\,NOUN,Thiery,2,,
231,38,5,de,de,PRE,47,Pre,Pre,de,C/(e)\,ADP,de,10,,
232,38,6,termes,termes,NPR:obj:masc:sg,47,N,N,,'C/V\.C/e\,NOUN,terme,9,,
233,39,1,sur,sur,PRE,48,PrA,PrA,sur,C/V\,ADP,sur,10,,
234,39,2,un,un,DET:ndf:obj:masc:sg,48,QIs,QIs,un,/V\,DET,un,10,,
235,39,3,cheval,cheval,NOM:obj:masc:sg,48,N,N,,C/V\.'C/V\,NOUN,cheval,8,,
236,39,4,bai,bai,ADJ:obj:masc:sg,48,Adj,Adj,,C/V\,ADJ,bai,9,,
237,39,5,de,de,PRE,48,Pre,Pre,de,C/(e)\,ADP,de,10,,
238,39,6,chastele,chastele,NPR:obj:masc:sg,48,N,N,,C/V\.'C/V\.C/(e)\,NOUN,châtelle,-10,château,DMF
239,40,1,gesques,gesques,ADV,49,PrA,PrA,jusque,'C/V\.C/e\,ADP,jusque,10,,
240,40,2,al,al,PREDET:a:obj:masc:sg,49,Pre+Det,Pre+Det,à.le,/V\,ADP.DET,à.le,10,,
241,40,3,rei,rei,NOM:obj:masc:sg,49,N,N,,C/V\,NOUN,roi,8,,
242,40,4,gormund,gormund,NPR:obj:masc:sg,49,N,N,,C/V\.'C/V\,PROPN|NOUN,UNKNOWN,-10,Gormond,Gormond et Isembart - Wikipedia 
243,40,5,n,n,PRO:clit,49,Neg,Neg$$,ne,C/\,ADV,ne,10,,
244,40,6,areste,areste,VER:pres:3:sg,49,Vfin,Vfin,arrêter,/V\.'C/V\.C/(e)\,VERB,arrêter,10,,
245,41,1,si,si,PROCON,50,Adv,Adv,si4,C/V\,ADV,si,10,,
246,41,2,l,l,PRO:pers:obj:3:masc:sg:unb,50,Prn,Prn$$,le,C/\,PRON,le,10,,
247,41,3,fiert,fiert,VER:pres:3:sg,50,Vfin,Vfin,férir,C/V\,VERB,férir,10,,
