wd_id,line_id,linewd,word,lex_id,tag,old_wd_id,TT lemma,syntag,syntag2,lemma,textlineid,synfunc,syllabified
459,88,4,qui,qui,PROCON,1962,qui_S,Qux,Qux,qui,106006,,C/V\
460,88,5,Dieux,dieux,NOM,1963,dieu_+Z,N,N,,106006,,C/V\
461,88,6,et,et,CON:coord,1964,et_S,Crd,Crd,et,106006,,/V\
462,88,7,Nature,nature,NOM,1965,nature_+IT,N,N,,106007,,C/V\.'C/V\.C/(e)\
463,89,1,d',d',PRE,1978,de_+S,Pre,Pre,de,106008,,C/\
464,89,2,estude,estude,NOM,1979,estuide_+T,N,N,,106008,,/V\.'C/V\.C/(e)\
465,89,3,",",",",PON,1980,",",Pnc,Pnc,,106008,,
466,89,4,aprestre,aprestre,VER,1981,<unknown>,Vfin,Vfin,,106008,,/V\.'C/V\.C/(e)\
467,89,5,parchemin,parchemin,NOM,1982,parchemin_+T,N,N,,106008,,C/V\.C/e\.'C/V\
468,90,1,si,si,ADV,2047,si_+IT,Adv,Adv,si4,106013,,C/V\
469,90,2,commenceray,commenceray,VER,2048,comencier|commencer_*+M|M,Vfin,Vfin,commencer,106013,,C/V\.C/V\.C/e\.'C/V\
470,90,3,a,a,PRE,2049,a_S,Pre,Pre,à,106013,,/V\
471,90,4,l',l',DET:def,2050,le_S,Det,Det,le,106013,,C/\
472,90,5,introite,introite,NOM,2051,intröite_+Td,N,N,,106013,,/V\.'C/V\.C/(e)\
473,91,1,es,es,PREDET:en,2071,en1+le_S,Pre+Det,Pre+Det,en1+le,106015,,/V\
474,91,2,habitacions,habitacions,NOM,2072,<nolem>,N,N,,106015,,/V\.C/V\.C/V\.C/{V}\.'/V\
475,91,3,aisiees,aisiees,VER,2073,<unknown>,Vpp,Vpp,,106015,,/V\.'C/V\./e\
476,92,1,des,des,PREDET:de,2091,de+le_S,Pre+Det,Pre+Det,de+le,106017,,C/V\
477,92,2,fremis,fremis,VER,2092,fremir_*+M,N,N,,106017,,C/V\.'C/V\
478,92,3,chevauchant,chevauchant,VER,2093,chevauchier_+I,Vprs,Vprs,chevaucher,106017,,C/V\.C/V\.'C/V\
479,92,4,chevaulz,chevaulz,VER,2094,<unknown>,N,N,,106017,,C/V\.'C/V\
480,93,1,furent,furent,VER,2102,estre1|estre_+I|CMI,Vfin,Vfin,être1|ester,106018,,'C/V\.C/e\
481,93,2,par,par,PRE,2103,par_S,Pre,Pre,par1,106018,,C/V\
482,93,3,l',l',DET:def,2104,le_S,Det,Det,le,106018,,C/\
483,93,4,escu,escu,NOM,2105,escu_+IT,N,N,,106018,,/V\.'C/V\
484,93,5,de,de,PRE,2106,de_+S,Pre,Pre,de,106018,,C/(e)\
485,93,6,Barat,barat,NOM,2107,barat_+CIT,N,N,,106018,,C/V\.'C/V\
486,94,1,de,de,PRE,2106,de_+S,Pre,Pre,de,106018,,C/(e)\
487,94,2,Barat,barat,NOM,2107,barat_+CIT,N,N,,106018,,C/V\.'C/V\
488,94,3,en,en,PRE,2108,en1_+S,Pre,Pre,en1,106018,,/V\
489,94,4,la,la,DET:def,2109,le_S,Det,Det,le,106018,,C/V\
490,94,5,fin,fin,ADJ,2110,fin2|fin_+IT|I,N,N,,106018,,C/V\
491,94,6,vainqueurs,vainqueurs,NOM,2111,<nolem>,N,N,,106018,a,C/V\.'C/V\
492,95,1,selon,selon,PRE,2128,selonc_S,PrA,PrA,selon,106020,,C/V\.'C/V\
493,95,2,les,les,DET:def,2129,le_S,Det,Det,le,106020,,C/V\
494,95,3,chançons,chançons,NOM,2130,chançon_+I,N,N,,106020,,C/V\.'C/V\
495,95,4,des,des,PREDET:de,2131,de+le_S,Pre+Det,Pre+Det,de+le,106020,,C/V\
496,95,5,poetes,poetes,NOM,2132,pöete_*+Td,N,N,,106020,,C/V\.'C/V\.C/e\
497,96,1,duquel,duquel,NOM,2140,<unknown>,Pre+Dem,Pre+Dem,de+ledit,106021,,C/V\.'C/V\
498,96,2,la,la,DET:def,2141,le_S,Det,Det,le,106021,,C/V\
499,96,3,haultece,haultece,NOM,2142,<unknown>,N,N,,106021,,C/V\.'C/V\.C/(e)\
500,96,4,de,de,PRE,2143,de_+S,Pre,Pre,de,106021,,C/(e)\
501,96,5,l',l',DET:def,2144,le_S,Det,Det,le,106021,,C/\
502,96,6,ombre,ombre,NOM,2145,ombre_+IT,N,N,,106021,,'/V\.C/(e)\
