wd_id,line_id,linewd,word,lex_id,tag,old_wd_id,para_id,syntag,syntag2,lemma,lemma_auto,NCA_src,boundary,synfunc,NCA_taggerpos,NCA_sent,syllabified
456,70,2,vous,vous,PRO:pers:2:pl,1922,36,Prn,Prn$,2pp,ous2|vos1,T|S,"[('SubVfin', ''), ('Prn', 's'), ('Vfin', '')]",s,PRO:pers,105,C/V\
457,70,3,estes,estes,VER:pres:2:pl,1923,36,Vfin,Vfin,être1|ester,ester|estre1,+M|+I,"[('SubVfin', ''), ('Vfin', ''), ('NGrp', 'a')]",,VER,105,'/V\.C/e\
458,70,4,plus,plus,ADV,1924,36,Adv,Adv,plus,plus,CI,"[('NGrp', ''), ('Adv', ''), ('Adv', '')]",,ADV,105,C/V\
459,70,5,noblement,noblement,ADV,1925,36,Adv,Adv,,noblement,Z,"[('NGrp', 'a'), ('NGrp', ''), ('Vpp', '')]",,ADV,105,C/V\.C/e\.'C/V\
460,71,1,et,et,CON:coord,1950,36,Crd,Crd,et,et,ST,"[('VfinGrp', ''), ('Crd', ''), ('Prn', 's')]",,CON:coord,107,/V\
461,71,2,je,je,PRO:pers:suj:1:sg:unb,1951,36,Prn,Prn$,1ps,je,CIST,"[('VfinGrp', ''), ('Prn', 's'), ('Prn', '')]",s,PRO:pers,107,C/(e)\
462,71,3,li,li,PRO:pers:suj:3:masc:sg:bet,1952,36,Prn,Prn$$,3p,ele|il,C|CIST,"[('VfinGrp', ''), ('Prn', ''), ('Vfin', '')]",,PRO:pers,107,C/V\
463,71,4,diz,diz,VER:simp:1:sg,1953,36,Vfin,Vfin,dire,dire,+CMI,#,,VER,107,C/V\
464,71,5,:,:,PON,1954,36,Pnc,Pnc,,:,,,,PON,107,
465,71,6,',',PON:cit,1955,36,Pnc,Pnc,,QUOTES,,,,PON:cit,107,
466,71,7,mestre,mestre,NOM:suj:masc:sg,1956,36,N,N,,maistre,CI,"[('NGrp', ''), ('N', ''), ('N', '')]",,NOM,107,'C/V\.C/(e)\
467,71,8,robert,robert,NPR:suj:masc:sg,1957,36,N,N,,robert,C|Z,"[('VfinGrp', ''), ('NGrp', ''), ('VfinGrp', 'par')]",,NPR,107,C/V\.'C/V\
468,72,1,me,me,PRO:pers:obj:1:sg:unb,1982,36,Prn,Prn$$,1ps,je|moi,IS|T,"[('VfinGrp', '+'), ('Prn', ''), ('Vfin', '')]",,PRO:pers,107,C/(e)\
469,72,2,lessa,lessa,VER:simp:3:sg,1983,36,Vfin,Vfin,laisser,laissier,+CI,"[('VfinGrp', '+'), ('Vfin', ''), ('NGrp', 's')]",,VER,107,C/V\.'C/V\
470,72,3,mon,mon,DET:poss:suj:masc:sg,1984,36,Det,Det,mon1,mon1|mon,S|C,"[('NGrp', 's'), ('Det', ''), ('N', '')]",,DET:poss,107,C/V\
471,72,4,pere,pere,NOM:suj:masc:sg,1985,36,N,N,,paire|pere1|piere,+T|+T|+T,"[('NGrp', 's'), ('N', ''), ('NGrp', '&')]",,NOM,107,'C/V\.C/(e)\
472,72,5,et,et,CON:coord,1986,36,Crd,Crd,et,et,ST,"[('NGrp', '&'), ('Crd', ''), ('Det', '')]",,CON:coord,107,/V\
473,72,6,ma,ma,DET:poss:suj:femi:sg,1987,36,Det,Det,mon1,mon1|mon,S|C,"[('NGrp', '&'), ('Det', ''), ('N', '')]",,DET:poss,107,C/V\
474,72,7,mere,mere,NOM:suj:femi:sg,1988,36,N,N,,mere,+CIT,#,,NOM,107,'C/V\.C/(e)\
475,73,1,car,car,CON:coord,1996,36,Crd,Crd,car,car,ST,"[('VfinGrp', '+'), ('Crd', ''), ('Prn', 's')]",,CON:coord,108,C/V\
476,73,2,vous,vous,PRO:pers:2:pl,1997,36,Prn,Prn$,2pp,ous2|vos1,T|S,"[('VfinGrp', '+'), ('Prn', 's'), ('Vfin', '')]",s,PRO:pers,108,C/V\
477,73,3,estes,estes,VER:pres:2:pl,1998,36,Vfin,Vfin,être1|ester,ester|estre1,+M|+I,"[('VfinGrp', '+'), ('Vfin', ''), ('NGrp', 'a')]",,VER,108,'/V\.C/e\
478,73,4,filz,filz,NOM:suj:masc:sg,1999,36,N,N,,fil1|fil2|fils2,+I|+IT|+T,"[('NGrp', 'a'), ('N', ''), ('PreAdj', '')]",,NOM,108,C/V\
479,73,5,de,de,PRE,2000,36,Pre,Pre,de,de,+CIST,"[('PreAdj', ''), ('Pre', ''), ('Adj', '')]",,PRE,108,C/(e)\
480,73,6,vilain,vilain,ADJ:obj:masc:sg,2001,36,Adj,Adj,vilain,vilain,IT,"[('PreAdj', ''), ('Adj', ''), ('PreAdj', '&')]",,NOM,108,C/V\.'C/V\
481,74,1,de,de,PRE,2038,36,Pre,Pre,de,de,+CIST,"[('PreN', ''), ('Pre', ''), ('Det', '')]",,PRE,109,C/(e)\
482,74,2,son,son,DET:poss:obj:masc:sg,2039,36,Det,Det,son4,son4|son,S|C,"[('PreN', ''), ('Det', ''), ('N', '')]",,DET:poss,109,C/V\
483,74,3,seurcot,seurcot,NOM:obj:masc:sg,2040,36,N,N,,sorcot,+T,"[('PreN', ''), ('N', ''), ('PreN', '&')]",,NOM,109,C/V\.'C/V\
484,74,4,et,et,CON:coord,2041,36,Crd,Crd,et,et,ST,"[('PreN', '&'), ('Crd', ''), ('Pre+Det', '')]",,CON:coord,109,/V\
485,74,5,du,du,PREDET:de:obj:masc:sg,2042,36,Pre+Det,Pre+Det,de+le,de+le|le,S|C,"[('PreN', '&'), ('Pre+Det', ''), ('N', '')]",,PREDET:de,109,C/V\
486,74,6,seurcot,seurcot,NOM:obj:masc:sg,2043,36,N,N,,sorcot,+T,"[('PreN', '&'), ('N', ''), ('NGrp', 'o')]",,NOM,109,C/V\.'C/V\
487,75,1,or,or,ADV,2052,36,Adv,Adv,or2,or4|or,+IT|CI,"[('VfinGrp', ''), ('Adv', ''), ('Vfin', '')]",,ADV,109,/V\
488,75,2,esgardez,esgardez,VER:impe:2:pl,2053,36,Vfin,Vfin,égarder,esgarder,+I,"[('VfinGrp', ''), ('Vfin', ''), ('SubVfin', 'c')]",,VER,109,/V\.C/V\.'C/V\
489,75,3,se,se,PROCON,2054,36,Sub,Sub,si3,se,C,"[('SubVfin', 'c'), ('Sub', ''), ('Prn', 's')]",,PROCON,109,C/(e)\
490,75,4,je,je,PRO:pers:suj:1:sg:unb,2055,36,Prn,Prn$,1ps,je,CIST,"[('SubVfin', 'c'), ('Prn', 's'), ('Vfin', '')]",s,PRO:pers,109,C/(e)\
491,75,5,diz,diz,VER:simp:1:sg,2056,36,Vfin,Vfin,dire,dire,+CMI,"[('SubVfin', 'c'), ('Vfin', ''), ('Adj', 'c')]",,VER,109,C/V\
492,75,6,voir,voir,ADJ:obj:masc:sg,2057,36,Adj,Adj,voir2,voir,+IT,#,c,ADJ,109,C/V\
493,76,1,qui,qui,PROCON,2096,37,Qux,Qux,qui,qui,CST,"[('SubVfin', ''), ('Sub', 's'), ('Adv', '')]",s,PROCON,111,C/V\
494,76,2,ore,ore,ADV,2097,37,Adv,Adv,or2,or4|or,+IT|I,"[('SubVfin', ''), ('Adv', ''), ('Vfin', '')]",,ADV,111,'/V\.C/(e)\
495,76,3,est,est,VER:pres:3:sg,2098,37,Vfin,Vfin,être1|ester,ester|estre1,+M|+I,"[('NGrp', 'c'), ('NGrp', ''), ('NGrp', '&')]",,VER,111,/V\
496,76,4,",",",",PON,2099,37,Pnc,Pnc,,",",,,,PON,111,
497,76,5,et,et,CON:coord,2100,37,Crd,Crd,et,et,ST,"[('NGrp', '&'), ('Crd', ''), ('NGrp', '')]",,CON:coord,111,/V\
498,76,6,le,le,DET:def:obj:masc:sg,2101,37,Det,Det,le,le,CST,"[('NGrp', ''), ('Det', ''), ('N', '')]",,DET:def,111,C/(e)\
499,76,7,roy,roy,NOM:obj:masc:sg,2102,37,N,N,,roi,C,"[('NGrp', '&'), ('NGrp', ''), ('N', '')]",,NOM,111,C/V\
500,76,8,tybaut,tybaut,NPR:obj:masc:sg,2103,37,N,N,,thibaut,*Z,#,,NPR,111,C/V\.'C/V\
501,77,1,et,et,CON:coord,2114,37,Crd,Crd,et,et,ST,"[('VfinGrp', '&'), ('Crd', ''), ('Vfin', '')]",,CON:coord,112,/V\
502,77,2,mist,mist,VER:simp:3:sg,2115,37,Vfin,Vfin,mettre,manoir|metre|mettre,M|CIM|M,"[('VfinGrp', '&'), ('Vfin', ''), ('NGrp', 'c')]",,VER,112,C/V\
503,77,3,la,la,DET:def:obj:femi:sg,2116,37,Det,Det,le,le,CST,"[('NGrp', 'c'), ('Det', ''), ('N', '')]",,DET:def,112,C/V\
504,77,4,main,main,NOM:obj:femi:sg,2117,37,N,N,,main2|main3,+IT|+T,"[('VfinGrp', '&'), ('NGrp', 'c'), ('PreN', '')]",,NOM,112,C/V\
505,77,5,a,a,PRE,2118,37,Pre,Pre,à,a3|a,+T|CGIS,"[('PreN', ''), ('Pre', ''), ('N', '')]",,PRE,112,/V\
506,77,6,terre,terre,NOM:obj:femi:sg,2119,37,N,N,,terre,+CIT,"[('VfinGrp', ''), ('VfinGrp', '&'), ('VfinGrp', '&')]",,NOM,112,'C/V\.C/(e)\
507,77,7,",",",",PON,2120,37,Pnc,Pnc,,",",,,,PON,112,
508,77,8,et,et,CON:coord,2121,37,Crd,Crd,et,et,ST,"[('VfinGrp', '&'), ('Crd', ''), ('Vfin', '')]",,CON:coord,112,/V\
509,77,9,dist,dist,VER:simp:3:sg,2122,37,Vfin,Vfin,dire,dire,+CMI,#,,VER,112,C/V\
510,78,1,si,si,PROCON,2157,37,Adv,Adv,si4,si,C,"[('AdvPrePrn', ''), ('Adv', ''), ('Adv', '')]",,PROCON,112,C/V\
511,78,2,pres,pres,ADV,2158,37,PrA,PrA,près,près,IId,"[('AdvPrePrn', ''), ('Adv', ''), ('PrePrn', '')]",,ADV,112,C/V\
512,78,3,de,de,PRE,2159,37,Pre,Pre,de,de,+CIST,"[('PrePrn', ''), ('Pre', ''), ('Prn', '')]",,PRE,112,C/(e)\
513,78,4,vous,vous,PRO:pers:2:pl,2160,37,Prn,Prn,2pp,ous2|vos1,T|S,#,,PRO:pers,112,C/V\
514,78,5,"""","""",PON:cit,2161,37,Pnc,Pnc,,QUOTED,,,,PON:cit,112,
515,78,6,.,.,PON,2162,37,Pnc,Pnc,,.,,,,PON,112,
516,78,7,et,et,CON:coord,2163,37,Crd,Crd,et,et,ST,"[('VfinGrp', ''), ('Crd', ''), ('Prn', 's')]",,CON:coord,113,/V\
517,78,8,il,il,PRO:pers:suj:3:masc:sg:unb,2164,37,Prn,Prn$,3p,il,CIST,"[('VfinGrp', ''), ('Prn', 's'), ('Prn', '')]",s,PRO:pers,113,/V\
518,78,9,me,me,PRO:pers:obj:1:sg:unb,2165,37,Prn,Prn$$,1ps,je|moi,IS|T,"[('VfinGrp', ''), ('Prn', ''), ('Vfin', '')]",,PRO:pers,113,C/(e)\
519,78,10,dist,dist,VER:simp:3:sg,2166,37,Vfin,Vfin,dire,dire,+CMI,#,,VER,113,C/V\
520,79,1,et,et,CON:coord,2219,37,Crd,Crd,et,et,ST,"[('VfinGrp', '&'), ('Crd', ''), ('Adv', '')]",,CON:coord,115,/V\
521,79,2,n,n,PRO:clit,2220,37,Neg,Neg$$,ne1,en2|ne,S|C,"[('VfinGrp', '&'), ('Adv', ''), ('Vfin', '')]",,PRO:clit,115,C/\
522,79,3,avez,avez,VER:pres:2:pl,2221,37,Vfin,Vfin,avoir1,avoir,+IM,"[('VfinGrp', '&'), ('Vfin', ''), ('Vpp', '')]",,VER,115,/V\.'C/V\
523,79,4,fait,fait,VER:pper:masc:sg,2222,37,Vpp,Vpp,faire,faire|farre,+CMI|M,"[('VfinGrp', '&'), ('Vpp', ''), ('PreN', '')]",,VER,115,C/V\
524,79,5,au,au,PREDET:a:obj:masc:sg,2223,37,Pre+Det,Pre+Det,à+le,a+le|le,S|C,"[('PreN', ''), ('Pre+Det', ''), ('Adj', '')]",,PREDET:a,115,/V\
525,79,6,premier,premier,ADJ:ord:obj:masc:sg,2224,37,Adj,Adj,premier1,premier,C,"[('PreN', ''), ('Adj', ''), ('N', '')]",,ADJ:ord,115,C/V\.C/<V>\.'/V\
526,79,7,coup,coup,NOM:obj:masc:sg,2225,37,N,N,,coup1|coup2,+IT|+T,"[('VfinGrp', '&'), ('PreN', ''), ('PrnSubVfin', 'c')]",,NOM,115,C/V\
527,80,1,mestre,mestre,NOM:obj:masc:sg,2273,38,N,N,,maistre,CI,"[('NGrp', 'c'), ('N', ''), ('N', '')]",,NOM,117,'C/V\.C/(e)\
528,80,2,robert,robert,NPR:obj:masc:sg,2274,38,N,N,,robert,C|Z,"[('SubVfin', ''), ('NGrp', 'c'), ('PrePrn', '')]",,NPR,117,C/V\.'C/V\
529,80,3,encontre,encontre,PRE,2275,38,PrA,PrA,encontre2,encontre1|encontre,IST|CI,"[('PrePrn', ''), ('Pre', ''), ('Prn', '')]",,PRE,117,/V\.'C/V\.C/(e)\
530,80,4,moy,moy,PRO:pers:obj:1:sg:bet,2276,38,Prn,Prn,1ps,je,S,#,,PRO:pers,117,C/V\
531,81,1,on,on,PRO:invar,2358,38,Prn,Prn$,on,on,CS,"[('VfinGrp', ''), ('Prn', 's'), ('Prn', '')]",s,PRO:invar,120,/V\
532,81,2,se,se,PROCON,2359,38,Prn,Prn$$,soi,se,C,"[('VfinGrp', ''), ('Prn', ''), ('Vfin', '')]",,PROCON,120,C/(e)\
533,81,3,doit,doit,VER:pres:3:sg,2360,38,Vfin,Vfin,devoir2,devoir|dire,+CMI|+M,"[('VfinGrp', ''), ('Vfin', ''), ('VinfGrp', 'c')]",,VER,120,C/V\
534,81,4,assemer,assemer,VER:infi,2361,38,Vinf,Vinf,,acesmer,*+M,"[('VinfGrp', 'c'), ('Vinf', ''), ('PreN', '')]",,VER,120,/V\.C/e\.'C/V\
535,81,5,en,en,PRE,2362,38,Pre,Pre,en1,en1|en,+IST|CI,"[('PreN', ''), ('Pre', ''), ('N', '')]",,PRE,120,/V\
536,81,6,robes,robes,NOM:obj:femi:pl,2363,38,N,N,,robe,+I,"[('PreN', ''), ('N', ''), ('PreN', '&')]",,NOM,120,'C/V\.C/e\
537,82,1,et,et,CON:coord,2364,38,Crd,Crd,et,et,ST,"[('PreN', '&'), ('Crd', ''), ('Pre', '')]",,CON:coord,120,/V\
538,82,2,en,en,PRE,2365,38,Pre,Pre,en1,en1|en,+IST|CI,"[('PreN', '&'), ('Pre', ''), ('N', '')]",,PRE,120,/V\
539,82,3,armes,armes,NOM:obj:femi:pl,2366,38,N,N,,ame|arme,+C|+I,"[('VinfGrp', 'c'), ('PreN', ''), ('PreN', '')]",,NOM,120,'/V\.C/e\
540,82,4,en,en,PRE,2367,38,Pre,Pre,en1,en1|en,+IST|CI,"[('PreN', ''), ('Pre', ''), ('Adj', '')]",,PRE,120,/V\
541,82,5,tel,tel,ADJ:obj:femi:sg,2368,38,Adj,Adj,tel,tel,+CIT,"[('PreN', ''), ('Adj', ''), ('N', '')]",,ADJ,120,C/V\
542,82,6,maniere,maniere,NOM:obj:femi:sg,2369,38,N,N,,maniere,+CIT,"[('PreN', ''), ('N', ''), ('SubVfin', '')]",,NOM,120,C/V\.'C/V\.C/(e)\
543,83,1,ne,ne,PRO:clit,2376,38,Neg,Neg$$,ne1,en2|ne,S|C,"[('SubVfin', ''), ('Adv', ''), ('Vfin', '')]",,PRO:clit,120,C/(e)\
544,83,2,dient,dient,VER:subp:3:pl,2377,38,Vfin,Vfin,dire,dire,+CMIIdMd,"[('SubVfin', ''), ('Vfin', ''), ('SubVfin', 'c')]",,VER,120,'C/V\./e\
545,83,3,que,que,PROCON,2378,38,Sub,Sub,que,que2|que3|que,T|S|C,"[('SubVfin', 'c'), ('Sub', ''), ('Prn', 's')]",,PROCON,120,C/(e)\
546,83,4,on,on,PRO:invar,2379,38,Prn,Prn$,on,on,CS,"[('SubVfin', 'c'), ('Prn', 's'), ('Prn', '')]",s,PRO:invar,120,/V\
547,83,5,en,en,PRO:clit,2380,38,Prn,Prn$$,en2,en2|en,S|C,"[('SubVfin', 'c'), ('Prn', ''), ('Vfin', '')]",,PRO:clit,120,/V\
548,83,6,face,face,VER:subp:3:sg,2381,38,Vfin,Vfin,faire,faire|farre|feire,+CMI|M|M,"[('SubVfin', 'c'), ('Vfin', ''), ('Adv', '')]",,VER,120,'C/V\.C/(e)\
549,83,7,trop,trop,ADV,2382,38,Adv,Adv,trop,trop,+IT,"[('SubVfin', ''), ('SubVfin', 'c'), ('VfinGrp', '&')]",,ADV,120,C/V\
550,84,1,ne,ne,PROCON,2384,38,Crd,Crd,ne2,ni,C,"[('VfinGrp', '&'), ('Crd', ''), ('NGrp', 's')]",,PROCON,120,C/(e)\
551,84,2,les,les,DET:def:suj:femi:pl,2385,38,Det,Det,le,le,CST,"[('NGrp', 's'), ('Det', ''), ('Adj', '')]",,DET:def,120,C/V\
552,84,3,joenes,joenes,ADJ:suj:femi:pl,2386,38,Adj,Adj,,juene,*T,"[('NGrp', 's'), ('Adj', ''), ('N', '')]",,ADJ,120,'C/V\.C/e\
553,84,4,gens,gens,NOM:suj:femi:pl,2387,38,N,N,,gent1|giens,+I|+T,"[('NGrp', 's'), ('N', ''), ('PreN', '')]",,NOM,120,C/V\
554,84,5,de,de,PRE,2388,38,Pre,Pre,de,de,+CIST,"[('PreN', ''), ('Pre', ''), ('Det', '')]",,PRE,120,C/(e)\
555,84,6,cest,cest,DET:demo:obj:masc:sg,2389,38,Dem,Dem,cist,cest,CS,"[('PreN', ''), ('Det', ''), ('N', '')]",,DET:demo,120,C/V\
556,84,7,siecle,siecle,NOM:obj:masc:sg,2390,38,N,N,,seule|siecle,+T|+IT,"[('VfinGrp', '&'), ('NGrp', 's'), ('Adv', '')]",,NOM,120,'C/V\.C/(e)\
557,85,1,ne,ne,PRO:clit,2391,38,Neg,Neg$$,ne1,en2|ne,S|C,"[('VfinGrp', '&'), ('Adv', ''), ('Vfin', '')]",,PRO:clit,120,C/(e)\
558,85,2,dient,dient,VER:subp:3:pl,2392,38,Vfin,Vfin,dire,dire,+CMIIdMd,"[('VfinGrp', '&'), ('Vfin', ''), ('SubVfin', 'c')]",,VER,120,'C/V\./e\
559,85,3,que,que,PROCON,2393,38,Sub,Sub,que,que2|que3|que,T|S|C,"[('SubVfin', 'c'), ('Sub', ''), ('Prn', 's')]",,PROCON,120,C/(e)\
560,85,4,en,en,PRO:invar,2394,38,Prn,Prn$,on,en2|en,S|C,"[('SubVfin', 'c'), ('Prn', 's'), ('Prn', '')]",s,PRO:clit,120,/V\
561,85,5,en,en,PRO:clit,2395,38,Prn,Prn$$,en2,en2|en,S|C,"[('SubVfin', 'c'), ('Prn', ''), ('Vfin', '')]",,PRO:clit,120,/V\
562,85,6,face,face,VER:subp:3:sg,2396,38,Vfin,Vfin,faire,faire|farre|feire,+CMI|M|M,"[('SubVfin', 'c'), ('Vfin', ''), ('Adv', '')]",,VER,120,'C/V\.C/(e)\
563,85,7,pou,pou,ADV,2397,38,Adv,Adv,peu,poi,*I,#,,ADV,120,C/V\
564,86,1,hurta,hurta,VER:simp:3:sg,2424,39,Vfin,Vfin,,hurter,+IM,"[('SubVfin', 'c'), ('Vfin', ''), ('PreN', '')]",,VER,122,C/V\.'C/V\
565,86,2,devant,devant,PRE,2425,39,PrA,PrA,devant,devant,IST,"[('PreN', ''), ('Pre', ''), ('Det', '')]",,PRE,122,C/V\.'C/V\
566,86,3,l,l',DET:def:obj:femi:sg,2426,39,Det,Det,le,le,CS,"[('PreN', ''), ('Det', ''), ('N', '')]",,DET:def,122,C/\
567,86,4,ille,ille,NOM:obj:femi:sg,2427,39,N,N,,isle,+T,"[('PreN', ''), ('N', ''), ('PreN', '')]",,NOM,122,'/V\.C/(e)\
568,86,5,de,de,PRE,2428,39,Pre,Pre,de,de,+CIST,"[('PreN', ''), ('Pre', ''), ('N', '')]",,PRE,122,C/(e)\
569,86,6,cypre,cypre,NPR:obj:femi:sg,2429,39,N,N,,chypre,Z,"[('SubVfin', 'c'), ('PreN', ''), ('PreN', '')]",,NPR,122,'C/V\.C/(e)\
570,87,1,par,par,PRE,2430,39,Pre,Pre,par1,par,CIS,"[('PreN', ''), ('Pre', ''), ('Det', '')]",,PRE,122,C/V\
571,87,2,un,un,DET:ndf:obj:masc:sg,2431,39,QIs,QIs,un,un,CS,"[('PreN', ''), ('Det', ''), ('N', '')]",,DET:ndf,122,/V\
572,87,3,vent,vent,NOM:obj:masc:sg,2432,39,N,N,,vent,+IT,"[('PreN', ''), ('N', ''), ('SubVfin', '')]",,NOM,122,C/V\
573,87,4,qui,qui,PROCON,2433,39,Qux,Qux,qui,qui,CST,"[('SubVfin', ''), ('Sub', 's'), ('Vfin', '')]",s,PROCON,122,C/V\
574,87,5,a,a,VER:pres:3:sg,2434,39,Vfin,Vfin,avoir1,a3|a,+T|CGIS,"[('SubVfin', ''), ('Vfin', ''), ('N', 'c')]",,PRE,122,/V\
575,87,6,non,non,NOM:obj:masc:sg,2435,39,N,N,,nom,+CIT,"[('SubVfin', ''), ('N', 'c'), ('N', 'a')]",c,NOM,122,C/V\
576,87,7,guerbin,guerbin,NPR:obj:masc:sg,2436,39,N,N,,UNKNOWN,,"[('PreN', ''), ('SubVfin', ''), ('SubVfin', '')]",a,NPR,122,C/V\.'C/V\
577,88,1,et,et,CON:coord,2447,39,Crd,Crd,et,et,ST,"[('VfinGrp', ''), ('Crd', ''), ('PreN', '')]",,CON:coord,123,/V\
578,88,2,de,de,PRE,2448,39,Pre,Pre,de,de,+CIST,"[('PreN', ''), ('Pre', ''), ('Det', '')]",,PRE,123,C/(e)\
579,88,3,ce,ce,DET:demo:obj:masc:sg,2449,39,Dem,Dem,cist,ce|cel|cist,C|S|S,"[('PreN', ''), ('Det', ''), ('N', '')]",,DET:demo,123,C/(e)\
580,88,4,coup,coup,NOM:obj:masc:sg,2450,39,N,N,,coup1|coup2,+IT|+T,"[('PreN', ''), ('N', ''), ('SubVfin', '')]",,NOM,123,C/V\
581,88,5,que,que,PROCON,2451,39,Sub,Sub,que,que2|que3|que,T|S|C,"[('SubVfin', ''), ('Sub', 'c'), ('NGrp', 's')]",c,PROCON,123,C/(e)\
582,88,6,nostre,nostre,DET:poss:suj:femi:sg,2452,39,Det,Det,notre,nostre,CS,"[('NGrp', 's'), ('Det', ''), ('N', '')]",,DET:poss,123,'C/V\.C/(e)\
583,88,7,nef,nef,NOM:suj:femi:sg,2453,39,N,N,,nef1|nef2,+T|+IT,"[('SubVfin', ''), ('NGrp', 's'), ('Vfin', '')]",,NOM,123,C/V\
584,89,1,sailli,sailli,VER:simp:3:sg,2472,39,Vfin,Vfin,,salir2,+I,"[('VfinGrp', ''), ('Vfin', ''), ('PreN', '')]",,VER,124,C/V\.'C/V\
585,89,2,de,de,PRE,2473,39,Pre,Pre,de,de,+CIST,"[('PreN', ''), ('Pre', ''), ('Det', '')]",,PRE,124,C/(e)\
586,89,3,son,son,DET:poss:obj:masc:sg,2474,39,Det,Det,son4,son4|son,S|C,"[('PreN', ''), ('Det', ''), ('N', '')]",,DET:poss,124,C/V\
587,89,4,lit,lit,NOM:obj:masc:sg,2475,39,N,N,,lit1|lit2,+IT|+T,"[('VfinGrp', ''), ('PreN', ''), ('AdjGrp', 'a')]",,NOM,124,C/V\
588,89,5,tout,tout,PRO:ind:obj:masc:sg,2476,39,QIs,QIs,tout,tot,CS,"[('AdjGrp', 'a'), ('Adv', ''), ('Adj', '')]",,PRO:ind,124,C/V\
589,89,6,deschaus,deschaus,ADJ:suj:masc:sg,2477,39,Adj,Adj,,deschauz,+Z,"[('VfinGrp', ''), ('AdjGrp', 'a'), ('VfinGrp', 'par')]",,ADJ,124,C/V\.'C/V\
590,90,1,une,une,DET:ndf:obj:femi:sg,2483,39,QIs,QIs,un,un,CS,"[('NGrp', 'a'), ('Det', ''), ('N', '')]",,DET:ndf,124,'/V\.C/(e)\
591,90,2,cote,cote,NOM:obj:femi:sg,2484,39,N,N,,cote1|cote2|cote3|koute,+IT|+IT|+T|+T,"[('NGrp', 'a'), ('N', ''), ('PreVpp', '')]",,NOM,124,'C/V\.C/(e)\
592,90,3,sanz,sanz,PRE,2485,39,Pre,Pre,sans,sans|senz,+IS|C,"[('PreVpp', ''), ('Pre', ''), ('Adv', '')]",,PRE,124,C/V\
593,90,4,plus,plus,ADV,2486,39,Adv,Adv,plus,plus,CI,"[('PreVpp', ''), ('Adv', ''), ('Vpp', '')]",,ADV,124,C/V\
594,90,5,vestue,vestue,VER:pper:femi:sg,2487,39,Vpp,Vpp,vêtir,vestir,+IM,"[('VfinGrp', ''), ('NGrp', 'a'), ('VfinGrp', '+')]",,VER,124,C/V\.'C/V\./(e)\
595,91,1,devant,devant,PRE,2495,39,PrA,PrA,devant,devant,IST,"[('PreN', ''), ('Pre', ''), ('Det', '')]",,PRE,124,C/V\.'C/V\
596,91,2,le,le,DET:def:obj:masc:sg,2496,39,Det,Det,le,le,CST,"[('PreN', ''), ('Det', ''), ('N', '')]",,DET:def,124,C/(e)\
597,91,3,cors,cors,NOM:obj:masc:sg,2497,39,N,N,,cors1|cors2,+IT|+IT,"[('PreN', ''), ('N', ''), ('NGrp', 'o')]",,NOM,124,C/V\
598,91,4,nostre,nostre,DET:poss:obj:masc:sg,2498,39,Det,Det,notre,nostre,CS,"[('NGrp', 'o'), ('Det', ''), ('N', '')]",,DET:poss,124,'C/V\.C/(e)\
599,91,5,seigneur,seigneur,NOM:obj:masc:sg,2499,39,N,N,,seignor,+CI,"[('VinfGrp', 'c'), ('PreN', ''), ('SubPrnSubVfin', '')]",,NOM,124,C/V\.'C/V\
600,92,1,que,que,PROCON,2551,40,Sub,Sub,que,que2|que3|que,T|S|C,"[('SubVfin', ''), ('Sub', 'c'), ('PreN', '')]",c,PROCON,126,C/(e)\
601,92,2,a,a,PRE,2552,40,Pre,Pre,à,a3|a,+T|CGIS,"[('PreN', ''), ('Pre', ''), ('N', '')]",,PRE,126,/V\
602,92,3,peinne,peinne,NOM:obj:femi:sg,2553,40,N,N,,peine,+I,"[('SubVfin', ''), ('PreN', ''), ('Prn', 'c')]",,NOM,126,'C/V\.C/(e)\
603,92,4,le,le,PRO:pers:obj:3:masc:sg:unb,2554,40,Prn,Prn$$,3p,il,CIST,"[('SubVfin', ''), ('Prn', 'c'), ('Vfin', '')]",c,PRO:pers,126,C/(e)\
604,92,5,sceit,sceit,ERROR,2555,40,Vfin,Vfin,savoir,savoir,+Z,"[('SubVfin', ''), ('Vfin', ''), ('Prn', 's')]",,VER,126,C/V\
605,92,6,on,on,PRO:invar,2556,40,Prn,Prn%,on,on,CS,"[('SubVfin', ''), ('Prn', 's'), ('Vinf', 'c')]",s,PRO:invar,126,/V\
606,92,7,nommer,nommer,VER:infi,2557,40,Vinf,Vinf,,nommer,M,"[('VfinGrp', ''), ('--', 's'), ('Vfin', '')]",c,VER,126,C/V\.'C/V\
607,93,1,le,le,DET:def:obj:masc:sg,2561,40,Det,Det,le,le,CST,"[('NGrp', 'c'), ('Det', ''), ('N', '')]",,DET:def,126,C/(e)\
608,93,2,roy,roy,NOM:obj:masc:sg,2562,40,N,N,,roi,C,"[('NGrp', 'c'), ('N', ''), ('PreN', '')]",,NOM,126,C/V\
609,93,3,de,de,PRE,2563,40,Pre,Pre,de,de,+CIST,"[('PreN', ''), ('Pre', ''), ('N', '')]",,PRE,126,C/(e)\
610,93,4,france,france,NPR:obj:femi:sg,2564,40,N,N,,france,CI|Z,"[('NGrp', 'c'), ('PreN', ''), ('NGrp', '&')]",,NPR,126,'C/V\.C/(e)\
611,93,5,",",",",PON,2565,40,Pnc,Pnc,,",",,,,PON,126,
