wd_id,line_id,linewd,word,lex_id,tag,old_wd_id,chapter_id,NCA_lemma,NCA_src,syntag,syntag2,lemma,NCA_line,synfunc,NCA_taggerpos,syllabified
679,119,5,quatre,quatre,ADJ:card,3029,7,catre,CIT,QIs,QIs,4,227,,ADJ:card,'C/V\.C/(e)\
680,119,6,mois,mois,NOM:obj:masc:pl,3030,7,mes4|mois2|mois3|mois,+T|+IT|+T|+CIT,N,N,,227,,NOM,C/V\
681,120,1,par,par,PRE,3028,7,par,CIS,Pre,Pre,par1,227,,PRE,C/V\
682,120,2,quatre,quatre,ADJ:card,3029,7,catre,CIT,QIs,QIs,4,227,,ADJ:card,'C/V\.C/(e)\
683,120,3,mois,mois,NOM:obj:masc:pl,3030,7,mes4|mois2|mois3|mois,+T|+IT|+T|+CIT,N,N,,227,,NOM,C/V\
684,120,4,ou,ou,PROCON,3031,7,o|où,C|Td,Crd,Crd,ou1,227,,PROCON,/V\
685,120,5,environ,environ,ADV,3032,7,environ,IT,PrA,PrA,environ,227,,ADV,/V\.C/V\.'C/V\
686,121,1,ou,ou,PROCON,3031,7,o|où,C|Td,Crd,Crd,ou1,227,,PROCON,/V\
687,121,2,environ,environ,ADV,3032,7,environ,IT,PrA,PrA,environ,227,,ADV,/V\.C/V\.'C/V\
688,121,3,",",",",PON,3033,7,",",,Pnc,Pnc,,227,,PON,
689,121,4,pour,pour,PRE,3034,7,por2|por,+ST|C,Pre,Pre,pour,227,,PRE,C/V\
690,121,5,sa,sa,DET:poss:obj:femi:sg,3035,7,son4|son,S|C,Det,Det,son4,227,,DET:poss,C/V\
691,121,6,feblece,feblece,NOM:obj:femi:sg,3036,7,feblece,+IT,N,N,,227,,NOM,C/V\.'C/V\.C/(e)\
692,122,1,hors,hors,ADV,3052,7,hors,IT,PrA,PrA,hors,228,,ADV,C/V\
693,122,2,",",",",PON,3053,7,",",,Pnc,Pnc,,228,,PON,
694,122,3,mes,mes,CON:subord,3054,7,UNKNOWN,,Crd,Crd,mais1,228,,CON:subord,C/V\
695,122,4,les,les,DET:def:suj:femi:pl,3055,7,le,CST,Det,Det,le,228,,DET:def,C/V\
696,122,5,traces,traces,NOM:suj:femi:pl,3056,7,trace,*+IT,N,N,,228,,NOM,'C/V\.C/e\
697,122,6,i,i,PRO:clit,3057,7,i2|i|y,S|C|C,Prn,Prn$$,y,228,,PRO:clit,/V\
698,122,7,estoient,estoient,VER:impf:3:pl,3058,7,ester|estre1,+M|+I,Vfin,Vfin,être1|ester,228,,VER,/V\.'C/V\./e\
699,123,1,et,et,CON:coord,3060,7,et,ST,Crd,Crd,et,228,,CON:coord,/V\
700,123,2,peust,peust,VER:subi:3:sg,3061,7,paistre|pöoir,+MMd|+Id,Vfin,Vfin,pouvoir2,228,,VER,C/(V)\.'/V\
701,123,3,donc,donc,ADV,3062,7,donc,I,Adv,Adv,donc,228,,ADV,C/V\
702,123,4,le,le,DET:def:suj:masc:sg,3063,7,il,CIST,Det,Det,le,228,,PRO:pers,C/(e)\
703,123,5,dit,dit,VER:pper:masc:sg,3064,7,dire,+CMI,Vpp,Vpp,dire,228,,VER,C/V\
704,123,6,guillot,guillot,NPR:suj:masc:sg,3065,7,guillot,Z,N,N,,228,,NPR,C/V\.'C/V\
705,124,1,sanz,sanz,PRE,3068,7,sans|senz,+IS|C,Pre,Pre,sans,228,,PRE,C/V\
706,124,2,baston,baston,NOM:obj:masc:sg,3069,7,baston,+IT,N,N,,228,,NOM,C/V\.'C/V\
707,124,3,se,se,PROCON,3070,7,se,C,Sub,Sub,si3,228,,PROCON,C/(e)\
708,124,4,il,il,PRO:pers:suj:3:masc:sg:unb,3071,7,il,CIST,Prn,Prn$,3p,228,s,PRO:pers,/V\
709,124,5,eust,eust,VER:subi:3:sg,3072,7,avoir,+CMMdId,Vfin,Vfin,avoir1,228,,VER,/(V)\.'/V\
710,124,6,voulu,voulu,VER:pper:masc:sg,3073,7,voloir,+Z,Vpp,Vpp,vouloir,228,,VER,C/V\.'C/V\
711,125,1,et,et,CON:coord,3084,7,et,ST,Crd,Crd,et,229,,CON:coord,/V\
712,125,2,apres,aprés,PRE,3085,7,apres|après,C|IdSTd,PrA,PrA,après,229,,PRE,/V\.'C/V\
713,125,3,ce,ce,PRO:invar,3086,7,ce1|ce,S|C,Prn,Prn,ce1,229,,PRO:invar,C/(e)\
714,125,4,",",",",PON,3087,7,",",,Pnc,Pnc,,229,,PON,
715,125,5,il,il,PRO:pers:suj:3:masc:sg:unb,3088,7,il,CIST,Prn,Prn$,3p,229,s,PRO:pers,/V\
716,125,6,fu,fu,VER:simp:3:sg,3089,7,estre1|estre,+I|CMI,Vfin,Vfin,être1|ester,229,,VER,C/V\
717,125,7,touz,touz,DET:ind:obj:masc:pl,3090,7,tot,CS,QIs,QIs,tout,229,,DET:ind,C/V\
718,125,8,jours,jours,NOM:obj:masc:pl,3091,7,jor,+C,N,N,,229,,NOM,C/V\
719,125,9,sain,sain,ADJ:suj:masc:sg,3092,7,sain,+IT,Adj,Adj,,229,,ADJ,C/V\
720,126,1,au,au,PREDET:a:obj:masc:sg,3134,7,a+le|le,S|C,Pre+Det,Pre+Det,à+le,231,,PREDET:a,/V\
721,126,2,jour,jour,NOM:obj:masc:sg,3135,7,jor,+C,N,N,,231,,NOM,C/V\
722,126,3,que,que,PROCON,3136,7,que2|que3|que,T|S|C,Qux,Qux,que,231,,PROCON,C/(e)\
723,126,4,il,il,PRO:pers:suj:3:masc:sg:unb,3137,7,il,CIST,Prn,Prn$,3p,231,s,PRO:pers,/V\
724,126,5,recorda,recorda,VER:simp:3:sg,3138,7,recorder,*+IT,Vfin,Vfin,recorder,231,,VER,C/V\.C/V\.'C/V\
725,126,6,ce,ce,DET:demo:obj:masc:sg,3139,7,ce1|ce,S|C,Dem,Dem,cist,231,,PRO:invar,C/(e)\
726,126,7,fet,fet,NOM:obj:masc:sg,3140,7,faire|feire|fere,+CMI|M|M,N,N,,231,,VER,C/V\
