wd_id,line_id,linewd,word,lex_id,tag,old_wd_id,chapter_id,NCA_lemma,NCA_src,syntag,syntag2,lemma,NCA_line,synfunc,NCA_taggerpos,syllabified
229,40,1,de,de,PRE,1248,6,de,+CIST,Pre,Pre,de,179,,PRE,C/(e)\
230,40,2,la,la,DET:def:obj:femi:sg,1249,6,le,CST,Det,Det,le,179,,DET:def,C/V\
231,40,3,longueur,longueur,NOM:obj:femi:sg,1250,6,longor,+Z,N,N,,179,,NOM,C/V\.'C/V\
232,40,4,de,de,PRE,1251,6,de,+CIST,Pre,Pre,de,179,,PRE,C/(e)\
233,40,5,la,la,DET:def:obj:femi:sg,1252,6,le,CST,Det,Det,le,179,,DET:def,C/V\
234,40,6,pucele,pucele,NOM:obj:femi:sg,1253,6,pucele,+IT,N,N,,179,,NOM,C/V\.'C/V\.C/(e)\
235,41,1,a,a,PRE,1268,6,a3|a,+T|CGIS,Pre,Pre,à,179,,PRE,/V\
236,41,2,la,la,DET:def:obj:femi:sg,1269,6,le,CST,Det,Det,le,179,,DET:def,C/V\
237,41,3,longueur,longueur,NOM:obj:femi:sg,1270,6,longor,+Z,N,N,,179,,NOM,C/V\.'C/V\
238,41,4,de,de,PRE,1271,6,de,+CIST,Pre,Pre,de,179,,PRE,C/(e)\
239,41,5,la,la,DET:def:obj:femi:sg,1272,6,le,CST,Det,Det,le,179,,DET:def,C/V\
240,41,6,pucele,pucele,NOM:obj:femi:sg,1273,6,pucele,+IT,N,N,,179,,NOM,C/V\.'C/V\.C/(e)\
241,42,1,que,que,PROCON,1275,6,que2|que3|que,T|S|C,Sub,Sub,que,179,,PROCON,C/(e)\
242,42,2,ele,ele,PRO:pers:suj:3:femi:sg,1276,6,ele|il,C|IST,Prn,Prn$,3p,179,s,PRO:pers,'/V\.C/(e)\
243,42,3,la,la,PRO:pers:acc:3:femi:sg,1277,6,ele|il,C|IST,Prn,Prn$$,3p,179,c,PRO:pers,C/V\
244,42,4,peust,peust,VER:subi:3:sg,1278,6,paistre|pöoir,+MMd|+Id,Vfin,Vfin,pouvoir2,179,,VER,C/(V)\.'/V\
245,42,5,a,a,PRE,1279,6,a3|a,+T|CGIS,Pre,Pre,à,179,,PRE,/V\
246,42,6,deus,deus,ADJ:card,1280,6,deus,CIT,QIs,QIs,2,179,,ADJ:card,C/V\
247,42,7,foiz,foiz,NOM:obj:femi:pl,1281,6,foi|foiz,+C|+CIT,N,N,,179,,NOM,C/V\
248,43,1,de,de,PRE,1328,6,de,+CIST,Pre,Pre,de,181,,PRE,C/(e)\
249,43,2,la,la,DET:def:obj:femi:sg,1329,6,le,CST,Det,Det,le,181,,DET:def,C/V\
250,43,3,pucele,pucele,NOM:obj:femi:sg,1330,6,pucele,+IT,N,N,,181,,NOM,C/V\.'C/V\.C/(e)\
251,43,4,",",",",PON,1331,6,",",,Pnc,Pnc,,181,,PON,
252,43,5,l,l',PRO:pers:obj:3:masc:sg:unb,1332,6,il,CS,Prn,Prn$$,3p,181,c,PRO:pers,C/\
253,43,6,apercut,apercut,VER:simp:3:sg,1333,6,apercevoir,+MdId,Vfin,Vfin,apercevoir,181,,VER,/V\.C/V\.'C/V\
254,44,1,ces,ces,DET:demo:obj:masc:pl,1343,6,cel|cest,S|CS,Dem,Dem,cist,181,,DET:demo,C/V\
255,44,2,moz,moz,NOM:obj:masc:pl,1344,6,mot,+I,N,N,,181,,NOM,C/V\
256,44,3,:,:,PON,1345,6,:,,Pnc,Pnc,,181,,PON,
257,44,4,"""","""",PON:cit,1346,6,QUOTED,,Pnc,Pnc,,181,,PON:cit,
258,44,5,il,il,PRO:pers:suj:3:masc:sg:unb,1347,6,il,CIST,Prn,Prn$,3p,181,s,PRO:pers,/V\
259,44,6,m,m',PRO:pers:obj:1:sg:unb,1348,6,je,S,Prn,Prn$$,1ps,181,,PRO:pers,C/\
260,44,7,est,est,VER:pres:3:sg,1349,6,ester|estre1,+M|+I,Vfin,Vfin,être1|ester,181,,VER,/V\
261,44,8,avis,avis,NOM:suj:masc:sg,1350,6,avis,+IT,N,N,,181,a,NOM,/V\.'C/V\
262,44,9,"""","""",PON:cit,1351,6,QUOTED,,Pnc,Pnc,,181,,PON:cit,
263,44,10,",",",",PON,1352,6,",",,Pnc,Pnc,,181,,PON,
264,44,11,dist,dist,VER:simp:3:sg,1353,6,dire,+CMI,Vfin,Vfin,dire,181,,VER,C/V\
265,44,12,il,il,PRO:pers:suj:3:masc:sg:unb,1354,6,il,CIST,Prn,Prn,3p,181,s,PRO:pers,/V\
266,45,1,par,par,PRE,1421,6,par,CIS,Pre,Pre,par1,184,,PRE,C/V\
267,45,2,derriere,derriere,ADV,1422,6,derrier|derriere,I|T,PrA,PrA,derrière,184,,ADV,C/V\.'C/V\.C/(e)\
268,45,3,souz,souz,PRE,1423,6,soz,S,PrA,PrA,sous,184,,PRE,C/V\
269,45,4,ses,ses,DET:poss:obj:femi:pl,1424,6,son4|son,S|C,Det,Det,son4,184,,DET:poss,C/V\
270,45,5,aisseles,aisseles,NOM:obj:femi:pl,1425,6,aissele1|aissele2,*+T|+T,N,N,,184,,NOM,/V\.'C/V\.C/e\
271,46,1,il,il,PRO:pers:suj:3:masc:sg:unb,1427,6,il,CIST,Prn,Prn$,3p,184,s,PRO:pers,/V\
272,46,2,mist,mist,VER:simp:3:sg,1428,6,manoir|metre|mettre,M|CIM|M,Vfin,Vfin,mettre,184,,VER,C/V\
273,46,3,la,la,DET:def:obj:femi:sg,1429,6,le,CST,Det,Det,le,184,,DET:def,C/V\
274,46,4,bouche,bouche,NOM:obj:femi:sg,1430,6,boche,*+IT,N,N,,184,,NOM,'C/V\.C/(e)\
275,46,5,de,de,PRE,1431,6,de,+CIST,Pre,Pre,de,184,,PRE,C/(e)\
276,46,6,l,l',DET:def:obj:masc:sg,1432,6,le,CS,Det,Det,le,184,,DET:def,C/\
277,46,7,enfant,enfant,NOM:obj:masc:sg,1433,6,enfant,+CIT,N,N,,184,,NOM,/V\.'C/V\
278,47,1,de,de,PRE,1431,6,de,+CIST,Pre,Pre,de,184,,PRE,C/(e)\
279,47,2,l,l',DET:def:obj:masc:sg,1432,6,le,CS,Det,Det,le,184,,DET:def,C/\
280,47,3,enfant,enfant,NOM:obj:masc:sg,1433,6,enfant,+CIT,N,N,,184,,NOM,/V\.'C/V\
281,47,4,et,et,CON:coord,1434,6,et,ST,Crd,Crd,et,184,,CON:coord,/V\
282,47,5,la,la,DET:def:obj:femi:sg,1435,6,le,CST,Det,Det,le,184,,DET:def,C/V\
283,47,6,maladie,maladie,NOM:obj:femi:sg,1436,6,maladie,+T,N,N,,184,,NOM,C/V\.C/V\.'C/V\./(e)\
284,48,1,et,et,CON:coord,1488,6,et,ST,Crd,Crd,et,185,,CON:coord,/V\
285,48,2,ilecques,ilecques,ADV,1489,6,iluec,+Z,Adv,Adv,illuec,185,,ADV,/V\.'C/V\.C/e\
286,48,3,estoit,estoit,VER:impf:3:sg,1490,6,ester|estre1,+IM|+I,Vfin,Vfin,être1|ester,185,,VER,/V\.'C/V\
287,48,4,remese,remese,VER:pper:femi:sg,1491,6,remanoir,+I,Vpp,Vpp,remanoir,185,,VER,C/V\.'C/V\.C/(e)\
288,49,1,qu,qu,PROCON,1532,6,que1|que2|que3|que4|que,S|S|S|S|C,Sub,Sub,que,186,,PROCON,C/\
289,49,2,ele,ele,PRO:pers:suj:3:femi:sg,1533,6,ele|il,C|IST,Prn,Prn$,3p,186,s,PRO:pers,'/V\.C/(e)\
290,49,3,se,se,PROCON,1534,6,se,C,Prn,Prn$$,soi,186,,PROCON,C/(e)\
291,49,4,conseillast,conseillast,VER:subi:3:sg,1535,6,conseillier,M,Vfin,Vfin,conseiller2,186,,VER,C/V\.C/V\.'C/V\
292,49,5,as,as,PREDET:a:obj:masc:pl,1536,6,a+le|le,S|C,Pre+Det,Pre+Det,à+le,186,,PREDET:a,/V\
293,49,6,mires,mires,NOM:obj:masc:pl,1537,6,mire1|mire,+I|I,N,N,,186,,NOM,'C/V\.C/e\
294,50,1,et,et,CON:coord,1538,6,et,ST,Crd,Crd,et,186,,CON:coord,/V\
295,50,2,que,que,PROCON,1539,6,que2|que3|que,T|S|C,Sub,Sub,que,186,,PROCON,C/(e)\
296,50,3,ele,ele,PRO:pers:suj:3:femi:sg,1540,6,ele|il,C|IST,Prn,Prn$,3p,186,s,PRO:pers,'/V\.C/(e)\
297,50,4,i,i,PRO:clit,1541,6,i2|i|y,S|C|C,Prn,Prn$$,y,186,,PRO:clit,/V\
298,50,5,meist,meist,VER:subi:3:sg,1542,6,metre|mettre,IdMMd|MMd,Vfin,Vfin,mettre,186,,VER,C/(V)\.'/V\
299,50,6,oignemenz,oignemenz,NOM:obj:masc:pl,1543,6,oignement,*+IT,N,N,,186,c,NOM,/V\.C/e\.'C/V\
300,51,1,fu,fu,VER:simp:3:sg,1611,6,estre1|estre,+I|CMI,Vfin,Vfin,être1|ester,188,,VER,C/V\
301,51,2,de,de,PRE,1612,6,de,+CIST,Pre,Pre,de,188,,PRE,C/(e)\
302,51,3,la,la,DET:def:obj:femi:sg,1613,6,le,CST,Det,Det,le,188,,DET:def,C/V\
303,51,4,dite,dite,VER:pper:femi:sg,1614,6,dire,+CIM,Vpp,Vpp,dire,188,,VER,'C/V\.C/(e)\
304,51,5,maladie,maladie,NOM:obj:femi:sg,1615,6,maladie,+T,N,N,,188,,NOM,C/V\.C/V\.'C/V\./(e)\
305,52,1,jusques,jusques,ADV,1646,6,jusque,Z,PrA,PrA,jusque,188,,ADV,'C/V\.C/e\
306,52,2,a,a,PRE,1647,6,a3|a,+T|CGIS,Pre,Pre,à,188,,PRE,/V\
307,52,3,l,l',DET:def:obj:femi:sg,1648,6,le,CS,Det,Det,le,188,,DET:def,C/\
308,52,4,inquisicion,inquisicion,NOM:obj:femi:sg,1649,6,inquisicïon,+Td,N,N,,188,,NOM,/V\.C/V\.C/V\.C/{V}\.'/V\
309,53,1,et,et,CON:coord,1655,6,et,ST,Crd,Crd,et,189,,CON:coord,/V\
310,53,2,la,la,DET:def:suj:femi:sg,1656,6,ele|il,C|IST,Det,Det,le,189,,PRO:pers,C/V\
311,53,3,dite,dite,VER:pper:femi:sg,1657,6,dire,+CIM,Vpp,Vpp,dire,189,,VER,'C/V\.C/(e)\
312,53,4,piece,piece,NOM:suj:femi:sg,1658,6,piece,+CIT,N,N,,189,,NOM,'C/V\.C/(e)\
313,53,5,de,de,PRE,1659,6,de,+CIST,Pre,Pre,de,189,,PRE,C/(e)\
314,53,6,char,char,NOM:obj:femi:sg,1660,6,char1|char2,+IT|+IT,N,N,,189,,NOM,C/V\
315,54,1,et,et,CON:coord,1663,6,et,ST,Crd,Crd,et,189,,CON:coord,/V\
316,54,2,demora,demora,VER:simp:3:sg,1664,6,demorer,+MI,Vfin,Vfin,demeurer,189,,VER,C/V\.C/V\.'C/V\
317,54,3,sus,sus,ADV,1665,6,sus,I,PrA,PrA,sus,189,,ADV,C/V\
318,54,4,le,le,DET:def:obj:masc:sg,1666,6,le,CST,Det,Det,le,189,,DET:def,C/(e)\
319,54,5,tombel,tombel,NOM:obj:masc:sg,1667,6,tombel,+T,N,N,,189,,NOM,C/V\.'C/V\
320,55,1,et,et,CON:coord,1747,6,et,ST,Crd,Crd,et,192,,CON:coord,/V\
321,55,2,atouchierent,atouchierent,VER:simp:3:pl,1748,6,atochier,*+IT,Vfin,Vfin,,192,,VER,/V\.C/V\.'C/V\.C/e\
322,55,3,eu,eu,PREDET:en:obj:masc:sg,1749,6,en1+le,S,Pre+Det,Pre+Det,en1+le,192,,PREDET:en,/(V)\.'/V\
323,55,4,lieu,lieu,NOM:obj:masc:sg,1750,6,lieu,+CIT,N,N,,192,,NOM,C/V\
324,56,1,qui,qui,PROCON,1767,6,qui,CST,Qux,Qux,qui,192,s,PROCON,C/V\
325,56,2,estoit,estoit,VER:impf:3:sg,1768,6,ester|estre1,+IM|+I,Vfin,Vfin,être1|ester,192,,VER,/V\.'C/V\
326,56,3,ja,ja,ADV,1769,6,ja,+CIT,Adv,Adv,jà,192,,ADV,C/V\
327,56,4,toute,toute,PRO:ind:suj:femi:sg,1770,6,tot,S,QIs,QIs,tout,192,,PRO:ind,'C/V\.C/(e)\
328,56,5,affermee,affermee,VER:pper:femi:sg,1771,6,afermer,*+I,Vpp,Vpp,,192,,VER,/V\.C/V\.'C/V\./(e)\
329,57,1,guillot,guillot,NPR:suj:masc:sg,1777,7,guillot,Z,N,N,,193,,NPR,C/V\.'C/V\
330,57,2,dit,dit,VER:pper:masc:sg,1778,7,dire,+CMI,Vpp,Vpp,dire,193,,VER,C/V\
331,57,3,le,le,DET:def:suj:masc:sg,1779,7,le,CST,Det,Det,le,193,,DET:def,C/(e)\
332,57,4,potencier,potencier,NOM:suj:masc:sg,1780,7,potencier,+T,N,N,,193,,NOM,C/V\.C/V\.'C/V\
333,57,5,",",",",PON,1781,7,",",,Pnc,Pnc,,193,,PON,
334,57,6,nez,nez,VER:pper:masc:pl,1782,7,naistre|nasquir,+MI|M,Vpp,Vpp,naître,193,,VER,C/V\
335,58,1,outre,outre,ADV,1785,7,outre1|outre,T|CI,PrA,PrA,outre2,193,,ADV,'/V\.C/(e)\
336,58,2,les,les,DET:def:obj:masc:pl,1786,7,le,CST,Det,Det,le,193,,DET:def,C/V\
337,58,3,guez,guez,NOM:obj:masc:pl,1787,7,gué,+I,N,N,,193,,NOM,C/V\
338,58,4,du,du,PREDET:de:obj:masc:sg,1788,7,de+le|le,S|C,Pre+Det,Pre+Det,de+le,193,,PREDET:de,C/V\
339,58,5,dyocese,dyocese,NOM:obj:masc:sg,1789,7,diocese,C,N,N,,193,,NOM,C/V\.C/V\.'C/V\.C/(e)\
340,59,1,du,du,PREDET:de:obj:masc:sg,1788,7,de+le|le,S|C,Pre+Det,Pre+Det,de+le,193,,PREDET:de,C/V\
341,59,2,dyocese,dyocese,NOM:obj:masc:sg,1789,7,diocese,C,N,N,,193,,NOM,C/V\.C/V\.'C/V\.C/(e)\
342,59,3,de,de,PRE,1790,7,de,+CIST,Pre,Pre,de,193,,PRE,C/(e)\
343,59,4,coustances,coustances,NPR:obj:masc:sg,1791,7,UNKNOWN,,N,N,,193,,NPR,C/V\.'C/V\.C/e\
344,60,1,de,de,PRE,1790,7,de,+CIST,Pre,Pre,de,193,,PRE,C/(e)\
345,60,2,coustances,coustances,NPR:obj:masc:sg,1791,7,UNKNOWN,,N,N,,193,,NPR,C/V\.'C/V\.C/e\
346,60,3,",",",",PON,1792,7,",",,Pnc,Pnc,,193,,PON,
347,60,4,vint,vint,VER:simp:3:sg,1793,7,venir|voir,+CI|M,Vfin,Vfin,venir,193,,VER,C/V\
348,60,5,a,a,PRE,1794,7,a3|a,+T|CGIS,Pre,Pre,à,193,,PRE,/V\
349,60,6,paris,paris,NPR:obj:masc:sg,1795,7,paris,CI|Z,N,N,,193,,NPR,C/V\.'C/V\
350,61,1,reboule,reboule,NPR:obj:masc:sg,1809,7,UNKNOWN,,N,N,,193,c,NPR,C/V\.'C/V\.C/(e)\
351,61,2,",",",",PON,1810,7,",",,Pnc,Pnc,,193,,PON,
352,61,3,foulon,foulon,NOM:obj:masc:sg,1811,7,folon,*+T,N,N,,193,,NOM,C/V\.'C/V\
353,61,4,et,et,CON:coord,1812,7,et,ST,Crd,Crd,et,193,,CON:coord,/V\
354,61,5,bourgois,bourgois,NOM:obj:masc:sg,1813,7,borjois,+Z,N,N,,193,,NOM,C/V\.'C/V\
355,62,1,foulon,foulon,NOM:obj:masc:sg,1811,7,folon,*+T,N,N,,193,,NOM,C/V\.'C/V\
356,62,2,et,et,CON:coord,1812,7,et,ST,Crd,Crd,et,193,,CON:coord,/V\
357,62,3,bourgois,bourgois,NOM:obj:masc:sg,1813,7,borjois,+Z,N,N,,193,,NOM,C/V\.'C/V\
358,62,4,de,de,PRE,1814,7,de,+CIST,Pre,Pre,de,193,,PRE,C/(e)\
359,62,5,paris,paris,NPR:obj:masc:sg,1815,7,paris,CI|Z,N,N,,193,,NPR,C/V\.'C/V\
360,63,1,il,il,PRO:pers:suj:3:masc:sg:unb,1875,7,il,CIST,Prn,Prn$,3p,195,s,PRO:pers,/V\
361,63,2,demanda,demanda,VER:simp:3:sg,1876,7,demander,+I,Vfin,Vfin,demander,195,,VER,C/V\.C/V\.'C/V\
362,63,3,et,et,CON:coord,1877,7,et,ST,Crd,Crd,et,195,,CON:coord,/V\
363,63,4,quist,quist,VER:simp:3:sg,1878,7,querre,+I,Vfin,Vfin,quérir,195,,VER,C/V\
364,63,5,conseill,conseill,NOM:obj:masc:sg,1879,7,conseil,+I,N,N,,195,c,NOM,C/V\.'C/V\
365,64,1,son,son,DET:poss:obj:masc:sg,1890,7,son4|son,S|C,Det,Det,son4,195,,DET:poss,C/V\
366,64,2,pie,pié,NOM:obj:masc:sg,1891,7,pie,+T,N,N,,195,,NOM,C/V\
367,64,3,de,de,PRE,1892,7,de,+CIST,Pre,Pre,de,195,,PRE,C/(e)\
368,64,4,chascune,chascune,DET:ind:obj:femi:sg,1893,7,chascun,CS,QIs,QIs,chacun,195,,DET:ind,C/V\.'C/V\.C/(e)\
369,64,5,partie,partie,NOM:obj:femi:sg,1894,7,partie,+CIT,N,N,,195,,NOM,C/V\.'C/V\./(e)\
370,65,1,cyrurgien,cyrurgien,NOM:suj:masc:sg,1917,7,UNKNOWN,,N,N,,196,,NOM,C/V\.C/V\.C/{V}\.'/V\
371,65,2,",",",",PON,1918,7,",",,Pnc,Pnc,,196,,PON,
372,65,3,trencha,trencha,VER:simp:3:sg,1919,7,n/a,n/a,Vfin,Vfin,,196,,VER,C/V\.'C/V\
373,65,4,le,le,DET:def:obj:masc:sg,1920,7,le,CST,Det,Det,le,196,,DET:def,C/(e)\
374,65,5,pie,pié,NOM:obj:masc:sg,1921,7,pie,+T,N,N,,196,,NOM,C/V\
375,66,1,trencha,trencha,VER:simp:3:sg,1919,7,n/a,n/a,Vfin,Vfin,,196,,VER,C/V\.'C/V\
376,66,2,le,le,DET:def:obj:masc:sg,1920,7,le,CST,Det,Det,le,196,,DET:def,C/(e)\
377,66,3,pie,pié,NOM:obj:masc:sg,1921,7,pie,+T,N,N,,196,,NOM,C/V\
378,66,4,du,du,PREDET:de:obj:masc:sg,1922,7,de+le|le,S|C,Pre+Det,Pre+Det,de+le,196,,PREDET:de,C/V\
379,66,5,dit,dit,VER:pper:masc:sg,1923,7,dire,+CMI,Vpp,Vpp,dire,196,,VER,C/V\
380,66,6,guillot,guillot,NPR:obj:masc:sg,1924,7,guillot,Z,N,N,,196,,NPR,C/V\.'C/V\
381,67,1,mes,mes,CON:subord,1946,7,UNKNOWN,,Crd,Crd,mais1,197,,CON:subord,C/V\
382,67,2,ce,ce,PRO:invar,1947,7,ce1|ce,S|C,Prn,Prn,ce1,197,s,PRO:invar,C/(e)\
383,67,3,ne,ne,PRO:clit,1948,7,en2|ne,S|C,Neg,Neg$$,ne1,197,,PRO:clit,C/(e)\
384,67,4,li,li,PRO:pers:suj:3:masc:sg:bet,1949,7,ele|il,C|CIST,Prn,Prn$$,3p,197,,PRO:pers,C/V\
385,67,5,proufitoit,proufitoit,VER:impf:3:sg,1950,7,porfitier,*+T,Vfin,Vfin,,197,,VER,C/V\.C/V\.'C/V\
386,67,6,riens,riens,ADV,1951,7,riens,Z,N,N,rien,197,,ADV,C/V\
387,68,1,et,et,CON:coord,1965,7,et,ST,Crd,Crd,et,198,,CON:coord,/V\
388,68,2,adonques,adonques,ADV,1966,7,adonc|adonques,+IT|G,Adv,Adv,adonc,198,,ADV,/V\.'C/V\.C/e\
389,68,3,quant,quant,ADV,1967,7,cant,CI,Sub,Sub,quand,198,,ADV,C/V\
390,68,4,li,li,DET:def:suj:masc:sg,1968,7,ele|il,C|CIST,Det,Det,le,198,,PRO:pers,C/V\
391,68,5,dit,dit,VER:pper:masc:sg,1969,7,dire,+CMI,Vpp,Vpp,dire,198,,VER,C/V\
392,68,6,mires,mires,NOM:suj:masc:sg,1970,7,mire1|mire,+I|I,N,N,,198,,NOM,'C/V\.C/e\
393,69,1,il,il,PRO:pers:suj:3:masc:sg:unb,1976,7,il,CIST,Prn,Prn$,3p,198,s,PRO:pers,/V\
394,69,2,conseilla,conseilla,VER:simp:3:sg,1977,7,conseillier1,+I,Vfin,Vfin,conseiller2,198,,VER,C/V\.C/V\.'C/V\
395,69,3,au,au,PREDET:a:obj:masc:sg,1978,7,a+le|le,S|C,Pre+Det,Pre+Det,à+le,198,,PREDET:a,/V\
396,69,4,dit,dit,VER:pper:masc:sg,1979,7,dire,+CMI,Vpp,Vpp,dire,198,,VER,C/V\
397,69,5,guillot,guillot,NPR:obj:masc:sg,1980,7,guillot,Z,N,N,,198,,NPR,C/V\.'C/V\
398,70,1,ce,ce,PRO:invar,2031,7,ce1|ce,S|C,Prn,Prn,ce1,198,c,PRO:invar,C/(e)\
399,70,2,disoit,disoit,VER:impf:3:sg,2032,7,dire,+CIM,Vfin,Vfin,dire,198,,VER,C/V\.'C/V\
400,70,3,il,il,PRO:pers:suj:3:masc:sg:unb,2033,7,il,CIST,Prn,Prn,3p,198,s,PRO:pers,/V\
401,70,4,au,au,PREDET:a:obj:masc:sg,2034,7,a+le|le,S|C,Pre+Det,Pre+Det,à+le,198,,PREDET:a,/V\
402,70,5,dit,dit,VER:pper:masc:sg,2035,7,dire,+CMI,Vpp,Vpp,dire,198,,VER,C/V\
403,70,6,guillot,guillot,NPR:obj:masc:sg,2036,7,guillot,Z,N,N,,198,,NPR,C/V\.'C/V\
404,71,1,le,le,DET:def:obj:masc:sg,2064,7,le,CST,Det,Det,le,199,,DET:def,C/(e)\
405,71,2,travail,travail,NOM:obj:masc:sg,2065,7,travail,+IT,N,N,,199,,NOM,C/V\.'C/V\
406,71,3,de,de,PRE,2066,7,de,+CIST,Pre,Pre,de,199,,PRE,C/(e)\
407,71,4,si,si,PROCON,2067,7,si,C,Adv,Adv,si4,199,,PROCON,C/V\
408,71,5,grant,grant,ADJ:obj:masc:sg,2068,7,grant,+CIT,Adj,Adj,grand,199,,ADJ,C/V\
409,71,6,voiage,voiage,NOM:obj:masc:sg,2069,7,voiage,+IT,N,N,,199,,NOM,C/V\.'C/V\.C/(e)\
410,72,1,et,et,CON:coord,2115,7,et,ST,Crd,Crd,et,201,,CON:coord,/V\
411,72,2,nonpourquant,nonpourquant,ADV,2116,7,neporcant,Z,Adv,Adv,nonpourquant,201,,ADV,C/V\.C/V\.'C/V\
412,72,3,il,il,PRO:pers:suj:3:masc:sg:unb,2117,7,il,CIST,Prn,Prn$,3p,201,s,PRO:pers,/V\
413,72,4,fu,fu,VER:simp:3:sg,2118,7,estre1|estre,+I|CMI,Vfin,Vfin,être1|ester,201,,VER,C/V\
414,72,5,porté,porté,VER:pper:masc:sg,2119,7,porter,+MI,Vpp,Vpp,porter,201,,VER,C/V\.'C/V\
415,73,1,il,il,PRO:pers:suj:3:masc:sg:unb,2138,7,il,CIST,Prn,Prn$,3p,202,s,PRO:pers,/V\
416,73,2,fu,fu,VER:simp:3:sg,2139,7,estre1|estre,+I|CMI,Vfin,Vfin,être1|ester,202,,VER,C/V\
417,73,3,ilecques,ilecques,ADV,2140,7,iluec,+Z,Adv,Adv,illuec,202,,ADV,/V\.'C/V\.C/e\
418,73,4,une,une,DET:ndf:obj:femi:sg,2141,7,un,CS,QIs,QIs,un,202,,DET:ndf,'/V\.C/(e)\
419,73,5,nuit,nuit,NOM:obj:femi:sg,2142,7,nuit,+CIT,N,N,,202,,NOM,C/V\
420,74,1,et,et,CON:coord,2143,7,et,ST,Crd,Crd,et,202,,CON:coord,/V\
421,74,2,l,l',DET:def:obj:masc:sg,2144,7,le,CS,Det,Det,le,202,,DET:def,C/\
422,74,3,endemain,endemain,NOM:obj:masc:sg,2145,7,endemain|lendemain,+IT|+T,N,N,,202,,NOM,/V\.C/e\.'C/V\
423,74,4,il,il,PRO:pers:suj:3:masc:sg:unb,2146,7,il,CIST,Prn,Prn$,3p,202,s,PRO:pers,/V\
424,74,5,s,s,PROCON,2147,7,se,C,Prn,Prn$$,soi,202,,PROCON,C/\
425,74,6,en,en,PRO:clit,2148,7,en2|en,S|C,Prn,Prn$$,en2,202,,PRO:clit,/V\
426,74,7,parti,parti,VER:simp:3:sg,2149,7,partir,+IM,Vfin,Vfin,partir,202,,VER,C/V\.'C/V\
427,75,1,et,et,CON:coord,2160,7,et,ST,Crd,Crd,et,203,,CON:coord,/V\
428,75,2,comme,comme,CON:subord,2161,7,come1|come,*I|CI,Sub,Sub,comme,203,,CON:subord,'C/V\.C/(e)\
429,75,3,il,il,PRO:pers:suj:3:masc:sg:unb,2162,7,il,CIST,Prn,Prn$,3p,203,s,PRO:pers,/V\
430,75,4,revint,revint,VER:simp:3:sg,2163,7,revenir,+I,Vfin,Vfin,revenir,203,,VER,C/V\.'C/V\
431,75,5,a,a,PRE,2164,7,a3|a,+T|CGIS,Pre,Pre,à,203,,PRE,/V\
432,75,6,paris,paris,NPR:obj:masc:sg,2165,7,paris,CI|Z,N,N,,203,,NPR,C/V\.'C/V\
433,76,1,en,en,PRE,2170,7,en1|en,+IST|CI,Pre,Pre,en1,203,,PRE,/V\
434,76,2,la,la,DET:def:obj:femi:sg,2171,7,le,CST,Det,Det,le,203,,DET:def,C/V\
435,76,3,meson,meson,NOM:obj:femi:sg,2172,7,maison,+C,N,N,,203,,NOM,C/V\.'C/V\
436,76,4,robert,robert,NPR:obj:masc:sg,2173,7,robert,C|Z,N,N,,203,,NPR,C/V\.'C/V\
437,76,5,reboule,reboule,NPR:obj:masc:sg,2174,7,UNKNOWN,,N,N,,203,,NPR,C/V\.'C/V\.C/(e)\
438,77,1,et,et,CON:coord,2201,7,et,ST,Crd,Crd,et,204,,CON:coord,/V\
439,77,2,adonques,adonques,ADV,2202,7,adonc|adonques,+IT|G,Adv,Adv,adonc,204,,ADV,/V\.'C/V\.C/e\
440,77,3,li,li,DET:def:suj:masc:sg,2203,7,ele|il,C|CIST,Det,Det,le,204,,PRO:pers,C/V\
441,77,4,diz,diz,VER:pper:masc:pl,2204,7,dire,+CMI,Vpp,Vpp,dire,204,,VER,C/V\
442,77,5,robers,robers,NPR:suj:masc:sg,2205,7,robert,C|Z,N,N,,204,,NPR,C/V\.'C/V\
443,78,1,en,en,PRE,2218,7,en1|en,+IST|CI,Pre,Pre,en1,204,,PRE,/V\
444,78,2,bon,bon,ADJ:obj:masc:sg,2219,7,bon,+CIT,Adj,Adj,bon,204,,ADJ,C/V\
445,78,3,estat,estat,NOM:obj:masc:sg,2220,7,estat,+T,N,N,,204,,NOM,/V\.'C/V\
446,78,4,a,a,PRE,2221,7,a3|a,+T|CGIS,Pre,Pre,à,204,,PRE,/V\
447,78,5,saint,saint,ADJ:obj:masc:sg,2222,7,saint1|saint,T|CI,N,N,,204,,ADJ,C/V\
448,78,6,eloi,eloi,NPR:obj:masc:sg,2223,7,UNKNOWN,,N,N,,204,,NPR,/V\.'C/V\
449,79,1,compaignon,compaignon,NOM:obj:masc:sg,2243,7,compagnon,*+IT,N,N,,205,,NOM,C/V\.C/V\.'C/V\
450,79,2,qui,qui,PROCON,2244,7,qui,CST,Qux,Qux,qui,205,s,PROCON,C/V\
451,79,3,avoit,avoit,VER:impf:3:sg,2245,7,avoiier|avoir,+MI|+MI,Vfin,Vfin,avoir1,205,,VER,/V\.'C/V\
452,79,4,non,non,NOM:obj:masc:sg,2246,7,ne1,+Z,N,N,,205,c,ADV,C/V\
453,79,5,conte,conte,NPR:obj:masc:sg,2247,7,conter,+I,N,N,,205,a,VER,'C/V\.C/(e)\
