wd_id,line_id,linewd,word,lex_id,tag,old_wd_id,TT lemma,para_id,syntag,synfunc
473,111,1,y,y,PRO:clit,2103,i2_S,11,Prn,
474,111,2,devroient,devroient,VER,2104,devoir_+M,11,Vfin,
475,111,3,bien,bien,ADV,2105,bien1|bien2|bien_+IT|C|I,11,Adv,
476,111,4,prendre,prendre,VER,2106,prendre_+MIT,11,Vinf,
477,112,1,contre,contre,PRE,2146,contre_S,12,Pre,
478,112,2,sa,sa,DET:poss,2147,son4_S,12,Det,
479,112,3,volenté,volenté,NOM,2148,volenté_+IT,12,N,
480,113,1,tantost,tantost,ADV,2150,tantost_+IT,12,Adv,
481,113,2,le,le,PRO:pers,2151,il_S,12,Prn,c
482,113,3,maudisoit,maudisoit,VER,2152,maudire_*+Z,12,Vfin,
483,114,1,et,et,CON:coord,2203,et_S,12,Crd,
484,114,2,leur,leur,PRO:pers,2204,lor2_S,12,Prn,
485,114,3,sembloit,sembloit,VER,2205,sembler_*+IMT,12,Vfin,
486,114,4,bien,bien,ADV,2206,bien1|bien2|bien_+IT|C|I,12,Adv,
487,114,5,fait,fait,VER,2207,faire|farre_+CMI|M,12,Vpp,
488,115,1,ses,ses,DET:poss,2262,son4_S,12,Det,
489,115,2,mauvaises,mauvaises,ADJ,2263,mauvais_+Z,12,Adj,
490,115,3,enfances,enfances,NOM,2264,enfance_*+IT,12,N,
491,116,1,si,si,DET:poss,2314,son4_S,13,Adv,
492,116,2,mauvaise,mauvaise,ADJ,2315,mauvais_+Z,13,Adj,
493,116,3,coustume,coustume,NOM,2316,costume_+C,13,N,
494,117,1,du,du,PREDET:de,2321,de+le_S,13,Pre+Det,
495,117,2,pere,pere,NOM,2322,paire|pere1|piere_+T|+T|+T,13,N,
496,117,3,et,et,CON:coord,2323,et_S,13,Crd,
497,117,4,de,de,PRE,2324,de_+S,13,Pre,
498,117,5,la,la,DET:def,2325,le_S,13,Det,
499,117,6,mere,mere,NOM,2326,mere_+CIT,13,N,
500,118,1,et,et,CON:coord,2336,et_S,13,Crd,
501,118,2,entendre,entendre,VER,2337,entendre_+MIT,13,Vinf,
502,118,3,a,a,PRE,2338,a_S,13,Pre,
503,118,4,bien,bien,ADV,2339,bien1|bien2|bien_+IT|C|I,13,Adv,
504,118,5,faire,faire,VER,2340,faire_+MIT,13,Vinf,
505,119,1,et,et,CON:coord,2351,et_S,13,Crd,
506,119,2,con,con,NOM,2352,con_+T,13,Sub,
507,119,3,plus,plus,ADV,2353,plus_CI,13,Adv,
508,119,4,vint,vint,VER,2354,venir|voir_+CI|M,13,Vfin,
509,119,5,avant,avant,PRE,2355,avant_S,13,Adv,
510,120,1,si,si,ADV,2375,si_+IT,13,Adv,
511,120,2,que,que,PROCON,2376,que3_S,13,Sub,
512,120,3,il,il,PRO:pers,2377,il_S,13,Prn,s
513,120,4,n',n',PRO:clit,2378,en2_S,13,Neg,
514,120,5,avoit,avoit,VER,2379,avoiier|avoir_+MI|+MI,13,Vfin,
515,120,6,grant,grant,ADJ,2380,grant_+CIT,13,Adj,
516,121,1,ne,ne,PRO:clit,2381,en2_S,13,Crd,
517,121,2,petit,petit,ADV,2382,petit_I,13,Adv,
518,121,3,a,a,PRE,2383,a_S,13,Pre,
519,121,4,l',l',DET:def,2384,le_S,13,Det,
520,121,5,ostel,ostel,NOM,2385,ostel_+CIT,13,N,
521,122,1,et,et,CON:coord,2398,et_S,13,Crd,
522,122,2,pour,pour,PRE,2399,por2_+S,13,Pre,
523,122,3,la,la,DET:def,2400,le_S,13,Det,
524,122,4,mauvaistié,mauvaistié,NOM,2401,mauvaistié_+IT,13,N,
525,123,1,dont,dont,PRO:invar,2402,dont_S,13,Sub,
526,123,2,il,il,PRO:pers,2403,il_S,13,Prn,s
527,123,3,s',s',PRO:pers,2404,soi1_S,13,Prn,
528,123,4,appensoit,appensoit,VER,2405,<unknown>,13,Vfin,
529,123,5,.,.,PON,2406,.,13,Pnc,
530,123,6,Tant,tant,ADV,2407,tant_CI,14,Adv,
531,124,1,lors,lors,ADV,2480,lors_+CIT,14,Adv,
532,124,2,fu,fu,VER,2481,estre1|estre_+I|CMI,14,Vfin,
533,124,3,il,il,PRO:pers,2482,il_S,14,Prn,s
534,124,4,mesdisant,mesdisant,VER,2483,mesdire_+Z,14,Vprs,
535,125,1,de,de,PRE,2486,de_+S,14,Pre,
536,125,2,mauvaises,mauvaises,ADJ,2487,mauvais_+Z,14,Adj,
537,125,3,paroles,paroles,NOM,2488,parole_+I,14,N,
538,126,1,et,et,CON:coord,2489,et_S,14,Crd,
539,126,2,disoit,disoit,VER,2490,dire_+CIM,14,Vfin,
540,126,3,villenie,villenie,NOM,2491,vilenie_*+IT,14,N,c
541,127,1,si,si,ADV,2498,si_+IT,14,Adv,
542,127,2,que,que,PROCON,2499,que3_S,14,Sub,
543,127,3,par,par,PRE,2500,par_S,14,Pre,
544,127,4,le,le,DET:def,2501,le_S,14,Det,
545,127,5,venin,venin,NOM,2502,venin_+IT,14,N,
546,128,1,si,si,ADV,2522,si_+IT,14,Adv,
547,128,2,comme,comme,VER,2523,commer_M,14,Sub,
548,128,3,de,de,PRE,2524,de_+S,14,Pre,
549,128,4,eulx,eulx,PRO:pers,2525,il_S,14,Prn,c
550,128,5,batre,batre,VER,2526,batre|entrebatre|forbatre_+MIT|+M|+T,14,Vinf,
551,129,1,se,se,PRO:pers,2548,soi1_S,14,Sub,
552,129,2,ne,ne,PRO:clit,2549,en2_S,14,Neg,
553,129,3,fust,fust,VER,2550,estre1|fuster_+I|+M,14,Vfin,
554,129,4,pour,pour,PRE,2551,por2_+S,14,Pre,
555,129,5,cremeur,cremeur,NOM,2552,cremor_*+T,14,N,
556,130,1,qui,qui,PROCON,2555,qui_S,14,Sub,s
557,130,2,moult,moult,ADV,2556,mout_I,14,Adv,
558,130,3,estoit,estoit,VER,2557,ester|estre1_+IM|+I,14,Vfin,
559,130,4,amez,amez,VER,2558,amer1|amer_+I|MI,14,Vpp,
560,131,1,ou,ou,PREDET:en,2587,en1+le_S,15,Crd,
561,131,2,bleciez,bleciez,VER,2588,blecier_+MI,15,Vpp,
562,131,3,deux,deux,ADJ:card,2589,deus_CZ,15,Adj,
563,131,4,ou,ou,PREDET:en,2590,en1+le_S,15,Crd,
564,131,5,troix,troix,NOM,2591,<unknown>,15,Adj,
565,132,1,a,a,PRE,2663,a_S,15,Pre,
566,132,2,fole,fole,ADJ,2664,fol3|fol_I|I,15,Adj,
567,132,3,acoustumance,acoustumance,NOM,2665,acostumance_+G,15,N,
568,133,1,que,que,PROCON,2666,que3_S,15,Sub,
569,133,2,moult,moult,ADV,2667,mout_I,15,Adv,
570,133,3,y,y,PRO:clit,2668,i2_S,15,Prn,
571,133,4,avoit,avoit,VER,2669,avoiier|avoir_+MI|+MI,15,Vfin,
572,133,5,fort,fort,ADJ,2670,fort_+IT,15,Adj,
573,134,1,souvent,souvent,ADV,2680,sovent_*IT,15,Adv,
574,134,2,que,que,PROCON,2681,que3_S,15,Sub,
575,134,3,quant,quant,ADV,2682,cant_C,15,Sub,
576,134,4,une,une,DET:ndf,2683,un_S,15,Det,
577,134,5,ente,ente,NOM,2684,ente_+IT,15,N,
578,135,1,si,si,ADV,2764,si_+IT,15,Adv,
579,135,2,aprint,aprint,VER,2765,<nolem>,15,Vfin,
580,135,3,a,a,PRE,2766,a_S,15,Pre,
581,135,4,jouer,jouer,VER,2767,jouer_M,15,Vinf,
582,136,1,il,il,PRO:pers,2799,il_S,15,Prn,s
583,136,2,n',n',PRO:clit,2800,en2_S,15,Neg,
584,136,3,entendoit,entendoit,VER,2801,entendre_+M,15,Vfin,
585,136,4,ne,ne,PRO:clit,2802,en2_S,15,Crd,
586,136,5,jour,jour,NOM,2803,jor_+C,15,N,
587,137,1,aux,aux,PREDET:a,2818,a+le_S,15,Pre+Det,
588,137,2,dez,dez,NOM,2819,dé1_+I,15,N,
589,137,3,.,.,PON,2820,.,15,Pnc,
590,137,4,Et,et,CON:coord,2821,et_S,15,Crd,
591,137,5,plus,plus,ADV,2822,plus_CI,15,Adv,
592,137,6,souvent,souvent,ADV,2823,sovent_*IT,15,Adv,
593,138,1,deniers,deniers,NOM,2872,denier_+CI,15,N,&
594,138,2,et,et,CON:coord,2873,et_S,15,Crd,
595,138,3,joyaulx,joyaulx,NOM,2874,<unknown>,15,N,
596,139,1,tout,tout,PRO:ind,2875,tot_S,15,Adv,
597,139,2,a,a,PRE,2876,a_S,15,Pre,
598,139,3,sa,sa,DET:poss,2877,son4_S,15,Det,
599,139,4,volenté,volenté,NOM,2878,volenté_+IT,15,N,
600,140,1,et,et,CON:coord,2897,et_S,15,Crd,
601,140,2,sanz,sanz,PRE,2898,sans_+S,15,Pre,
602,140,3,mettre,mettre,VER,2899,manumettre|metre|mettre_M|IMMd|M,15,Vinf,
603,140,4,en,en,PRE,2900,en1_+S,15,Pre,
604,140,5,honneur,honneur,NOM,2901,onor_*+IT,15,N,
