wd_id,line_id,linewd,word,lex_id,tag,old_wd_id,para_id,syntag,lemma,NCA_src,boundary,synfunc,NCA_taggerpos,NCA_sent
183,37,3,au,au,PREDET:a:obj:masc:sg,1066,27,Pre+Det,a+le|le,S|C,"[('PreN', ''), ('Pre+Det', ''), ('N', '')]",,PREDET:a,73
184,37,4,dyable,dyable,NOM:obj:masc:sg,1067,27,N,dïable,*+IdTTd,"[('SubVfin', ''), ('AdjGrp', 'a'), ('SubVfin', '')]",,NOM,73
185,38,1,de,de,PRE,1092,28,Pre,de,+CIST,"[('PreN', ''), ('Pre', ''), ('Det', '')]",,PRE,74
186,38,2,la,la,DET:def:obj:femi:sg,1093,28,Det,le,CST,"[('PreN', ''), ('Det', ''), ('N', '')]",,DET:def,74
187,38,3,meselerie,meselerie,NOM:obj:femi:sg,1094,28,N,meselerie,+T,"[('PreN', ''), ('N', ''), ('PreN', '')]",,NOM,74
188,39,1,le,le,DET:def:obj:masc:sg,1105,28,Det,le,CST,"[('NGrp', 'c'), ('Det', ''), ('N', '')]",,DET:def,75
189,39,2,pechie,pechié,NOM:obj:masc:sg,1106,28,N,pechié,*+I,"[('NGrp', 'c'), ('N', ''), ('Adj', '')]",,NOM,75
190,39,3,mortel,mortel,ADJ:obj:masc:sg,1107,28,Adj,mortel,+IT,"[('SubVfin', ''), ('NGrp', 's'), ('Vfin', '')]",,ADJ,75
191,39,4,meurt,meurt,VER:pres:3:sg,1108,28,Vfin,morir,+Z,"[('VfinGrp', ''), ('SubVfin', ''), ('Prn', 's')]",,VER,75
192,40,1,le,le,DET:def:obj:masc:sg,1220,29,Det,le,CST,"[('NGrp', ''), ('Det', ''), ('N', '')]",,DET:def,77
193,40,2,jour,jour,NOM:obj:masc:sg,1221,29,N,jor,+C,"[('NGrp', ''), ('N', ''), ('PreN', '')]",,NOM,77
194,40,3,du,du,PREDET:de:obj:masc:sg,1222,29,Pre+Det,de+le|le,S|C,"[('PreN', ''), ('Pre+Det', ''), ('Adj', '')]",,PREDET:de,77
195,40,4,grant,grant,ADJ:obj:masc:sg,1223,29,Adj,grant,+CIT,"[('PreN', ''), ('Adj', ''), ('N', '')]",,ADJ,77
196,40,5,jeudi,jeudi,NOM:obj:masc:sg,1224,29,N,UNKNOWN,,#,,NOM,77
197,41,1,diz,diz,VER:simp:1:sg,1230,29,Vfin,dire,+CMI,"[('VfinGrp', 'inc'), ('Vfin', ''), ('Prn', 's')]",,VER,78
198,41,2,je,je,PRO:pers:suj:1:sg:unb,1231,29,Prn,je,CIST,"[('VfinGrp', 'inc'), ('Prn', 's'), ('PreN', '')]",s,PRO:pers,78
199,41,3,",",",",PON,1232,29,Pnc,",",,,,PON,78
200,41,4,en,en,PRO:clit,1233,29,Pre,en1|en,+IST|CI,"[('PreN', ''), ('Pre', ''), ('Adj', '')]",,PRE,78
201,41,5,mal,mal,ADJ:obj:masc:sg,1234,29,Adj,mal1|mal,IT|CI,"[('PreN', ''), ('Adj', ''), ('N', '')]",,ADJ,78
202,41,6,eur,eur,NOM:obj:masc:sg,1235,29,N,or2|or3|ëur,+T|+Td|+IdTd,"[('VfinGrp', ''), ('VfinGrp', 'inc'), ('NGrp', 'c')]",,NOM,78
203,42,1,les,les,DET:def:obj:masc:pl,1238,29,Det,le,CST,"[('NGrp', 'c'), ('Det', ''), ('N', '')]",,DET:def,78
204,42,2,piez,piez,NOM:obj:masc:pl,1239,29,N,pie|pié,+C|+I,"[('NGrp', 'c'), ('N', ''), ('PreAdj', '')]",,NOM,78
205,42,3,de,de,PRE,1240,29,Pre,de,+CIST,"[('PreAdj', ''), ('Pre', ''), ('Det', '')]",,PRE,78
206,42,4,ces,ces,DET:demo:obj:masc:pl,1241,29,Det,cel|cest,S|CS,"[('PreAdj', ''), ('Det', ''), ('Adj', '')]",,DET:demo,78
207,42,5,vilains,vilains,ADJ:obj:masc:pl,1242,29,Adj,vilain,I,"[('VfinGrp', ''), ('NGrp', 'c'), ('Adv', '')]",,NOM,78
208,43,1,ne,ne,PRO:clit,1243,29,Neg,en2|ne,S|C,"[('VfinGrp', ''), ('Adv', ''), ('Vfin', '')]",,PRO:clit,78
209,43,2,laverai,laverai,VER:futu:1:sg,1244,29,Vfin,laver,*+IMT,"[('VfinGrp', ''), ('Vfin', ''), ('Prn', 's')]",,VER,78
210,43,3,-,-,PON,1245,29,Pnc,-,,,,PON,78
211,43,4,je,je,PRO:pers:suj:1:sg:unb,1246,29,Prn,je,CIST,"[('VfinGrp', ''), ('Prn', 's'), ('Adv', '')]",s,PRO:pers,78
212,43,5,ja,ja,ADV,1247,29,Adv,ja,+CIT,#,,ADV,78
213,44,1,fist,fist,VER:simp:3:sg,1253,29,Vfin,faire|feire|fere,+CMI|M|M,"[('VfinGrp', 'inc'), ('Vfin', ''), ('Prn', 's')]",,VER,79
214,44,2,-,-,PON,1254,29,Pnc,-,,,,PON,79
215,44,3,il,il,PRO:pers:suj:3:masc:sg:unb,1255,29,Prn,il,CIST,"[('VfinGrp', ''), ('VfinGrp', 'inc'), ('Prn', 's')]",s,PRO:pers,79
216,44,4,",",",",PON,1256,29,Pnc,",",,,,PON,79
217,44,5,',',PON:cit,1257,29,Pnc,QUOTES,,,,PON:cit,79
218,44,6,ce,ce,PRO:invar,1258,29,Prn,ce1|ce,S|C,"[('VfinGrp', ''), ('Prn', 's'), ('Vfin', '')]",s,PRO:invar,79
219,44,7,fu,fu,VER:simp:3:sg,1259,29,Vfin,estre1|estre,+I|CMI,"[('VfinGrp', ''), ('Vfin', ''), ('Adv', '')]",,VER,79
220,44,8,mal,mal,ADV,1260,29,Adv,mal,I,"[('VfinGrp', ''), ('Adv', ''), ('Vpp', '')]",,ADV,79
221,44,9,dit,dit,VER:pper:masc:sg,1261,29,Vpp,dire,+CMI,"[('VfinGrp', ''), ('Vpp', ''), ('VfinGrp', '+')]",,VER,79
222,45,1,en,en,PRE,1269,29,Pre,en1|en,+IST|CI,"[('PreN', ''), ('Pre', ''), ('N', '')]",,PRE,79
223,45,2,desdaing,desdaing,NOM:obj:masc:sg,1270,29,N,desdeing,+I,"[('VinfGrp', 'c'), ('PreN', ''), ('PrnSubVfin', 'c')]",,NOM,79
224,45,3,ce,ce,PRO:invar,1271,29,Prn,ce1|ce,S|C,"[('PrnSubVfin', 'c'), ('Prn', ''), ('SubVfin', '')]",,PRO:invar,79
225,45,4,que,que,PROCON,1272,29,Sub,que2|que3|que,T|S|C,"[('SubVfin', ''), ('Sub', 'c'), ('N', 's')]",c,PROCON,79
226,45,5,dieu,dieu,NOM:suj:masc:sg,1273,29,N,dieu,+CIT,"[('SubVfin', ''), ('N', 's'), ('Vfin', '')]",s,NOM,79
227,46,1,creoient,creoient,VER:impf:3:pl,1312,30,Vfin,croire,+M,"[('SubVfin', ''), ('Vfin', ''), ('VfinGrp', '&')]",,VER,81
228,46,2,et,et,CON:coord,1313,30,Crd,et,ST,"[('VfinGrp', '&'), ('Crd', ''), ('Vfin', '')]",,CON:coord,81
229,46,3,amoient,amoient,VER:impf:3:pl,1314,30,Vfin,amer1|amer,+I|IM,"[('VfinGrp', ''), ('NGrp', 'c'), ('SubVfin', '')]",,VER,81
230,47,1,pour,pour,PRE,1367,31,Pre,por2|por,+ST|C,"[('PreN', ''), ('Pre', ''), ('Det', '')]",,PRE,83
231,47,2,la,la,DET:def:obj:femi:sg,1368,31,Det,le,CST,"[('PreN', ''), ('Det', ''), ('Adj', '')]",,DET:def,83
232,47,3,grant,grant,ADJ:obj:femi:sg,1369,31,Adj,grant,+CIT,"[('PreN', ''), ('Adj', ''), ('N', '')]",,ADJ,83
233,47,4,renommee,renommee,NOM:obj:femi:sg,1370,31,N,renomee,*+IT,"[('PreN', ''), ('N', ''), ('SubVfin', '')]",,NOM,83
234,48,1,il,il,PRO:pers:suj:3:masc:sg:unb,1378,31,Prn,il,CIST,"[('VfinGrp', ''), ('Prn', 's'), ('Prn', 'c')]",s,PRO:pers,83
235,48,2,le,le,PRO:pers:obj:3:masc:sg:unb,1379,31,Prn,il,CIST,"[('VfinGrp', ''), ('Prn', 'c'), ('Vfin', '')]",c,PRO:pers,83
236,48,3,faisoit,faisoit,VER:impf:3:sg,1380,31,Vfin,faire,+CM,"[('VfinGrp', ''), ('Vfin', ''), ('VinfGrp', 'c')]",,VER,83
237,48,4,manger,manger,VER:infi,1381,31,Vinf,mangier,+I,"[('VinfGrp', 'c'), ('Vinf', ''), ('PreN', '')]",,VER,83
238,49,1,et,et,CON:coord,1401,31,Crd,et,ST,"[('VfinGrp', ''), ('Crd', ''), ('Prn', 'c')]",,CON:coord,85
239,49,2,nous,nous,PRO:pers:1:pl,1402,31,Prn,nos1|nos,S|C,"[('VfinGrp', ''), ('Prn', 'c'), ('Vfin', '')]",c,PRO:pers,85
240,49,3,reprist,reprist,VER:simp:3:sg,1403,31,Vfin,prendre|reprendre,+M|I,"[('VfinGrp', ''), ('Vfin', ''), ('VfinGrp', '&')]",,VER,85
241,49,4,",",",",PON,1404,31,Pnc,",",,,,PON,85
242,49,5,et,et,CON:coord,1405,31,Crd,et,ST,"[('VfinGrp', '&'), ('Crd', ''), ('Vfin', '')]",,CON:coord,85
243,49,6,dit,dit,VER:simp:3:sg,1406,31,Vfin,dire,+CMI,#,,VER,85
244,50,1,si,si,PROCON,1499,32,Adv,si,C,"[('VfinGrp', ''), ('Adv', ''), ('Vfin', '')]",,PROCON,89
245,50,2,rendoit,rendoit,VER:impf:3:sg,1500,32,Vfin,rendre,+M,"[('VfinGrp', ''), ('Vfin', ''), ('NGrp', 'c')]",,VER,89
246,50,3,sa,sa,DET:poss:obj:femi:sg,1501,32,Det,son4|son,S|C,"[('NGrp', 'c'), ('Det', ''), ('N', '')]",,DET:poss,89
247,50,4,sentence,sentence,NOM:obj:femi:sg,1502,32,N,sentence,+T,#,,NOM,89
248,51,1,et,et,CON:coord,1523,32,Crd,et,ST,"[('VfinGrp', '&'), ('Crd', ''), ('NGrp', 's')]",,CON:coord,90
249,51,2,tout,tout,DET:ind:suj:masc:sg,1524,32,Det,tot,CS,"[('NGrp', 's'), ('Det', ''), ('Det', '')]",,DET:ind,90
250,51,3,le,le,DET:def:suj:masc:sg,1525,32,Det,le,CST,"[('NGrp', 's'), ('Det', ''), ('N', '')]",,DET:def,90
251,51,4,remenant,remenant,NOM:suj:masc:sg,1526,32,N,remanant,+IT,"[('VfinGrp', '&'), ('NGrp', 's'), ('Prn', '')]",,NOM,90
252,52,1,car,car,CON:coord,1623,33,Crd,car,ST,"[('VfinGrp', '+'), ('Crd', ''), ('PreN', '')]",,CON:coord,93
253,52,2,aus,aus,PREDET:a:obj:masc:pl,1624,33,Pre+Det,a+le|le,S|C,"[('PreN', ''), ('Pre+Det', ''), ('Adj', '')]",,PREDET:a,93
254,52,3,grans,grans,ADJ:obj:masc:pl,1625,33,Adj,grant,+I,"[('PreN', ''), ('Adj', ''), ('N', '')]",,ADJ,93
255,52,4,usuriers,usuriers,NOM:obj:masc:pl,1626,33,N,usurier,*+T,"[('PreN', ''), ('N', ''), ('PreN', '&')]",,NOM,93
256,53,1,que,que,PROCON,1680,34,Sub,que2|que3|que,T|S|C,"[('SubVfin', ''), ('Sub', ''), ('Prn', 's')]",,PROCON,94
257,53,2,il,il,PRO:pers:suj:3:masc:sg:unb,1681,34,Prn,il,CIST,"[('SubVfin', ''), ('Prn', 's'), ('Adv', '')]",s,PRO:pers,94
258,53,3,n,n,PRO:clit,1682,34,Neg,en2|ne,S|C,"[('SubVfin', ''), ('Adv', ''), ('Vfin', '')]",,PRO:clit,94
259,53,4,encombrast,encombrast,VER:subi:3:sg,1683,34,Vfin,UNKNOWN,,"[('SubVfin', ''), ('Vfin', ''), ('NGrp', 'c')]",,VER,94
260,53,5,l,l',DET:def:obj:femi:sg,1684,34,Det,le,CS,"[('NGrp', 'c'), ('Det', ''), ('N', '')]",,DET:def,94
261,53,6,ame,ame,NOM:obj:femi:sg,1685,34,N,ame,+CGIT,"[('NGrp', 'c'), ('N', ''), ('PrePrn', '')]",,NOM,94
262,54,1,pour,pour,PRE,1688,34,Pre,por2|por,+ST|C,"[('PreN', ''), ('Pre', ''), ('Det', '')]",,PRE,94
263,54,2,les,les,DET:def:obj:masc:pl,1689,34,Det,le,CST,"[('PreN', ''), ('Det', ''), ('Adj', '')]",,DET:def,94
264,54,3,granz,granz,ADJ:obj:masc:pl,1690,34,Adj,grant,+I,"[('PreN', ''), ('Adj', ''), ('N', '')]",,ADJ,94
265,54,4,deniers,deniers,NOM:obj:masc:pl,1691,34,N,denier,+CI,"[('PreN', ''), ('N', ''), ('SubVfin', '')]",,NOM,94
266,55,1,a,a,PRE,1758,35,Pre,a3|a,+T|CGIS,"[('PreN', ''), ('Pre', ''), ('Det', '')]",,PRE,97
267,55,2,une,une,DET:ndf:obj:femi:sg,1759,35,Det,un,CS,"[('PreN', ''), ('Det', ''), ('N', '')]",,DET:ndf,97
268,55,3,penthecouste,penthecouste,NOM:obj:femi:sg,1760,35,N,pentecoste,C,"[('VfinGrp', ''), ('PreN', ''), ('AdvSubVfin', '')]",,NOM,97
269,56,1,au,au,PREDET:a:obj:masc:sg,1790,35,Pre+Det,a+le|le,S|C,"[('PreN', ''), ('Pre+Det', ''), ('N', '')]",,PREDET:a,98
270,56,2,conte,conte,NOM:obj:masc:sg,1791,35,N,conte1|conte2,+IT|+IT,"[('PreN', ''), ('N', ''), ('PreN', '')]",,NOM,98
271,56,3,de,de,PRE,1792,35,Pre,de,+CIST,"[('PreN', ''), ('Pre', ''), ('N', '')]",,PRE,98
272,56,4,bretaigne,bretaigne,NPR:obj:femi:sg,1793,35,N,bretagne,I|Z,"[('PreN', ''), ('PreN', ''), ('NGrp', '')]",,NPR,98
273,57,1,de,de,PRE,1792,35,Pre,de,+CIST,"[('PreN', ''), ('Pre', ''), ('N', '')]",,PRE,98
274,57,2,bretaigne,bretaigne,NPR:obj:femi:sg,1793,35,N,bretagne,I|Z,"[('PreN', ''), ('PreN', ''), ('NGrp', '')]",,NPR,98
275,57,3,",",",",PON,1794,35,Pnc,",",,,,PON,98
276,57,4,le,le,DET:def:obj:masc:sg,1795,35,Det,le,CST,"[('NGrp', ''), ('Det', ''), ('N', '')]",,DET:def,98
277,57,5,pere,pere,NOM:obj:masc:sg,1796,35,N,paire|pere1|piere,+T|+T|+T,"[('NGrp', ''), ('N', ''), ('PreN', '')]",,NOM,98
278,58,1,qui,qui,PROCON,1799,35,Sub,qui,CST,"[('SubVfin', ''), ('Sub', 's'), ('Adv', '')]",s,PROCON,98
279,58,2,ore,ore,ADV,1800,35,Adv,or4|or,+IT|I,"[('SubVfin', ''), ('Adv', ''), ('Vfin', '')]",,ADV,98
280,58,3,est,est,VER:pres:3:sg,1801,35,Vfin,ester|estre1,+M|+I,"[('VfinGrp', '&'), ('PreN', ''), ('SubVfin', 'c')]",,VER,98
281,58,4,",",",",PON,1802,35,Pnc,",",,,,PON,98
282,58,5,que,que,PROCON,1803,35,Sub,que2|que3|que,T|S|C,"[('SubVfin', 'c'), ('Sub', ''), ('N', 's')]",,PROCON,98
283,58,6,dieu,dieu,NOM:suj:masc:sg,1804,35,N,dieu,+CIT,"[('SubVfin', 'c'), ('N', 's'), ('Vfin', '')]",s,NOM,98
284,58,7,gart,gart,VER:subp:3:sg,1805,35,Vfin,garder|garir,+MI|+M,#,,VER,98
285,59,1,et,et,CON:coord,1816,35,Crd,et,ST,"[('VfinGrp', '&'), ('Crd', ''), ('Prn', 'c')]",,CON:coord,99
286,59,2,me,me,PRO:pers:obj:1:sg:unb,1817,35,Prn,je|moi,IS|T,"[('VfinGrp', '&'), ('Prn', 'c'), ('Vfin', '')]",c,PRO:pers,99
287,59,3,prist,prist,VER:simp:3:sg,1818,35,Vfin,prendre|prisier,+MI|+M,"[('VfinGrp', '&'), ('Vfin', ''), ('PreN', '')]",,VER,99
288,59,4,par,par,PRE,1819,35,Pre,par,CIS,"[('PreN', ''), ('Pre', ''), ('Det', '')]",,PRE,99
289,59,5,le,le,DET:def:obj:masc:sg,1820,35,Det,le,CST,"[('PreN', ''), ('Det', ''), ('N', '')]",,DET:def,99
290,59,6,cor,cor,NOM:obj:masc:sg,1821,35,N,cor2|cors2|cort1,+T|+T|+I,"[('PreN', ''), ('N', ''), ('PreN', '')]",,NOM,99
291,60,1,et,et,CON:coord,1826,35,Crd,et,ST,"[('VfinGrp', '&'), ('Crd', ''), ('Prn', 'c')]",,CON:coord,99
292,60,2,me,me,PRO:pers:obj:1:sg:unb,1827,35,Prn,je|moi,IS|T,"[('VfinGrp', '&'), ('Prn', 'c'), ('Vfin', '')]",c,PRO:pers,99
293,60,3,mena,mena,VER:simp:3:sg,1828,35,Vfin,mener,+MI,"[('VfinGrp', '&'), ('Vfin', ''), ('PreN', '')]",,VER,99
294,60,4,au,au,PREDET:a:obj:masc:sg,1829,35,Pre+Det,a+le|le,S|C,"[('PreN', ''), ('Pre+Det', ''), ('N', '')]",,PREDET:a,99
295,60,5,roy,roy,NOM:obj:masc:sg,1830,35,N,roi,C,#,,NOM,99
296,61,1,je,je,PRO:pers:suj:1:sg:unb,1865,35,Prn,je,CIST,"[('VfinGrp', ''), ('Prn', 's'), ('Prn', '')]",s,PRO:pers,103
297,61,2,vous,vous,PRO:pers:2:pl,1866,35,Prn,ous2|vos1,T|S,"[('VfinGrp', ''), ('Prn', ''), ('Vfin', '')]",,PRO:pers,103
298,61,3,veil,veil,VER:pres:1:sg,1867,35,Vfin,voloir,+Z,"[('VfinGrp', ''), ('Vfin', ''), ('VinfGrp', 'c')]",,VER,103
299,61,4,demander,demander,VER:infi,1868,35,Vinf,demander|dementer,+IT|+M,"[('VinfGrp', 'c'), ('Vinf', ''), ('SubVfin', 'c')]",,VER,103
300,62,1,se,se,PROCON,1969,36,Sub,se,C,"[('SubVfin', ''), ('Sub', ''), ('Prn', 's')]",,PROCON,107
301,62,2,je,je,PRO:pers:suj:1:sg:unb,1970,36,Prn,je,CIST,"[('SubVfin', ''), ('Prn', 's'), ('Prn', '')]",s,PRO:pers,107
302,62,3,me,me,PRO:pers:obj:1:sg:unb,1971,36,Prn,je|moi,IS|T,"[('SubVfin', ''), ('Prn', ''), ('Vfin', '')]",,PRO:pers,107
303,62,4,vest,vest,VER:pres:1:sg,1972,36,Vfin,aler|vestir,+M|+IM,"[('SubVfin', ''), ('Vfin', ''), ('PreAdj', '')]",,VER,107
304,62,5,de,de,PRE,1973,36,Pre,de,+CIST,"[('PreAdj', ''), ('Pre', ''), ('Adj', '')]",,PRE,107
305,62,6,vert,vert,ADJ:obj:masc:sg,1974,36,Adj,vert,+IT,"[('PreAdj', ''), ('Adj', ''), ('PreAdj', '&')]",,ADJ,107
306,63,1,et,et,CON:coord,2017,36,Crd,et,ST,"[('VfinGrp', '&'), ('Crd', ''), ('Crd', '')]",,CON:coord,108
307,63,2,et,et,CON:coord,2018,36,Crd,et,ST,"[('VfinGrp', '&'), ('Crd', ''), ('Vfin', '')]",,CON:coord,108
308,63,3,estes,estes,VER:pres:2:pl,2019,36,Vfin,ester|estre1,+M|+I,"[('VfinGrp', '&'), ('Vfin', ''), ('Vpp', '')]",,VER,108
309,63,4,vestu,vestu,VER:pper:masc:sg,2020,36,Vpp,vestir,+IM,"[('VfinGrp', '&'), ('Vpp', ''), ('PreN', '')]",,VER,108
310,64,1,et,et,CON:coord,2032,36,Crd,et,ST,"[('VfinGrp', ''), ('Crd', ''), ('Adv', '')]",,CON:coord,109
311,64,2,lors,lors,ADV,2033,36,Adv,lors,+CIT,"[('VfinGrp', ''), ('Adv', ''), ('Prn', 's')]",,ADV,109
312,64,3,je,je,PRO:pers:suj:1:sg:unb,2034,36,Prn,je,CIST,"[('VfinGrp', ''), ('Prn', 's'), ('Vfin', '')]",s,PRO:pers,109
313,64,4,pris,pris,VER:simp:1:sg,2035,36,Vfin,prendre|prisier,+CMI|+IM,"[('VfinGrp', ''), ('Vfin', ''), ('NGrp', 'c')]",,VER,109
314,64,5,le,le,DET:def:obj:masc:sg,2036,36,Det,le,CST,"[('NGrp', 'c'), ('Det', ''), ('N', '')]",,DET:def,109
315,64,6,pan,pan,NOM:obj:masc:sg,2037,36,N,pain|pan1|pan2|pan3|pen,+T|+IT|+T|+T|+T,"[('NGrp', 'c'), ('N', ''), ('PreN', '')]",,NOM,109
316,65,1,et,et,CON:coord,2041,36,Crd,et,ST,"[('PreN', '&'), ('Crd', ''), ('Pre+Det', '')]",,CON:coord,109
317,65,2,du,du,PREDET:de:obj:masc:sg,2042,36,Pre+Det,de+le|le,S|C,"[('PreN', '&'), ('Pre+Det', ''), ('N', '')]",,PREDET:de,109
318,65,3,seurcot,seurcot,NOM:obj:masc:sg,2043,36,N,sorcot,+T,"[('PreN', '&'), ('N', ''), ('NGrp', 'o')]",,NOM,109
319,65,4,le,le,DET:def:obj:masc:sg,2044,36,Det,le,CST,"[('NGrp', 'o'), ('Det', ''), ('N', '')]",,DET:def,109
320,65,5,roy,roy,NOM:obj:masc:sg,2045,36,N,roi,C,"[('VfinGrp', ''), ('NGrp', 'c'), ('VfinGrp', '&')]",,NOM,109
321,66,1,entreprist,entreprist,VER:simp:3:sg,2064,36,Vfin,entreprendre,+I,"[('VfinGrp', ''), ('Vfin', ''), ('PreVinf', '')]",,VER,110
322,66,2,a,a,PRE,2065,36,Pre,a3|a,+T|CGIS,"[('PreVinf', ''), ('Pre', ''), ('Vinf', '')]",,PRE,110
323,66,3,deffendre,deffendre,VER:infi,2066,36,Vinf,defendre,*+I,"[('PreVinf', ''), ('Vinf', ''), ('NGrp', 'c')]",,VER,110
324,67,1,et,et,CON:coord,2114,37,Crd,et,ST,"[('VfinGrp', '&'), ('Crd', ''), ('Vfin', '')]",,CON:coord,112
325,67,2,mist,mist,VER:simp:3:sg,2115,37,Vfin,manoir|metre|mettre,M|CIM|M,"[('VfinGrp', '&'), ('Vfin', ''), ('NGrp', 'c')]",,VER,112
326,67,3,la,la,DET:def:obj:femi:sg,2116,37,Det,le,CST,"[('NGrp', 'c'), ('Det', ''), ('N', '')]",,DET:def,112
327,67,4,main,main,NOM:obj:femi:sg,2117,37,N,main2|main3,+IT|+T,"[('VfinGrp', '&'), ('NGrp', 'c'), ('PreN', '')]",,NOM,112
328,67,5,a,a,PRE,2118,37,Pre,a3|a,+T|CGIS,"[('PreN', ''), ('Pre', ''), ('N', '')]",,PRE,112
329,67,6,terre,terre,NOM:obj:femi:sg,2119,37,N,terre,+CIT,"[('VfinGrp', ''), ('VfinGrp', '&'), ('VfinGrp', '&')]",,NOM,112
330,68,1,ha,ha,EXC,2143,37,Exc,a2|hay!,+T|+T,"[('VfinGrp', ''), ('Exc', ''), ('N', '')]",,INT,112
331,68,2,sire,sire,NOM:suj:masc:sg,2144,37,N,seignor|sire2,+CIT|+T,"[('VfinGrp', ''), ('N', ''), ('VfinGrp', 'inc')]",,NOM,112
332,68,3,",",",",PON,2145,37,Pnc,",",,,,PON,112
333,68,4,"""","""",PON:cit,2146,37,Pnc,QUOTED,,,,PON:cit,112
334,68,5,firent,firent,VER:simp:3:pl,2147,37,Vfin,faire|feire,+CMI|M,"[('VfinGrp', 'inc'), ('Vfin', ''), ('Prn', 's')]",,VER,112
335,68,6,-,-,PON,2148,37,Pnc,-,,,,PON,112
336,68,7,il,il,PRO:pers:suj:3:masc:pl,2149,37,Prn,il,CIST,"[('VfinGrp', ''), ('VfinGrp', 'inc'), ('Prn', 's')]",s,PRO:pers,112
337,69,1,apres,aprés,PRE,2200,37,Pre,apres|après,C|IdSTd,"[('PrePrn', ''), ('Pre', ''), ('Prn', '')]",,PRE,115
338,69,2,moy,moy,PRO:pers:obj:1:sg:bet,2201,37,Prn,je,S,"[('VfinGrp', ''), ('VinfGrp', 'c'), ('VfinGrp', '&')]",,PRO:pers,115
339,69,3,",",",",PON,2202,37,Pnc,",",,,,PON,115
340,69,4,et,et,CON:coord,2203,37,Crd,et,ST,"[('VfinGrp', '&'), ('Crd', ''), ('Prn', '')]",,CON:coord,115
341,69,5,leur,leur,PRO:pers:dat:3:pl,2204,37,Prn,il|lor2,CT|S,"[('VfinGrp', '&'), ('Prn', ''), ('Vfin', '')]",,PRO:pers,115
342,69,6,dit,dit,VER:simp:3:sg,2205,37,Vfin,dire,+CMI,#,,VER,115
343,70,1,quant,quant,ADV,2213,37,Sub,cant,CI,"[('SubVfin', ''), ('Sub', ''), ('Prn', 's')]",,ADV,115
344,70,2,vous,vous,PRO:pers:2:pl,2214,37,Prn,ous2|vos1,T|S,"[('SubVfin', ''), ('Prn', 's'), ('Vfin', '')]",s,PRO:pers,115
345,70,3,estes,estes,VER:pres:2:pl,2215,37,Vfin,ester|estre1,+M|+I,"[('SubVfin', ''), ('Vfin', ''), ('NGrp', 'a')]",,VER,115
346,70,4,mes,mes,DET:poss:suj:masc:pl,2216,37,Det,mon1|mon,S|C,"[('NGrp', 'a'), ('Det', ''), ('N', '')]",,DET:poss,115
347,70,5,filz,filz,NOM:suj:masc:pl,2217,37,N,fil1|fil2|fils2,+I|+IT|+T,"[('SubVfin', ''), ('NGrp', 'a'), ('VfinGrp', '&')]",,NOM,115
348,71,1,vous,vous,PRO:pers:2:pl,2339,38,Prn,ous2|vos1,T|S,"[('SubVfin', ''), ('Prn', 'c'), ('Prn', '')]",c,PRO:pers,119
349,71,2,en,en,PRO:clit,2340,38,Prn,en2|en,S|C,"[('SubVfin', ''), ('Prn', ''), ('Vfin', '')]",,PRO:clit,119
350,71,3,ameront,ameront,VER:futu:3:pl,2341,38,Vfin,amer1,+Z,"[('SubVfin', ''), ('Vfin', ''), ('Adv', '')]",,VER,119
351,71,4,miex,miex,ADV,2342,38,Adv,mieus,*I,"[('SubVfin', ''), ('Adv', ''), ('VfinGrp', '&')]",,ADV,119
352,72,1,vous,vous,PRO:pers:2:pl,2346,38,Prn,ous2|vos1,T|S,"[('VfinGrp', '&'), ('Prn', ''), ('Prn', '')]",,PRO:pers,119
353,72,2,en,en,PRO:clit,2347,38,Prn,en2|en,S|C,"[('VfinGrp', '&'), ('Prn', ''), ('Vfin', '')]",,PRO:clit,119
354,72,3,priseront,priseront,VER:futu:3:pl,2348,38,Vfin,prisier,*+M,"[('VfinGrp', '&'), ('Vfin', ''), ('Adv', '')]",,VER,119
355,72,4,plus,plus,ADV,2349,38,Adv,plus,CI,#,,ADV,119
356,73,1,on,on,PRO:invar,2358,38,Prn,on,CS,"[('VfinGrp', ''), ('Prn', 's'), ('Prn', '')]",s,PRO:invar,120
357,73,2,se,se,PROCON,2359,38,Prn,se,C,"[('VfinGrp', ''), ('Prn', ''), ('Vfin', '')]",,PROCON,120
358,73,3,doit,doit,VER:pres:3:sg,2360,38,Vfin,devoir|dire,+CMI|+M,"[('VfinGrp', ''), ('Vfin', ''), ('VinfGrp', 'c')]",,VER,120
359,73,4,assemer,assemer,VER:infi,2361,38,Vinf,acesmer,*+M,"[('VinfGrp', 'c'), ('Vinf', ''), ('PreN', '')]",,VER,120
360,74,1,en,en,PRE,2362,38,Pre,en1|en,+IST|CI,"[('PreN', ''), ('Pre', ''), ('N', '')]",,PRE,120
361,74,2,robes,robes,NOM:obj:femi:pl,2363,38,N,robe,+I,"[('PreN', ''), ('N', ''), ('PreN', '&')]",,NOM,120
362,74,3,et,et,CON:coord,2364,38,Crd,et,ST,"[('PreN', '&'), ('Crd', ''), ('Pre', '')]",,CON:coord,120
363,74,4,en,en,PRE,2365,38,Pre,en1|en,+IST|CI,"[('PreN', '&'), ('Pre', ''), ('N', '')]",,PRE,120
364,74,5,armes,armes,NOM:obj:femi:pl,2366,38,N,ame|arme,+C|+I,"[('VinfGrp', 'c'), ('PreN', ''), ('PreN', '')]",,NOM,120
