wd_id,line_id,linewd,word,lex_id,tag,old_wd_id,TT lemma,syntag,syntag2,lemma,page_id,synfunc,syllabified
856,138,8,dittes,dittes,VER,3435,dire_+C,Vfin,Vfin,dire,1035,,'C/V\.C/e\
857,139,1,il,il,PRO:pers,3456,il_S,Prn,Prn$,3p,1035,s,/V\
858,139,2,ne,ne,PRO:clit,3457,en2_S,Neg,Neg$$,ne1,1035,,C/(e)\
859,139,3,prisa,prisa,VER,3458,prisier_+IM,Vfin,Vfin,priser,1035,,C/V\.'C/V\
860,139,4,pas,pas,NOM,3459,pas|past2_+IT|+T,Neg,Neg,pas1,1035,,C/V\
861,139,5,plus,plus,ADV,3460,plus_CI,Adv,Adv,plus,1035,,C/V\
862,139,6,sa,sa,DET:poss,3461,son4_S,Det,Det,son4,1035,,C/V\
863,139,7,vie,vie,NOM,3462,vie1|voie_+T|+T,N,N,,1035,,'C/V\./(e)\
864,140,1,a,a,PRE,3471,a_S,Pre,Pre,à,1035,,/V\
865,140,2,plourer,plourer,VER,3472,pleurer_M,Vinf,Vinf,pleurer,1035,,C/V\.'C/V\
866,140,3,",",",",PON,3473,",",Pnc,Pnc,,1035,,
867,140,4,son,son,DET:poss,3474,son4_S,Det,Det,son4,1035,,C/V\
868,140,5,vis,vis,NOM,3475,vis|viz_+IT|+T,N,N,,1035,,C/V\
869,140,6,a,a,PRE,3476,a_S,Pre,Pre,à,1035,,/V\
870,140,7,pallir,pallir,VER,3477,palir_*+IMT,Vinf,Vinf,,1035,,C/V\.'C/V\
871,141,1,a,a,PRE,3476,a_S,Pre,Pre,à,1035,,/V\
872,141,2,pallir,pallir,VER,3477,palir_*+IMT,Vinf,Vinf,,1035,,C/V\.'C/V\
873,141,3,et,et,CON:coord,3478,et_S,Crd,Crd,et,1035,,/V\
874,141,4,a,a,PRE,3479,a_S,Pre,Pre,à,1035,,/V\
875,141,5,tressuer,tressuer,VER,3480,tressüer_+IdTd,Vinf,Vinf,,1035,,C/V\.C/V\.'C/V\
876,142,1,Et,et,CON:coord,3573,et_S,Crd,Crd,et,1036,,/V\
877,142,2,quant,quant,ADV,3574,cant_C,Sub,Sub,quand,1036,,C/V\
878,142,3,le,le,DET:def,3575,le_S,Det,Det,le,1036,,C/(e)\
879,142,4,povre,povre,ADJ,3576,povre_+IT,Adj,Adj,pauvre,1036,,'C/V\.C/(e)\
880,142,5,gentil,gentil,ADJ,3577,gentil_+IT,Adj,Adj,gentil1,1036,,C/V\.'C/V\
881,142,6,homme,homme,NOM,3578,ome_+C,N,N,,1036,,'/V\.C/(e)\
882,143,1,et,et,CON:coord,3598,et_S,Crd,Crd,et,1036,,/V\
883,143,2,a,a,PRE,3599,a_S,Pre,Pre,à,1036,,/V\
884,143,3,tousjours,tousjours,GDF,3600,toxique_G,Adv,Adv,toujours,1036,,C/V\.'C/V\
885,143,4,deshonnoré,deshonnoré,VER,3601,<unknown>,Vpp,Vpp,,1036,,C/V\.C/V\.C/V\.'C/V\
886,144,1,requiert,requiert,VER,3613,requerre_+I,Vfin,Vfin,requérir,1036,,C/V\.'C/V\
887,144,2,de,de,PRE,3614,de_+S,Pre,Pre,de,1036,,C/(e)\
888,144,3,rechief,rechief,NOM,3615,rechief_Z,N,N,,1036,,C/V\.'C/V\
889,144,4,a,a,PRE,3616,a_S,Pre,Pre,à,1036,,/V\
890,144,5,Madame,madame,NOM,3617,dame_+I,N,N,,1036,,C/V\.'C/V\.C/(e)\
891,145,1,et,et,CON:coord,3642,et_S,Crd,Crd,et,1036,,/V\
892,145,2,tant,tant,ADV,3643,tant_CI,QIs,QIs,tant,1036,,C/V\
893,145,3,plus,plus,ADV,3644,plus_CI,Adv,Adv,plus,1036,,C/V\
894,145,4,quant,quant,ADV,3645,cant_C,Sub,Sub,quand,1036,,C/V\
895,145,5,le,le,PRO:pers,3646,il_S,Prn,Prn$$,3p,1036,c,C/(e)\
896,145,6,veoit,veoit,VER,3647,vëoir_+IM,Vfin,Vfin,voir1,1036,,C/(V)\.'/V\
897,145,7,sy,sy,VER,3648,seeir_M,Adv,Adv,si4,1036,,C/V\
898,145,8,humble,humble,ADJ,3649,umble_+CT,Adj,Adj,,1036,,'/V\.C/(e)\
899,146,1,en,en,PRE,3666,en1_+S,Pre,Pre,en1,1036,,/V\
900,146,2,son,son,DET:poss,3667,son4_S,Det,Det,son4,1036,,C/V\
901,146,3,service,service,NOM,3668,servise_+T,N,N,,1036,,C/V\.'C/V\.C/(e)\
902,146,4,l',l',PRO:pers,3669,il_S,Prn,Prn$$,3p,1036,c,C/\
903,146,5,acquerir,acquerir,VER,3670,<unknown>,Vinf,Vinf,acquérir,1036,,/V\.C/e\.'C/V\
904,147,1,esmeue,esmeüe,VER,3705,esmovoir_+Id,Vpp,Vpp,émouvoir,1036,,/V\.C/(V)\.'/V\./(e)\
905,147,2,de,de,PRE,3706,de_+S,Pre,Pre,de,1036,,C/(e)\
906,147,3,toute,toute,DET:ind,3707,tot_S,QIs,QIs,tout,1036,,'C/V\.C/(e)\
907,147,4,pitié,pitié,NOM,3708,pitié_+IT,N,N,,1036,,C/V\.'C/V\
908,148,1,de,de,PRE,3706,de_+S,Pre,Pre,de,1036,,C/(e)\
909,148,2,toute,toute,DET:ind,3707,tot_S,QIs,QIs,tout,1036,,'C/V\.C/(e)\
910,148,3,pitié,pitié,NOM,3708,pitié_+IT,N,N,,1036,,C/V\.'C/V\
911,148,4,",",",",PON,3709,",",Pnc,Pnc,,1036,,
912,148,5,ne,ne,PRO:clit,3710,en2_S,Neg,Neg$$,ne1,1036,,C/(e)\
913,148,6,prenant,prenant,VER,3711,prendre_+MT,Vprs,Vprs,prendre,1037,,C/V\.'C/V\
914,149,1,non,non,ADV,3715,ne1_+Z,Neg,Neg,non,1037,,C/V\
915,149,2,faisoient,faisoient,VER,3716,faire_+M,Vfin,Vfin,faire,1037,,C/V\.'C/V\./e\
916,149,3,nulle,nulle,DET:ind,3717,nul_S,QIs,QIs,nul,1037,,'C/V\.C/(e)\
917,149,4,des,des,PREDET:de,3718,de+le_S,Pre+Det,Pre+Det,de+le,1037,,C/V\
918,149,5,aultres,aultres,ADJ,3719,autre_Z,Adj,Adj,autre,1037,,'/V\.C/e\
919,150,1,vouloit,vouloit,VER,3724,voloir_+C,Vfin,Vfin,vouloir,1037,,C/V\.'C/V\
920,150,2,saillir,saillir,VER,3725,salir2_+IT,Vinf,Vinf,,1037,c,C/V\.'C/V\
921,150,3,",",",",PON,3726,",",Pnc,Pnc,,1037,,
922,150,4,lui,lui,PRO:pers,3727,il|loi1_S|S,Prn,Prn$$,3p,1037,,C/V\
923,150,5,dist,dist,VER,3728,dire_+CMI,Vfin,Vfin,dire,1037,,C/V\
924,150,6,:,:,PON,3729,:,Pnc,Pnc,,1037,,
925,150,7,«,«,PON:cit,3730,Ğ,Pnc,Pnc,,1037,,
926,150,8,Hellas,hellas,NPR,3731,<unknown>,Exc,Exc,,1037,,C/V\.'C/V\
927,151,1,se,se,PRO:invar,3735,ce1_S,Sub,Sub,si3,1037,,C/(e)\
928,151,2,il,il,PRO:pers,3736,il_S,Prn,Prn$,3p,1037,s,/V\
929,151,3,a,a,VER,3737,avoir_+CMI,Vfin,Vfin,avoir1,1037,,/V\
930,151,4,failly,failly,VER,3738,falir_+M,Vpp,Vpp,faillir,1037,,C/V\.'C/V\
931,151,5,de,de,PRE,3739,de_+S,Pre,Pre,de,1037,,C/(e)\
932,151,6,sa,sa,DET:poss,3740,son4_S,Det,Det,son4,1037,,C/V\
933,151,7,promesse,promesse,NOM,3741,promesse_+CIT,N,N,,1037,,C/V\.'C/V\.C/(e)\
934,152,1,dont,dont,ADV,3757,donc|dont_I|I,Qux,Qux,dont,1037,,C/V\
935,152,2,vous,vous,PRO:pers,3758,vos1_S,Prn,Prn$$,2pp,1037,,C/V\
936,152,3,en,en,PRO:clit,3759,en2_S,Prn,Prn$$,en2,1037,,/V\
937,152,4,requiert,requiert,VER,3760,requerre_+I,Vfin,Vfin,requérir,1037,,C/V\.'C/V\
938,152,5,a,a,PRE,3761,a_S,Pre,Pre,à,1037,,/V\
939,152,6,genoulz,genoulz,NOM,3762,genoil_*+I,N,N,,1037,,C/V\.'C/V\
940,153,1,Madame,madame,NOM,3795,dame_+I,N,N,,1037,,C/V\.'C/V\.C/(e)\
941,153,2,",",",",PON,3796,",",Pnc,Pnc,,1037,,
942,153,3,je,je,PRO:pers,3797,je_S,Prn,Prn$,1ps,1037,s,C/(e)\
943,153,4,n',n',PRO:clit,3798,en2_S,Neg,Neg$$,ne1,1037,,C/\
944,153,5,en,en,PRO:clit,3799,en2_S,Prn,Prn$$,en2,1037,,/V\
945,153,6,sçay,sçay,VER,3800,savoir_+M,Vfin,Vfin,savoir,1037,,C/V\
946,153,7,que,que,PROCON,3801,que3_S,Qux,Qux,que,1037,c,C/(e)\
947,153,8,dire,dire,VER,3802,dire_+MIT,Vinf,Vinf,dire,1037,,'C/V\.C/(e)\
948,154,1,si,si,ADV,3816,si_+IT,Adv,Adv,si4,1037,,C/V\
949,154,2,vous,vous,PRO:pers,3817,vos1_S,Prn,Prn$$,2pp,1037,,C/V\
950,154,3,requier,requier,VER,3818,requerre_+I,Vfin,Vfin,requérir,1037,,C/V\.'C/V\
951,154,4,pour,pour,PRE,3819,por2_+S,Pre,Pre,pour,1037,,C/V\
952,154,5,lui,lui,PRO:pers,3820,il|loi1_S|S,Prn,Prn,3p,1037,,C/V\
953,154,6,mercy,mercy,NOM,3821,merci_*+IT,N,N,,1037,c,C/V\.'C/V\
954,155,1,dont,dont,PRO:invar,3875,dont_S,Qux,Qux,dont,1037,,C/V\
955,155,2,je,je,PRO:pers,3876,je_S,Prn,Prn$,1ps,1037,s,C/(e)\
956,155,3,le,le,PRO:pers,3877,il_S,Prn,Prn$$,3p,1037,c,C/(e)\
957,155,4,croy,croy,VER,3878,croire_+M,Vfin,Vfin,croire,1037,,C/V\
958,155,5,mieulz,mieulz,ADV,3879,mieus_Z,Adv,Adv,mieux,1037,,C/V\
959,155,6,que,que,PROCON,3880,que3_S,Sub,Sub,que,1037,,C/(e)\
960,155,7,aultrement,aultrement,ADV,3881,<nolem>,Adv,Adv,,1037,,/V\.C/e\.'C/V\
961,156,1,que,que,PROCON,3888,que3_S,Sub,Sub,que,1037,,C/(e)\
962,156,2,il,il,PRO:pers,3889,il_S,Prn,Prn$,3p,1037,s,/V\
963,156,3,a,a,VER,3890,avoir_+CMI,Vfin,Vfin,avoir1,1037,,/V\
964,156,4,bien,bien,ADV,3891,bien1|bien2|bien_+IT|C|I,Adv,Adv,bien,1037,,C/V\
965,156,5,a,a,PRE,3892,a_S,Pre,Pre,à,1037,,/V\
966,156,6,pensser,pensser,VER,3893,penser|pensser_+IM|M,Vinf,Vinf,penser,1037,,C/V\.'C/V\
967,156,7,",",",",PON,3894,",",Pnc,Pnc,,1037,,
968,156,8,le,le,DET:def,3895,le_S,Det,Det,le,1037,,C/(e)\
969,156,9,cuer,cuer,NOM,3896,cuer1|cuer2_+T|+IT,N,N,,1037,,C/V\
970,157,1,de,de,PRE,3922,de_+S,Pre,Pre,de,1037,,C/(e)\
971,157,2,sa,sa,DET:poss,3923,son4_S,Det,Det,son4,1037,,C/V\
972,157,3,dame,dame,NOM,3924,dam|dame|dan2_+T|+CIT|+T,N,N,,1037,,'C/V\.C/(e)\
973,157,4,",",",",PON,3925,",",Pnc,Pnc,,1037,,
974,157,5,s',s',PRO:pers,3926,soi1_S,Sub,Sub,si3,1037,,C/\
975,157,6,il,il,PRO:pers,3927,il_S,Prn,Prn$,3p,1037,s,/V\
976,157,7,n',n',PRO:clit,3928,en2_S,Neg,Neg$$,ne1,1037,,C/\
977,157,8,est,est,VER,3929,ester|estre1_+M|+I,Vfin,Vfin,être1|ester,1037,,/V\
978,157,9,d',d',PRE,3930,de_+S,Pre,Pre,de,1037,,C/\
979,157,10,amours,amours,NOM,3931,amor_*+G,N,N,,1037,,/V\.'C/V\
980,158,1,il,il,PRO:pers,3949,il_S,Prn,Prn$,3p,1037,s,/V\
981,158,2,ne,ne,PRO:clit,3950,en2_S,Neg,Neg$$,ne1,1037,,C/(e)\
982,158,3,vit,vit,VER,3951,vivre1|vëoir_+I|+I,Vfin,Vfin,voir1,1037,,C/V\
983,158,4,ne,ne,PRO:clit,3952,en2_S,Crd,Crd,ne2,1037,,C/(e)\
984,158,5,parla,parla,VER,3953,parler_+MI,Vfin,Vfin,parler,1037,,C/V\.'C/V\
985,158,6,a,a,PRE,3954,a_S,Pre,Pre,à,1037,,/V\
986,158,7,lui,lui,PRO:pers,3955,il|loi1_S|S,Prn,Prn,3p,1037,,C/V\
987,159,1,Par,par,PRE,3974,par_S,Pre,Pre,par1,1037,,C/V\
988,159,2,ma,ma,DET:poss,3975,mon1_S,Det,Det,mon1,1037,,C/V\
989,159,3,foy,foy,NOM,3976,foi_+C,N,N,,1037,,C/V\
990,159,4,",",",",PON,3977,",",Pnc,Pnc,,1037,,
991,159,5,Ysabel,ysabel,NPR,3978,<nolem>_C,N,N,,1037,,/V\.C/V\.'C/V\
992,159,6,ma,ma,DET:poss,3979,mon1_S,Det,Det,mon1,1037,,C/V\
993,159,7,mere,mere,NOM,3980,mere_+CIT,N,N,,1037,,'C/V\.C/(e)\
994,160,1,oncques,oncques,ADV,3982,onque_+Z,Adv,Adv,onques,1037,,'/V\.C/e\
995,160,2,je,je,PRO:pers,3983,je_S,Prn,Prn$,1ps,1037,s,C/(e)\
996,160,3,ne,ne,PRO:clit,3984,en2_S,Neg,Neg$$,ne1,1037,,C/(e)\
997,160,4,parlay,parlay,VER,3985,parler_*+IM,Vfin,Vfin,parler,1038,,C/V\.'C/V\
998,160,5,a,a,PRE,3986,a_S,Pre,Pre,à,1038,,/V\
999,160,6,lui,lui,PRO:pers,3987,il|loi1_S|S,Prn,Prn,3p,1038,,C/V\
1000,161,1,Or,or,ADV,3992,or4|or_+IT|CI,Adv,Adv,or2,1038,,/V\
1001,161,2,regardez,regardez,VER,3993,regarder_+I,Vfin,Vfin,regarder,1038,,C/V\.C/V\.'C/V\
1002,161,3,donques,donques,ADV,3994,donc_I,Adv,Adv,donc,1038,,'C/V\.C/e\
1003,161,4,",",",",PON,3995,",",Pnc,Pnc,,1038,,
1004,161,5,madame,madame,NOM,3996,dame_+I,N,N,,1038,,C/V\.'C/V\.C/(e)\
1005,162,1,car,car,CON:coord,4024,car_S,Crd,Crd,car,1038,,C/V\
1006,162,2,ceulz,ceulz,PRO:demo,4025,cel_S,Dem,Dem,cil,1038,,C/V\
1007,162,3,qui,qui,PROCON,4026,qui_S,Qux,Qux,qui,1038,s,C/V\
1008,162,4,ja,ja,ADV,4027,ja_+CIT,Adv,Adv,jà,1038,,C/V\
1009,162,5,en,en,PRO:clit,4028,en2_S,Prn,Prn$$,en2,1038,,/V\
1010,162,6,ont,ont,VER,4029,avoir|devoir_+CIM|+M,Vfin,Vfin,avoir1,1038,,/V\
1011,162,7,esté,esté,VER,4030,ester|estre1_+MI|+I,Vpp,Vpp,être1|ester,1038,,/V\.'C/V\
1012,163,1,il,il,PRO:pers,4053,il_S,Prn,Prn$,3p,1038,s,/V\
1013,163,2,luy,luy,PRO:pers,4054,il|loi1_S|S,Prn,Prn$$,3p,1038,,C/V\
1014,163,3,doit,doit,VER,4055,devoir|dire_+CMI|+M,Vfin,Vfin,devoir2,1038,,C/V\
1015,163,4,estre,estre,VER,4056,entr'estre|estre1_+M|+IT,Vinf,Vinf,être1|ester,1038,,'/V\.C/(e)\
1016,163,5,pardonné,pardonné,VER,4057,pardoner_*+I,Vpp,Vpp,pardonner,1038,,C/V\.C/V\.'C/V\
1017,164,1,Et,et,CON:coord,4060,et_S,Crd,Crd,et,1038,,/V\
1018,164,2,qu',qu',PROCON,4061,que1|que2|que3|que4_S|S|S|S,Qux,Qux,que,1038,c,C/\
1019,164,3,en,en,PRO:clit,4062,en2_S,Prn,Prn$$,en2,1038,,/V\
1020,164,4,dictes,dictes,VER,4063,dire_+M,Vfin,Vfin,dire,1038,,'C/V\.C/e\
1021,164,5,vous,vous,PRO:pers,4064,vos1_S,Prn,Prn%%,2pp,1038,s,C/V\
1022,164,6,",",",",PON,4065,",",Pnc,Pnc,,1038,,
1023,164,7,Marguerite,marguerite,NPR,4066,marguerite_C|Z,N,N,,1038,,C/V\.C/V\.'C/V\.C/(e)\
