wd_id,line_id,linewd,word,lex_id,old_wd_id,textlineid,syntag,syntag2,lemma,syllabified
1,1,1,à,à,34,203,Pre,Pre,à,/V\
2,1,2,celui,celui,35,203,Dem,Dem,cil,C/V\.'C/V\
3,1,3,Edouwart,edouwart,36,203,N,N,,/V\.C/V\.'C/V\
4,2,1,et,et,42,204,Crd,Crd,et,/V\
5,2,2,sour,sour,43,204,PrA,PrA,sur,C/V\
6,2,3,qui,qui,44,204,Qux,Qux,qui,C/V\
7,2,4,ceste,ceste,45,204,Dem,Dem,cist,'C/V\.C/(e)\
8,2,5,histoire,histoire,46,204,N,N,,/V\.'C/V\.C/(e)\
9,3,1,resgner,resgner,59,205,Vinf,Vinf,,C/V\.'C/V\
10,3,2,ung,ung,60,205,QIs,QIs,un,/V\
11,3,3,mains,mains,61,205,Adv,Adv,moins,C/V\
12,3,4,vaillant,vaillant,62,206,Vprs,Vprs,valoir,C/V\.'C/V\
13,4,1,qui,qui,150,212,Qux,Qux,qui,C/V\
14,4,2,estoit,estoit,151,212,Vfin,Vfin,être,/V\.'C/V\
15,4,3,rois,rois,152,212,N,N,,C/V\
16,4,4,d',d',153,213,Pre,Pre,de,C/\
17,4,5,Escoce,escoce,154,213,N,N,,/V\.'C/V\.C/(e)\
18,5,1,à,à,165,213,Pre,Pre,à,/V\
19,5,2,celui,celui,166,213,Dem,Dem,cil,C/V\.'C/V\
20,5,3,dont,dont,167,214,Qux,Qux,dont,C/V\
21,5,4,je,je,168,214,Prn,Prn$,je,C/(e)\
22,5,5,parle,parle,169,214,Vfin,Vfin,parler,'C/V\.C/(e)\
23,6,1,qui,qui,180,215,Qux,Qux,qui,C/V\
24,6,2,avoient,avoient,181,215,Vfin,Vfin,avoir,/V\.'C/V\./e\
25,6,3,estet,estét,182,215,Vpp,Vpp,être,/V\.'C/V\
26,7,1,et,et,184,215,Crd,Crd,et,/V\
27,7,2,la,la,185,215,Det,Det,le,C/V\
28,7,3,bonne,bonne,186,215,Adj,Adj,bon,'C/V\.C/(e)\
29,7,4,cité,cité,187,215,N,N,,C/V\.'C/V\
30,8,1,par,par,213,217,Pre,Pre,par,C/V\
31,8,2,bataille,bataille,214,217,N,N,,C/V\.'C/V\.C/(e)\
32,8,3,en,en,215,217,Pre,Pre,en,/V\
33,8,4,Escoce,escoce,216,217,N,N,,/V\.'C/V\.C/(e)\
34,9,1,et,et,224,218,Crd,Crd,et,/V\
35,9,2,là,là,225,218,Adv,Adv,là,C/V\
36,9,3,fu,fu,226,218,Vfin,Vfin,être,C/V\
37,9,4,morte,morte,227,218,Vpp,Vpp,mourir,'C/V\.C/(e)\
38,9,5,et,et,228,218,Crd,Crd,et,/V\
39,9,6,prise,prise,229,218,Vpp,Vpp,prendre,'C/V\.C/(e)\
40,10,1,de,de,233,219,Pre,Pre,de,C/(e)\
41,10,2,le,le,234,219,Det,Det,le,C/(e)\
42,10,3,chevalerie,chevalerie,235,219,N,N,,C/V\.C/V\.C/e\.'C/V\./(e)\
43,11,1,et,et,242,219,Crd,Crd,et,/V\
44,11,2,la,la,243,219,Det,Det,le,C/V\
45,11,3,desconfiture,desconfiture,244,220,N,N,,C/V\.C/V\.C/V\.'C/V\.C/(e)\
46,12,1,Si,si,260,221,Adv,Adv,si4,C/V\
47,12,2,fu,fu,261,221,Vfin,Vfin,être,C/V\
48,12,3,moult,moult,262,221,QIs,QIs,moult,C/V\
49,12,4,diffammés,diffammés,263,221,Vpp,Vpp,,C/V\.C/V\.'C/V\
50,13,1,et,et,282,222,Crd,Crd,et,/V\
51,13,2,le,le,283,223,Det,Det,le,C/(e)\
52,13,3,mauvais,mauvais,284,223,Adj,Adj,,C/V\.'C/V\
53,13,4,consseil,consseil,285,223,N,N,,C/V\.'C/V\
54,14,1,il,il,290,223,Prn,Prn$,il,/V\
55,14,2,avoit,avoit,291,223,Vfin,Vfin,avoir,/V\.'C/V\
56,14,3,recheub,recheüb,292,223,Vpp,Vpp,recevoir,C/V\.C/(V)\.'/V\
57,15,1,le,le,318,302,Det,Det,le,C/(e)\
58,15,2,contes,contes,319,302,N,N,,'C/V\.C/e\
59,15,3,Marescaus,marescaus,320,303,N,N,,C/V\.C/V\.'C/V\
60,16,1,et,et,326,303,Crd,Crd,et,/V\
61,16,2,divierse,divierse,327,303,QIs,QIs,divers,C/V\.'C/V\.C/(e)\
62,16,3,maniere,maniere,328,303,N,N,,C/V\.'C/V\.C/(e)\
63,17,1,Li,li,330,303,Det,Det,le,C/V\
64,17,2,autres,autres,331,303,Adj,Adj,autre,'/V\.C/e\
65,17,3,avoit,avoit,332,304,Vfin,Vfin,avoir,/V\.'C/V\
66,17,4,nom,nom,333,304,N,N,,C/V\
67,18,1,de,de,347,305,Pre,Pre,de,C/(e)\
68,18,2,Kent,kent,348,305,N,N,,C/V\
69,18,3,",",",",349,305,Pnc,Pnc,,
70,18,4,estoit,estoit,350,305,Vfin,Vfin,être,/V\.'C/V\
71,18,5,moult,moult,351,305,QIs,QIs,moult,C/V\
72,18,6,doulz,doulz,352,305,Adj,Adj,doux,C/V\
73,19,1,et,et,378,307,Crd,Crd,et,/V\
74,19,2,li,li,379,307,Prn,Prn$$,li,C/V\
75,19,3,avoit,avoit,380,307,Vfin,Vfin,avoir,/V\.'C/V\
76,19,4,li,li,381,307,Det,Det,le,C/V\
77,19,5,rois,rois,382,307,N,N,,C/V\
78,20,1,sa,sa,386,308,Det,Det,son4,C/V\
79,20,2,fille,fille,387,308,N,N,,'C/V\.C/(e)\
80,20,3,par,par,388,308,Pre,Pre,par,C/V\
81,20,4,envie,envie,389,308,N,N,,/V\.'C/V\./(e)\
82,21,1,qui,qui,405,309,Qux,Qux,qui,C/V\
83,21,2,regnoit,regnoit,406,309,Vfin,Vfin,,C/V\.'C/V\
84,21,3,pour,pour,407,309,Pre,Pre,pour,C/V\
85,21,4,le,le,408,309,Det,Det,le,C/(e)\
86,21,5,temps,temps,409,309,N,N,,C/V\
87,22,1,sceut,sceut,445,312,Vfin,Vfin,savoir,C/V\
88,22,2,que,que,446,312,Sub,Sub,que,C/(e)\
89,22,3,chils,chils,447,312,Dem,Dem,cil,C/V\
90,22,4,mariaiges,mariaiges,448,312,N,N,,C/V\.C/V\.'C/V\.C/e\
91,23,1,qui,qui,467,313,Qux,Qux,qui,C/V\
92,23,2,estoit,estoit,468,313,Vfin,Vfin,être,/V\.'C/V\
93,23,3,sa,sa,469,313,Det,Det,son4,C/V\
94,23,4,filloeille,filloeille,470,313,N,N,,C/V\.'C/V\.C/(e)\
95,24,1,Li,li,472,313,Det,Det,le,C/V\
96,24,2,comtes,comtes,473,314,N,N,,'C/V\.C/e\
97,24,3,",",",",474,314,Pnc,Pnc,,
98,24,4,qui,qui,475,314,Qux,Qux,qui,C/V\
99,24,5,nul,nul,476,314,QIs,QIs,nul,C/V\
100,24,6,mal,mal,477,314,N,N,mal,C/V\
101,25,1,qui,qui,475,314,Qux,Qux,qui,C/V\
102,25,2,nul,nul,476,314,QIs,QIs,nul,C/V\
103,25,3,mal,mal,477,314,N,N,mal,C/V\
104,25,4,n',n',478,314,Neg,Neg$$,ne,C/\
105,25,5,y,y,479,314,Prn,Prn$$,y2,/V\
106,25,6,penssoit,penssoit,480,314,Vfin,Vfin,penser,C/V\.'C/V\
107,26,1,Pour,pour,514,316,Pre,Pre,pour,C/V\
108,26,2,laquelle,laquelle,515,316,Qux,Qux,lequel,C/V\.'C/V\.C/(e)\
109,26,3,avenue,avenue,516,317,N,N,,/V\.C/e\.'C/V\./(e)\
110,27,1,et,et,527,317,Crd,Crd,et,/V\
111,27,2,la,la,528,317,Det,Det,le,C/V\
112,27,3,grosse,grosse,529,317,Adj,Adj,,'C/V\.C/(e)\
113,27,4,bataille,bataille,530,318,N,N,,C/V\.'C/V\.C/(e)\
114,28,1,De,de,576,321,Pre,Pre,de,C/(e)\
115,28,2,ce,ce,577,321,Dem,Dem,cist,C/(e)\
116,28,3,roy,roy,578,321,N,N,,C/V\
117,28,4,d',d',579,321,Pre,Pre,de,C/\
118,28,5,Engleterre,engleterre,580,321,N,N,,/V\.C/e\.'C/V\.C/(e)\
119,29,1,qui,qui,601,323,Qux,Qux,qui,C/V\
120,29,2,tant,tant,602,323,QIs,QIs,tant,C/V\
121,29,3,fu,fu,603,323,Vfin,Vfin,être,C/V\
122,29,4,vaillans,vaillans,604,323,Vprs,Vprs,valoir,C/V\.'C/V\
123,29,5,homs,homs,605,323,N,N,,/V\
124,30,1,et,et,606,323,Crd,Crd,et,/V\
125,30,2,sour,sour,607,323,PrA,PrA,sur,C/V\
126,30,3,qui,qui,608,323,Qux,Qux,qui,C/V\
127,30,4,ceste,ceste,609,323,Dem,Dem,cist,'C/V\.C/(e)\
128,30,5,histoire,histoire,610,324,N,N,,/V\.'C/V\.C/(e)\
129,31,1,et,et,633,325,Crd,Crd,et,/V\
130,31,2,fu,fu,634,325,Vfin,Vfin,être,C/V\
131,31,3,roynne,roynne,635,325,N,N,,'C/V\.C/(e)\
132,31,4,d',d',636,326,Pre,Pre,de,C/\
133,31,5,Escoce,escoce,637,326,N,N,,/V\.'C/V\.C/(e)\
134,32,1,le,le,642,326,Det,Det,le,C/(e)\
135,32,2,roy,roy,643,326,N,N,,C/V\
136,32,3,David,david,644,326,N,N,,C/V\.'C/V\
137,32,4,d',d',645,326,Pre,Pre,de,C/\
138,32,5,Escoce,escoce,646,326,N,N,,/V\.'C/V\.C/(e)\
139,33,1,_le,le,647,326,Det,Det,le,C/(e)\
140,33,2,fils,fils,648,326,N,N,,C/V\
141,33,3,le_,le,649,326,Det,Det,le,C/(e)\
142,33,4,roy,roy,650,326,N,N,,C/V\
143,33,5,Robert,robert,651,326,N,N,,C/V\.'C/V\
144,34,1,le_,le,649,326,Det,Det,le,C/(e)\
145,34,2,roy,roy,650,326,N,N,,C/V\
146,34,3,Robert,robert,651,326,N,N,,C/V\.'C/V\
147,34,4,de,de,652,327,Pre,Pre,de,C/(e)\
148,34,5,Brus,brus,653,327,N,N,,C/V\
149,35,1,d',d',669,328,Pre,Pre,de,C/\
150,35,2,Engleterre,engleterre,670,328,N,N,,/V\.C/e\.'C/V\.C/(e)\
151,35,3,et,et,671,328,Crd,Crd,et,/V\
152,35,4,d',d',672,328,Pre,Pre,de,C/\
153,35,5,Escoce,escoce,673,328,N,N,,/V\.'C/V\.C/(e)\
154,36,1,et,et,674,328,Crd,Crd,et,/V\
155,36,2,li,li,675,328,Det,Det,le,C/V\
156,36,3,autre,autre,676,328,Adj,Adj,autre,'/V\.C/(e)\
157,36,4,eut,eut,677,328,Vfin,Vfin,avoir,/V\
158,36,5,le,le,678,328,Det,Det,le,C/(e)\
159,36,6,duch,duch,679,328,N,N,,C/V\
160,37,1,eut,eut,677,328,Vfin,Vfin,avoir,/V\
161,37,2,le,le,678,328,Det,Det,le,C/(e)\
162,37,3,duch,duch,679,328,N,N,,C/V\
163,37,4,de,de,680,328,Pre,Pre,de,C/(e)\
164,37,5,Guerle,guerle,681,329,N,N,,C/V\.'C/V\.C/(e)\
165,38,1,et,et,695,329,Crd,Crd,et,/V\
166,38,2,messire,messire,696,330,N,N,,C/V\.'C/V\.C/(e)\
167,38,3,Edouwart,edouwart,697,330,N,N,,/V\.C/V\.'C/V\
168,39,1,fu,fu,744,333,Vfin,Vfin,être,C/V\
169,39,2,marcis,marcis,745,333,N,N,,C/V\.'C/V\
170,39,3,_de,de,746,333,Pre,Pre,de,C/(e)\
171,39,4,Jullers_,jullers,747,333,N,N,,C/V\.'C/V\
172,40,1,et,et,748,333,Crd,Crd,et,/V\
173,40,2,puis,puis,749,333,PrA,PrA,puis,C/V\
174,40,3,",",",",750,333,Pnc,Pnc,,
175,40,4,par,par,751,333,Pre,Pre,par,C/V\
176,40,5,l',l',752,333,Det,Det,le,C/\
177,40,6,ordounnance,ordounnance,753,333,N,N,,/V\.C/V\.'C/V\.C/(e)\
178,41,1,d',d',775,335,Pre,Pre,de,C/\
179,41,2,Allemaigne,allemaigne,776,335,N,N,,/V\.C/e\.'C/V\.C/(e)\
180,41,3,et,et,777,335,Crd,Crd,et,/V\
181,41,4,de,de,778,335,Pre,Pre,de,C/(e)\
182,41,5,Romme,romme,779,335,N,N,,'C/V\.C/(e)\
183,42,1,monseigneur,monseigneur,780,336,N,N,,C/V\.C/V\.'C/V\
184,42,2,_…_,…,781,336,Pnc,Pnc,,
185,42,3,de,de,782,336,Pre,Pre,de,C/(e)\
186,42,4,Jullers,jullers,783,336,N,N,,C/V\.'C/V\
187,43,1,le,le,797,402,Det,Det,le,C/(e)\
188,43,2,declaration,declaration,798,402,N,N,,C/V\.C/V\.C/V\.C/{V}\.'/V\
189,44,1,qui,qui,816,403,Qux,Qux,qui,C/V\
190,44,2,_assega_,assega,817,403,Vfin,Vfin,,/V\.C/V\.'C/V\
191,44,3,Tournay,tournay,818,403,N,N,,C/V\.'C/V\
192,45,1,il,il,824,404,Prn,Prn$,il,/V\
193,45,2,fu,fu,825,404,Vfin,Vfin,être,C/V\
194,45,3,de,de,826,404,Pre,Pre,de,C/(e)\
195,45,4,la,la,827,404,Det,Det,le,C/V\
196,45,5,courone,courone,828,404,N,N,,C/V\.'C/V\.C/(e)\
197,46,1,de,de,843,405,Pre,Pre,de,C/(e)\
198,46,2,le,le,844,405,Det,Det,le,C/(e)\
199,46,3,droite,droite,845,405,Adj,Adj,droit2,'C/V\.C/(e)\
200,46,4,ordonnance,ordonnance,846,405,N,N,,/V\.C/V\.'C/V\.C/(e)\
201,47,1,Car,car,848,405,Crd,Crd,car,C/V\
202,47,2,li,li,849,405,Det,Det,le,C/V\
203,47,3,biaux,biaux,850,405,Adj,Adj,beau,C/V\
204,47,4,roys,roys,851,405,N,N,,C/V\
205,47,5,Phelippes,phelippes,852,406,N,N,,C/V\.'C/V\.C/e\
206,48,1,moult,moult,870,407,QIs,QIs,moult,C/V\
207,48,2,biel,biel,871,407,Adj,Adj,beau,C/V\
208,48,3,seigneur,seigneur,872,407,N,N,,C/V\.'C/V\
209,48,4,et,et,873,407,Crd,Crd,et,/V\
210,48,5,grant,grant,874,407,Adj,Adj,grand,C/V\
211,49,1,et,et,875,407,Crd,Crd,et,/V\
212,49,2,puissant,puissant,876,407,Adj,Adj,,C/V\.'C/V\
213,49,3,chevalier,chevalier,877,407,N,N,,C/V\.C/V\.'C/V\
214,50,1,Li,li,884,408,Det,Det,le,C/V\
215,50,2,ainnés,ainnés,885,408,N,N,,/V\.'C/V\
216,50,3,eut,eut,886,408,Vfin,Vfin,avoir,/V\
217,50,4,à,à,887,408,Pre,Pre,à,/V\
218,50,5,nom,nom,888,408,N,N,,C/V\
219,51,1,eut,eut,886,408,Vfin,Vfin,avoir,/V\
220,51,2,à,à,887,408,Pre,Pre,à,/V\
221,51,3,nom,nom,888,408,N,N,,C/V\
222,51,4,Loeis,loeis,889,408,N,N,,C/V\.C/(V)\.'/V\
223,52,1,et,et,890,408,Crd,Crd,et,/V\
224,52,2,fu,fu,891,408,Vfin,Vfin,être,C/V\
225,52,3,à,à,892,408,Pre,Pre,à,/V\
226,52,4,son,son,893,408,Det,Det,son4,C/V\
227,52,5,vivant,vivant,894,408,N,N,,C/V\.'C/V\
228,53,1,Li,li,908,409,Det,Det,le,C/V\
229,53,2,seconds,seconds,909,409,Adj,Adj,,C/V\.'C/V\
230,53,3,nés,nés,910,409,Vpp,Vpp,naître,C/V\
231,53,4,eut,eut,911,409,Vfin,Vfin,avoir,/V\
232,53,5,nom,nom,912,409,N,N,,C/V\
233,54,1,et,et,916,410,Crd,Crd,et,/V\
234,54,2,li,li,917,410,Det,Det,le,C/V\
235,54,3,tiers,tiers,918,410,Adj,Adj,tiers,C/V\
236,54,4,eult,eult,919,410,Vfin,Vfin,avoir,/V\
237,54,5,nom,nom,920,410,N,N,,C/V\
238,54,6,Carlez,carlëz,921,410,N,N,,'C/V\.C/e\
239,55,1,et,et,922,410,Crd,Crd,et,/V\
240,55,2,furent,furent,923,410,Vfin,Vfin,être,'C/V\.C/e\
241,55,3,tout,tout,924,410,QIs,QIs,tout,C/V\
242,55,4,troy,troy,925,410,QIs,QIs,trois,C/V\
243,55,5,roy,roy,926,410,N,N,,C/V\
244,56,1,de,de,927,411,Pre,Pre,de,C/(e)\
245,56,2,France,france,928,411,N,N,,'C/V\.C/(e)\
246,56,3,apriés,apriés,929,411,PrA,PrA,après,/V\.'C/V\
247,56,4,le,le,930,411,Det,Det,le,C/(e)\
248,56,5,mort,mort,931,411,N,N,,C/V\
249,57,1,hoir,hoir,942,412,N,N,,/V\
250,57,2,marle,marle,943,412,Adj,Adj,,'C/V\.C/(e)\
251,57,3,de,de,944,412,Pre,Pre,de,C/(e)\
252,57,4,leurs,leurs,945,412,Det,Det,leur2,C/V\
253,57,5,corps,corps,946,412,N,N,,C/V\
254,58,1,de,de,944,412,Pre,Pre,de,C/(e)\
255,58,2,leurs,leurs,945,412,Det,Det,leur2,C/V\
256,58,3,corps,corps,946,412,N,N,,C/V\
257,58,4,engendrez,engendrez,947,412,Vpp,Vpp,,/V\.C/V\.'C/V\
258,59,1,par,par,948,412,Pre,Pre,par,C/V\
259,59,2,loyaul,loyaul,949,412,Adj,Adj,,C/V\.'C/V\
260,59,3,mariaige,mariaige,950,413,N,N,,C/V\.C/V\.'C/V\.C/(e)\
261,60,1,Siques,siques,952,413,Sub,Sub,si4.que,'C/V\.C/e\
262,60,2,apriés,apriés,953,413,PrA,PrA,après,/V\.'C/V\
263,60,3,le,le,954,413,Det,Det,le,C/(e)\
264,60,4,mort,mort,955,413,N,N,,C/V\
265,61,1,et,et,964,413,Crd,Crd,et,/V\
266,61,2,li,li,965,414,Det,Det,le,C/V\
267,61,3,baron,baron,966,414,N,N,,C/V\.'C/V\
268,61,4,de,de,967,414,Pre,Pre,de,C/(e)\
269,61,5,France,france,968,414,N,N,,'C/V\.C/(e)\
270,62,1,donnerent,donnerent,969,414,Vfin,Vfin,donner,C/V\.'C/V\.C/e\
271,62,2,le,le,970,414,Det,Det,le,C/(e)\
272,62,3,courounne,courounne,971,414,N,N,,C/V\.'C/V\.C/(e)\
273,63,1,de,de,1003,417,Pre,Pre,de,C/(e)\
274,63,2,Franche,franche,1004,417,N,N,,'C/V\.C/(e)\
275,63,3,est,est,1005,417,Vfin,Vfin,être,/V\
276,63,4,bien,bien,1006,417,Adv,Adv,bien,C/V\
277,63,5,si,si,1007,417,Adv,Adv,si4,C/V\
278,63,6,nobles,nobles,1008,417,Adj,Adj,noble,'C/V\.C/e\
279,64,1,venant,venant,1028,418,Vprs,Vprs,venir,C/V\.'C/V\
280,64,2,là,là,1029,418,Adv,Adv,là,C/V\
281,64,3,où,où,1030,418,Qux,Qux,où,/V\
282,64,4,sa,sa,1031,418,Det,Det,son4,C/V\
283,64,5,mere,mere,1032,418,N,N,,'C/V\.C/(e)\
284,65,1,là,là,1029,418,Adv,Adv,là,C/V\
285,65,2,où,où,1030,418,Qux,Qux,où,/V\
286,65,3,sa,sa,1031,418,Det,Det,son4,C/V\
287,65,4,mere,mere,1032,418,N,N,,'C/V\.C/(e)\
288,65,5,n',n',1033,418,Neg,Neg$$,ne,C/\
289,65,6,a,a,1034,418,Vfin,Vfin,avoir,/V\
290,66,1,n',n',1033,418,Neg,Neg$$,ne,C/\
291,66,2,a,a,1034,418,Vfin,Vfin,avoir,/V\
292,66,3,ne,ne,1035,419,Crd,Crd,ne2,C/(e)\
293,66,4,ne,ne,1036,419,Neg,Neg$$,ne,C/(e)\
294,66,5,puet,puet,1037,419,Vfin,Vfin,pouvoir2,C/V\
295,66,6,avoir,avoir,1038,419,Vinf,Vinf,avoir,/V\.'C/V\
296,67,1,Siques,siques,1043,419,Sub,Sub,si4.que,'C/V\.C/e\
297,67,2,par,par,1044,419,Pre,Pre,par,C/V\
298,67,3,ces,ces,1045,419,Dem,Dem,cist,C/V\
299,67,4,raisons,raisons,1046,419,N,N,,C/V\.'C/V\
300,68,1,et,et,1050,419,Crd,Crd,et,/V\
301,68,2,li,li,1051,420,Det,Det,le,C/V\
302,68,3,baron,baron,1052,420,N,N,,C/V\.'C/V\
303,68,4,de,de,1053,420,Pre,Pre,de,C/(e)\
304,68,5,France,france,1054,420,N,N,,'C/V\.C/(e)\
305,69,1,l',l',1063,421,Det,Det,le,C/\
306,69,2,iretaige,iretaige,1064,421,N,N,,/V\.C/e\.'C/V\.C/(e)\
307,69,3,de,de,1065,421,Pre,Pre,de,C/(e)\
308,69,4,France,france,1066,421,N,N,,'C/V\.C/(e)\
309,70,1,de,de,1065,421,Pre,Pre,de,C/(e)\
310,70,2,France,france,1066,421,N,N,,'C/V\.C/(e)\
311,70,3,et,et,1067,421,Crd,Crd,et,/V\
312,70,4,le,le,1068,421,Det,Det,le,C/(e)\
313,70,5,courounne,courounne,1069,421,N,N,,C/V\.'C/V\.C/(e)\
314,71,1,dou,dou,1070,421,Pre+Det,Pre+Det,de.le,C/V\
315,71,2,royaumme,royaumme,1071,421,N,N,,C/V\.'C/V\.C/(e)\
316,71,3,de,de,1072,421,Pre,Pre,de,C/(e)\
317,71,4,France,france,1073,421,N,N,,'C/V\.C/(e)\
318,72,1,à,à,1080,422,Pre,Pre,à,/V\
319,72,2,monsigneur,monsigneur,1081,422,N,N,,C/V\.C/V\.'C/V\
320,72,3,Phelippe,phelippe,1082,422,N,N,,C/V\.'C/V\.C/(e)\
321,73,1,à,à,1095,423,Pre,Pre,à,/V\
322,73,2,ce,ce,1096,423,Dem,Dem,cist,C/(e)\
323,73,3,biau,biau,1097,423,Adj,Adj,beau,C/V\
324,73,4,roy,roy,1098,423,N,N,,C/V\
325,73,5,Phelippe,phelippe,1099,424,N,N,,C/V\.'C/V\.C/(e)\
326,74,1,d',d',1105,424,Pre,Pre,de,C/\
327,74,2,Engleterre,engleterre,1106,424,N,N,,/V\.C/e\.'C/V\.C/(e)\
328,74,3,et,et,1107,424,Crd,Crd,et,/V\
329,74,4,son,son,1108,424,Det,Det,son4,C/V\
330,74,5,fil,fil,1109,424,N,N,,C/V\
331,75,1,le,le,1120,425,Det,Det,le,C/(e)\
332,75,2,darrain,darrain,1121,425,Adj,Adj,,C/V\.'C/V\
333,75,3,roy,roy,1122,425,N,N,,C/V\
334,75,4,Carlon,carlon,1123,425,N,N,,C/V\.'C/V\
335,76,1,et,et,1153,427,Crd,Crd,et,/V\
336,76,2,grans,grans,1154,427,Adj,Adj,grand,C/V\
337,76,3,destructions,destructions,1155,428,N,N,,C/V\.C/V\.C/{V}\.'/V\
338,77,1,de,de,1156,428,Pre,Pre,de,C/(e)\
339,77,2,gens,gens,1157,428,N,N,,C/V\
340,77,3,et,et,1158,428,Crd,Crd,et,/V\
341,77,4,de,de,1159,428,Pre,Pre,de,C/(e)\
342,77,5,pays,pays,1160,428,N,N,,C/V\.'C/V\
343,78,1,où,où,1161,428,Pre+Det,Pre+Det,en.le,/V\
344,78,2,royaumme,royaumme,1162,428,N,N,,C/V\.'C/V\.C/(e)\
345,78,3,de,de,1163,428,Pre,Pre,de,C/(e)\
346,78,4,France,france,1164,428,N,N,,'C/V\.C/(e)\
347,79,1,les,les,1187,430,Det,Det,le,C/V\
348,79,2,grandes,grandes,1188,430,Adj,Adj,grand,'C/V\.C/e\
349,79,3,entreprises,entreprises,1189,430,N,N,,/V\.C/e\.'C/V\.C/e\
350,80,1,d',d',1194,431,Pre,Pre,de,C/\
351,80,2,armez,armëz,1195,431,N,N,,'/V\.C/e\
352,80,3,qui,qui,1196,431,Qux,Qux,qui,C/V\
353,80,4,avenu,avenu,1197,431,Vpp,Vpp,avenir,/V\.C/e\.'C/V\
354,81,1,qui,qui,1196,431,Qux,Qux,qui,C/V\
355,81,2,avenu,avenu,1197,431,Vpp,Vpp,avenir,/V\.C/e\.'C/V\
356,81,3,en,en,1198,431,Prn,Prn$$,en2,/V\
357,81,4,sont,sont,1199,431,Vfin,Vfin,être,C/V\
358,82,1,le,le,1205,431,Det,Det,le,C/(e)\
359,82,2,bon,bon,1206,431,Adj,Adj,bon,C/V\
360,82,3,roy,roy,1207,431,N,N,,C/V\
361,82,4,Carlemainne,carlemainne,1208,431,N,N,,C/V\.C/e\.'C/V\.C/(e)\
362,83,1,qui,qui,1209,432,Qux,Qux,qui,C/V\
363,83,2,fu,fu,1210,432,Vfin,Vfin,être,C/V\
364,83,3,empererés,empererés,1211,432,N,N,,/V\.C/V\.C/e\.'C/V\
365,84,1,de,de,1224,433,Pre,Pre,de,C/(e)\
366,84,2,guerrez,guerrëz,1225,433,N,N,,'C/V\.C/e\
367,84,3,où,où,1226,433,Pre+Det,Pre+Det,en.le,/V\
368,84,4,royaumme,royaumme,1227,433,N,N,,C/V\.'C/V\.C/(e)\
369,85,1,où,où,1226,433,Pre+Det,Pre+Det,en.le,/V\
370,85,2,royaumme,royaumme,1227,433,N,N,,C/V\.'C/V\.C/(e)\
371,85,3,de,de,1228,433,Pre,Pre,de,C/(e)\
372,85,4,France,france,1229,433,N,N,,'C/V\.C/(e)\
373,86,1,dou,dou,1252,435,Pre+Det,Pre+Det,de.le,C/V\
374,86,2,faire,faire,1253,435,Vinf,Vinf,faire,'C/V\.C/(e)\
375,86,3,et,et,1254,435,Crd,Crd,et,/V\
376,86,4,vous,vous,1255,435,Prn,Prn,vous,C/V\
377,86,5,dou,dou,1256,435,Pre+Det,Pre+Det,de.le,C/V\
378,86,6,lire,lire,1257,435,Vinf,Vinf,lire,'C/V\.C/(e)\
379,87,1,de,de,1269,436,Pre,Pre,de,C/(e)\
380,87,2,ceste,ceste,1270,436,Dem,Dem,cist,'C/V\.C/(e)\
381,87,3,tant,tant,1271,437,QIs,QIs,tant,C/V\
382,87,4,que,que,1272,437,Sub,Sub,que,C/(e)\
383,87,5,temps,temps,1273,437,N,N,,C/V\
384,88,1,que,que,1287,501,Sub,Sub,que,C/(e)\
385,88,2,chils,chils,1288,501,Dem,Dem,cil,C/V\
386,88,3,roys,roys,1289,501,N,N,,C/V\
387,88,4,d',d',1290,501,Pre,Pre,de,C/\
388,88,5,Engleterre,engleterre,1291,501,N,N,,/V\.C/e\.'C/V\.C/(e)\
389,89,1,sour,sour,1299,502,PrA,PrA,sur,C/V\
390,89,2,qui,qui,1300,502,Qux,Qux,qui,C/V\
391,89,3,nostre,nostre,1301,502,Det,Det,notre,'C/V\.C/(e)\
392,89,4,matere,matere,1302,502,N,N,,C/V\.'C/V\.C/(e)\
393,90,1,là,là,1419,511,Adv,Adv,là,C/V\
394,90,2,où,où,1420,511,Qux,Qux,où,/V\
395,90,3,li,li,1421,512,Det,Det,le,C/V\
396,90,4,roys,roys,1422,512,N,N,,C/V\
397,90,5,Robiers,robiers,1423,512,N,N,,C/V\.'C/V\
398,91,1,de,de,1424,512,Pre,Pre,de,C/(e)\
399,91,2,Breus,breus,1425,512,N,N,,C/(V)\.'/V\
400,91,3,",",",",1426,512,Pnc,Pnc,,
401,91,4,roys,roys,1427,512,N,N,,C/V\
402,91,5,d',d',1428,512,Pre,Pre,de,C/\
403,91,6,Escoce,escoce,1429,512,N,N,,/V\.'C/V\.C/(e)\
404,92,1,chy,chy,1446,513,Adv,Adv,ci,C/V\
405,92,2,devant,devant,1447,513,PrA,PrA,devant,C/V\.'C/V\
406,92,3,",",",",1448,513,Pnc,Pnc,,
407,92,4,grant,grant,1449,513,Adj,Adj,grand,C/V\
408,92,5,envie,envie,1450,513,N,N,,/V\.'C/V\./(e)\
409,93,1,et,et,1463,515,Crd,Crd,et,/V\
410,93,2,le,le,1464,515,Det,Det,le,C/(e)\
411,93,3,conseil,conseil,1465,515,N,N,,C/V\.'C/V\
412,93,4,le,le,1466,515,Det,Det,le,C/(e)\
413,93,5,roy,roy,1467,515,N,N,,C/V\
