lex_id,syll_str,in_el,fin_el,ms,backwards dd
fierai,vvv,n,n,,
fierayge,vvs,n,y,,
fierce,vs,n,y,,
fiere,vs,n,y,,
fierebrache,vsvs,n,y,,
fieremant,vsv,n,n,,
fierement,vsv,n,n,,
fierent,vs,n,n,,
fieres,vs,n,n,,
fieror,vv,n,n,,
fiers,v,n,n,,
fiert,v,n,n,,
fierté,vv,n,n,,
fiertéd,vv,n,n,,
fiertét,vv,n,n,,
fies,vs,n,n,,
fiés,v,n,n,,
fïés,vv,n,n,,
fieste,vs,n,y,,
fiet,v,n,n,,
fiét,v,n,n,,
fieus,v,n,n,,
fieux,v,n,n,,
fiev,v,n,n,,
fievez,vv,n,n,,
fievre,vs,n,y,,
fievres,vs,n,n,,
fiex,v,n,n,,
fiez,rr,n,n,,
figier,vv,n,n,,
figna,vv,n,n,,
figues,vs,n,n,,
figuier,vv,n,n,,
figura,vvv,n,n,,
figuraument,vvvv,n,n,,
figure,vvs,n,y,,
figuré,vvv,n,n,,
figurees,vvvs,n,n,,
figureit,vvv,n,n,,
figures,vvs,n,n,,
figuroient,vvvs,n,n,,
figuroit,vvv,n,n,,
fiht,v,n,n,,
fil,v,n,n,,
filant,vv,n,n,,
filardos,vvv,n,n,,
file,vs,n,y,,
filet,vv,n,n,,
filhe,vs,n,y,,
fili,vv,n,n,,
filie,vs,n,y,,
filiete,vvs,n,y,,
filiol,vv,n,n,,
fill,v,n,n,,
fillastre,vvs,n,y,,
fille,vs,n,y,,
fillé,vv,n,n,,
filles,vs,n,n,,
fillete,vvs,n,y,,
fillette,vvs,n,y,,
filletz,vv,n,n,,
fillie,vs,n,y,,
fillies,vs,n,n,,
filloeille,vvs,n,y,,
filote,vvs,n,y,,
filotes,vvs,n,n,,
fils,v,n,n,,
filx,v,n,n,,
filz,v,n,n,,
fin,v,n,n,,
fina,vv,n,n,,
finablement,vvsv,n,n,,
finai,vv,n,n,,
finances,vvs,n,n,,
finay,vv,n,n,,
finctä,vs,n,y,,
fine,vs,n,y,,
finé,vv,n,n,,
finee,vvs,n,y,,
fineir,vv,n,n,,
finement,vsv,n,n,,
finent,vs,n,n,,
finer,vv,n,n,,
finera,vsv,n,n,,
finerai,vsv,n,n,,
finerent,vvs,n,n,,
finerons,vsv,n,n,,
finerunt,vsv,n,n,,
finés,vv,n,n,,
fini,vv,n,n,,
finie,vvs,n,y,,
finimunz,vvv,n,n,,
finirai,vvv,n,n,,
finiroit,vvv,n,n,,
finne,vs,n,y,,
finoit,vv,n,n,,
fins,v,n,n,,
fioient,vvs,n,n,,
fiout,vv,n,n,,
fire,vs,n,y,,
firend,vv,n,n,,
firent,vs,n,n,,
firet,vs,n,y,,
firid,vv,n,n,,
firie,vs,n,y,,
firmamant,vvv,n,n,,
firmamens,vvv,n,n,,
firmament,vvv,n,n,,
firmateur,vvv,n,n,,
fis,v,n,n,,
fisdra,vv,n,n,,
fisdren,vv,n,n,,
fisdret,vs,n,y,,
fisent,vs,n,n,,
fisicien,vvdd,n,n,,
fisiciene,vvvvs,n,y,,
fissent,vs,n,n,,
fist,v,n,n,,
fistdra,vv,n,n,,
fistes,vs,n,n,,
fit,v,n,n,,
fius,v,n,n,,
fiux,v,n,n,,
fiuz,v,n,n,,
fix,v,n,n,,
fiz,v,n,n,,
flabiaus,vv,n,n,,
flaeaus,vv,n,n,,
flael,vv,n,n,,
flagellar,vsv,n,n,,
flageoler,vvv,n,n,,
flaiau,vv,n,n,,
flaiel,vv,n,n,,
flaiels,vv,n,n,,
flaiot,vv,n,n,,
flaiotiel,vvv,n,n,,
flaiotteax,vvv,n,n,,
flairant,vv,n,n,,
flaire,vs,n,y,,
flaive,vs,n,y,,
flaives,vs,n,n,,
flamanc,vv,n,n,,
flambans,vv,n,n,,
flambe,vs,n,y,,
flambius,vvv,n,n,,
flamboie,vvs,n,y,,
flame,vs,n,y,,
flamenc,vv,n,n,,
flamens,vv,n,n,,
flamenz,vv,n,n,,
flamiche,vvs,n,y,,
flammä,vv,n,n,,
flamme,vs,n,y,,
flammes,vs,n,n,,
flanbans,vv,n,n,,
flanbeant,vvv,n,n,,
flanc,v,n,n,,
flandres,vs,n,n,,
flans,v,n,n,,
flaons,av,n,n,,
flatart,vv,n,n,,
flaté,vv,n,n,,
flateour,vhv,n,n,,
flater,vv,n,n,,
flateres,vvs,n,n,,
flateries,vsvs,n,n,,
flaters,vv,n,n,,
flaterye,vsvs,n,y,,
fleireur,vv,n,n,,
flereur,vv,n,n,,
flesche,vs,n,y,,
flesches,vs,n,n,,
flestres,vs,n,n,,
flestriz,vv,n,n,,
fleur,v,n,n,,
fleurie,vvs,n,y,,
fleuries,vvs,n,n,,
fleurir,vv,n,n,,
fleurs,v,n,n,,
fleuve,vs,n,y,,
flieme,vs,n,y,,
flod,v,n,n,,
floire,vs,n,y,,
floouvant,hvv,n,n,,
floovam,hvv,n,n,,
floovan,hvv,n,n,,
floovant,hvv,n,n,,
floovanz,hvv,n,n,,
floovent,hvv,n,n,,
flor,v,n,n,,
flore,vs,n,y,,
floree,vvs,n,y,,
florette,vvs,n,y,,
flori,vv,n,n,,
florie,vvs,n,y,,
florins,vv,n,n,,
floris,vv,n,n,,
florissent,vvs,n,n,,
florit,vv,n,n,,
floriz,vv,n,n,,
floron,vv,n,n,,
flors,v,n,n,,
flos,v,n,n,,
flot,v,n,n,,
flotant,vv,n,n,,
flou,v,n,n,,
flour,v,n,n,,
flouri,vv,n,n,,
flourin,vv,n,n,,
flours,v,n,n,,
floz,v,n,n,,
flueves,vs,n,n,,
flum,v,n,n,,
flun,v,n,n,,
fluns,v,n,n,,
flur,v,n,n,,
fluri,vv,n,n,,
fluriseit,vvv,n,n,,
flurs,v,n,n,,
flus,v,n,n,,
fo,v,n,n,,
foc,v,n,n,,
focs,v,n,n,,
foer,vv,n,n,,
fog,v,n,n,,
foi,v,n,n,,
foï,vv,n,n,<fuir,
foiauté,vvv,n,n,,
foible,vs,n,y,,
foiblece,vvs,n,y,,
foibles,vs,n,n,,
foïe,vvs,n,y,,
foiees,vvs,n,n,,
foier,vv,n,n,,
foil,v,n,n,,
foille,vs,n,y,,
foillis,vv,n,n,,
foilly,vv,n,n,,
foin,v,n,n,,
foir,vv,n,n,,
foire,vs,n,y,,
foires,vs,n,n,,
foireux,vv,n,n,,
fois,v,n,n,,
foison,vv,n,n,,
foisonne,vvs,n,y,,
foisons,vv,n,n,,
foisseles,vvs,n,n,,
foisson,vv,n,n,,
foit,v,n,n,,
foix,v,n,n,,
foiz,v,n,n,,
fol,v,n,n,,
fol',v,n,n,,
folage,vvs,n,y,,
folaige,vvs,n,y,,
folaiges,vvs,n,n,,
folcs,v,n,n,,
fole,vs,n,y,,
foleisun,vvv,n,n,,
folemant,vsv,n,n,,
folement,vsv,n,n,,
foles,vs,n,n,,
folét,vv,n,n,,
folettement,vvsv,n,n,,
foleur,vv,n,n,,
foliage,vvs,n,y,,
folie,vvs,n,y,,
folies,vvs,n,n,,
foliot,vvv,n,n,,
folle,vs,n,y,,
follement,vsv,n,n,,
folles,vs,n,n,,
folliant,vvv,n,n,,
follie,vvs,n,y,,
folloier,vvv,n,n,,
foloia,vvv,n,n,,
foloié,vvv,n,n,,
foloier,vvv,n,n,,
foloiez,vvv,n,n,,
folonie,vvvs,n,y,,
folor,vv,n,n,,
folour,vv,n,n,,
folours,vv,n,n,,
foloyer,vvv,n,n,,
folques,vs,n,n,,
fols,v,n,n,,
folx,v,n,n,,
folyer,vdd,n,n,,
folz,v,n,n,,
fond,v,n,n,,
fondation,vvdd,n,n,,
fonde,vs,n,y,,
fondee,vvs,n,y,,
fondement,vsv,n,n,,
fonder,vv,n,n,,
fondes,vs,n,n,,
fondirent,vvs,n,n,,
fondist,vv,n,n,,
fondoit,vv,n,n,,
fondre,vs,n,y,,
fondu,vv,n,n,,
fons,v,n,n,,
font,v,n,n,,
fontaigne,vvs,n,y,,
fontaine,vvs,n,y,,
fontaines,vvs,n,n,,
fontainette,vvvs,n,y,,
fontainne,vvs,n,y,,
fontainnes,vvs,n,n,,
fonteine,vvs,n,y,,
fonteinnebliaut,vvsv,n,n,,
fontenele,vsvs,n,y,,
fonteneles,vsvs,n,n,,
fontenoi,vsv,n,n,,
fonz,v,n,n,,
for,v,n,n,,
forain,vv,n,n,,
forbanye,vvvs,n,y,,
forbi,vv,n,n,,
forbie,vvs,n,y,,
forbies,vvs,n,n,,
força,vv,n,n,,
force,vs,n,y,,
forcene,vvs,n,y,,
forcené,vsv,n,n,,
forceneilz,vsv,n,n,,
forcener,vsv,n,n,,
forcenerie,vvsvs,n,y,,
forces,vs,n,n,,
forche,vs,n,y,,
forché,vv,n,n,,
forches,vs,n,n,,
forcible,vvs,n,y,,
forcier,vv,n,n,,
forclose,vvs,n,y,,
foreine,vvs,n,y,,
forés,vv,n,n,,
forest,vv,n,n,,
forests,vv,n,n,,
forét,vv,n,n,,
forez,vv,n,n,,
forfait,vv,n,n,,
forfaiture,vvvs,n,y,,
forfaiz,vv,n,n,,
forfecte,vvs,n,y,,
forfesist,vsv,n,n,,
forfet,vv,n,n,,
forfis,vv,n,n,,
forfist,vv,n,n,,
forge,vs,n,y,,
forgie,vvs,n,y,,
forgié,vv,n,n,,
forgiés,vv,n,n,,
forgure,vvs,n,y,,
forjugié,vvv,n,n,,
forjurerai,vvsv,n,n,,
forlignez,vvv,n,n,,
forma,vv,n,n,,
formage,vvs,n,y,,
formai,vv,n,n,,
formant,vv,n,n,,
forme,vs,n,y,,
formé,vv,n,n,,
formees,vvs,n,n,,
forment,vv,n,n,,
formes,vs,n,n,,
formés,vv,n,n,,
formét,vv,n,n,,
fornaise,vvs,n,y,,
forni,vv,n,n,,
fornicable,vvvs,n,y,,
forniere,vvs,n,n,,
fornir,vv,n,n,,
forniz,vv,n,n,,
forois,vv,n,n,,
forre,vs,n,y,,
forreure,vhvs,n,y,,
forriaus,vv,n,n,,
fors,v,n,n,,
forsbours,vv,n,n,,
forscunseiller,vvvv,n,n,,
forsen,vv,n,n,,
forsenable,vsvs,n,y,,
forsené,vsv,n,n,,
forsenee,vsvs,n,y,,
forseneroie,vssvs,n,y,,
forsenét,vsv,n,n,,
forsenez,vsv,n,n,,
forsenner,vsv,n,n,,
forsfait,vv,n,n,,
forsfaiz,vv,n,n,,
forsfist,vv,n,n,,
forsmisdret,vvs,n,n,,
forsoit,vv,n,n,,
forsque,vs,n,y,,
forssenerie,vvsvs,n,y,,
forst,v,n,n,,
forsvead,vvv,n,n,,
forsz,v,n,n,,
fort,v,n,n,,
forte,vs,n,y,,
fortement,vsv,n,n,,
forterece,vsvs,n,y,,
forteresce,vsvs,n,y,,
forteresse,vsvs,n,y,,
forteresses,vsvs,n,n,,
fortes,vs,n,n,,
fortifier,vvdd,n,n,,
fortifiez,vvdd,n,n,,
fortins,vv,n,n,,
fortiz,vv,n,n,,
fortmen,vv,n,n,,
fortment,vv,n,n,,
fortraire,vvs,n,y,,
fortrais,vv,n,n,,
fortune,vvs,n,y,,
fortuné,vvv,n,n,,
fortunees,vvvs,n,n,,
fortunes,vvs,n,n,,
fortunez,vvv,n,n,,
forvoiez,vvv,n,n,,
forvoye,vvs,n,y,,
forvoyer,vvv,n,n,,
forvoyes,vvs,n,n,,
forz,v,n,n,,
forzor,vv,n,n,,
fos,v,n,n,,
fosse,vs,n,y,,
fossé,vv,n,n,,
fossei,vv,n,n,,
fosses,vs,n,n,,
fossét,vv,n,n,,
fossete,vvs,n,y,,
fossettes,vvs,n,n,,
fossez,vv,n,n,,
fotue,vvs,n,y,,
fou,v,n,n,,
foubiert,vv,n,n,,
fouches,vs,n,n,,
foucon,vv,n,n,,
foudre,vs,n,y,,
foudres,vs,n,n,,
foui,vv,n,n,,
fouir,vv,n,n,,
foul,v,n,n,,
fouldre,vs,n,y,,
fouldroie,vvs,n,y,,
foulee,vvs,n,y,,
fouler,vv,n,n,,
foulerai,vsv,n,n,,
foulez,vv,n,n,,
foulon,vv,n,n,,
four,v,n,n,,
fourbie,vvs,n,y,,
fourbyt,vv,n,n,,
fourcelle,vvs,n,y,,
fourchele,vvs,n,y,,
fourchelé,vsv,n,n,,
fourfais,vv,n,n,,
fourfait,vv,n,n,,
fourma,vv,n,n,,
fourme,vs,n,y,,
fourmé,vv,n,n,,
fourmee,vvs,n,y,,
fourmeit,vv,n,n,,
fourmener,vsv,n,n,,
fourmés,vv,n,n,,
fournaise,vvs,n,y,,
fournie,vvs,n,y,,
fournier,vv,n,n,,
fourniere,vvs,n,y,,
fournir,vv,n,n,,
fournis,vv,n,n,,
fournissez,vvv,n,n,,
fournoise,vvs,n,y,,
fourny,vv,n,n,,
fourquëz,vs,n,n,,
fourrager,vvv,n,n,,
fourre,vs,n,y,,
fourré,vv,n,n,,
fourreau,vv,n,n,,
fourree,vvs,n,y,,
fourrer,vv,n,n,,
fourrier,vv,n,n,,
fourtait,vv,n,n,,
fourtraire,vvs,n,y,,
fous,v,n,n,,
fousedame,vsvs,n,y,,
fout,v,n,n,,
foutre,vs,n,y,,
fouyr,vv,n,n,,
fox,v,n,n,,
foy,v,n,n,,
foye,vs,n,y,,
foys,v,n,n,,
foyz,v,n,n,,
fra,v,n,n,,
frad,v,n,n,,
fragilitez,vvvv,n,n,,
fragon,vv,n,n,,
frai,v,n,n,,
fraignent,vs,n,n,,
fraile,vs,n,y,,
frailes,vs,n,n,,
frailles,vs,n,n,,
fraim,v,n,n,,
frain,v,n,n,,
fraindre,vs,n,y,,
fraine,vs,n,y,,
frains,v,n,n,,
fraint,v,n,n,,
frairine,vvs,n,y,,
frais,v,n,n,,
fraisle,vs,n,y,,
fraisles,vs,n,n,,
frait,v,n,n,,
fraite,vs,n,y,,
fran,v,n,n,,
franc,v,n,n,,
france,vs,n,y,,
franceis,vv,n,n,,
franche,vs,n,y,,
franchement,vsv,n,n,,
franches,vs,n,n,,
franchiese,vvs,n,n,,
franchise,vvs,n,y,,
franchois,vv,n,n,,
franchoise,vvs,n,y,,
franchoiz,vv,n,n,,
francise,vvs,n,y,,
francois,vv,n,n,,
françois,vv,n,n,,
francoise,vvs,n,y,,
françoise,vvs,n,y,,
francor,vv,n,n,,
francoys,vv,n,n,,
françoys,vv,n,n,,
francs,v,n,n,,
francz,v,n,n,,
franques,vs,n,n,,
franquise,vvs,n,y,,
frans,v,n,n,,
fransois,vv,n,n,,
frape,vs,n,y,,
fraper,vv,n,n,,
frapons,vv,n,n,,
frappant,vv,n,n,,
frappe,vs,n,y,,
frapper,vv,n,n,,
frarin,vv,n,n,,
frarine,vvs,n,y,,
fras,v,n,n,,
frat,v,n,n,,
fraude,vs,n,y,,
frauduleusement,vvvsv,n,n,,
frayé,vv,n,n,,
freche,vs,n,y,,
fredre,vs,n,y,,
fregundent,vvs,n,n,,
freidur,vv,n,n,,
freie,vs,n,y,,
frein,v,n,n,,
freinst,v,n,n,,
freint,v,n,n,,
freir,v,n,n,,
freire,vs,n,y,,
freires,vs,n,n,,
freis,v,n,n,,
freit,v,n,n,,
freiz,v,n,n,,
frelestez,evv,n,n,,
frema,vv,n,n,,
fremal,vv,n,n,,
fremee,evs,n,y,,
fremer,ev,n,n,,
fremés,vv,n,n,,
fremeté,esv,n,n,,
fremi,ev,n,n,,
fremiant,evv,n,n,,
fremie,evs,n,y,,
fremiere,evs,n,y,,
fremin,ev,n,n,,
fremir,ev,n,n,,
fremis,ev,n,n,,
fremissent,evs,n,n,,
fremist,ev,n,n,,
fremy,ev,n,n,,
frenetiques,vsvs,n,n,,
freour,hv,n,n,,
frequentement,evsv,n,n,,
frere,vs,n,y,,
freres,vs,n,n,,
frerëz,vs,n,n,,
frerre,vs,n,y,,
fres,v,n,n,,
frés,v,n,n,,
fresce,vs,n,y,,
fresche,vs,n,y,,
fresches,vs,n,n,,
frescheur,vv,n,n,,
frescik,vv,n,n,,
frescike,vvs,n,y,,
fresteaz,vv,n,n,,
fret,v,n,n,,
frete,vs,n,y,,
freter,ev,n,n,,
fretiel,ev,n,n,,
freur,hv,n,n,,
frevaulx,ev,n,n,,
frez,v,n,n,,
friaise,vvs,n,y,,
friand,v,n,n,,
friande,vvs,n,y,,
fricassure,vvvs,n,y,,
frice,vs,n,y,,
fricement,vsv,n,n,,
frices,vs,n,n,,
friche,vs,n,y,,
friçon,vv,n,n,,
frige,vs,n,y,,
friques,vs,n,n,,
friquet,vv,n,n,,
frir,v,n,n,,
frisce,vs,n,y,,
frisces,vs,n,n,,
frise,vs,n,y,,
frison,vv,n,n,,
frisque,vs,n,y,,
frisse,vs,n,y,,
frisson,vv,n,n,,
frissonne,vvs,n,y,,
frit,v,n,n,,
frivoles,vvs,n,n,,
frobiers,vv,n,n,,
frocin,vv,n,n,,
frocine,vvs,n,y,,
frocins,vv,n,n,,
froez,vv,n,n,,
froid,v,n,n,,
froide,vs,n,y,,
froidure,vvs,n,y,,
froidures,vvs,n,n,,
frois,v,n,n,,
froisse,vs,n,y,,
froissez,vv,n,n,,
froissoit,vv,n,n,,
froit,v,n,n,,
froiz,v,n,n,,
fromage,vvs,n,y,,
fromaige,vvs,n,y,,
fromant,vv,n,n,,
fromons,vv,n,n,,
fromont,vv,n,n,,
fronçast,vv,n,n,,
fronce,vs,n,y,,
froncist,vv,n,n,,
front,v,n,n,,
frontiere,vvs,n,y,,
froumage,vvs,n,y,,
froumaige,vvs,n,y,,
froyvaulx,vv,n,n,,
fructifier,vvv,n,n,,
fructueuse,vvvs,n,y,,
fruictaille,vvs,n,y,,
fruis,v,n,n,,
fruisset,vs,n,y,,
fruit,v,n,n,,
fruiz,v,n,n,,
fruleux,vv,n,n,,
frumage,vvs,n,y,,
frunt,v,n,n,,
frut,v,n,n,,
fu,v,n,n,,
fuant,vv,n,n,,
fud,v,n,n,,
fueille,vs,n,y,,
fueilles,vs,n,n,,
fueillie,vvs,n,y,,
fueillissent,vvs,n,n,,
fuelhes,vs,n,n,,
fuer,v,n,n,,
fuerre,vs,n,y,,
fuers,v,n,n,,
fuez,vv,n,n,,
fugs,v,n,n,,
fui,v,n,n,,
fuï,vv,n,n,,
fuiant,vv,n,n,,
fuie,vs,n,y,,
fuient,vs,n,n,,
fuies,vs,n,n,,
fuiés,vv,n,n,,
fuiet,vs,n,y,,
fuiez,vv,n,n,,
fuiles,vs,n,n,,
fuille,vs,n,y,,
fuillees,vvs,n,n,,
fuilli,vv,n,n,,
fuilz,v,n,n,,
fuioies,vvs,n,n,,
fuioit,vv,n,n,,
fuions,vv,n,n,,
fuïr,vv,n,n,,
fuirai,vv,n,n,,
fuirent,vvs,n,n,,
fuirés,vv,n,n,,
fuiroient,vvs,n,n,,
fuiroies,vvs,n,n,,
fuiroit,vv,n,n,,
fuis,v,n,n,,
fuisce,vs,n,y,,
fuiselés,vsv,n,n,,
fuiselét,vsv,n,n,,
fuison,vv,n,n,,
fuisse,vs,n,y,,
fuissent,vs,n,n,imp. subj. estre,
fuissez,vv,n,n,,
fuissiés,vv,n,n,from etre,
fuist,vv,n,n,,
fuisun,vv,n,n,,
fuit,v,n,n,,
fuït,vv,n,n,,
fuite,vs,n,y,,
fuitis,vv,n,n,,
fuiz,v,n,n,,
fulc,v,n,n,,
fumant,vv,n,n,,
fumee,vvs,n,y,,
fumele,vvs,n,y,,
fumelle,vvs,n,y,,
fumes,vs,n,n,,
fumier,vv,n,n,,
fumiere,vvs,n,y,,
fumoit,vv,n,n,,
funda,vv,n,n,,
fundet,vs,n,y,,
fundud,vv,n,n,,
funt,v,n,n,,
funz,v,n,n,,
fura,vv,n,n,,
furä,vs,n,y,,
furae,vs,n,y,,
furceles,vvs,n,n,,
furcheure,vhvs,n,y,,
fure,vs,n,y,,
furent,vs,n,n,,
furet,vs,n,y,,
furét,vv,n,n,,
fureur,vv,n,n,,
furfait,vv,n,n,,
furieulx,vvv,n,n,,
furieusement,vvvsv,n,n,,
furieux,vvv,n,n,,
furment,vv,n,n,,
furni,vv,n,n,,
furnir,vv,n,n,,
furnisse,vvs,n,y,,
furniz,vv,n,n,,
furor,vv,n,n,,
fus,v,n,n,,
fusces,vs,n,n,,
fusees,vvs,n,n,,
fusel,vv,n,n,,
fusent,vs,n,n,,
fusmailles,vvs,n,n,,
fusmes,vs,n,n,,
fusse,vs,n,y,,
fussent,vs,n,n,,
fusses,vs,n,n,,
fusset,vs,n,y,,
fussez,vv,n,n,,
fussiés,vv,n,n,,
fussiez,vv,n,n,*,
fussion,vv,n,n,*,
fust,v,n,n,,
fustee,vvs,n,y,,
fustes,vs,n,n,,
fustëz,vs,n,n,,
fustz,v,n,n,,
fut,v,n,n,,
futes,vs,n,n,,
futëz,vs,n,n,,
futur,vv,n,n,,
fuxienz,vv,n,n,,
fuy,v,n,n,,
fuyant,vv,n,n,,
fuyent,vs,n,n,,
fuyez,vv,n,n,,
fuyoient,vvs,n,n,,
fuyr,vv,n,n,,
fuyre,vs,n,y,,
fuyt,v,n,n,,
fuyte,vs,n,y,,
fuyz,v,n,n,,
fuz,v,n,n,,
fy,v,n,n,,
fyablement,vvsv,n,n,,
g,,n,n,,
g',,n,n,,
gaagnant,avv,n,n,,
gaagnié,avv,n,n,,
gaagnier,avv,n,n,,
gaaig,av,n,n,,
gaaigna,avv,n,n,,
gaaigne,avs,n,y,,
gaaignent,avs,n,n,,
gaaignerai,avsv,n,n,,
gaaignerez,avsv,n,n,,
gaaignier,avv,n,n,,
gaaigniés,avrr,n,n,,
gaaignoient,avvs,n,n,,
gaaignons,avv,n,n,,
gaaing,av,n,n,,
gaainga,avv,n,n,,
gaaingne,avs,n,y,,
gaaingnirent,avvs,n,n,,
gaainnié,avv,n,n,,
gaba,vv,n,n,,
gabant,vv,n,n,,
gabber,vv,n,n,,
gabé,vv,n,n,,
gabent,vs,n,n,,
gaber,vv,n,n,,
gaberoient,vsvs,n,n,,
gabéth,vv,n,n,,
gabez,vv,n,n,,
gabois,vv,n,n,,
gaboit,vv,n,n,,
gabriel,vvv,n,n,,
gaces,vs,n,n,,
gage,vs,n,y,,
gages,vs,n,n,,
gagiez,vv,n,n,,
gagnié,vv,n,n,,
gahaigne,vvs,n,y,,
gai,v,n,n,,
gaians,vv,n,n,,
gaiant,vv,n,n,,
gaie,vs,n,y,,
gaieté,vsv,n,n,,
gaifier,vv,n,n,,
gaige,vs,n,y,,
gaigera,vsv,n,n,,
gaiges,vs,n,n,,
gaigna,vv,n,n,,
gaigne,vs,n,y,,
gaigné,vv,n,n,,
gaigneit,vv,n,n,,
gaigner,vv,n,n,,
gaignera,vsv,n,n,,
gaignerent,vvs,n,n,,
gaignerois,vsv,n,n,,
gaigneroit,vsv,n,n,,
gaignés,vv,n,n,,
gaignier,vv,n,n,,
gaillars,vv,n,n,,
gaimentan,vvv,n,n,,
gain,v,n,n,,
gaina,vv,n,n,,
gaine,vvs,n,y,,
gaing,v,n,n,,
gaingne,vs,n,y,,
gaingniés,vv,n,n,,
gaingnoit,vv,n,n,,
gaingnon,vv,n,n,,
gaire,vs,n,y,,
gaires,vs,n,n,,
gais,v,n,n,,
gaitie,vvs,n,n,,
gaitier,vv,n,n,,
gaitierent,vvs,n,n,,
gaitiés,vv,n,n,,
gaitoient,vvs,n,n,,
gaitte,vs,n,y,,
gaittier,vv,n,n,,
gaje,vs,n,y,,
gal,v,n,n,,
galans,vv,n,n,,
galee,vvs,n,y,,
galees,vvs,n,n,,
galehaus,vvv,n,n,,
galeran,vsv,n,n,,
galerne,vvs,n,y,,
gales,vs,n,n,,
galice,vvs,n,y,,
galiem,vvv,n,n,,
galien,vdd,n,n,,
galileä,vvvs,n,y,,
galilee,vvvs,n,y,,
galillee,vvvs,n,y,,
galiot,vvv,n,n,,
gallans,vv,n,n,,
gallé,vv,n,n,,
galleries,vvvs,n,n,,
galles,vs,n,n,,
gallien,vdd,n,n,,
galon,vv,n,n,,
galonnee,vvvs,n,y,,
galos,vv,n,n,,
galouppiné,vvvv,n,n,,
galoz,vv,n,n,,
gambe,vs,n,y,,
gambes,vs,n,n,,
gambete,vvs,n,y,,
gan,v,n,n,,
ganchisse,vvs,n,y,,
ganchisses,vvs,n,n,,
ganchist,vv,n,n,,
gandés,vv,n,n,,
gangis,vv,n,n,,
gangles,vs,n,n,,
gangner,vv,n,n,,
gans,v,n,n,,
gant,v,n,n,,
gantis,vv,n,n,,
ganz,v,n,n,,
gap,v,n,n,,
garallie,vvvs,n,y,,
garandir,vvv,n,n,,
garandirai,vvvv,n,n,,
garans,vv,n,n,,
garant,vv,n,n,,
garanti,vvv,n,n,,
garantie,vvvs,n,y,,
garantir,vvv,n,n,,
garantiroit,vvvv,n,n,,
garce,vs,n,y,,
garche,vs,n,y,,
garchonneir,vvv,n,n,,
garcon,vv,n,n,,
garçon,vv,n,n,,
garçonner,vvv,n,n,,
garçons,vv,n,n,,
garçun,vv,n,n,,
gard,v,n,n,,
gard',v,n,n,,
garda,vv,n,n,,
gardant,vv,n,n,,
gardas,vv,n,n,,
gardasse,vvs,n,y,,
gardast,vv,n,n,,
gardat,vv,n,n,,
garday,vv,n,n,,
garde,vs,n,y,,
gardé,vv,n,n,,
gardee,vvs,n,y,,
gardees,vvs,n,n,,
gardein,vv,n,n,,
gardeir,vv,n,n,,
gardeis,vv,n,n,,
gardeit,vv,n,n,,
gardeiz,vv,n,n,,
gardent,vs,n,n,,
garder,vv,n,n,,
gardera,vsv,n,n,,
garderai,vsv,n,n,,
garderaie,vsvs,n,n,,
garderas,vsv,n,n,,
garderay,vsv,n,n,,
gardere,vvs,n,y,,
garderent,vvs,n,n,,
garderez,vsv,n,n,,
garderoit,vsv,n,n,,
garderons,vsv,n,n,,
garderont,vsv,n,n,,
garderunt,vsv,n,n,,
gardes,vs,n,n,,
gardés,vv,n,n,,
gardét,vv,n,n,,
gardez,vv,n,n,,
gardienne,vvs,n,y,,
gardin,vv,n,n,,
gardins,vv,n,n,,
gardoient,vvs,n,n,,
gardoit,vv,n,n,,
gardons,vv,n,n,,
garent,vv,n,n,,
garentir,vvv,n,n,,
gargate,vvs,n,y,,
gari,vv,n,n,,
garie,vvs,n,y,,
garin,vv,n,n,,
garir,vv,n,n,,
garira,vvv,n,n,,
garirai,vvv,n,n,,
gariray,vvv,n,n,,
gariroye,vvvs,n,y,,
garis,vv,n,n,,
garisce,vvs,n,y,,
garise,vvs,n,y,,
garison,vvv,n,n,,
garisse,vvs,n,y,,
garissent,vvs,n,n,,
garisset,vvs,n,n,,
garissez,vvv,n,n,,
garissoient,vvvs,n,n,,
garissoit,vvv,n,n,,
garist,vv,n,n,,
garistes,vvs,n,n,,
garit,vv,n,n,,
garite,vvs,n,y,,
gariz,vv,n,n,,
garmente,vvs,n,y,,
garmentions,vvdd,n,n,,
garnemens,vsv,n,n,,
garnement,vsv,n,n,,
garnemenz,vsv,n,n,,
garni,vv,n,n,,
garnid,vv,n,n,,
garnie,vvs,n,y,,
garnier,vv,n,n,,
garnir,vv,n,n,,
garnirai,vvv,n,n,,
garnis,vv,n,n,,
garnison,vvv,n,n,,
garnist,vv,n,n,,
garniz,vv,n,n,,
garny,vv,n,n,,
garra,vv,n,n,,
garraz,vv,n,n,,
garrie,vvs,n,y,,
garrigant,vvv,n,n,,
gars,v,n,n,,
garson,vv,n,n,,
gart,v,n,n,,
garz,v,n,n,,
gas,v,n,n,,
gasaille,vvs,n,y,,
gascaveaux,vvv,n,n,,
gaschiere,vvs,n,y,,
gascoigne,vvs,n,y,,
gascoingne,vvs,n,y,,
gascom,vv,n,n,,
gascon,vv,n,n,,
gascons,vv,n,n,,
gascun,vv,n,n,,
gassos,vv,n,n,,
gast,v,n,n,,
gasta,vv,n,n,,
gaste,vs,n,y,,
gasté,vv,n,n,,
gasteaux,vv,n,n,,
gastee,vvs,n,y,,
