id,text,versetype,subtype,lex_id,textlineid,pos_rnn,lemma_rnn,syntag,syntag2,lemma
23049,machaut,10s,---,de,XXIII_18,PRE,de,Pre,Pre,de
23050,machaut,10s,---,plus,XXIII_18,ADVgen,plus,Adv,Adv,plus
23051,machaut,10s,---,en,XXIII_18,PRE,en,Pre,Pre,en1
23052,machaut,10s,---,plus,XXIII_18,ADVgen,plus,Adv,Adv,plus
23053,machaut,10s,---,doloir,XXIII_18,VERinf,douloir,Vinf,Vinf,douloir
23054,machaut,10s,---,;,XXIII_18,PONfbl,;,Pnc,Pnc,
23055,machaut,10s,---,et,XXIII_19,CONcoo,et,Crd,Crd,et
23056,machaut,10s,---,quant,XXIII_19,CONsub,quand,Sub,Sub,quand
23057,machaut,10s,---,je,XXIII_19,PROper,je,Prn,Prn$,1ps
23058,machaut,10s,---,tais,XXIII_19,VERcjg,taire,Vfin,Vfin,taire
23059,machaut,10s,---,d',XXIII_19,PRE,de,Pre,Pre,de
23060,machaut,10s,---,amer,XXIII_19,VERinf,aimer,Vinf,Vinf,aimer
23061,machaut,10s,---,tout,XXIII_19,DETind,tout,QIs,QIs,tout
23062,machaut,10s,---,mon,XXIII_19,DETpos,mon,Det,Det,mon1
23063,machaut,10s,---,pouoir,XXIII_19,NOMcom,pouvoir,N,N,pouvoir1
23064,machaut,10s,---,et,XXIII_20,CONcoo,et,Crd,Crd,et
23065,machaut,10s,---,ma,XXIII_20,DETpos,mon,Det,Det,mon1
23066,machaut,10s,---,douce,XXIII_20,ADJqua,doux,Adj,Adj,doux
23067,machaut,10s,---,dame,XXIII_20,NOMcom,dame,N,N,
23068,machaut,10s,---,m',XXIII_20,PROper,je,Prn,Prn$$,1ps
23069,machaut,10s,---,est,XXIII_20,VERcjg,être,Vfin,Vfin,être1|ester
23070,machaut,10s,---,si,XXIII_20,ADVgen,si,Adv,Adv,si4
23071,machaut,10s,---,longteinne,XXIII_20,ADJqua,lointain,Adj,Adj,
23072,machaut,10s,---,",",XXIII_20,PONfbl,",",Pnc,Pnc,
23073,machaut,10s,---,joie,XXIII_21,NOMcom,joie,N,N,
23074,machaut,10s,---,me,XXIII_21,PROper,je,Prn,Prn$$,1ps
23075,machaut,10s,---,fuit,XXIII_21,VERcjg,fuir,Vfin,Vfin,fuir
23076,machaut,10s,---,et,XXIII_21,CONcoo,et,Crd,Crd,et
23077,machaut,10s,---,dolour,XXIII_21,NOMcom,douleur,N,N,
23078,machaut,10s,---,m',XXIII_21,PROper,je,Prn,Prn$$,1ps
23079,machaut,10s,---,est,XXIII_21,VERcjg,être,Vfin,Vfin,être1|ester
23080,machaut,10s,---,procheinne,XXIII_21,NOMcom,prochaine,Adj,Adj,prochain
23081,machaut,10s,---,.,XXIII_21,PONfrt,.,Pnc,Pnc,
23082,machaut,10s,---,se,XXIV_1,CONsub,si,Sub,Sub,si3
23083,machaut,10s,---,je,XXIV_1,PROper,je,Prn,Prn$,1ps
23084,machaut,10s,---,me,XXIV_1,PROper,je,Prn,Prn$$,1ps
23085,machaut,10s,---,fusse,XXIV_1,VERcjg,être,Vfin,Vfin,être1|ester
23086,machaut,10s,---,envers,XXIV_1,PRE,envers,PrA,PrA,envers
23087,machaut,10s,---,amours,XXIV_1,NOMcom,amour,N,N,
23088,machaut,10s,---,meffais,XXIV_1,VERppe,méfaire,Vpp,Vpp,méfaire
23089,machaut,10s,---,",",XXIV_1,PONfbl,",",Pnc,Pnc,
23090,machaut,10s,---,bien,XXIV_2,ADVgen,bien,Adv,Adv,bien
23091,machaut,10s,---,me,XXIV_2,PROper,je,Prn,Prn$$,1ps
23092,machaut,10s,---,deust,XXIV_2,VERcjg,devoir,Vfin,Vfin,devoir2
23093,machaut,10s,---,de,XXIV_2,PRE,de,Pre,Pre,de
23094,machaut,10s,---,ma,XXIV_2,DETpos,mon,Det,Det,mon1
23095,machaut,10s,---,dame,XXIV_2,NOMcom,dame,N,N,
23096,machaut,10s,---,eslongier,XXIV_2,VERinf,éloigner,Vinf,Vinf,éloigner
23097,machaut,10s,---,;,XXIV_2,PONfbl,;,Pnc,Pnc,
23098,machaut,10s,---,mais,XXIV_3,CONcoo,mais,Crd,Crd,mais1
23099,machaut,10s,---,je,XXIV_3,PROper,je,Prn,Prn$,1ps
23100,machaut,10s,---,sçay,XXIV_3,VERcjg,savoir,Vfin,Vfin,savoir
23101,machaut,10s,---,bien,XXIV_3,ADVgen,bien,Adv,Adv,bien
23102,machaut,10s,---,qu',XXIV_3,CONsub,que,Sub,Sub,que
23103,machaut,10s,---,onques,XXIV_3,ADVgen,onques,Adv,Adv,onques
23104,machaut,10s,---,n',XXIV_3,ADVneg,ne,Neg,Neg,ne1
23105,machaut,10s,---,en,XXIV_3,PROadv,en,Pre,Pre,en1
23106,machaut,10s,---,dis,XXIV_3,VERcjg,dire,N,N,
23107,machaut,10s,---,n',XXIV_3,CONcoo,ne,Crd,Crd,ne2
23108,machaut,10s,---,en,XXIV_3,PRE,en,Pre,Pre,en1
23109,machaut,10s,---,fais,XXIV_3,NOMcom,faix,N,N,
23110,machaut,10s,---,ne,XXIV_4,CONcoo,ne,Crd,Crd,ne2
23111,machaut,10s,---,li,XXIV_4,DETdef,le,Prn,Prn$$,3p
23112,machaut,10s,---,meffis,XXIV_4,NOMcom,méfit,Vfin,Vfin,méfaire
23113,machaut,10s,---,",",XXIV_4,PONfbl,",",Pnc,Pnc,
23114,machaut,10s,---,dont,XXIV_4,PROrel,dont,Qux,Qux,dont
23115,machaut,10s,---,se,XXIV_4,PROper,se,Prn,Prn$$,soi
23116,machaut,10s,---,deust,XXIV_4,VERcjg,devoir,Vfin,Vfin,devoir2
23117,machaut,10s,---,courcier,XXIV_4,VERinf,courroucer,Vinf,Vinf,courroucer
23118,machaut,10s,---,",",XXIV_4,PONfbl,",",Pnc,Pnc,
23119,machaut,10s,---,ce,XXIV_5,PROdem,ce,Prn,Prn$,ce1
23120,machaut,10s,---,m',XXIV_5,PROper,je,Prn,Prn$$,1ps
23121,machaut,10s,---,est,XXIV_5,VERcjg,être,Vfin,Vfin,être1|ester
23122,machaut,10s,---,avis,XXIV_5,NOMcom,avis,N,N,
23123,machaut,10s,---,",",XXIV_5,PONfbl,",",Pnc,Pnc,
23124,machaut,10s,---,qui,XXIV_5,PROrel,qui,Qux,Qux,qui
23125,machaut,10s,---,vuet,XXIV_5,VERcjg,vouloir,Vfin,Vfin,vouloir
23126,machaut,10s,---,a,XXIV_5,PRE,à,Pre,Pre,à
23127,machaut,10s,---,droit,XXIV_5,NOMcom,droit,N,N,droit1
23128,machaut,10s,---,jugier,XXIV_5,VERinf,juger,Vinf,Vinf,juger
23129,machaut,10s,---,.,XXIV_5,PONfrt,.,Pnc,Pnc,
23130,machaut,10s,---,quant,XXIV_6,CONsub,quand,Sub,Sub,quand
23131,machaut,10s,---,je,XXIV_6,PROper,je,Prn,Prn$,1ps
23132,machaut,10s,---,me,XXIV_6,PROper,je,Prn,Prn$$,1ps
23133,machaut,10s,---,plein,XXIV_6,VERcjg,plaindre,Vfin,Vfin,plaindre
23134,machaut,10s,---,",",XXIV_6,PONfbl,",",Pnc,Pnc,
23135,machaut,10s,---,nulz,XXIV_6,PROind,nul,QIs,QIs,nul
23136,machaut,10s,---,ne,XXIV_6,ADVneg,ne,Neg,Neg,ne1
23137,machaut,10s,---,m',XXIV_6,PROper,je,Prn,Prn$$,1ps
23138,machaut,10s,---,en,XXIV_6,PROadv,en,Prn,Prn$$,en2
23139,machaut,10s,---,doit,XXIV_6,VERcjg,devoir,Vfin,Vfin,devoir2
23140,machaut,10s,---,blasmer,XXIV_6,VERinf,blâmer,Vinf,Vinf,blâmer
23141,machaut,10s,---,",",XXIV_6,PONfbl,",",Pnc,Pnc,
23142,machaut,10s,---,puis,XXIV_7,ADVgen,puis,PrA,PrA,puis
23143,machaut,10s,---,qu',XXIV_7,CONsub,que,Sub,Sub,que
23144,machaut,10s,---,en,XXIV_7,PRE,en,Pre,Pre,en1
23145,machaut,10s,---,amer,XXIV_7,VERinf,aimer,Vinf,Vinf,aimer
23146,machaut,10s,---,ne,XXIV_7,ADVneg,ne,Neg,Neg,ne1
23147,machaut,10s,---,puis,XXIV_7,VERcjg,pouvoir,Vfin,Vfin,pouvoir
23148,machaut,10s,---,trouver,XXIV_7,VERinf,trouver,Vinf,Vinf,trouver
23149,machaut,10s,---,qu',XXIV_7,ADVgen,que,Sub,Sub,que
23150,machaut,10s,---,amer,XXIV_7,VERinf,aimer,Vinf,Vinf,aimer
23151,machaut,10s,---,.,XXIV_7,PONfrt,.,Pnc,Pnc,
23152,machaut,10s,---,trop,XXIV_8,ADVgen,trop,Adv,Adv,trop
23153,machaut,10s,---,compere,XXIV_8,VERcjg,comparer,Vfin,Vfin,comparer
23154,machaut,10s,---,ses,XXIV_8,DETpos,son,Det,Det,son4
23155,machaut,10s,---,gracieus,XXIV_8,ADJqua,gracieux,Adj,Adj,
23156,machaut,10s,---,biens,XXIV_8,NOMcom,bien,N,N,bien
23157,machaut,10s,---,fais,XXIV_8,VERcjg,faire,Vfin,Vfin,faire
23158,machaut,10s,---,cilz,XXIV_9,PROdem,cil,Dem,Dem,cil
23159,machaut,10s,---,qui,XXIV_9,PROrel,qui,Qux,Qux,qui
23160,machaut,10s,---,la,XXIV_9,PROper,il,Prn,Prn$$,3p
23161,machaut,10s,---,sert,XXIV_9,VERcjg,servir,Vfin,Vfin,servir
23162,machaut,10s,---,de,XXIV_9,PRE,de,Pre,Pre,de
23163,machaut,10s,---,fin,XXIV_9,ADJqua,fin,Adj,Adj,fin2
23164,machaut,10s,---,cuer,XXIV_9,NOMcom,coeur,N,N,
23165,machaut,10s,---,et,XXIV_9,CONcoo,et,Crd,Crd,et
23166,machaut,10s,---,entier,XXIV_9,ADJqua,entier,Adj,Adj,
23167,machaut,10s,---,;,XXIV_9,PONfbl,;,Pnc,Pnc,
23168,machaut,10s,---,car,XXIV_10,CONcoo,car,Crd,Crd,car
23169,machaut,10s,---,quant,XXIV_10,CONsub,quand,Sub,Sub,quand
23170,machaut,10s,---,il,XXIV_10,PROper,il,Prn,Prn$,3p
23171,machaut,10s,---,cuide,XXIV_10,VERcjg,cuider,Vfin,Vfin,cuider
23172,machaut,10s,---,avoir,XXIV_10,VERinf,avoir,Vinf,Vinf,avoir1
23173,machaut,10s,---,passé,XXIV_10,VERppe,passer,Vpp,Vpp,passer
23174,machaut,10s,---,son,XXIV_10,DETpos,son,Det,Det,son4
23175,machaut,10s,---,fais,XXIV_10,NOMcom,faix,N,N,
23176,machaut,10s,---,",",XXIV_10,PONfbl,",",Pnc,Pnc,
23177,machaut,10s,---,lors,XXIV_11,ADVgen,lors,Adv,Adv,lors
23178,machaut,10s,---,li,XXIV_11,PROper,il,Prn,Prn$$,3p
23179,machaut,10s,---,sera,XXIV_11,VERcjg,être,Vfin,Vfin,être1|ester
23180,machaut,10s,---,dou,XXIV_11,PRE.DETdef,de.le,Pre+Det,Pre+Det,de+le
23181,machaut,10s,---,tout,XXIV_11,PROind,tout,QIs,QIs,tout
23182,machaut,10s,---,à,XXIV_11,PRE,à,Pre,Pre,à
23183,machaut,10s,---,racointier,XXIV_11,VERinf,raccointer,Vinf,Vinf,raccointer
23184,machaut,10s,---,",",XXIV_11,PONfbl,",",Pnc,Pnc,
23185,machaut,10s,---,et,XXIV_12,CONcoo,et,Crd,Crd,et
23186,machaut,10s,---,li,XXIV_12,PROper,il,Prn,Prn$$,3p
23187,machaut,10s,---,sera,XXIV_12,VERcjg,être,Vfin,Vfin,être1|ester
23188,machaut,10s,---,pis,XXIV_12,ADVgen,pis,Adv,Adv,pis2
23189,machaut,10s,---,qu',XXIV_12,CONsub,que,Sub,Sub,que
23190,machaut,10s,---,à,XXIV_12,PRE,à,Pre,Pre,à
23191,machaut,10s,---,l',XXIV_12,DETdef,le,Det,Det,le
23192,machaut,10s,---,encommencier,XXIV_12,VERinf,encommencer,Vinf,Vinf,encommencer
23193,machaut,10s,---,.,XXIV_12,PONfrt,.,Pnc,Pnc,
23194,machaut,10s,---,dont,XXIV_13,PROrel,dont,Qux,Qux,dont
23195,machaut,10s,---,dire,XXIV_13,VERinf,dire,Vinf,Vinf,dire
23196,machaut,10s,---,puet,XXIV_13,VERcjg,pouvoir,Vfin,Vfin,pouvoir
23197,machaut,10s,---,:,XXIV_13,PONfbl,:,Pnc,Pnc,
23198,machaut,10s,---,„,XXIV_13,PONpga,„,Pnc,Pnc,
23199,machaut,10s,---,je,XXIV_13,PROper,je,Prn,Prn$,1ps
23200,machaut,10s,---,me,XXIV_13,PROper,je,Prn,Prn$$,1ps
23201,machaut,10s,---,muir,XXIV_13,VERcjg,mourir,Vfin,Vfin,mourir
23202,machaut,10s,---,pour,XXIV_13,PRE,pour,Pre,Pre,pour
23203,machaut,10s,---,amer,XXIV_13,VERinf,aimer,Vinf,Vinf,aimer
23204,machaut,10s,---,",",XXIV_13,PONfbl,",",Pnc,Pnc,
23205,machaut,10s,---,puis,XXIV_14,ADVgen,puis,PrA,PrA,puis
23206,machaut,10s,---,qu',XXIV_14,CONsub,que,Sub,Sub,que
23207,machaut,10s,---,en,XXIV_14,PRE,en,Pre,Pre,en1
23208,machaut,10s,---,amer,XXIV_14,VERinf,aimer,Vinf,Vinf,aimer
23209,machaut,10s,---,ne,XXIV_14,ADVneg,ne,Neg,Neg,ne1
23210,machaut,10s,---,puis,XXIV_14,VERcjg,pouvoir,Vfin,Vfin,pouvoir
23211,machaut,10s,---,trouver,XXIV_14,VERinf,trouver,Vinf,Vinf,trouver
23212,machaut,10s,---,qu',XXIV_14,CONsub,que,Sub,Sub,que
23213,machaut,10s,---,amer,XXIV_14,VERinf,aimer,Vinf,Vinf,aimer
23214,machaut,10s,---,“,XXIV_14,PONpga,“,Pnc,Pnc,
23215,machaut,10s,---,.,XXIV_14,PONfrt,.,Pnc,Pnc,
23216,machaut,10s,---,pour,XXIV_15,PRE,pour,Pre,Pre,pour
23217,machaut,10s,---,moy,XXIV_15,PROper,moi,Prn,Prn,1ps
23218,machaut,10s,---,le,XXIV_15,PROper,le,Prn,Prn$$,3p
23219,machaut,10s,---,di,XXIV_15,VERcjg,dire,Vfin,Vfin,dire
23220,machaut,10s,---,",",XXIV_15,PONfbl,",",Pnc,Pnc,
23221,machaut,10s,---,qui,XXIV_15,PROrel,qui,Qux,Qux,qui
23222,machaut,10s,---,de,XXIV_15,PRE,de,Pre,Pre,de
23223,machaut,10s,---,ses,XXIV_15,DETpos,son,Det,Det,son4
23224,machaut,10s,---,dars,XXIV_15,NOMcom,dard,N,N,
23225,machaut,10s,---,sui,XXIV_15,VERcjg,être,Vfin,Vfin,être1|ester
23226,machaut,10s,---,trais,XXIV_15,VERppe,traire,Vpp,Vpp,traire
23227,machaut,10s,---,;,XXIV_15,PONfbl,;,Pnc,Pnc,
23228,machaut,10s,---,et,XXIV_16,CONcoo,et,Crd,Crd,et
23229,machaut,10s,---,si,XXIV_16,ADVgen,si,Adv,Adv,si4
23230,machaut,10s,---,m',XXIV_16,PROper,je,Prn,Prn$$,1ps
23231,machaut,10s,---,a,XXIV_16,VERcjg,avoir,Vfin,Vfin,avoir1
23232,machaut,10s,---,fait,XXIV_16,VERppe,faire,Vpp,Vpp,faire
23233,machaut,10s,---,de,XXIV_16,PRE,de,Pre,Pre,de
23234,machaut,10s,---,ma,XXIV_16,DETpos,mon,Det,Det,mon1
23235,machaut,10s,---,dame,XXIV_16,NOMcom,dame,N,N,
23236,machaut,10s,---,estrangier,XXIV_16,VERinf,étranger,Vinf,Vinf,étranger
23237,machaut,10s,---,si,XXIV_17,ADVgen,si,Adv,Adv,si4
23238,machaut,10s,---,cruelment,XXIV_17,ADVgen,cruellement,Adv,Adv,
23239,machaut,10s,---,que,XXIV_17,CONsub,que,Sub,Sub,que
23240,machaut,10s,---,je,XXIV_17,PROper,je,Prn,Prn$,1ps
23241,machaut,10s,---,ne,XXIV_17,ADVneg,ne,Neg,Neg,ne1
23242,machaut,10s,---,la,XXIV_17,PROper,il,Prn,Prn$$,3p
23243,machaut,10s,---,voy,XXIV_17,VERcjg,voir,Vfin,Vfin,voir
23244,machaut,10s,---,mais,XXIV_17,ADVgen,mais,Adv,Adv,mais
23245,machaut,10s,---,ne,XXIV_18,CONcoo,ne,Crd,Crd,ne2
23246,machaut,10s,---,que,XXIV_18,CONsub,que,Sub,Sub,que
23247,machaut,10s,---,mes,XXIV_18,DETpos,mon,Det,Det,mon1
23248,machaut,10s,---,maus,XXIV_18,NOMcom,mal,N,N,mal1
23249,machaut,10s,---,ne,XXIV_18,ADVneg,ne,Neg,Neg,ne1
23250,machaut,10s,---,li,XXIV_18,PROper,il,Prn,Prn$$,3p
23251,machaut,10s,---,puis,XXIV_18,VERcjg,pouvoir,Vfin,Vfin,pouvoir
23252,machaut,10s,---,anoncier,XXIV_18,VERinf,annoncer,Vinf,Vinf,annoncer
23253,machaut,10s,---,.,XXIV_18,PONfrt,.,Pnc,Pnc,
23254,machaut,10s,---,einsi,XXIV_19,ADVgen,ainsi,Adv,Adv,ainsi
23255,machaut,10s,---,me,XXIV_19,PROper,je,Prn,Prn$$,1ps
23256,machaut,10s,---,vuet,XXIV_19,VERcjg,vouloir,Vfin,Vfin,vouloir
23257,machaut,10s,---,fine,XXIV_19,ADJqua,fin,Adj,Adj,fin2
23258,machaut,10s,---,amour,XXIV_19,NOMcom,amour,N,N,
23259,machaut,10s,---,guerrier,XXIV_19,ADJqua,guerrier,Vinf,Vinf,guerroyer
23260,machaut,10s,---,",",XXIV_19,PONfbl,",",Pnc,Pnc,
23261,machaut,10s,---,dont,XXIV_20,PROrel,dont,Qux,Qux,dont
23262,machaut,10s,---,moult,XXIV_20,ADVgen,moult,QIs,QIs,moult
23263,machaut,10s,---,souvent,XXIV_20,ADVgen,souvent,Adv,Adv,souvent
23264,machaut,10s,---,me,XXIV_20,PROper,je,Prn,Prn$$,1ps
23265,machaut,10s,---,fait,XXIV_20,VERcjg,faire,Vfin,Vfin,faire
23266,machaut,10s,---,chetif,XXIV_20,ADJqua,chétif,Adj,Adj,
23267,machaut,10s,---,clamer,XXIV_20,VERinf,clamer,Vinf,Vinf,clamer
23268,machaut,10s,---,",",XXIV_20,PONfbl,",",Pnc,Pnc,
23269,machaut,10s,---,puis,XXIV_21,ADVgen,puis,PrA,PrA,puis
23270,machaut,10s,---,qu',XXIV_21,CONsub,que,Sub,Sub,que
23271,machaut,10s,---,en,XXIV_21,PRE,en,Pre,Pre,en1
23272,machaut,10s,---,amer,XXIV_21,VERinf,aimer,Vinf,Vinf,aimer
23273,machaut,10s,---,ne,XXIV_21,ADVneg,ne,Neg,Neg,ne1
23274,machaut,10s,---,puis,XXIV_21,VERcjg,pouvoir,Vfin,Vfin,pouvoir
23275,machaut,10s,---,trouver,XXIV_21,VERinf,trouver,Vinf,Vinf,trouver
23276,machaut,10s,---,qu',XXIV_21,CONsub,que,Sub,Sub,que
23277,machaut,10s,---,amer,XXIV_21,VERinf,aimer,Vinf,Vinf,aimer
23278,machaut,10s,---,.,XXIV_21,PONfrt,.,Pnc,Pnc,
23279,machaut,10s,---,helas,LIII_1,INJ,hélas,Exc,Exc,
23280,machaut,10s,---,!,LIII_1,PONfrt,!,Pnc,Pnc,
23281,machaut,10s,---,pour,LIII_1,PRE,pour,Pre,Pre,pour
23282,machaut,10s,---,quoy,LIII_1,PROrel,quoi,Qux,Qux,que
23283,machaut,10s,---,virent,LIII_1,VERcjg,voir,Vfin,Vfin,voir
23284,machaut,10s,---,onques,LIII_1,ADVgen,onques,Adv,Adv,onques
23285,machaut,10s,---,mi,LIII_1,DETpos,mon,Det,Det,mon1
23286,machaut,10s,---,oueil,LIII_1,NOMcom,oeil,N,N,
23287,machaut,10s,---,biauté,LIII_2,NOMcom,beauté,N,N,
23288,machaut,10s,---,",",LIII_2,PONfbl,",",Pnc,Pnc,
23289,machaut,10s,---,pour,LIII_2,PRE,pour,Pre,Pre,pour
23290,machaut,10s,---,moy,LIII_2,PROper,moi,Prn,Prn,1ps
23291,machaut,10s,---,decevoir,LIII_2,VERinf,décevoir,Vinf,Vinf,décevoir
23292,machaut,10s,---,et,LIII_2,CONcoo,et,Crd,Crd,et
23293,machaut,10s,---,trair,LIII_2,VERinf,traire,Vinf,Vinf,trahir
23294,machaut,10s,---,",",LIII_2,PONfbl,",",Pnc,Pnc,
23295,machaut,10s,---,ne,LIII_3,CONcoo,ne,Crd,Crd,ne2
23296,machaut,10s,---,corps,LIII_3,NOMcom,corps,N,N,
23297,machaut,10s,---,changant,LIII_3,VERppa,changer,Vprs,Vprs,changer
23298,machaut,10s,---,ne,LIII_3,CONcoo,ne,Crd,Crd,ne2
23299,machaut,10s,---,cuer,LIII_3,NOMcom,coeur,N,N,
23300,machaut,10s,---,",",LIII_3,PONfbl,",",Pnc,Pnc,
23301,machaut,10s,---,plein,LIII_3,ADJqua,plein,Adj,Adj,plein
23302,machaut,10s,---,de,LIII_3,PRE,de,Pre,Pre,de
23303,machaut,10s,---,tel,LIII_3,DETind,tel,Adj,Adj,tel
23304,machaut,10s,---,vueil,LIII_3,NOMcom,veuil,N,N,
23305,machaut,10s,---,qu',LIII_4,CONsub,que,Sub,Sub,que
23306,machaut,10s,---,il,LIII_4,PROper,il,Prn,Prn$,3p
23307,machaut,10s,---,faint,LIII_4,VERcjg,feindre,Vfin,Vfin,feindre
23308,machaut,10s,---,amer,LIII_4,VERinf,aimer,Vinf,Vinf,aimer
23309,machaut,10s,---,et,LIII_4,CONcoo,et,Crd,Crd,et
23310,machaut,10s,---,ne,LIII_4,ADVneg,ne,Neg,Neg,ne1
23311,machaut,10s,---,fait,LIII_4,VERcjg,faire,Vfin,Vfin,faire
23312,machaut,10s,---,que,LIII_4,CONsub,que,Sub,Sub,que
23313,machaut,10s,---,hair,LIII_4,VERinf,haïr,Vinf,Vinf,haïr
23314,machaut,10s,---,?,LIII_4,PONfrt,?,Pnc,Pnc,
23315,machaut,10s,---,miex,LIII_5,ADVgen,mieux,Adv,Adv,mieux
23316,machaut,10s,---,me,LIII_5,PROper,je,Prn,Prn$$,1ps
23317,machaut,10s,---,vausist,LIII_5,VERcjg,valoir,Vfin,Vfin,valoir
23318,machaut,10s,---,estre,LIII_5,VERinf,être,Vinf,Vinf,être1|ester
23319,machaut,10s,---,nes,LIII_5,VERppe,naître,Vpp,Vpp,naître
23320,machaut,10s,---,",",LIII_5,PONfbl,",",Pnc,Pnc,
23321,machaut,10s,---,sans,LIII_5,PRE,sans,Pre,Pre,sans
23322,machaut,10s,---,mentir,LIII_5,VERinf,mentir,Vinf,Vinf,mentir
23323,machaut,10s,---,",",LIII_5,PONfbl,",",Pnc,Pnc,
23324,machaut,10s,---,sans,LIII_6,PRE,sans,Pre,Pre,sans
23325,machaut,10s,---,yex,LIII_6,NOMcom,oeil,N,N,
23326,machaut,10s,---,qu',LIII_6,CONsub,que,Sub,Sub,que
23327,machaut,10s,---,amer,LIII_6,VERinf,aimer,Vinf,Vinf,aimer
23328,machaut,10s,---,dame,LIII_6,NOMcom,dame,N,N,
23329,machaut,10s,---,",",LIII_6,PONfbl,",",Pnc,Pnc,
23330,machaut,10s,---,ou,LIII_6,PROrel,où,Qux,Qux,où
23331,machaut,10s,---,tant,LIII_6,ADVgen,tant,QIs,QIs,tant
23332,machaut,10s,---,truis,LIII_6,VERcjg,trouver,Vfin,Vfin,trouver
23333,machaut,10s,---,contraire,LIII_6,ADJqua,contraire,Adj,Adj,
23334,machaut,10s,---,",",LIII_6,PONfbl,",",Pnc,Pnc,
23335,machaut,10s,---,quant,LIII_7,CONsub,quand,Sub,Sub,quand
23336,machaut,10s,---,loyauté,LIII_7,NOMcom,loyauté,N,N,
23337,machaut,10s,---,ne,LIII_7,ADVneg,ne,Neg,Neg,ne1
23338,machaut,10s,---,meint,LIII_7,VERcjg,mener,Vfin,Vfin,mener
23339,machaut,10s,---,en,LIII_7,PRE,en,Pre,Pre,en1
23340,machaut,10s,---,son,LIII_7,DETpos,son,Det,Det,son4
23341,machaut,10s,---,viaire,LIII_7,NOMcom,viaire,N,N,
23342,machaut,10s,---,.,LIII_7,PONfrt,.,Pnc,Pnc,
23343,machaut,10s,---,le,LIII_8,DETdef,le,Det,Det,le
23344,machaut,10s,---,dous,LIII_8,DETcar,deux,Adj,Adj,doux
23345,machaut,10s,---,attrait,LIII_8,NOMcom,attrait,N,N,
23346,machaut,10s,---,de,LIII_8,PRE,de,Pre,Pre,de
23347,machaut,10s,---,son,LIII_8,DETpos,son,Det,Det,son4
23348,machaut,10s,---,tres,LIII_8,ADVgen,très,Adv,Adv,très
23349,machaut,10s,---,bel,LIII_8,ADJqua,beau,Adj,Adj,beau
23350,machaut,10s,---,accueil,LIII_8,NOMcom,accueil,N,N,
23351,machaut,10s,---,au,LIII_9,PRE.DETdef,à.le,Pre+Det,Pre+Det,à+le
23352,machaut,10s,---,commencier,LIII_9,VERinf,commencer,Vinf,Vinf,commencer
23353,machaut,10s,---,me,LIII_9,PROper,je,Prn,Prn$$,1ps
23354,machaut,10s,---,volt,LIII_9,VERcjg,vouloir,Vfin,Vfin,vouloir
23355,machaut,10s,---,tant,LIII_9,ADVgen,tant,QIs,QIs,tant
23356,machaut,10s,---,enrichir,LIII_9,VERinf,enrichir,Vinf,Vinf,enrichir
23357,machaut,10s,---,que,LIII_10,CONsub,que,Sub,Sub,que
23358,machaut,10s,---,j',LIII_10,PROper,je,Prn,Prn$,1ps
23359,machaut,10s,---,estoie,LIII_10,VERcjg,être,Vfin,Vfin,être1|ester
23360,machaut,10s,---,de,LIII_10,PRE,de,Pre,Pre,de
23361,machaut,10s,---,tous,LIII_10,DETind,tous,QIs,QIs,tous
23362,machaut,10s,---,biens,LIII_10,NOMcom,bien,N,N,bien
23363,machaut,10s,---,en,LIII_10,PRE,en,Pre,Pre,en1
23364,machaut,10s,---,l',LIII_10,DETdef,le,Det,Det,le
23365,machaut,10s,---,escueil,LIII_10,NOMcom,écueil,N,N,
23366,machaut,10s,---,",",LIII_10,PONfbl,",",Pnc,Pnc,
23367,machaut,10s,---,et,LIII_11,CONcoo,et,Crd,Crd,et
23368,machaut,10s,---,me,LIII_11,PROper,je,Prn,Prn$$,1ps
23369,machaut,10s,---,tenoit,LIII_11,VERcjg,tenir,Vfin,Vfin,tenir
23370,machaut,10s,---,en,LIII_11,PRE,en,Pre,Pre,en1
23371,machaut,10s,---,l',LIII_11,DETdef,le,Det,Det,le
23372,machaut,10s,---,espoir,LIII_11,NOMcom,espoir,N,N,
23373,machaut,10s,---,de,LIII_11,PRE,de,Pre,Pre,de
23374,machaut,10s,---,joir,LIII_11,VERinf,jouir,Vinf,Vinf,jouir
23375,machaut,10s,---,.,LIII_11,PONfrt,.,Pnc,Pnc,
23376,machaut,10s,---,las,LIII_12,ADJqua,las,Adj,Adj,las
23377,machaut,10s,---,!,LIII_12,PONfrt,!,Pnc,Pnc,
23378,machaut,10s,---,or,LIII_12,ADVgen,or,Adv,Adv,or2
23379,machaut,10s,---,me,LIII_12,PROper,je,Prn,Prn$$,1ps
23380,machaut,10s,---,fait,LIII_12,VERcjg,faire,Vfin,Vfin,faire
23381,machaut,10s,---,de,LIII_12,PRE,de,Pre,Pre,de
23382,machaut,10s,---,haut,LIII_12,ADJqua,haut,Adj,Adj,haut
23383,machaut,10s,---,en,LIII_12,PRE,en,Pre,Pre,en1
23384,machaut,10s,---,bas,LIII_12,NOMcom,bas,Adj,Adj,bas
23385,machaut,10s,---,venir,LIII_12,VERinf,venir,Vinf,Vinf,venir
23386,machaut,10s,---,et,LIII_13,CONcoo,et,Crd,Crd,et
23387,machaut,10s,---,sans,LIII_13,PRE,sans,Pre,Pre,sans
