"wd_id","line_id","linewd","word","lex_id","tag","textlineid","lemma"
718,114,1,"Ouvrez","ouvrez","VER",1703,"ovrer_+M"
719,114,2,"un","un","DET:ndf",1703,"un_S"
720,114,3,"pou","pou","ADV",1703,"poi_*I"
721,114,4,"discretement","discretement","ADV",1703,"<nolem>"
722,115,1,"Les","les","DET:def",1704,"le_S"
723,115,2,"yex","yex","NOM",1704,"ueil_*+T"
724,115,3,"de","de","PRE",1704,"de_+S"
725,115,4,"vostre","vostre","DET:poss",1704,"vostre_S"
726,115,5,"entendement","entendement","NOM",1704,"entendement_+T"
727,115,6,"!","!","PON",1704,"!"
728,116,1,"Quar","quar","CON:coord",1705,"car_S"
729,116,2,"se","se","DET:poss",1705,"son4_S"
730,116,3,"bien","bien","NOM",1705,"bien2|bien_+IT|CI"
731,116,4,"ouvrez","ouvrez","VER",1705,"ovrer_+M"
732,116,5,"la","la","DET:def",1705,"le_S"
733,116,6,"paupiere","paupiere","NOM",1705,"paupiere_+T"
734,116,7,",",",","PON",1705,","
735,117,1,"Moi","moi","PRO:pers",1706,"je_S"
736,117,2,"maistresse","maistresse","NOM",1706,"maistresse_+T"
737,117,3,"et","et","CON:coord",1706,"et_S"
738,117,4,"vous","vous","PRO:pers",1706,"vos1_S"
739,117,5,"chamberiere","chamberiere","NOM",1706,"chamberiere_+IT"
740,118,1,"Trouverez","trouverez","VER",1707,"trover_*+IT"
741,118,2,"tout","tout","PRO:ind",1707,"tot_S"
742,118,3,"apertement","apertement","ADV",1707,"apertement_I"
743,119,1,"Et","et","CON:coord",1708,"et_S"
744,119,2,"lors","lors","ADV",1708,"lors_+CIT"
745,119,3,"parlerez","parlerez","VER",1708,"parler_*+MIT"
746,119,4,"doucement","doucement","ADV",1708,"doucement_I"
747,120,1,"A","a","PRE",1709,"a_S"
748,120,2,"moi","moi","PRO:pers",1709,"je_S"
749,120,3,"et","et","CON:coord",1709,"et_S"
750,120,4,"hommage","hommage","NOM",1709,"omage_*+CIT"
751,120,5,"ferez","ferez","VER",1709,"faire|ferir_+MI|+MI"
752,121,1,"De","de","PRE",1710,"de_+S"
753,121,2,"quanque","quanque","PRO:invar",1710,"cant2_S"
754,121,3,"de","de","PRE",1710,"de_+S"
755,121,4,"moy","moy","PRO:pers",1710,"je_S"
756,121,5,"vous","vous","PRO:pers",1710,"vos1_S"
757,121,6,"tenez","tenez","VER",1710,"tenir_MI"
758,121,7,".",".","PON",1710,"."
759,122,1,"Jadis","jadis","ADV",1711,"jadis_+CIT"
760,122,2,"de","de","PRE",1711,"de_+S"
761,122,3,"ma","ma","DET:poss",1711,"mon1_S"
762,122,4,"courtoisie","courtoisie","NOM",1711,"cortoisie_+C"
763,122,5,",",",","PON",1711,","
764,123,1,"Du","du","PREDET:de",1712,"de+le_S"
765,123,2,"monde","monde","NOM",1712,"monde1|monde_+IT|CI"
766,123,3,"une","une","DET:ndf",1712,"un_S"
767,123,4,"grant","grant","ADJ",1712,"grant_+CIT"
768,123,5,"partie","partie","NOM",1712,"partie_+CIT"
769,124,1,"Vous","vous","PRO:pers",1713,"vos1_S"
770,124,2,"baillai","baillai","VER",1713,"baillier_*+MMd"
771,124,3,"pour","pour","PRE",1713,"por2_+S"
772,124,4,"vous","vous","PRO:pers",1713,"vos1_S"
773,124,5,"occuper","occuper","VER",1713,"occuper_M"
774,125,1,"Et","et","CON:coord",1714,"et_S"
775,125,2,"pour","pour","PRE",1714,"por2_+S"
776,125,3,"y","y","INT",1714,"<nolem>"
777,125,4,"loialment","loialment","ADV",1714,"leaument_C"
778,125,5,"ouvrer","ouvrer","VER",1714,"ovrer_+M"
779,125,6,",",",","PON",1714,","
780,126,1,"A","a","PRE",1715,"a_S"
781,126,2,"fin","fin","NOM",1715,"fin1|fin_+IT|CI"
782,126,3,"que","que","PROCON",1715,"que3_S"
783,126,4,"huiseuse","huiseuse","ADJ",1715,"<nolem>"
784,126,5,"ne","ne","PRO:clit",1715,"en2_S"
785,126,6,"fussiez","fussiez","VER",1715,"estre1|estre_+I|MI"
786,127,1,"Et","et","CON:coord",1716,"et_S"
787,127,2,"que","que","PROCON",1716,"que3_S"
788,127,3,"de","de","PRE",1716,"de_+S"
789,127,4,"tout","tout","PRO:ind",1716,"tot_S"
790,127,5,"me","me","PRO:pers",1716,"je_S"
791,127,6,"rendissiez","rendissiez","VER",1716,"<unknown>"
792,128,1,"Conte","conte","NOM",1717,"conte1|conte2_+IT|+IT"
793,128,2,"loyal","loyal","ADJ",1717,"lëal_*+T"
794,128,3,"si","si","ADV",1717,"si_+IT"
795,128,4,"com","com","CON:subord",1717,"come1_S"
796,128,5,"baiesse","baiesse","NOM",1717,"baiasse_+T"
797,129,1,"Doit","doit","VER",1718,"devoir|dire_+CMI|+M"
798,129,2,"tous","tous","DET:ind",1718,"tot_S"
799,129,3,"jours","jours","NOM",1718,"jor_+C"
800,129,4,"faire","faire","VER",1718,"faire_+MIT"
801,129,5,"à","à","VER",1718,"<unknown>"
802,129,6,"sa","sa","DET:poss",1718,"son4_S"
803,129,7,"mestresse","mestresse","NOM",1718,"<nolem>"
804,129,8,".",".","PON",1718,"."
805,130,1,"Or","or","ADV",1737,"or4|or_+IT|CI"
806,130,2,"dëussiez","deussiez","VER",1737,"<unknown>"
807,130,3,"donques","donques","ADV",1737,"donc_I"
808,130,4,"savoir","savoir","VER",1737,"savoir_+MIT"
809,131,1,"Que","que","PROCON",1738,"que3_S"
810,131,2,"sans","sans","PRE",1738,"sans_+S"
811,131,3,"moi","moi","PRO:pers",1738,"je_S"
812,131,4,"n'","n'","PRO:clit",1738,"en2_S"
813,131,5,"avés","avés","VER",1738,"avoir_+M"
814,131,6,"nul","nul","PRO:ind",1738,"nul_S"
815,131,7,"pouoir","pouoir","VER",1738,"pouvoir_M"
816,132,1,"Et","et","CON:coord",1739,"et_S"
817,132,2,"ce","ce","PRO:invar",1739,"ce1_S"
818,132,3,"prouverai","prouverai","VER",1739,"prover_*+M"
819,132,4,"jë","je","VER",1739,"<unknown>"
820,132,5,"assez","assez","ADV",1739,"assez_+IT"
821,133,1,"Par","par","PRE",1740,"par_S"
822,133,2,"ce","ce","PRO:invar",1740,"ce1_S"
823,133,3,"que","que","PROCON",1740,"que3_S"
824,133,4,"devant","devant","PRE",1740,"devant_S"
825,133,5,"dit","dit","VER",1740,"dire_+CMI"
826,133,6,"avez","avez","VER",1740,"avoir_+IM"
827,133,7,".",".","PON",1740,"."
828,134,1,"Bien","bien","ADV",1741,"bien1|bien2|bien_+IT|C|I"
829,134,2,"connoissiez","connoissiez","VER",1741,"conoistre_+M"
830,134,3,"que","que","PROCON",1741,"que3_S"
831,134,4,"varier","varier","NOM",1741,"<unknown>"
832,135,1,"Fas","fas","VER",1742,"faire|fare|farre_+M|M|M"
833,135,2,"les","les","DET:def",1742,"le_S"
834,135,3,"estoiles","estoiles","NOM",1742,"estoile_+I"
835,135,4,"et","et","CON:coord",1742,"et_S"
836,135,5,"tourner","tourner","VER",1742,"torner_*+IT"
837,135,6,",",",","PON",1742,","
838,136,1,"Si","si","ADV",1779,"si_+IT"
839,136,2,"ne","ne","PRO:clit",1779,"en2_S"
840,136,3,"dëussiez","deussiez","VER",1779,"<unknown>"
841,136,4,"pas","pas","NOM",1779,"pas|past2_+IT|+T"
842,136,5,"groucier","groucier","VER",1779,"grocier|groucier_+TM|M"
843,137,1,"N'","n'","PRO:clit",1780,"en2_S"
844,137,2,"a","a","VER",1780,"avoir_+CMI"
845,137,3,"moi","moi","PRO:pers",1780,"je_S"
846,137,4,"si","si","ADV",1780,"si_+IT"
847,137,5,"asprement","asprement","ADV",1780,"asprement_I"
848,137,6,"tencier","tencier","VER",1780,"tencier_+IMT"
849,137,7,",",",","PON",1780,","
850,138,1,"Or","or","ADV",1829,"or4|or_+IT|CI"
851,138,2,"en","en","PRO:clit",1829,"en2_S"
852,138,3,"faites","faites","VER",1829,"faire_+CMI"
853,138,4,"quanque","quanque","PRO:invar",1829,"cant2_S"
854,138,5,"vous","vous","PRO:pers",1829,"vos1_S"
855,138,6,"plaist","plaist","VER",1829,"plaire_+MI"
856,138,7,",",",","PON",1829,","
857,139,1,"Quar","quar","CON:coord",1830,"car_S"
858,139,2,"à","à","VER",1830,"<unknown>"
859,139,3,"nïent","nient","ADV",1830,"nïent_+I"
860,139,4,"ou","ou","PRE",1830,"o4_+S"
861,139,5,"peu","peu","ADV",1830,"poi_Z"
862,139,6,"m'","m'","PRO:pers",1830,"je_S"
863,139,7,"en","en","PRO:clit",1830,"en2_S"
864,139,8,"est","est","VER",1830,"ester|estre1_+M|+I"
865,139,9,".",".","PON",1830,"."
866,140,1,"Esleesciez","esleesciez","VER",1831,"eslëecier_*+I"
867,140,2,"vous","vous","PRO:pers",1831,"vos1_S"
868,140,3,"ou","ou","PRO:pers",1831,"il|vos1_S|S"
869,140,4,"courouciez","courouciez","VER",1831,"couroucier_*M"
870,140,5,",",",","PON",1831,","
871,141,1,"Se","se","PRO:invar",1832,"ce1_S"
872,141,2,"vous","vous","PRO:pers",1832,"vos1_S"
873,141,3,"voulez","voulez","VER",1832,"voler|voloir_*+I|+I"
874,141,4,",",",","PON",1832,","
875,141,5,"ou","ou","PRO:pers",1832,"il|vos1_S|S"
876,141,6,"en","en","PRO:clit",1832,"en2_S"
877,141,7,"tenciez","tenciez","VER",1832,"<unknown>"
878,141,8,"!","!","PON",1832,"!"
879,142,1,"Quar","quar","CON:coord",1833,"car_S"
880,142,2,",",",","PON",1833,","
881,142,3,"pour","pour","PRE",1833,"por2_+S"
882,142,4,"vous","vous","PRO:pers",1833,"vos1_S"
883,142,5,",",",","PON",1833,","
884,142,6,"rien","rien","ADV",1833,"rien_Z"
885,142,7,"ne","ne","PRO:clit",1833,"en2_S"
886,142,8,"lairoie","lairoie","VER",1833,"laissier_+M"
887,143,1,"De","de","PRE",1834,"de_+S"
888,143,2,"ce","ce","PRO:invar",1834,"ce1_S"
889,143,3,"faire","faire","VER",1834,"faire_+MIT"
890,143,4,"que","que","PROCON",1834,"que3_S"
891,143,5,"je","je","PRO:pers",1834,"je_S"
892,143,6,"vourroie","vourroie","VER",1834,"voloir_*+Z"
893,143,7,".",".","PON",1834,"."
894,143,8,"»","»","PON:cit",1834,"»"
895,144,1,"«","«","PON:cit",1838,"«"
896,144,2,"Dame","dame","NOM",1838,"dam|dame|dan2_+T|+CIT|+T"
897,144,3,",",",","PON",1838,","
898,144,4,"bien","bien","ADV",1838,"bien1|bien2|bien_+IT|C|I"
899,144,5,"vous","vous","PRO:pers",1838,"vos1_S"
900,144,6,"ai","ai","VER",1838,"aidier|avoir_+Md|+CMI"
901,144,7,"entendu","entendu","VER",1838,"entendre_+M"
902,145,1,"Et","et","CON:coord",1839,"et_S"
903,145,2,"bien","bien","ADV",1839,"bien1|bien2|bien_+IT|C|I"
904,145,3,"voi","voi","VER",1839,"aler|vëoir_+M|+I"
905,145,4,"qu'","qu'","PROCON",1839,"que1|que2|que3|que4_S|S|S|S"
906,145,5,"à","à","NOM",1839,"<unknown>"
907,145,6,"vous","vous","PRO:pers",1839,"vos1_S"
908,145,7,"argüer","arguer","VER",1839,"argüer_+IMT"
909,146,1,"Je","je","PRO:pers",1840,"je_S"
910,146,2,"ne","ne","PRO:clit",1840,"en2_S"
911,146,3,"pourroie","pourroie","VER",1840,"pouvoir_M"
912,146,4,"pas","pas","NOM",1840,"pas|past2_+IT|+T"
913,146,5,"durer","durer","VER",1840,"durer_+IT"
914,146,6,";",";","PON",1840,";"
915,147,1,"Miex","miex","ADV",1841,"mieus_*I"
916,147,2,"vaut","vaut","VER",1841,"aler|valoir_+M|+CMI"
917,147,3,"que","que","PROCON",1841,"que3_S"
918,147,4,"à","à","NOM",1841,"<unknown>"
919,147,5,"vous","vous","PRO:pers",1841,"vos1_S"
920,147,6,"obeisse","obeisse","VER",1841,"obeir_M"
921,148,1,"Que","que","PROCON",1842,"que3_S"
922,148,2,"rien","rien","ADV",1842,"rien_Z"
923,148,3,"contre","contre","PRE",1842,"contre_S"
924,148,4,"vous","vous","PRO:pers",1842,"vos1_S"
925,148,5,"dëisse","deisse","VER",1842,"dire_+M"
926,148,6,",",",","PON",1842,","
927,149,1,"Et","et","CON:coord",1843,"et_S"
928,149,2,"toutevoies","toutevoies","ADV",1843,"voie_*I"
929,149,3,"se","se","PRO:pers",1843,"soi1_S"
930,149,4,"je","je","PRO:pers",1843,"je_S"
931,149,5,"osasse","osasse","VER",1843,"oser_+I"
932,149,6,",",",","PON",1843,","
933,150,1,"Encore","encore","ADV",1844,"encore_+IT"
934,150,2,"un","un","DET:ndf",1844,"un_S"
935,150,3,"pou","pou","ADV",1844,"poi_*I"
936,150,4,"vous","vous","PRO:pers",1844,"vos1_S"
937,150,5,"argüasse","arguasse","VER",1844,"<unknown>"
938,150,6,".",".","PON",1844,"."
939,150,7,"»","»","PON:cit",1844,"»"
940,151,1,"«","«","PON:cit",1845,"«"
941,151,2,"Hardiement","hardiement","ADV",1845,"hardïement_Id"
942,151,3,",",",","PON",1845,","
943,151,4,"dist","dist","VER",1845,"dire_+CMI"
944,151,5,"Grace","grace","NOM",1845,"grace_+CIT"
945,151,6,"Dieu","dieu","NOM",1845,"dieu_+CIT"
946,151,7,",",",","PON",1845,","
947,152,1,"Dites","dites","VER",1846,"dire_+CMI"
948,152,2,"tout","tout","PRO:ind",1846,"tot_S"
949,152,3,",",",","PON",1846,","
950,152,4,"quar","quar","CON:coord",1846,"car_S"
951,152,5,"je","je","PRO:pers",1846,"je_S"
952,152,6,"tien","tien","VER",1846,"tenir|tenoir_CMI|M"
953,152,7,"a","a","PRE",1846,"a_S"
954,152,8,"gieu","gieu","NOM",1846,"jeu_+T"
955,153,1,"Quanquë","quanque","NOM",1847,"<unknown>"
956,153,2,"hui","hui","ADV",1847,"ui_+IT"
957,153,3,"mais","mais","CON:coord",1847,"mais_S"
958,153,4,"dire","dire","VER",1847,"dire_+MIT"
959,153,5,"vourrez","vourrez","VER",1847,"voloir_*+Z"
960,154,1,"Et","et","CON:coord",1848,"et_S"
961,154,2,"quanque","quanque","PRO:invar",1848,"cant2_S"
962,154,3,"argüer","arguer","VER",1848,"argüer_+IMT"
963,154,4,"vous","vous","PRO:pers",1848,"vos1_S"
964,154,5,"pourrez","pourrez","VER",1848,"pöoir_*+I"
965,154,6,".",".","PON",1848,"."
966,155,1,"Si","si","ADV",1849,"si_+IT"
967,155,2,"ne","ne","PRO:clit",1849,"en2_S"
968,155,3,"lessiez","lessiez","VER",1849,"laissier_+I"
969,155,4,"à","à","VER",1849,"<unknown>"
970,155,5,"nesun","nesun","DET:ind",1849,"nesun_S"
971,155,6,"feur","feur","NOM",1849,"for|forc|fuer2_*+IT|+T|+T"
972,156,1,"Que","que","PROCON",1850,"que3_S"
973,156,2,"bien","bien","ADV",1850,"bien1|bien2|bien_+IT|C|I"
974,156,3,"ne","ne","PRO:clit",1850,"en2_S"
975,156,4,"esclarcissiez","esclarcissiez","VER",1850,"<unknown>"
976,156,5,"vo","vo","DET:poss",1850,"vostre_S"
977,156,6,"cuer","cuer","NOM",1850,"cuer1|cuer2_+T|+IT"
978,156,7,"!","!","PON",1850,"!"
979,156,8,"»","»","PON:cit",1850,"»"
980,157,1,"Nature","nature","NOM",1851,"nature_+IT"
981,157,2,"dist","dist","VER",1851,"dire_+CMI"
982,157,3,":",":","PON",1851,":"
983,157,4,"«","«","PON:cit",1851,"«"
984,157,5,"Puis","puis","ADV",1851,"puis_IT"
985,157,6,"que","que","PROCON",1851,"que3_S"
986,157,7,"jë","je","VER",1851,"<unknown>"
987,157,8,"ai","ai","VER",1851,"aidier|avoir_+Md|+CMI"
988,158,1,"Congie","congie","NOM",1852,"congié_*+I"
989,158,2,",",",","PON",1852,","
990,158,3,"encore","encore","ADV",1852,"encore_+IT"
991,158,4,"argüerai","arguerai","VER",1852,"argüer_+M"
992,158,5,",",",","PON",1852,","
993,159,1,"Et","et","CON:coord",1853,"et_S"
994,159,2,"de","de","PRE",1853,"de_+S"
995,159,3,"vos","vos","DET:poss",1853,"vostre_S"
996,159,4,"dis","dis","NOM",1853,"di_+I"
997,159,5,"arguer","arguer","VER",1853,"argüer_+MIdMdTd"
998,159,6,"vueul","vueul","NOM",1853,"<unknown>"
999,160,1,"Pour","pour","PRE",1854,"por2_+S"
1000,160,2,"ce","ce","PRO:invar",1854,"ce1_S"
1001,160,3,"que","que","PROCON",1854,"que3_S"
1002,160,4,"grandement","grandement","ADV",1854,"granment_Z"
1003,160,5,"me","me","DET:poss",1854,"mon1_S"
1004,160,6,"deul","deul","NOM",1854,"duel_+Z"
1005,161,1,"De","de","PRE",1855,"de_+S"
1006,161,2,"ce","ce","PRO:invar",1855,"ce1_S"
1007,161,3,"que","que","PROCON",1855,"que3_S"
1008,161,4,"m'","m'","PRO:pers",1855,"je_S"
1009,161,5,"avez","avez","VER",1855,"avoir_+IM"
1010,161,6,"argüee","arguee","VER",1855,"<unknown>"
1011,162,1,"De","de","PRE",1856,"de_+S"
1012,162,2,"mes","mes","DET:poss",1856,"mon1_S"
1013,162,3,"diz","diz","NOM",1856,"dit_+I"
1014,162,4,"et","et","CON:coord",1856,"et_S"
1015,162,5,"refutee","refutee","NOM",1856,"<unknown>"
1016,162,6,".",".","PON",1856,"."
1017,163,1,"Vous","vous","PRO:pers",1857,"vos1_S"
1018,163,2,"avez","avez","VER",1857,"avoir_+IM"
1019,163,3,"dit","dit","VER",1857,"dire_+CMI"
1020,163,4,"que","que","PROCON",1857,"que3_S"
1021,163,5,"la","la","DET:def",1857,"le_S"
1022,163,6,"maistresse","maistresse","NOM",1857,"maistresse_+T"
1023,164,1,"Ne","ne","PRO:clit",1858,"en2_S"
1024,164,2,"doit","doit","VER",1858,"devoir|dire_+CMI|+M"
1025,164,3,"pas","pas","NOM",1858,"pas|past2_+IT|+T"
1026,164,4,"estre","estre","VER",1858,"entr'estre|estre1_+M|+IT"
1027,164,5,"sans","sans","PRE",1858,"sans_+S"
1028,164,6,"baiesse","baiesse","NOM",1858,"baiasse_+T"
1029,164,7,".",".","PON",1858,"."
1030,165,1,"Et","et","CON:coord",1859,"et_S"
1031,165,2,"moi","moi","PRO:pers",1859,"je_S"
1032,165,3,"baiesse","baiesse","NOM",1859,"baiasse_+T"
1033,165,4,"avez","avez","VER",1859,"avoir_+IM"
1034,165,5,"tenue","tenue","VER",1859,"tenir_CMI"
1035,165,6,",",",","PON",1859,","
1036,166,1,"Pour","pour","PRE",1860,"por2_+S"
1037,166,2,"la","la","DET:def",1860,"le_S"
1038,166,3,"quel","quel","ADJ",1860,"quel_C"
1039,166,4,"chose","chose","NOM",1860,"chose_+CIT"
1040,166,5,"je","je","PRO:pers",1860,"je_S"
1041,166,6,"argüe","argue","VER",1860,"argüer_+MI"
1042,167,1,"Que","que","PROCON",1861,"que3_S"
1043,167,2,",",",","PON",1861,","
1044,167,3,"se","se","PRO:pers",1861,"soi1_S"
1045,167,4,"vous","vous","PRO:pers",1861,"vos1_S"
1046,167,5,"estes","estes","VER",1861,"ester|estre1_+M|+I"
1047,167,6,"la","la","DET:def",1861,"le_S"
1048,167,7,"maistresse","maistresse","NOM",1861,"maistresse_+T"
1049,167,8,",",",","PON",1861,","
1050,168,1,"Avec","avec","PRE",1862,"avuec_S"
1051,168,2,"vous","vous","PRO:pers",1862,"vos1_S"
1052,168,3,",",",","PON",1862,","
1053,168,4,"comme","comme","VER",1862,"commer_M"
1054,168,5,"baiesse","baiesse","NOM",1862,"baiasse_+T"
1055,168,6,",",",","PON",1862,","
1056,169,1,"Doi","doi","VER",1863,"devoir_+IM"
1057,169,2,"tous","tous","DET:ind",1863,"tot_S"
1058,169,3,"jours","jours","NOM",1863,"jor_+C"
1059,169,4,"estre","estre","VER",1863,"entr'estre|estre1_+M|+IT"
1060,169,5,"apelee","apelee","VER",1863,"apeler_+MI"
1061,169,6,";",";","PON",1863,";"
1062,170,1,"Et","et","CON:coord",1864,"et_S"
1063,170,2,"sans","sans","PRE",1864,"sans_+S"
1064,170,3,"moi","moi","PRO:pers",1864,"je_S"
1065,170,4,",",",","PON",1864,","
1066,170,5,"nulle","nulle","DET:ind",1864,"nul_S"
1067,170,6,"chose","chose","NOM",1864,"chose_+CIT"
1068,170,7,"nee","nee","VER",1864,"naistre|nasquir|nier_+IM|M|M"
1069,171,1,"Ne","ne","PRO:clit",1865,"en2_S"
1070,171,2,"devez","devez","VER",1865,"devoir_+MI"
1071,171,3,"faire","faire","VER",1865,"faire_+MIT"
1072,171,4,"ne","ne","PRO:clit",1865,"en2_S"
1073,171,5,"muer","muer","VER",1865,"müer_+IIdTd"
1074,171,6,",",",","PON",1865,","
1075,172,1,"En","en","PRE",1883,"en1_+S"
1076,172,2,"touz","touz","DET:ind",1883,"tot_S"
1077,172,3,"temps","temps","NOM",1883,"tens_+CT"
1078,172,4,"me","me","PRO:pers",1883,"je_S"
1079,172,5,"devez","devez","VER",1883,"devoir_+MI"
1080,172,6,"mener","mener","VER",1883,"mener_+MIT"
1081,173,1,"Avec","avec","PRE",1884,"avuec_S"
1082,173,2,"vous","vous","PRO:pers",1884,"vos1_S"
1083,173,3,"et","et","CON:coord",1884,"et_S"
1084,173,4,"moi","moi","PRO:pers",1884,"je_S"
1085,173,5,"apeler","apeler","VER",1884,"apeler_+IMT"
1086,173,6,",",",","PON",1884,","
1087,174,1,"Et","et","CON:coord",1885,"et_S"
1088,174,2,"miex","miex","ADV",1885,"mieus_*I"
1089,174,3,"vausist","vausist","VER",1885,"valoir_+MI"
1090,174,4,",",",","PON",1885,","
1091,174,5,"ce","ce","PRO:invar",1885,"ce1_S"
1092,174,6,"m'","m'","PRO:pers",1885,"je_S"
1093,174,7,"est","est","VER",1885,"ester|estre1_+M|+I"
1094,174,8,"avis","avis","NOM",1885,"avis_+IT"
1095,174,9,",",",","PON",1885,","
1096,175,1,"Que","que","PROCON",1886,"que3_S"
1097,175,2,"avec","avec","PRE",1886,"avuec_S"
1098,175,3,"vous","vous","PRO:pers",1886,"vos1_S"
1099,175,4,"fusse","fusse","VER",1886,"estre1|estre_+I|MI"
1100,175,5,"touz","touz","PRO:ind",1886,"tot_S"
1101,175,6,"dis","dis","VER",1886,"dire_+CMI"
1102,176,1,"Que","que","PROCON",1887,"que3_S"
1103,176,2,"ces","ces","DET:demo",1887,"cel|cest_S|S"
1104,176,3,"nouviaus","nouviaus","ADJ",1887,"novel_+Z"
1105,176,4,"officiaus","officiaus","NOM",1887,"oficïal_*+Td"
1106,176,5,",",",","PON",1887,","
1107,177,1,"Qui","qui","PROCON",1888,"qui_S"
1108,177,2,"de","de","PRE",1888,"de_+S"
1109,177,3,"vous","vous","PRO:pers",1888,"vos1_S"
1110,177,4,"font","font","VER",1888,"faire|fondre_+MI|+MI"
1111,177,5,"touz","touz","DET:ind",1888,"tot_S"
1112,177,6,"leur","leur","DET:poss",1888,"lor2_S"
1113,177,7,"aviax","aviax","NOM",1888,"<nolem>"
1114,177,8,".",".","PON",1888,"."
1115,178,1,"Vostre","vostre","DET:poss",1889,"vostre_S"
1116,178,2,"pouer","pouer","NOM",1889,"pöoir_*Z"
1117,178,3,"vous","vous","PRO:pers",1889,"vos1_S"
1118,178,4,"leur","leur","PRO:pers",1889,"lor2_S"
1119,178,5,"donnez","donnez","VER",1889,"doner_*+CM"
1120,179,1,"Et","et","CON:coord",1890,"et_S"
1121,179,2,"pour","pour","PRE",1890,"por2_+S"
1122,179,3,"euls","euls","PRO:pers",1890,"il_S"
1123,179,4,"donner","donner","VER",1890,"donner_M"
1124,179,5,"me","me","PRO:pers",1890,"je_S"
1125,179,6,"tolez","tolez","VER",1890,"tolir_+I"
1126,179,7,";",";","PON",1890,";"
1127,180,1,"Et","et","CON:coord",1891,"et_S"
1128,180,2,"non","non","ADV",1891,"ne1_+Z"
1129,180,3,"pour","pour","PRE",1891,"por2_+S"
1130,180,4,"quant","quant","ADV",1891,"cant_C"
1131,180,5,",",",","PON",1891,","
1132,180,6,"nul","nul","PRO:ind",1891,"nul_S"
1133,180,7,"tel","tel","ADJ",1891,"tel_+CIT"
1134,180,8,"pouoir","pouoir","VER",1891,"pouvoir_M"
1135,181,1,"Onques","onques","ADV",1892,"onque_+CIT"
1136,181,2,"de","de","PRE",1892,"de_+S"
1137,181,3,"vous","vous","PRO:pers",1892,"vos1_S"
1138,181,4,"ne","ne","PRO:clit",1892,"en2_S"
1139,181,5,"pou","pou","VER",1892,"paistre|pouvoir_+M|M"
1140,181,6,"avoir","avoir","VER",1892,"avoir_+MIT"
1141,182,1,"Que","que","PROCON",1893,"que3_S"
1142,182,2,"de","de","PRE",1893,"de_+S"
1143,182,3,"pain","pain","NOM",1893,"pain_+IT"
1144,182,4,"char","char","NOM",1893,"char1|char2_+IT|+IT"
1145,182,5,"faire","faire","VER",1893,"faire_+MIT"
1146,182,6,"sceusse","sceusse","VER",1893,"savoir_+M"
1147,183,1,"Et","et","CON:coord",1894,"et_S"
1148,183,2,"vin","vin","NOM",1894,"vin_+IT"
1149,183,3,"en","en","PRO:clit",1894,"en2_S"
1150,183,4,"sane","sanc","VER",1894,"saner_*+M"
1151,183,5,"muer","muer","VER",1894,"müer_+IIdTd"
1152,183,6,"peusse","peusse","VER",1894,"pouvoir_M"
1153,183,7,",",",","PON",1894,","
1154,184,1,"Et","et","CON:coord",1895,"et_S"
1155,184,2,"si","si","ADV",1895,"si_+IT"
1156,184,3,"ai","ai","VER",1895,"aidier|avoir_+Md|+CMI"
1157,184,4,"je","je","PRO:pers",1895,"je_S"
1158,184,5,"fait","fait","VER",1895,"faire|farre_+CMI|M"
1159,184,6,"mon","mon","DET:poss",1895,"mon1_S"
1160,184,7,"devoir","devoir","VER",1895,"devoir_+MIT"
1161,185,1,"En","en","PRE",1896,"en1_+S"
1162,185,2,"touz","touz","DET:ind",1896,"tot_S"
1163,185,3,"temps","temps","NOM",1896,"tens_+CT"
1164,185,4,"selonc","selonc","PRE",1896,"selonc_S"
1165,185,5,"mon","mon","DET:poss",1896,"mon1_S"
1166,185,6,"pouoir","pouoir","NOM",1896,"pooir_C"
1167,185,7,"»","»","PON:cit",1896,"»"
1168,185,8,".",".","PON",1896,"."
1169,186,1,"«","«","PON:cit",1897,"«"
1170,186,2,"Voir","voir","ADJ",1897,"voir_+IT"
1171,186,3,",",",","PON",1897,","
1172,186,4,"dist","dist","VER",1897,"dire_+CMI"
1173,186,5,"Grace","grace","NOM",1897,"grace_+CIT"
1174,186,6,",",",","PON",1897,","
1175,186,7,"en","en","PRE",1897,"en1_+S"
1176,186,8,"nulle","nulle","DET:ind",1897,"nul_S"
1177,186,9,"guise","guise","NOM",1897,"guiche|guise_+T|+IT"
1178,186,10,",",",","PON",1897,","
1179,187,1,"Je","je","PRO:pers",1898,"je_S"
1180,187,2,"ne","ne","PRO:clit",1898,"en2_S"
1181,187,3,"me","me","PRO:pers",1898,"je_S"
1182,187,4,"plain","plain","VER",1898,"plaindre|plindre_+M|M"
1183,187,5,"de","de","PRE",1898,"de_+S"
1184,187,6,"vo","vo","DET:poss",1898,"vostre_S"
1185,187,7,"servise","servise","NOM",1898,"servise_+IT"
1186,187,8,".",".","PON",1898,"."
1187,188,1,"Bien","bien","ADV",1899,"bien1|bien2|bien_+IT|C|I"
1188,188,2,"sai","sai","VER",1899,"savoir_+IM"
1189,188,3,"qu'","qu'","PROCON",1899,"que1|que2|que3|que4_S|S|S|S"
1190,188,4,"assez","assez","ADV",1899,"assez_+IT"
1191,188,5,"bien","bien","ADV",1899,"bien1|bien2|bien_+IT|C|I"
1192,188,6,"fait","fait","VER",1899,"faire|farre_+CMI|M"
1193,188,7,"avez","avez","VER",1899,"avoir_+IM"
