"wd_id","line_id","linewd","lex_id","tag","NCA_line","NCA_taggerpos","NCA_lemma","NCA_src"
62,10,6,"doivent","VER:pres:3:pl",112,"VER","devoir","+MI"
63,11,1,"n","PRO:clit",113,"PRO:clit","en2|ne","S|C"
64,11,2,"en","PRO:clit",113,"PRO:clit","en2|en","S|C"
65,11,3,"paient","VER:pres:3:pl",113,"VER","paiier","+C"
66,11,4,"vaillant","VER:ppre",113,"VER","valoir","+MIT"
67,11,5,"un","DET:ndf:obj:masc:sg",113,"DET:ndf","un","CS"
68,11,6,"festu","NOM:obj:masc:sg",113,"NOM","festu","+IT"
69,12,1,"hé","EXC",114,"INT","UNKNOWN",
70,12,2,"dieus","NOM:suj:masc:sg",114,"NOM","dieu","*+CIT"
71,12,3,"aorés","VER:pper:masc:pl",114,"VER","aorer1|aorer2","*+TM|+IT"
72,12,4,"soies","VER:subp:2:sg",114,"VER","estre1|estre","+I|MI"
73,12,5,"tu","PRO:pers:suj:2:sg:unb",114,"PRO:pers","tu","S"
74,13,1,"qui","PROCON",115,"PROCON","qui","CST"
75,13,2,"m","PRO:pers:obj:1:sg:unb",115,"PRO:pers","je","S"
76,13,3,"as","VER:pres:2:sg",115,"VER","avoir","+MI"
77,13,4,"mené","VER:pper:masc:sg",115,"VER","mener","+MI"
78,13,5,"en","PRE",115,"PRE","en1|en","+IST|CI"
79,13,6,"tel","ADJ:obj:femi:sg",115,"ADJ","tel","+CIT"
80,13,7,"contree","NOM:obj:femi:sg",115,"NOM","contree","+IT"
81,14,1,"ou","PROCON",116,"PROCON","o|où","C|Td"
82,14,2,"jou","PRO:pers:suj:1:sg:unb",116,"PRO:pers","je","ST"
83,14,3,"ai","VER:pres:1:sg",116,"VER","aidier|avoir","+Md|+CMI"
84,14,4,"tel","ADJ:obj:femi:sg",116,"ADJ","tel","+CIT"
85,14,5,"plantét","NOM:obj:femi:sg",116,"NOM","UNKNOWN",
86,14,6,"trovee","VER:pper:femi:sg",116,"VER","trover","+I"
87,15,1,"mout","ADV",117,"ADV","mout","I"
88,15,2,"voit","VER:pres:3:sg",117,"VER","aler|vëoir","+M|+I"
89,15,3,"qui","PROCON",117,"PROCON","qui","CST"
90,15,4,"va","VER:pres:3:sg",117,"VER","aler","+CMIT"
91,15,5,"par","PRE",117,"PRE","par","CIS"
92,15,6,"le","DET:def:obj:masc:sg",117,"DET:def","le","CST"
93,15,7,"païs","NOM:obj:masc:sg",117,"NOM","pais|päis","+CIT|+IdTd"
94,16,1,"molt","ADV",118,"ADV","mout","I"
95,16,2,"ert","VER:impf:3:sg",118,"VER","estre1|estre","+I|MI"
96,16,3,"mes","DET:poss:suj:masc:sg",118,"DET:poss","mon1|mon","S|C"
97,16,4,"peres","NOM:suj:masc:sg",118,"NOM","pere","CI"
98,16,5,"fols","ADJ:suj:masc:sg",118,"ADJ","fol","I"
99,16,6,"nais","ADJ:suj:masc:sg",118,"ADJ","näif|nëis","+Id|+Td"
100,17,1,"qui","PROCON",119,"PROCON","qui","CST"
101,17,2,"si","PROCON",119,"PROCON","si","C"
102,17,3,"m","PRO:pers:obj:1:sg:unb",119,"PRO:pers","je","S"
103,17,4,"avoit","VER:impf:3:sg",119,"VER","avoiier|avoir","+MI|+MI"
104,17,5,"espoenté","VER:pper:masc:sg",119,"VER","espöenter","*+IdTd"
105,18,1,"et","CON:coord",120,"CON:coord","et","ST"
106,18,2,"partout","ADV",120,"ADV","par","tot_Z"
107,18,3,"a","VER:pres:3:sg",120,"VER","avoir","+CMI"
108,18,4,"si","PROCON",120,"PROCON","si","C"
109,18,5,"grant","ADJ:obj:femi:sg",120,"ADJ","grant","+CIT"
110,18,6,"plenté","NOM:obj:femi:sg",120,"NOM","plante1|plante2","*+T|+T"
111,19,1,"c'","PROCON",121,"PROCON","ce|que1|que2|que3|que4|que|soi1","Z|Z|Z|Z|Z|C|Z"
112,19,2,"on","PRO:invar",121,"PRO:invar","on","CS"
113,19,3,"puet","VER:pres:3:sg",121,"VER","pöoir","+I"
114,19,4,"avoir","VER:infi",121,"VER","avoir","+MIT"
115,19,5,"vin","NOM:obj:masc:sg",121,"NOM","vin","+IT"
116,19,6,"et","CON:coord",121,"CON:coord","et","ST"
117,19,7,"vitaille","NOM:obj:femi:sg",121,"NOM","vitaille","+IT"
118,20,1,"por","PRE",122,"PRE","por2|por","+IST|CI"
119,20,2,"faire","VER:infi",122,"VER","faire","+MIT"
120,20,3,"a","PRE",122,"PRE","a3|a","+T|CGIS"
121,20,4,"l","DET:def:obj:masc:sg",122,"DET:def","le","CS"
122,20,5,"oste","NOM:obj:masc:sg",122,"NOM","oste","+IT"
123,20,6,"escrit","NOM:obj:masc:sg",122,"VER","escrire","+I"
124,20,7,"et","CON:coord",122,"CON:coord","et","ST"
125,20,8,"taille","NOM:obj:femi:sg",122,"VER","taillier","IM"
126,21,1,"mout","ADV",123,"ADV","mout","I"
127,21,2,"est","VER:pres:3:sg",123,"VER","ester|estre1","+M|+I"
128,21,3,"fols","ADJ:suj:masc:sg",123,"ADJ","fol","I"
129,21,4,"ki","PROCON",123,"PROCON","qui","ST"
130,21,5,"assés","ADV",123,"ADV","assez","+Z"
131,21,6,"n","PRO:clit",123,"PRO:clit","en2|ne","S|C"
132,21,7,"acroit","VER:pres:3:sg",123,"VER","acroire","+I"
133,22,1,"or","ADV",124,"ADV","or4|or","+IT|CI"
134,22,2,"dieus","NOM:suj:masc:sg",124,"NOM","dieu","*+CIT"
135,22,3,"i","PRO:clit",124,"PRO:clit","i2|i|y","S|C|C"
136,22,4,"viegne","VER:subp:3:sg",124,"VER","venir","+I"
137,22,5,"et","CON:coord",124,"CON:coord","et","ST"
138,22,6,"dieus","NOM:suj:masc:sg",124,"NOM","dieu","*+CIT"
139,22,7,"i","PRO:clit",124,"PRO:clit","i2|i|y","S|C|C"
140,22,8,"soit","VER:subp:3:sg",124,"VER","estre1|savoir","+I|+M"
141,23,1,"caiens","ADV",125,"ADV","çaienz","+Z"
142,23,2,"fait","VER:pres:3:sg",125,"VER","faire|farre","+CMI|M"
143,23,3,"plus","ADV",125,"ADV","plus","CI"
144,23,4,"biel","ADJ:obj:masc:sg",125,"ADJ","bel","Z"
145,23,5,"k","PROCON",125,"PROCON","que1|que2|que3|que4","S|S|S|S"
146,23,6,"an","PRE",125,"PRE","en1|en","+IS|CI"
147,23,7,"mostier","NOM:obj:masc:sg",125,"NOM","mostier","+IT"
148,24,1,"ostes","NOM:suj:masc:sg",126,"NOM","oste","+I"
149,24,2,"que","PROCON",126,"PROCON","que2|que3|que","T|S|C"
150,24,3,"ven","VER:pres:2:sg",126,"VER","venir","+I"
151,24,4,"tu","PRO:pers:suj:2:sg:unb",126,"PRO:pers","tu","S"
152,24,5,"le","DET:def:obj:masc:sg",126,"DET:def","le","CST"
153,24,6,"sestier","NOM:obj:masc:sg",126,"NOM","sestier","+IT"
154,25,1,"et","CON:coord",127,"CON:coord","et","ST"
155,25,2,"qant","ADV",127,"ADV","cant","I"
156,25,3,"fu","VER:simp:3:sg",127,"VER","estre1|estre","+I|CMI"
157,25,4,"vos","DET:poss:suj:masc:sg",127,"DET:poss","vostre","S"
158,25,5,"vins","NOM:suj:masc:sg",127,"NOM","vin","+I"
159,25,6,"aforés","VER:pper:masc:pl",127,"VER","aforer1|aforer2","*+T|+T"
160,26,1,"hui","ADV",128,"ADV","ui","+IT"
161,26,2,"main","ADV",128,"NOM","main2|main3","+IT|+T"
162,26,3,"fu","VER:simp:3:sg",128,"VER","estre1|estre","+I|CMI"
163,26,4,"perciés","VER:pper:masc:pl",128,"VER","percier","*+IMT"
164,26,5,"et","CON:coord",128,"CON:coord","et","ST"
165,26,6,"forés","VER:pper:masc:pl",128,"VER","forer","*+M"
166,27,1,"se","PROCON",129,"PROCON","se","C"
167,27,2,"vent","VER:pres:3:sg",129,"VER","venir","+I"
168,27,3,"on","PRO:invar",129,"PRO:invar","on","CS"
169,27,4,"sis","ADJ:card",129,"DET:poss","son4","S"
170,27,5,"deniers","NOM:obj:masc:pl",129,"NOM","denier","+CI"
171,27,6,"le","DET:def:obj:masc:sg",129,"DET:def","le","CST"
172,27,7,"lot","NOM:obj:masc:sg",129,"NOM","lot1|lot2","+T|+T"
173,28,1,"mais","CON:coord",130,"CON:coord","mais","S"
174,28,2,"nus","PRO:ind:suj:masc:sg",130,"PRO:ind","nul","IS"
175,28,3,"n","PRO:clit",130,"PRO:clit","en2|ne","S|C"
176,28,4,"en","PRO:clit",130,"PRO:clit","en2|en","S|C"
177,28,5,"boit","VER:pres:3:sg",130,"VER","boivre","+MI"
178,28,6,"ki","PROCON",130,"PROCON","qui","ST"
179,28,7,"ne","PRO:clit",130,"PRO:clit","en2|ne","S|C"
180,28,8,"s","PROCON",130,"PROCON","se","C"
181,28,9,"en","PRO:clit",130,"PRO:clit","en2|en","S|C"
182,28,10,"lot","VER:subp:3:sg",130,"VER","löer1","+I"
183,29,1,"se","PROCON",131,"PROCON","se","C"
184,29,2,"chaiens","ADV",131,"ADV","çaienz","+Z"
185,29,3,"a","VER:pres:3:sg",131,"VER","avoir","+CMI"
186,29,4,"riens","ADV",131,"ADV","riens","Z"
187,29,5,"ki","PROCON",131,"PROCON","qui","ST"
188,29,6,"vous","PRO:pers:2:pl",131,"PRO:pers","ous2|vos1","T|S"
189,29,7,"haite","VER:pres:3:sg",131,"VER","haitier","+MI"
190,30,1,"conmende","VER:impe:2:sg",132,"VER","quemander","*M"
191,30,2,"le","PRO:pers:obj:3:masc:sg:unb",132,"PRO:pers","il","CIST"
192,30,3,"si","PROCON",132,"PROCON","si","C"
193,30,4,"sera","VER:futu:3:sg",132,"VER","estre1|estre|saveir|seoir","+I|CMI|M|M"
194,30,5,"faite","VER:pper:femi:sg",132,"VER","faire","+CMI"
195,31,1,"caiens","ADV",133,"ADV","çaienz","+Z"
196,31,2,"sont","VER:pres:3:pl",133,"VER","estre1|estre","+I|CMI"
197,31,3,"trestout","DET:ind:suj:masc:pl",133,"DET:ind","trestot","S"
198,31,4,"li","DET:def:suj:masc:pl",133,"DET:def","le","CST"
199,31,5,"delit","NOM:suj:masc:pl",133,"NOM","delit1|delit2","+T|+IT"
200,32,1,"cambres","NOM:suj:femi:pl",134,"NOM","chambre","*I"
201,32,2,"pointes","VER:pper:femi:pl",134,"VER","peindre1|peindre","+I|IM"
202,32,3,"et","CON:coord",134,"CON:coord","et","ST"
203,32,4,"soef","ADJ:suj:masc:pl",134,"ADJ","söef","+IIdTd"
204,32,5,"lit","NOM:suj:masc:pl",134,"NOM","lit1|lit2","+IT|+T"
205,33,1,"haut","ADJ:suj:masc:pl",135,"ADJ","haut","+CIT"
206,33,2,"de","PRE",135,"PRE","de","+CIST"
207,33,3,"blanc","ADJ:obj:masc:sg",135,"ADJ","blanc","+IT"
208,33,4,"fuerre","NOM:obj:masc:sg",135,"NOM","fuerre1|fuerre2","+IT|+IT"
209,33,5,"et","CON:coord",135,"CON:coord","et","ST"
210,33,6,"mol","ADJ:suj:masc:pl",135,"ADJ","mol","IT"
211,33,7,"de","PRE",135,"PRE","de","+CIST"
212,33,8,"plume","NOM:obj:femi:sg",135,"NOM","plume","+IT"
213,34,1,"fait","VER:pper:masc:sg",136,"VER","faire|farre","+CMI|M"
214,34,2,"a","PRE",136,"PRE","a3|a","+T|CGIS"
215,34,3,"le","DET:def:obj:femi:sg",136,"DET:def","le","CST"
216,34,4,"francoise","ADJ:obj:femi:sg",136,"ADJ","françois","I"
217,34,5,"coustume","NOM:obj:femi:sg",136,"NOM","costume","+C"
218,35,1,"covertures","NOM:obj:femi:pl",137,"NOM","coverture","*+IT"
219,35,2,"bieles","ADJ:obj:femi:pl",137,"ADJ","bel","Z"
220,35,3,"et","CON:coord",137,"CON:coord","et","ST"
221,35,4,"netes","ADJ:obj:femi:pl",137,"ADJ","net","I"
222,36,1,"et","CON:coord",138,"CON:coord","et","ST"
223,36,2,"orelliers","NOM:obj:masc:pl",138,"NOM","oreillier3|oreillier","+I|I"
224,36,3,"de","PRE",138,"PRE","de","+CIST"
225,36,4,"violetes","NOM:obj:femi:pl",138,"NOM","vïolete1","+I"
226,37,1,"et","CON:coord",139,"CON:coord","et","ST"
227,37,2,"si","PROCON",139,"PROCON","si","C"
228,37,3,"a","VER:pres:3:sg",139,"PRE","a3|a","+T|CGIS"
229,37,4,"tout","PRO:ind:obj:masc:sg",139,"PRO:ind","tot","CS"
230,37,5,"a","PRE",139,"PRE","a3|a","+T|CGIS"
231,37,6,"la","DET:def:obj:femi:sg",139,"DET:def","le","CST"
232,37,7,"parclose","NOM:obj:femi:sg",139,"NOM","parclose","+IT"
233,38,1,"laituaires","NOM:obj:masc:pl",140,"NOM","leitüaire","*+Td"
234,38,2,"et","CON:coord",140,"CON:coord","et","ST"
235,38,3,"iaue","NOM:obj:femi:sg",140,"NOM","aigue","+CIT"
236,38,4,"rose","NOM:obj:femi:sg",140,"NOM","rose","+IT"
237,39,1,"por","PRE",141,"PRE","por2|por","+IST|CI"
238,39,2,"laver","VER:infi",141,"VER","laver","+IMT"
239,39,3,"sa","DET:poss:obj:femi:sg",141,"DET:poss","son4|son","S|C"
240,39,4,"bouche","NOM:obj:femi:sg",141,"NOM","boche","*+IT"
241,39,5,"et","CON:coord",141,"CON:coord","et","ST"
242,39,6,"son","DET:poss:obj:masc:sg",141,"DET:poss","son4|son","S|C"
243,39,7,"vis","NOM:obj:masc:sg",141,"NOM","vis|viz","+IT|+T"
244,40,1,"dieus","NOM:suj:masc:sg",142,"NOM","dieu","*+CIT"
245,40,2,"chi","ADV",142,"ADV","ci|que/","+Z|I"
246,40,3,"a","VER:pres:3:sg",142,"PRE","a3|a","+T|CGIS"
247,40,4,"ostel","NOM:obj:masc:sg",142,"NOM","ostel","+CIT"
248,40,5,"a","PRE",142,"PRE","a3|a","+T|CGIS"
249,40,6,"devis","NOM:obj:masc:sg",142,"NOM","devis","+T"
250,41,1,"que","PROCON",143,"PROCON","que2|que3|que","T|S|C"
251,41,2,"quanc","PRO:invar",143,"PRO:invar","cant2","S"
252,41,3,"on","PRO:invar",143,"PRO:invar","on","CS"
253,41,4,"vieut","VER:pres:3:sg",143,"VER","voloir","+Z"
254,41,5,"i","PRO:clit",143,"PRO:clit","i2|i|y","S|C|C"
255,41,6,"trueve","VER:pres:3:sg",143,"VER","trover","+I"
256,41,7,"l","DET:def:suj:masc:sg",143,"PRO:pers","il","CS"
257,41,8,"on","PRO:invar",143,"PREDET:en","en1+le|le","S|C"
258,42,1,"ostes","NOM:suj:masc:sg",144,"NOM","oste","+I"
259,42,2,"sakiés","VER:impe:2:pl",144,"VER","sachier","M"
260,42,3,"demi","ADJ:obj:masc:sg",144,"ADJ","demi2|demi","+T|CI"
261,42,4,"galon","NOM:obj:masc:sg",144,"NOM","galon|jalon","+T|+T"
262,43,1,"car","CON:coord",145,"CON:coord","car","ST"
263,43,2,"je","PRO:pers:suj:1:sg:unb",145,"PRO:pers","je","CIST"
264,43,3,"l","PRO:pers:obj:3:masc:sg:unb",145,"PRO:pers","il","CS"
265,43,4,"aim","VER:pres:1:sg",145,"VER","amer1|amer","+I|IM"
266,43,5,"mout","ADV",145,"ADV","mout","I"
267,43,6,"fres","ADJ:obj:masc:sg",145,"ADJ","frois1|frois","+IT|I"
268,43,7,"et","CON:coord",145,"CON:coord","et","ST"
269,43,8,"noviel","ADJ:obj:masc:sg",145,"ADJ","UNKNOWN",
270,44,1,"lekét","NPR:suj:masc:sg",146,"NPR","UNKNOWN",
271,44,2,"trai","VER:impe:2:sg",146,"VER","traire|träir","+I|+Id"
272,44,3,"li","PRO:pers:suj:3:masc:sg:bet",146,"PRO:pers","ele|il","C|CIST"
273,44,4,"a","PRE",146,"PRE","a3|a","+T|CGIS"
274,44,5,"plain","ADJ:obj:masc:sg",146,"ADJ","plein","+IT"
275,44,6,"toniel","NOM:obj:masc:sg",146,"NOM","tonel","+Z"
276,45,1,"entreusque","CON:subord",147,"CON:subord","entrues","que_Z"
277,45,2,"cil","PRO:demo:suj:masc:sg",147,"PRO:demo","cel","CIST"
278,45,3,"fait","VER:pres:3:sg",147,"VER","faire|farre","+CMI|M"
279,45,4,"li","PRO:pers:suj:3:masc:sg:bet",147,"DET:def","le","CST"
280,45,5,"vin","NOM:obj:masc:sg",147,"NOM","vin","+IT"
281,45,6,"traire","VER:infi",147,"VER","mautraire|traire","+T|+IT"
282,46,1,"entre","VER:pres:3:sg",148,"PRE","entre2|entre","+ST|CI"
283,46,2,"porrete","NPR:suj:femi:sg",148,"NPR","UNKNOWN",
284,46,3,"et","CON:coord",148,"CON:coord","et","ST"
285,46,4,"mancevaire","NPR:suj:femi:sg",148,"NPR","UNKNOWN",
286,47,1,"que","PROCON",149,"PROCON","que2|que3|que","T|S|C"
287,47,2,"se","PROCON",149,"PROCON","se","C"
288,47,3,"seoient","VER:impf:3:pl",149,"VER","sëoir","+I"
289,47,4,"les","NOM:obj:masc:sg",149,"PRO:pers","il","CIST"
290,47,5,"a","PRE",149,"PRE","a3|a","+T|CGIS"
291,47,6,"les","NOM:obj:masc:sg",149,"PRO:pers","il","CIST"
292,48,1,"li","PRO:pers:suj:3:masc:sg:bet",150,"PRO:pers","ele|il","C|CIST"
293,48,2,"dient","VER:pres:3:pl",150,"VER","dire","+CMIIdMd"
294,48,3,"damoisiaus","NOM:suj:masc:sg",150,"NOM","damoisel","+Z"
295,48,4,"bevés","VER:impe:2:pl",150,"VER","boivre","+M"
296,49,1,"que","PROCON",151,"PROCON","que2|que3|que","T|S|C"
297,49,2,"dieus","NOM:suj:masc:sg",151,"NOM","dieu","*+CIT"
298,49,3,"beneie","VER:subp:3:sg",151,"VER","benëir","+MIdMd"
299,49,4,"tes","DET:poss:obj:masc:pl",151,"DET:poss","ton4","S"
300,49,5,"ieus","NOM:obj:masc:pl",151,"NOM","ieus","+T"
301,50,1,"li","DET:def:suj:masc:sg",152,"DET:def","le","CST"
302,50,2,"remenans","NOM:suj:masc:sg",152,"NOM","remanant","*+IT"
303,50,3,"en","PRO:clit",152,"PRO:clit","en2|en","S|C"
304,50,4,"vaura","VER:futu:3:sg",152,"VER","valoir","+M"
305,50,5,"mieus","ADV",152,"ADV","mieus","I"
306,51,1,"se","PROCON",153,"PROCON","se","C"
307,51,2,"cil","DET:demo:suj:masc:pl",153,"PRO:demo","cel","CIST"
308,51,3,"biel","ADJ:suj:masc:pl",153,"ADJ","bel","Z"
309,51,4,"dent","NOM:suj:masc:pl",153,"NOM","dent2|dent","+T|I"
310,51,5,"et","CON:coord",153,"CON:coord","et","ST"
311,51,6,"cele","DET:demo:suj:femi:sg",153,"DET:demo","cel","CS"
312,51,7,"bouche","NOM:suj:femi:sg",153,"NOM","boche","*+IT"
313,52,1,"a","PRE",154,"PRE","a3|a","+T|CGIS"
314,52,2,"no","DET:poss:obj:masc:sg",154,"DET:poss","nostre","S"
315,52,3,"hanap","NOM:obj:masc:sg",154,"NOM","hanap","+IT"
316,52,4,"adese","VER:pres:3:sg",154,"VER","adeser","*+M"
317,52,5,"et","CON:coord",154,"CON:coord","et","ST"
318,52,6,"touche","VER:pres:3:sg",154,"VER","tochier","*+I"
319,53,1,"ja","ADV",155,"ADV","ja","+CIT"
320,53,2,"samblés","VER:pres:2:pl",155,"VER","sambler|sanler","*M|M"
321,53,3,"vous","PRO:pers:2:pl",155,"PRO:pers","ous2|vos1","T|S"
322,53,4,"de","PRE",155,"PRE","de","+CIST"
323,53,5,"nostre","DET:poss:obj:femi:sg",155,"DET:poss","nostre","CS"
324,53,6,"gent","NOM:obj:femi:sg",155,"NOM","gent1|giant","+IT|+T"
325,54,1,"bevés","VER:impe:2:pl",156,"VER","boivre","+M"
326,54,2,"a","PRE",156,"PRE","a3|a","+T|CGIS"
327,54,3,"cest","DET:demo:obj:masc:sg",156,"DET:demo","cest","CS"
328,54,4,"hanap","NOM:obj:masc:sg",156,"NOM","hanap","+IT"
329,54,5,"d","PRE",156,"PRE","de","+CS"
330,54,6,"argent","NOM:obj:masc:sg",156,"NOM","argent","+CIT"
331,55,1,"encor","ADV",157,"ADV","encore","+CIT"
332,55,2,"est","VER:pres:3:sg",157,"VER","ester|estre1","+M|+I"
333,55,3,"chis","DET:demo:suj:masc:sg",157,"DET:demo","cel|cest","S|S"
334,55,4,"los","NOM:suj:masc:sg",157,"NOM","los1|los2|lou","+IT|+T|+I"
335,55,5,"tous","DET:ind:suj:masc:sg",157,"PRO:ind","tot","CS"
336,55,6,"entiers","ADJ:suj:masc:sg",157,"ADJ","entier","+I"
337,56,1,"ma","DET:poss:suj:femi:sg",158,"DET:poss","mon1|mon","S|C"
338,56,2,"damoisiele","NOM:suj:femi:sg",158,"NOM","damoisele","+Z"
339,56,3,"volentiers","ADV",158,"ADV","volentiers","+IT"
340,57,1,"car","CON:coord",159,"CON:coord","car","ST"
341,57,2,"feme","NOM:obj:femi:sg",159,"NOM","fame|feme|fiene","+T|+CIT|+T"
342,57,3,"ne","PRO:clit",159,"PRO:clit","en2|ne","S|C"
343,57,4,"hai","VER:simp:1:sg",159,"VER","avoir|häir","+C|+Id"
344,57,5,"jou","PRO:pers:suj:1:sg:unb",159,"PRO:pers","je","ST"
345,57,6,"onques","ADV",159,"ADV","onque","+CIT"
346,58,1,"ha","EXC",160,"INT","a2|hay!","+T|+T"
347,58,2,"frere","NOM:suj:masc:sg",160,"NOM","frere","+CIT"
348,58,3,"car","CON:coord",160,"CON:coord","car","ST"
349,58,4,"vous","PRO:pers:2:pl",160,"PRO:pers","ous2|vos1","T|S"
350,58,5,"seés","VER:impe:2:pl",160,"VER","seoir|seïr","M|M"
351,58,6,"donques","ADV",160,"ADV","donc","I"
352,59,1,"dont","PRO:invar",161,"PRO:invar","dont","CS"
353,59,2,"estes","VER:pres:2:pl",161,"VER","ester|estre1","+M|+I"
354,59,3,"vous","PRO:pers:2:pl",161,"PRO:pers","ous2|vos1","T|S"
355,59,4,"je","PRO:pers:suj:1:sg:unb",161,"PRO:pers","je","CIST"
356,59,5,"sui","VER:pres:1:sg",161,"VER","estre1|savoir|sivre","+I|+M|+MMd"
357,59,6,"d","PRE",161,"PRE","de","+CS"
358,59,7,"artois","NPR:obj:masc:sg",161,"NPR","artois","Z"
359,60,1,"conment","ADV",162,"ADV","coment1|coment","*+T|I"
360,60,2,"avés","VER:pres:2:pl",162,"VER","avoir","+M"
361,60,3,"vous","PRO:pers:2:pl",162,"PRO:pers","ous2|vos1","T|S"
362,60,4,"non","NOM:obj:masc:sg",162,"ADV","ne1","+Z"
363,60,5,"cortois","NPR:obj:masc:sg",162,"ADJ","cortois","+IT"
364,61,1,"cortois","NPR:obj:masc:sg",163,"ADJ","cortois","+IT"
365,61,2,"voire","ADV",163,"ADV","voir","I"
366,61,3,"ma","DET:poss:suj:femi:sg",163,"DET:poss","mon1|mon","S|C"
367,61,4,"douce","ADJ:suj:femi:sg",163,"ADJ","douz","+IT"
368,61,5,"amie","NOM:suj:femi:sg",163,"NOM","ami|mie2","+IT|+T"
369,62,1,"ciertes","ADV",164,"ADV","certes","+Z"
370,62,2,"vilains","ADJ:suj:masc:sg",164,"ADJ","vilain","I"
