"wd_id","line_id","linewd","lex_id","tag","textlineid","TT lemma"
745,115,5,"vus","PRO:pers",115,"vos1_S"
746,115,6,"occuppeir","VER",115,"<unknown>"
747,115,7,",","PON",115,","
748,116,1,"et","CON:coord",116,"et_S"
749,116,2,"vus","PRO:pers",116,"vos1_S"
750,116,3,"por","PRE",116,"por2_+S"
751,116,4,"loyalment","NOM",116,"<unknown>"
752,116,5,"ouureir","VER",116,"<unknown>"
753,116,6,",","PON",116,","
754,117,1,"par","PRE",117,"par_S"
755,117,2,"quoy","PRO:invar",117,"coi2_S"
756,117,3,"oyseusse","ADJ",117,"<unknown>"
757,117,4,"ne","PRO:clit",117,"en2_S"
758,117,5,"fuissiés","VER",117,"estre_M"
759,118,1,"et","CON:coord",118,"et_S"
760,118,2,"que","PROCON",118,"que3_S"
761,118,3,"de","PRE",118,"de_+S"
762,118,4,"tout","PRO:ind",118,"tot_S"
763,118,5,"ce","PRO:invar",118,"ce1_S"
764,118,6,"me","PRO:pers",118,"je_S"
765,118,7,"rendissiés","VER",118,"rendre_+M"
766,119,1,"loyal","ADJ",119,"lëal_*+T"
767,119,2,"compte","NOM",119,"conte1|conte2_+Z|+Z"
768,119,3,",","PON",119,","
769,119,4,"si","ADV",119,"si_+IT"
770,119,5,"comme","VER",119,"commer_M"
771,119,6,"bayesse","NOM",119,"<unknown>"
772,120,1,"doit","VER",120,"devoir|dire_+CMI|+M"
773,120,2,"tens","NOM",120,"tens_+CIT"
774,120,3,"iour","NOM",120,"jor_+C"
775,120,4,"fair","VER",120,"faire_+M"
776,120,5,"à","VER",120,"<unknown>"
777,120,6,"sa","DET:poss",120,"son4_S"
778,120,7,"maistresse","NOM",120,"maistresse_+T"
779,120,8,".","PON",120,"."
780,121,1,"si","ADV",121,"si_+IT"
781,121,2,"dewissiés","VER",121,"<unknown>"
782,121,3,"doncque","ADV",121,"<unknown>"
783,121,4,"bien","ADV",121,"bien1|bien2|bien_+IT|C|I"
784,121,5,"sauoir","VER",121,"savoir_*+MIT"
785,122,1,"que","PROCON",122,"que3_S"
786,122,2,",","PON",122,","
787,122,3,"sens","PRE",122,"sans_+S"
788,122,4,"moy","PRO:pers",122,"je_S"
789,122,5,",","PON",122,","
790,122,6,"n'","PRO:clit",122,"en2_S"
791,122,7,"aueis","VER",122,"avoir_*+M"
792,122,8,"nul","PRO:ind",122,"nul_S"
793,122,9,"poioir","VER",122,"<nolem>"
