"wd_id","line_id","linewd","word","lex_id","tag","textline","NCA_line","NCA_taggerpos","NCA_src","NCA_lemma"
699,92,1,"a","a","PRE",6159,93,"PRE","+T|CGIS","a3|a"
700,92,2,"saint","saint","ADJ:obj:masc:sg",6159,93,"ADJ","T|CI","saint1|saint"
701,92,3,"quentin","quentin","NPR:obj:masc:sg",6159,93,"NPR","Z","quentin"
702,92,4,"en","en","PRO:clit",6159,93,"PRO:clit","S|C","en2|en"
703,92,5,"vint","vint","VER:simp:3:sg",6159,93,"VER","+CI|M","venir|voir"
704,92,6,"li","li","DET:def:suj:masc:sg",6159,93,"DET:def","CST","le"
705,92,7,"messaigier","messaigier","NOM:suj:masc:sg",6159,93,"NOM",,"UNKNOWN"
706,93,1,"el","el","PREDET:en:obj:masc:sg",6160,94,"PREDET:en","S","en1+le"
707,93,2,"palais","palais","NOM:obj:masc:sg",6160,94,"NOM","+T|+T|+T","palais2|palais3|palé"
708,93,3,"monte","monte","VER:pres:3:sg",6160,94,"VER","+I","monter"
709,93,4,"si","si","PROCON",6160,94,"PROCON","c'","si"
710,93,5,"a","a","VER:pres:3:sg",6160,94,"PRE","+T|CGIS","a3|a"
711,93,6,"trovét","trovét","VER:pper:masc:sg",6160,94,"VER","+Z","trover"
712,93,7,"bernier","bernier","NPR:obj:masc:sg",6160,94,"NPR","Z","bernier"
713,94,1,"il","il","PRO:pers:suj:3:masc:sg:unb",6161,95,"PRO:pers","CIST","il"
714,94,2,"voit","voit","VER:pres:3:sg",6161,95,"VER","+M|+I","aler|vëoir"
715,94,3,"le","le","DET:def:obj:masc:sg",6161,95,"PRO:pers","CIST","il"
716,94,4,"mes","mes","NOM:obj:masc:sg",6161,95,"CON:subord","+T|+T|+T|+T|+IT|+T=C","mas|mes1|mes2|mes3|mes4|mois"
717,94,5,"ce","ce","PROCON",6161,95,"PRO:invar","S|C","ce1|ce"
718,94,6,"l","l'","PRO:pers:obj:3:masc:sg:unb",6161,95,"PRO:pers","CS","il"
719,94,7,"prent","prent","VER:simp:3:pl",6161,95,"VER","+MI","prendre"
720,94,8,"a","a","PRE",6161,95,"PRE","+T|CGIS","a3|a"
721,94,9,"araisnier","araisnier","VER:infi",6161,95,"VER","+IT","araisnier"
722,95,1,"""","""","PON:cit",6162,96,"PON:cit",,"QUOTES"
723,95,2,"amis","amis","NOM:suj:masc:sg",6162,96,"NOM","+I","ami"
724,95,3,"""","""","PON:cit",6162,96,"PON:cit",,"QUOTED"
725,95,4,"dist","dist","VER:simp:3:sg",6162,96,"VER","+CMI","dire"
726,95,5,"il","il","PRO:pers:suj:3:masc:sg:unb",6162,96,"PRO:pers","CIST","il"
727,95,6,"""","""","PON:cit",6162,96,"PON:cit",,"QUOTES"
728,95,7,"com","com","CON:subord",6162,96,"CON:subord","ST","come1"
729,95,8,"avés","avés","VER:pres:2:pl",6162,96,"VER","+M","avoir"
730,95,9,"esplotiét","esplotiét","VER:pper:masc:sg",6162,96,"VER",,"UNKNOWN"
731,96,1,"veistes","veistes","VER:simp:2:pl",6163,97,"VER","+IdMd","vëoir"
732,96,2,"vos","vos","PRO:pers:2:pl",6163,97,"PRO:pers","T|S","ous2|vos1"
733,96,3,"m","m'","DET:poss:obj:femi:sg",6163,97,"DET:poss","S|C","mon1|mon"
734,96,4,"amie","amie","NOM:obj:femi:sg",6163,97,"NOM","+IT|+T","ami|mie2"
735,96,5,"au","au","PREDET:a:obj:masc:sg",6163,97,"PREDET:a","S|C","a+le|le"
736,96,6,"cors","cors","NOM:obj:masc:sg",6163,97,"NOM","+IT|+IT","cors1|cors2"
737,96,7,"ligier","ligier","ADJ:obj:masc:sg",6163,97,"ADJ","+Z","legier2"
738,97,1,"oil","oïl","ADV",6164,98,"NOM","+IT","ueil"
739,97,2,"biax","biax","ADJ:suj:masc:sg",6164,98,"ADJ","I","bel"
740,97,3,"sire","sire","NOM:suj:masc:sg",6164,98,"NOM","+CIT|+T","seignor|sire2"
741,97,4,"celer","celer","VER:infi",6164,98,"VER","+T|+IT","celer1|celer2"
742,97,5,"ne","ne","PRO:clit",6164,98,"PRO:clit","S|C","en2|ne"
743,97,6,"le","le","PRO:pers:obj:3:masc:sg:unb",6164,98,"PRO:pers","CIST","il"
744,97,7,"vous","vous","PRO:pers:2:pl",6164,98,"PRO:pers","T|S","ous2|vos1"
745,97,8,"quier","quier","VER:pres:1:sg",6164,98,"VER","+I","querre"
746,98,1,"elle","elle","PRO:pers:suj:3:femi:sg",6165,99,"PRO:pers","C|S","ele|il"
747,98,2,"vos","vos","PRO:pers:2:pl",6165,99,"PRO:pers","T|S","ous2|vos1"
748,98,3,"mande","mande","VER:pres:3:sg",6165,99,"VER","+IIdM","mander"
749,98,4,"salus","salus","NOM:obj:masc:pl",6165,99,"NOM","*+IT","salu"
750,98,5,"et","et","CON:coord",6165,99,"CON:coord","ST","et"
751,98,6,"amisties","amistiés","NOM:obj:femi:pl",6165,99,"NOM","*+I","amistié"
752,99,1,"ensorquetot","ensorquetot","ADV",6166,100,"ADV","+IT","ensorquetot"
753,99,2,"je","je","PRO:pers:suj:1:sg:unb",6166,100,"PRO:pers","CIST","je"
754,99,3,"ne","ne","PRO:clit",6166,100,"PRO:clit","S|C","en2|ne"
755,99,4,"l","l'","PRO:pers:obj:3:masc:sg:unb",6166,100,"PRO:pers","CS","il"
756,99,5,"vous","vous","PRO:pers:2:pl",6166,100,"PRO:pers","T|S","ous2|vos1"
757,99,6,"quier","quier","VER:pres:1:sg",6166,100,"VER","+I","querre"
758,99,7,"noier","noier","VER:infi",6166,100,"VER","+I|+I|+T|+T","noiier1|noiier2|nöer1|nöer2"
759,100,1,"li","li","DET:def:suj:masc:sg",6167,101,"DET:def","CST","le"
760,100,2,"rois","rois","NOM:suj:masc:sg",6167,101,"NOM","+I|+T|+T|+T","roi2|rois1|rois2|roix"
761,100,3,"li","li","PRO:pers:suj:3:masc:sg:bet",6167,101,"PRO:pers","C|CIST","ele|il"
762,100,4,"vuelt","vuelt","VER:pres:3:sg",6167,101,"VER","+Z","voloir"
763,100,5,"doner","doner","VER:infi",6167,101,"VER","+MIT|M","doner|donner"
764,100,6,"un","un","DET:ndf:obj:masc:sg",6167,101,"DET:ndf","S","un"
765,100,7,"chevallier","chevallier","NOM:obj:masc:sg",6167,101,"NOM","*+IT","chevalier"
766,101,1,"c","c'","PRO:invar",6168,102,"PROCON","Z|Z|Z|Z|Z|C|Z","ce|que1|que2|que3|que4|que|soi1"
767,101,2,"est","est","VER:pres:3:sg",6168,102,"VER","+M|+I","ester|estre1"
768,101,3,"herchanbaus","herchanbaus","NPR:suj:masc:sg",6168,102,"NPR",,"UNKNOWN"
769,101,4,"et","et","CON:coord",6168,102,"CON:coord","ST","et"
770,101,5,"dist","dist","VER:pres:3:sg",6168,102,"VER","+CMI","dire"
771,101,6,"qu","qu","PROCON",6168,102,"PROCON","S|S|S|S|C","que1|que2|que3|que4|que"
772,101,7,"ill","ill","PRO:pers:suj:3:masc:sg:unb",6168,102,"PRO:pers","S","il"
773,101,8,"est","est","VER:pres:3:sg",6168,102,"VER","+M|+I","ester|estre1"
774,101,9,"pohier","pohier","NPR:suj:masc:sg",6168,102,"NOM",,"UNKNOWN"
775,102,1,"et","et","CON:coord",6169,103,"CON:coord","ST","et"
776,102,2,"mescredi","mescredi","NOM:obj:masc:sg",6169,103,"NOM","+T|+T","mercredi|mescredi"
777,102,3,"si","si","PROCON",6169,103,"PROCON","c'","si"
778,102,4,"con","con","CON:subord",6169,103,"CON:subord","T","come1"
779,102,5,"j","j","PRO:pers:suj:1:sg:unb",6169,103,"PRO:pers","CS","je"
780,102,6,"oi","oi","VER:simp:1:sg",6169,103,"VER","+IMT|+IIdT","avoir|öir"
781,102,7,"tesmoingnier","tesmoingnier","VER:infi",6169,103,"VER","+I","tesmoignier"
782,103,1,"sor","sor","PRE",6170,104,"PRE","+IST|+T","sor2|sur1"
783,103,2,"sainn","sainn","ADJ:obj:masc:sg",6170,104,"ADJ","+IT","sain"
784,103,3,"cloot","cloot","NPR:obj:masc:sg",6170,104,"NPR",,"UNKNOWN"
785,103,4,"la","la","ADV",6170,104,"ADV","+IIdTd","là"
786,103,5,"la","la","PRO:pers:acc:3:femi:sg",6170,104,"PRO:pers","C|IST","ele|il"
787,103,6,"doit","doit","VER:pres:3:sg",6170,104,"VER","+CMI|+M","devoir|dire"
788,103,7,"fiancier","fiancier","VER:infi",6170,104,"VER","+Td","fïancier1"
789,104,1,"et","et","CON:coord",6171,105,"CON:coord","ST","et"
790,104,2,"la","la","ADV",6171,105,"ADV","+IIdTd","là"
791,104,3,"li","li","PRO:pers:suj:3:masc:sg:bet",6171,105,"PRO:pers","C|CIST","ele|il"
792,104,4,"doit","doit","VER:pres:3:sg",6171,105,"VER","+CMI|+M","devoir|dire"
793,104,5,"loeys","loeys","NPR:suj:masc:sg",6171,105,"NPR","Z","louis"
794,104,6,"ostroier","ostroier","VER:infi",6171,105,"VER","m'","octroyer"
795,105,1,"un","un","DET:ndf:obj:masc:sg",6172,106,"DET:ndf","S","un"
796,105,2,"bois","bois","NOM:obj:masc:sg",6172,106,"NOM","+CIT|+T","bois|buis"
797,105,3,"i","i","PRO:clit",6172,106,"PRO:clit","S|C|C","i2|i|y"
798,105,4,"a","a","VER:pres:3:sg",6172,106,"VER","+CMI","avoir"
799,105,5,"qui","qui","PROCON",6172,106,"PROCON","CST","qui"
800,105,6,"c","c'","PROCON",6172,106,"PRO:invar","S|C","ce1|ce"
801,105,7,"i","i","PRO:clit",6172,106,"PRO:clit","S|C|C","i2|i|y"
802,105,8,"seroit","seroit","VER:cond:3:sg",6172,106,"VER","+I|CMI","estre1|estre"
803,105,9,"muciés","muciés","VER:pper:masc:pl",6172,106,"VER","*+T","mucier"
804,106,1,"et","et","CON:coord",6173,107,"CON:coord","ST","et"
805,106,2,"avuec","avuec","PRE",6173,107,"PRE","IST","avuec"
806,106,3,"lui","lui","PRO:pers:obj:3:masc:sg:bet",6173,107,"PRO:pers","CIST|S","il|loi1"
807,106,4,"trois","trois","ADJ:card",6173,107,"ADJ:card","*I|C","deus|ii"
808,106,5,"mille","mille","ADJ:card",6173,107,"ADJ:card","T","mil1"
809,106,6,"chevallier","chevallier","NOM:suj:masc:pl",6173,107,"NOM","*+IT","chevalier"
810,107,1,"il","il","PRO:pers:suj:3:masc:sg:unb",6174,108,"PRO:pers","CIST","il"
811,107,2,"la","la","PRO:pers:acc:3:femi:sg",6174,108,"PRO:pers","C|IST","ele|il"
812,107,3,"ravroit","ravroit","VER:cond:3:sg",6174,108,"VER","*Z","ravoir"
813,107,4,"ja","ja","ADV",6174,108,"ADV","+CIT","ja"
814,107,5,"trestornét","trestornét","VER:pper:masc:sg",6174,108,"VER",,"UNKNOWN"
815,107,6,"n","n","PRO:clit",6174,108,"PRO:clit","S|C","en2|ne"
816,107,7,"an","an","PRO:clit",6174,108,"PRO:clit","S|C","en2|en"
817,107,8,"iert","iert","VER:futu:3:sg",6174,108,"VER","+I|MI","estre1|estre"
818,107,9,"""","""","PON:cit",6174,108,"PON:cit",,"QUOTED"
819,108,1,"berniers","berniers","NPR:suj:masc:sg",6175,109,"NPR",,"UNKNOWN"
820,108,2,"l","l'","PRO:pers:obj:3:masc:sg:unb",6175,109,"PRO:pers","CS","il"
821,108,3,"entent","entent","VER:pres:3:sg",6175,109,"VER","+MI","entendre"
822,108,4,"onques","onques","ADV",6175,109,"ADV","+CIT","onque"
823,108,5,"ne","ne","PRO:clit",6175,109,"PRO:clit","S|C","en2|ne"
824,108,6,"fu","fu","VER:simp:3:sg",6175,109,"VER","+I|CMI","estre1|estre"
825,108,7,"si","si","PROCON",6175,109,"PROCON","c'","si"
826,108,8,"lies","liés","ADJ:suj:masc:sg",6175,109,"ADJ","+Z","lié1"
827,109,1,"""","""","PON:cit",6176,110,"PON:cit",,"QUOTES"
828,109,2,"amis","amis","NOM:suj:masc:sg",6176,110,"NOM","+I","ami"
829,109,3,"""","""","PON:cit",6176,110,"PON:cit",,"QUOTED"
830,109,4,"dist","dist","VER:simp:3:sg",6176,110,"VER","+CMI","dire"
831,109,5,"il","il","PRO:pers:suj:3:masc:sg:unb",6176,110,"PRO:pers","CIST","il"
832,109,6,"""","""","PON:cit",6176,110,"PON:cit",,"QUOTES"
833,109,7,"molt","molt","ADV",6176,110,"ADV","I","mout"
834,109,8,"te","te","PRO:pers:obj:2:sg:unb",6176,110,"PRO:pers","S","tu"
835,109,9,"dois","dois","VER:pres:1:sg",6176,110,"VER","+IM","devoir"
836,109,10,"avoir","avoir","VER:infi",6176,110,"VER","+MIT","avoir"
837,109,11,"chier","chier","ADJ:obj:masc:sg",6176,110,"ADJ","+IT","chier"
838,110,1,"se","se","PROCON",6177,111,"PROCON","c'","se"
839,110,2,"je","je","PRO:pers:suj:1:sg:unb",6177,111,"PRO:pers","CIST","je"
840,110,3,"vis","vis","VER:pres:1:sg",6177,111,"VER","m'","vivre"
841,110,4,"longues","longues","ADV",6177,111,"ADV",,"UNKNOWN"
842,110,5,"vos","vos","PRO:pers:2:pl",6177,111,"PRO:pers","T|S","ous2|vos1"
843,110,6,"avrois","avrois","VER:futu:2:pl",6177,111,"VER","*+IM","avoir"
844,110,7,"m","m'","DET:poss:obj:femi:sg",6177,111,"DET:poss","S|C","mon1|mon"
845,110,8,"amistie","amistié","NOM:obj:femi:sg",6177,111,"NOM","*+I","amistié"
846,110,9,"""","""","PON:cit",6177,111,"PON:cit",,"QUOTED"
847,111,1,"puis","puis","ADV",6178,112,"ADV","IT","puis"
848,111,2,"escria","escria","VER:simp:3:sg",6178,112,"VER","+IId","escrïer"
849,111,3,"""","""","PON:cit",6178,112,"PON:cit",,"QUOTES"
850,111,4,"armés","armés","VER:impe:2:pl",6178,112,"VER","+M","armer"
851,111,5,"vos","vos","PRO:pers:2:pl",6178,112,"PRO:pers","T|S","ous2|vos1"
852,111,6,"chevallier","chevallier","NOM:suj:masc:pl",6178,112,"NOM","*+IT","chevalier"
853,112,1,"sire","sire","NOM:suj:masc:sg",6179,113,"NOM","+CIT|+T","seignor|sire2"
854,112,2,"""","""","PON:cit",6179,113,"PON:cit",,"QUOTED"
855,112,3,"dist","dist","VER:simp:3:sg",6179,113,"VER","+CMI","dire"
856,112,4,"il","il","PRO:pers:suj:3:masc:sg:unb",6179,113,"PRO:pers","CIST","il"
857,112,5,"""","""","PON:cit",6179,113,"PON:cit",,"QUOTES"
858,112,6,"trop","trop","ADV",6179,113,"ADV","+IT","trop"
859,112,7,"poés","poés","VER:pres:2:pl",6179,113,"VER","m'","pouvoir"
860,112,8,"atargier","atargier","VER:infi",6179,113,"VER","+IT|+T","atargier|estargier"
861,113,1,"mandés","mandés","VER:impe:2:pl",6180,114,"VER","+M","mander"
862,113,2,"guerri","guerri","NPR:obj:masc:sg",6180,114,"NPR",,"UNKNOWN"
863,113,3,"que","que","PROCON",6180,114,"PROCON","T|S|C","que2|que3|que"
864,113,4,"il","il","PRO:pers:suj:3:masc:sg:unb",6180,114,"PRO:pers","CIST","il"
865,113,5,"vous","vous","PRO:pers:2:pl",6180,114,"PRO:pers","T|S","ous2|vos1"
866,113,6,"vaingne","vaingne","VER:subp:3:sg",6180,114,"VER","+I","venir"
867,113,7,"aidier","aidier","VER:infi",6180,114,"VER","+MIMdT","aidier"
868,114,1,"si","si","PROCON",6181,115,"PROCON","c'","si"
869,114,2,"m","m'","PRO:pers:obj:1:sg:unb",6181,115,"PRO:pers","S","je"
870,114,3,"aist","aïst","VER:subp:3:sg",6181,115,"VER","+MIdMd|+M","aidier|avoir"
871,114,4,"diex","diex","NOM:suj:masc:sg",6181,115,"NOM","*+CIT","dieu"
872,114,5,"ill","ill","PRO:pers:suj:3:masc:sg:unb",6181,115,"PRO:pers","S","il"
873,114,6,"en","en","PRO:clit",6181,115,"PRO:clit","S|C","en2|en"
874,114,7,"est","est","VER:pres:3:sg",6181,115,"VER","+M|+I","ester|estre1"
875,114,8,"bon","bon","ADJ:suj:masc:sg",6181,115,"ADJ","+CIT","bon"
876,114,9,"mestier","mestier","NOM:suj:masc:sg",6181,115,"NOM","+CIT","mestier"
877,114,10,"""","""","PON:cit",6181,115,"PON:cit",,"QUOTED"
878,115,1,"et","et","CON:coord",6182,116,"CON:coord","ST","et"
879,115,2,"dist","dist","VER:simp:3:sg",6182,116,"VER","+CMI","dire"
880,115,3,"berniers","berniers","NPR:suj:masc:sg",6182,116,"NPR",,"UNKNOWN"
881,115,4,"""","""","PON:cit",6182,116,"PON:cit",,"QUOTES"
882,115,5,"bien","bien","ADV",6182,116,"ADV","+IT|C|I","bien1|bien2|bien"
883,115,6,"fait","fait","VER:pres:3:sg",6182,116,"VER","+CMI|M","faire|farre"
884,115,7,"a","a","PRE",6182,116,"PRE","+T|CGIS","a3|a"
885,115,8,"ostroier","ostroier","VER:infi",6182,116,"VER","m'","octroyer"
886,115,9,"""","""","PON:cit",6182,116,"PON:cit",,"QUOTED"
887,116,1,"il","il","PRO:pers:suj:3:masc:sg:unb",6183,117,"PRO:pers","CIST","il"
888,116,2,"le","le","PRO:pers:obj:3:masc:sg:unb",6183,117,"PRO:pers","CIST","il"
889,116,3,"manda","manda","VER:simp:3:sg",6183,117,"VER","+IM","mander"
890,116,4,"et","et","CON:coord",6183,117,"CON:coord","ST","et"
891,116,5,"il","il","PRO:pers:suj:3:masc:sg:unb",6183,117,"PRO:pers","CIST","il"
892,116,6,"vint","vint","VER:simp:3:sg",6183,117,"VER","+CI|M","venir|voir"
893,116,7,"sens","sens","PRE",6183,117,"NOM","+IT","sens"
894,116,8,"targier","targier","VER:infi",6183,117,"VER","+T|+IT","targier1|targier2"
895,117,1,"si","si","PROCON",6184,118,"PROCON","c'","si"
896,117,2,"amena","amena","VER:simp:3:sg",6184,118,"VER","+CI","amener"
897,117,3,"o","o","PRE",6184,118,"PRE","+IST|I","o4|o"
898,117,4,"lui","lui","PRO:pers:obj:3:masc:sg:bet",6184,118,"PRO:pers","CIST|S","il|loi1"
899,117,5,"mil","mil","ADJ:card",6184,118,"ADJ:card","T|CI","mil1|mil"
900,117,6,"chevallier","chevallier","NOM:obj:masc:pl",6184,118,"NOM","*+IT","chevalier"
901,118,1,"bernecons","bernecons","NPR:suj:masc:sg",6185,119,"NPR",,"UNKNOWN"
902,118,2,"a","a","VER:pres:3:sg",6185,119,"PRE","+T|CGIS","a3|a"
903,118,3,"le","le","DET:def:obj:masc:sg",6185,119,"PRO:pers","CIST","il"
904,118,4,"sor","sor","ADJ:obj:masc:sg",6185,119,"PRE","+IST|+T","sor2|sur1"
905,118,5,"guerri","guerri","NPR:obj:masc:sg",6185,119,"NPR",,"UNKNOWN"
906,118,6,"mandét","mandét","VER:pper:masc:sg",6185,119,"VER","+Z","mander"
907,119,1,"et","et","CON:coord",6186,120,"CON:coord","ST","et"
908,119,2,"ill","ill","PRO:pers:suj:3:masc:sg:unb",6186,120,"PRO:pers","CIST","il"
909,119,3,"i","i","PRO:clit",6186,120,"PRO:clit",0,"i"
910,119,4,"vint","vint","VER:simp:3:sg",6186,120,"VER","+CI|M","venir|voir"
911,119,5,"atot","atot","PRE",6186,120,"PRE","IST","atot"
912,119,6,"mil","mil","ADJ:card",6186,120,"ADJ:card","T|CI","mil1|mil"
913,119,7,"d","d","PRE",6186,120,"PRE","+CS","de"
914,119,8,"adobés","adobés","VER:pper:masc:pl",6186,120,"VER","*+MI","adober"
915,120,1,"sor","sor","PRE",6187,121,"PRE","+IST|+T","sor2|sur1"
916,120,2,"sain","sain","ADJ:obj:masc:sg",6187,121,"ADJ","+IT","sain"
917,120,3,"quentin","quentin","NPR:obj:masc:sg",6187,121,"NPR","Z","quentin"
918,120,4,"descendirent","descendirent","VER:simp:3:pl",6187,121,"VER","+I","descendre"
919,120,5,"es","es","PREDET:en:obj:masc:pl",6187,121,"PREDET:en","S|C","en1+le|le"
920,120,6,"pres","pres","NOM:obj:masc:pl",6187,121,"ADV","IId","près"
921,121,1,"berniers","berniers","NPR:suj:masc:sg",6188,122,"NPR",,"UNKNOWN"
922,121,2,"le","le","PRO:pers:obj:3:masc:sg:unb",6188,122,"PRO:pers","CIST","il"
923,121,3,"voit","voit","VER:pres:3:sg",6188,122,"VER","+M|+I","aler|vëoir"
924,121,4,"si","si","PROCON",6188,122,"PROCON","c'","si"
925,121,5,"est","est","VER:pres:3:sg",6188,122,"VER","+M|+I","ester|estre1"
926,121,6,"encontre","encontre","PRE",6188,122,"PRE","IST|CI","encontre1|encontre"
927,121,7,"alés","alés","VER:pper:masc:pl",6188,122,"VER","+M","aler"
928,122,1,"de","de","PRE",6189,123,"PRE","+CIST","de"
929,122,2,"ces","ces","DET:poss:obj:masc:pl",6189,123,"DET:demo","S|CS","cel|cest"
930,122,3,"biax","biax","ADJ:obj:masc:pl",6189,123,"ADJ","I","bel"
931,122,4,"iex","iex","NOM:obj:masc:pl",6189,123,"NOM","+T","ueil"
932,122,5,"conmenca","conmenca","VER:simp:3:sg",6189,123,"VER","*+Id","comencier"
933,122,6,"a","a","PRE",6189,123,"PRE","+T|CGIS","a3|a"
934,122,7,"plorer","plorer","VER:infi",6189,123,"VER","+IT","plorer"
935,123,1,"""","""","PON:cit",6190,124,"PON:cit",,"QUOTES"
936,123,2,"berniers","berniers","NPR:suj:masc:sg",6190,124,"NPR",,"UNKNOWN"
937,123,3,"""","""","PON:cit",6190,124,"PON:cit",,"QUOTED"
938,123,4,"dist","dist","VER:simp:3:sg",6190,124,"VER","+CMI","dire"
939,123,5,"il","il","PRO:pers:suj:3:masc:sg:unb",6190,124,"PRO:pers","CIST","il"
940,123,6,"""","""","PON:cit",6190,124,"PON:cit",,"QUOTES"
941,123,7,"por","por","PRE",6190,124,"PRE","+IST|CI","por2|por"
942,123,8,"le","le","DET:def:obj:masc:sg",6190,124,"DET:def","CST","le"
943,123,9,"cors","cors","NOM:obj:masc:sg",6190,124,"NOM","+IT|+IT","cors1|cors2"
944,123,10,"saint","saint","ADJ:obj:masc:sg",6190,124,"ADJ","T|CI","saint1|saint"
945,123,11,"omer","omer","NPR:obj:masc:sg",6190,124,"NPR","I","UNKNOWN"
946,124,1,"este","este","VER:pres:2:pl",6191,125,"VER","CM","estre"
947,124,2,"vos","vos","PRO:pers:2:pl",6191,125,"PRO:pers","T|S","ous2|vos1"
948,124,3,"feme","feme","NOM:suj:femi:sg",6191,125,"NOM","+T|+CIT|+T","fame|feme|fiene"
949,124,4,"por","por","PRE",6191,125,"PRE","+IST|CI","por2|por"
950,124,5,"grant","grant","ADJ:obj:masc:sg",6191,125,"ADJ","+CIT","grant"
951,124,6,"duel","duel","NOM:obj:masc:sg",6191,125,"NOM","+IT","duel"
952,124,7,"demener","demener","VER:infi",6191,125,"VER","+IT","demener"
953,125,1,"ja","ja","ADV",6192,126,"ADV","+CIT","ja"
954,125,2,"nus","nus","DET:ind:suj:masc:sg",6192,126,"PRO:ind","S","nul"
955,125,3,"frans","frans","ADJ:suj:masc:sg",6192,126,"ADJ","I|CI","franc1|franc"
956,125,4,"hons","hons","NOM:suj:masc:sg",6192,126,"NOM","+C","ome"
957,125,5,"ne","ne","PRO:clit",6192,126,"PRO:clit","S|C","en2|ne"
958,125,6,"se","se","PROCON",6192,126,"PROCON","c'","se"
959,125,7,"doit","doit","VER:pres:3:sg",6192,126,"VER","+CMI|+M","devoir|dire"
960,125,8,"demanter","demanter","VER:infi",6192,126,"VER","+I","dementer"
961,126,1,"tant","tant","ADV",6193,127,"ADV","CI","tant"
962,126,2,"con","con","CON:subord",6193,127,"CON:subord","ST","come1"
963,126,3,"il","il","PRO:pers:suj:3:masc:sg:unb",6193,127,"PRO:pers","CIST","il"
964,126,4,"puisse","puisse","VER:impf:3:sg",6193,127,"VER","+I","pöoir"
965,126,5,"ces","ces","DET:poss:obj:masc:pl",6193,127,"DET:demo","S|CS","cel|cest"
966,126,6,"garnemens","garnemens","NOM:obj:masc:pl",6193,127,"NOM","+Z","garnement"
967,126,7,"porter","porter","VER:infi",6193,127,"VER","+MIT","porter"
968,127,1,"par","par","PRE",6194,128,"PRE","CIS","par"
969,127,2,"ma","ma","DET:poss:obj:femi:sg",6194,128,"DET:poss","S|C","mon1|mon"
970,127,3,"foit","foit","NOM:obj:femi:sg",6194,128,"NOM","+Z","foi"
971,127,4,"sire","sire","NOM:suj:masc:sg",6194,128,"NOM","+CIT|+T","seignor|sire2"
972,127,5,"""","""","PON:cit",6194,128,"PON:cit",,"QUOTED"
973,127,6,"ce","ce","PRO:invar",6194,128,"PRO:invar","S|C","ce1|ce"
974,127,7,"dist","dist","VER:simp:3:sg",6194,128,"VER","+CMI","dire"
975,127,8,"bernier","bernier","NPR:suj:masc:sg",6194,128,"NPR",,"UNKNOWN"
976,127,9,"li","li","DET:def:suj:masc:sg",6194,128,"DET:def","CST","le"
977,127,10,"ber","ber","NOM:suj:masc:sg",6194,128,"NOM","+IT","baron"
978,128,1,"""","""","PON:cit",6195,129,"PON:cit",,"QUOTES"
979,128,2,"je","je","PRO:pers:suj:1:sg:unb",6195,129,"PRO:pers","CIST","je"
980,128,3,"ai","ai","VER:pres:1:sg",6195,129,"VER","+Md|+CMI","aidier|avoir"
981,128,4,"tel","tel","ADJ:obj:masc:sg",6195,129,"ADJ","+CIT","tel"
982,128,5,"duel","duel","NOM:obj:masc:sg",6195,129,"NOM","+IT","duel"
983,128,6,"j","j","PRO:pers:suj:1:sg:unb",6195,129,"PRO:pers","CS","je"
984,128,7,"an","an","PRO:clit",6195,129,"PRO:clit","S|C","en2|en"
985,128,8,"cuide","cuide","VER:pres:1:sg",6195,129,"VER","M|MI","cuider|cuidier"
986,128,9,"forcener","forcener","VER:infi",6195,129,"VER","+T","forsener"
987,129,1,"por","por","PRE",6196,130,"PRE","+IST|CI","por2|por"
988,129,2,"vostre","vostre","DET:poss:obj:femi:sg",6196,130,"DET:poss","S","vostre"
989,129,3,"fille","fille","NOM:obj:femi:sg",6196,130,"NOM","+CIT","fille"
990,129,4,"o","o","EXC",6196,130,"PRE","+IST|I","o4|o"
991,129,5,"le","le","DET:def:obj:masc:sg",6196,130,"DET:def","CST","le"
992,129,6,"viaire","viaire","NOM:obj:masc:sg",6196,130,"NOM","+Td|+Td|+Td","vïaire1|vïaire2|vïaire3"
993,129,7,"cler","cler","ADJ:obj:masc:sg",6196,130,"ADJ","+IT","cler"
994,130,1,"li","li","DET:def:suj:masc:sg",6197,131,"DET:def","CST","le"
995,130,2,"rois","rois","NOM:suj:masc:sg",6197,131,"NOM","+I|+T|+T|+T","roi2|rois1|rois2|roix"
996,130,3,"li","li","PRO:pers:suj:3:masc:sg:bet",6197,131,"PRO:pers","C|CIST","ele|il"
997,130,4,"vuelt","vuelt","VER:pres:3:sg",6197,131,"VER","+Z","voloir"
998,130,5,"un","un","DET:ndf:obj:masc:sg",6197,131,"DET:ndf","S","un"
999,130,6,"chevallier","chevallier","NOM:obj:masc:sg",6197,131,"NOM","*+IT","chevalier"
1000,130,7,"doner","doner","VER:infi",6197,131,"VER","+MIT|M","doner|donner"
1001,131,1,"c","c'","PRO:invar",6198,132,"PROCON","Z|Z|Z|Z|Z|C|Z","ce|que1|que2|que3|que4|que|soi1"
1002,131,2,"est","est","VER:pres:3:sg",6198,132,"VER","+M|+I","ester|estre1"
1003,131,3,"herchanbaus","herchanbaus","NPR:suj:masc:sg",6198,132,"NPR",,"UNKNOWN"
1004,131,4,"si","si","PROCON",6198,132,"PROCON","c'","si"
1005,131,5,"l","l'","PRO:pers:obj:3:masc:sg:unb",6198,132,"PRO:pers","CS","il"
1006,131,6,"ai","ai","VER:pres:1:sg",6198,132,"VER","+Md|+CMI","aidier|avoir"
