"wd_id","line_id","linewd","lex_id","tag","TT lemma"
1,1,1,"en","PRE","en1_+S"
2,1,2,"l'","DET:def","le_S"
3,1,3,"an","NOM","an_+CIT"
4,1,4,"mil","ADJ:card","mil1|mil_T|CI"
5,1,5,"ccc","NOM","<unknown>"
6,1,6,"et","CON:coord","et_S"
7,1,7,"chincquante","NOM","<unknown>"
8,2,1,"et","CON:coord","et_S"
9,2,2,"ou","PREDET:en","en1+le_S"
10,2,3,"temps","NOM","tens_+CT"
11,2,4,"que","PROCON","que3_S"
12,2,5,"on","PRO:invar","on_S"
13,2,6,"list","VER","lire|loisir_MI|M"
14,2,7,"et","CON:coord","et_S"
15,2,8,"cante","VER","chanter_+M"
16,3,1,"par","PRE","par_S"
17,3,2,"tout","DET:ind","tot_S"
18,3,3,"le","DET:def","le_S"
19,3,4,"monde","NOM","monde1|monde_+IT|CI"
20,3,5,"communement","ADV","comunement_*I"
21,4,1,"et","CON:coord","et_S"
22,4,2,"festie","VER","festoyer_M"
23,4,3,"devotement","ADV","devotement_Z"
24,4,4,",","PON",","
25,5,1,"apriés","VER","<unknown>"
26,5,2,"le","DET:def","le_S"
27,5,3,"mort","NOM","mort_+CIT"
28,5,4,"et","CON:coord","et_S"
29,5,5,"passion","NOM","passïon_+Td"
30,5,6,",","PON",","
31,6,1,"le","DET:def","le_S"
32,6,2,"sainte","ADJ","saint_I"
33,6,3,"resurrexion","NOM","<nolem>"
34,7,1,"jhesu","NPR","jesu_I|Z"
35,7,2,"crist","NPR","crist_Z"
36,7,3,"no","DET:poss","nostre_S"
37,7,4,"vrai","ADJ","verai_+T"
38,7,5,"createur","NOM","crïator_*+Td"
39,7,6,",","PON",","
40,8,1,"no","DET:poss","nostre_S"
41,8,2,"sauveur","NOM","sauvëor_*+IIdTd"
42,8,3,"et","CON:coord","et_S"
43,8,4,"no","DET:poss","nostre_S"
44,8,5,"racateur","NOM","<unknown>"
45,8,6,",","PON",","
46,9,1,"tout","PRO:ind","tot_S"
47,9,2,"partout","ADV","par_tot_Z"
48,9,3,"en","PRE","en1_+S"
49,9,4,"crestienté","NOM","crestïenté_+IdTd"
50,9,5,",","PON",","
51,10,1,"dont","PRO:invar","dont_S"
52,10,2,"il","PRO:pers","il_S"
53,10,3,"en","PRO:clit","en2_S"
54,10,4,"est","VER","ester|estre1_+M|+I"
55,10,5,"moult","ADV","mout_I"
56,10,6,"grant","ADJ","grant_+CIT"
57,10,7,"plenté","NOM","plenté_+IT"
58,10,8,",","PON",","
59,11,1,"en","PRE","en1_+S"
60,11,2,"cest","DET:demo","cest_S"
61,11,3,"an","NOM","an_+CIT"
62,11,4,"et","CON:coord","et_S"
63,11,5,"en","PRE","en1_+S"
64,11,6,"cel","DET:demo","cel_S"
65,11,7,"tempore","NOM","tempoire_+T"
66,11,8,",","PON",","
67,12,1,"me","PRO:pers","je_S"
68,12,2,"vint","VER","venir|voir_+CI|M"
69,12,3,"en","PRE","en1_+S"
70,12,4,"avis","NOM","avis_+IT"
71,12,5,"et","CON:coord","et_S"
72,12,6,"memore","NOM","memoire_+Z"
73,13,1,"de","PRE","de_+S"
74,13,2,"me","DET:poss","mon1_S"
75,13,3,"vie","NOM","vie1|voie_+T|+T"
76,13,4,"considerer","VER","considerer_+T"
77,13,5,",","PON",","
78,14,1,"comment","ADV","coment1|coment_*+T|I"
79,14,2,"en","PRE","en1_+S"
80,14,3,"dieu","NOM","dieu_+CIT"
81,14,4,"puis","ADV","puis_IT"
82,14,5,"esperer","VER","esperer_+MIT"
83,14,6,",","PON",","
84,15,1,"quels","ADJ","quel_C"
85,15,2,"je","PRO:pers","je_S"
86,15,3,"suis","VER","estre_M"
87,15,4,"et","CON:coord","et_S"
88,15,5,"quels","ADJ","quel_C"
89,15,6,"j'","PRO:pers","je_S"
90,15,7,"ai","VER","aidier|avoir_+Md|+CMI"
91,15,8,"esté","VER","ester|estre1_+MI|+I"
92,16,1,"et","CON:coord","et_S"
93,16,2,"comment","ADV","coment1|coment_*+T|I"
94,16,3,"yvier","NOM","<nolem>"
95,16,4,"et","CON:coord","et_S"
96,16,5,"esté","VER","ester|estre1_+MI|+I"
97,17,1,"et","CON:coord","et_S"
98,17,2,"nuit","NOM","nuit_+CIT"
99,17,3,"et","CON:coord","et_S"
100,17,4,"jour","NOM","jor_+C"
101,17,5,"tres","ADV","tres|très_I|IIdTd"
102,17,6,"men","DET:poss","mon1_S"
103,17,7,"enfanche","NOM","<nolem>"
104,18,1,"ay","VER","avoir_+M"
105,18,2,"vescut","VER","vivre_M"
106,18,3,"en","PRE","en1_+S"
107,18,4,"grand","ADJ","grant_+I"
108,18,5,"esperanche","NOM","<nolem>"
109,18,6,".","PON","."
110,19,1,"une","DET:ndf","un_S"
111,19,2,"fois","NOM","fais|foi|foiz_+T|+C|+CT"
112,19,3,"pensai","VER","penser_+M"
113,19,4,"en","PRE","en1_+S"
114,19,5,"me","DET:poss","mon1_S"
115,19,6,"lit","NOM","lit1|lit2_+IT|+T"
116,20,1,"et","CON:coord","et_S"
117,20,2,"empensant","VER","<unknown>"
118,20,3,"pris","VER","prendre|prisier_+CMI|+IM"
119,20,4,"grand","ADJ","grant_+I"
120,20,5,"delit","NOM","delit1|delit2_+T|+IT"
121,21,1,"de","PRE","de_+S"
122,21,2,"l'","DET:def","le_S"
123,21,3,"estat","NOM","estat_+T"
124,21,4,"ou","PRO:pers","il|vos1_S|S"
125,21,5,"je","PRO:pers","je_S"
126,21,6,"me","PRO:pers","je_S"
127,21,7,"trouvoye","VER","<unknown>"
128,21,8,",","PON",","
129,22,1,"et","CON:coord","et_S"
130,22,2,"tantost","ADV","tantost_+IT"
131,22,3,"me","PRO:pers","je_S"
132,22,4,"mis","VER","manoir|metre|mettre_M|CIM|M"
133,22,5,"en","PRE","en1_+S"
134,22,6,"le","DET:def","le_S"
135,22,7,"voye","NOM","voie_*+CIT"
136,23,1,"de","PRE","de_+S"
137,23,2,"men","DET:poss","mon1_S"
138,23,3,"sauveur","NOM","sauvëor_*+IIdTd"
139,23,4,"remerchyer","VER","<unknown>"
140,24,1,"et","CON:coord","et_S"
141,24,2,"loer","VER","löer1|löer2|löer3_+IIdTd|+IdTd|+Td"
142,24,3,"et","CON:coord","et_S"
143,24,4,"regratyer","VER","<unknown>"
144,25,1,"de","PRE","de_+S"
145,25,2,"le","DET:def","le_S"
146,25,3,"vie","NOM","vie1|voie_+T|+T"
147,25,4,"qu'","PROCON","que1|que2|que3|que4_S|S|S|S"
148,25,5,"il","PRO:pers","il_S"
149,25,6,"m'","PRO:pers","je_S"
150,25,7,"at","VER","avoir|estre_+IM|M"
151,25,8,"presté","VER","prester_IM"
152,25,9,";","PON",";"
153,26,1,"s'","PRO:pers","soi1_S"
154,26,2,"en","PRO:clit","en2_S"
155,26,3,"loay","VER","löer1_*+I"
156,26,4,"moult","ADV","mout_I"
157,26,5,"se","DET:poss","son4_S"
158,26,6,"majesté","NOM","majesté_+T"
159,26,7,",","PON",","
160,27,1,"ensi","ADV","ainsi_+IT"
161,27,2,"que","PROCON","que3_S"
162,27,3,"chescuns","PRO:ind","chascun_S"
163,27,4,"doit","VER","devoir|dire_+CMI|+M"
164,27,5,"bien","ADV","bien1|bien2|bien_+IT|C|I"
165,27,6,"faire","VER","faire_+MIT"
166,27,7,",","PON",","
167,28,1,"qui","PROCON","qui_S"
168,28,2,"a","PRE","a_S"
169,28,3,"son","DET:poss","son4_S"
170,28,4,"createur","NOM","crïator_*+Td"
171,28,5,"voelt","VER","voloir_+I"
172,28,6,"plaire","VER","plaire|plaisir_+MIT|M"
173,28,7,";","PON",";"
174,29,1,"car","CON:coord","car_S"
175,29,2,"toudis","ADV","toz_dis_Z"
176,29,3,"au","PREDET:a","a+le_S"
177,29,4,"soir","NOM","soir_+IT"
178,29,5,"et","CON:coord","et_S"
179,29,6,"au","PREDET:a","a+le_S"
180,29,7,"main","NOM","main2|main3_+IT|+T"
181,30,1,"doit","VER","devoir|dire_+CMI|+M"
182,30,2,"li","DET:def","le_S"
183,30,3,"sages","ADJ","sage_+I"
184,30,4,"lever","VER","lever_+IMT"
185,30,5,"la","DET:def","le_S"
186,30,6,"main","NOM","main2|main3_+IT|+T"
187,31,1,"et","CON:coord","et_S"
188,31,2,"luy","PRO:pers","il|loi1_S|S"
189,31,3,"sainnier","VER","sainnier_M"
190,31,4,"et","CON:coord","et_S"
191,31,5,"le","DET:def","le_S"
192,31,6,"crois","NOM","crois1|crois2|croiz_+T|+T|+CT"
193,31,7,"faire","VER","faire_+MIT"
194,32,1,"pour","PRE","por2_+S"
195,32,2,"le","DET:def","le_S"
196,32,3,"dyable","NOM","dïable_*+IdTTd"
197,32,4,"no","DET:poss","nostre_S"
198,32,5,"contraire","ADJ","contraire1|contraire_T|I"
199,33,1,"encachier","VER","encachier_M"
200,33,2,"et","CON:coord","et_S"
201,33,3,"de","PRE","de_+S"
202,33,4,"lui","PRO:pers","il|loi1_S|S"
203,33,5,"bouter","VER","boter1_+MI"
204,33,6,",","PON",","
205,34,1,"car","CON:coord","car_S"
206,34,2,"il","PRO:pers","il_S"
207,34,3,"fait","VER","faire|farre_+CMI|M"
208,34,4,"moult","ADV","mout_I"
209,34,5,"a","PRE","a_S"
210,34,6,"redoubter","VER","<unknown>"
211,34,7,".","PON","."
212,35,1,"il","PRO:pers","il_S"
213,35,2,"tot","PRO:ind","tot_S"
214,35,3,"toutes","DET:ind","tot_S"
215,35,4,"devotions","NOM","devocïon_*+IIdTd"
216,36,1,"et","CON:coord","et_S"
217,36,2,"fait","VER","faire|farre_+CMI|M"
218,36,3,"moult","ADV","mout_I"
219,36,4,"de","PRE","de_+S"
220,36,5,"temptations","NOM","tentacïon_+Z"
221,37,1,"pour","PRE","por2_+S"
222,37,2,"avec","PRE","avuec_S"
223,37,3,"luy","PRO:pers","il|loi1_S|S"
224,37,4,"nous","PRO:pers","nos1_S"
225,37,5,"enlachier","VER","<unknown>"
226,38,1,"et","CON:coord","et_S"
227,38,2,"pour","PRE","por2_+S"
228,38,3,"nos","DET:poss","nostre_S"
229,38,4,"ames","NOM","ame_+CI"
230,38,5,"ennaichier","VER","<unknown>"
231,38,6,",","PON",","
232,39,1,"et","CON:coord","et_S"
233,39,2,"qui","PROCON","qui_S"
234,39,3,"bien","ADV","bien1|bien2|bien_+IT|C|I"
235,39,4,"ne","PRO:clit","en2_S"
236,39,5,"resistera","VER","<unknown>"
237,40,1,"et","CON:coord","et_S"
238,40,2,"constans","NPR","constant_Z"
239,40,3,"contre","PRE","contre_S"
240,40,4,"luy","PRO:pers","il|loi1_S|S"
241,40,5,"sera","VER","estre1|estre|saveir|seoir_+I|CMI|M|M"
242,40,6,",","PON",","
243,41,1,"fort","ADJ","fort_+IT"
244,41,2,"est","VER","ester|estre1_+M|+I"
245,41,3,"qui","PROCON","qui_S"
246,41,4,"li","PRO:pers","il_S"
247,41,5,"puist","VER","pöoir_+I"
248,41,6,"escaper","VER","eschaper_+M"
249,41,7,";","PON",";"
250,42,1,"car","CON:coord","car_S"
251,42,2,"de","PRE","de_+S"
252,42,3,"faire","VER","faire_+MIT"
253,42,4,"mal","ADV","mal_I"
254,42,5,"il","PRO:pers","il_S"
255,42,6,"n'","PRO:clit","en2_S"
256,42,7,"a","VER","avoir_+CMI"
257,42,8,"per","PRE","par_S"
258,42,9,".","PON","."
259,43,1,"contre","PRE","contre_S"
260,43,2,"luy","PRO:pers","il|loi1_S|S"
261,43,3,"dieux","NOM","dieu_+Z"
262,43,4,"a","PRE","a_S"
263,43,5,"pourveut","VER","porvëoir_+M"
264,44,1,"remede","NOM","remede_+CT"
265,44,2,":","PON",":"
266,44,3,"c'","PRO:invar","ce1_S"
267,44,4,"est","VER","ester|estre1_+M|+I"
268,44,5,"moult","ADV","mout_I"
269,44,6,"bien","ADV","bien1|bien2|bien_+IT|C|I"
270,44,7,"sceut","VER","savoir_+M"
271,45,1,"de","PRE","de_+S"
272,45,2,"chiaus","PRO:demo","cel_S"
273,45,3,"qui","PROCON","qui_S"
274,45,4,"sont","VER","estre1|estre_+I|CMI"
275,45,5,"fort","ADJ","fort_+IT"
276,45,6,"resistét","NOM","<unknown>"
277,46,1,"et","CON:coord","et_S"
278,46,2,"resistent","VER","<nolem>"
279,46,3,"pour","PRE","por2_+S"
280,46,4,"l'","DET:def","le_S"
281,46,5,"amistét","NOM","<unknown>"
282,47,1,"de","PRE","de_+S"
283,47,2,"dieu","NOM","dieu_+CIT"
284,47,3,"et","CON:coord","et_S"
285,47,4,"lor","DET:poss","lor2_S"
286,47,5,"salvation","NOM","sauvacïon_*+Td"
287,47,6,";","PON",";"
288,48,1,"car","CON:coord","car_S"
289,48,2,"sains","ADJ","sain_+I"
290,48,3,"pols","NPR","pol_*I|Z"
291,48,4,"en","PRO:clit","en2_S"
292,48,5,"fait","VER","faire|farre_+CMI|M"
293,48,6,"mention","NOM","mencïon_+Td"
294,49,1,"en","PRE","en1_+S"
295,49,2,"ses","DET:poss","son4_S"
296,49,3,"epistles","NOM","epistre_*+T"
297,49,4,"vrayement","ADV","veraiement_Z"
298,49,5,".","PON","."
299,50,1,"on","PRO:invar","on_S"
300,50,2,"troeve","VER","trover_*+I"
301,50,3,"dedens","ADV","dedenz_Z"
302,50,4,"ensement","ADV","ensement_+IT"
303,50,5,":","PON",":"
304,51,1,"che","PRO:invar","ce1_S"
305,51,2,"dist","VER","dire_+CMI"
306,51,3,"li","DET:def","le_S"
307,51,4,"sains","ADJ","sain_+I"
308,51,5,".","PON","."
309,51,6,"tenés","VER","tenir_M"
310,51,7,"de","PRE","de_+S"
311,51,8,"mi","PRO:pers","je_S"
312,51,9,":","PON",":"
313,52,1,"resistés","VER","<unknown>"
314,52,2,"fort","ADJ","fort_+IT"
315,52,3,"a","PRE","a_S"
316,52,4,"l'","DET:def","le_S"
317,52,5,"anemi","NOM","enemi_+I"
318,52,6,",","PON",","
319,53,1,"et","CON:coord","et_S"
320,53,2,"vraiement","ADV","veraiement_Z"
321,53,3,"il","PRO:pers","il_S"
322,53,4,"vous","PRO:pers","vos1_S"
323,53,5,"laira","VER","laier_M"
324,54,1,"et","CON:coord","et_S"
325,54,2,"tout","PRO:ind","tot_S"
326,54,3,"errant","VER","errer2|errer|estre_+I|IM|M"
327,54,4,"il","PRO:pers","il_S"
328,54,5,"s'","PRO:pers","soi1_S"
329,54,6,"enfuira","VER","fuir_+Z"
330,54,7,".","PON","."
331,55,1,"or","ADV","or4|or_+IT|CI"
332,55,2,"avons","VER","avoir_+MI"
333,55,3,"nous","PRO:pers","nos1_S"
334,55,4,"de","PRE","de_+S"
335,55,5,"pourveance","NOM","porvëance_*+Td"
336,56,1,"que","PROCON","que3_S"
337,56,2,"dieus","NOM","dieu_*+CIT"
338,56,3,"nous","PRO:pers","nos1_S"
339,56,4,"donne","VER","doner_+CM"
340,56,5,"tres","ADV","tres|très_I|IIdTd"
341,56,6,"l'","DET:def","le"
342,56,7,"enfance","NOM","enfance_+IT"
343,57,1,"un","DET:ndf","un_S"
344,57,2,"de","PRE","de_+S"
345,57,3,"ses","DET:poss","son4_S"
346,57,4,"angles","NOM","angele_+I"
347,57,5,"en","PRE","en1_+S"
348,57,6,"qui","PROCON","qui_S"
349,57,7,"warde","NOM","garde_+T"
350,58,1,"nous","PRO:pers","nos1_S"
351,58,2,"sommes","VER","estre_M"
352,58,3,"et","CON:coord","et_S"
353,58,4,"qui","PROCON","qui_S"
354,58,5,"nous","PRO:pers","nos1_S"
355,58,6,"regarde","VER","regarder_+I"
356,59,1,"nuit","NOM","nuit_+CIT"
357,59,2,"et","CON:coord","et_S"
358,59,3,"jour","NOM","jor_+C"
359,59,4,"no","DET:poss","nostre_S"
360,59,5,"consentement","NOM","consentement_+CT"
361,59,6,".","PON","."
362,60,1,"li","DET:def","le_S"
363,60,2,"escripture","NOM","escriture_+Z"
364,60,3,"qui","PROCON","qui_S"
365,60,4,"ne","PRO:clit","en2_S"
366,60,5,"ment","VER","mentir_+M"
367,60,6,",","PON",","
368,61,1,"dist","VER","dire_+CMI"
369,61,2,"ke","PROCON","que1|que2|que3|que4_S|S|S|S"
370,61,3,"dyables","NOM","dïable_*+IId"
371,61,4,"ne","PRO:clit","en2_S"
372,61,5,"set","VER","savoir|sëoir_+IM|+I"
373,61,6,"riens","ADV","riens_Z"
374,62,1,"pour","PRE","por2_+S"
375,62,2,"chou","PRO:invar","ce1_S"
376,62,3,"que","PROCON","que3_S"
377,62,4,"escaper","VER","eschaper_+M"
378,62,5,"ne","PRO:clit","en2_S"
379,62,6,"poriens","VER","pouvoir_M"
380,63,1,"les","DET:def","le_S"
381,63,2,"pensees","NOM","pensee_*+IT"
382,63,3,"que","PROCON","que3_S"
383,63,4,"nous","PRO:pers","nos1_S"
384,63,5,"avons","VER","avoir_+MI"
385,63,6,",","PON",","
386,64,1,"se","PRO:pers","soi1_S"
387,64,2,"du","PREDET:de","de+le_S"
388,64,3,"consentier","NOM","<unknown>"
389,64,4,"nous","PRO:pers","nos1_S"
390,64,5,"savons","VER","savoir_+IM"
391,65,1,"et","CON:coord","et_S"
392,65,2,"poons","VER","pöoir_+I"
393,65,3,"bonnement","ADV","bonement_*I"
394,65,4,"deffendre","VER","defendre_*+I"
395,65,5,",","PON",","
396,66,1,"par","PRE","par_S"
397,66,2,"quoy","PRO:invar","coi2_S"
398,66,3,"il","PRO:pers","il_S"
399,66,4,"ne","PRO:clit","en2_S"
400,66,5,"puist","VER","pöoir_+I"
401,66,6,"en","PRO:clit","en2_S"
402,66,7,"nous","PRO:pers","nos1_S"
403,66,8,"prendre","VER","prendre_+MIT"
404,67,1,"nesun","DET:ind","nesun_S"
405,67,2,"malvais","ADJ","mauvais_+IT"
406,67,3,"consentement","NOM","consentement_+CT"
407,67,4,".","PON","."
408,68,1,"adont","ADV","adonc_+GT"
409,68,2,"fait","VER","faire|farre_+CMI|M"
410,68,3,"ciertes","ADV","certes_+Z"
411,68,4,"liement","ADV","lieement_Z"
412,69,1,"li","DET:def","le_S"
413,69,2,"boins","ADJ","bon_+C"
414,69,3,"angles","NOM","angele_+I"
415,69,4,"et","CON:coord","et_S"
416,69,5,"nous","PRO:pers","nos1_S"
417,69,6,"conforte","VER","conforter_+I"
418,69,7,",","PON",","
419,70,1,"au","PREDET:a","a+le_S"
420,70,2,"faire","VER","faire_+MIT"
421,70,3,"tous","PRO:ind","tot_S"
422,70,4,"bien","ADV","bien1|bien2|bien_+IT|C|I"
423,70,5,"nous","PRO:pers","nos1_S"
424,70,6,"enorte","VER","enorter_+I"
425,70,7,";","PON",";"
426,71,1,"et","CON:coord","et_S"
427,71,2,"nos","DET:poss","nostre_S"
428,71,3,"biens","NOM","bien2|bien_+I|CI"
429,71,4,"et","CON:coord","et_S"
430,71,5,"nos","DET:poss","nostre_S"
431,71,6,"orisons","NOM","oraison_+I"
432,71,7,",","PON",","
433,72,1,"tout","PRO:ind","tot_S"
434,72,2,"ce","PRO:invar","ce1_S"
435,72,3,"que","PROCON","que3_S"
436,72,4,"fasons","VER","faire_+CM"
437,72,5,"et","CON:coord","et_S"
438,72,6,"disons","VER","dire_+M"
439,72,7,",","PON",","
440,73,1,"en","PRO:clit","en2_S"
441,73,2,"fait","VER","faire|farre_+CMI|M"
442,73,3,"present","VER","presenter_+M"
443,73,4,"a","PRE","a_S"
444,73,5,"dieu","NOM","dieu_+CIT"
445,73,6,"le","DET:def","le_S"
446,73,7,"pere","NOM","paire|pere1|piere_+T|+T|+T"
447,74,1,"pour","PRE","por2_+S"
448,74,2,"nous","PRO:pers","nos1_S"
449,74,3,"warder","VER","garder_+T"
450,74,4,"de","PRE","de_+S"
451,74,5,"mort","NOM","mort_+CIT"
452,74,6,"amere","ADJ","amer2|amer_+I|I"
453,75,1,"et","CON:coord","et_S"
454,75,2,"nuit","NOM","nuit_+CIT"
455,75,3,"et","CON:coord","et_S"
456,75,4,"jour","NOM","jor_+C"
457,75,5,"tient","VER","tenir_CMI"
458,75,6,"compagnie","NOM","compagnie_+IT"
459,76,1,"a","PRE","a_S"
460,76,2,"chiauls","NOM","<unknown>"
461,76,3,"qui","PROCON","qui_S"
462,76,4,"mainent","VER","mener_+IM"
463,76,5,"sainte","ADJ","saint_I"
464,76,6,"vie","NOM","vie1|voie_+T|+T"
465,76,7,";","PON",";"
466,77,1,"et","CON:coord","et_S"
467,77,2,"d'","PRE","de_+S"
468,77,3,"autre","ADJ","autre_CIId"
469,77,4,"part","NOM","part1|part2|part3|part4_+IT|+T|+T|+T"
470,77,5,"est","VER","ester|estre1_+M|+I"
471,77,6,"en","PRE","en1_+S"
472,77,7,"agait","NOM","agait_+GIT"
473,78,1,"li","DET:def","le_S"
474,78,2,"dyables","NOM","dïable_*+IId"
475,78,3,"qui","PROCON","qui_S"
476,78,4,"paine","NOM","peine_+CT"
477,78,5,"mait","VER","aidier|metre_+M|M"
478,79,1,"a","PRE","a_S"
479,79,2,"decevoir","VER","decevoir_+IMT"
480,79,3,"par","PRE","par_S"
481,79,4,"ses","DET:poss","son4_S"
482,79,5,"malices","NOM","malice_*+T"
483,80,1,"pour","PRE","por2_+S"
484,80,2,"chescun","PRO:ind","chascun_S"
485,80,3,"enlacier","VER","enlacier_+T"
486,80,4,"en","PRE","en1_+S"
487,80,5,"visces","NOM","vice1_*+T"
488,80,6,".","PON","."
489,81,1,"se","PRO:invar","ce1_S"
490,81,2,"fait","VER","faire|farre_+CMI|M"
491,81,3,"que","PROCON","que3_S"
492,81,4,"li","DET:def","le_S"
493,81,5,"mundes","NOM","monde1|monde_*+I|I"
494,81,6,"promet","VER","prometre_+CI"
495,81,7,",","PON",","
496,82,1,"et","CON:coord","et_S"
497,82,2,"li","DET:def","le_S"
498,82,3,"cors","NOM","cors1|cors2_+IT|+IT"
499,82,4,"au","PREDET:a","a+le_S"
500,82,5,"pekier","VER","pechier_+M"
501,82,6,"se","PRO:pers","soi1_S"
502,82,7,"met","VER","metre|mettre_IM|M"
503,82,8,",","PON",","
504,83,1,"et","CON:coord","et_S"
505,83,2,"il","PRO:pers","il_S"
506,83,3,"est","VER","ester|estre1_+M|+I"
507,83,4,"tiex","ADJ","tel_+I"
508,83,5,"qui","PROCON","qui_S"
509,83,6,"fort","ADJ","fort_+IT"
510,83,7,"atise","VER","atisier_+I"
511,84,1,"et","CON:coord","et_S"
512,84,2,"met","VER","metre|mettre_IM|M"
513,84,3,"les","DET:def","le_S"
514,84,4,"cuers","NOM","cuer2|cuer_+I|I"
515,84,5,"en","PRE","en1_+S"
516,84,6,"convoitise","NOM","covoitise_+Z"
517,85,1,"et","CON:coord","et_S"
518,85,2,"c'","PROCON","ce|que1|que2|que3|que4|soi1_Z|Z|Z|Z|Z|Z"
519,85,3,"on","PRO:invar","on_S"
520,85,4,"laisse","VER","laissier_+M"
521,85,5,"dieu","NOM","dieu_+CIT"
522,85,6,"a","PRE","a_S"
523,85,7,"siervir","VER","siervir_M"
524,86,1,"et","CON:coord","et_S"
525,86,2,"se","DET:poss","son4_S"
526,86,3,"glore","NOM","gloire_+T"
527,86,4,"de","PRE","de_+S"
528,86,5,"deservir","VER","deservir_+IT"
529,86,6,",","PON",","
530,87,1,"et","CON:coord","et_S"
531,87,2,"que","PROCON","que3_S"
532,87,3,"chescuns","PRO:ind","chascun_S"
533,87,4,"ses","DET:poss","son4_S"
534,87,5,"voientés","VER","<unknown>"
535,88,1,"face","VER","faire|farre|feire_+CMI|M|M"
536,88,2,",","PON",","
537,88,3,"dont","PRO:invar","dont_S"
538,88,4,"est","VER","ester|estre1_+M|+I"
539,88,5,"entalentés","VER","entalenter_*+IT"
540,88,6,".","PON","."
541,89,1,"a","PRE","a_S"
542,89,2,"son","DET:poss","son4_S"
543,89,3,"pooir","NOM","<nolem>"
544,89,4,"fait","VER","faire|farre_+CMI|M"
545,89,5,"chescun","PRO:ind","chascun_S"
546,89,6,"faire","VER","faire_+MIT"
547,90,1,"tout","PRO:ind","tot_S"
548,90,2,"chou","PRO:invar","ce1_S"
549,90,3,"qui","PROCON","qui_S"
550,90,4,"puist","VER","pöoir_+I"
551,90,5,"a","PRE","a_S"
552,90,6,"dieu","NOM","dieu_+CIT"
553,90,7,"desplaire","VER","desplaire_+IT"
554,90,8,";","PON",";"
555,91,1,"et","CON:coord","et_S"
556,91,2,"chiuls","NOM","<unknown>"
557,91,3,"et","CON:coord","et_S"
558,91,4,"celle","PRO:demo","cel_S"
559,91,5,"qui","PROCON","qui_S"
560,91,6,"le","PRO:pers","il_S"
561,91,7,"sentent","VER","sentir_+M"
562,92,1,"et","CON:coord","et_S"
563,92,2,"a","PRE","a_S"
564,92,3,"plaisances","NOM","<unknown>"
565,92,4,"se","PRO:pers","soi1_S"
566,92,5,"consentent","VER","consentir|sentir_*+I|+M"
567,93,1,"des","PREDET:de","de+le_S"
568,93,2,"pechiés","VER","<unknown>"
569,93,3,"quant","ADV","cant_C"
570,93,4,"les","DET:def","le_S"
571,93,5,"mait","NOM","maie|mait|met_+T|+T|+T"
572,93,6,"avant","PRE","avant_S"
573,93,7,",","PON",","
574,94,1,"s'","PRO:pers","soi1_S"
575,94,2,"on","PRO:invar","on_S"
576,94,3,"s'","PRO:pers","soi1_S"
577,94,4,"i","PRO:clit","i2_S"
578,94,5,"consent","VER","consentir_*+I"
579,94,6,",","PON",","
580,94,7,"dont","ADV","donc|dont_I|I"
581,94,8,"en","PRE","en1_+S"
582,94,9,"avant","PRE","avant_S"
583,95,1,"se","DET:poss","son4_S"
584,95,2,"mait","NOM","maie|mait|met_+T|+T|+T"
585,95,3,"en","PRE","en1_+S"
586,95,4,"possession","NOM","possessïon_+Td"
587,96,1,"sathan","NPR","satan_Z"
588,96,2,",","PON",","
589,96,3,"et","CON:coord","et_S"
590,96,4,"si","ADV","si_+IT"
591,96,5,"fait","VER","faire|farre_+CMI|M"
592,96,6,"mansion","NOM","mansïon_+Td"
593,97,1,"avoec","PRE","avuec_S"
594,97,2,"tel","ADJ","tel_+CIT"
595,97,3,"gent","NOM","gent1|giant_+IT|+T"
596,97,4,"et","CON:coord","et_S"
597,97,5,"y","PRO:clit","i2_S"
598,97,6,"demeure","VER","demorer_+CM"
599,98,1,"et","CON:coord","et_S"
600,98,2,"ne","PRO:clit","en2_S"
601,98,3,"laisse","VER","laissier_+M"
602,98,4,"ne","PRO:clit","en2_S"
603,98,5,"jour","NOM","jor_+C"
604,98,6,",","PON",","
605,98,7,"ne","PRO:clit","en2_S"
606,98,8,"heure","NOM","ore3_+T"
607,99,1,"que","PROCON","que3_S"
608,99,2,"ne","PRO:clit","en2_S"
609,99,3,"fache","VER","faire|farre_+M|M"
610,99,4,"trebuchier","VER","trebuchier_+IT"
611,100,1,"en","PRE","en1_+S"
612,100,2,"tous","DET:ind","tot_S"
613,100,3,"visces","NOM","vice1_*+T"
614,100,4,"et","CON:coord","et_S"
615,100,5,"enlachier","VER","<unknown>"
616,100,6,".","PON","."
617,101,1,"li","DET:def","le_S"
618,101,2,"pekiét","NOM","<nolem>"
619,101,3,"sont","VER","estre1|estre_+I|CMI"
620,101,4,"de","PRE","de_+S"
621,101,5,"tel","ADJ","tel_+CIT"
622,101,6,"nature","NOM","nature_+IT"
623,101,7,",","PON",","
624,102,1,"quiconques","PRO:invar","quiconque_S"
625,102,2,"met","VER","metre|mettre_IM|M"
626,102,3,"en","PRE","en1_+S"
627,102,4,"yaus","PRO:pers","il_S"
628,102,5,"se","DET:poss","son4_S"
629,102,6,"cure","NOM","cure|curé_+CIT|+C"
630,103,1,"et","CON:coord","et_S"
631,103,2,",","PON",","
632,103,3,"se","PRO:invar","ce1_S"
633,103,4,"soit","VER","estre1|savoir_+I|+M"
634,103,5,"enlachiés","VER","<unknown>"
